time,Solar8000/CVP,SNUADC/ART,Solar8000/ART_DBP,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/ECG_II,Solar8000/ART_SBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/ETCO2
0,,NaN,,,,,NaN,,NaN,NaN,,,
1,,-491.88665771484375,,,,,-4.9562602043151855,,-4.9562602043151855,-495.6260070800781,,,
2,,-491.88470458984375,,,,,-4.956240177154541,,-4.956240177154541,-495.6240234375,,,
3,,NaN,,,,,NaN,,NaN,NaN,,,
4,,NaN,,,,,NaN,,NaN,NaN,,,
5,,NaN,,,,,NaN,,NaN,NaN,,,
6,260,NaN,261,261,96,90,NaN,261,NaN,NaN,90,,0
7,,NaN,,,,,NaN,,NaN,NaN,,,
8,260,NaN,261,261,96,89,NaN,261,NaN,NaN,89,,0
9,,NaN,,,,,NaN,,NaN,NaN,,,
10,227,NaN,261,261,96,88,NaN,261,NaN,NaN,92,,0
11,,NaN,,,,,NaN,,NaN,NaN,,,
12,227,NaN,261,261,95,94,NaN,261,NaN,NaN,93,,0
13,,NaN,,,,,NaN,,NaN,NaN,,,
14,0,NaN,0,0,95,89,NaN,0,NaN,NaN,94,,0
15,,NaN,,,,,NaN,,NaN,NaN,,,
16,0,NaN,0,0,95,83,NaN,0,NaN,NaN,90,,0
17,,NaN,,,,,NaN,,NaN,NaN,,,
18,0,NaN,0,0,95,75,NaN,0,NaN,NaN,84,,0
19,,NaN,,,,,NaN,,NaN,NaN,,,
20,0,NaN,0,0,95,71,NaN,0,NaN,NaN,78,,0
21,,NaN,,,,,NaN,,NaN,NaN,,,
22,1,NaN,-8,-1,95,74,NaN,1,NaN,NaN,74,,0
23,,NaN,,,,,NaN,,NaN,NaN,,,
24,1,NaN,-8,-1,94,74,NaN,1,NaN,NaN,74,,0
25,,NaN,,,,,NaN,,NaN,NaN,,,
26,1,NaN,1,1,94,74,NaN,1,NaN,NaN,75,,0
27,,NaN,,,,,NaN,,NaN,NaN,,,
28,1,NaN,1,1,94,74,NaN,1,NaN,NaN,75,,0
29,,NaN,,,,,NaN,,NaN,NaN,,,
30,1,NaN,1,1,95,74,NaN,1,NaN,NaN,75,,0
31,,NaN,,,,,NaN,,NaN,NaN,,,
32,1,NaN,1,1,95,75,NaN,1,NaN,NaN,75,,0
33,,NaN,,,,,NaN,,NaN,NaN,,,
34,1,NaN,-1,-1,96,75,NaN,-1,NaN,NaN,75,,0
35,,NaN,,,,,NaN,,NaN,NaN,,,
36,1,NaN,-1,-1,97,76,NaN,-1,NaN,NaN,77,,0
37,,NaN,,,,,NaN,,NaN,NaN,,,
38,1,NaN,-2,-2,97,80,NaN,-2,NaN,NaN,78,,0
39,,NaN,,,,,NaN,,NaN,NaN,,,
40,1,NaN,-2,-2,97,81,NaN,-2,NaN,NaN,80,,0
41,,NaN,,,,,NaN,,NaN,NaN,,,
42,1,NaN,-2,-2,97,88,NaN,-2,NaN,NaN,87,,0
43,,NaN,,,,,NaN,,NaN,NaN,,,
44,1,NaN,-2,-2,97,91,NaN,-2,NaN,NaN,88,,27
45,,NaN,,,,,NaN,,NaN,NaN,,,
46,1,NaN,-2,-2,97,85,NaN,-2,NaN,NaN,85,,27
47,,NaN,,,,,NaN,,NaN,NaN,,,
48,1,NaN,-2,-2,97,77,NaN,-2,NaN,NaN,82,,27
49,,NaN,,,,,NaN,,NaN,NaN,,,
50,1,NaN,-2,-2,97,73,NaN,-2,NaN,NaN,79,,27
51,,NaN,,,,,NaN,,NaN,NaN,,,
52,1,NaN,-2,-2,97,73,NaN,-2,NaN,NaN,73,,
53,,NaN,,,,,NaN,,NaN,NaN,,,
54,1,NaN,-2,-2,97,73,NaN,-2,NaN,NaN,73,,
55,,NaN,,,,,NaN,,NaN,NaN,,,
56,1,NaN,-2,-2,98,73,NaN,-2,NaN,NaN,74,,
57,,NaN,,,,,NaN,,NaN,NaN,,,
58,0,NaN,-2,-2,99,76,NaN,-2,NaN,NaN,76,,
59,,NaN,,,,,NaN,,NaN,NaN,,,
60,0,NaN,-2,-2,99,81,NaN,-2,NaN,NaN,78,,
61,,NaN,,,,,NaN,,NaN,NaN,,,
62,0,NaN,-2,-2,99,78,NaN,-2,NaN,NaN,77,,
63,,NaN,,,,,NaN,,NaN,NaN,,,
64,0,NaN,-2,-2,99,76,NaN,-2,NaN,NaN,77,,
65,,NaN,,,,,NaN,,NaN,NaN,,,
66,0,NaN,-2,-2,99,72,NaN,-2,NaN,NaN,75,,
67,,NaN,,,,,NaN,,NaN,NaN,,,
68,0,NaN,-2,-2,99,72,NaN,-2,NaN,NaN,72,,
69,,NaN,,,,,NaN,,NaN,NaN,,,
70,0,NaN,-2,-2,99,75,NaN,-2,NaN,NaN,75,,
71,,NaN,,,,,NaN,,NaN,NaN,,,
72,0,NaN,-2,-2,99,81,NaN,-2,NaN,NaN,79,,
73,,NaN,,,,,NaN,,NaN,NaN,,,
74,0,NaN,-2,-2,99,86,NaN,-2,NaN,NaN,80,,
75,,NaN,,,,,NaN,,NaN,NaN,,,
76,0,NaN,-2,-2,100,81,NaN,-2,NaN,NaN,80,,
77,,NaN,,,,,NaN,,NaN,NaN,,,
78,0,NaN,-2,-2,100,81,NaN,-2,NaN,NaN,80,,
79,,NaN,,,,,NaN,,NaN,NaN,,,
80,0,NaN,-2,-2,100,79,NaN,-2,NaN,NaN,81,,
81,,NaN,,,,,NaN,,NaN,NaN,,,
82,1,NaN,-2,-2,100,90,NaN,-2,NaN,NaN,87,,
83,,NaN,,,,,NaN,,NaN,NaN,,,
84,1,NaN,-2,-2,100,93,NaN,-2,NaN,NaN,90,,
85,,NaN,,,,,NaN,,NaN,NaN,,,
86,1,NaN,-2,-2,100,85,NaN,-2,NaN,NaN,90,,
87,,NaN,,,,,NaN,,NaN,NaN,,,
88,1,NaN,-2,-2,100,75,NaN,-2,NaN,NaN,86,,
89,,NaN,,,,,NaN,,NaN,NaN,,,
90,1,NaN,-2,-2,100,71,NaN,-2,NaN,NaN,77,,
91,,NaN,,,,,NaN,,NaN,NaN,,,
92,-1,NaN,-2,-2,100,67,NaN,-2,NaN,NaN,73,,
93,,NaN,,,,,NaN,,NaN,NaN,,,
94,-1,NaN,-2,-2,100,69,NaN,-2,NaN,NaN,69,,
95,,NaN,,,,,NaN,,NaN,NaN,,,
96,-1,NaN,-2,-2,100,72,NaN,-2,NaN,NaN,72,,
97,,NaN,,,,,NaN,,NaN,NaN,,,
98,-1,NaN,-2,-2,100,71,NaN,-2,NaN,NaN,72,,
99,,NaN,,,,,NaN,,NaN,NaN,,,
100,-1,NaN,-2,-2,100,71,NaN,-2,NaN,NaN,71,,
101,,NaN,,,,,NaN,,NaN,NaN,,,
102,-1,NaN,-2,-2,100,71,NaN,-2,NaN,NaN,72,,
103,,NaN,,,,,NaN,,NaN,NaN,,,
104,1,NaN,-2,-2,100,71,NaN,-2,NaN,NaN,71,,
105,,NaN,,,,,NaN,,NaN,NaN,,,
106,1,NaN,-2,-2,100,71,NaN,-2,NaN,NaN,70,,
107,,NaN,,,,,NaN,,NaN,NaN,,,
108,1,NaN,-2,-2,100,71,NaN,-2,NaN,NaN,71,,
109,,NaN,,,,,NaN,,NaN,NaN,,,
110,1,NaN,-2,-2,100,69,NaN,-2,NaN,NaN,71,,
111,,NaN,,,,,NaN,,NaN,NaN,,,
112,1,NaN,-2,-2,100,69,NaN,-2,NaN,NaN,69,,
113,,NaN,,,,,NaN,,NaN,NaN,,,
114,1,NaN,-2,-2,100,68,NaN,-2,NaN,NaN,69,,
115,,NaN,,,,,NaN,,NaN,NaN,,,
116,1,NaN,-2,-2,100,68,NaN,-2,NaN,NaN,69,,
117,,NaN,,,,,NaN,,NaN,NaN,,,
118,1,NaN,-1,-1,100,68,NaN,-1,NaN,NaN,69,,
119,,NaN,,,,,NaN,,NaN,NaN,,,
120,1,NaN,-1,-1,100,68,NaN,-1,NaN,NaN,68,,
121,,NaN,,,,,NaN,,NaN,NaN,,,
122,0,NaN,-1,-1,100,67,NaN,-1,NaN,NaN,68,,
123,,NaN,,,,,NaN,,NaN,NaN,,,
124,0,NaN,-1,-1,100,67,NaN,-1,NaN,NaN,68,,
125,,NaN,,,,,NaN,,NaN,NaN,,,
126,0,NaN,-2,-2,100,68,NaN,-2,NaN,NaN,68,,
127,,NaN,,,,,NaN,,NaN,NaN,,,
128,0,NaN,-2,-2,100,70,NaN,-2,NaN,NaN,69,,
129,,NaN,,,,,NaN,,NaN,NaN,,,
130,1,NaN,-2,-2,100,72,NaN,-2,NaN,NaN,73,,
131,,NaN,,,,,NaN,,NaN,NaN,,,
132,1,NaN,-2,-2,100,76,NaN,-2,NaN,NaN,76,,
133,,NaN,,,,,NaN,,NaN,NaN,,,
134,1,NaN,-2,-2,100,81,NaN,-2,NaN,NaN,77,,
135,,NaN,,,,,NaN,,NaN,NaN,,,
136,1,NaN,-2,-2,100,77,NaN,-2,NaN,NaN,76,,
137,,NaN,,,,,NaN,,NaN,NaN,,,
138,-1,NaN,-2,-2,100,73,NaN,-2,NaN,NaN,74,,
139,,NaN,,,,,NaN,,NaN,NaN,,,
140,-1,NaN,-2,-2,100,68,NaN,-2,NaN,NaN,71,,
141,,NaN,,,,,NaN,,NaN,NaN,,,
142,-1,NaN,-2,-2,100,66,NaN,-2,NaN,NaN,66,,
143,,NaN,,,,,NaN,,NaN,NaN,,,
144,-1,NaN,-2,-2,99,66,NaN,-2,NaN,NaN,66,,
145,,NaN,,,,,NaN,,NaN,NaN,,,
146,-2,NaN,-2,-2,99,65,NaN,-2,NaN,NaN,66,,
147,,NaN,,,,,NaN,,NaN,NaN,,,
148,-2,NaN,-2,-2,99,65,NaN,-2,NaN,NaN,65,,
149,,NaN,,,,,NaN,,NaN,NaN,,,
150,-2,NaN,-2,-2,99,64,NaN,-2,NaN,NaN,65,,
151,,NaN,,,,,NaN,,NaN,NaN,,,
152,-2,NaN,-2,-2,99,64,NaN,-2,NaN,NaN,65,,
153,,NaN,,,,,NaN,,NaN,NaN,,,
154,-2,NaN,-2,-2,99,64,NaN,-2,NaN,NaN,64,,
155,,NaN,,,,,NaN,,NaN,NaN,,,
156,-2,NaN,-2,-2,99,63,NaN,-2,NaN,NaN,63,,
157,,NaN,,,,,NaN,,NaN,NaN,,,
158,-2,NaN,-2,-2,99,63,NaN,-2,NaN,NaN,63,,
159,,NaN,,,,,NaN,,NaN,NaN,,,
160,-2,NaN,-2,-2,99,62,NaN,-2,NaN,NaN,63,,
161,,NaN,,,,,NaN,,NaN,NaN,,,
162,-2,NaN,-2,-2,100,62,NaN,-2,NaN,NaN,63,,
163,,NaN,,,,,NaN,,NaN,NaN,,,
164,-2,NaN,-2,-2,100,62,NaN,-2,NaN,NaN,62,,
165,,NaN,,,,,NaN,,NaN,NaN,,,
166,-2,NaN,-2,-2,100,62,NaN,-2,NaN,NaN,62,,
167,,NaN,,,,,NaN,,NaN,NaN,,,
168,-2,NaN,-2,-2,99,61,NaN,-2,NaN,NaN,62,,
169,,NaN,,,,,NaN,,NaN,NaN,,,
170,-2,NaN,-2,-2,99,61,NaN,-2,NaN,NaN,62,,
171,,NaN,,,,,NaN,,NaN,NaN,,,
172,-2,NaN,-2,-2,99,61,NaN,-2,NaN,NaN,61,,
173,,NaN,,,,,NaN,,NaN,NaN,,,
174,-2,NaN,-2,-2,99,61,NaN,-2,NaN,NaN,61,,
175,,NaN,,,,,NaN,,NaN,NaN,,,
176,-1,NaN,-2,-2,99,60,NaN,-2,NaN,NaN,61,,
177,,NaN,,,,,NaN,,NaN,NaN,,,
178,-1,NaN,-2,-2,99,60,NaN,-2,NaN,NaN,61,,
179,,NaN,,,,,NaN,,NaN,NaN,,,
180,-2,NaN,-2,-2,100,60,NaN,-2,NaN,NaN,61,,
181,,NaN,,,,,NaN,,NaN,NaN,,,
182,-2,NaN,-3,-3,99,60,NaN,-3,NaN,NaN,61,,
183,,NaN,,,,,NaN,,NaN,NaN,,,
184,-2,NaN,-3,-3,99,60,NaN,-3,NaN,NaN,61,,
185,,NaN,,,,,NaN,,NaN,NaN,,,
186,-2,NaN,-3,-3,99,60,NaN,-3,NaN,NaN,61,,
187,,NaN,,,,,NaN,,NaN,NaN,,,
188,-2,NaN,-3,-3,99,60,NaN,-3,NaN,NaN,61,,
189,,NaN,,,,,NaN,,NaN,NaN,,,
190,-2,NaN,-2,-2,99,59,NaN,-2,NaN,NaN,60,,
191,,NaN,,,,,NaN,,NaN,NaN,,,
192,-2,NaN,-2,-2,99,59,NaN,-2,NaN,NaN,60,,
193,,NaN,,,,,NaN,,NaN,NaN,,,
194,-2,NaN,-3,-3,99,58,NaN,-3,NaN,NaN,59,,
195,,NaN,,,,,NaN,,NaN,NaN,,,
196,-2,NaN,-3,-3,99,58,NaN,-3,NaN,NaN,59,,
197,,NaN,,,,,NaN,,NaN,NaN,,,
198,-2,NaN,-3,-3,99,58,NaN,-3,NaN,NaN,58,,
199,,NaN,,,,,NaN,,NaN,NaN,,,
200,-2,NaN,-3,-3,99,57,NaN,-3,NaN,NaN,58,,
201,,NaN,,,,,NaN,,NaN,NaN,,,
202,-3,NaN,-3,-3,99,57,NaN,-3,NaN,NaN,58,,
203,,NaN,,,,,NaN,,NaN,NaN,,,
204,-3,NaN,-3,-3,99,57,NaN,-3,NaN,NaN,58,,
205,,NaN,,,,,NaN,,NaN,NaN,,,
206,-3,NaN,-3,-3,99,57,NaN,-3,NaN,NaN,57,,
207,,NaN,,,,,NaN,,NaN,NaN,,,
208,-3,NaN,-3,-3,99,56,NaN,-3,NaN,NaN,57,,
209,,NaN,,,,,NaN,,NaN,NaN,,,
210,-3,NaN,-3,-3,99,56,NaN,-3,NaN,NaN,57,,
211,,NaN,,,,,NaN,,NaN,NaN,,,
212,-3,NaN,-3,-3,99,56,NaN,-3,NaN,NaN,57,,
213,,NaN,,,,,NaN,,NaN,NaN,,,
214,-3,NaN,-2,-2,99,56,NaN,-2,NaN,NaN,57,,
215,,NaN,,,,,NaN,,NaN,NaN,,,
216,-3,NaN,-2,-2,99,56,NaN,-2,NaN,NaN,57,,
217,,NaN,,,,,NaN,,NaN,NaN,,,
218,-3,NaN,-1,-1,99,56,NaN,-1,NaN,NaN,56,,
219,,NaN,,,,,NaN,,NaN,NaN,,,
220,-3,NaN,-1,-1,99,56,NaN,-1,NaN,NaN,56,,
221,,NaN,,,,,NaN,,NaN,NaN,,,
222,-3,NaN,-2,-2,99,56,NaN,-2,NaN,NaN,56,,
223,,NaN,,,,,NaN,,NaN,NaN,,,
224,-3,NaN,-2,-2,99,56,NaN,-2,NaN,NaN,56,,
225,,NaN,,,,,NaN,,NaN,NaN,,,
226,-3,NaN,-1,-1,99,56,NaN,-1,NaN,NaN,56,,
227,,NaN,,,,,NaN,,NaN,NaN,,,
228,-3,NaN,-1,-1,99,56,NaN,-1,NaN,NaN,56,,
229,,NaN,,,,,NaN,,NaN,NaN,,,
230,-3,NaN,-2,-2,99,56,NaN,-2,NaN,NaN,56,,
231,,NaN,,,,,NaN,,NaN,NaN,,,
232,-2,NaN,-2,-2,99,56,NaN,-2,NaN,NaN,56,,
233,,NaN,,,,,NaN,,NaN,NaN,,,
234,-2,NaN,-3,-3,99,56,NaN,-3,NaN,NaN,57,,
235,,NaN,,,,,NaN,,NaN,NaN,,,
236,-2,NaN,-3,-3,99,57,NaN,-3,NaN,NaN,58,,
237,,NaN,,,,,NaN,,NaN,NaN,,,
238,-2,NaN,-3,-3,99,58,NaN,-3,NaN,NaN,58,,
239,,NaN,,,,,NaN,,NaN,NaN,,,
240,-3,NaN,-3,-3,99,59,NaN,-3,NaN,NaN,59,,
241,,NaN,,,,,NaN,,NaN,NaN,,,
242,-3,NaN,-3,-3,99,59,NaN,-3,NaN,NaN,59,,
243,,NaN,,,,,NaN,,NaN,NaN,,,
244,-3,NaN,-3,-3,99,59,NaN,-3,NaN,NaN,59,,
245,,NaN,,,,,NaN,,NaN,NaN,,,
246,-3,NaN,-4,-3,99,59,NaN,1,NaN,NaN,59,,
247,,NaN,,,,,NaN,,NaN,NaN,,,
248,-3,NaN,-4,-3,99,59,NaN,1,NaN,NaN,60,,
249,,NaN,,,,,NaN,,NaN,NaN,,,
250,-3,NaN,-21,-5,99,60,NaN,7,NaN,NaN,60,,
251,,NaN,,,,,NaN,,NaN,NaN,,,
252,-3,NaN,-21,-5,99,61,NaN,7,NaN,NaN,61,,
253,,NaN,,,,,NaN,,NaN,NaN,,,
254,-3,NaN,-3,-3,99,64,NaN,-3,NaN,NaN,62,,
255,,NaN,,,,,NaN,,NaN,NaN,,,
256,-3,NaN,-3,-3,99,68,NaN,-3,NaN,NaN,67,,
257,,NaN,,,,,NaN,,NaN,NaN,,,
258,-3,NaN,-2,-2,99,76,NaN,-2,NaN,NaN,73,,
259,,NaN,,,,,NaN,,NaN,NaN,,,
260,-3,NaN,-2,-2,99,83,NaN,-2,NaN,NaN,80,,
261,,NaN,,,,,NaN,,NaN,NaN,,,
262,-3,NaN,-2,-2,99,84,NaN,-2,NaN,NaN,81,,
263,,NaN,,,,,NaN,,NaN,NaN,,,
264,-3,NaN,-2,-2,99,83,NaN,-2,NaN,NaN,82,,
265,,NaN,,,,,NaN,,NaN,NaN,,,
266,-3,NaN,-3,-3,99,83,NaN,-3,NaN,NaN,83,,38
267,,NaN,,,,,NaN,,NaN,NaN,,,
268,-3,NaN,-3,-3,99,83,NaN,-3,NaN,NaN,83,,38
269,,NaN,,,,,NaN,,NaN,NaN,,,
270,-3,NaN,-3,-3,99,85,NaN,-3,NaN,NaN,85,,38
271,,NaN,,,,,NaN,,NaN,NaN,,,
272,-3,NaN,-3,-3,99,87,NaN,-3,NaN,NaN,87,,38
273,,NaN,,,,,NaN,,NaN,NaN,,,
274,-3,NaN,-3,-3,99,85,NaN,-3,NaN,NaN,85,6,36
275,,NaN,,,,,NaN,,NaN,NaN,,,
276,-3,NaN,-3,-3,99,87,NaN,-3,NaN,NaN,89,6,36
277,,NaN,,,,,NaN,,NaN,NaN,,,
278,-2,NaN,-3,-3,99,81,NaN,-3,NaN,NaN,87,6,36
279,,NaN,,,,,NaN,,NaN,NaN,,,
280,-2,NaN,-3,-3,99,83,NaN,-3,NaN,NaN,84,6,35
281,,NaN,,,,,NaN,,NaN,NaN,,,
282,-2,NaN,-3,-3,99,80,NaN,-3,NaN,NaN,84,6,35
283,,NaN,,,,,NaN,,NaN,NaN,,,
284,-2,NaN,-3,-3,99,82,NaN,-3,NaN,NaN,82,6,35
285,,NaN,,,,,NaN,,NaN,NaN,,,
286,-2,NaN,-3,-3,99,82,NaN,-3,NaN,NaN,83,6,35
287,,NaN,,,,,NaN,,NaN,NaN,,,
288,-3,NaN,-3,-3,99,81,NaN,-3,NaN,NaN,82,9,36
289,,NaN,,,,,NaN,,NaN,NaN,,,
290,-3,NaN,-3,-3,99,80,NaN,-3,NaN,NaN,81,9,36
291,,NaN,,,,,NaN,,NaN,NaN,,,
292,-3,NaN,-3,-3,99,80,NaN,-3,NaN,NaN,80,9,36
293,,NaN,,,,,NaN,,NaN,NaN,,,
294,-3,NaN,-3,-3,99,79,NaN,-3,NaN,NaN,80,13,35
295,,NaN,,,,,NaN,,NaN,NaN,,,
296,-3,NaN,-3,-3,99,78,NaN,-3,NaN,NaN,79,13,35
297,,NaN,,,,,NaN,,NaN,NaN,,,
298,-3,NaN,-3,-3,99,78,NaN,-3,NaN,NaN,78,13,35
299,,NaN,,,,,NaN,,NaN,NaN,,,
300,-3,NaN,-3,-3,99,77,NaN,-3,NaN,NaN,78,13,35
301,,NaN,,,,,NaN,,NaN,NaN,,,
302,-3,NaN,-3,-3,99,76,NaN,-3,NaN,NaN,77,15,36
303,,NaN,,,,,NaN,,NaN,NaN,,,
304,4,NaN,-3,-3,99,75,NaN,-3,NaN,NaN,76,15,36
305,,NaN,,,,,NaN,,NaN,NaN,,,
306,4,NaN,-3,-3,99,74,NaN,-3,NaN,NaN,75,15,36
307,,NaN,,,,,NaN,,NaN,NaN,,,
308,19,NaN,-3,-3,99,74,NaN,-3,NaN,NaN,74,17,35
309,,NaN,,,,,NaN,,NaN,NaN,,,
310,19,NaN,-3,-3,99,74,NaN,-3,NaN,NaN,74,17,35
311,,NaN,,,,,NaN,,NaN,NaN,,,
312,19,NaN,-3,-3,99,73,NaN,-3,NaN,NaN,74,17,35
313,,NaN,,,,,NaN,,NaN,NaN,,,
314,12,NaN,-24,-3,99,73,NaN,15,NaN,NaN,74,17,35
315,,NaN,,,,,NaN,,NaN,NaN,,,
316,12,NaN,-35,-3,99,72,NaN,28,NaN,NaN,73,17,35
317,,NaN,,,,,NaN,,NaN,NaN,,,
318,11,NaN,,-1,99,72,NaN,110,NaN,NaN,72,17,35
319,,NaN,,,,,NaN,,NaN,NaN,,,
320,11,NaN,,-1,99,72,NaN,110,NaN,NaN,72,17,35
321,,NaN,,,,,NaN,,NaN,NaN,,,
322,12,NaN,-26,6,99,73,NaN,51,NaN,NaN,72,17,34
323,,NaN,,,,,NaN,,NaN,NaN,,,
324,12,NaN,,106,99,70,NaN,,NaN,NaN,72,17,34
325,,NaN,,,,,NaN,,NaN,NaN,,,
326,12,NaN,,15,99,73,NaN,,NaN,NaN,73,17,34
327,,NaN,,,,,NaN,,NaN,NaN,,,
328,12,NaN,,11,99,71,NaN,,NaN,NaN,72,17,35
329,,NaN,,,,,NaN,,NaN,NaN,,,
330,12,NaN,,33,99,70,NaN,,NaN,NaN,71,17,35
331,,NaN,,,,,NaN,,NaN,NaN,,,
332,12,NaN,,54,99,69,NaN,,NaN,NaN,70,17,35
333,,NaN,,,,,NaN,,NaN,NaN,,,
334,12,NaN,,72,99,69,NaN,,NaN,NaN,70,17,35
335,,NaN,,,,,NaN,,NaN,NaN,,,
336,12,NaN,,81,99,71,NaN,,NaN,NaN,71,17,34
337,,NaN,,,,,NaN,,NaN,NaN,,,
338,11,NaN,54,86,99,72,NaN,130,NaN,NaN,73,17,34
339,,NaN,,,,,NaN,,NaN,NaN,,,
340,11,NaN,45,89,99,73,NaN,155,NaN,NaN,74,17,34
341,,NaN,,,,,NaN,,NaN,NaN,,,
342,11,NaN,65,94,99,74,NaN,138,NaN,NaN,76,17,35
343,,NaN,,,,,NaN,,NaN,NaN,,,
344,11,NaN,69,97,99,75,NaN,143,NaN,NaN,77,17,35
345,,NaN,,,,,NaN,,NaN,NaN,,,
346,11,NaN,75,101,99,77,NaN,147,NaN,NaN,79,17,35
347,,NaN,,,,,NaN,,NaN,NaN,,,
348,11,NaN,77,103,99,77,NaN,148,NaN,NaN,81,17,35
349,,NaN,,,,,NaN,,NaN,NaN,,,
350,11,NaN,73,103,99,79,NaN,145,NaN,NaN,81,17,35
351,,NaN,,,,,NaN,,NaN,NaN,,,
352,11,NaN,65,102,99,80,NaN,145,NaN,NaN,81,17,35
353,,NaN,,,,,NaN,,NaN,NaN,,,
354,11,NaN,68,99,99,80,NaN,138,NaN,NaN,80,17,35
355,,NaN,,,,,NaN,,NaN,NaN,,,
356,11,NaN,69,99,99,80,NaN,137,NaN,NaN,80,17,35
357,,NaN,,,,,NaN,,NaN,NaN,,,
358,11,NaN,68,98,99,80,NaN,139,NaN,NaN,80,17,35
359,,NaN,,,,,NaN,,NaN,NaN,,,
360,11,NaN,61,98,99,80,NaN,146,NaN,NaN,80,17,35
361,,NaN,,,,,NaN,,NaN,NaN,,,
362,11,NaN,72,99,99,81,NaN,148,NaN,NaN,81,17,35
363,,NaN,,,,,NaN,,NaN,NaN,,,
364,11,NaN,70,97,99,84,NaN,140,NaN,NaN,84,15,36
365,,NaN,,,,,NaN,,NaN,NaN,,,
366,11,NaN,69,96,99,81,NaN,142,NaN,NaN,82,15,36
367,,NaN,,,,,NaN,,NaN,NaN,,,
368,10,NaN,69,95,99,80,NaN,140,NaN,NaN,81,15,36
369,,NaN,,,,,NaN,,NaN,NaN,,,
370,10,NaN,72,97,99,78,NaN,142,NaN,NaN,81,14,35
371,,NaN,,,,,NaN,,NaN,NaN,,,
372,10,NaN,71,98,99,81,NaN,142,NaN,NaN,80,14,35
373,,NaN,,,,,NaN,,NaN,NaN,,,
374,10,NaN,70,100,99,82,NaN,147,NaN,NaN,82,14,35
375,,NaN,,,,,NaN,,NaN,NaN,,,
376,10,NaN,69,100,99,81,NaN,148,NaN,NaN,82,14,35
377,,NaN,,,,,NaN,,NaN,NaN,,,
378,10,NaN,70,100,99,80,NaN,148,NaN,NaN,81,15,36
379,,NaN,,,,,NaN,,NaN,NaN,,,
380,10,NaN,72,100,99,79,NaN,145,NaN,NaN,80,15,36
381,,NaN,,,,,NaN,,NaN,NaN,,,
382,9,NaN,70,99,99,78,NaN,144,NaN,NaN,79,15,36
383,,NaN,,,,,NaN,,NaN,NaN,,,
384,9,NaN,65,100,99,78,NaN,149,NaN,NaN,79,16,36
385,,NaN,,,,,NaN,,NaN,NaN,,,
386,9,NaN,71,100,99,78,NaN,147,NaN,NaN,78,16,36
387,,NaN,,,,,NaN,,NaN,NaN,,,
388,9,NaN,72,100,99,77,NaN,147,NaN,NaN,78,16,36
389,,NaN,,,,,NaN,,NaN,NaN,,,
390,8,NaN,67,99,99,77,NaN,146,NaN,NaN,77,16,36
391,,NaN,,,,,NaN,,NaN,NaN,,,
392,8,NaN,68,99,99,76,NaN,146,NaN,NaN,77,16,36
393,,NaN,,,,,NaN,,NaN,NaN,,,
394,7,NaN,70,98,99,75,NaN,144,NaN,NaN,76,16,36
395,,NaN,,,,,NaN,,NaN,NaN,,,
396,7,NaN,70,98,99,75,NaN,144,NaN,NaN,75,16,36
397,,NaN,,,,,NaN,,NaN,NaN,,,
398,7,NaN,70,97,99,74,NaN,143,NaN,NaN,74,16,36
399,,NaN,,,,,NaN,,NaN,NaN,,,
400,7,NaN,69,96,99,73,NaN,141,NaN,NaN,73,17,35
401,,NaN,,,,,NaN,,NaN,NaN,,,
402,7,NaN,70,96,99,72,NaN,141,NaN,NaN,73,17,35
403,,NaN,,,,,NaN,,NaN,NaN,,,
404,7,NaN,68,95,99,71,NaN,140,NaN,NaN,72,17,35
405,,NaN,,,,,NaN,,NaN,NaN,,,
406,7,NaN,68,95,99,70,NaN,140,NaN,NaN,71,17,35
407,,NaN,,,,,NaN,,NaN,NaN,,,
408,7,NaN,68,94,99,70,NaN,139,NaN,NaN,70,17,35
409,,NaN,,,,,NaN,,NaN,NaN,,,
410,7,NaN,68,94,99,69,NaN,140,NaN,NaN,70,17,35
411,,NaN,,,,,NaN,,NaN,NaN,,,
412,7,NaN,68,95,99,69,NaN,140,NaN,NaN,69,17,35
413,,NaN,,,,,NaN,,NaN,NaN,,,
414,7,NaN,67,94,99,69,NaN,139,NaN,NaN,69,17,35
415,,NaN,,,,,NaN,,NaN,NaN,,,
416,7,NaN,67,94,99,69,NaN,139,NaN,NaN,69,17,35
417,,NaN,,,,,NaN,,NaN,NaN,,,
418,7,NaN,67,93,99,68,NaN,137,NaN,NaN,69,17,35
419,,NaN,,,,,NaN,,NaN,NaN,,,
420,7,NaN,67,92,99,68,NaN,137,NaN,NaN,68,17,35
421,,NaN,,,,,NaN,,NaN,NaN,,,
422,7,NaN,66,92,99,67,NaN,135,NaN,NaN,68,17,35
423,,NaN,,,,,NaN,,NaN,NaN,,,
424,6,NaN,66,91,99,67,NaN,135,NaN,NaN,67,17,35
425,,NaN,,,,,NaN,,NaN,NaN,,,
426,6,NaN,66,91,99,66,NaN,135,NaN,NaN,67,17,35
427,,NaN,,,,,NaN,,NaN,NaN,,,
428,7,NaN,65,90,99,66,NaN,135,NaN,NaN,67,17,35
429,,NaN,,,,,NaN,,NaN,NaN,,,
