time,Solar8000/CVP,SNUADC/ART,Solar8000/ART_DBP,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/ECG_II,Solar8000/ART_SBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/ETCO2
9712,,NaN,,,,,NaN,,NaN,NaN,,,
9713,,NaN,67,93,100,64,NaN,150,NaN,NaN,65,13,33
9714,,NaN,,,,,NaN,,NaN,NaN,,,
9715,,NaN,67,93,100,64,NaN,151,NaN,NaN,64,13,33
9716,,NaN,,,,,NaN,,NaN,NaN,,,
9717,,NaN,67,93,100,64,NaN,148,NaN,NaN,64,13,33
9718,,NaN,,,,,NaN,,NaN,NaN,,,
9719,,NaN,68,93,100,64,NaN,149,NaN,NaN,64,13,33
9720,,NaN,,,,,NaN,,NaN,NaN,,,
9721,,NaN,69,95,100,64,NaN,152,NaN,NaN,64,13,33
9722,,NaN,,,,,NaN,,NaN,NaN,,,
9723,,NaN,69,95,100,64,NaN,151,NaN,NaN,64,13,34
9724,,NaN,,,,,NaN,,NaN,NaN,,,
9725,,NaN,70,95,100,64,NaN,154,NaN,NaN,65,13,34
9726,,NaN,,,,,NaN,,NaN,NaN,,,
9727,,NaN,68,94,100,65,NaN,150,NaN,NaN,65,13,34
9728,,NaN,,,,,NaN,,NaN,NaN,,,
9729,,NaN,69,95,100,65,NaN,151,NaN,NaN,65,13,34
9730,,NaN,,,,,NaN,,NaN,NaN,,,
9731,,NaN,69,95,100,64,NaN,151,NaN,NaN,65,13,34
9732,,NaN,,,,,NaN,,NaN,NaN,,,
9733,,NaN,70,96,100,64,NaN,153,NaN,NaN,65,13,34
9734,,NaN,,,,,NaN,,NaN,NaN,,,
9735,,NaN,68,96,100,64,NaN,154,NaN,NaN,65,13,34
9736,,NaN,,,,,NaN,,NaN,NaN,,,
9737,,NaN,68,95,100,64,NaN,151,NaN,NaN,65,13,34
9738,,NaN,,,,,NaN,,NaN,NaN,,,
9739,,NaN,70,96,100,64,NaN,154,NaN,NaN,65,13,34
9740,,NaN,,,,,NaN,,NaN,NaN,,,
9741,,NaN,70,96,100,64,NaN,154,NaN,NaN,65,13,34
9742,,NaN,,,,,NaN,,NaN,NaN,,,
9743,,NaN,71,97,100,64,NaN,158,NaN,NaN,65,13,34
9744,,NaN,,,,,NaN,,NaN,NaN,,,
9745,,NaN,71,97,100,65,NaN,156,NaN,NaN,65,13,34
9746,,NaN,,,,,NaN,,NaN,NaN,,,
9747,,NaN,72,97,100,65,NaN,157,NaN,NaN,65,13,34
9748,,NaN,,,,,NaN,,NaN,NaN,,,
9749,,NaN,71,98,100,66,NaN,158,NaN,NaN,66,13,34
9750,,NaN,,,,,NaN,,NaN,NaN,,,
9751,,NaN,72,98,100,66,NaN,158,NaN,NaN,67,13,34
9752,,NaN,,,,,NaN,,NaN,NaN,,,
9753,,NaN,72,99,100,66,NaN,161,NaN,NaN,67,13,34
9754,,NaN,,,,,NaN,,NaN,NaN,,,
9755,,NaN,71,98,100,67,NaN,158,NaN,NaN,67,13,34
9756,,NaN,,,,,NaN,,NaN,NaN,,,
9757,,NaN,71,99,100,67,NaN,160,NaN,NaN,68,13,34
9758,,NaN,,,,,NaN,,NaN,NaN,,,
9759,,NaN,69,97,100,68,NaN,155,NaN,NaN,68,13,34
9760,,NaN,,,,,NaN,,NaN,NaN,,,
9761,,NaN,70,97,100,68,NaN,156,NaN,NaN,68,13,34
9762,,NaN,,,,,NaN,,NaN,NaN,,,
9763,,NaN,71,98,100,68,NaN,160,NaN,NaN,68,13,34
9764,,NaN,,,,,NaN,,NaN,NaN,,,
9765,,NaN,72,99,100,67,NaN,161,NaN,NaN,68,13,33
9766,,NaN,,,,,NaN,,NaN,NaN,,,
9767,,NaN,71,99,100,67,NaN,162,NaN,NaN,67,13,33
9768,,NaN,,,,,NaN,,NaN,NaN,,,
9769,,NaN,68,98,100,67,NaN,158,NaN,NaN,67,13,33
9770,,NaN,,,,,NaN,,NaN,NaN,,,
9771,,NaN,70,99,100,67,NaN,161,NaN,NaN,67,13,33
9772,,NaN,,,,,NaN,,NaN,NaN,,,
9773,,NaN,69,97,100,,NaN,155,NaN,NaN,67,13,34
9774,,NaN,,,,,NaN,,NaN,NaN,,,
9775,,NaN,70,97,100,,NaN,156,NaN,NaN,67,13,34
9776,,NaN,,,,,NaN,,NaN,NaN,,,
9777,,NaN,67,97,100,,NaN,154,NaN,NaN,67,13,34
9778,,NaN,,,,,NaN,,NaN,NaN,,,
9779,,NaN,70,97,100,,NaN,153,NaN,NaN,67,13,34
9780,,NaN,,,,,NaN,,NaN,NaN,,,
9781,,NaN,70,98,100,,NaN,155,NaN,NaN,67,13,34
9782,,NaN,,,,,NaN,,NaN,NaN,,,
9783,,NaN,71,97,100,,NaN,151,NaN,NaN,67,13,34
9784,,NaN,,,,,NaN,,NaN,NaN,,,
9785,,NaN,71,98,100,,NaN,155,NaN,NaN,67,13,34
9786,,NaN,,,,,NaN,,NaN,NaN,,,
9787,,NaN,71,98,100,,NaN,153,NaN,NaN,68,13,33
9788,,NaN,,,,,NaN,,NaN,NaN,,,
9789,,NaN,72,99,100,,NaN,155,NaN,NaN,68,13,33
9790,,NaN,,,,,NaN,,NaN,NaN,,,
9791,,NaN,71,98,100,,NaN,153,NaN,NaN,68,13,33
9792,,NaN,,,,,NaN,,NaN,NaN,,,
9793,,NaN,72,99,99,68,NaN,155,NaN,NaN,69,13,34
9794,,NaN,,,,,NaN,,NaN,NaN,,,
9795,,NaN,72,99,99,68,NaN,157,NaN,NaN,69,13,34
9796,,NaN,,,,,NaN,,NaN,NaN,,,
9797,,NaN,72,99,100,69,NaN,156,NaN,NaN,69,13,34
9798,,NaN,,,,,NaN,,NaN,NaN,,,
9799,,NaN,73,101,100,69,NaN,160,NaN,NaN,69,13,34
9800,,NaN,,,,,NaN,,NaN,NaN,,,
9801,,NaN,72,100,100,69,NaN,156,NaN,NaN,69,13,34
9802,,NaN,,,,,NaN,,NaN,NaN,,,
9803,,NaN,73,100,100,69,NaN,159,NaN,NaN,69,13,34
9804,,NaN,,,,,NaN,,NaN,NaN,,,
9805,,NaN,72,100,100,69,NaN,156,NaN,NaN,69,13,34
9806,,NaN,,,,,NaN,,NaN,NaN,,,
9807,,NaN,72,99,100,69,NaN,155,NaN,NaN,69,13,34
9808,,NaN,,,,,NaN,,NaN,NaN,,,
9809,,NaN,70,99,100,69,NaN,155,NaN,NaN,70,13,34
9810,,NaN,,,,,NaN,,NaN,NaN,,,
9811,,NaN,71,98,100,69,NaN,153,NaN,NaN,70,13,34
9812,,NaN,,,,,NaN,,NaN,NaN,,,
9813,,NaN,73,100,100,69,NaN,158,NaN,NaN,69,13,34
9814,,NaN,,,,,NaN,,NaN,NaN,,,
9815,,NaN,75,102,100,69,NaN,163,NaN,NaN,69,13,34
9816,,NaN,,,,,NaN,,NaN,NaN,,,
9817,,NaN,76,104,100,69,NaN,169,NaN,NaN,70,13,34
9818,,NaN,,,,,NaN,,NaN,NaN,,,
9819,,NaN,75,103,100,70,NaN,166,NaN,NaN,70,13,34
9820,,NaN,,,,,NaN,,NaN,NaN,,,
9821,,NaN,75,104,100,71,NaN,167,NaN,NaN,71,13,34
9822,,NaN,,,,,NaN,,NaN,NaN,,,
9823,,NaN,73,103,100,72,NaN,165,NaN,NaN,72,13,34
9824,,NaN,,,,,NaN,,NaN,NaN,,,
9825,,NaN,73,102,100,72,NaN,162,NaN,NaN,72,13,34
9826,,NaN,,,,,NaN,,NaN,NaN,,,
9827,,NaN,73,103,100,72,NaN,167,NaN,NaN,72,13,34
9828,,NaN,,,,,NaN,,NaN,NaN,,,
9829,,NaN,75,102,100,72,NaN,169,NaN,NaN,72,13,34
9830,,NaN,,,,,NaN,,NaN,NaN,,,
9831,,NaN,83,108,100,74,NaN,173,NaN,NaN,72,13,34
9832,,NaN,,,,,NaN,,NaN,NaN,,,
9833,,NaN,79,106,100,74,NaN,177,NaN,NaN,72,13,34
9834,,NaN,,,,,NaN,,NaN,NaN,,,
9835,,NaN,80,107,100,77,NaN,173,NaN,NaN,72,13,34
9836,,NaN,,,,,NaN,,NaN,NaN,,,
9837,,NaN,78,107,100,75,NaN,172,NaN,NaN,73,13,34
9838,,NaN,,,,,NaN,,NaN,NaN,,,
9839,,NaN,81,109,100,77,NaN,176,NaN,NaN,74,13,34
9840,,NaN,,,,,NaN,,NaN,NaN,,,
9841,,NaN,86,110,100,75,NaN,167,NaN,NaN,75,13,34
9842,,NaN,,,,,NaN,,NaN,NaN,,,
9843,,NaN,80,105,100,76,NaN,154,NaN,NaN,76,13,36
9844,,NaN,,,,,NaN,,NaN,NaN,,,
9845,,NaN,76,100,100,76,NaN,151,NaN,NaN,76,13,36
9846,,NaN,,,,,NaN,,NaN,NaN,,,
9847,,NaN,71,97,100,78,NaN,149,NaN,NaN,77,13,36
9848,,NaN,,,,,NaN,,NaN,NaN,,,
9849,,NaN,73,97,100,,NaN,149,NaN,NaN,76,13,36
9850,,NaN,,,,,NaN,,NaN,NaN,,,
9851,,NaN,87,110,100,,NaN,162,NaN,NaN,79,,
9852,,NaN,,,,,NaN,,NaN,NaN,,,
9853,,NaN,83,110,100,,NaN,165,NaN,NaN,81,,
9854,,NaN,,,,,NaN,,NaN,NaN,,,
9855,,NaN,80,111,100,,NaN,170,NaN,NaN,84,,
9856,,NaN,,,,,NaN,,NaN,NaN,,,
9857,,NaN,87,113,100,,NaN,172,NaN,NaN,87,,
9858,,NaN,,,,,NaN,,NaN,NaN,,,
9859,,NaN,81,111,100,,NaN,173,NaN,NaN,89,,
9860,,NaN,,,,,NaN,,NaN,NaN,,,
9861,,NaN,82,110,100,,NaN,165,NaN,NaN,88,,
9862,,NaN,,,,,NaN,,NaN,NaN,,,
9863,,NaN,79,109,100,91,NaN,169,NaN,NaN,90,,
9864,,NaN,,,,,NaN,,NaN,NaN,,,
9865,,NaN,83,111,100,91,NaN,168,NaN,NaN,90,,
9866,,NaN,,,,,NaN,,NaN,NaN,,,
9867,,NaN,80,110,100,91,NaN,168,NaN,NaN,90,,
9868,,NaN,,,,,NaN,,NaN,NaN,,,
9869,,NaN,77,109,100,91,NaN,168,NaN,NaN,91,,
9870,,NaN,,,,,NaN,,NaN,NaN,,,
9871,,NaN,79,109,100,89,NaN,168,NaN,NaN,92,,
9872,,NaN,,,,,NaN,,NaN,NaN,,,
9873,,NaN,79,109,100,91,NaN,168,NaN,NaN,91,,
9874,,NaN,,,,,NaN,,NaN,NaN,,,
9875,,NaN,79,108,100,91,NaN,167,NaN,NaN,91,,
9876,,NaN,,,,,NaN,,NaN,NaN,,,
9877,,NaN,79,108,100,90,NaN,166,NaN,NaN,90,,
9878,,NaN,,,,,NaN,,NaN,NaN,,,
9879,,NaN,78,108,100,89,NaN,166,NaN,NaN,90,,
9880,,NaN,,,,,NaN,,NaN,NaN,,,
9881,,NaN,78,107,100,89,NaN,165,NaN,NaN,89,,
9882,,NaN,,,,,NaN,,NaN,NaN,,,
9883,,NaN,80,108,100,86,NaN,165,NaN,NaN,88,,
9884,,NaN,,,,,NaN,,NaN,NaN,,,
9885,,NaN,81,109,100,86,NaN,165,NaN,NaN,87,,
9886,,NaN,,,,,NaN,,NaN,NaN,,,
9887,,NaN,80,110,100,86,NaN,165,NaN,NaN,87,,
9888,,NaN,,,,,NaN,,NaN,NaN,,,
9889,,NaN,80,110,100,87,NaN,165,NaN,NaN,87,,
9890,,NaN,,,,,NaN,,NaN,NaN,,,
9891,,NaN,82,110,100,87,NaN,166,NaN,NaN,88,,
9892,,NaN,,,,,NaN,,NaN,NaN,,,
9893,,NaN,85,113,100,86,NaN,168,NaN,NaN,88,,
9894,,NaN,,,,,NaN,,NaN,NaN,,,
9895,,NaN,84,112,100,86,NaN,166,NaN,NaN,87,,
9896,,NaN,,,,,NaN,,NaN,NaN,,,
9897,,NaN,88,114,100,85,NaN,168,NaN,NaN,86,,
9898,,NaN,,,,,NaN,,NaN,NaN,,,
9899,,NaN,92,115,100,84,NaN,171,NaN,NaN,85,,
9900,,NaN,,,,,NaN,,NaN,NaN,,,
9901,,NaN,94,119,100,83,NaN,171,NaN,NaN,84,,
9902,,NaN,,,,,NaN,,NaN,NaN,,,
9903,,NaN,87,120,100,83,NaN,176,NaN,NaN,84,,
9904,,NaN,,,,,NaN,,NaN,NaN,,,
9905,,NaN,104,123,100,83,NaN,154,NaN,NaN,84,,
9906,,NaN,,,,,NaN,,NaN,NaN,,,
9907,,NaN,86,117,100,83,NaN,157,NaN,NaN,83,,
9908,,NaN,,,,,NaN,,NaN,NaN,,,
9909,,NaN,78,110,100,83,NaN,148,NaN,NaN,83,,
9910,,NaN,,,,,NaN,,NaN,NaN,,,
9911,,NaN,82,107,100,83,NaN,152,NaN,NaN,84,,
9912,,NaN,,,,,NaN,,NaN,NaN,,,
9913,,NaN,78,102,100,85,NaN,147,NaN,NaN,85,,
9914,,NaN,,,,,NaN,,NaN,NaN,,,
9915,,NaN,94,119,100,,NaN,180,NaN,NaN,86,,
9916,,NaN,,,,,NaN,,NaN,NaN,,,
9917,,NaN,91,123,100,,NaN,173,NaN,NaN,89,,
9918,,NaN,,,,,NaN,,NaN,NaN,,,
9919,,NaN,98,133,100,88,NaN,206,NaN,NaN,89,,
9920,,NaN,,,,,NaN,,NaN,NaN,,,
9921,,NaN,90,124,100,88,NaN,176,NaN,NaN,92,,
9922,,NaN,,,,,NaN,,NaN,NaN,,,
9923,,NaN,86,121,100,92,NaN,178,NaN,NaN,92,,
9924,,NaN,,,,,NaN,,NaN,NaN,,,
9925,,NaN,82,115,100,94,NaN,171,NaN,NaN,93,,
9926,,NaN,,,,,NaN,,NaN,NaN,,,
9927,,NaN,86,115,100,96,NaN,172,NaN,NaN,94,,
9928,,NaN,,,,,NaN,,NaN,NaN,,,
9929,,NaN,86,115,100,97,NaN,173,NaN,NaN,97,,
9930,,NaN,,,,,NaN,,NaN,NaN,,,
9931,,NaN,92,118,100,98,NaN,186,NaN,NaN,98,,
9932,,NaN,,,,,NaN,,NaN,NaN,,,
9933,,NaN,91,120,100,98,NaN,177,NaN,NaN,99,,
9934,,NaN,,,,,NaN,,NaN,NaN,,,
9935,,NaN,83,115,100,98,NaN,167,NaN,NaN,98,,
9936,,NaN,,,,,NaN,,NaN,NaN,,,
9937,,NaN,75,114,100,97,NaN,169,NaN,NaN,97,,
9938,,NaN,,,,,NaN,,NaN,NaN,,,
9939,,NaN,79,111,100,95,NaN,163,NaN,NaN,97,,
9940,,NaN,,,,,NaN,,NaN,NaN,,,
9941,,NaN,88,117,100,95,NaN,177,NaN,NaN,96,,
9942,,NaN,,,,,NaN,,NaN,NaN,,,
9943,,NaN,80,117,100,,NaN,166,NaN,NaN,96,,
9944,,NaN,,,,,NaN,,NaN,NaN,,,
9945,,NaN,68,107,100,,NaN,154,NaN,NaN,94,,
9946,,NaN,,,,,NaN,,NaN,NaN,,,
9947,,NaN,71,108,100,94,NaN,166,NaN,NaN,95,,
9948,,NaN,,,,,NaN,,NaN,NaN,,,
9949,,NaN,79,108,100,94,NaN,164,NaN,NaN,94,,
9950,,NaN,,,,,NaN,,NaN,NaN,,,
9951,,NaN,83,111,100,95,NaN,170,NaN,NaN,95,,
9952,,NaN,,,,,NaN,,NaN,NaN,,,
9953,,NaN,81,114,100,95,NaN,173,NaN,NaN,95,,
9954,,NaN,,,,,NaN,,NaN,NaN,,,
9955,,NaN,84,113,100,95,NaN,170,NaN,NaN,95,,
9956,,NaN,,,,,NaN,,NaN,NaN,,,
9957,,NaN,85,114,100,94,NaN,172,NaN,NaN,95,,
9958,,NaN,,,,,NaN,,NaN,NaN,,,
9959,,NaN,83,113,100,94,NaN,168,NaN,NaN,95,,
9960,,NaN,,,,,NaN,,NaN,NaN,,,
9961,,NaN,83,113,100,94,NaN,171,NaN,NaN,94,,
9962,,NaN,,,,,NaN,,NaN,NaN,,,
9963,,NaN,85,114,100,94,NaN,169,NaN,NaN,94,,
9964,,NaN,,,,,NaN,,NaN,NaN,,,
9965,,NaN,84,112,100,93,NaN,163,NaN,NaN,94,,
9966,,NaN,,,,,NaN,,NaN,NaN,,,
9967,,NaN,84,113,100,93,NaN,162,NaN,NaN,93,,
9968,,NaN,,,,,NaN,,NaN,NaN,,,
9969,,NaN,84,113,100,93,NaN,163,NaN,NaN,93,,
9970,,NaN,,,,,NaN,,NaN,NaN,,,
9971,,NaN,85,114,99,94,NaN,166,NaN,NaN,94,,
9972,,NaN,,,,,NaN,,NaN,NaN,,,
9973,,NaN,81,113,99,93,NaN,164,NaN,NaN,94,,
9974,,NaN,,,,,NaN,,NaN,NaN,,,
9975,,NaN,83,112,99,93,NaN,162,NaN,NaN,94,,
9976,,NaN,,,,,NaN,,NaN,NaN,,,
9977,,NaN,84,114,99,93,NaN,164,NaN,NaN,93,,
9978,,NaN,,,,,NaN,,NaN,NaN,,,
9979,,NaN,84,113,99,92,NaN,161,NaN,NaN,93,,
9980,,NaN,,,,,NaN,,NaN,NaN,,,
9981,,NaN,89,116,99,93,NaN,166,NaN,NaN,93,,
9982,,NaN,,,,,NaN,,NaN,NaN,,,
9983,,NaN,86,114,98,93,NaN,162,NaN,NaN,93,,
9984,,NaN,,,,,NaN,,NaN,NaN,,,
9985,,NaN,83,114,98,93,NaN,164,NaN,NaN,93,,
9986,,NaN,,,,,NaN,,NaN,NaN,,,
9987,,NaN,82,112,98,91,NaN,160,NaN,NaN,93,,
9988,,NaN,,,,,NaN,,NaN,NaN,,,
9989,,NaN,88,116,98,91,NaN,166,NaN,NaN,93,,
9990,,NaN,,,,,NaN,,NaN,NaN,,,
9991,,NaN,86,116,98,92,NaN,167,NaN,NaN,93,,
9992,,NaN,,,,,NaN,,NaN,NaN,,,
9993,,NaN,87,117,98,91,NaN,168,NaN,NaN,92,,
9994,,NaN,,,,,NaN,,NaN,NaN,,,
9995,,NaN,85,116,98,90,NaN,166,NaN,NaN,91,,
9996,,NaN,,,,,NaN,,NaN,NaN,,,
9997,,NaN,83,116,98,91,NaN,167,NaN,NaN,91,,
9998,,NaN,,,,,NaN,,NaN,NaN,,,
9999,,NaN,86,118,98,91,NaN,169,NaN,NaN,92,,
10000,,NaN,,,,,NaN,,NaN,NaN,,,
10001,,NaN,85,116,98,91,NaN,165,NaN,NaN,91,,
10002,,NaN,,,,,NaN,,NaN,NaN,,,
10003,,NaN,83,116,98,90,NaN,163,NaN,NaN,91,,
10004,,NaN,,,,,NaN,,NaN,NaN,,,
10005,,NaN,82,114,97,90,NaN,161,NaN,NaN,91,,
10006,,NaN,,,,,NaN,,NaN,NaN,,,
10007,,NaN,84,115,97,91,NaN,165,NaN,NaN,91,,
10008,,NaN,,,,,NaN,,NaN,NaN,,,
10009,,NaN,83,113,97,91,NaN,160,NaN,NaN,92,,
10010,,NaN,,,,,NaN,,NaN,NaN,,,
10011,,NaN,85,115,97,90,NaN,166,NaN,NaN,91,,
10012,,NaN,,,,,NaN,,NaN,NaN,,,
10013,,NaN,80,114,97,90,NaN,163,NaN,NaN,91,,
10014,,NaN,,,,,NaN,,NaN,NaN,,,
10015,,NaN,81,114,97,90,NaN,165,NaN,NaN,90,,
10016,,NaN,,,,,NaN,,NaN,NaN,,,
10017,,NaN,81,114,97,89,NaN,163,NaN,NaN,91,,
10018,,NaN,,,,,NaN,,NaN,NaN,,,
10019,,NaN,86,116,97,89,NaN,168,NaN,NaN,89,,
10020,,NaN,,,,,NaN,,NaN,NaN,,,
10021,,NaN,86,116,97,,NaN,164,NaN,NaN,89,,
10022,,NaN,,,,,NaN,,NaN,NaN,,,
10023,,NaN,82,114,97,,NaN,162,NaN,NaN,90,,
10024,,NaN,,,,,NaN,,NaN,NaN,,,
10025,,NaN,83,115,97,,NaN,164,NaN,NaN,90,,
10026,,NaN,,,,,NaN,,NaN,NaN,,,
10027,,NaN,82,115,97,,NaN,166,NaN,NaN,91,,
10028,,NaN,,,,,NaN,,NaN,NaN,,,
10029,,NaN,82,115,97,,NaN,167,NaN,NaN,90,,
10030,,NaN,,,,,NaN,,NaN,NaN,,,
10031,,NaN,85,116,97,,NaN,168,NaN,NaN,90,,
10032,,NaN,,,,,NaN,,NaN,NaN,,,
10033,,NaN,86,117,97,90,NaN,168,NaN,NaN,90,,
10034,,NaN,,,,,NaN,,NaN,NaN,,,
10035,,NaN,86,118,97,90,NaN,172,NaN,NaN,90,,
10036,,NaN,,,,,NaN,,NaN,NaN,,,
10037,,NaN,79,115,97,91,NaN,165,NaN,NaN,91,,
10038,,NaN,,,,,NaN,,NaN,NaN,,,
10039,,NaN,81,117,97,91,NaN,164,NaN,NaN,92,,
10040,,NaN,,,,,NaN,,NaN,NaN,,,
10041,,NaN,78,114,96,91,NaN,165,NaN,NaN,92,,
10042,,NaN,,,,,NaN,,NaN,NaN,,,
10043,,NaN,82,115,96,89,NaN,165,NaN,NaN,90,,
10044,,NaN,,,,,NaN,,NaN,NaN,,,
10045,,NaN,80,114,96,89,NaN,164,NaN,NaN,91,,
10046,,NaN,,,,,NaN,,NaN,NaN,,,
10047,,NaN,83,115,96,91,NaN,165,NaN,NaN,90,,
10048,,NaN,,,,,NaN,,NaN,NaN,,,
10049,,NaN,76,115,96,91,NaN,167,NaN,NaN,91,,
10050,,NaN,,,,,NaN,,NaN,NaN,,,
10051,,NaN,68,114,96,89,NaN,168,NaN,NaN,91,,
10052,,NaN,,,,,NaN,,NaN,NaN,,,
10053,,NaN,69,113,96,88,NaN,164,NaN,NaN,90,,
10054,,NaN,,,,,NaN,,NaN,NaN,,,
10055,,NaN,79,113,96,88,NaN,165,NaN,NaN,89,,
10056,,NaN,,,,,NaN,,NaN,NaN,,,
10057,,NaN,79,113,96,88,NaN,165,NaN,NaN,88,,
10058,,NaN,,,,,NaN,,NaN,NaN,,,
10059,,NaN,75,113,96,89,NaN,170,NaN,NaN,89,,
10060,,NaN,,,,,NaN,,NaN,NaN,,,
10061,,NaN,81,112,96,89,NaN,169,NaN,NaN,89,,
10062,,NaN,,,,,NaN,,NaN,NaN,,,
10063,,NaN,75,112,96,89,NaN,160,NaN,NaN,89,,
10064,,NaN,,,,,NaN,,NaN,NaN,,,
10065,,NaN,76,114,,90,NaN,169,NaN,NaN,,,
10066,,NaN,,,,,NaN,,NaN,NaN,,,
10067,,NaN,80,114,,90,NaN,164,NaN,NaN,,,
10068,,NaN,,,,,NaN,,NaN,NaN,,,
10069,,NaN,79,114,,90,NaN,168,NaN,NaN,,,
10070,,NaN,,,,,NaN,,NaN,NaN,,,
10071,,NaN,76,114,,90,NaN,165,NaN,NaN,,,
10072,,NaN,,,,,NaN,,NaN,NaN,,,
10073,,NaN,81,114,,90,NaN,165,NaN,NaN,,,
10074,,NaN,,,,,NaN,,NaN,NaN,,,
10075,,NaN,78,116,,90,NaN,171,NaN,NaN,,,
10076,,NaN,,,,,NaN,,NaN,NaN,,,
10077,,NaN,84,117,,90,NaN,169,NaN,NaN,,,
10078,,NaN,,,,,NaN,,NaN,NaN,,,
10079,,NaN,82,116,,90,NaN,168,NaN,NaN,,,
10080,,NaN,,,,,NaN,,NaN,NaN,,,
10081,,NaN,84,116,,90,NaN,170,NaN,NaN,,,
10082,,NaN,,,,,NaN,,NaN,NaN,,,
10083,,NaN,82,117,,90,NaN,173,NaN,NaN,,,
10084,,NaN,,,,,NaN,,NaN,NaN,,,
10085,,NaN,85,117,,90,NaN,170,NaN,NaN,,,
10086,,NaN,,,,,NaN,,NaN,NaN,,,
10087,,NaN,85,118,,89,NaN,176,NaN,NaN,,,
10088,,NaN,,,,,NaN,,NaN,NaN,,,
10089,,NaN,82,119,,89,NaN,180,NaN,NaN,,,
10090,,NaN,,,,,NaN,,NaN,NaN,,,
10091,,NaN,82,118,,89,NaN,175,NaN,NaN,,,
10092,,NaN,,,,,NaN,,NaN,NaN,,,
10093,,NaN,85,119,,89,NaN,177,NaN,NaN,,,
10094,,NaN,,,,,NaN,,NaN,NaN,,,
10095,,NaN,85,119,,90,NaN,175,NaN,NaN,,,
10096,,NaN,,,,,NaN,,NaN,NaN,,,
10097,,NaN,80,116,,90,NaN,162,NaN,NaN,,,
10098,,NaN,,,,,NaN,,NaN,NaN,,,
10099,,NaN,82,117,,90,NaN,167,NaN,NaN,,,
10100,,NaN,,,,,NaN,,NaN,NaN,,,
10101,,NaN,76,113,,91,NaN,172,NaN,NaN,,,
10102,,NaN,,,,,NaN,,NaN,NaN,,,
10103,,NaN,82,113,,90,NaN,167,NaN,NaN,,,
10104,,NaN,,,,,NaN,,NaN,NaN,,,
10105,,NaN,84,117,,90,NaN,180,NaN,NaN,,,
10106,,NaN,,,,,NaN,,NaN,NaN,,,
10107,,NaN,75,117,,90,NaN,185,NaN,NaN,,,
10108,,NaN,,,,,NaN,,NaN,NaN,,,
10109,,NaN,84,119,,90,NaN,186,NaN,NaN,,,
10110,,NaN,,,,,NaN,,NaN,NaN,,,
10111,,NaN,80,119,,89,NaN,187,NaN,NaN,,,
10112,,NaN,,,,,NaN,,NaN,NaN,,,
10113,,NaN,70,120,,89,NaN,208,NaN,NaN,,,
10114,,NaN,,,,,NaN,,NaN,NaN,,,
10115,,NaN,83,120,,88,NaN,187,NaN,NaN,,,
10116,,NaN,,,,,NaN,,NaN,NaN,,,
10117,,NaN,83,120,,89,NaN,188,NaN,NaN,,,
10118,,NaN,,,,,NaN,,NaN,NaN,,,
10119,,NaN,89,121,,89,NaN,181,NaN,NaN,,,
10120,,NaN,,,,,NaN,,NaN,NaN,,,
10121,,NaN,81,116,,88,NaN,179,NaN,NaN,,,
10122,,NaN,,,,,NaN,,NaN,NaN,,,
10123,,NaN,60,111,,,NaN,180,NaN,NaN,,,
10124,,NaN,,,,,NaN,,NaN,NaN,,,
10125,,NaN,71,106,,,NaN,153,NaN,NaN,,,
10126,,NaN,,,,,NaN,,NaN,NaN,,,
10127,,NaN,78,110,,83,NaN,171,NaN,NaN,,,
10128,,NaN,,,,,NaN,,NaN,NaN,,,
10129,,NaN,78,111,,83,NaN,169,NaN,NaN,,,
10130,,NaN,,,,,NaN,,NaN,NaN,,,
10131,,NaN,72,108,,87,NaN,166,NaN,NaN,,,
10132,,NaN,,,,,NaN,,NaN,NaN,,,
10133,,NaN,80,113,,89,NaN,171,NaN,NaN,,,
10134,,NaN,,,,,NaN,,NaN,NaN,,,
10135,,NaN,64,113,,92,NaN,171,NaN,NaN,,,
10136,,NaN,,,,,NaN,,NaN,NaN,,,
10137,,NaN,62,115,,91,NaN,179,NaN,NaN,,,
10138,,NaN,,,,,NaN,,NaN,NaN,,,
10139,,NaN,78,124,,91,NaN,176,NaN,NaN,,,
10140,,NaN,,,,,NaN,,NaN,NaN,,,
10141,,NaN,78,114,,91,NaN,168,NaN,NaN,,,
10142,,NaN,,,,,NaN,,NaN,NaN,,,
10143,,NaN,82,116,,91,NaN,170,NaN,NaN,,,
10144,,NaN,,,,,NaN,,NaN,NaN,,,
10145,,NaN,82,116,,91,NaN,171,NaN,NaN,,,
10146,,NaN,,,,,NaN,,NaN,NaN,,,
10147,,NaN,79,113,,,NaN,163,NaN,NaN,,,
10148,,NaN,,,,,NaN,,NaN,NaN,,,
10149,,NaN,78,111,,,NaN,161,NaN,NaN,,,
10150,,NaN,,,,,NaN,,NaN,NaN,,,
10151,,NaN,81,113,,,NaN,166,NaN,NaN,,,
10152,,NaN,,,,,NaN,,NaN,NaN,,,
10153,,NaN,,,,,NaN,,NaN,NaN,,,
10154,,NaN,,,,,NaN,,NaN,NaN,,,
10155,,NaN,,,,,NaN,,NaN,NaN,,,
10156,,NaN,,,,,NaN,,NaN,NaN,,,
10157,,NaN,,,,,NaN,,NaN,NaN,,,
