time,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ART,SNUADC/ECG_II,Solar8000/ETCO2,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/CVP
17250,103,74,72,14,51,NaN,NaN,35,NaN,71,100,NaN,5
17251,,,,,,NaN,NaN,,NaN,,,NaN,
17252,105,72,71,14,51,NaN,NaN,35,NaN,70,100,NaN,5
17253,,,,,,NaN,NaN,,NaN,,,NaN,
17254,103,72,71,14,51,NaN,NaN,35,NaN,70,100,NaN,5
17255,,,,,,NaN,NaN,,NaN,,,NaN,
17256,105,71,70,14,52,NaN,NaN,35,NaN,71,100,NaN,5
17257,,,,,,NaN,NaN,,NaN,,,NaN,
17258,105,72,71,14,52,NaN,NaN,35,NaN,71,100,NaN,5
17259,,,,,,NaN,NaN,,NaN,,,NaN,
17260,106,72,72,14,53,NaN,NaN,35,NaN,72,100,NaN,5
17261,,,,,,NaN,NaN,,NaN,,,NaN,
17262,106,73,73,14,53,NaN,NaN,35,NaN,72,100,NaN,5
17263,,,,,,NaN,NaN,,NaN,,,NaN,
17264,106,75,74,14,54,NaN,NaN,34,NaN,72,100,NaN,5
17265,,,,,,NaN,NaN,,NaN,,,NaN,
17266,107,75,75,14,54,NaN,NaN,34,NaN,73,100,NaN,5
17267,,,,,,NaN,NaN,,NaN,,,NaN,
17268,107,76,76,14,55,NaN,NaN,34,NaN,73,100,NaN,5
17269,,,,,,NaN,NaN,,NaN,,,NaN,
17270,109,76,76,14,56,NaN,NaN,34,NaN,75,100,NaN,5
17271,,,,,,NaN,NaN,,NaN,,,NaN,
17272,107,77,76,14,55,NaN,NaN,34,NaN,74,100,NaN,5
17273,,,,,,NaN,NaN,,NaN,,,NaN,
17274,111,77,77,14,56,NaN,NaN,34,NaN,75,100,NaN,5
17275,,,,,,NaN,NaN,,NaN,,,NaN,
17276,109,78,78,14,55,NaN,NaN,34,NaN,75,100,NaN,5
17277,,,,,,NaN,NaN,,NaN,,,NaN,
17278,110,78,78,14,55,NaN,NaN,34,NaN,75,100,NaN,5
17279,,,,,,NaN,NaN,,NaN,,,NaN,
17280,107,77,76,14,54,NaN,NaN,34,NaN,74,100,NaN,5
17281,,,,,,NaN,NaN,,NaN,,,NaN,
17282,108,77,76,14,56,NaN,NaN,34,NaN,75,100,NaN,5
17283,,,,,,NaN,NaN,,NaN,,,NaN,
17284,109,77,77,14,56,NaN,NaN,34,NaN,75,100,NaN,5
17285,,,,,,NaN,NaN,,NaN,,,NaN,
17286,112,79,79,14,58,NaN,NaN,35,NaN,78,100,NaN,5
17287,,,,,,NaN,NaN,,NaN,,,NaN,
17288,111,81,81,14,60,NaN,NaN,35,NaN,78,100,NaN,5
17289,,,,,,NaN,NaN,,NaN,,,NaN,
17290,114,82,82,14,62,NaN,NaN,35,NaN,80,100,NaN,5
17291,,,,,,NaN,NaN,,NaN,,,NaN,
17292,115,83,82,14,59,NaN,NaN,35,NaN,80,100,NaN,5
17293,,,,,,NaN,NaN,,NaN,,,NaN,
17294,111,81,80,14,57,NaN,NaN,35,NaN,78,100,NaN,6
17295,,,,,,NaN,NaN,,NaN,,,NaN,
17296,103,79,77,14,54,NaN,NaN,35,NaN,74,100,NaN,6
17297,,,,,,NaN,NaN,,NaN,,,NaN,
17298,102,76,73,14,54,NaN,NaN,35,NaN,73,100,NaN,5
17299,,,,,,NaN,NaN,,NaN,,,NaN,
17300,103,76,75,14,55,NaN,NaN,35,NaN,72,100,NaN,5
17301,,,,,,NaN,NaN,,NaN,,,NaN,
17302,99,77,78,14,53,NaN,NaN,37,NaN,70,100,NaN,4
17303,,,,,,NaN,NaN,,NaN,,,NaN,
17304,102,81,82,14,52,NaN,NaN,37,NaN,69,100,NaN,4
17305,,,,,,NaN,NaN,,NaN,,,NaN,
17306,102,84,83,14,52,NaN,NaN,37,NaN,69,100,NaN,4
17307,,,,,,NaN,NaN,,NaN,,,NaN,
17308,105,84,84,14,52,NaN,NaN,37,NaN,70,100,NaN,5
17309,,,,,,NaN,NaN,,NaN,,,NaN,
17310,102,82,82,14,54,NaN,NaN,36,NaN,71,100,NaN,5
17311,,,,,,NaN,NaN,,NaN,,,NaN,
17312,105,81,80,14,55,NaN,NaN,36,NaN,72,100,NaN,5
17313,,,,,,NaN,NaN,,NaN,,,NaN,
17314,104,81,79,14,54,NaN,NaN,36,NaN,72,100,NaN,5
17315,,,,,,NaN,NaN,,NaN,,,NaN,
17316,106,82,83,14,56,NaN,NaN,36,NaN,73,100,NaN,5
17317,,,,,,NaN,NaN,,NaN,,,NaN,
17318,105,84,84,14,55,NaN,NaN,32,NaN,73,100,NaN,5
17319,,,,,,NaN,NaN,,NaN,,,NaN,
17320,106,85,85,14,55,NaN,NaN,32,NaN,73,100,NaN,5
17321,,,,,,NaN,NaN,,NaN,,,NaN,
17322,106,83,82,14,55,NaN,NaN,32,NaN,73,100,NaN,5
17323,,,,,,NaN,NaN,,NaN,,,NaN,
17324,104,82,81,14,55,NaN,NaN,32,NaN,73,100,NaN,5
17325,,,,,,NaN,NaN,,NaN,,,NaN,
17326,104,82,80,14,53,NaN,NaN,35,NaN,72,100,NaN,5
17327,,,,,,NaN,NaN,,NaN,,,NaN,
17328,103,82,82,14,53,NaN,NaN,35,NaN,71,100,NaN,5
17329,,,,,,NaN,NaN,,NaN,,,NaN,
17330,104,83,82,14,53,NaN,NaN,35,NaN,72,100,NaN,5
17331,,,,,,NaN,NaN,,NaN,,,NaN,
17332,102,83,82,14,54,NaN,NaN,35,NaN,71,100,NaN,5
17333,,,,,,NaN,NaN,,NaN,,,NaN,
17334,106,83,82,14,56,NaN,NaN,36,NaN,73,100,NaN,5
17335,,,,,,NaN,NaN,,NaN,,,NaN,
17336,106,84,84,14,57,NaN,NaN,36,NaN,74,100,NaN,5
17337,,,,,,NaN,NaN,,NaN,,,NaN,
17338,111,85,85,14,59,NaN,NaN,36,NaN,77,100,NaN,5
17339,,,,,,NaN,NaN,,NaN,,,NaN,
17340,108,86,85,14,57,NaN,NaN,36,NaN,77,100,NaN,5
17341,,,,,,NaN,NaN,,NaN,,,NaN,
17342,108,85,84,14,58,NaN,NaN,35,NaN,77,100,NaN,5
17343,,,,,,NaN,NaN,,NaN,,,NaN,
17344,104,84,82,14,55,NaN,NaN,35,NaN,75,100,NaN,5
17345,,,,,,NaN,NaN,,NaN,,,NaN,
17346,107,83,82,14,57,NaN,NaN,35,NaN,76,100,NaN,5
17347,,,,,,NaN,NaN,,NaN,,,NaN,
17348,106,83,82,14,57,NaN,NaN,35,NaN,76,100,NaN,5
17349,,,,,,NaN,NaN,,NaN,,,NaN,
17350,108,84,83,14,59,NaN,NaN,25,NaN,77,100,NaN,5
17351,,,,,,NaN,NaN,,NaN,,,NaN,
17352,109,84,83,14,59,NaN,NaN,25,NaN,78,100,NaN,5
17353,,,,,,NaN,NaN,,NaN,,,NaN,
17354,108,84,83,14,59,NaN,NaN,25,NaN,78,100,NaN,5
17355,,,,,,NaN,NaN,,NaN,,,NaN,
17356,108,84,83,14,58,NaN,NaN,25,NaN,78,100,NaN,5
17357,,,,,,NaN,NaN,,NaN,,,NaN,
17358,106,83,83,15,58,NaN,NaN,35,NaN,77,100,NaN,5
17359,,,,,,NaN,NaN,,NaN,,,NaN,
17360,107,82,82,15,57,NaN,NaN,35,NaN,77,100,NaN,5
17361,,,,,,NaN,NaN,,NaN,,,NaN,
17362,104,82,81,15,57,NaN,NaN,35,NaN,76,100,NaN,5
17363,,,,,,NaN,NaN,,NaN,,,NaN,
17364,107,81,81,15,58,NaN,NaN,35,NaN,77,100,NaN,5
17365,,,,,,NaN,NaN,,NaN,,,NaN,
17366,105,82,82,16,57,NaN,NaN,36,NaN,77,100,NaN,5
17367,,,,,,NaN,NaN,,NaN,,,NaN,
17368,107,82,82,16,57,NaN,NaN,36,NaN,77,100,NaN,5
17369,,,,,,NaN,NaN,,NaN,,,NaN,
17370,104,82,82,16,56,NaN,NaN,36,NaN,76,100,NaN,5
17371,,,,,,NaN,NaN,,NaN,,,NaN,
17372,105,81,80,16,56,NaN,NaN,36,NaN,76,100,NaN,5
17373,,,,,,NaN,NaN,,NaN,,,NaN,
17374,104,80,80,16,55,NaN,NaN,35,NaN,75,100,NaN,5
17375,,,,,,NaN,NaN,,NaN,,,NaN,
17376,106,80,78,16,56,NaN,NaN,35,NaN,76,100,NaN,5
17377,,,,,,NaN,NaN,,NaN,,,NaN,
17378,105,80,79,16,56,NaN,NaN,35,NaN,75,100,NaN,5
17379,,,,,,NaN,NaN,,NaN,,,NaN,
17380,106,80,79,16,57,NaN,NaN,35,NaN,76,100,NaN,5
17381,,,,,,NaN,NaN,,NaN,,,NaN,
17382,106,80,80,15,56,NaN,NaN,36,NaN,76,100,NaN,5
17383,,,,,,NaN,NaN,,NaN,,,NaN,
17384,106,81,80,15,56,NaN,NaN,36,NaN,76,100,NaN,5
17385,,,,,,NaN,NaN,,NaN,,,NaN,
17386,107,80,79,15,56,NaN,NaN,36,NaN,76,100,NaN,5
17387,,,,,,NaN,NaN,,NaN,,,NaN,
17388,106,79,79,15,56,NaN,NaN,36,NaN,76,100,NaN,5
17389,,,,,,NaN,NaN,,NaN,,,NaN,
17390,107,79,78,15,56,NaN,NaN,34,NaN,76,100,NaN,5
17391,,,,,,NaN,NaN,,NaN,,,NaN,
17392,105,78,78,15,55,NaN,NaN,34,NaN,76,100,NaN,5
17393,,,,,,NaN,NaN,,NaN,,,NaN,
17394,109,78,77,15,57,NaN,NaN,34,NaN,77,100,NaN,5
17395,,,,,,NaN,NaN,,NaN,,,NaN,
17396,104,78,77,15,55,NaN,NaN,34,NaN,75,100,NaN,5
17397,,,,,,NaN,NaN,,NaN,,,NaN,
17398,105,77,76,14,55,NaN,NaN,35,NaN,75,100,NaN,5
17399,,,,,,NaN,NaN,,NaN,,,NaN,
17400,103,77,76,14,54,NaN,NaN,35,NaN,74,100,NaN,5
17401,,,,,,NaN,NaN,,NaN,,,NaN,
17402,104,76,75,14,54,NaN,NaN,35,NaN,74,100,NaN,5
17403,,,,,,NaN,NaN,,NaN,,,NaN,
17404,102,76,75,14,53,NaN,NaN,35,NaN,72,100,NaN,5
17405,,,,,,NaN,NaN,,NaN,,,NaN,
17406,103,76,75,14,53,NaN,NaN,36,NaN,72,100,NaN,5
17407,,,,,,NaN,NaN,,NaN,,,NaN,
17408,103,76,76,14,53,NaN,NaN,36,NaN,72,100,NaN,5
17409,,,,,,NaN,NaN,,NaN,,,NaN,
17410,101,76,76,14,50,NaN,NaN,36,NaN,70,100,NaN,5
17411,,,,,,NaN,NaN,,NaN,,,NaN,
17412,101,76,75,14,50,NaN,NaN,36,NaN,69,100,NaN,5
17413,,,,,,NaN,NaN,,NaN,,,NaN,
17414,100,74,72,14,49,NaN,NaN,35,NaN,69,100,NaN,5
17415,,,,,,NaN,NaN,,NaN,,,NaN,
17416,102,73,72,14,50,NaN,NaN,35,NaN,70,100,NaN,5
17417,,,,,,NaN,NaN,,NaN,,,NaN,
17418,101,72,71,14,51,NaN,NaN,35,NaN,70,100,NaN,5
17419,,,,,,NaN,NaN,,NaN,,,NaN,
17420,104,73,73,14,53,NaN,NaN,35,NaN,71,100,NaN,5
17421,,,,,,NaN,NaN,,NaN,,,NaN,
17422,103,76,76,14,53,NaN,NaN,36,NaN,71,100,NaN,5
17423,,,,,,NaN,NaN,,NaN,,,NaN,
17424,106,78,79,14,53,NaN,NaN,36,NaN,72,100,NaN,
17425,,,,,,NaN,NaN,,NaN,,,NaN,
17426,103,79,79,14,53,NaN,NaN,36,NaN,72,100,NaN,
17427,,,,,,NaN,NaN,,NaN,,,NaN,
17428,106,79,79,14,53,NaN,NaN,35,NaN,72,100,NaN,
17429,,,,,,NaN,NaN,,NaN,,,NaN,
17430,103,79,79,14,52,NaN,NaN,35,NaN,71,100,NaN,
17431,,,,,,NaN,NaN,,NaN,,,NaN,
17432,105,78,77,14,54,NaN,NaN,35,NaN,73,100,NaN,
17433,,,,,,NaN,NaN,,NaN,,,NaN,
17434,104,78,77,14,53,NaN,NaN,35,NaN,72,100,NaN,
17435,,,,,,NaN,NaN,,NaN,,,NaN,
17436,106,79,78,14,54,NaN,NaN,35,NaN,73,100,NaN,
17437,,,,,,NaN,NaN,,NaN,,,NaN,
17438,107,78,78,14,54,NaN,NaN,35,NaN,73,100,NaN,
17439,,,,,,NaN,NaN,,NaN,,,NaN,
17440,105,79,79,14,53,NaN,NaN,35,NaN,72,100,NaN,
17441,,,,,,NaN,NaN,,NaN,,,NaN,
17442,105,78,77,14,53,NaN,NaN,35,NaN,72,100,NaN,
17443,,,,,,NaN,NaN,,NaN,,,NaN,
17444,104,78,77,14,54,NaN,NaN,28,NaN,72,100,NaN,
17445,,,,,,NaN,NaN,,NaN,,,NaN,
17446,107,78,77,14,55,NaN,NaN,28,NaN,74,100,NaN,
17447,,,,,,NaN,NaN,,NaN,,,NaN,
17448,107,79,79,14,55,NaN,NaN,28,NaN,74,100,NaN,
17449,,,,,,NaN,NaN,,NaN,,,NaN,
17450,108,80,81,14,56,NaN,NaN,28,NaN,75,100,NaN,
17451,,,,,,NaN,NaN,,NaN,,,NaN,
17452,107,81,81,15,57,NaN,NaN,35,NaN,75,100,NaN,
17453,,,,,,NaN,NaN,,NaN,,,NaN,
17454,111,81,81,15,57,NaN,NaN,35,NaN,77,100,NaN,
17455,,,,,,NaN,NaN,,NaN,,,NaN,
17456,108,81,81,15,55,NaN,NaN,35,NaN,75,100,NaN,
17457,,,,,,NaN,NaN,,NaN,,,NaN,
17458,109,80,80,15,55,NaN,NaN,35,NaN,75,100,NaN,
17459,,,,,,NaN,NaN,,NaN,,,NaN,
17460,104,79,78,16,54,NaN,NaN,32,NaN,73,100,NaN,
17461,,,,,,NaN,NaN,,NaN,,,NaN,
17462,107,78,77,16,54,NaN,NaN,32,NaN,74,100,NaN,
17463,,,,,,NaN,NaN,,NaN,,,NaN,
17464,104,78,78,16,53,NaN,NaN,32,NaN,73,100,NaN,
17465,,,,,,NaN,NaN,,NaN,,,NaN,
17466,105,80,80,16,54,NaN,NaN,32,NaN,72,100,NaN,
17467,,,,,,NaN,NaN,,NaN,,,NaN,
17468,105,81,81,17,54,NaN,NaN,35,NaN,73,100,NaN,
17469,,,,,,NaN,NaN,,NaN,,,NaN,
17470,107,82,81,17,55,NaN,NaN,35,NaN,74,100,NaN,
17471,,,,,,NaN,NaN,,NaN,,,NaN,
17472,108,82,82,17,56,NaN,NaN,35,NaN,75,100,NaN,
17473,,,,,,NaN,NaN,,NaN,,,NaN,
17474,110,83,84,17,58,NaN,NaN,35,NaN,76,100,NaN,
17475,,,,,,NaN,NaN,,NaN,,,NaN,
17476,110,85,84,17,58,NaN,NaN,36,NaN,77,100,NaN,
17477,,,,,,NaN,NaN,,NaN,,,NaN,
17478,109,85,85,17,57,NaN,NaN,36,NaN,76,100,NaN,
17479,,,,,,NaN,NaN,,NaN,,,NaN,
17480,111,84,83,17,57,NaN,NaN,36,NaN,77,100,NaN,
17481,,,,,,NaN,NaN,,NaN,,,NaN,
17482,108,84,83,17,57,NaN,NaN,36,NaN,76,100,NaN,
17483,,,,,,NaN,NaN,,NaN,,,NaN,
17484,112,83,82,16,59,NaN,NaN,23,NaN,78,100,NaN,
17485,,,,,,NaN,NaN,,NaN,,,NaN,
17486,111,83,83,16,58,NaN,NaN,23,NaN,78,100,NaN,
17487,,,,,,NaN,NaN,,NaN,,,NaN,
17488,113,83,83,16,59,NaN,NaN,23,NaN,79,100,NaN,
17489,,,,,,NaN,NaN,,NaN,,,NaN,
17490,111,83,83,16,58,NaN,NaN,23,NaN,78,100,NaN,
17491,,,,,,NaN,NaN,,NaN,,,NaN,
17492,113,82,81,16,59,NaN,NaN,31,NaN,79,100,NaN,
17493,,,,,,NaN,NaN,,NaN,,,NaN,
17494,111,81,80,16,57,NaN,NaN,31,NaN,78,100,NaN,
17495,,,,,,NaN,NaN,,NaN,,,NaN,
17496,111,81,80,16,57,NaN,NaN,31,NaN,78,100,NaN,
17497,,,,,,NaN,NaN,,NaN,,,NaN,
17498,110,80,79,16,56,NaN,NaN,31,NaN,77,100,NaN,
17499,,,,,,NaN,NaN,,NaN,,,NaN,
17500,109,79,78,17,56,NaN,NaN,36,NaN,77,100,NaN,
17501,,,,,,NaN,NaN,,NaN,,,NaN,
17502,108,78,77,17,56,NaN,NaN,36,NaN,77,100,NaN,
17503,,,,,,NaN,NaN,,NaN,,,NaN,
17504,109,79,78,17,57,NaN,NaN,36,NaN,77,100,NaN,
17505,,,,,,NaN,NaN,,NaN,,,NaN,
17506,110,79,79,17,57,NaN,NaN,36,NaN,77,100,NaN,
17507,,,,,,NaN,NaN,,NaN,,,NaN,
17508,108,80,79,18,55,NaN,NaN,36,NaN,76,100,NaN,
17509,,,,,,NaN,NaN,,NaN,,,NaN,
17510,108,79,79,18,54,NaN,NaN,36,NaN,75,100,NaN,
17511,,,,,,NaN,NaN,,NaN,,,NaN,
17512,104,78,77,18,53,NaN,NaN,36,NaN,73,100,NaN,
17513,,,,,,NaN,NaN,,NaN,,,NaN,
17514,106,77,75,18,54,NaN,NaN,36,NaN,74,100,NaN,
17515,,,,,,NaN,NaN,,NaN,,,NaN,
17516,104,77,76,18,53,NaN,NaN,36,NaN,73,100,NaN,
17517,,,,,,NaN,NaN,,NaN,,,NaN,
17518,108,78,79,18,56,NaN,NaN,36,NaN,75,100,NaN,
17519,,,,,,NaN,NaN,,NaN,,,NaN,
17520,106,81,81,18,55,NaN,NaN,36,NaN,74,100,NaN,
17521,,,,,,NaN,NaN,,NaN,,,NaN,
17522,108,81,81,18,56,NaN,NaN,36,NaN,75,100,NaN,
17523,,,,,,NaN,NaN,,NaN,,,NaN,
17524,106,81,81,16,55,NaN,NaN,35,NaN,75,100,NaN,
17525,,,,,,NaN,NaN,,NaN,,,NaN,
17526,108,81,81,16,55,NaN,NaN,35,NaN,75,100,NaN,
17527,,,,,,NaN,NaN,,NaN,,,NaN,
17528,106,81,80,16,54,NaN,NaN,35,NaN,74,100,NaN,
17529,,,,,,NaN,NaN,,NaN,,,NaN,
17530,105,80,80,15,55,NaN,NaN,32,NaN,74,100,NaN,
17531,,,,,,NaN,NaN,,NaN,,,NaN,
17532,104,80,79,15,54,NaN,NaN,32,NaN,73,100,NaN,
17533,,,,,,NaN,NaN,,NaN,,,NaN,
17534,105,80,80,15,55,NaN,NaN,32,NaN,73,100,NaN,
17535,,,,,,NaN,NaN,,NaN,,,NaN,
17536,108,82,82,15,56,NaN,NaN,32,NaN,75,100,NaN,
17537,,,,,,NaN,NaN,,NaN,,,NaN,
17538,107,83,83,15,56,NaN,NaN,36,NaN,75,100,NaN,
17539,,,,,,NaN,NaN,,NaN,,,NaN,
17540,109,84,83,15,57,NaN,NaN,36,NaN,76,100,NaN,
17541,,,,,,NaN,NaN,,NaN,,,NaN,
17542,107,84,83,15,56,NaN,NaN,36,NaN,76,100,NaN,
17543,,,,,,NaN,NaN,,NaN,,,NaN,
17544,110,83,83,15,56,NaN,NaN,36,NaN,76,100,NaN,
17545,,,,,,NaN,NaN,,NaN,,,NaN,
17546,105,83,82,16,55,NaN,NaN,30,NaN,74,100,NaN,
17547,,,,,,NaN,NaN,,NaN,,,NaN,
17548,108,82,82,16,55,NaN,NaN,30,NaN,75,100,NaN,
17549,,,,,,NaN,NaN,,NaN,,,NaN,
17550,106,83,82,16,56,NaN,NaN,30,NaN,75,100,NaN,
17551,,,,,,NaN,NaN,,NaN,,,NaN,
17552,110,82,82,16,57,NaN,NaN,30,NaN,76,100,NaN,
17553,,,,,,NaN,NaN,,NaN,,,NaN,
17554,107,84,83,18,56,NaN,NaN,36,NaN,75,100,NaN,
17555,,,,,,NaN,NaN,,NaN,,,NaN,
17556,110,84,83,18,57,NaN,NaN,36,NaN,77,100,NaN,
17557,,,,,,NaN,NaN,,NaN,,,NaN,
17558,108,84,83,18,56,NaN,NaN,36,NaN,76,100,NaN,
17559,,,,,,NaN,NaN,,NaN,,,NaN,
17560,110,84,83,18,57,NaN,NaN,36,NaN,76,100,NaN,
17561,,,,,,NaN,NaN,,NaN,,,NaN,
17562,110,84,83,18,57,NaN,NaN,34,NaN,76,100,NaN,
17563,,,,,,NaN,NaN,,NaN,,,NaN,
17564,110,85,84,18,59,NaN,NaN,34,NaN,77,100,NaN,
17565,,,,,,NaN,NaN,,NaN,,,NaN,
17566,113,85,86,18,60,NaN,NaN,34,NaN,79,100,NaN,
17567,,,,,,NaN,NaN,,NaN,,,NaN,
17568,111,86,86,18,60,NaN,NaN,34,NaN,79,100,NaN,
17569,,,,,,NaN,NaN,,NaN,,,NaN,
17570,114,87,86,17,60,NaN,NaN,36,NaN,80,100,NaN,
17571,,,,,,NaN,NaN,,NaN,,,NaN,
17572,112,88,87,17,60,NaN,NaN,36,NaN,80,100,NaN,
17573,,,,,,NaN,NaN,,NaN,,,NaN,
17574,115,89,89,17,61,NaN,NaN,36,NaN,81,100,NaN,
17575,,,,,,NaN,NaN,,NaN,,,NaN,
17576,111,89,89,17,59,NaN,NaN,36,NaN,80,100,NaN,
17577,,,,,,NaN,NaN,,NaN,,,NaN,
17578,114,89,89,16,61,NaN,NaN,35,NaN,80,100,NaN,
17579,,,,,,NaN,NaN,,NaN,,,NaN,
17580,112,90,89,16,61,NaN,NaN,35,NaN,80,100,NaN,
17581,,,,,,NaN,NaN,,NaN,,,NaN,
17582,116,90,90,16,62,NaN,NaN,35,NaN,82,100,NaN,
17583,,,,,,NaN,NaN,,NaN,,,NaN,
17584,114,91,90,16,62,NaN,NaN,35,NaN,82,100,NaN,
17585,,,,,,NaN,NaN,,NaN,,,NaN,
17586,116,91,90,16,62,NaN,NaN,26,NaN,82,100,NaN,
17587,,,,,,NaN,NaN,,NaN,,,NaN,
17588,115,91,91,16,62,NaN,NaN,26,NaN,82,100,NaN,
17589,,,,,,NaN,NaN,,NaN,,,NaN,
17590,117,92,92,16,65,NaN,NaN,26,NaN,84,100,NaN,
17591,,,,,,NaN,NaN,,NaN,,,NaN,
17592,117,93,92,18,64,NaN,NaN,35,NaN,85,100,NaN,
17593,,,,,,NaN,NaN,,NaN,,,NaN,
17594,119,93,93,18,66,NaN,NaN,35,NaN,86,100,NaN,
17595,,,,,,NaN,NaN,,NaN,,,NaN,
17596,116,92,92,18,64,NaN,NaN,35,NaN,85,100,NaN,
17597,,,,,,NaN,NaN,,NaN,,,NaN,
17598,116,91,90,18,65,NaN,NaN,35,NaN,85,100,NaN,
17599,,,,,,NaN,NaN,,NaN,,,NaN,
17600,118,91,90,18,65,NaN,NaN,21,NaN,86,100,NaN,
17601,,,,,,NaN,NaN,,NaN,,,NaN,
17602,116,92,92,18,65,NaN,NaN,21,NaN,85,100,NaN,
17603,,,,,,NaN,NaN,,NaN,,,NaN,
17604,118,93,92,18,65,NaN,NaN,21,NaN,86,100,NaN,
17605,,,,,,NaN,NaN,,NaN,,,NaN,
17606,116,93,93,18,64,NaN,NaN,36,NaN,85,100,NaN,
17607,,,,,,NaN,NaN,,NaN,,,NaN,
17608,118,93,93,18,66,NaN,NaN,36,NaN,86,100,NaN,
17609,,,,,,NaN,NaN,,NaN,,,NaN,
17610,115,93,93,18,65,NaN,NaN,36,NaN,85,100,NaN,
17611,,,,,,NaN,NaN,,NaN,,,NaN,
17612,119,93,92,18,66,NaN,NaN,36,NaN,86,100,NaN,
17613,,,,,,NaN,NaN,,NaN,,,NaN,
17614,116,94,93,18,66,NaN,NaN,36,NaN,86,100,NaN,
17615,,,,,,NaN,NaN,,NaN,,,NaN,
17616,119,94,94,18,67,NaN,NaN,36,NaN,87,100,NaN,
17617,,,,,,NaN,NaN,,NaN,,,NaN,
17618,117,95,95,18,66,NaN,NaN,36,NaN,87,100,NaN,
17619,,,,,,NaN,NaN,,NaN,,,NaN,
17620,120,95,95,18,67,NaN,NaN,36,NaN,88,100,NaN,
17621,,,,,,NaN,NaN,,NaN,,,NaN,
17622,118,96,96,17,66,NaN,NaN,36,NaN,87,100,NaN,
17623,,,,,,NaN,NaN,,NaN,,,NaN,
17624,118,96,96,17,66,NaN,NaN,36,NaN,87,100,NaN,
17625,,,,,,NaN,NaN,,NaN,,,NaN,
17626,117,95,95,17,64,NaN,NaN,36,NaN,86,100,NaN,
17627,,,,,,NaN,NaN,,NaN,,,NaN,
17628,116,95,95,17,64,NaN,NaN,36,NaN,85,100,NaN,
17629,,,,,,NaN,NaN,,NaN,,,NaN,
17630,116,95,95,17,65,NaN,NaN,36,NaN,86,100,NaN,
17631,,,,,,NaN,NaN,,NaN,,,NaN,
17632,116,95,95,17,64,NaN,NaN,36,NaN,85,100,NaN,
17633,,,,,,NaN,NaN,,NaN,,,NaN,
17634,117,95,95,17,65,NaN,NaN,36,NaN,86,100,NaN,
17635,,,,,,NaN,NaN,,NaN,,,NaN,
17636,114,94,94,17,64,NaN,NaN,35,NaN,84,100,NaN,
17637,,,,,,NaN,NaN,,NaN,,,NaN,
17638,115,94,93,17,65,NaN,NaN,35,NaN,85,100,NaN,
17639,,,,,,NaN,NaN,,NaN,,,NaN,
17640,114,94,93,17,65,NaN,NaN,35,NaN,84,100,NaN,
17641,,,,,,NaN,NaN,,NaN,,,NaN,
17642,118,95,95,17,68,NaN,NaN,35,NaN,87,100,NaN,
17643,,,,,,NaN,NaN,,NaN,,,NaN,
17644,117,96,96,18,67,NaN,NaN,30,NaN,87,100,NaN,
17645,,,,,,NaN,NaN,,NaN,,,NaN,
17646,119,96,96,18,69,NaN,NaN,30,NaN,89,100,NaN,
17647,,,,,,NaN,NaN,,NaN,,,NaN,
17648,117,96,96,18,67,NaN,NaN,30,NaN,88,100,NaN,
17649,,,,,,NaN,NaN,,NaN,,,NaN,
17650,118,96,96,20,68,NaN,NaN,36,NaN,88,100,NaN,
17651,,,,,,NaN,NaN,,NaN,,,NaN,
17652,116,95,95,20,66,NaN,NaN,36,NaN,87,100,NaN,
17653,,,,,,NaN,NaN,,NaN,,,NaN,
17654,115,94,94,20,65,NaN,NaN,36,NaN,86,100,NaN,
17655,,,,,,NaN,NaN,,NaN,,,NaN,
17656,115,94,93,20,64,NaN,NaN,36,NaN,86,100,NaN,
17657,,,,,,NaN,NaN,,NaN,,,NaN,
17658,113,92,91,23,64,NaN,NaN,36,NaN,84,100,NaN,
17659,,,,,,NaN,NaN,,NaN,,,NaN,
17660,114,91,90,23,63,NaN,NaN,36,NaN,84,100,NaN,
17661,,,,,,NaN,NaN,,NaN,,,NaN,
17662,112,91,90,23,63,NaN,NaN,36,NaN,83,100,NaN,
17663,,,,,,NaN,NaN,,NaN,,,NaN,
17664,115,92,92,22,64,NaN,NaN,36,NaN,84,100,NaN,
17665,,,,,,NaN,NaN,,NaN,,,NaN,
17666,114,93,93,22,64,NaN,NaN,36,NaN,84,100,NaN,
17667,,,,,,NaN,NaN,,NaN,,,NaN,
17668,115,93,93,22,65,NaN,NaN,36,NaN,85,100,NaN,
17669,,,,,,NaN,NaN,,NaN,,,NaN,
17670,113,93,93,22,65,NaN,NaN,36,NaN,84,100,NaN,
17671,,,,,,NaN,NaN,,NaN,,,NaN,
17672,116,93,93,20,66,NaN,NaN,37,NaN,85,100,NaN,
17673,,,,,,NaN,NaN,,NaN,,,NaN,
17674,113,93,92,20,65,NaN,NaN,37,NaN,84,100,NaN,
17675,,,,,,NaN,NaN,,NaN,,,NaN,
17676,115,92,92,20,64,NaN,NaN,37,NaN,85,100,NaN,
17677,,,,,,NaN,NaN,,NaN,,,NaN,
17678,111,92,91,20,62,NaN,NaN,37,NaN,83,100,NaN,
