time,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ART,SNUADC/ECG_II,Solar8000/ETCO2,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/CVP
0,,,,,,NaN,NaN,,NaN,,,NaN,
1,4,,67,,-20,-498.6846008300781,-4.9562602043151855,0,-495.6260070800781,-8,,-4.9562602043151855,3
2,,,,,,-498.6826477050781,-4.956240177154541,,-495.6240234375,,,-4.956240177154541,
3,-2,,68,,-12,NaN,NaN,0,NaN,-7,,NaN,3
4,,,,,,NaN,NaN,,NaN,,,NaN,
5,-2,,69,,-12,NaN,NaN,0,NaN,-7,,NaN,3
6,,,,,,NaN,NaN,,NaN,,,NaN,
7,-5,,69,,-5,NaN,NaN,0,NaN,-5,,NaN,3
8,,,,,,NaN,NaN,,NaN,,,NaN,
9,-5,,69,,-5,NaN,NaN,0,NaN,-5,,NaN,3
10,,,,,,NaN,NaN,,NaN,,,NaN,
11,-5,,69,,-5,NaN,NaN,0,NaN,-5,,NaN,3
12,,,,,,NaN,NaN,,NaN,,,NaN,
13,-5,97,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
14,,,,,,NaN,NaN,,NaN,,,NaN,
15,-5,82,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
16,,,,,,NaN,NaN,,NaN,,,NaN,
17,-5,72,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
18,,,,,,NaN,NaN,,NaN,,,NaN,
19,-5,72,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
20,,,,,,NaN,NaN,,NaN,,,NaN,
21,-5,72,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
22,,,,,,NaN,NaN,,NaN,,,NaN,
23,-5,72,82,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
24,,,,,,NaN,NaN,,NaN,,,NaN,
25,-5,69,82,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
26,,,,,,NaN,NaN,,NaN,,,NaN,
27,-5,71,84,,-5,NaN,NaN,0,NaN,-5,97,NaN,3
28,,,,,,NaN,NaN,,NaN,,,NaN,
29,-5,71,84,,-5,NaN,NaN,0,NaN,-5,97,NaN,3
30,,,,,,NaN,NaN,,NaN,,,NaN,
31,-5,72,74,,-5,NaN,NaN,0,NaN,-5,97,NaN,3
32,,,,,,NaN,NaN,,NaN,,,NaN,
33,-5,74,74,,-5,NaN,NaN,0,NaN,-5,97,NaN,3
34,,,,,,NaN,NaN,,NaN,,,NaN,
35,-6,76,74,,-6,NaN,NaN,0,NaN,-6,98,NaN,3
36,,,,,,NaN,NaN,,NaN,,,NaN,
37,-6,77,74,,-6,NaN,NaN,0,NaN,-6,99,NaN,3
38,,,,,,NaN,NaN,,NaN,,,NaN,
39,-6,77,74,,-6,NaN,NaN,0,NaN,-6,100,NaN,3
40,,,,,,NaN,NaN,,NaN,,,NaN,
41,-6,76,74,,-6,NaN,NaN,0,NaN,-6,99,NaN,3
42,,,,,,NaN,NaN,,NaN,,,NaN,
43,-5,75,73,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
44,,,,,,NaN,NaN,,NaN,,,NaN,
45,-5,73,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
46,,,,,,NaN,NaN,,NaN,,,NaN,
47,-5,73,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
48,,,,,,NaN,NaN,,NaN,,,NaN,
49,-5,74,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
50,,,,,,NaN,NaN,,NaN,,,NaN,
51,-5,75,76,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
52,,,,,,NaN,NaN,,NaN,,,NaN,
53,-5,76,76,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
54,,,,,,NaN,NaN,,NaN,,,NaN,
55,-5,76,75,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
56,,,,,,NaN,NaN,,NaN,,,NaN,
57,-5,75,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
58,,,,,,NaN,NaN,,NaN,,,NaN,
59,-5,74,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
60,,,,,,NaN,NaN,,NaN,,,NaN,
61,-5,74,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
62,,,,,,NaN,NaN,,NaN,,,NaN,
63,-5,73,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
64,,,,,,NaN,NaN,,NaN,,,NaN,
65,-5,71,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
66,,,,,,NaN,NaN,,NaN,,,NaN,
67,-5,69,67,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
68,,,,,,NaN,NaN,,NaN,,,NaN,
69,-5,68,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
70,,,,,,NaN,NaN,,NaN,,,NaN,
71,-5,67,67,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
72,,,,,,NaN,NaN,,NaN,,,NaN,
73,-5,68,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
74,,,,,,NaN,NaN,,NaN,,,NaN,
75,-5,70,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
76,,,,,,NaN,NaN,,NaN,,,NaN,
77,-5,70,71,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
78,,,,,,NaN,NaN,,NaN,,,NaN,
79,-5,70,71,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
80,,,,,,NaN,NaN,,NaN,,,NaN,
81,-5,69,71,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
82,,,,,,NaN,NaN,,NaN,,,NaN,
83,-5,71,71,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
84,,,,,,NaN,NaN,,NaN,,,NaN,
85,-5,71,71,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
86,,,,,,NaN,NaN,,NaN,,,NaN,
87,-5,72,73,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
88,,,,,,NaN,NaN,,NaN,,,NaN,
89,-5,74,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
90,,,,,,NaN,NaN,,NaN,,,NaN,
91,-5,76,75,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
92,,,,,,NaN,NaN,,NaN,,,NaN,
93,-5,75,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
94,,,,,,NaN,NaN,,NaN,,,NaN,
95,-5,73,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
96,,,,,,NaN,NaN,,NaN,,,NaN,
97,-5,72,71,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
98,,,,,,NaN,NaN,,NaN,,,NaN,
99,-5,71,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
100,,,,,,NaN,NaN,,NaN,,,NaN,
101,-5,70,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
102,,,,,,NaN,NaN,,NaN,,,NaN,
103,-6,69,68,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
104,,,,,,NaN,NaN,,NaN,,,NaN,
105,-6,69,68,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
106,,,,,,NaN,NaN,,NaN,,,NaN,
107,-5,68,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
108,,,,,,NaN,NaN,,NaN,,,NaN,
109,-5,68,67,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
110,,,,,,NaN,NaN,,NaN,,,NaN,
111,-4,67,66,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
112,,,,,,NaN,NaN,,NaN,,,NaN,
113,-4,68,68,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
114,,,,,,NaN,NaN,,NaN,,,NaN,
115,-5,68,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
116,,,,,,NaN,NaN,,NaN,,,NaN,
117,-5,69,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
118,,,,,,NaN,NaN,,NaN,,,NaN,
119,-5,70,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
120,,,,,,NaN,NaN,,NaN,,,NaN,
121,-5,68,67,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
122,,,,,,NaN,NaN,,NaN,,,NaN,
123,-5,67,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
124,,,,,,NaN,NaN,,NaN,,,NaN,
125,-6,66,65,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
126,,,,,,NaN,NaN,,NaN,,,NaN,
127,-6,66,66,,-6,NaN,NaN,0,NaN,-6,100,NaN,2
128,,,,,,NaN,NaN,,NaN,,,NaN,
129,-5,68,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
130,,,,,,NaN,NaN,,NaN,,,NaN,
131,-5,69,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
132,,,,,,NaN,NaN,,NaN,,,NaN,
133,-4,69,69,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
134,,,,,,NaN,NaN,,NaN,,,NaN,
135,-4,70,69,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
136,,,,,,NaN,NaN,,NaN,,,NaN,
137,-5,70,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
138,,,,,,NaN,NaN,,NaN,,,NaN,
139,-5,71,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
140,,,,,,NaN,NaN,,NaN,,,NaN,
141,-5,74,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
142,,,,,,NaN,NaN,,NaN,,,NaN,
143,-5,75,75,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
144,,,,,,NaN,NaN,,NaN,,,NaN,
145,-5,75,75,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
146,,,,,,NaN,NaN,,NaN,,,NaN,
147,-3,75,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
148,,,,,,NaN,NaN,,NaN,,,NaN,
149,-2,74,72,,-6,NaN,NaN,0,NaN,-5,100,NaN,3
150,,,,,,NaN,NaN,,NaN,,,NaN,
151,-2,71,70,,-6,NaN,NaN,0,NaN,-5,100,NaN,3
152,,,,,,NaN,NaN,,NaN,,,NaN,
153,-5,71,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
154,,,,,,NaN,NaN,,NaN,,,NaN,
155,-5,70,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
156,,,,,,NaN,NaN,,NaN,,,NaN,
157,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
158,,,,,,NaN,NaN,,NaN,,,NaN,
159,-5,68,67,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
160,,,,,,NaN,NaN,,NaN,,,NaN,
161,-5,68,67,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
162,,,,,,NaN,NaN,,NaN,,,NaN,
163,-5,69,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,3
164,,,,,,NaN,NaN,,NaN,,,NaN,
165,-5,72,75,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
166,,,,,,NaN,NaN,,NaN,,,NaN,
167,-5,73,78,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
168,,,,,,NaN,NaN,,NaN,,,NaN,
169,-5,77,78,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
170,,,,,,NaN,NaN,,NaN,,,NaN,
171,-5,78,76,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
172,,,,,,NaN,NaN,,NaN,,,NaN,
173,-5,76,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
174,,,,,,NaN,NaN,,NaN,,,NaN,
175,-5,76,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
176,,,,,,NaN,NaN,,NaN,,,NaN,
177,-5,76,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
178,,,,,,NaN,NaN,,NaN,,,NaN,
179,-5,75,74,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
180,,,,,,NaN,NaN,,NaN,,,NaN,
181,-5,76,75,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
182,,,,,,NaN,NaN,,NaN,,,NaN,
183,-5,76,76,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
184,,,,,,NaN,NaN,,NaN,,,NaN,
185,-5,76,75,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
186,,,,,,NaN,NaN,,NaN,,,NaN,
187,-5,76,73,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
188,,,,,,NaN,NaN,,NaN,,,NaN,
189,-5,74,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
190,,,,,,NaN,NaN,,NaN,,,NaN,
191,-5,73,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
192,,,,,,NaN,NaN,,NaN,,,NaN,
193,-4,74,70,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
194,,,,,,NaN,NaN,,NaN,,,NaN,
195,-4,74,71,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
196,,,,,,NaN,NaN,,NaN,,,NaN,
197,-4,73,71,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
198,,,,,,NaN,NaN,,NaN,,,NaN,
199,-4,73,71,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
200,,,,,,NaN,NaN,,NaN,,,NaN,
201,-5,71,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
202,,,,,,NaN,NaN,,NaN,,,NaN,
203,-5,70,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
204,,,,,,NaN,NaN,,NaN,,,NaN,
205,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
206,,,,,,NaN,NaN,,NaN,,,NaN,
207,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
208,,,,,,NaN,NaN,,NaN,,,NaN,
209,-5,70,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
210,,,,,,NaN,NaN,,NaN,,,NaN,
211,-5,70,67,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
212,,,,,,NaN,NaN,,NaN,,,NaN,
213,-4,69,68,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
214,,,,,,NaN,NaN,,NaN,,,NaN,
215,-4,71,67,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
216,,,,,,NaN,NaN,,NaN,,,NaN,
217,-5,69,67,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
218,,,,,,NaN,NaN,,NaN,,,NaN,
219,-5,68,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
220,,,,,,NaN,NaN,,NaN,,,NaN,
221,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
222,,,,,,NaN,NaN,,NaN,,,NaN,
223,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
224,,,,,,NaN,NaN,,NaN,,,NaN,
225,-5,69,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
226,,,,,,NaN,NaN,,NaN,,,NaN,
227,-5,69,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
228,,,,,,NaN,NaN,,NaN,,,NaN,
229,-5,68,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
230,,,,,,NaN,NaN,,NaN,,,NaN,
231,-5,67,67,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
232,,,,,,NaN,NaN,,NaN,,,NaN,
233,-5,68,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
234,,,,,,NaN,NaN,,NaN,,,NaN,
235,-5,69,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
236,,,,,,NaN,NaN,,NaN,,,NaN,
237,-5,68,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
238,,,,,,NaN,NaN,,NaN,,,NaN,
239,-5,68,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
240,,,,,,NaN,NaN,,NaN,,,NaN,
241,-4,69,67,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
242,,,,,,NaN,NaN,,NaN,,,NaN,
243,-4,70,68,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
244,,,,,,NaN,NaN,,NaN,,,NaN,
245,-5,71,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
246,,,,,,NaN,NaN,,NaN,,,NaN,
247,-5,69,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
248,,,,,,NaN,NaN,,NaN,,,NaN,
249,-5,71,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
250,,,,,,NaN,NaN,,NaN,,,NaN,
251,-5,69,68,,-5,NaN,NaN,0,NaN,-5,99,NaN,2
252,,,,,,NaN,NaN,,NaN,,,NaN,
253,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
254,,,,,,NaN,NaN,,NaN,,,NaN,
255,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
256,,,,,,NaN,NaN,,NaN,,,NaN,
257,-4,69,69,,-4,NaN,NaN,0,NaN,-4,99,NaN,2
258,,,,,,NaN,NaN,,NaN,,,NaN,
259,-4,69,70,,-4,NaN,NaN,0,NaN,-4,99,NaN,2
260,,,,,,NaN,NaN,,NaN,,,NaN,
261,-4,70,70,,-4,NaN,NaN,0,NaN,-4,99,NaN,2
262,,,,,,NaN,NaN,,NaN,,,NaN,
263,-4,70,70,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
264,,,,,,NaN,NaN,,NaN,,,NaN,
265,-4,69,69,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
266,,,,,,NaN,NaN,,NaN,,,NaN,
267,-4,69,67,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
268,,,,,,NaN,NaN,,NaN,,,NaN,
269,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
270,,,,,,NaN,NaN,,NaN,,,NaN,
271,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
272,,,,,,NaN,NaN,,NaN,,,NaN,
273,-5,71,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
274,,,,,,NaN,NaN,,NaN,,,NaN,
275,-5,72,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
276,,,,,,NaN,NaN,,NaN,,,NaN,
277,-4,71,71,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
278,,,,,,NaN,NaN,,NaN,,,NaN,
279,-4,70,69,,-4,NaN,NaN,0,NaN,-4,100,NaN,3
280,,,,,,NaN,NaN,,NaN,,,NaN,
281,-4,68,66,,-4,NaN,NaN,0,NaN,-4,100,NaN,3
282,,,,,,NaN,NaN,,NaN,,,NaN,
283,-4,66,65,,-4,NaN,NaN,0,NaN,-4,100,NaN,3
284,,,,,,NaN,NaN,,NaN,,,NaN,
285,-4,66,65,,-4,NaN,NaN,0,NaN,-4,100,NaN,3
286,,,,,,NaN,NaN,,NaN,,,NaN,
287,-4,65,65,,-4,NaN,NaN,0,NaN,-4,100,NaN,3
288,,,,,,NaN,NaN,,NaN,,,NaN,
289,-4,66,66,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
290,,,,,,NaN,NaN,,NaN,,,NaN,
291,-4,66,65,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
292,,,,,,NaN,NaN,,NaN,,,NaN,
293,-5,66,66,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
294,,,,,,NaN,NaN,,NaN,,,NaN,
295,-5,67,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
296,,,,,,NaN,NaN,,NaN,,,NaN,
297,-5,69,68,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
298,,,,,,NaN,NaN,,NaN,,,NaN,
299,-5,69,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
300,,,,,,NaN,NaN,,NaN,,,NaN,
301,-4,69,68,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
302,,,,,,NaN,NaN,,NaN,,,NaN,
303,-4,69,68,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
304,,,,,,NaN,NaN,,NaN,,,NaN,
305,-3,69,68,,-3,NaN,NaN,0,NaN,-3,100,NaN,2
306,,,,,,NaN,NaN,,NaN,,,NaN,
307,-3,69,68,,-3,NaN,NaN,0,NaN,-3,100,NaN,2
308,,,,,,NaN,NaN,,NaN,,,NaN,
309,-4,69,68,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
310,,,,,,NaN,NaN,,NaN,,,NaN,
311,-4,69,68,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
312,,,,,,NaN,NaN,,NaN,,,NaN,
313,-5,70,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
314,,,,,,NaN,NaN,,NaN,,,NaN,
315,-5,70,70,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
316,,,,,,NaN,NaN,,NaN,,,NaN,
317,-5,71,72,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
318,,,,,,NaN,NaN,,NaN,,,NaN,
319,-5,72,71,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
320,,,,,,NaN,NaN,,NaN,,,NaN,
321,-4,72,71,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
322,,,,,,NaN,NaN,,NaN,,,NaN,
323,-4,71,70,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
324,,,,,,NaN,NaN,,NaN,,,NaN,
325,-4,70,69,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
326,,,,,,NaN,NaN,,NaN,,,NaN,
327,-4,69,69,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
328,,,,,,NaN,NaN,,NaN,,,NaN,
329,-4,70,70,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
330,,,,,,NaN,NaN,,NaN,,,NaN,
331,-3,71,71,,-7,NaN,NaN,0,NaN,-4,100,NaN,2
332,,,,,,NaN,NaN,,NaN,,,NaN,
333,-2,74,74,,-7,NaN,NaN,0,NaN,-5,100,NaN,2
334,,,,,,NaN,NaN,,NaN,,,NaN,
335,-2,75,75,,-7,NaN,NaN,0,NaN,-5,100,NaN,2
336,,,,,,NaN,NaN,,NaN,,,NaN,
337,-3,75,75,,-7,NaN,NaN,0,NaN,-5,100,NaN,2
338,,,,,,NaN,NaN,,NaN,,,NaN,
339,-3,75,74,,-7,NaN,NaN,0,NaN,-5,100,NaN,2
340,,,,,,NaN,NaN,,NaN,,,NaN,
341,-3,74,73,,-7,NaN,NaN,0,NaN,-5,100,NaN,2
342,,,,,,NaN,NaN,,NaN,,,NaN,
343,-3,73,73,,-7,NaN,NaN,0,NaN,-5,100,NaN,2
344,,,,,,NaN,NaN,,NaN,,,NaN,
345,-2,73,72,,-7,NaN,NaN,0,NaN,-5,100,NaN,2
346,,,,,,NaN,NaN,,NaN,,,NaN,
347,0,72,72,,-9,NaN,NaN,0,NaN,-4,100,NaN,2
348,,,,,,NaN,NaN,,NaN,,,NaN,
349,1,72,71,,-9,NaN,NaN,0,NaN,-4,100,NaN,2
350,,,,,,NaN,NaN,,NaN,,,NaN,
351,,72,71,,,NaN,NaN,0,NaN,-4,100,NaN,2
352,,,,,,NaN,NaN,,NaN,,,NaN,
353,,72,72,,,NaN,NaN,0,NaN,-5,100,NaN,3
354,,,,,,NaN,NaN,,NaN,,,NaN,
355,,72,71,,,NaN,NaN,0,NaN,-5,100,NaN,3
356,,,,,,NaN,NaN,,NaN,,,NaN,
357,,72,71,,,NaN,NaN,0,NaN,-5,100,NaN,2
358,,,,,,NaN,NaN,,NaN,,,NaN,
359,,72,71,,,NaN,NaN,0,NaN,-5,100,NaN,2
360,,,,,,NaN,NaN,,NaN,,,NaN,
361,,71,71,,,NaN,NaN,0,NaN,-5,100,NaN,3
362,,,,,,NaN,NaN,,NaN,,,NaN,
363,-2,71,70,,-7,NaN,NaN,0,NaN,-5,100,NaN,3
364,,,,,,NaN,NaN,,NaN,,,NaN,
365,-2,71,71,,-6,NaN,NaN,0,NaN,-4,100,NaN,2
366,,,,,,NaN,NaN,,NaN,,,NaN,
367,-1,73,73,,-7,NaN,NaN,0,NaN,-4,100,NaN,2
368,,,,,,NaN,NaN,,NaN,,,NaN,
369,1,74,75,,-9,NaN,NaN,0,NaN,-4,100,NaN,2
370,,,,,,NaN,NaN,,NaN,,,NaN,
371,-2,77,77,,-6,NaN,NaN,0,NaN,-4,100,NaN,2
372,,,,,,NaN,NaN,,NaN,,,NaN,
373,-1,77,77,,-7,NaN,NaN,0,NaN,-4,100,NaN,2
374,,,,,,NaN,NaN,,NaN,,,NaN,
375,,76,75,,,NaN,NaN,0,NaN,-4,100,NaN,2
376,,,,,,NaN,NaN,,NaN,,,NaN,
377,,75,74,,,NaN,NaN,0,NaN,-4,100,NaN,2
378,,,,,,NaN,NaN,,NaN,,,NaN,
379,,72,71,,,NaN,NaN,0,NaN,-4,100,NaN,2
380,,,,,,NaN,NaN,,NaN,,,NaN,
381,,71,70,,,NaN,NaN,0,NaN,-4,100,NaN,2
382,,,,,,NaN,NaN,,NaN,,,NaN,
383,,70,70,,,NaN,NaN,0,NaN,-4,100,NaN,2
384,,,,,,NaN,NaN,,NaN,,,NaN,
385,,71,70,,,NaN,NaN,0,NaN,-4,100,NaN,2
386,,,,,,NaN,NaN,,NaN,,,NaN,
387,-4,71,72,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
388,,,,,,NaN,NaN,,NaN,,,NaN,
389,-4,73,72,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
390,,,,,,NaN,NaN,,NaN,,,NaN,
391,-4,73,72,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
392,,,,,,NaN,NaN,,NaN,,,NaN,
393,-4,72,71,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
394,,,,,,NaN,NaN,,NaN,,,NaN,
395,-4,70,69,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
396,,,,,,NaN,NaN,,NaN,,,NaN,
397,-5,69,69,,-5,NaN,NaN,0,NaN,-5,100,NaN,2
398,,,,,,NaN,NaN,,NaN,,,NaN,
399,-4,68,69,,-6,NaN,NaN,0,NaN,-5,100,NaN,2
400,,,,,,NaN,NaN,,NaN,,,NaN,
401,-3,68,73,,-7,NaN,NaN,0,NaN,-5,100,NaN,2
402,,,,,,NaN,NaN,,NaN,,,NaN,
403,-3,73,78,,-7,NaN,NaN,0,NaN,-5,100,NaN,2
404,,,,,,NaN,NaN,,NaN,,,NaN,
405,-4,78,82,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
406,,,,,,NaN,NaN,,NaN,,,NaN,
407,-4,78,82,,-4,NaN,NaN,0,NaN,-4,99,NaN,2
408,,,,,,NaN,NaN,,NaN,,,NaN,
409,-4,80,80,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
410,,,,,,NaN,NaN,,NaN,,,NaN,
411,-4,79,79,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
412,,,,,,NaN,NaN,,NaN,,,NaN,
413,-3,77,77,,-3,NaN,NaN,0,NaN,-3,100,NaN,2
414,,,,,,NaN,NaN,,NaN,,,NaN,
415,-3,77,76,,-3,NaN,NaN,0,NaN,-3,100,NaN,2
416,,,,,,NaN,NaN,,NaN,,,NaN,
417,-4,76,76,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
418,,,,,,NaN,NaN,,NaN,,,NaN,
419,-4,77,76,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
420,,,,,,NaN,NaN,,NaN,,,NaN,
421,-4,76,75,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
422,,,,,,NaN,NaN,,NaN,,,NaN,
423,-4,76,75,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
424,,,,,,NaN,NaN,,NaN,,,NaN,
425,-4,76,75,,-4,NaN,NaN,0,NaN,-4,100,NaN,2
