time,SNUADC/ART,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/HR,Solar8000/PLETH_SPO2,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ECG_II,Solar8000/CVP
429,NaN,NaN,17,18,108,100,NaN,14,,,108,NaN,0
430,NaN,NaN,,,,,NaN,,,,,NaN,
431,NaN,NaN,15,15,108,100,NaN,15,,,109,NaN,0
432,NaN,NaN,,,,,NaN,,,,,NaN,
433,NaN,NaN,15,15,108,100,NaN,15,,,109,NaN,0
434,NaN,NaN,,,,,NaN,,,,,NaN,
435,NaN,NaN,15,15,108,100,NaN,15,,,109,NaN,0
436,NaN,NaN,,,,,NaN,,,,,NaN,
437,NaN,NaN,13,16,108,100,NaN,10,,,109,NaN,0
438,NaN,NaN,,,,,NaN,,,,,NaN,
439,NaN,NaN,13,16,108,100,NaN,8,,,109,NaN,1
440,NaN,NaN,,,,,NaN,,,,,NaN,
441,NaN,NaN,13,25,108,100,NaN,8,,,108,NaN,1
442,NaN,NaN,,,,,NaN,,,,,NaN,
443,NaN,NaN,16,22,108,100,NaN,10,,,109,NaN,1
444,NaN,NaN,,,,,NaN,,,,,NaN,
445,NaN,NaN,18,33,108,100,NaN,5,,,109,NaN,1
446,NaN,NaN,,,,,NaN,,,,,NaN,
447,NaN,NaN,16,29,108,100,NaN,6,,,109,NaN,1
448,NaN,NaN,,,,,NaN,,,,,NaN,
449,NaN,NaN,12,16,108,100,NaN,5,,,109,NaN,1
450,NaN,NaN,,,,,NaN,,,,,NaN,
451,NaN,NaN,12,17,108,100,NaN,9,,,109,NaN,1
452,NaN,NaN,,,,,NaN,,,,,NaN,
453,NaN,NaN,15,18,108,100,NaN,12,,,109,NaN,1
454,NaN,NaN,,,,,NaN,,,,,NaN,
455,NaN,NaN,15,19,107,100,NaN,10,,,108,NaN,1
456,NaN,NaN,,,,,NaN,,,,,NaN,
457,NaN,NaN,15,17,107,100,NaN,12,,,108,NaN,0
458,NaN,NaN,,,,,NaN,,,,,NaN,
459,NaN,NaN,15,17,108,100,NaN,12,,,108,NaN,0
460,NaN,NaN,,,,,NaN,,,,,NaN,
461,NaN,NaN,15,17,109,100,NaN,12,,,109,NaN,1
462,NaN,NaN,,,,,NaN,,,,,NaN,
463,NaN,NaN,14,14,112,100,NaN,14,,,112,NaN,1
464,NaN,NaN,,,,,NaN,,,,,NaN,
465,NaN,NaN,14,14,115,100,NaN,14,,,116,NaN,-1
466,NaN,NaN,,,,,NaN,,,,,NaN,
467,NaN,NaN,14,14,119,100,NaN,14,,,119,NaN,-1
468,NaN,NaN,,,,,NaN,,,,,NaN,
469,NaN,NaN,14,14,122,100,NaN,14,,,122,NaN,-1
470,NaN,NaN,,,,,NaN,,,,,NaN,
471,NaN,NaN,14,14,124,100,NaN,14,,,125,NaN,-1
472,NaN,NaN,,,,,NaN,,,,,NaN,
473,NaN,NaN,14,14,126,100,NaN,14,,,126,NaN,1
474,NaN,NaN,,,,,NaN,,,,,NaN,
475,NaN,NaN,13,16,128,100,NaN,11,,,128,NaN,1
476,NaN,NaN,,,,,NaN,,,,,NaN,
477,NaN,NaN,14,16,129,100,NaN,12,,,130,NaN,1
478,NaN,NaN,,,,,NaN,,,,,NaN,
479,NaN,NaN,14,16,130,100,NaN,12,,,131,NaN,1
480,NaN,NaN,,,,,NaN,,,,,NaN,
481,NaN,NaN,14,14,130,100,NaN,14,,,131,NaN,1
482,NaN,NaN,,,,,NaN,,,,,NaN,
483,NaN,NaN,14,15,131,100,NaN,12,,,131,NaN,1
484,NaN,NaN,,,,,NaN,,,,,NaN,
485,NaN,NaN,13,15,131,100,NaN,11,,,131,NaN,1
486,NaN,NaN,,,,,NaN,,,,,NaN,
487,NaN,NaN,12,15,131,100,NaN,7,6,41,130,NaN,1
488,NaN,NaN,,,,,NaN,,,,,NaN,
489,NaN,NaN,12,15,132,100,NaN,10,6,41,130,NaN,1
490,NaN,NaN,,,,,NaN,,,,,NaN,
491,NaN,NaN,12,15,132,100,NaN,9,6,41,131,NaN,1
492,NaN,NaN,,,,,NaN,,,,,NaN,
493,NaN,NaN,12,17,132,100,NaN,7,8,42,132,NaN,1
494,NaN,NaN,,,,,NaN,,,,,NaN,
495,NaN,NaN,13,16,131,100,NaN,10,8,42,132,NaN,1
496,NaN,NaN,,,,,NaN,,,,,NaN,
497,NaN,NaN,13,16,130,100,NaN,10,8,42,131,NaN,1
498,NaN,NaN,,,,,NaN,,,,,NaN,
499,NaN,NaN,14,14,129,100,NaN,14,8,42,130,NaN,1
500,NaN,NaN,,,,,NaN,,,,,NaN,
501,NaN,NaN,14,14,129,100,NaN,14,15,40,129,NaN,1
502,NaN,NaN,,,,,NaN,,,,,NaN,
503,NaN,NaN,14,14,129,100,NaN,14,15,40,129,NaN,1
504,NaN,NaN,,,,,NaN,,,,,NaN,
505,NaN,NaN,14,15,130,100,NaN,12,15,40,129,NaN,1
506,NaN,NaN,,,,,NaN,,,,,NaN,
507,NaN,NaN,13,14,130,100,NaN,10,15,40,128,NaN,1
508,NaN,NaN,,,,,NaN,,,,,NaN,
509,NaN,NaN,12,14,131,100,NaN,11,17,41,128,NaN,1
510,NaN,NaN,,,,,NaN,,,,,NaN,
511,NaN,NaN,13,15,131,100,NaN,11,17,41,128,NaN,1
512,NaN,NaN,,,,,NaN,,,,,NaN,
513,NaN,NaN,13,15,131,100,NaN,11,17,41,130,NaN,1
514,NaN,NaN,,,,,NaN,,,,,NaN,
515,NaN,NaN,13,15,130,100,NaN,11,17,41,131,NaN,1
516,NaN,NaN,,,,,NaN,,,,,NaN,
517,NaN,NaN,12,15,130,100,NaN,8,15,40,131,NaN,1
518,NaN,NaN,,,,,NaN,,,,,NaN,
519,NaN,NaN,11,14,130,100,NaN,8,15,40,130,NaN,1
520,NaN,NaN,,,,,NaN,,,,,NaN,
521,NaN,NaN,9,9,130,100,NaN,6,15,40,123,NaN,1
522,NaN,NaN,,,,,NaN,,,,,NaN,
523,NaN,NaN,8,9,129,100,NaN,6,15,40,122,NaN,1
524,NaN,NaN,,,,,NaN,,,,,NaN,
525,NaN,NaN,7,9,128,100,NaN,4,13,40,122,NaN,1
526,NaN,NaN,,,,,NaN,,,,,NaN,
527,NaN,NaN,7,9,127,100,NaN,4,13,40,122,NaN,1
528,NaN,NaN,,,,,NaN,,,,,NaN,
529,NaN,NaN,7,,126,100,NaN,,13,40,122,NaN,1
530,NaN,NaN,,,,,NaN,,,,,NaN,
531,NaN,NaN,9,,126,100,NaN,,12,41,122,NaN,1
532,NaN,NaN,,,,,NaN,,,,,NaN,
533,NaN,NaN,9,,125,100,NaN,,12,41,123,NaN,0
534,NaN,NaN,,,,,NaN,,,,,NaN,
535,NaN,NaN,9,,125,100,NaN,,12,41,126,NaN,0
536,NaN,NaN,,,,,NaN,,,,,NaN,
537,NaN,NaN,9,,124,100,NaN,,12,41,126,NaN,1
538,NaN,NaN,,,,,NaN,,,,,NaN,
539,NaN,NaN,8,,124,99,NaN,,12,41,125,NaN,1
540,NaN,NaN,,,,,NaN,,,,,NaN,
541,NaN,NaN,8,-59,124,99,NaN,6,12,41,125,NaN,1
542,NaN,NaN,,,,,NaN,,,,,NaN,
543,NaN,NaN,8,-59,123,100,NaN,6,12,41,125,NaN,1
544,NaN,NaN,,,,,NaN,,,,,NaN,
545,NaN,NaN,8,-59,123,100,NaN,6,12,41,125,NaN,1
546,NaN,NaN,,,,,NaN,,,,,NaN,
547,NaN,NaN,6,6,123,99,NaN,6,12,41,125,NaN,1
548,NaN,NaN,,,,,NaN,,,,,NaN,
549,NaN,NaN,6,8,124,99,NaN,5,12,41,125,NaN,1
550,NaN,NaN,,,,,NaN,,,,,NaN,
551,NaN,NaN,6,9,123,100,NaN,5,12,41,125,NaN,1
552,NaN,NaN,,,,,NaN,,,,,NaN,
553,NaN,NaN,5,6,123,100,NaN,3,12,41,125,NaN,1
554,NaN,NaN,,,,,NaN,,,,,NaN,
555,NaN,NaN,4,5,123,100,NaN,2,12,41,124,NaN,0
556,NaN,NaN,,,,,NaN,,,,,NaN,
557,NaN,NaN,4,5,123,100,NaN,2,12,41,122,NaN,0
558,NaN,NaN,,,,,NaN,,,,,NaN,
559,NaN,NaN,2,,122,100,NaN,133,12,41,122,NaN,0
560,NaN,NaN,,,,,NaN,,,,,NaN,
561,NaN,NaN,3,-8,121,100,NaN,-3,12,41,122,NaN,0
562,NaN,NaN,,,,,NaN,,,,,NaN,
563,NaN,NaN,3,4,120,100,NaN,1,12,41,122,NaN,1
564,NaN,NaN,,,,,NaN,,,,,NaN,
565,NaN,NaN,3,6,120,100,NaN,1,12,41,121,NaN,1
566,NaN,NaN,,,,,NaN,,,,,NaN,
567,NaN,NaN,3,5,119,100,NaN,0,12,41,119,NaN,1
568,NaN,NaN,,,,,NaN,,,,,NaN,
569,NaN,NaN,3,12,119,100,NaN,-5,12,41,117,NaN,1
570,NaN,NaN,,,,,NaN,,,,,NaN,
571,NaN,NaN,0,24,119,100,NaN,-33,12,41,119,NaN,1
572,NaN,NaN,,,,,NaN,,,,,NaN,
573,NaN,NaN,1,26,119,99,NaN,-25,12,41,119,NaN,1
574,NaN,NaN,,,,,NaN,,,,,NaN,
575,NaN,NaN,-1,35,119,100,NaN,-55,12,41,120,NaN,1
576,NaN,NaN,,,,,NaN,,,,,NaN,
577,NaN,NaN,,,,,NaN,,,,,NaN,
578,NaN,NaN,,,,,NaN,,,,,NaN,
579,NaN,NaN,,,,,NaN,,,,,NaN,
580,NaN,NaN,,,,,NaN,,,,,NaN,
581,NaN,NaN,,,,,NaN,,,,,NaN,
582,NaN,NaN,,,,,NaN,,,,,NaN,
583,NaN,NaN,,,,,NaN,,,,,NaN,
584,NaN,NaN,,,,,NaN,,,,,NaN,
585,NaN,NaN,,,,,NaN,,,,,NaN,
586,NaN,NaN,,,,,NaN,,,,,NaN,
587,NaN,NaN,,,,,NaN,,,,,NaN,
588,NaN,NaN,,,,,NaN,,,,,NaN,
589,NaN,NaN,,,,,NaN,,,,,NaN,
590,NaN,NaN,,,,,NaN,,,,,NaN,
591,NaN,NaN,,,,,NaN,,,,,NaN,
592,NaN,NaN,,,,,NaN,,,,,NaN,
593,NaN,NaN,,,,,NaN,,,,,NaN,
594,NaN,NaN,,,,,NaN,,,,,NaN,
595,NaN,NaN,10,19,117,100,NaN,4,12,42,119,NaN,-2
596,NaN,NaN,,,,,NaN,,,,,NaN,
597,NaN,NaN,10,18,117,100,NaN,7,12,42,118,NaN,-1
598,NaN,NaN,,,,,NaN,,,,,NaN,
599,NaN,NaN,11,16,116,100,NaN,7,12,42,117,NaN,-1
600,NaN,NaN,,,,,NaN,,,,,NaN,
601,NaN,NaN,11,16,116,100,NaN,8,12,41,117,NaN,-1
602,NaN,NaN,,,,,NaN,,,,,NaN,
603,NaN,NaN,12,14,116,100,NaN,10,12,41,117,NaN,-1
604,NaN,NaN,,,,,NaN,,,,,NaN,
605,NaN,NaN,12,14,116,100,NaN,10,12,41,117,NaN,-1
606,NaN,NaN,,,,,NaN,,,,,NaN,
607,NaN,NaN,12,14,116,100,NaN,10,12,41,117,NaN,-1
608,NaN,NaN,,,,,NaN,,,,,NaN,
609,NaN,NaN,11,11,116,100,NaN,11,12,41,117,NaN,-1
610,NaN,NaN,,,,,NaN,,,,,NaN,
611,NaN,NaN,11,11,116,100,NaN,11,12,41,117,NaN,-2
612,NaN,NaN,,,,,NaN,,,,,NaN,
613,NaN,NaN,11,11,116,100,NaN,11,12,41,116,NaN,-2
614,NaN,NaN,,,,,NaN,,,,,NaN,
615,NaN,NaN,11,11,116,100,NaN,11,12,41,116,NaN,-2
616,NaN,NaN,,,,,NaN,,,,,NaN,
617,NaN,NaN,10,10,115,100,NaN,10,12,41,116,NaN,-2
618,NaN,NaN,,,,,NaN,,,,,NaN,
619,NaN,NaN,10,11,115,100,NaN,8,12,41,116,NaN,-2
620,NaN,NaN,,,,,NaN,,,,,NaN,
621,NaN,NaN,10,13,115,100,NaN,8,12,41,115,NaN,-2
622,NaN,NaN,,,,,NaN,,,,,NaN,
623,NaN,NaN,10,13,115,100,NaN,8,12,41,115,NaN,-2
624,NaN,NaN,,,,,NaN,,,,,NaN,
625,NaN,NaN,11,11,114,100,NaN,11,12,41,115,NaN,-2
626,NaN,NaN,,,,,NaN,,,,,NaN,
627,NaN,NaN,11,12,114,100,NaN,9,12,41,115,NaN,-2
628,NaN,NaN,,,,,NaN,,,,,NaN,
629,NaN,NaN,11,12,114,100,NaN,9,12,41,115,NaN,-2
630,NaN,NaN,,,,,NaN,,,,,NaN,
631,NaN,NaN,11,12,114,100,NaN,9,12,41,114,NaN,-2
632,NaN,NaN,,,,,NaN,,,,,NaN,
633,NaN,NaN,10,12,114,100,NaN,8,12,41,113,NaN,-2
634,NaN,NaN,,,,,NaN,,,,,NaN,
635,NaN,NaN,10,12,114,100,NaN,8,12,41,113,NaN,-2
636,NaN,NaN,,,,,NaN,,,,,NaN,
637,NaN,NaN,10,12,114,100,NaN,8,12,41,114,NaN,-2
638,NaN,NaN,,,,,NaN,,,,,NaN,
639,NaN,NaN,10,10,114,100,NaN,10,12,41,114,NaN,-2
640,NaN,NaN,,,,,NaN,,,,,NaN,
641,NaN,NaN,10,10,114,100,NaN,10,12,41,114,NaN,-2
642,NaN,NaN,,,,,NaN,,,,,NaN,
643,NaN,NaN,10,10,114,100,NaN,10,12,41,114,NaN,-2
644,NaN,NaN,,,,,NaN,,,,,NaN,
645,NaN,NaN,10,10,114,100,NaN,10,12,41,114,NaN,-2
646,NaN,NaN,,,,,NaN,,,,,NaN,
647,NaN,NaN,10,10,114,100,NaN,10,12,41,114,NaN,-2
648,NaN,NaN,,,,,NaN,,,,,NaN,
649,NaN,NaN,10,10,114,100,NaN,10,12,41,114,NaN,-2
650,NaN,NaN,,,,,NaN,,,,,NaN,
651,NaN,NaN,10,11,114,100,NaN,8,12,41,114,NaN,-2
652,NaN,NaN,,,,,NaN,,,,,NaN,
653,NaN,NaN,9,10,114,100,NaN,8,12,41,114,NaN,-2
654,NaN,NaN,,,,,NaN,,,,,NaN,
655,NaN,NaN,9,11,114,100,NaN,8,12,41,114,NaN,-2
656,NaN,NaN,,,,,NaN,,,,,NaN,
657,NaN,NaN,9,11,114,100,NaN,8,12,41,115,NaN,-2
658,NaN,NaN,,,,,NaN,,,,,NaN,
659,NaN,NaN,9,11,114,100,NaN,8,12,41,115,NaN,-2
660,NaN,NaN,,,,,NaN,,,,,NaN,
661,NaN,NaN,9,11,114,100,NaN,8,12,41,114,NaN,-2
662,NaN,NaN,,,,,NaN,,,,,NaN,
663,NaN,NaN,9,9,114,100,NaN,9,12,41,115,NaN,-2
664,NaN,NaN,,,,,NaN,,,,,NaN,
665,NaN,NaN,9,9,114,100,NaN,9,12,41,115,NaN,-2
666,NaN,NaN,,,,,NaN,,,,,NaN,
667,NaN,NaN,10,20,114,100,NaN,7,12,41,115,NaN,-2
668,NaN,NaN,,,,,NaN,,,,,NaN,
669,NaN,NaN,10,17,114,100,NaN,5,12,41,115,NaN,-2
670,NaN,NaN,,,,,NaN,,,,,NaN,
671,NaN,NaN,2,,114,100,NaN,,12,41,114,NaN,-2
672,NaN,NaN,,,,,NaN,,,,,NaN,
673,NaN,NaN,-11,,114,100,NaN,,12,41,114,NaN,-2
674,NaN,NaN,,,,,NaN,,,,,NaN,
675,NaN,NaN,-11,,114,100,NaN,,12,41,114,NaN,-2
676,NaN,NaN,,,,,NaN,,,,,NaN,
677,NaN,NaN,-11,,114,100,NaN,,12,41,115,NaN,-2
678,NaN,NaN,,,,,NaN,,,,,NaN,
679,NaN,NaN,-11,,114,100,NaN,,12,41,114,NaN,-2
680,NaN,NaN,,,,,NaN,,,,,NaN,
681,NaN,NaN,-11,,114,100,NaN,,12,41,114,NaN,-2
682,NaN,NaN,,,,,NaN,,,,,NaN,
683,NaN,NaN,-9,-3,114,100,NaN,-12,12,41,114,NaN,-3
684,NaN,NaN,,,,,NaN,,,,,NaN,
685,NaN,NaN,-9,-4,113,100,NaN,-16,12,41,114,NaN,-3
686,NaN,NaN,,,,,NaN,,,,,NaN,
687,NaN,NaN,-9,-4,113,100,NaN,-16,12,41,114,NaN,-3
688,NaN,NaN,,,,,NaN,,,,,NaN,
689,NaN,NaN,-9,-6,113,100,NaN,-14,12,41,114,NaN,-3
690,NaN,NaN,,,,,NaN,,,,,NaN,
691,NaN,NaN,-9,-6,113,100,NaN,-14,12,41,114,NaN,-3
692,NaN,NaN,,,,,NaN,,,,,NaN,
693,NaN,NaN,-9,-9,114,100,NaN,-9,12,41,114,NaN,-3
694,NaN,NaN,,,,,NaN,,,,,NaN,
695,NaN,NaN,-9,-9,113,100,NaN,-9,12,41,114,NaN,-3
696,NaN,NaN,,,,,NaN,,,,,NaN,
697,NaN,NaN,-7,-7,113,100,NaN,-9,12,41,114,NaN,-3
698,NaN,NaN,,,,,NaN,,,,,NaN,
699,NaN,NaN,-7,-7,113,100,NaN,-9,12,40,114,NaN,-3
700,NaN,NaN,,,,,NaN,,,,,NaN,
701,NaN,NaN,-8,-8,113,100,NaN,-8,12,40,114,NaN,-3
702,NaN,NaN,,,,,NaN,,,,,NaN,
703,NaN,NaN,-8,-8,114,100,NaN,-8,12,40,114,NaN,-3
704,NaN,NaN,,,,,NaN,,,,,NaN,
705,NaN,NaN,-8,-8,114,100,NaN,-8,12,41,114,NaN,-3
706,NaN,NaN,,,,,NaN,,,,,NaN,
707,NaN,NaN,-8,-8,114,100,NaN,-8,12,41,114,NaN,-3
708,NaN,NaN,,,,,NaN,,,,,NaN,
709,NaN,NaN,-7,-7,114,100,NaN,-7,12,41,114,NaN,-3
710,NaN,NaN,,,,,NaN,,,,,NaN,
711,NaN,NaN,-6,-4,113,100,NaN,-8,12,41,114,NaN,-3
712,NaN,NaN,,,,,NaN,,,,,NaN,
713,NaN,NaN,-5,-3,113,100,NaN,-7,12,41,114,NaN,-3
714,NaN,NaN,,,,,NaN,,,,,NaN,
715,NaN,NaN,-5,-3,113,100,NaN,-6,12,41,114,NaN,-3
716,NaN,NaN,,,,,NaN,,,,,NaN,
717,NaN,NaN,-4,1,113,100,NaN,-4,12,41,113,NaN,-3
718,NaN,NaN,,,,,NaN,,,,,NaN,
719,NaN,NaN,10,20,113,100,NaN,9,12,41,114,NaN,-3
720,NaN,NaN,,,,,NaN,,,,,NaN,
721,NaN,NaN,10,18,113,100,NaN,10,12,40,114,NaN,-4
722,NaN,NaN,,,,,NaN,,,,,NaN,
723,NaN,NaN,10,18,113,100,NaN,10,12,40,114,NaN,-4
724,NaN,NaN,,,,,NaN,,,,,NaN,
725,NaN,NaN,10,15,113,100,NaN,7,12,40,114,NaN,-4
726,NaN,NaN,,,,,NaN,,,,,NaN,
727,NaN,NaN,9,12,113,100,NaN,7,12,40,114,NaN,-4
728,NaN,NaN,,,,,NaN,,,,,NaN,
729,NaN,NaN,12,27,113,100,NaN,-1,12,40,114,NaN,-4
730,NaN,NaN,,,,,NaN,,,,,NaN,
731,NaN,NaN,9,25,113,100,NaN,-10,12,40,113,NaN,-4
732,NaN,NaN,,,,,NaN,,,,,NaN,
733,NaN,NaN,9,25,113,100,NaN,-10,12,40,113,NaN,-4
734,NaN,NaN,,,,,NaN,,,,,NaN,
735,NaN,NaN,7,12,113,100,NaN,0,12,40,113,NaN,-4
736,NaN,NaN,,,,,NaN,,,,,NaN,
737,NaN,NaN,34,100,114,100,NaN,52,12,40,114,NaN,-4
738,NaN,NaN,,,,,NaN,,,,,NaN,
739,NaN,NaN,77,142,114,100,NaN,84,12,40,114,NaN,-4
740,NaN,NaN,,,,,NaN,,,,,NaN,
741,NaN,NaN,99,148,114,100,NaN,88,12,40,114,NaN,-4
742,NaN,NaN,,,,,NaN,,,,,NaN,
743,NaN,NaN,104,147,114,100,NaN,87,12,40,115,NaN,-4
744,NaN,NaN,,,,,NaN,,,,,NaN,
745,NaN,NaN,107,148,114,100,NaN,86,12,40,115,NaN,-4
746,NaN,NaN,,,,,NaN,,,,,NaN,
747,NaN,NaN,107,127,114,100,NaN,94,12,40,115,NaN,-4
748,NaN,NaN,,,,,NaN,,,,,NaN,
749,NaN,NaN,107,127,114,100,NaN,94,12,40,114,NaN,-4
750,NaN,NaN,,,,,NaN,,,,,NaN,
751,NaN,NaN,107,118,114,100,NaN,94,12,40,114,NaN,-4
752,NaN,NaN,,,,,NaN,,,,,NaN,
753,NaN,NaN,106,129,113,100,NaN,87,12,40,115,NaN,-4
754,NaN,NaN,,,,,NaN,,,,,NaN,
755,NaN,NaN,105,126,113,100,NaN,90,12,40,116,NaN,-5
756,NaN,NaN,,,,,NaN,,,,,NaN,
757,NaN,NaN,106,137,113,99,NaN,87,12,40,117,NaN,-5
758,NaN,NaN,,,,,NaN,,,,,NaN,
759,NaN,NaN,106,134,113,100,NaN,88,12,40,116,NaN,-5
760,NaN,NaN,,,,,NaN,,,,,NaN,
761,NaN,NaN,106,133,113,100,NaN,88,12,40,115,NaN,-5
762,NaN,NaN,,,,,NaN,,,,,NaN,
763,NaN,NaN,106,131,113,100,NaN,88,12,40,114,NaN,-5
764,NaN,NaN,,,,,NaN,,,,,NaN,
765,NaN,NaN,106,131,113,100,NaN,89,12,40,115,NaN,-5
766,NaN,NaN,,,,,NaN,,,,,NaN,
767,NaN,NaN,106,130,113,100,NaN,89,12,40,115,NaN,-5
768,NaN,NaN,,,,,NaN,,,,,NaN,
769,NaN,NaN,106,130,113,100,NaN,89,12,40,114,NaN,-5
770,NaN,NaN,,,,,NaN,,,,,NaN,
771,NaN,NaN,106,131,114,100,NaN,89,12,40,114,NaN,-5
772,NaN,NaN,,,,,NaN,,,,,NaN,
773,NaN,NaN,106,131,114,100,NaN,89,12,40,114,NaN,-6
774,NaN,NaN,,,,,NaN,,,,,NaN,
775,NaN,NaN,106,134,114,100,NaN,88,12,40,114,NaN,-6
776,NaN,NaN,,,,,NaN,,,,,NaN,
777,NaN,NaN,106,140,114,100,NaN,87,12,40,114,NaN,-6
778,NaN,NaN,,,,,NaN,,,,,NaN,
779,NaN,NaN,106,138,114,100,NaN,86,12,40,114,NaN,-6
780,NaN,NaN,,,,,NaN,,,,,NaN,
781,NaN,NaN,106,139,114,99,NaN,88,12,40,114,NaN,-6
782,NaN,NaN,,,,,NaN,,,,,NaN,
783,NaN,NaN,106,145,113,100,NaN,85,12,40,114,NaN,-6
784,NaN,NaN,,,,,NaN,,,,,NaN,
785,NaN,NaN,106,145,114,100,NaN,87,12,40,114,NaN,-6
786,NaN,NaN,,,,,NaN,,,,,NaN,
787,NaN,NaN,106,141,113,99,NaN,87,12,40,114,NaN,-6
788,NaN,NaN,,,,,NaN,,,,,NaN,
789,NaN,NaN,106,144,113,100,NaN,84,12,40,114,NaN,-6
790,NaN,NaN,,,,,NaN,,,,,NaN,
791,NaN,NaN,106,145,114,100,NaN,84,12,40,113,NaN,-6
792,NaN,NaN,,,,,NaN,,,,,NaN,
793,NaN,NaN,105,142,114,100,NaN,86,12,40,115,NaN,-6
794,NaN,NaN,,,,,NaN,,,,,NaN,
795,NaN,NaN,105,142,114,100,NaN,86,12,40,115,NaN,-6
796,NaN,NaN,,,,,NaN,,,,,NaN,
797,NaN,NaN,105,142,114,100,NaN,86,12,40,115,NaN,-6
798,NaN,NaN,,,,,NaN,,,,,NaN,
799,NaN,NaN,105,142,113,99,NaN,86,12,40,114,NaN,-6
800,NaN,NaN,,,,,NaN,,,,,NaN,
801,NaN,NaN,105,143,114,99,NaN,86,12,40,114,NaN,-6
802,NaN,NaN,,,,,NaN,,,,,NaN,
803,NaN,NaN,104,142,113,99,NaN,85,12,40,114,NaN,-6
804,NaN,NaN,,,,,NaN,,,,,NaN,
805,NaN,NaN,105,144,113,99,NaN,85,12,40,114,NaN,-6
806,NaN,NaN,,,,,NaN,,,,,NaN,
807,NaN,NaN,104,142,113,99,NaN,84,12,40,114,NaN,-6
808,NaN,NaN,,,,,NaN,,,,,NaN,
809,NaN,NaN,103,141,113,99,NaN,82,12,40,114,NaN,-6
810,NaN,NaN,,,,,NaN,,,,,NaN,
811,NaN,NaN,104,145,113,99,NaN,84,12,40,114,NaN,-6
812,NaN,NaN,,,,,NaN,,,,,NaN,
813,NaN,NaN,104,140,113,99,NaN,85,12,40,114,NaN,-6
814,NaN,NaN,,,,,NaN,,,,,NaN,
815,NaN,NaN,105,142,113,100,NaN,86,12,40,113,NaN,-6
816,NaN,NaN,,,,,NaN,,,,,NaN,
817,NaN,NaN,104,141,113,100,NaN,85,12,40,114,NaN,-6
818,NaN,NaN,,,,,NaN,,,,,NaN,
819,NaN,NaN,104,141,114,100,NaN,85,12,40,114,NaN,-6
820,NaN,NaN,,,,,NaN,,,,,NaN,
821,NaN,NaN,105,142,114,100,NaN,87,12,40,114,NaN,-6
822,NaN,NaN,,,,,NaN,,,,,NaN,
823,NaN,NaN,104,140,114,100,NaN,85,12,40,114,NaN,-6
824,NaN,NaN,,,,,NaN,,,,,NaN,
825,NaN,NaN,104,140,113,100,NaN,85,12,40,114,NaN,-6
826,NaN,NaN,,,,,NaN,,,,,NaN,
827,NaN,NaN,104,140,113,100,NaN,85,12,40,114,NaN,-6
828,NaN,NaN,,,,,NaN,,,,,NaN,
829,NaN,NaN,103,139,113,100,NaN,79,12,40,114,NaN,-6
830,NaN,NaN,,,,,NaN,,,,,NaN,
831,NaN,NaN,104,140,113,99,NaN,84,12,40,113,NaN,-6
832,NaN,NaN,,,,,NaN,,,,,NaN,
833,NaN,NaN,103,138,113,100,NaN,84,12,40,113,NaN,-6
834,NaN,NaN,,,,,NaN,,,,,NaN,
835,NaN,NaN,103,139,113,99,NaN,84,12,40,113,NaN,-6
836,NaN,NaN,,,,,NaN,,,,,NaN,
837,NaN,NaN,103,140,113,100,NaN,83,12,40,113,NaN,-7
838,NaN,NaN,,,,,NaN,,,,,NaN,
839,NaN,NaN,102,140,113,100,NaN,83,12,40,113,NaN,-7
840,NaN,NaN,,,,,NaN,,,,,NaN,
841,NaN,NaN,103,141,113,100,NaN,84,12,40,114,NaN,-7
842,NaN,NaN,,,,,NaN,,,,,NaN,
843,NaN,NaN,103,141,113,100,NaN,84,12,40,113,NaN,-7
844,NaN,NaN,,,,,NaN,,,,,NaN,
845,NaN,NaN,103,141,112,100,NaN,84,12,40,113,NaN,-7
846,NaN,NaN,,,,,NaN,,,,,NaN,
847,NaN,NaN,105,149,112,100,NaN,81,12,40,113,NaN,-7
848,NaN,NaN,,,,,NaN,,,,,NaN,
849,NaN,NaN,107,146,112,100,NaN,89,12,39,113,NaN,-7
850,NaN,NaN,,,,,NaN,,,,,NaN,
851,NaN,NaN,110,150,112,100,NaN,92,12,39,113,NaN,-7
852,NaN,NaN,,,,,NaN,,,,,NaN,
853,NaN,NaN,112,151,114,100,NaN,95,12,39,114,NaN,-7
854,NaN,NaN,,,,,NaN,,,,,NaN,
855,NaN,NaN,114,154,116,100,NaN,96,12,39,116,NaN,-7
856,NaN,NaN,,,,,NaN,,,,,NaN,
857,NaN,NaN,115,154,118,100,NaN,95,12,40,118,NaN,-7
858,NaN,NaN,,,,,NaN,,,,,NaN,
859,NaN,NaN,115,154,119,100,NaN,96,12,40,120,NaN,-7
860,NaN,NaN,,,,,NaN,,,,,NaN,
861,NaN,NaN,116,155,120,100,NaN,96,12,40,121,NaN,-7
862,NaN,NaN,,,,,NaN,,,,,NaN,
863,NaN,NaN,115,153,121,100,NaN,96,12,39,121,NaN,-7
864,NaN,NaN,,,,,NaN,,,,,NaN,
865,NaN,NaN,115,148,122,100,NaN,96,12,39,122,NaN,-7
