time,Solar8000/CVP,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,SNUADC/ECG_II,Solar8000/HR,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ART,Solar8000/PLETH_SPO2
7595,,NaN,,,,,NaN,,,NaN,,NaN,
7596,7,NaN,51,70,15,71,NaN,71,35,NaN,111,NaN,100
7597,,NaN,,,,,NaN,,,NaN,,NaN,
7598,7,NaN,51,70,15,71,NaN,71,35,NaN,112,NaN,100
7599,,NaN,,,,,NaN,,,NaN,,NaN,
7600,7,NaN,53,71,15,72,NaN,71,35,NaN,112,NaN,100
7601,,NaN,,,,,NaN,,,NaN,,NaN,
7602,7,NaN,52,71,15,72,NaN,72,34,NaN,113,NaN,100
7603,,NaN,,,,,NaN,,,NaN,,NaN,
7604,7,NaN,53,72,15,73,NaN,72,34,NaN,113,NaN,100
7605,,NaN,,,,,NaN,,,NaN,,NaN,
7606,7,NaN,52,72,15,73,NaN,72,34,NaN,113,NaN,100
7607,,NaN,,,,,NaN,,,NaN,,NaN,
7608,7,NaN,52,72,15,73,NaN,73,34,NaN,113,NaN,100
7609,,NaN,,,,,NaN,,,NaN,,NaN,
7610,7,NaN,51,71,15,73,NaN,72,34,NaN,112,NaN,100
7611,,NaN,,,,,NaN,,,NaN,,NaN,
7612,7,NaN,51,70,15,73,NaN,72,34,NaN,111,NaN,100
7613,,NaN,,,,,NaN,,,NaN,,NaN,
7614,7,NaN,50,70,15,73,NaN,72,34,NaN,111,NaN,100
7615,,NaN,,,,,NaN,,,NaN,,NaN,
7616,7,NaN,51,70,15,72,NaN,72,34,NaN,110,NaN,100
7617,,NaN,,,,,NaN,,,NaN,,NaN,
7618,7,NaN,50,70,15,72,NaN,72,34,NaN,111,NaN,100
7619,,NaN,,,,,NaN,,,NaN,,NaN,
7620,7,NaN,51,70,15,72,NaN,72,35,NaN,111,NaN,100
7621,,NaN,,,,,NaN,,,NaN,,NaN,
7622,7,NaN,51,70,15,72,NaN,71,35,NaN,112,NaN,100
7623,,NaN,,,,,NaN,,,NaN,,NaN,
7624,7,NaN,52,70,15,72,NaN,72,35,NaN,111,NaN,100
7625,,NaN,,,,,NaN,,,NaN,,NaN,
7626,7,NaN,51,70,15,72,NaN,71,35,NaN,112,NaN,100
7627,,NaN,,,,,NaN,,,NaN,,NaN,
7628,7,NaN,52,71,15,72,NaN,72,34,NaN,112,NaN,100
7629,,NaN,,,,,NaN,,,NaN,,NaN,
7630,7,NaN,51,70,15,72,NaN,71,34,NaN,111,NaN,100
7631,,NaN,,,,,NaN,,,NaN,,NaN,
7632,7,NaN,51,70,15,72,NaN,72,34,NaN,110,NaN,100
7633,,NaN,,,,,NaN,,,NaN,,NaN,
7634,7,NaN,50,70,15,72,NaN,72,35,NaN,110,NaN,100
7635,,NaN,,,,,NaN,,,NaN,,NaN,
7636,7,NaN,51,69,15,72,NaN,72,35,NaN,110,NaN,100
7637,,NaN,,,,,NaN,,,NaN,,NaN,
7638,7,NaN,50,70,15,72,NaN,72,35,NaN,110,NaN,100
7639,,NaN,,,,,NaN,,,NaN,,NaN,
7640,7,NaN,52,70,15,72,NaN,72,35,NaN,111,NaN,100
7641,,NaN,,,,,NaN,,,NaN,,NaN,
7642,7,NaN,51,71,15,72,NaN,72,35,NaN,112,NaN,100
7643,,NaN,,,,,NaN,,,NaN,,NaN,
7644,7,NaN,51,70,15,72,NaN,72,35,NaN,111,NaN,100
7645,,NaN,,,,,NaN,,,NaN,,NaN,
7646,7,NaN,50,70,15,72,NaN,72,34,NaN,112,NaN,100
7647,,NaN,,,,,NaN,,,NaN,,NaN,
7648,7,NaN,50,70,15,72,NaN,71,34,NaN,110,NaN,100
7649,,NaN,,,,,NaN,,,NaN,,NaN,
7650,7,NaN,50,70,15,72,NaN,71,34,NaN,110,NaN,100
7651,,NaN,,,,,NaN,,,NaN,,NaN,
7652,7,NaN,50,69,15,71,NaN,71,35,NaN,109,NaN,100
7653,,NaN,,,,,NaN,,,NaN,,NaN,
7654,7,NaN,50,69,15,71,NaN,71,35,NaN,110,NaN,100
7655,,NaN,,,,,NaN,,,NaN,,NaN,
7656,7,NaN,52,70,15,71,NaN,71,35,NaN,110,NaN,100
7657,,NaN,,,,,NaN,,,NaN,,NaN,
7658,7,NaN,51,70,15,72,NaN,71,34,NaN,112,NaN,100
7659,,NaN,,,,,NaN,,,NaN,,NaN,
7660,7,NaN,51,70,15,72,NaN,72,34,NaN,111,NaN,100
7661,,NaN,,,,,NaN,,,NaN,,NaN,
7662,7,NaN,50,70,15,72,NaN,72,34,NaN,111,NaN,100
7663,,NaN,,,,,NaN,,,NaN,,NaN,
7664,7,NaN,51,70,15,71,NaN,71,35,NaN,111,NaN,100
7665,,NaN,,,,,NaN,,,NaN,,NaN,
7666,7,NaN,51,70,15,71,NaN,70,35,NaN,111,NaN,100
7667,,NaN,,,,,NaN,,,NaN,,NaN,
7668,7,NaN,52,70,15,71,NaN,70,35,NaN,111,NaN,100
7669,,NaN,,,,,NaN,,,NaN,,NaN,
7670,7,NaN,58,71,15,71,NaN,70,35,NaN,113,NaN,100
7671,,NaN,,,,,NaN,,,NaN,,NaN,
7672,7,NaN,58,71,15,71,NaN,71,35,NaN,113,NaN,100
7673,,NaN,,,,,NaN,,,NaN,,NaN,
7674,7,NaN,44,44,15,72,NaN,71,35,NaN,44,NaN,100
7675,,NaN,,,,,NaN,,,NaN,,NaN,
7676,7,NaN,44,44,15,72,NaN,72,34,NaN,44,NaN,100
7677,,NaN,,,,,NaN,,,NaN,,NaN,
7678,7,NaN,34,34,15,72,NaN,71,34,NaN,34,NaN,100
7679,,NaN,,,,,NaN,,,NaN,,NaN,
7680,7,NaN,34,34,15,72,NaN,71,34,NaN,34,NaN,100
7681,,NaN,,,,,NaN,,,NaN,,NaN,
7682,7,NaN,30,30,15,72,NaN,71,34,NaN,30,NaN,100
7683,,NaN,,,,,NaN,,,NaN,,NaN,
7684,7,NaN,30,30,15,72,NaN,72,34,NaN,30,NaN,100
7685,,NaN,,,,,NaN,,,NaN,,NaN,
7686,7,NaN,27,27,15,72,NaN,72,34,NaN,27,NaN,100
7687,,NaN,,,,,NaN,,,NaN,,NaN,
7688,7,NaN,27,27,15,72,NaN,72,35,NaN,27,NaN,100
7689,,NaN,,,,,NaN,,,NaN,,NaN,
7690,7,NaN,25,25,15,72,NaN,72,35,NaN,25,NaN,100
7691,,NaN,,,,,NaN,,,NaN,,NaN,
7692,7,NaN,25,25,15,72,NaN,72,35,NaN,25,NaN,100
7693,,NaN,,,,,NaN,,,NaN,,NaN,
7694,7,NaN,32,32,15,71,NaN,71,35,NaN,32,NaN,100
7695,,NaN,,,,,NaN,,,NaN,,NaN,
7696,7,NaN,50,50,15,71,NaN,70,35,NaN,95,NaN,100
7697,,NaN,,,,,NaN,,,NaN,,NaN,
7698,7,NaN,49,58,15,71,NaN,70,35,NaN,99,NaN,100
7699,,NaN,,,,,NaN,,,NaN,,NaN,
7700,7,NaN,49,61,15,71,NaN,71,34,NaN,97,NaN,100
7701,,NaN,,,,,NaN,,,NaN,,NaN,
7702,7,NaN,48,63,15,71,NaN,71,34,NaN,96,NaN,100
7703,,NaN,,,,,NaN,,,NaN,,NaN,
7704,7,NaN,48,64,15,71,NaN,70,34,NaN,95,NaN,100
7705,,NaN,,,,,NaN,,,NaN,,NaN,
7706,7,NaN,47,64,15,71,NaN,70,34,NaN,96,NaN,100
7707,,NaN,,,,,NaN,,,NaN,,NaN,
7708,7,NaN,48,64,15,71,NaN,70,34,NaN,96,NaN,100
7709,,NaN,,,,,NaN,,,NaN,,NaN,
7710,7,NaN,48,65,15,71,NaN,70,34,NaN,98,NaN,100
7711,,NaN,,,,,NaN,,,NaN,,NaN,
7712,7,NaN,49,65,15,71,NaN,70,35,NaN,99,NaN,100
7713,,NaN,,,,,NaN,,,NaN,,NaN,
7714,7,NaN,48,65,15,71,NaN,70,35,NaN,100,NaN,100
7715,,NaN,,,,,NaN,,,NaN,,NaN,
7716,7,NaN,49,66,15,71,NaN,70,35,NaN,100,NaN,100
7717,,NaN,,,,,NaN,,,NaN,,NaN,
7718,7,NaN,48,66,15,71,NaN,70,35,NaN,102,NaN,100
7719,,NaN,,,,,NaN,,,NaN,,NaN,
7720,7,NaN,49,66,15,71,NaN,70,34,NaN,102,NaN,100
7721,,NaN,,,,,NaN,,,NaN,,NaN,
7722,7,NaN,48,67,15,71,NaN,70,34,NaN,104,NaN,100
7723,,NaN,,,,,NaN,,,NaN,,NaN,
7724,7,NaN,49,67,15,71,NaN,70,34,NaN,103,NaN,100
7725,,NaN,,,,,NaN,,,NaN,,NaN,
7726,7,NaN,48,67,15,71,NaN,70,34,NaN,104,NaN,100
7727,,NaN,,,,,NaN,,,NaN,,NaN,
7728,7,NaN,48,66,15,71,NaN,70,34,NaN,102,NaN,100
7729,,NaN,,,,,NaN,,,NaN,,NaN,
7730,7,NaN,48,66,15,70,NaN,70,34,NaN,103,NaN,100
7731,,NaN,,,,,NaN,,,NaN,,NaN,
7732,7,NaN,49,66,15,70,NaN,70,35,NaN,103,NaN,100
7733,,NaN,,,,,NaN,,,NaN,,NaN,
7734,7,NaN,49,66,15,70,NaN,70,35,NaN,106,NaN,100
7735,,NaN,,,,,NaN,,,NaN,,NaN,
7736,7,NaN,50,67,15,70,NaN,70,35,NaN,105,NaN,100
7737,,NaN,,,,,NaN,,,NaN,,NaN,
7738,7,NaN,49,67,15,70,NaN,69,35,NaN,106,NaN,100
7739,,NaN,,,,,NaN,,,NaN,,NaN,
7740,7,NaN,49,67,15,70,NaN,70,35,NaN,105,NaN,100
7741,,NaN,,,,,NaN,,,NaN,,NaN,
7742,7,NaN,49,67,15,70,NaN,70,35,NaN,107,NaN,100
7743,,NaN,,,,,NaN,,,NaN,,NaN,
7744,7,NaN,49,67,15,70,NaN,70,34,NaN,105,NaN,100
7745,,NaN,,,,,NaN,,,NaN,,NaN,
7746,7,NaN,49,67,15,71,NaN,70,34,NaN,107,NaN,100
7747,,NaN,,,,,NaN,,,NaN,,NaN,
7748,7,NaN,50,67,15,70,NaN,70,34,NaN,106,NaN,100
7749,,NaN,,,,,NaN,,,NaN,,NaN,
7750,7,NaN,49,67,15,70,NaN,70,34,NaN,108,NaN,100
7751,,NaN,,,,,NaN,,,NaN,,NaN,
7752,7,NaN,50,68,15,70,NaN,70,34,NaN,108,NaN,100
7753,,NaN,,,,,NaN,,,NaN,,NaN,
7754,7,NaN,50,68,15,71,NaN,70,34,NaN,109,NaN,100
7755,,NaN,,,,,NaN,,,NaN,,NaN,
7756,7,NaN,50,68,15,71,NaN,70,34,NaN,108,NaN,100
7757,,NaN,,,,,NaN,,,NaN,,NaN,
7758,7,NaN,49,68,15,71,NaN,70,34,NaN,108,NaN,100
7759,,NaN,,,,,NaN,,,NaN,,NaN,
7760,7,NaN,50,68,15,70,NaN,70,34,NaN,108,NaN,100
7761,,NaN,,,,,NaN,,,NaN,,NaN,
7762,7,NaN,49,68,15,70,NaN,69,34,NaN,109,NaN,100
7763,,NaN,,,,,NaN,,,NaN,,NaN,
7764,7,NaN,50,68,15,70,NaN,69,35,NaN,108,NaN,100
7765,,NaN,,,,,NaN,,,NaN,,NaN,
7766,7,NaN,49,68,15,70,NaN,69,35,NaN,108,NaN,100
7767,,NaN,,,,,NaN,,,NaN,,NaN,
7768,7,NaN,50,67,15,70,NaN,69,35,NaN,107,NaN,100
7769,,NaN,,,,,NaN,,,NaN,,NaN,
7770,7,NaN,49,68,15,70,NaN,69,34,NaN,108,NaN,100
7771,,NaN,,,,,NaN,,,NaN,,NaN,
7772,7,NaN,50,68,15,70,NaN,70,34,NaN,108,NaN,100
7773,,NaN,,,,,NaN,,,NaN,,NaN,
7774,7,NaN,50,68,15,70,NaN,70,34,NaN,109,NaN,100
7775,,NaN,,,,,NaN,,,NaN,,NaN,
7776,7,NaN,49,68,15,70,NaN,70,34,NaN,107,NaN,100
7777,,NaN,,,,,NaN,,,NaN,,NaN,
7778,7,NaN,49,67,15,70,NaN,70,34,NaN,108,NaN,100
7779,,NaN,,,,,NaN,,,NaN,,NaN,
7780,7,NaN,49,67,15,70,NaN,69,34,NaN,107,NaN,100
7781,,NaN,,,,,NaN,,,NaN,,NaN,
7782,7,NaN,48,67,15,69,NaN,69,34,NaN,108,NaN,100
7783,,NaN,,,,,NaN,,,NaN,,NaN,
7784,7,NaN,49,67,15,69,NaN,68,34,NaN,107,NaN,100
7785,,NaN,,,,,NaN,,,NaN,,NaN,
7786,7,NaN,49,67,15,69,NaN,68,34,NaN,108,NaN,100
7787,,NaN,,,,,NaN,,,NaN,,NaN,
7788,7,NaN,50,67,15,69,NaN,69,34,NaN,107,NaN,100
7789,,NaN,,,,,NaN,,,NaN,,NaN,
7790,7,NaN,49,68,15,70,NaN,69,34,NaN,109,NaN,100
7791,,NaN,,,,,NaN,,,NaN,,NaN,
7792,7,NaN,50,68,15,70,NaN,70,34,NaN,108,NaN,100
7793,,NaN,,,,,NaN,,,NaN,,NaN,
7794,7,NaN,50,69,15,71,NaN,70,34,NaN,110,NaN,100
7795,,NaN,,,,,NaN,,,NaN,,NaN,
7796,7,NaN,50,68,15,71,NaN,70,34,NaN,108,NaN,100
7797,,NaN,,,,,NaN,,,NaN,,NaN,
7798,7,NaN,49,68,15,71,NaN,70,34,NaN,109,NaN,100
7799,,NaN,,,,,NaN,,,NaN,,NaN,
7800,7,NaN,49,68,15,70,NaN,70,34,NaN,108,NaN,100
7801,,NaN,,,,,NaN,,,NaN,,NaN,
7802,7,NaN,48,67,15,70,NaN,69,34,NaN,107,NaN,100
7803,,NaN,,,,,NaN,,,NaN,,NaN,
7804,7,NaN,49,66,15,70,NaN,69,34,NaN,106,NaN,100
7805,,NaN,,,,,NaN,,,NaN,,NaN,
7806,7,NaN,49,67,15,69,NaN,69,34,NaN,108,NaN,100
7807,,NaN,,,,,NaN,,,NaN,,NaN,
7808,7,NaN,50,67,15,69,NaN,69,34,NaN,108,NaN,100
7809,,NaN,,,,,NaN,,,NaN,,NaN,
7810,7,NaN,49,67,15,69,NaN,68,34,NaN,108,NaN,100
7811,,NaN,,,,,NaN,,,NaN,,NaN,
7812,7,NaN,50,67,15,69,NaN,68,34,NaN,108,NaN,100
7813,,NaN,,,,,NaN,,,NaN,,NaN,
7814,7,NaN,49,67,15,69,NaN,68,34,NaN,108,NaN,100
7815,,NaN,,,,,NaN,,,NaN,,NaN,
7816,7,NaN,50,67,15,69,NaN,68,34,NaN,108,NaN,100
7817,,NaN,,,,,NaN,,,NaN,,NaN,
7818,7,NaN,48,67,15,69,NaN,68,34,NaN,108,NaN,100
7819,,NaN,,,,,NaN,,,NaN,,NaN,
7820,7,NaN,48,66,15,69,NaN,68,34,NaN,106,NaN,100
7821,,NaN,,,,,NaN,,,NaN,,NaN,
7822,7,NaN,48,66,15,69,NaN,68,34,NaN,106,NaN,100
7823,,NaN,,,,,NaN,,,NaN,,NaN,
7824,7,NaN,49,66,15,69,NaN,68,34,NaN,106,NaN,100
7825,,NaN,,,,,NaN,,,NaN,,NaN,
7826,7,NaN,49,67,15,69,NaN,68,34,NaN,108,NaN,100
7827,,NaN,,,,,NaN,,,NaN,,NaN,
7828,7,NaN,49,67,15,69,NaN,69,34,NaN,107,NaN,100
7829,,NaN,,,,,NaN,,,NaN,,NaN,
7830,7,NaN,49,67,15,70,NaN,69,34,NaN,108,NaN,100
7831,,NaN,,,,,NaN,,,NaN,,NaN,
7832,7,NaN,49,67,15,70,NaN,69,34,NaN,107,NaN,100
7833,,NaN,,,,,NaN,,,NaN,,NaN,
7834,7,NaN,48,67,15,70,NaN,69,34,NaN,106,NaN,100
7835,,NaN,,,,,NaN,,,NaN,,NaN,
7836,7,NaN,49,66,15,69,NaN,69,34,NaN,106,NaN,100
7837,,NaN,,,,,NaN,,,NaN,,NaN,
7838,7,NaN,48,66,15,70,NaN,69,34,NaN,107,NaN,100
7839,,NaN,,,,,NaN,,,NaN,,NaN,
7840,7,NaN,49,66,15,70,NaN,69,34,NaN,106,NaN,100
7841,,NaN,,,,,NaN,,,NaN,,NaN,
7842,7,NaN,48,66,15,70,NaN,69,34,NaN,106,NaN,100
7843,,NaN,,,,,NaN,,,NaN,,NaN,
7844,7,NaN,48,65,15,70,NaN,70,34,NaN,105,NaN,100
7845,,NaN,,,,,NaN,,,NaN,,NaN,
7846,7,NaN,48,66,15,70,NaN,69,34,NaN,107,NaN,100
7847,,NaN,,,,,NaN,,,NaN,,NaN,
7848,7,NaN,49,66,15,70,NaN,69,34,NaN,106,NaN,100
7849,,NaN,,,,,NaN,,,NaN,,NaN,
7850,7,NaN,49,66,15,69,NaN,68,34,NaN,107,NaN,100
7851,,NaN,,,,,NaN,,,NaN,,NaN,
7852,7,NaN,49,66,15,69,NaN,68,34,NaN,106,NaN,100
7853,,NaN,,,,,NaN,,,NaN,,NaN,
7854,7,NaN,48,66,15,69,NaN,68,34,NaN,107,NaN,100
7855,,NaN,,,,,NaN,,,NaN,,NaN,
7856,7,NaN,49,66,15,68,NaN,68,34,NaN,105,NaN,100
7857,,NaN,,,,,NaN,,,NaN,,NaN,
7858,7,NaN,48,66,15,68,NaN,67,34,NaN,105,NaN,100
7859,,NaN,,,,,NaN,,,NaN,,NaN,
7860,7,NaN,48,65,15,67,NaN,67,34,NaN,104,NaN,100
7861,,NaN,,,,,NaN,,,NaN,,NaN,
7862,7,NaN,48,66,15,67,NaN,67,34,NaN,105,NaN,100
7863,,NaN,,,,,NaN,,,NaN,,NaN,
7864,7,NaN,49,66,15,68,NaN,67,34,NaN,105,NaN,100
7865,,NaN,,,,,NaN,,,NaN,,NaN,
7866,7,NaN,49,66,15,69,NaN,68,34,NaN,107,NaN,100
7867,,NaN,,,,,NaN,,,NaN,,NaN,
7868,7,NaN,50,67,15,69,NaN,69,34,NaN,107,NaN,100
7869,,NaN,,,,,NaN,,,NaN,,NaN,
7870,7,NaN,49,67,15,70,NaN,69,34,NaN,107,NaN,100
7871,,NaN,,,,,NaN,,,NaN,,NaN,
7872,7,NaN,49,66,15,70,NaN,69,34,NaN,105,NaN,100
7873,,NaN,,,,,NaN,,,NaN,,NaN,
7874,6,NaN,49,67,15,70,NaN,69,34,NaN,107,NaN,100
7875,,NaN,,,,,NaN,,,NaN,,NaN,
7876,6,NaN,50,66,15,69,NaN,69,34,NaN,106,NaN,100
7877,,NaN,,,,,NaN,,,NaN,,NaN,
7878,7,NaN,49,67,15,69,NaN,69,34,NaN,107,NaN,100
7879,,NaN,,,,,NaN,,,NaN,,NaN,
7880,7,NaN,50,67,15,69,NaN,68,34,NaN,106,NaN,100
7881,,NaN,,,,,NaN,,,NaN,,NaN,
7882,6,NaN,49,67,15,69,NaN,68,34,NaN,106,NaN,100
7883,,NaN,,,,,NaN,,,NaN,,NaN,
7884,6,NaN,49,66,15,69,NaN,69,34,NaN,105,NaN,100
7885,,NaN,,,,,NaN,,,NaN,,NaN,
7886,6,NaN,48,66,15,69,NaN,69,34,NaN,106,NaN,100
7887,,NaN,,,,,NaN,,,NaN,,NaN,
7888,6,NaN,48,65,15,69,NaN,68,34,NaN,103,NaN,100
7889,,NaN,,,,,NaN,,,NaN,,NaN,
7890,6,NaN,48,65,15,69,NaN,68,34,NaN,105,NaN,100
7891,,NaN,,,,,NaN,,,NaN,,NaN,
7892,6,NaN,49,65,15,69,NaN,68,34,NaN,104,NaN,100
7893,,NaN,,,,,NaN,,,NaN,,NaN,
7894,6,NaN,48,66,15,69,NaN,68,34,NaN,105,NaN,100
7895,,NaN,,,,,NaN,,,NaN,,NaN,
7896,6,NaN,50,66,15,69,NaN,69,34,NaN,105,NaN,100
7897,,NaN,,,,,NaN,,,NaN,,NaN,
7898,6,NaN,49,66,15,70,NaN,69,34,NaN,106,NaN,100
7899,,NaN,,,,,NaN,,,NaN,,NaN,
7900,6,NaN,49,66,15,69,NaN,69,34,NaN,104,NaN,100
7901,,NaN,,,,,NaN,,,NaN,,NaN,
7902,6,NaN,48,66,15,69,NaN,69,33,NaN,105,NaN,100
7903,,NaN,,,,,NaN,,,NaN,,NaN,
7904,6,NaN,49,66,15,69,NaN,69,33,NaN,104,NaN,100
7905,,NaN,,,,,NaN,,,NaN,,NaN,
7906,6,NaN,49,66,15,69,NaN,68,33,NaN,105,NaN,100
7907,,NaN,,,,,NaN,,,NaN,,NaN,
7908,6,NaN,50,66,15,69,NaN,69,33,NaN,104,NaN,100
7909,,NaN,,,,,NaN,,,NaN,,NaN,
7910,6,NaN,49,66,15,69,NaN,69,33,NaN,105,NaN,100
7911,,NaN,,,,,NaN,,,NaN,,NaN,
7912,7,NaN,50,66,15,70,NaN,69,33,NaN,104,NaN,100
7913,,NaN,,,,,NaN,,,NaN,,NaN,
7914,7,NaN,49,67,15,70,NaN,70,33,NaN,105,NaN,100
7915,,NaN,,,,,NaN,,,NaN,,NaN,
7916,7,NaN,50,67,15,70,NaN,70,33,NaN,106,NaN,100
7917,,NaN,,,,,NaN,,,NaN,,NaN,
7918,7,NaN,50,68,15,71,NaN,70,33,NaN,107,NaN,100
7919,,NaN,,,,,NaN,,,NaN,,NaN,
7920,7,NaN,51,68,15,71,NaN,70,34,NaN,107,NaN,100
7921,,NaN,,,,,NaN,,,NaN,,NaN,
7922,7,NaN,50,68,15,71,NaN,70,34,NaN,107,NaN,100
7923,,NaN,,,,,NaN,,,NaN,,NaN,
7924,7,NaN,50,67,15,70,NaN,70,34,NaN,106,NaN,100
7925,,NaN,,,,,NaN,,,NaN,,NaN,
7926,7,NaN,49,67,15,70,NaN,70,34,NaN,106,NaN,100
7927,,NaN,,,,,NaN,,,NaN,,NaN,
7928,7,NaN,49,66,15,70,NaN,70,34,NaN,104,NaN,100
7929,,NaN,,,,,NaN,,,NaN,,NaN,
7930,7,NaN,48,66,15,69,NaN,69,34,NaN,105,NaN,100
7931,,NaN,,,,,NaN,,,NaN,,NaN,
7932,7,NaN,49,65,15,69,NaN,68,34,NaN,103,NaN,100
7933,,NaN,,,,,NaN,,,NaN,,NaN,
7934,7,NaN,49,66,15,68,NaN,68,34,NaN,105,NaN,100
7935,,NaN,,,,,NaN,,,NaN,,NaN,
7936,7,NaN,50,66,15,68,NaN,67,34,NaN,105,NaN,100
7937,,NaN,,,,,NaN,,,NaN,,NaN,
7938,7,NaN,50,67,15,68,NaN,67,33,NaN,106,NaN,100
7939,,NaN,,,,,NaN,,,NaN,,NaN,
7940,7,NaN,50,66,15,68,NaN,68,33,NaN,106,NaN,100
7941,,NaN,,,,,NaN,,,NaN,,NaN,
7942,6,NaN,49,66,15,68,NaN,68,33,NaN,105,NaN,100
7943,,NaN,,,,,NaN,,,NaN,,NaN,
7944,6,NaN,49,66,15,69,NaN,68,34,NaN,104,NaN,100
7945,,NaN,,,,,NaN,,,NaN,,NaN,
7946,6,NaN,48,66,15,69,NaN,68,34,NaN,106,NaN,100
7947,,NaN,,,,,NaN,,,NaN,,NaN,
7948,6,NaN,48,65,15,68,NaN,68,34,NaN,103,NaN,100
7949,,NaN,,,,,NaN,,,NaN,,NaN,
7950,6,NaN,49,65,15,68,NaN,67,34,NaN,104,NaN,100
7951,,NaN,,,,,NaN,,,NaN,,NaN,
7952,6,NaN,50,66,15,67,NaN,66,34,NaN,104,NaN,100
7953,,NaN,,,,,NaN,,,NaN,,NaN,
7954,7,NaN,50,67,15,67,NaN,66,34,NaN,106,NaN,100
7955,,NaN,,,,,NaN,,,NaN,,NaN,
7956,7,NaN,51,67,15,68,NaN,67,33,NaN,106,NaN,100
7957,,NaN,,,,,NaN,,,NaN,,NaN,
7958,6,NaN,50,67,15,69,NaN,69,33,NaN,107,NaN,100
7959,,NaN,,,,,NaN,,,NaN,,NaN,
7960,6,NaN,50,67,15,70,NaN,70,33,NaN,105,NaN,100
7961,,NaN,,,,,NaN,,,NaN,,NaN,
7962,6,NaN,49,66,15,71,NaN,71,33,NaN,105,NaN,100
7963,,NaN,,,,,NaN,,,NaN,,NaN,
7964,6,NaN,49,66,15,71,NaN,71,33,NaN,104,NaN,100
7965,,NaN,,,,,NaN,,,NaN,,NaN,
7966,6,NaN,48,65,15,70,NaN,70,33,NaN,104,NaN,100
7967,,NaN,,,,,NaN,,,NaN,,NaN,
7968,6,NaN,49,65,15,69,NaN,69,33,NaN,103,NaN,100
7969,,NaN,,,,,NaN,,,NaN,,NaN,
7970,6,NaN,49,65,15,69,NaN,68,33,NaN,104,NaN,100
7971,,NaN,,,,,NaN,,,NaN,,NaN,
7972,7,NaN,50,66,15,68,NaN,68,33,NaN,104,NaN,100
7973,,NaN,,,,,NaN,,,NaN,,NaN,
7974,7,NaN,50,66,15,69,NaN,68,33,NaN,106,NaN,100
7975,,NaN,,,,,NaN,,,NaN,,NaN,
7976,6,NaN,50,66,15,69,NaN,68,33,NaN,104,NaN,100
7977,,NaN,,,,,NaN,,,NaN,,NaN,
7978,6,NaN,49,66,15,69,NaN,68,33,NaN,105,NaN,100
7979,,NaN,,,,,NaN,,,NaN,,NaN,
7980,7,NaN,49,65,15,69,NaN,68,33,NaN,103,NaN,100
7981,,NaN,,,,,NaN,,,NaN,,NaN,
7982,7,NaN,48,65,15,69,NaN,68,33,NaN,103,NaN,100
7983,,NaN,,,,,NaN,,,NaN,,NaN,
7984,7,NaN,49,65,15,68,NaN,68,33,NaN,103,NaN,100
7985,,NaN,,,,,NaN,,,NaN,,NaN,
7986,7,NaN,48,65,15,68,NaN,68,33,NaN,104,NaN,100
7987,,NaN,,,,,NaN,,,NaN,,NaN,
7988,7,NaN,49,65,15,68,NaN,68,33,NaN,102,NaN,100
7989,,NaN,,,,,NaN,,,NaN,,NaN,
7990,7,NaN,48,65,15,68,NaN,68,33,NaN,103,NaN,100
7991,,NaN,,,,,NaN,,,NaN,,NaN,
7992,7,NaN,49,65,15,69,NaN,68,33,NaN,103,NaN,100
7993,,NaN,,,,,NaN,,,NaN,,NaN,
7994,7,NaN,48,65,15,69,NaN,68,33,NaN,105,NaN,100
7995,,NaN,,,,,NaN,,,NaN,,NaN,
7996,7,NaN,49,65,15,69,NaN,68,33,NaN,104,NaN,100
7997,,NaN,,,,,NaN,,,NaN,,NaN,
7998,7,NaN,49,66,15,68,NaN,68,33,NaN,104,NaN,100
7999,,NaN,,,,,NaN,,,NaN,,NaN,
8000,7,NaN,50,66,15,68,NaN,68,33,NaN,103,NaN,100
8001,,NaN,,,,,NaN,,,NaN,,NaN,
8002,7,NaN,49,66,15,69,NaN,68,33,NaN,104,NaN,100
8003,,NaN,,,,,NaN,,,NaN,,NaN,
8004,7,NaN,50,66,15,69,NaN,69,33,NaN,104,NaN,100
8005,,NaN,,,,,NaN,,,NaN,,NaN,
8006,7,NaN,50,66,15,70,NaN,70,33,NaN,106,NaN,100
8007,,NaN,,,,,NaN,,,NaN,,NaN,
8008,7,NaN,51,67,15,70,NaN,70,33,NaN,105,NaN,100
8009,,NaN,,,,,NaN,,,NaN,,NaN,
8010,7,NaN,50,67,15,71,NaN,70,33,NaN,106,NaN,100
8011,,NaN,,,,,NaN,,,NaN,,NaN,
8012,7,NaN,50,67,15,71,NaN,70,33,NaN,105,NaN,100
8013,,NaN,,,,,NaN,,,NaN,,NaN,
8014,6,NaN,49,66,15,71,NaN,70,33,NaN,105,NaN,100
8015,,NaN,,,,,NaN,,,NaN,,NaN,
8016,6,NaN,50,66,15,70,NaN,70,33,NaN,103,NaN,100
8017,,NaN,,,,,NaN,,,NaN,,NaN,
8018,6,NaN,49,66,15,70,NaN,69,33,NaN,105,NaN,100
8019,,NaN,,,,,NaN,,,NaN,,NaN,
