time,Solar8000/CVP,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,SNUADC/ECG_II,Solar8000/HR,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ART,Solar8000/PLETH_SPO2
0,,NaN,,,,,NaN,,,NaN,,NaN,
1,,-495.6260070800781,,,,,-4.9562602043151855,,,-4.9562602043151855,,-496.78717041015625,
2,,-495.6240234375,,,,,-4.956240177154541,,,-4.956240177154541,,-496.7851867675781,
3,246,NaN,248,248,,82,NaN,82,,NaN,248,NaN,98
4,,NaN,,,,,NaN,,,NaN,,NaN,
5,246,NaN,248,248,,83,NaN,82,,NaN,248,NaN,98
6,,NaN,,,,,NaN,,,NaN,,NaN,
7,246,NaN,248,248,,83,NaN,83,,NaN,248,NaN,98
8,,NaN,,,,,NaN,,,NaN,,NaN,
9,246,NaN,248,248,,84,NaN,83,,NaN,248,NaN,98
10,,NaN,,,,,NaN,,,NaN,,NaN,
11,246,NaN,248,248,,82,NaN,82,,NaN,248,NaN,98
12,,NaN,,,,,NaN,,,NaN,,NaN,
13,246,NaN,248,248,,82,NaN,81,,NaN,248,NaN,98
14,,NaN,,,,,NaN,,,NaN,,NaN,
15,246,NaN,248,248,,81,NaN,80,,NaN,248,NaN,98
16,,NaN,,,,,NaN,,,NaN,,NaN,
17,246,NaN,248,248,,80,NaN,80,,NaN,248,NaN,98
18,,NaN,,,,,NaN,,,NaN,,NaN,
19,246,NaN,248,248,,81,NaN,81,,NaN,248,NaN,98
20,,NaN,,,,,NaN,,,NaN,,NaN,
21,246,NaN,248,248,,82,NaN,81,,NaN,248,NaN,98
22,,NaN,,,,,NaN,,,NaN,,NaN,
23,246,NaN,248,248,,84,NaN,84,,NaN,248,NaN,98
24,,NaN,,,,,NaN,,,NaN,,NaN,
25,246,NaN,248,248,,83,NaN,83,,NaN,248,NaN,98
26,,NaN,,,,,NaN,,,NaN,,NaN,
27,246,NaN,248,248,,84,NaN,82,,NaN,248,NaN,98
28,,NaN,,,,,NaN,,,NaN,,NaN,
29,246,NaN,248,248,,82,NaN,81,,NaN,248,NaN,98
30,,NaN,,,,,NaN,,,NaN,,NaN,
31,246,NaN,248,248,,82,NaN,82,,NaN,248,NaN,98
32,,NaN,,,,,NaN,,,NaN,,NaN,
33,246,NaN,248,248,,82,NaN,81,,NaN,248,NaN,99
34,,NaN,,,,,NaN,,,NaN,,NaN,
35,246,NaN,248,248,,80,NaN,80,,NaN,248,NaN,99
36,,NaN,,,,,NaN,,,NaN,,NaN,
37,246,NaN,248,248,,80,NaN,79,,NaN,248,NaN,99
38,,NaN,,,,,NaN,,,NaN,,NaN,
39,246,NaN,248,248,,80,NaN,79,,NaN,248,NaN,99
40,,NaN,,,,,NaN,,,NaN,,NaN,
41,246,NaN,248,248,,80,NaN,79,,NaN,248,NaN,99
42,,NaN,,,,,NaN,,,NaN,,NaN,
43,246,NaN,248,248,,80,NaN,80,,NaN,248,NaN,99
44,,NaN,,,,,NaN,,,NaN,,NaN,
45,246,NaN,248,248,,79,NaN,79,,NaN,248,NaN,98
46,,NaN,,,,,NaN,,,NaN,,NaN,
47,246,NaN,248,248,,79,NaN,78,,NaN,248,NaN,98
48,,NaN,,,,,NaN,,,NaN,,NaN,
49,246,NaN,248,248,,78,NaN,77,,NaN,248,NaN,98
50,,NaN,,,,,NaN,,,NaN,,NaN,
51,246,NaN,248,248,,77,NaN,77,,NaN,248,NaN,98
52,,NaN,,,,,NaN,,,NaN,,NaN,
53,246,NaN,248,248,,78,NaN,77,,NaN,248,NaN,98
54,,NaN,,,,,NaN,,,NaN,,NaN,
55,246,NaN,248,248,,79,NaN,78,,NaN,248,NaN,98
56,,NaN,,,,,NaN,,,NaN,,NaN,
57,246,NaN,248,248,,80,NaN,80,,NaN,248,NaN,98
58,,NaN,,,,,NaN,,,NaN,,NaN,
59,246,NaN,248,248,,81,NaN,81,,NaN,248,NaN,98
60,,NaN,,,,,NaN,,,NaN,,NaN,
61,246,NaN,248,248,,82,NaN,82,,NaN,248,NaN,97
62,,NaN,,,,,NaN,,,NaN,,NaN,
63,246,NaN,248,248,,83,NaN,82,,NaN,248,NaN,97
64,,NaN,,,,,NaN,,,NaN,,NaN,
65,246,NaN,248,248,,82,NaN,82,,NaN,248,NaN,97
66,,NaN,,,,,NaN,,,NaN,,NaN,
67,246,NaN,248,248,,82,NaN,81,,NaN,248,NaN,97
68,,NaN,,,,,NaN,,,NaN,,NaN,
69,246,NaN,248,248,,81,NaN,80,,NaN,248,NaN,97
70,,NaN,,,,,NaN,,,NaN,,NaN,
71,246,NaN,248,248,,81,NaN,80,,NaN,248,NaN,97
72,,NaN,,,,,NaN,,,NaN,,NaN,
73,246,NaN,248,248,,82,NaN,81,,NaN,248,NaN,97
74,,NaN,,,,,NaN,,,NaN,,NaN,
75,246,NaN,248,248,,83,NaN,82,,NaN,248,NaN,97
76,,NaN,,,,,NaN,,,NaN,,NaN,
77,246,NaN,248,248,,83,NaN,83,,NaN,248,NaN,97
78,,NaN,,,,,NaN,,,NaN,,NaN,
79,246,NaN,248,248,,85,NaN,84,,NaN,248,NaN,97
80,,NaN,,,,,NaN,,,NaN,,NaN,
81,246,NaN,248,248,,86,NaN,85,,NaN,248,NaN,97
82,,NaN,,,,,NaN,,,NaN,,NaN,
83,246,NaN,248,248,,85,NaN,85,,NaN,248,NaN,97
84,,NaN,,,,,NaN,,,NaN,,NaN,
85,246,NaN,248,248,,85,NaN,84,,NaN,248,NaN,97
86,,NaN,,,,,NaN,,,NaN,,NaN,
87,246,NaN,248,248,,87,NaN,86,,NaN,248,NaN,97
88,,NaN,,,,,NaN,,,NaN,,NaN,
89,246,NaN,248,248,,88,NaN,88,,NaN,248,NaN,97
90,,NaN,,,,,NaN,,,NaN,,NaN,
91,246,NaN,248,248,,88,NaN,88,,NaN,248,NaN,97
92,,NaN,,,,,NaN,,,NaN,,NaN,
93,246,NaN,248,248,,87,NaN,86,,NaN,248,NaN,97
94,,NaN,,,,,NaN,,,NaN,,NaN,
95,246,NaN,248,248,,84,NaN,84,,NaN,248,NaN,97
96,,NaN,,,,,NaN,,,NaN,,NaN,
97,246,NaN,248,248,,84,NaN,83,,NaN,248,NaN,97
98,,NaN,,,,,NaN,,,NaN,,NaN,
99,246,NaN,248,248,,84,NaN,84,,NaN,248,NaN,97
100,,NaN,,,,,NaN,,,NaN,,NaN,
101,246,NaN,248,248,,84,NaN,84,,NaN,248,NaN,97
102,,NaN,,,,,NaN,,,NaN,,NaN,
103,246,NaN,248,248,,85,NaN,84,,NaN,248,NaN,97
104,,NaN,,,,,NaN,,,NaN,,NaN,
105,246,NaN,248,248,,84,NaN,83,,NaN,248,NaN,97
106,,NaN,,,,,NaN,,,NaN,,NaN,
107,246,NaN,248,248,,83,NaN,83,,NaN,248,NaN,98
108,,NaN,,,,,NaN,,,NaN,,NaN,
109,246,NaN,248,248,,83,NaN,82,,NaN,248,NaN,98
110,,NaN,,,,,NaN,,,NaN,,NaN,
111,246,NaN,248,248,,83,NaN,82,,NaN,248,NaN,98
112,,NaN,,,,,NaN,,,NaN,,NaN,
113,246,NaN,248,248,,84,NaN,83,,NaN,248,NaN,98
114,,NaN,,,,,NaN,,,NaN,,NaN,
115,246,NaN,248,248,,85,NaN,84,,NaN,248,NaN,98
116,,NaN,,,,,NaN,,,NaN,,NaN,
117,246,NaN,248,248,,85,NaN,84,,NaN,248,NaN,98
118,,NaN,,,,,NaN,,,NaN,,NaN,
119,246,NaN,248,248,,85,NaN,84,,NaN,248,NaN,98
120,,NaN,,,,,NaN,,,NaN,,NaN,
121,246,NaN,248,248,,85,NaN,85,,NaN,248,NaN,98
122,,NaN,,,,,NaN,,,NaN,,NaN,
123,246,NaN,248,248,,86,NaN,87,,NaN,248,NaN,98
124,,NaN,,,,,NaN,,,NaN,,NaN,
125,246,NaN,248,248,,87,NaN,87,,NaN,248,NaN,98
126,,NaN,,,,,NaN,,,NaN,,NaN,
127,246,NaN,248,248,,87,NaN,87,,NaN,248,NaN,98
128,,NaN,,,,,NaN,,,NaN,,NaN,
129,246,NaN,248,248,,86,NaN,85,,NaN,248,NaN,97
130,,NaN,,,,,NaN,,,NaN,,NaN,
131,246,NaN,248,248,,85,NaN,84,,NaN,248,NaN,97
132,,NaN,,,,,NaN,,,NaN,,NaN,
133,246,NaN,248,248,,84,NaN,83,,NaN,248,NaN,97
134,,NaN,,,,,NaN,,,NaN,,NaN,
135,246,NaN,248,248,,84,NaN,83,,NaN,248,NaN,98
136,,NaN,,,,,NaN,,,NaN,,NaN,
137,246,NaN,248,248,,84,NaN,83,,NaN,248,NaN,98
138,,NaN,,,,,NaN,,,NaN,,NaN,
139,246,NaN,248,248,,85,NaN,85,,NaN,248,NaN,97
140,,NaN,,,,,NaN,,,NaN,,NaN,
141,246,NaN,248,248,,86,NaN,86,,NaN,248,NaN,97
142,,NaN,,,,,NaN,,,NaN,,NaN,
143,246,NaN,248,248,,87,NaN,87,,NaN,248,NaN,97
144,,NaN,,,,,NaN,,,NaN,,NaN,
145,246,NaN,248,248,,87,NaN,87,,NaN,248,NaN,97
146,,NaN,,,,,NaN,,,NaN,,NaN,
147,246,NaN,248,248,,86,NaN,83,,NaN,248,NaN,97
148,,NaN,,,,,NaN,,,NaN,,NaN,
149,246,NaN,248,248,,84,NaN,82,,NaN,248,NaN,97
150,,NaN,,,,,NaN,,,NaN,,NaN,
151,246,NaN,248,248,,82,NaN,80,,NaN,248,NaN,97
152,,NaN,,,,,NaN,,,NaN,,NaN,
153,246,NaN,248,248,,80,NaN,79,,NaN,248,NaN,97
154,,NaN,,,,,NaN,,,NaN,,NaN,
155,246,NaN,248,248,,79,NaN,79,,NaN,248,NaN,97
156,,NaN,,,,,NaN,,,NaN,,NaN,
157,246,NaN,248,248,,80,NaN,79,,NaN,248,NaN,98
158,,NaN,,,,,NaN,,,NaN,,NaN,
159,246,NaN,248,248,,80,NaN,80,,NaN,248,NaN,98
160,,NaN,,,,,NaN,,,NaN,,NaN,
161,246,NaN,248,248,,80,NaN,80,,NaN,248,NaN,98
162,,NaN,,,,,NaN,,,NaN,,NaN,
163,246,NaN,248,248,,80,NaN,80,,NaN,248,NaN,98
164,,NaN,,,,,NaN,,,NaN,,NaN,
165,246,NaN,248,248,,80,NaN,80,,NaN,248,NaN,97
166,,NaN,,,,,NaN,,,NaN,,NaN,
167,246,NaN,248,248,,80,NaN,80,,NaN,248,NaN,97
168,,NaN,,,,,NaN,,,NaN,,NaN,
169,246,NaN,248,248,,80,NaN,80,,NaN,248,NaN,97
170,,NaN,,,,,NaN,,,NaN,,NaN,
171,246,NaN,248,248,,81,NaN,81,,NaN,248,NaN,97
172,,NaN,,,,,NaN,,,NaN,,NaN,
173,246,NaN,248,248,,82,NaN,82,,NaN,248,NaN,97
174,,NaN,,,,,NaN,,,NaN,,NaN,
175,246,NaN,248,248,,82,NaN,83,,NaN,248,NaN,97
176,,NaN,,,,,NaN,,,NaN,,NaN,
177,246,NaN,248,248,,83,NaN,83,,NaN,248,NaN,97
178,,NaN,,,,,NaN,,,NaN,,NaN,
179,246,NaN,248,248,,83,NaN,83,,NaN,248,NaN,97
180,,NaN,,,,,NaN,,,NaN,,NaN,
181,246,NaN,248,248,,82,NaN,82,,NaN,248,NaN,97
182,,NaN,,,,,NaN,,,NaN,,NaN,
183,246,NaN,248,248,,81,NaN,81,,NaN,248,NaN,97
184,,NaN,,,,,NaN,,,NaN,,NaN,
185,246,NaN,248,248,,81,NaN,80,,NaN,248,NaN,98
186,,NaN,,,,,NaN,,,NaN,,NaN,
187,246,NaN,248,248,,81,NaN,81,,NaN,248,NaN,98
188,,NaN,,,,,NaN,,,NaN,,NaN,
189,246,NaN,248,248,,81,NaN,80,,NaN,248,NaN,98
190,,NaN,,,,,NaN,,,NaN,,NaN,
191,246,NaN,248,248,,80,NaN,80,,NaN,248,NaN,98
192,,NaN,,,,,NaN,,,NaN,,NaN,
193,246,NaN,248,248,,80,NaN,79,,NaN,248,NaN,98
194,,NaN,,,,,NaN,,,NaN,,NaN,
195,246,NaN,248,248,,79,NaN,79,,NaN,248,NaN,98
196,,NaN,,,,,NaN,,,NaN,,NaN,
197,246,NaN,248,248,,79,NaN,78,,NaN,248,NaN,98
198,,NaN,,,,,NaN,,,NaN,,NaN,
199,246,NaN,248,248,,80,NaN,79,,NaN,248,NaN,98
200,,NaN,,,,,NaN,,,NaN,,NaN,
201,246,NaN,248,248,,81,NaN,81,,NaN,248,NaN,98
202,,NaN,,,,,NaN,,,NaN,,NaN,
203,246,NaN,248,248,,83,NaN,82,,NaN,248,NaN,98
204,,NaN,,,,,NaN,,,NaN,,NaN,
205,246,NaN,248,248,,83,NaN,82,,NaN,248,NaN,98
206,,NaN,,,,,NaN,,,NaN,,NaN,
207,246,NaN,248,248,,82,NaN,81,,NaN,248,NaN,98
208,,NaN,,,,,NaN,,,NaN,,NaN,
209,246,NaN,248,248,,83,NaN,82,,NaN,248,NaN,98
210,,NaN,,,,,NaN,,,NaN,,NaN,
211,246,NaN,247,247,,85,NaN,85,,NaN,247,NaN,98
212,,NaN,,,,,NaN,,,NaN,,NaN,
213,246,NaN,247,247,,87,NaN,87,,NaN,247,NaN,98
214,,NaN,,,,,NaN,,,NaN,,NaN,
215,246,NaN,247,247,,89,NaN,89,,NaN,247,NaN,98
216,,NaN,,,,,NaN,,,NaN,,NaN,
217,246,NaN,247,247,,88,NaN,87,,NaN,247,NaN,98
218,,NaN,,,,,NaN,,,NaN,,NaN,
219,246,NaN,247,247,,87,NaN,87,,NaN,247,NaN,98
220,,NaN,,,,,NaN,,,NaN,,NaN,
221,246,NaN,247,247,,86,NaN,85,,NaN,247,NaN,98
222,,NaN,,,,,NaN,,,NaN,,NaN,
223,246,NaN,247,247,,86,NaN,85,,NaN,247,NaN,98
224,,NaN,,,,,NaN,,,NaN,,NaN,
225,246,NaN,247,247,,86,NaN,85,,NaN,247,NaN,98
226,,NaN,,,,,NaN,,,NaN,,NaN,
227,246,NaN,247,247,,86,NaN,86,,NaN,247,NaN,98
228,,NaN,,,,,NaN,,,NaN,,NaN,
229,246,NaN,247,247,,87,NaN,85,,NaN,247,NaN,98
230,,NaN,,,,,NaN,,,NaN,,NaN,
231,20,NaN,247,247,,86,NaN,86,,NaN,247,NaN,98
232,,NaN,,,,,NaN,,,NaN,,NaN,
233,20,NaN,247,247,,86,NaN,86,,NaN,247,NaN,98
234,,NaN,,,,,NaN,,,NaN,,NaN,
235,-50,NaN,247,247,,86,NaN,86,,NaN,247,NaN,98
236,,NaN,,,,,NaN,,,NaN,,NaN,
237,-50,NaN,247,247,,86,NaN,85,,NaN,247,NaN,98
238,,NaN,,,,,NaN,,,NaN,,NaN,
239,-50,NaN,247,247,,86,NaN,86,,NaN,247,NaN,98
240,,NaN,,,,,NaN,,,NaN,,NaN,
241,-50,NaN,247,247,,86,NaN,86,,NaN,247,NaN,98
242,,NaN,,,,,NaN,,,NaN,,NaN,
243,-50,NaN,247,247,,86,NaN,85,,NaN,247,NaN,98
244,,NaN,,,,,NaN,,,NaN,,NaN,
245,-50,NaN,247,247,,85,NaN,84,,NaN,247,NaN,97
246,,NaN,,,,,NaN,,,NaN,,NaN,
247,-50,NaN,247,247,,84,NaN,84,,NaN,247,NaN,97
248,,NaN,,,,,NaN,,,NaN,,NaN,
249,-49,NaN,247,247,,85,NaN,83,,NaN,247,NaN,97
250,,NaN,,,,,NaN,,,NaN,,NaN,
251,-49,NaN,247,247,,85,NaN,84,,NaN,247,NaN,97
252,,NaN,,,,,NaN,,,NaN,,NaN,
253,-50,NaN,247,247,,86,NaN,86,,NaN,247,NaN,97
254,,NaN,,,,,NaN,,,NaN,,NaN,
255,-50,NaN,247,247,,88,NaN,87,,NaN,247,NaN,97
256,,NaN,,,,,NaN,,,NaN,,NaN,
257,-50,NaN,247,247,,88,NaN,88,,NaN,247,NaN,98
258,,NaN,,,,,NaN,,,NaN,,NaN,
259,-50,NaN,247,247,,88,NaN,87,,NaN,247,NaN,98
260,,NaN,,,,,NaN,,,NaN,,NaN,
261,-50,NaN,247,247,,87,NaN,86,,NaN,247,NaN,98
262,,NaN,,,,,NaN,,,NaN,,NaN,
263,-50,NaN,247,247,,86,NaN,85,,NaN,247,NaN,99
264,,NaN,,,,,NaN,,,NaN,,NaN,
265,-49,NaN,247,247,,86,NaN,85,,NaN,247,NaN,99
266,,NaN,,,,,NaN,,,NaN,,NaN,
267,-49,NaN,247,247,,87,NaN,86,,NaN,247,NaN,99
268,,NaN,,,,,NaN,,,NaN,,NaN,
269,-50,NaN,247,247,,87,NaN,86,,NaN,247,NaN,99
270,,NaN,,,,,NaN,,,NaN,,NaN,
271,-50,NaN,247,247,,89,NaN,88,,NaN,247,NaN,99
272,,NaN,,,,,NaN,,,NaN,,NaN,
273,-50,NaN,247,247,,90,NaN,89,,NaN,247,NaN,99
274,,NaN,,,,,NaN,,,NaN,,NaN,
275,-50,NaN,247,247,,91,NaN,91,,NaN,247,NaN,99
276,,NaN,,,,,NaN,,,NaN,,NaN,
277,-50,NaN,247,247,,91,NaN,91,,NaN,247,NaN,99
278,,NaN,,,,,NaN,,,NaN,,NaN,
279,-50,NaN,247,247,,92,NaN,91,,NaN,247,NaN,99
280,,NaN,,,,,NaN,,,NaN,,NaN,
281,-50,NaN,247,247,,91,NaN,90,,NaN,247,NaN,99
282,,NaN,,,,,NaN,,,NaN,,NaN,
283,-49,NaN,247,247,,91,NaN,90,,NaN,247,NaN,99
284,,NaN,,,,,NaN,,,NaN,,NaN,
285,-49,NaN,247,247,,91,NaN,90,,NaN,247,NaN,99
286,,NaN,,,,,NaN,,,NaN,,NaN,
287,-49,NaN,247,247,,91,NaN,90,,NaN,247,NaN,99
288,,NaN,,,,,NaN,,,NaN,,NaN,
289,-49,NaN,247,247,,90,NaN,90,,NaN,247,NaN,99
290,,NaN,,,,,NaN,,,NaN,,NaN,
291,-50,NaN,247,247,,90,NaN,90,,NaN,247,NaN,99
292,,NaN,,,,,NaN,,,NaN,,NaN,
293,-50,NaN,247,247,,89,NaN,89,,NaN,247,NaN,99
294,,NaN,,,,,NaN,,,NaN,,NaN,
295,-50,NaN,247,247,,89,NaN,89,,NaN,247,NaN,99
296,,NaN,,,,,NaN,,,NaN,,NaN,
297,-50,NaN,247,247,,88,NaN,88,,NaN,247,NaN,99
298,,NaN,,,,,NaN,,,NaN,,NaN,
299,-50,NaN,247,247,,87,NaN,87,,NaN,247,NaN,99
300,,NaN,,,,,NaN,,,NaN,,NaN,
301,-50,NaN,247,247,,87,NaN,87,,NaN,247,NaN,99
302,,NaN,,,,,NaN,,,NaN,,NaN,
303,-50,NaN,247,247,,86,NaN,86,,NaN,247,NaN,99
304,,NaN,,,,,NaN,,,NaN,,NaN,
305,-49,NaN,247,247,,84,NaN,84,,NaN,247,NaN,99
306,,NaN,,,,,NaN,,,NaN,,NaN,
307,-49,NaN,247,247,,82,NaN,81,,NaN,247,NaN,100
308,,NaN,,,,,NaN,,,NaN,,NaN,
309,-49,NaN,247,247,,80,NaN,80,,NaN,247,NaN,100
310,,NaN,,,,,NaN,,,NaN,,NaN,
311,-49,NaN,247,247,,78,NaN,78,,NaN,247,NaN,100
312,,NaN,,,,,NaN,,,NaN,,NaN,
313,-49,NaN,247,247,,78,NaN,77,,NaN,247,NaN,100
314,,NaN,,,,,NaN,,,NaN,,NaN,
315,-49,NaN,247,247,,77,NaN,76,,NaN,247,NaN,100
316,,NaN,,,,,NaN,,,NaN,,NaN,
317,-50,NaN,247,247,,76,NaN,75,,NaN,247,NaN,100
318,,NaN,,,,,NaN,,,NaN,,NaN,
319,-50,NaN,247,247,,74,NaN,74,,NaN,247,NaN,100
320,,NaN,,,,,NaN,,,NaN,,NaN,
321,-50,NaN,247,247,,73,NaN,72,,NaN,247,NaN,100
322,,NaN,,,,,NaN,,,NaN,,NaN,
323,-50,NaN,247,247,,72,NaN,72,,NaN,247,NaN,100
324,,NaN,,,,,NaN,,,NaN,,NaN,
325,-49,NaN,247,247,,71,NaN,71,,NaN,247,NaN,100
326,,NaN,,,,,NaN,,,NaN,,NaN,
327,-49,NaN,247,247,,71,NaN,71,,NaN,247,NaN,100
328,,NaN,,,,,NaN,,,NaN,,NaN,
329,-49,NaN,247,247,,71,NaN,71,,NaN,247,NaN,100
330,,NaN,,,,,NaN,,,NaN,,NaN,
331,-49,NaN,247,247,,71,NaN,71,,NaN,247,NaN,100
332,,NaN,,,,,NaN,,,NaN,,NaN,
333,-49,NaN,247,247,,71,NaN,71,,NaN,247,NaN,100
334,,NaN,,,,,NaN,,,NaN,,NaN,
335,-49,NaN,247,247,,71,NaN,70,,NaN,247,NaN,100
336,,NaN,,,,,NaN,,,NaN,,NaN,
337,-49,NaN,247,247,,70,NaN,69,,NaN,247,NaN,100
338,,NaN,,,,,NaN,,,NaN,,NaN,
339,-50,NaN,247,247,,69,NaN,68,,NaN,247,NaN,100
340,,NaN,,,,,NaN,,,NaN,,NaN,
341,-50,NaN,247,247,,68,NaN,67,,NaN,247,NaN,100
342,,NaN,,,,,NaN,,,NaN,,NaN,
343,-50,NaN,247,247,,67,NaN,67,,NaN,247,NaN,100
344,,NaN,,,,,NaN,,,NaN,,NaN,
345,-50,NaN,247,247,,66,NaN,65,,NaN,247,NaN,100
346,,NaN,,,,,NaN,,,NaN,,NaN,
347,-48,NaN,247,247,,65,NaN,64,,NaN,247,NaN,100
348,,NaN,,,,,NaN,,,NaN,,NaN,
349,-48,NaN,247,247,,64,NaN,63,,NaN,247,NaN,100
350,,NaN,,,,,NaN,,,NaN,,NaN,
351,-49,NaN,247,247,,63,NaN,62,,NaN,247,NaN,100
352,,NaN,,,,,NaN,,,NaN,,NaN,
353,-49,NaN,247,247,,63,NaN,62,,NaN,247,NaN,100
354,,NaN,,,,,NaN,,,NaN,,NaN,
355,-49,NaN,247,247,,62,NaN,62,,NaN,247,NaN,100
356,,NaN,,,,,NaN,,,NaN,,NaN,
357,-49,NaN,247,247,,62,NaN,62,,NaN,247,NaN,100
358,,NaN,,,,,NaN,,,NaN,,NaN,
359,-49,NaN,247,247,,62,NaN,61,,NaN,247,NaN,100
360,,NaN,,,,,NaN,,,NaN,,NaN,
361,-49,NaN,247,247,,61,NaN,61,,NaN,247,NaN,100
362,,NaN,,,,,NaN,,,NaN,,NaN,
363,-49,NaN,247,247,,61,NaN,60,,NaN,247,NaN,100
364,,NaN,,,,,NaN,,,NaN,,NaN,
365,-49,NaN,247,247,,61,NaN,60,,NaN,247,NaN,100
366,,NaN,,,,,NaN,,,NaN,,NaN,
367,-49,NaN,247,247,,60,NaN,60,,NaN,247,NaN,100
368,,NaN,,,,,NaN,,,NaN,,NaN,
369,-48,NaN,247,247,,60,NaN,59,,NaN,247,NaN,100
370,,NaN,,,,,NaN,,,NaN,,NaN,
371,-48,NaN,247,247,,60,NaN,59,,NaN,247,NaN,100
372,,NaN,,,,,NaN,,,NaN,,NaN,
373,-49,NaN,247,247,,59,NaN,59,,NaN,247,NaN,100
374,,NaN,,,,,NaN,,,NaN,,NaN,
375,-49,NaN,247,247,,59,NaN,58,,NaN,247,NaN,100
376,,NaN,,,,,NaN,,,NaN,,NaN,
377,-49,NaN,247,247,,59,NaN,58,,NaN,247,NaN,100
378,,NaN,,,,,NaN,,,NaN,,NaN,
379,-49,NaN,247,247,,59,NaN,59,,NaN,247,NaN,100
380,,NaN,,,,,NaN,,,NaN,,NaN,
381,-49,NaN,247,247,,59,NaN,59,,NaN,247,NaN,100
382,,NaN,,,,,NaN,,,NaN,,NaN,
383,-49,NaN,247,247,,59,NaN,59,,NaN,247,NaN,100
384,,NaN,,,,,NaN,,,NaN,,NaN,
385,-49,NaN,247,247,,60,NaN,59,,NaN,247,NaN,100
386,,NaN,,,,,NaN,,,NaN,,NaN,
387,-49,NaN,247,247,,60,NaN,59,,NaN,247,NaN,100
388,,NaN,,,,,NaN,,,NaN,,NaN,
389,-48,NaN,247,247,,60,NaN,59,,NaN,247,NaN,100
390,,NaN,,,,,NaN,,,NaN,,NaN,
391,-48,NaN,247,247,,60,NaN,59,,NaN,247,NaN,100
392,,NaN,,,,,NaN,,,NaN,,NaN,
393,-48,NaN,247,247,,60,NaN,59,,NaN,247,NaN,100
394,,NaN,,,,,NaN,,,NaN,,NaN,
395,-48,NaN,247,247,,60,NaN,59,,NaN,247,NaN,100
396,,NaN,,,,,NaN,,,NaN,,NaN,
397,-49,NaN,247,247,,61,NaN,60,,NaN,247,NaN,100
398,,NaN,,,,,NaN,,,NaN,,NaN,
399,-49,NaN,247,247,,61,NaN,61,,NaN,247,NaN,100
400,,NaN,,,,,NaN,,,NaN,,NaN,
401,-49,NaN,247,247,,62,NaN,61,,NaN,247,NaN,100
402,,NaN,,,,,NaN,,,NaN,,NaN,
403,-49,NaN,247,247,,62,NaN,62,,NaN,247,NaN,100
404,,NaN,,,,,NaN,,,NaN,,NaN,
405,-49,NaN,247,247,,62,NaN,62,,NaN,247,NaN,100
406,,NaN,,,,,NaN,,,NaN,,NaN,
407,-49,NaN,247,247,,62,NaN,61,,NaN,247,NaN,100
408,,NaN,,,,,NaN,,,NaN,,NaN,
409,-49,NaN,247,247,,62,NaN,61,,NaN,247,NaN,100
410,,NaN,,,,,NaN,,,NaN,,NaN,
411,-48,NaN,247,247,,61,NaN,61,,NaN,247,NaN,100
412,,NaN,,,,,NaN,,,NaN,,NaN,
413,-48,NaN,247,247,,61,NaN,61,,NaN,247,NaN,100
414,,NaN,,,,,NaN,,,NaN,,NaN,
415,-48,NaN,247,247,,61,NaN,61,,NaN,247,NaN,100
416,,NaN,,,,,NaN,,,NaN,,NaN,
417,-48,NaN,247,247,,62,NaN,61,,NaN,247,NaN,100
418,,NaN,,,,,NaN,,,NaN,,NaN,
419,-49,NaN,247,247,,64,NaN,63,,NaN,247,NaN,100
420,,NaN,,,,,NaN,,,NaN,,NaN,
421,-49,NaN,247,247,,66,NaN,65,,NaN,247,NaN,100
422,,NaN,,,,,NaN,,,NaN,,NaN,
423,-49,NaN,247,247,,69,NaN,68,,NaN,247,NaN,100
424,,NaN,,,,,NaN,,,NaN,,NaN,
425,-49,NaN,247,247,,72,NaN,73,,NaN,247,NaN,100
426,,NaN,,,,,NaN,,,NaN,,NaN,
427,-49,NaN,247,247,,77,NaN,80,,NaN,247,NaN,100
428,,NaN,,,,,NaN,,,NaN,,NaN,
429,-49,NaN,247,247,,83,NaN,83,,NaN,247,NaN,100
430,,NaN,,,,,NaN,,,NaN,,NaN,
431,-49,NaN,247,247,,86,NaN,86,,NaN,247,NaN,100
432,,NaN,,,,,NaN,,,NaN,,NaN,
433,-48,NaN,247,247,,87,NaN,87,,NaN,247,NaN,100
434,,NaN,,,,,NaN,,,NaN,,NaN,
435,-48,NaN,247,247,,86,NaN,86,19,NaN,247,NaN,100
436,,NaN,,,,,NaN,,,NaN,,NaN,
437,-48,NaN,247,247,,86,NaN,84,19,NaN,247,NaN,100
438,,NaN,,,,,NaN,,,NaN,,NaN,
439,-48,NaN,247,247,,83,NaN,83,19,NaN,247,NaN,100
440,,NaN,,,,,NaN,,,NaN,,NaN,
441,-49,NaN,247,247,,82,NaN,81,34,NaN,247,NaN,100
442,,NaN,,,,,NaN,,,NaN,,NaN,
443,-49,NaN,247,247,,81,NaN,81,34,NaN,247,NaN,100
444,,NaN,,,,,NaN,,,NaN,,NaN,
445,-49,NaN,247,247,,82,NaN,81,34,NaN,247,NaN,100
446,,NaN,,,,,NaN,,,NaN,,NaN,
447,-49,NaN,247,247,,82,NaN,82,34,NaN,247,NaN,100
448,,NaN,,,,,NaN,,,NaN,,NaN,
