time,Solar8000/HR,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/ART_DBP,Solar8000/PLETH_SPO2,Solar8000/CVP,SNUADC/ART,SNUADC/CVP,Solar8000/PLETH_HR
11549,,NaN,,NaN,,,,,,,NaN,NaN,
11550,72,NaN,129,NaN,82,35,13,58,99,4,NaN,NaN,72
11551,,NaN,,NaN,,,,,,,NaN,NaN,
11552,72,NaN,132,NaN,82,36,13,58,99,4,NaN,NaN,73
11553,,NaN,,NaN,,,,,,,NaN,NaN,
11554,72,NaN,128,NaN,81,36,13,57,99,4,NaN,NaN,73
11555,,NaN,,NaN,,,,,,,NaN,NaN,
11556,72,NaN,130,NaN,81,36,13,57,99,4,NaN,NaN,73
11557,,NaN,,NaN,,,,,,,NaN,NaN,
11558,72,NaN,128,NaN,80,36,13,56,99,4,NaN,NaN,72
11559,,NaN,,NaN,,,,,,,NaN,NaN,
11560,68,NaN,125,NaN,77,36,13,53,99,4,NaN,NaN,72
11561,,NaN,,NaN,,,,,,,NaN,NaN,
11562,66,NaN,125,NaN,77,36,13,53,99,4,NaN,NaN,70
11563,,NaN,,NaN,,,,,,,NaN,NaN,
11564,66,NaN,123,NaN,78,35,13,56,99,4,NaN,NaN,70
11565,,NaN,,NaN,,,,,,,NaN,NaN,
11566,65,NaN,129,NaN,80,35,13,57,99,4,NaN,NaN,70
11567,,NaN,,NaN,,,,,,,NaN,NaN,
11568,72,NaN,128,NaN,80,35,13,57,99,4,NaN,NaN,69
11569,,NaN,,NaN,,,,,,,NaN,NaN,
11570,72,NaN,131,NaN,82,35,13,59,99,4,NaN,NaN,72
11571,,NaN,,NaN,,,,,,,NaN,NaN,
11572,72,NaN,130,NaN,81,35,13,57,99,4,NaN,NaN,72
11573,,NaN,,NaN,,,,,,,NaN,NaN,
11574,72,NaN,130,NaN,81,35,13,58,99,4,NaN,NaN,72
11575,,NaN,,NaN,,,,,,,NaN,NaN,
11576,72,NaN,130,NaN,81,35,13,57,99,4,NaN,NaN,72
11577,,NaN,,NaN,,,,,,,NaN,NaN,
11578,72,NaN,129,NaN,81,35,13,58,99,4,NaN,NaN,72
11579,,NaN,,NaN,,,,,,,NaN,NaN,
11580,72,NaN,131,NaN,81,35,13,58,99,4,NaN,NaN,72
11581,,NaN,,NaN,,,,,,,NaN,NaN,
11582,72,NaN,127,NaN,81,36,13,57,98,4,NaN,NaN,72
11583,,NaN,,NaN,,,,,,,NaN,NaN,
11584,72,NaN,129,NaN,81,36,13,58,99,4,NaN,NaN,72
11585,,NaN,,NaN,,,,,,,NaN,NaN,
11586,72,NaN,129,NaN,81,36,13,58,99,4,NaN,NaN,72
11587,,NaN,,NaN,,,,,,,NaN,NaN,
11588,71,NaN,130,NaN,82,35,13,58,99,4,NaN,NaN,72
11589,,NaN,,NaN,,,,,,,NaN,NaN,
11590,72,NaN,130,NaN,82,35,13,58,99,4,NaN,NaN,72
11591,,NaN,,NaN,,,,,,,NaN,NaN,
11592,72,NaN,129,NaN,81,35,13,57,99,4,NaN,NaN,72
11593,,NaN,,NaN,,,,,,,NaN,NaN,
11594,71,NaN,130,NaN,81,35,13,57,99,4,NaN,NaN,72
11595,,NaN,,NaN,,,,,,,NaN,NaN,
11596,71,NaN,127,NaN,80,36,13,57,99,4,NaN,NaN,72
11597,,NaN,,NaN,,,,,,,NaN,NaN,
11598,71,NaN,129,NaN,81,36,13,57,99,4,NaN,NaN,72
11599,,NaN,,NaN,,,,,,,NaN,NaN,
11600,71,NaN,127,NaN,80,36,13,57,99,4,NaN,NaN,72
11601,,NaN,,NaN,,,,,,,NaN,NaN,
11602,72,NaN,129,NaN,81,35,13,58,98,4,NaN,NaN,72
11603,,NaN,,NaN,,,,,,,NaN,NaN,
11604,72,NaN,128,NaN,80,35,13,57,99,4,NaN,NaN,72
11605,,NaN,,NaN,,,,,,,NaN,NaN,
11606,73,NaN,128,NaN,81,35,13,59,99,4,NaN,NaN,72
11607,,NaN,,NaN,,,,,,,NaN,NaN,
11608,71,NaN,132,NaN,81,36,13,57,99,4,NaN,NaN,72
11609,,NaN,,NaN,,,,,,,NaN,NaN,
11610,71,NaN,127,NaN,80,36,13,56,98,4,NaN,NaN,72
11611,,NaN,,NaN,,,,,,,NaN,NaN,
11612,71,NaN,130,NaN,81,36,13,57,99,4,NaN,NaN,72
11613,,NaN,,NaN,,,,,,,NaN,NaN,
11614,71,NaN,127,NaN,80,35,13,57,99,4,NaN,NaN,72
11615,,NaN,,NaN,,,,,,,NaN,NaN,
11616,71,NaN,129,NaN,80,35,13,57,99,4,NaN,NaN,72
11617,,NaN,,NaN,,,,,,,NaN,NaN,
11618,71,NaN,129,NaN,80,35,13,57,99,4,NaN,NaN,72
11619,,NaN,,NaN,,,,,,,NaN,NaN,
11620,72,NaN,128,NaN,81,35,13,58,99,4,NaN,NaN,73
11621,,NaN,,NaN,,,,,,,NaN,NaN,
11622,72,NaN,131,NaN,81,35,13,58,99,4,NaN,NaN,72
11623,,NaN,,NaN,,,,,,,NaN,NaN,
11624,73,NaN,134,NaN,83,35,13,59,99,4,NaN,NaN,73
11625,,NaN,,NaN,,,,,,,NaN,NaN,
11626,71,NaN,134,NaN,83,35,13,59,99,4,NaN,NaN,73
11627,,NaN,,NaN,,,,,,,NaN,NaN,
11628,72,NaN,132,NaN,82,35,13,59,99,4,NaN,NaN,72
11629,,NaN,,NaN,,,,,,,NaN,NaN,
11630,72,NaN,134,NaN,83,35,13,60,99,4,NaN,NaN,73
11631,,NaN,,NaN,,,,,,,NaN,NaN,
11632,73,NaN,132,NaN,84,35,13,61,99,3,NaN,NaN,73
11633,,NaN,,NaN,,,,,,,NaN,NaN,
11634,72,NaN,131,NaN,82,35,13,59,99,3,NaN,NaN,73
11635,,NaN,,NaN,,,,,,,NaN,NaN,
11636,73,NaN,131,NaN,82,35,13,59,98,3,NaN,NaN,73
11637,,NaN,,NaN,,,,,,,NaN,NaN,
11638,72,NaN,130,NaN,81,35,13,59,98,3,NaN,NaN,73
11639,,NaN,,NaN,,,,,,,NaN,NaN,
11640,73,NaN,133,NaN,82,36,13,60,98,3,NaN,NaN,73
11641,,NaN,,NaN,,,,,,,NaN,NaN,
11642,73,NaN,131,NaN,82,36,13,60,98,3,NaN,NaN,73
11643,,NaN,,NaN,,,,,,,NaN,NaN,
11644,73,NaN,136,NaN,84,36,13,62,98,3,NaN,NaN,74
11645,,NaN,,NaN,,,,,,,NaN,NaN,
11646,73,NaN,134,NaN,84,35,13,61,98,3,NaN,NaN,74
11647,,NaN,,NaN,,,,,,,NaN,NaN,
11648,73,NaN,137,NaN,85,35,13,62,99,3,NaN,NaN,74
11649,,NaN,,NaN,,,,,,,NaN,NaN,
11650,67,NaN,136,NaN,82,35,13,56,98,4,NaN,NaN,73
11651,,NaN,,NaN,,,,,,,NaN,NaN,
11652,67,NaN,130,NaN,82,35,13,58,99,4,NaN,NaN,71
11653,,NaN,,NaN,,,,,,,NaN,NaN,
11654,67,NaN,135,NaN,84,35,13,60,99,4,NaN,NaN,71
11655,,NaN,,NaN,,,,,,,NaN,NaN,
11656,70,NaN,135,NaN,84,35,13,61,99,4,NaN,NaN,71
11657,,NaN,,NaN,,,,,,,NaN,NaN,
11658,70,NaN,137,NaN,85,35,13,62,99,4,NaN,NaN,72
11659,,NaN,,NaN,,,,,,,NaN,NaN,
11660,74,NaN,137,NaN,86,35,13,62,99,4,NaN,NaN,74
11661,,NaN,,NaN,,,,,,,NaN,NaN,
11662,74,NaN,139,NaN,87,35,13,62,99,4,NaN,NaN,74
11663,,NaN,,NaN,,,,,,,NaN,NaN,
11664,74,NaN,138,NaN,87,36,13,61,99,4,NaN,NaN,74
11665,,NaN,,NaN,,,,,,,NaN,NaN,
11666,73,NaN,138,NaN,87,36,13,61,99,4,NaN,NaN,74
11667,,NaN,,NaN,,,,,,,NaN,NaN,
11668,73,NaN,140,NaN,87,36,13,62,99,4,NaN,NaN,74
11669,,NaN,,NaN,,,,,,,NaN,NaN,
11670,67,NaN,135,NaN,83,36,13,56,99,4,NaN,NaN,71
11671,,NaN,,NaN,,,,,,,NaN,NaN,
11672,67,NaN,134,NaN,84,36,13,61,99,4,NaN,NaN,71
11673,,NaN,,NaN,,,,,,,NaN,NaN,
11674,67,NaN,135,NaN,85,36,13,61,99,4,NaN,NaN,71
11675,,NaN,,NaN,,,,,,,NaN,NaN,
11676,72,NaN,138,NaN,86,36,13,62,99,4,NaN,NaN,71
11677,,NaN,,NaN,,,,,,,NaN,NaN,
11678,73,NaN,138,NaN,86,36,13,61,99,4,NaN,NaN,73
11679,,NaN,,NaN,,,,,,,NaN,NaN,
11680,73,NaN,139,NaN,87,36,13,62,99,4,NaN,NaN,74
11681,,NaN,,NaN,,,,,,,NaN,NaN,
11682,73,NaN,140,NaN,88,35,13,62,99,4,NaN,NaN,73
11683,,NaN,,NaN,,,,,,,NaN,NaN,
11684,73,NaN,138,NaN,87,35,13,61,99,4,NaN,NaN,73
11685,,NaN,,NaN,,,,,,,NaN,NaN,
11686,73,NaN,140,NaN,88,35,13,64,99,4,NaN,NaN,73
11687,,NaN,,NaN,,,,,,,NaN,NaN,
11688,72,NaN,138,NaN,87,35,13,61,99,4,NaN,NaN,73
11689,,NaN,,NaN,,,,,,,NaN,NaN,
11690,73,NaN,138,NaN,87,35,13,61,99,4,NaN,NaN,73
11691,,NaN,,NaN,,,,,,,NaN,NaN,
11692,73,NaN,136,NaN,85,35,13,60,99,4,NaN,NaN,73
11693,,NaN,,NaN,,,,,,,NaN,NaN,
11694,73,NaN,137,NaN,86,35,13,61,99,4,NaN,NaN,74
11695,,NaN,,NaN,,,,,,,NaN,NaN,
11696,73,NaN,137,NaN,86,35,13,61,99,4,NaN,NaN,74
11697,,NaN,,NaN,,,,,,,NaN,NaN,
11698,73,NaN,137,NaN,86,35,13,60,99,4,NaN,NaN,73
11699,,NaN,,NaN,,,,,,,NaN,NaN,
11700,73,NaN,139,NaN,86,35,13,61,99,4,NaN,NaN,73
11701,,NaN,,NaN,,,,,,,NaN,NaN,
11702,72,NaN,136,NaN,85,35,13,60,99,4,NaN,NaN,73
11703,,NaN,,NaN,,,,,,,NaN,NaN,
11704,68,NaN,131,NaN,81,35,13,56,99,4,NaN,NaN,72
11705,,NaN,,NaN,,,,,,,NaN,NaN,
11706,66,NaN,131,NaN,81,35,13,56,99,5,NaN,NaN,70
11707,,NaN,,NaN,,,,,,,NaN,NaN,
11708,65,NaN,131,NaN,82,35,13,59,99,5,NaN,NaN,70
11709,,NaN,,NaN,,,,,,,NaN,NaN,
11710,66,NaN,134,NaN,83,35,13,60,99,4,NaN,NaN,70
11711,,NaN,,NaN,,,,,,,NaN,NaN,
11712,72,NaN,135,NaN,84,35,13,60,99,4,NaN,NaN,70
11713,,NaN,,NaN,,,,,,,NaN,NaN,
11714,74,NaN,139,NaN,87,35,13,63,99,4,NaN,NaN,74
11715,,NaN,,NaN,,,,,,,NaN,NaN,
11716,73,NaN,136,NaN,85,35,13,60,99,4,NaN,NaN,73
11717,,NaN,,NaN,,,,,,,NaN,NaN,
11718,73,NaN,139,NaN,87,35,13,61,99,4,NaN,NaN,73
11719,,NaN,,NaN,,,,,,,NaN,NaN,
11720,72,NaN,138,NaN,86,35,13,61,99,4,NaN,NaN,73
11721,,NaN,,NaN,,,,,,,NaN,NaN,
11722,73,NaN,139,NaN,87,35,13,62,99,4,NaN,NaN,74
11723,,NaN,,NaN,,,,,,,NaN,NaN,
11724,73,NaN,139,NaN,87,35,13,61,99,4,NaN,NaN,73
11725,,NaN,,NaN,,,,,,,NaN,NaN,
11726,72,NaN,137,NaN,86,36,13,60,99,4,NaN,NaN,73
11727,,NaN,,NaN,,,,,,,NaN,NaN,
11728,72,NaN,139,NaN,87,36,13,61,99,4,NaN,NaN,73
11729,,NaN,,NaN,,,,,,,NaN,NaN,
11730,72,NaN,138,NaN,86,36,13,61,99,4,NaN,NaN,73
11731,,NaN,,NaN,,,,,,,NaN,NaN,
11732,72,NaN,138,NaN,86,35,13,61,99,4,NaN,NaN,73
11733,,NaN,,NaN,,,,,,,NaN,NaN,
11734,72,NaN,137,NaN,86,35,13,60,99,4,NaN,NaN,73
11735,,NaN,,NaN,,,,,,,NaN,NaN,
11736,72,NaN,136,NaN,85,35,13,60,99,4,NaN,NaN,73
11737,,NaN,,NaN,,,,,,,NaN,NaN,
11738,72,NaN,136,NaN,85,35,13,60,99,4,NaN,NaN,72
11739,,NaN,,NaN,,,,,,,NaN,NaN,
11740,72,NaN,137,NaN,86,35,13,60,99,4,NaN,NaN,73
11741,,NaN,,NaN,,,,,,,NaN,NaN,
11742,72,NaN,139,NaN,86,35,13,60,99,4,NaN,NaN,73
11743,,NaN,,NaN,,,,,,,NaN,NaN,
11744,73,NaN,140,NaN,84,35,13,57,99,4,NaN,NaN,73
11745,,NaN,,NaN,,,,,,,NaN,NaN,
11746,71,NaN,140,NaN,84,35,13,57,99,4,NaN,NaN,73
11747,,NaN,,NaN,,,,,,,NaN,NaN,
11748,66,NaN,134,NaN,84,35,13,61,99,4,NaN,NaN,71
11749,,NaN,,NaN,,,,,,,NaN,NaN,
11750,66,NaN,134,NaN,84,35,13,61,99,4,NaN,NaN,70
11751,,NaN,,NaN,,,,,,,NaN,NaN,
11752,66,NaN,135,NaN,85,35,13,61,98,4,NaN,NaN,71
11753,,NaN,,NaN,,,,,,,NaN,NaN,
11754,70,NaN,138,NaN,83,35,13,58,98,4,NaN,NaN,71
11755,,NaN,,NaN,,,,,,,NaN,NaN,
11756,67,NaN,134,NaN,84,35,13,62,98,4,NaN,NaN,68
11757,,NaN,,NaN,,,,,,,NaN,NaN,
11758,67,NaN,140,NaN,87,35,13,63,99,4,NaN,NaN,71
11759,,NaN,,NaN,,,,,,,NaN,NaN,
11760,67,NaN,140,NaN,87,35,13,63,99,4,NaN,NaN,71
11761,,NaN,,NaN,,,,,,,NaN,NaN,
11762,73,NaN,139,NaN,87,35,13,63,99,4,NaN,NaN,72
11763,,NaN,,NaN,,,,,,,NaN,NaN,
11764,74,NaN,142,NaN,88,35,13,63,99,4,NaN,NaN,74
11765,,NaN,,NaN,,,,,,,NaN,NaN,
11766,74,NaN,138,NaN,87,35,13,62,99,4,NaN,NaN,74
11767,,NaN,,NaN,,,,,,,NaN,NaN,
11768,73,NaN,139,NaN,87,35,13,63,99,3,NaN,NaN,74
11769,,NaN,,NaN,,,,,,,NaN,NaN,
11770,74,NaN,136,NaN,86,35,13,62,99,3,NaN,NaN,74
11771,,NaN,,NaN,,,,,,,NaN,NaN,
11772,74,NaN,140,NaN,87,35,13,63,99,3,NaN,NaN,74
11773,,NaN,,NaN,,,,,,,NaN,NaN,
11774,74,NaN,140,NaN,87,35,13,63,99,3,NaN,NaN,74
11775,,NaN,,NaN,,,,,,,NaN,NaN,
11776,74,NaN,142,NaN,89,34,13,65,99,3,NaN,NaN,75
11777,,NaN,,NaN,,,,,,,NaN,NaN,
11778,74,NaN,142,NaN,89,34,13,65,99,4,NaN,NaN,74
11779,,NaN,,NaN,,,,,,,NaN,NaN,
11780,74,NaN,139,NaN,89,34,13,64,99,4,NaN,NaN,75
11781,,NaN,,NaN,,,,,,,NaN,NaN,
11782,75,NaN,141,NaN,89,35,13,65,99,4,NaN,NaN,75
11783,,NaN,,NaN,,,,,,,NaN,NaN,
11784,76,NaN,141,NaN,88,35,13,64,99,4,NaN,NaN,75
11785,,NaN,,NaN,,,,,,,NaN,NaN,
11786,75,NaN,141,NaN,88,35,13,64,99,4,NaN,NaN,76
11787,,NaN,,NaN,,,,,,,NaN,NaN,
11788,75,NaN,141,NaN,89,36,13,64,99,4,NaN,NaN,75
11789,,NaN,,NaN,,,,,,,NaN,NaN,
11790,75,NaN,140,NaN,89,36,13,65,99,4,NaN,NaN,75
11791,,NaN,,NaN,,,,,,,NaN,NaN,
11792,75,NaN,143,NaN,90,36,13,66,99,4,NaN,NaN,76
11793,,NaN,,NaN,,,,,,,NaN,NaN,
11794,75,NaN,141,NaN,89,35,13,65,99,4,NaN,NaN,75
11795,,NaN,,NaN,,,,,,,NaN,NaN,
11796,75,NaN,143,NaN,90,35,13,66,99,4,NaN,NaN,75
11797,,NaN,,NaN,,,,,,,NaN,NaN,
11798,75,NaN,142,NaN,89,35,13,66,99,4,NaN,NaN,75
11799,,NaN,,NaN,,,,,,,NaN,NaN,
11800,74,NaN,142,NaN,89,34,13,65,99,4,NaN,NaN,75
11801,,NaN,,NaN,,,,,,,NaN,NaN,
11802,75,NaN,140,NaN,88,34,13,64,99,4,NaN,NaN,75
11803,,NaN,,NaN,,,,,,,NaN,NaN,
11804,75,NaN,143,NaN,89,34,13,65,99,4,NaN,NaN,76
11805,,NaN,,NaN,,,,,,,NaN,NaN,
11806,75,NaN,143,NaN,89,35,13,65,99,4,NaN,NaN,76
11807,,NaN,,NaN,,,,,,,NaN,NaN,
11808,75,NaN,142,NaN,89,35,13,65,99,4,NaN,NaN,76
11809,,NaN,,NaN,,,,,,,NaN,NaN,
11810,75,NaN,142,NaN,89,35,13,65,99,4,NaN,NaN,76
11811,,NaN,,NaN,,,,,,,NaN,NaN,
11812,75,NaN,142,NaN,89,35,13,65,99,4,NaN,NaN,76
11813,,NaN,,NaN,,,,,,,NaN,NaN,
11814,75,NaN,142,NaN,89,35,13,65,99,4,NaN,NaN,76
11815,,NaN,,NaN,,,,,,,NaN,NaN,
11816,75,NaN,143,NaN,90,35,13,65,99,5,NaN,NaN,75
11817,,NaN,,NaN,,,,,,,NaN,NaN,
11818,75,NaN,142,NaN,89,35,13,64,99,5,NaN,NaN,76
11819,,NaN,,NaN,,,,,,,NaN,NaN,
11820,75,NaN,141,NaN,89,35,13,64,99,4,NaN,NaN,76
11821,,NaN,,NaN,,,,,,,NaN,NaN,
11822,75,NaN,141,NaN,89,35,13,64,99,4,NaN,NaN,76
11823,,NaN,,NaN,,,,,,,NaN,NaN,
11824,76,NaN,143,NaN,90,35,13,65,99,4,NaN,NaN,76
11825,,NaN,,NaN,,,,,,,NaN,NaN,
11826,75,NaN,143,NaN,90,35,13,66,99,4,NaN,NaN,76
11827,,NaN,,NaN,,,,,,,NaN,NaN,
11828,76,NaN,143,NaN,90,35,13,66,99,4,NaN,NaN,76
11829,,NaN,,NaN,,,,,,,NaN,NaN,
11830,75,NaN,144,NaN,92,35,13,68,99,4,NaN,NaN,76
11831,,NaN,,NaN,,,,,,,NaN,NaN,
11832,77,NaN,145,NaN,91,35,13,65,99,4,NaN,NaN,77
11833,,NaN,,NaN,,,,,,,NaN,NaN,
11834,76,NaN,142,NaN,90,35,13,64,99,4,NaN,NaN,76
11835,,NaN,,NaN,,,,,,,NaN,NaN,
11836,76,NaN,142,NaN,90,35,13,64,99,4,NaN,NaN,76
11837,,NaN,,NaN,,,,,,,NaN,NaN,
11838,74,NaN,141,NaN,90,35,13,64,99,4,NaN,NaN,76
11839,,NaN,,NaN,,,,,,,NaN,NaN,
11840,76,NaN,141,NaN,90,35,13,64,99,4,NaN,NaN,76
11841,,NaN,,NaN,,,,,,,NaN,NaN,
11842,76,NaN,143,NaN,90,35,13,64,99,4,NaN,NaN,76
11843,,NaN,,NaN,,,,,,,NaN,NaN,
11844,76,NaN,140,NaN,88,35,13,64,99,4,NaN,NaN,76
11845,,NaN,,NaN,,,,,,,NaN,NaN,
11846,75,NaN,140,NaN,88,35,13,64,99,4,NaN,NaN,76
11847,,NaN,,NaN,,,,,,,NaN,NaN,
11848,76,NaN,143,NaN,89,35,13,64,99,4,NaN,NaN,76
11849,,NaN,,NaN,,,,,,,NaN,NaN,
11850,76,NaN,142,NaN,89,35,13,64,99,4,NaN,NaN,76
11851,,NaN,,NaN,,,,,,,NaN,NaN,
11852,76,NaN,143,NaN,90,35,13,64,99,4,NaN,NaN,76
11853,,NaN,,NaN,,,,,,,NaN,NaN,
11854,76,NaN,143,NaN,90,35,13,64,99,5,NaN,NaN,76
11855,,NaN,,NaN,,,,,,,NaN,NaN,
11856,76,NaN,145,NaN,91,35,13,66,99,5,NaN,NaN,77
11857,,NaN,,NaN,,,,,,,NaN,NaN,
11858,76,NaN,143,NaN,90,35,13,64,99,5,NaN,NaN,77
11859,,NaN,,NaN,,,,,,,NaN,NaN,
11860,76,NaN,142,NaN,89,35,13,63,99,5,NaN,NaN,77
11861,,NaN,,NaN,,,,,,,NaN,NaN,
11862,77,NaN,140,NaN,88,35,13,62,99,4,NaN,NaN,77
11863,,NaN,,NaN,,,,,,,NaN,NaN,
11864,77,NaN,143,NaN,89,35,13,63,99,4,NaN,NaN,77
11865,,NaN,,NaN,,,,,,,NaN,NaN,
11866,77,NaN,143,NaN,89,35,13,63,99,4,NaN,NaN,77
11867,,NaN,,NaN,,,,,,,NaN,NaN,
11868,76,NaN,141,NaN,88,35,13,63,99,4,NaN,NaN,77
11869,,NaN,,NaN,,,,,,,NaN,NaN,
11870,76,NaN,145,NaN,90,35,13,64,99,4,NaN,NaN,77
11871,,NaN,,NaN,,,,,,,NaN,NaN,
11872,76,NaN,143,NaN,90,35,13,63,99,4,NaN,NaN,76
11873,,NaN,,NaN,,,,,,,NaN,NaN,
11874,76,NaN,143,NaN,90,35,13,63,99,4,NaN,NaN,76
11875,,NaN,,NaN,,,,,,,NaN,NaN,
11876,76,NaN,144,NaN,90,35,13,63,99,4,NaN,NaN,76
11877,,NaN,,NaN,,,,,,,NaN,NaN,
11878,75,NaN,143,NaN,89,35,13,63,99,4,NaN,NaN,76
11879,,NaN,,NaN,,,,,,,NaN,NaN,
11880,76,NaN,146,NaN,91,35,13,65,99,4,NaN,NaN,77
11881,,NaN,,NaN,,,,,,,NaN,NaN,
11882,76,NaN,144,NaN,90,35,13,63,99,4,NaN,NaN,76
11883,,NaN,,NaN,,,,,,,NaN,NaN,
11884,76,NaN,143,NaN,89,35,13,63,99,4,NaN,NaN,76
11885,,NaN,,NaN,,,,,,,NaN,NaN,
11886,75,NaN,143,NaN,89,35,13,63,99,4,NaN,NaN,77
11887,,NaN,,NaN,,,,,,,NaN,NaN,
11888,76,NaN,145,NaN,91,35,13,64,99,4,NaN,NaN,76
11889,,NaN,,NaN,,,,,,,NaN,NaN,
11890,76,NaN,145,NaN,91,35,13,64,99,4,NaN,NaN,77
11891,,NaN,,NaN,,,,,,,NaN,NaN,
11892,76,NaN,145,NaN,90,35,13,64,99,4,NaN,NaN,77
11893,,NaN,,NaN,,,,,,,NaN,NaN,
11894,76,NaN,147,NaN,92,36,13,65,99,4,NaN,NaN,77
11895,,NaN,,NaN,,,,,,,NaN,NaN,
11896,76,NaN,144,NaN,90,36,13,63,99,4,NaN,NaN,76
11897,,NaN,,NaN,,,,,,,NaN,NaN,
11898,76,NaN,146,NaN,91,36,13,64,99,4,NaN,NaN,77
11899,,NaN,,NaN,,,,,,,NaN,NaN,
11900,76,NaN,143,NaN,90,36,13,63,99,4,NaN,NaN,77
11901,,NaN,,NaN,,,,,,,NaN,NaN,
11902,76,NaN,142,NaN,89,35,13,62,99,4,NaN,NaN,76
11903,,NaN,,NaN,,,,,,,NaN,NaN,
11904,76,NaN,142,NaN,89,35,13,62,99,4,NaN,NaN,76
11905,,NaN,,NaN,,,,,,,NaN,NaN,
11906,76,NaN,145,NaN,90,35,13,63,99,4,NaN,NaN,77
11907,,NaN,,NaN,,,,,,,NaN,NaN,
11908,76,NaN,142,NaN,90,36,13,64,99,4,NaN,NaN,76
11909,,NaN,,NaN,,,,,,,NaN,NaN,
11910,76,NaN,144,NaN,90,36,13,63,99,5,NaN,NaN,77
11911,,NaN,,NaN,,,,,,,NaN,NaN,
11912,76,NaN,144,NaN,90,36,13,63,99,5,NaN,NaN,78
11913,,NaN,,NaN,,,,,,,NaN,NaN,
11914,76,NaN,143,NaN,90,35,13,64,99,4,NaN,NaN,77
11915,,NaN,,NaN,,,,,,,NaN,NaN,
11916,76,NaN,141,NaN,89,35,13,62,99,4,NaN,NaN,77
11917,,NaN,,NaN,,,,,,,NaN,NaN,
11918,75,NaN,141,NaN,88,35,13,62,99,3,NaN,NaN,76
11919,,NaN,,NaN,,,,,,,NaN,NaN,
11920,75,NaN,141,NaN,88,36,13,61,99,3,NaN,NaN,76
11921,,NaN,,NaN,,,,,,,NaN,NaN,
11922,75,NaN,138,NaN,87,36,13,61,99,4,NaN,NaN,76
11923,,NaN,,NaN,,,,,,,NaN,NaN,
11924,75,NaN,142,NaN,88,36,13,62,99,4,NaN,NaN,75
11925,,NaN,,NaN,,,,,,,NaN,NaN,
11926,75,NaN,138,NaN,87,36,13,61,99,4,NaN,NaN,75
11927,,NaN,,NaN,,,,,,,NaN,NaN,
11928,74,NaN,141,NaN,88,36,13,62,99,3,NaN,NaN,75
11929,,NaN,,NaN,,,,,,,NaN,NaN,
11930,74,NaN,141,NaN,88,36,13,62,99,3,NaN,NaN,75
11931,,NaN,,NaN,,,,,,,NaN,NaN,
11932,74,NaN,139,NaN,88,36,13,61,99,3,NaN,NaN,75
11933,,NaN,,NaN,,,,,,,NaN,NaN,
11934,74,NaN,140,NaN,88,35,13,61,99,3,NaN,NaN,75
11935,,NaN,,NaN,,,,,,,NaN,NaN,
11936,74,NaN,139,NaN,87,35,13,61,99,3,NaN,NaN,75
11937,,NaN,,NaN,,,,,,,NaN,NaN,
11938,75,NaN,141,NaN,87,35,13,61,99,3,NaN,NaN,75
11939,,NaN,,NaN,,,,,,,NaN,NaN,
11940,74,NaN,141,NaN,87,35,13,61,99,3,NaN,NaN,75
11941,,NaN,,NaN,,,,,,,NaN,NaN,
11942,74,NaN,138,NaN,87,35,13,62,99,3,NaN,NaN,75
11943,,NaN,,NaN,,,,,,,NaN,NaN,
11944,74,NaN,140,NaN,87,35,13,62,99,3,NaN,NaN,75
11945,,NaN,,NaN,,,,,,,NaN,NaN,
11946,75,NaN,141,NaN,88,36,13,62,99,3,NaN,NaN,75
11947,,NaN,,NaN,,,,,,,NaN,NaN,
11948,75,NaN,141,NaN,88,36,13,62,99,3,NaN,NaN,75
11949,,NaN,,NaN,,,,,,,NaN,NaN,
11950,75,NaN,140,NaN,88,36,13,63,99,3,NaN,NaN,75
11951,,NaN,,NaN,,,,,,,NaN,NaN,
11952,75,NaN,142,NaN,89,36,13,62,99,3,NaN,NaN,75
11953,,NaN,,NaN,,,,,,,NaN,NaN,
11954,75,NaN,140,NaN,88,36,13,62,99,3,NaN,NaN,75
11955,,NaN,,NaN,,,,,,,NaN,NaN,
11956,75,NaN,140,NaN,88,36,13,62,99,3,NaN,NaN,75
11957,,NaN,,NaN,,,,,,,NaN,NaN,
11958,75,NaN,141,NaN,89,36,13,63,99,3,NaN,NaN,76
11959,,NaN,,NaN,,,,,,,NaN,NaN,
11960,75,NaN,141,NaN,89,36,13,63,99,3,NaN,NaN,75
11961,,NaN,,NaN,,,,,,,NaN,NaN,
11962,75,NaN,143,NaN,90,36,13,64,99,3,NaN,NaN,76
11963,,NaN,,NaN,,,,,,,NaN,NaN,
11964,75,NaN,143,NaN,90,36,13,64,99,3,NaN,NaN,76
11965,,NaN,,NaN,,,,,,,NaN,NaN,
11966,75,NaN,143,NaN,90,35,13,64,99,3,NaN,NaN,76
11967,,NaN,,NaN,,,,,,,NaN,NaN,
11968,75,NaN,146,NaN,91,35,13,65,99,3,NaN,NaN,76
11969,,NaN,,NaN,,,,,,,NaN,NaN,
11970,76,NaN,145,NaN,91,35,13,65,99,4,NaN,NaN,76
11971,,NaN,,NaN,,,,,,,NaN,NaN,
11972,76,NaN,143,NaN,91,35,13,65,99,4,NaN,NaN,77
11973,,NaN,,NaN,,,,,,,NaN,NaN,
