time,Solar8000/HR,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/ART_DBP,Solar8000/PLETH_SPO2,Solar8000/CVP,SNUADC/ART,SNUADC/CVP,Solar8000/PLETH_HR
0,,NaN,,NaN,,,,,,,NaN,NaN,
1,,-4.9562602043151855,,-4.9562602043151855,,,,,,,-496.78717041015625,-495.6260070800781,
2,,-4.956240177154541,,-4.956240177154541,,,,,,,-496.7851867675781,-495.6240234375,
3,,NaN,,NaN,,,,,,,NaN,NaN,
4,68,NaN,-1,NaN,-1,1,,-1,86,0,NaN,NaN,121
5,,NaN,,NaN,,,,,,,NaN,NaN,
6,67,NaN,-1,NaN,-1,1,,-1,86,0,NaN,NaN,121
7,,NaN,,NaN,,,,,,,NaN,NaN,
8,67,NaN,-1,NaN,-1,1,,-1,84,0,NaN,NaN,120
9,,NaN,,NaN,,,,,,,NaN,NaN,
10,67,NaN,-1,NaN,-1,1,,-1,88,0,NaN,NaN,113
11,,NaN,,NaN,,,,,,,NaN,NaN,
12,67,NaN,-1,NaN,-1,1,,-1,87,0,NaN,NaN,110
13,,NaN,,NaN,,,,,,,NaN,NaN,
14,67,NaN,-1,NaN,-1,1,,-1,92,0,NaN,NaN,100
15,,NaN,,NaN,,,,,,,NaN,NaN,
16,67,NaN,-1,NaN,-1,1,,-1,94,0,NaN,NaN,89
17,,NaN,,NaN,,,,,,,NaN,NaN,
18,66,NaN,-1,NaN,-1,1,,-1,96,0,NaN,NaN,75
19,,NaN,,NaN,,,,,,,NaN,NaN,
20,66,NaN,-1,NaN,-1,1,,-1,97,0,NaN,NaN,68
21,,NaN,,NaN,,,,,,,NaN,NaN,
22,66,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,68
23,,NaN,,NaN,,,,,,,NaN,NaN,
24,67,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,68
25,,NaN,,NaN,,,,,,,NaN,NaN,
26,66,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,68
27,,NaN,,NaN,,,,,,,NaN,NaN,
28,66,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,67
29,,NaN,,NaN,,,,,,,NaN,NaN,
30,66,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,67
31,,NaN,,NaN,,,,,,,NaN,NaN,
32,66,NaN,1,NaN,1,,,1,97,0,NaN,NaN,67
33,,NaN,,NaN,,,,,,,NaN,NaN,
34,66,NaN,1,NaN,1,,,1,97,0,NaN,NaN,67
35,,NaN,,NaN,,,,,,,NaN,NaN,
36,66,NaN,1,NaN,1,,,1,97,0,NaN,NaN,67
37,,NaN,,NaN,,,,,,,NaN,NaN,
38,66,NaN,1,NaN,1,,,1,97,0,NaN,NaN,67
39,,NaN,,NaN,,,,,,,NaN,NaN,
40,67,NaN,1,NaN,1,,,1,97,0,NaN,NaN,67
41,,NaN,,NaN,,,,,,,NaN,NaN,
42,66,NaN,1,NaN,1,,,1,97,0,NaN,NaN,67
43,,NaN,,NaN,,,,,,,NaN,NaN,
44,66,NaN,1,NaN,1,,,1,97,0,NaN,NaN,67
45,,NaN,,NaN,,,,,,,NaN,NaN,
46,66,NaN,1,NaN,1,,,1,97,1,NaN,NaN,67
47,,NaN,,NaN,,,,,,,NaN,NaN,
48,66,NaN,1,NaN,1,,,1,96,1,NaN,NaN,66
49,,NaN,,NaN,,,,,,,NaN,NaN,
50,66,NaN,1,NaN,1,,,1,96,1,NaN,NaN,66
51,,NaN,,NaN,,,,,,,NaN,NaN,
52,65,NaN,1,NaN,1,,,1,96,1,NaN,NaN,66
53,,NaN,,NaN,,,,,,,NaN,NaN,
54,65,NaN,1,NaN,1,,,1,96,1,NaN,NaN,66
55,,NaN,,NaN,,,,,,,NaN,NaN,
56,65,NaN,1,NaN,1,,,1,96,1,NaN,NaN,65
57,,NaN,,NaN,,,,,,,NaN,NaN,
58,65,NaN,1,NaN,1,,,1,96,1,NaN,NaN,65
59,,NaN,,NaN,,,,,,,NaN,NaN,
60,65,NaN,1,NaN,1,,,1,96,1,NaN,NaN,65
61,,NaN,,NaN,,,,,,,NaN,NaN,
62,65,NaN,1,NaN,1,,,1,96,1,NaN,NaN,65
63,,NaN,,NaN,,,,,,,NaN,NaN,
64,65,NaN,1,NaN,1,,,1,96,1,NaN,NaN,65
65,,NaN,,NaN,,,,,,,NaN,NaN,
66,67,NaN,1,NaN,1,,,1,96,1,NaN,NaN,65
67,,NaN,,NaN,,,,,,,NaN,NaN,
68,66,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,64
69,,NaN,,NaN,,,,,,,NaN,NaN,
70,65,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,64
71,,NaN,,NaN,,,,,,,NaN,NaN,
72,65,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,64
73,,NaN,,NaN,,,,,,,NaN,NaN,
74,63,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,64
75,,NaN,,NaN,,,,,,,NaN,NaN,
76,65,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,66
77,,NaN,,NaN,,,,,,,NaN,NaN,
78,66,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,67
79,,NaN,,NaN,,,,,,,NaN,NaN,
80,66,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,67
81,,NaN,,NaN,,,,,,,NaN,NaN,
82,66,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,67
83,,NaN,,NaN,,,,,,,NaN,NaN,
84,66,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,66
85,,NaN,,NaN,,,,,,,NaN,NaN,
86,64,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,66
87,,NaN,,NaN,,,,,,,NaN,NaN,
88,65,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,66
89,,NaN,,NaN,,,,,,,NaN,NaN,
90,65,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,66
91,,NaN,,NaN,,,,,,,NaN,NaN,
92,65,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,66
93,,NaN,,NaN,,,,,,,NaN,NaN,
94,66,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,66
95,,NaN,,NaN,,,,,,,NaN,NaN,
96,66,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,66
97,,NaN,,NaN,,,,,,,NaN,NaN,
98,66,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,66
99,,NaN,,NaN,,,,,,,NaN,NaN,
100,66,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,67
101,,NaN,,NaN,,,,,,,NaN,NaN,
102,66,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,67
103,,NaN,,NaN,,,,,,,NaN,NaN,
104,66,NaN,-1,NaN,-1,,,-1,97,1,NaN,NaN,66
105,,NaN,,NaN,,,,,,,NaN,NaN,
106,66,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,66
107,,NaN,,NaN,,,,,,,NaN,NaN,
108,66,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,67
109,,NaN,,NaN,,,,,,,NaN,NaN,
110,66,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,66
111,,NaN,,NaN,,,,,,,NaN,NaN,
112,66,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,66
113,,NaN,,NaN,,,,,,,NaN,NaN,
114,66,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,66
115,,NaN,,NaN,,,,,,,NaN,NaN,
116,66,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,66
117,,NaN,,NaN,,,,,,,NaN,NaN,
118,65,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,66
119,,NaN,,NaN,,,,,,,NaN,NaN,
120,65,NaN,-1,NaN,-1,0,,-1,96,1,NaN,NaN,66
121,,NaN,,NaN,,,,,,,NaN,NaN,
122,66,NaN,-1,NaN,-1,0,,-1,96,1,NaN,NaN,66
123,,NaN,,NaN,,,,,,,NaN,NaN,
124,67,NaN,-1,NaN,-1,,,-1,95,1,NaN,NaN,67
125,,NaN,,NaN,,,,,,,NaN,NaN,
126,67,NaN,-1,NaN,-1,,,-1,95,1,NaN,NaN,67
127,,NaN,,NaN,,,,,,,NaN,NaN,
128,67,NaN,-1,NaN,-1,,,-1,95,1,NaN,NaN,67
129,,NaN,,NaN,,,,,,,NaN,NaN,
130,68,NaN,-1,NaN,-1,,,-1,95,1,NaN,NaN,69
131,,NaN,,NaN,,,,,,,NaN,NaN,
132,68,NaN,-1,NaN,-1,,,-1,95,0,NaN,NaN,68
133,,NaN,,NaN,,,,,,,NaN,NaN,
134,67,NaN,-1,NaN,-1,,,-1,95,0,NaN,NaN,69
135,,NaN,,NaN,,,,,,,NaN,NaN,
136,68,NaN,1,NaN,1,,,1,95,0,NaN,NaN,69
137,,NaN,,NaN,,,,,,,NaN,NaN,
138,65,NaN,1,NaN,1,,,1,95,0,NaN,NaN,68
139,,NaN,,NaN,,,,,,,NaN,NaN,
140,67,NaN,1,NaN,1,,,1,95,1,NaN,NaN,67
141,,NaN,,NaN,,,,,,,NaN,NaN,
142,66,NaN,1,NaN,1,,,1,95,1,NaN,NaN,67
143,,NaN,,NaN,,,,,,,NaN,NaN,
144,65,NaN,1,NaN,1,,,1,95,1,NaN,NaN,66
145,,NaN,,NaN,,,,,,,NaN,NaN,
146,65,NaN,1,NaN,1,,,1,96,2,NaN,NaN,66
147,,NaN,,NaN,,,,,,,NaN,NaN,
148,65,NaN,1,NaN,1,,,1,95,2,NaN,NaN,65
149,,NaN,,NaN,,,,,,,NaN,NaN,
150,65,NaN,1,NaN,1,,,1,95,1,NaN,NaN,66
151,,NaN,,NaN,,,,,,,NaN,NaN,
152,65,NaN,1,NaN,1,,,1,95,1,NaN,NaN,65
153,,NaN,,NaN,,,,,,,NaN,NaN,
154,65,NaN,1,NaN,1,,,1,96,1,NaN,NaN,66
155,,NaN,,NaN,,,,,,,NaN,NaN,
156,65,NaN,1,NaN,1,,,1,95,1,NaN,NaN,65
157,,NaN,,NaN,,,,,,,NaN,NaN,
158,64,NaN,1,NaN,1,,,1,96,1,NaN,NaN,65
159,,NaN,,NaN,,,,,,,NaN,NaN,
160,64,NaN,1,NaN,1,,,1,96,1,NaN,NaN,65
161,,NaN,,NaN,,,,,,,NaN,NaN,
162,64,NaN,1,NaN,1,,,1,96,1,NaN,NaN,65
163,,NaN,,NaN,,,,,,,NaN,NaN,
164,65,NaN,1,NaN,1,,,1,95,1,NaN,NaN,65
165,,NaN,,NaN,,,,,,,NaN,NaN,
166,65,NaN,1,NaN,1,,,1,96,1,NaN,NaN,65
167,,NaN,,NaN,,,,,,,NaN,NaN,
168,65,NaN,1,NaN,1,,,1,95,1,NaN,NaN,65
169,,NaN,,NaN,,,,,,,NaN,NaN,
170,65,NaN,1,NaN,1,,,1,95,1,NaN,NaN,65
171,,NaN,,NaN,,,,,,,NaN,NaN,
172,64,NaN,1,NaN,1,,,1,95,1,NaN,NaN,65
173,,NaN,,NaN,,,,,,,NaN,NaN,
174,65,NaN,1,NaN,1,,,1,96,1,NaN,NaN,65
175,,NaN,,NaN,,,,,,,NaN,NaN,
176,65,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,65
177,,NaN,,NaN,,,,,,,NaN,NaN,
178,65,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,66
179,,NaN,,NaN,,,,,,,NaN,NaN,
180,65,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,66
181,,NaN,,NaN,,,,,,,NaN,NaN,
182,66,NaN,-1,NaN,-1,,,-1,96,1,NaN,NaN,66
183,,NaN,,NaN,,,,,,,NaN,NaN,
184,66,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,66
185,,NaN,,NaN,,,,,,,NaN,NaN,
186,66,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,67
187,,NaN,,NaN,,,,,,,NaN,NaN,
188,66,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,66
189,,NaN,,NaN,,,,,,,NaN,NaN,
190,66,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,66
191,,NaN,,NaN,,,,,,,NaN,NaN,
192,65,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,66
193,,NaN,,NaN,,,,,,,NaN,NaN,
194,66,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,66
195,,NaN,,NaN,,,,,,,NaN,NaN,
196,66,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,66
197,,NaN,,NaN,,,,,,,NaN,NaN,
198,66,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,67
199,,NaN,,NaN,,,,,,,NaN,NaN,
200,67,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,67
201,,NaN,,NaN,,,,,,,NaN,NaN,
202,67,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,67
203,,NaN,,NaN,,,,,,,NaN,NaN,
204,68,NaN,1,NaN,1,,,1,96,0,NaN,NaN,68
205,,NaN,,NaN,,,,,,,NaN,NaN,
206,68,NaN,1,NaN,1,,,1,96,0,NaN,NaN,68
207,,NaN,,NaN,,,,,,,NaN,NaN,
208,67,NaN,1,NaN,1,,,1,96,0,NaN,NaN,68
209,,NaN,,NaN,,,,,,,NaN,NaN,
210,67,NaN,1,NaN,1,,,1,96,0,NaN,NaN,68
211,,NaN,,NaN,,,,,,,NaN,NaN,
212,65,NaN,1,NaN,1,,,1,96,0,NaN,NaN,67
213,,NaN,,NaN,,,,,,,NaN,NaN,
214,65,NaN,1,NaN,1,,,1,96,0,NaN,NaN,66
215,,NaN,,NaN,,,,,,,NaN,NaN,
216,65,NaN,1,NaN,1,,,1,96,0,NaN,NaN,66
217,,NaN,,NaN,,,,,,,NaN,NaN,
218,65,NaN,1,NaN,1,,,1,96,0,NaN,NaN,66
219,,NaN,,NaN,,,,,,,NaN,NaN,
220,65,NaN,1,NaN,1,,,1,96,0,NaN,NaN,65
221,,NaN,,NaN,,,,,,,NaN,NaN,
222,64,NaN,1,NaN,1,,,1,96,0,NaN,NaN,65
223,,NaN,,NaN,,,,,,,NaN,NaN,
224,65,NaN,1,NaN,1,,,1,96,0,NaN,NaN,65
225,,NaN,,NaN,,,,,,,NaN,NaN,
226,64,NaN,1,NaN,1,,,1,96,0,NaN,NaN,65
227,,NaN,,NaN,,,,,,,NaN,NaN,
228,65,NaN,1,NaN,1,,,1,97,0,NaN,NaN,66
229,,NaN,,NaN,,,,,,,NaN,NaN,
230,65,NaN,1,NaN,1,,,1,97,0,NaN,NaN,66
231,,NaN,,NaN,,,,,,,NaN,NaN,
232,66,NaN,1,NaN,1,,,1,97,0,NaN,NaN,67
233,,NaN,,NaN,,,,,,,NaN,NaN,
234,67,NaN,1,NaN,1,,,1,97,0,NaN,NaN,67
235,,NaN,,NaN,,,,,,,NaN,NaN,
236,66,NaN,1,NaN,1,,,1,97,0,NaN,NaN,67
237,,NaN,,NaN,,,,,,,NaN,NaN,
238,67,NaN,1,NaN,1,,,1,97,0,NaN,NaN,67
239,,NaN,,NaN,,,,,,,NaN,NaN,
240,66,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,67
241,,NaN,,NaN,,,,,,,NaN,NaN,
242,67,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,67
243,,NaN,,NaN,,,,,,,NaN,NaN,
244,66,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,67
245,,NaN,,NaN,,,,,,,NaN,NaN,
246,67,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,68
247,,NaN,,NaN,,,,,,,NaN,NaN,
248,67,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,68
249,,NaN,,NaN,,,,,,,NaN,NaN,
250,67,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,68
251,,NaN,,NaN,,,,,,,NaN,NaN,
252,65,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,67
253,,NaN,,NaN,,,,,,,NaN,NaN,
254,64,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,66
255,,NaN,,NaN,,,,,,,NaN,NaN,
256,63,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,65
257,,NaN,,NaN,,,,,,,NaN,NaN,
258,65,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,65
259,,NaN,,NaN,,,,,,,NaN,NaN,
260,66,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,65
261,,NaN,,NaN,,,,,,,NaN,NaN,
262,67,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,67
263,,NaN,,NaN,,,,,,,NaN,NaN,
264,68,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,67
265,,NaN,,NaN,,,,,,,NaN,NaN,
266,68,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,69
267,,NaN,,NaN,,,,,,,NaN,NaN,
268,67,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,70
269,,NaN,,NaN,,,,,,,NaN,NaN,
270,68,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,70
271,,NaN,,NaN,,,,,,,NaN,NaN,
272,67,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,69
273,,NaN,,NaN,,,,,,,NaN,NaN,
274,69,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,69
275,,NaN,,NaN,,,,,,,NaN,NaN,
276,67,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,67
277,,NaN,,NaN,,,,,,,NaN,NaN,
278,67,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,68
279,,NaN,,NaN,,,,,,,NaN,NaN,
280,68,NaN,-1,NaN,-1,,,-1,98,0,NaN,NaN,68
281,,NaN,,NaN,,,,,,,NaN,NaN,
282,67,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,67
283,,NaN,,NaN,,,,,,,NaN,NaN,
284,67,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,68
285,,NaN,,NaN,,,,,,,NaN,NaN,
286,67,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,69
287,,NaN,,NaN,,,,,,,NaN,NaN,
288,68,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,68
289,,NaN,,NaN,,,,,,,NaN,NaN,
290,68,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,68
291,,NaN,,NaN,,,,,,,NaN,NaN,
292,67,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,68
293,,NaN,,NaN,,,,,,,NaN,NaN,
294,67,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,67
295,,NaN,,NaN,,,,,,,NaN,NaN,
296,67,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,67
297,,NaN,,NaN,,,,,,,NaN,NaN,
298,67,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,67
299,,NaN,,NaN,,,,,,,NaN,NaN,
300,66,NaN,-1,NaN,-1,,,-1,96,0,NaN,NaN,67
301,,NaN,,NaN,,,,,,,NaN,NaN,
302,66,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,67
303,,NaN,,NaN,,,,,,,NaN,NaN,
304,,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,67
305,,NaN,,NaN,,,,,,,NaN,NaN,
306,,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,67
307,,NaN,,NaN,,,,,,,NaN,NaN,
308,66,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,67
309,,NaN,,NaN,,,,,,,NaN,NaN,
310,66,NaN,-1,NaN,-1,,,-1,97,0,NaN,NaN,67
311,,NaN,,NaN,,,,,,,NaN,NaN,
312,66,NaN,1,NaN,1,,,1,97,0,NaN,NaN,67
313,,NaN,,NaN,,,,,,,NaN,NaN,
314,66,NaN,1,NaN,1,,,1,97,0,NaN,NaN,68
315,,NaN,,NaN,,,,,,,NaN,NaN,
316,66,NaN,1,NaN,1,,,1,97,0,NaN,NaN,68
317,,NaN,,NaN,,,,,,,NaN,NaN,
318,66,NaN,1,NaN,1,,,1,97,0,NaN,NaN,69
319,,NaN,,NaN,,,,,,,NaN,NaN,
320,67,NaN,1,NaN,1,,,1,97,0,NaN,NaN,69
321,,NaN,,NaN,,,,,,,NaN,NaN,
322,68,NaN,1,NaN,1,,,1,97,0,NaN,NaN,69
323,,NaN,,NaN,,,,,,,NaN,NaN,
324,69,NaN,1,NaN,1,,,1,96,0,NaN,NaN,69
325,,NaN,,NaN,,,,,,,NaN,NaN,
326,69,NaN,1,NaN,1,,,1,96,0,NaN,NaN,70
327,,NaN,,NaN,,,,,,,NaN,NaN,
328,69,NaN,1,NaN,1,,,1,96,0,NaN,NaN,69
329,,NaN,,NaN,,,,,,,NaN,NaN,
330,69,NaN,1,NaN,1,,,1,96,0,NaN,NaN,69
331,,NaN,,NaN,,,,,,,NaN,NaN,
332,68,NaN,1,NaN,1,,,1,97,0,NaN,NaN,69
333,,NaN,,NaN,,,,,,,NaN,NaN,
334,67,NaN,1,NaN,1,,,1,98,0,NaN,NaN,69
335,,NaN,,NaN,,,,,,,NaN,NaN,
336,68,NaN,1,NaN,1,,,1,99,0,NaN,NaN,68
337,,NaN,,NaN,,,,,,,NaN,NaN,
338,67,NaN,1,NaN,1,,,1,99,0,NaN,NaN,68
339,,NaN,,NaN,,,,,,,NaN,NaN,
340,68,NaN,1,NaN,1,,,1,100,0,NaN,NaN,68
341,,NaN,,NaN,,,,,,,NaN,NaN,
342,68,NaN,1,NaN,1,,,1,100,0,NaN,NaN,68
343,,NaN,,NaN,,,,,,,NaN,NaN,
344,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,69
345,,NaN,,NaN,,,,,,,NaN,NaN,
346,68,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,69
347,,NaN,,NaN,,,,,,,NaN,NaN,
348,68,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,69
349,,NaN,,NaN,,,,,,,NaN,NaN,
350,68,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,69
351,,NaN,,NaN,,,,,,,NaN,NaN,
352,68,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
353,,NaN,,NaN,,,,,,,NaN,NaN,
354,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
355,,NaN,,NaN,,,,,,,NaN,NaN,
356,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
357,,NaN,,NaN,,,,,,,NaN,NaN,
358,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
359,,NaN,,NaN,,,,,,,NaN,NaN,
360,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
361,,NaN,,NaN,,,,,,,NaN,NaN,
362,67,NaN,-1,NaN,-1,,,-1,99,0,NaN,NaN,68
363,,NaN,,NaN,,,,,,,NaN,NaN,
364,68,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
365,,NaN,,NaN,,,,,,,NaN,NaN,
366,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
367,,NaN,,NaN,,,,,,,NaN,NaN,
368,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
369,,NaN,,NaN,,,,,,,NaN,NaN,
370,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,67
371,,NaN,,NaN,,,,,,,NaN,NaN,
372,77,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
373,,NaN,,NaN,,,,,,,NaN,NaN,
374,78,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
375,,NaN,,NaN,,,,,,,NaN,NaN,
376,78,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
377,,NaN,,NaN,,,,,,,NaN,NaN,
378,68,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
379,,NaN,,NaN,,,,,,,NaN,NaN,
380,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,67
381,,NaN,,NaN,,,,,,,NaN,NaN,
382,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
383,,NaN,,NaN,,,,,,,NaN,NaN,
384,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
385,,NaN,,NaN,,,,,,,NaN,NaN,
386,68,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
387,,NaN,,NaN,,,,,,,NaN,NaN,
388,68,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
389,,NaN,,NaN,,,,,,,NaN,NaN,
390,68,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
391,,NaN,,NaN,,,,,,,NaN,NaN,
392,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,68
393,,NaN,,NaN,,,,,,,NaN,NaN,
394,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,67
395,,NaN,,NaN,,,,,,,NaN,NaN,
396,67,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,67
397,,NaN,,NaN,,,,,,,NaN,NaN,
398,66,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,67
399,,NaN,,NaN,,,,,,,NaN,NaN,
400,66,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,67
401,,NaN,,NaN,,,,,,,NaN,NaN,
402,66,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,66
403,,NaN,,NaN,,,,,,,NaN,NaN,
404,66,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,66
405,,NaN,,NaN,,,,,,,NaN,NaN,
406,66,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,67
407,,NaN,,NaN,,,,,,,NaN,NaN,
408,66,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,66
409,,NaN,,NaN,,,,,,,NaN,NaN,
410,65,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,66
411,,NaN,,NaN,,,,,,,NaN,NaN,
412,65,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,66
413,,NaN,,NaN,,,,,,,NaN,NaN,
414,65,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,65
415,,NaN,,NaN,,,,,,,NaN,NaN,
416,64,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,64
417,,NaN,,NaN,,,,,,,NaN,NaN,
418,64,NaN,1,NaN,1,,,1,100,0,NaN,NaN,64
419,,NaN,,NaN,,,,,,,NaN,NaN,
420,63,NaN,1,NaN,1,,,1,100,0,NaN,NaN,64
421,,NaN,,NaN,,,,,,,NaN,NaN,
422,63,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,64
423,,NaN,,NaN,,,,,,,NaN,NaN,
424,63,NaN,-1,NaN,-1,,,-1,100,0,NaN,NaN,63
425,,NaN,,NaN,,,,,,,NaN,NaN,
426,63,NaN,1,NaN,1,,,1,100,0,NaN,NaN,64
427,,NaN,,NaN,,,,,,,NaN,NaN,
428,63,NaN,1,NaN,1,,,1,100,0,NaN,NaN,64
429,,NaN,,NaN,,,,,,,NaN,NaN,
430,64,NaN,1,NaN,1,,,1,100,0,NaN,NaN,64
431,,NaN,,NaN,,,,,,,NaN,NaN,
432,63,NaN,1,NaN,1,,,1,100,0,NaN,NaN,63
433,,NaN,,NaN,,,,,,,NaN,NaN,
434,63,NaN,1,NaN,1,,,1,100,0,NaN,NaN,63
435,,NaN,,NaN,,,,,,,NaN,NaN,
436,63,NaN,1,NaN,1,,,1,100,0,NaN,NaN,63
437,,NaN,,NaN,,,,,,,NaN,NaN,
438,62,NaN,1,NaN,1,,,1,100,0,NaN,NaN,62
