time,Solar8000/ART_DBP,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/ART,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2,SNUADC/CVP,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/HR
10527,,,NaN,NaN,NaN,,,,,NaN,,,
10528,67,100,NaN,NaN,NaN,16,145,88,33,NaN,12,90,85
10529,,,NaN,NaN,NaN,,,,,NaN,,,
10530,66,100,NaN,NaN,NaN,16,143,87,33,NaN,12,89,84
10531,,,NaN,NaN,NaN,,,,,NaN,,,
10532,66,100,NaN,NaN,NaN,16,145,86,33,NaN,12,89,83
10533,,,NaN,NaN,NaN,,,,,NaN,,,
10534,65,100,NaN,NaN,NaN,16,142,85,33,NaN,12,88,82
10535,,,NaN,NaN,NaN,,,,,NaN,,,
10536,66,100,NaN,NaN,NaN,16,143,85,33,NaN,13,88,81
10537,,,NaN,NaN,NaN,,,,,NaN,,,
10538,65,100,NaN,NaN,NaN,16,141,84,33,NaN,13,86,81
10539,,,NaN,NaN,NaN,,,,,NaN,,,
10540,65,100,NaN,NaN,NaN,16,142,83,33,NaN,13,86,80
10541,,,NaN,NaN,NaN,,,,,NaN,,,
10542,65,100,NaN,NaN,NaN,16,140,82,33,NaN,13,86,79
10543,,,NaN,NaN,NaN,,,,,NaN,,,
10544,66,100,NaN,NaN,NaN,16,143,83,33,NaN,12,87,80
10545,,,NaN,NaN,NaN,,,,,NaN,,,
10546,66,100,NaN,NaN,NaN,16,143,83,33,NaN,12,88,81
10547,,,NaN,NaN,NaN,,,,,NaN,,,
10548,64,100,NaN,NaN,NaN,16,144,84,33,NaN,12,88,82
10549,,,NaN,NaN,NaN,,,,,NaN,,,
10550,64,100,NaN,NaN,NaN,16,143,84,33,NaN,12,88,82
10551,,,NaN,NaN,NaN,,,,,NaN,,,
10552,65,100,NaN,NaN,NaN,16,143,84,33,NaN,12,88,82
10553,,,NaN,NaN,NaN,,,,,NaN,,,
10554,67,100,NaN,NaN,NaN,16,144,85,33,NaN,12,89,82
10555,,,NaN,NaN,NaN,,,,,NaN,,,
10556,66,100,NaN,NaN,NaN,16,143,85,33,NaN,12,89,82
10557,,,NaN,NaN,NaN,,,,,NaN,,,
10558,67,100,NaN,NaN,NaN,16,146,86,33,NaN,12,90,83
10559,,,NaN,NaN,NaN,,,,,NaN,,,
10560,67,100,NaN,NaN,NaN,16,145,87,33,NaN,12,90,84
10561,,,NaN,NaN,NaN,,,,,NaN,,,
10562,68,100,NaN,NaN,NaN,16,147,87,33,NaN,12,91,84
10563,,,NaN,NaN,NaN,,,,,NaN,,,
10564,67,100,NaN,NaN,NaN,16,145,87,33,NaN,12,90,84
10565,,,NaN,NaN,NaN,,,,,NaN,,,
10566,67,100,NaN,NaN,NaN,16,145,87,33,NaN,12,90,85
10567,,,NaN,NaN,NaN,,,,,NaN,,,
10568,67,100,NaN,NaN,NaN,16,143,87,33,NaN,12,89,84
10569,,,NaN,NaN,NaN,,,,,NaN,,,
10570,66,100,NaN,NaN,NaN,16,144,86,33,NaN,12,89,83
10571,,,NaN,NaN,NaN,,,,,NaN,,,
10572,66,100,NaN,NaN,NaN,16,142,86,33,NaN,12,88,83
10573,,,NaN,NaN,NaN,,,,,NaN,,,
10574,66,100,NaN,NaN,NaN,16,143,85,33,NaN,12,88,82
10575,,,NaN,NaN,NaN,,,,,NaN,,,
10576,66,100,NaN,NaN,NaN,16,143,85,33,NaN,12,88,82
10577,,,NaN,NaN,NaN,,,,,NaN,,,
10578,65,100,NaN,NaN,NaN,16,143,85,33,NaN,12,88,82
10579,,,NaN,NaN,NaN,,,,,NaN,,,
10580,66,100,NaN,NaN,NaN,16,142,85,33,NaN,12,88,82
10581,,,NaN,NaN,NaN,,,,,NaN,,,
10582,65,100,NaN,NaN,NaN,16,142,85,33,NaN,12,88,82
10583,,,NaN,NaN,NaN,,,,,NaN,,,
10584,66,100,NaN,NaN,NaN,16,144,85,33,NaN,12,88,82
10585,,,NaN,NaN,NaN,,,,,NaN,,,
10586,65,100,NaN,NaN,NaN,16,143,85,33,NaN,12,88,82
10587,,,NaN,NaN,NaN,,,,,NaN,,,
10588,66,100,NaN,NaN,NaN,16,144,85,33,NaN,12,88,82
10589,,,NaN,NaN,NaN,,,,,NaN,,,
10590,65,100,NaN,NaN,NaN,16,142,85,33,NaN,12,88,82
10591,,,NaN,NaN,NaN,,,,,NaN,,,
10592,66,100,NaN,NaN,NaN,16,144,85,33,NaN,11,88,82
10593,,,NaN,NaN,NaN,,,,,NaN,,,
10594,66,100,NaN,NaN,NaN,16,143,85,33,NaN,11,88,82
10595,,,NaN,NaN,NaN,,,,,NaN,,,
10596,66,100,NaN,NaN,NaN,16,145,85,33,NaN,11,89,82
10597,,,NaN,NaN,NaN,,,,,NaN,,,
10598,66,100,NaN,NaN,NaN,16,143,85,33,NaN,11,88,82
10599,,,NaN,NaN,NaN,,,,,NaN,,,
10600,65,100,NaN,NaN,NaN,16,144,85,33,NaN,11,88,82
10601,,,NaN,NaN,NaN,,,,,NaN,,,
10602,65,100,NaN,NaN,NaN,16,142,84,33,NaN,11,87,81
10603,,,NaN,NaN,NaN,,,,,NaN,,,
10604,66,100,NaN,NaN,NaN,16,144,84,33,NaN,11,88,81
10605,,,NaN,NaN,NaN,,,,,NaN,,,
10606,67,100,NaN,NaN,NaN,16,145,84,33,NaN,11,89,81
10607,,,NaN,NaN,NaN,,,,,NaN,,,
10608,67,100,NaN,NaN,NaN,16,145,85,33,NaN,11,89,82
10609,,,NaN,NaN,NaN,,,,,NaN,,,
10610,68,100,NaN,NaN,NaN,16,145,85,33,NaN,11,90,83
10611,,,NaN,NaN,NaN,,,,,NaN,,,
10612,67,100,NaN,NaN,NaN,16,146,86,33,NaN,11,90,83
10613,,,NaN,NaN,NaN,,,,,NaN,,,
10614,67,100,NaN,NaN,NaN,16,147,86,33,NaN,11,90,83
10615,,,NaN,NaN,NaN,,,,,NaN,,,
10616,66,100,NaN,NaN,NaN,16,144,85,33,NaN,11,89,82
10617,,,NaN,NaN,NaN,,,,,NaN,,,
10618,67,100,NaN,NaN,NaN,16,145,85,33,NaN,11,89,82
10619,,,NaN,NaN,NaN,,,,,NaN,,,
10620,66,100,NaN,NaN,NaN,16,145,85,33,NaN,11,89,82
10621,,,NaN,NaN,NaN,,,,,NaN,,,
10622,67,100,NaN,NaN,NaN,16,147,85,33,NaN,11,90,82
10623,,,NaN,NaN,NaN,,,,,NaN,,,
10624,68,100,NaN,NaN,NaN,16,146,85,33,NaN,11,90,82
10625,,,NaN,NaN,NaN,,,,,NaN,,,
10626,68,100,NaN,NaN,NaN,16,149,86,33,NaN,11,91,83
10627,,,NaN,NaN,NaN,,,,,NaN,,,
10628,68,100,NaN,NaN,NaN,16,147,86,33,NaN,11,90,83
10629,,,NaN,NaN,NaN,,,,,NaN,,,
10630,68,100,NaN,NaN,NaN,16,148,86,33,NaN,11,91,83
10631,,,NaN,NaN,NaN,,,,,NaN,,,
10632,68,100,NaN,NaN,NaN,16,146,86,33,NaN,11,90,83
10633,,,NaN,NaN,NaN,,,,,NaN,,,
10634,67,100,NaN,NaN,NaN,16,147,85,33,NaN,11,90,82
10635,,,NaN,NaN,NaN,,,,,NaN,,,
10636,68,100,NaN,NaN,NaN,16,146,85,33,NaN,11,90,82
10637,,,NaN,NaN,NaN,,,,,NaN,,,
10638,68,100,NaN,NaN,NaN,16,148,85,33,NaN,11,91,82
10639,,,NaN,NaN,NaN,,,,,NaN,,,
10640,68,100,NaN,NaN,NaN,16,148,85,33,NaN,11,91,82
10641,,,NaN,NaN,NaN,,,,,NaN,,,
10642,68,100,NaN,NaN,NaN,16,148,85,33,NaN,11,91,83
10643,,,NaN,NaN,NaN,,,,,NaN,,,
10644,68,100,NaN,NaN,NaN,16,149,86,33,NaN,11,92,83
10645,,,NaN,NaN,NaN,,,,,NaN,,,
10646,68,100,NaN,NaN,NaN,16,148,86,33,NaN,11,91,83
10647,,,NaN,NaN,NaN,,,,,NaN,,,
10648,68,100,NaN,NaN,NaN,16,149,86,33,NaN,11,91,83
10649,,,NaN,NaN,NaN,,,,,NaN,,,
10650,67,100,NaN,NaN,NaN,16,147,86,33,NaN,11,91,83
10651,,,NaN,NaN,NaN,,,,,NaN,,,
10652,67,100,NaN,NaN,NaN,16,149,86,33,NaN,11,91,83
10653,,,NaN,NaN,NaN,,,,,NaN,,,
10654,67,100,NaN,NaN,NaN,16,147,86,33,NaN,11,90,83
10655,,,NaN,NaN,NaN,,,,,NaN,,,
10656,68,100,NaN,NaN,NaN,16,149,86,33,NaN,11,91,83
10657,,,NaN,NaN,NaN,,,,,NaN,,,
10658,68,100,NaN,NaN,NaN,16,147,86,33,NaN,11,91,83
10659,,,NaN,NaN,NaN,,,,,NaN,,,
10660,68,100,NaN,NaN,NaN,16,149,86,33,NaN,11,91,83
10661,,,NaN,NaN,NaN,,,,,NaN,,,
10662,68,100,NaN,NaN,NaN,16,147,86,33,NaN,11,91,83
10663,,,NaN,NaN,NaN,,,,,NaN,,,
10664,67,100,NaN,NaN,NaN,16,148,86,33,NaN,11,90,83
10665,,,NaN,NaN,NaN,,,,,NaN,,,
10666,66,100,NaN,NaN,NaN,16,146,85,33,NaN,11,89,82
10667,,,NaN,NaN,NaN,,,,,NaN,,,
10668,65,100,NaN,NaN,NaN,16,146,84,33,NaN,11,88,80
10669,,,NaN,NaN,NaN,,,,,NaN,,,
10670,66,100,NaN,NaN,NaN,16,144,82,33,NaN,11,88,79
10671,,,NaN,NaN,NaN,,,,,NaN,,,
10672,66,100,NaN,NaN,NaN,16,145,82,33,NaN,11,88,78
10673,,,NaN,NaN,NaN,,,,,NaN,,,
10674,67,100,NaN,NaN,NaN,16,146,81,33,NaN,11,89,78
10675,,,NaN,NaN,NaN,,,,,NaN,,,
10676,67,100,NaN,NaN,NaN,16,147,82,33,NaN,11,90,79
10677,,,NaN,NaN,NaN,,,,,NaN,,,
10678,69,100,NaN,NaN,NaN,16,150,83,33,NaN,11,91,80
10679,,,NaN,NaN,NaN,,,,,NaN,,,
10680,69,100,NaN,NaN,NaN,16,148,84,33,NaN,11,91,81
10681,,,NaN,NaN,NaN,,,,,NaN,,,
10682,69,100,NaN,NaN,NaN,16,150,85,33,NaN,11,92,82
10683,,,NaN,NaN,NaN,,,,,NaN,,,
10684,68,100,NaN,NaN,NaN,16,148,85,33,NaN,11,91,82
10685,,,NaN,NaN,NaN,,,,,NaN,,,
10686,68,100,NaN,NaN,NaN,16,149,84,33,NaN,11,91,81
10687,,,NaN,NaN,NaN,,,,,NaN,,,
10688,67,100,NaN,NaN,NaN,16,146,83,33,NaN,11,90,80
10689,,,NaN,NaN,NaN,,,,,NaN,,,
10690,67,100,NaN,NaN,NaN,16,147,82,33,NaN,12,89,79
10691,,,NaN,NaN,NaN,,,,,NaN,,,
10692,67,100,NaN,NaN,NaN,16,145,81,33,NaN,12,89,77
10693,,,NaN,NaN,NaN,,,,,NaN,,,
10694,68,100,NaN,NaN,NaN,16,148,80,33,NaN,11,90,77
10695,,,NaN,NaN,NaN,,,,,NaN,,,
10696,68,100,NaN,NaN,NaN,16,148,81,33,NaN,11,90,78
10697,,,NaN,NaN,NaN,,,,,NaN,,,
10698,67,100,NaN,NaN,NaN,16,147,81,33,NaN,12,89,78
10699,,,NaN,NaN,NaN,,,,,NaN,,,
10700,67,100,NaN,NaN,NaN,16,146,81,33,NaN,12,89,78
10701,,,NaN,NaN,NaN,,,,,NaN,,,
10702,67,100,NaN,NaN,NaN,16,146,80,33,NaN,12,89,76
10703,,,NaN,NaN,NaN,,,,,NaN,,,
10704,69,100,NaN,NaN,NaN,16,148,79,33,NaN,12,90,76
10705,,,NaN,NaN,NaN,,,,,NaN,,,
10706,69,100,NaN,NaN,NaN,16,148,80,33,NaN,12,91,77
10707,,,NaN,NaN,NaN,,,,,NaN,,,
10708,70,100,NaN,NaN,NaN,16,150,81,33,NaN,12,92,78
10709,,,NaN,NaN,NaN,,,,,NaN,,,
10710,70,100,NaN,NaN,NaN,16,149,82,33,NaN,12,93,79
10711,,,NaN,NaN,NaN,,,,,NaN,,,
10712,69,100,NaN,NaN,NaN,16,152,83,33,NaN,11,94,80
10713,,,NaN,NaN,NaN,,,,,NaN,,,
10714,71,100,NaN,NaN,NaN,16,150,84,33,NaN,11,94,82
10715,,,NaN,NaN,NaN,,,,,NaN,,,
10716,71,100,NaN,NaN,NaN,16,152,84,33,NaN,11,94,82
10717,,,NaN,NaN,NaN,,,,,NaN,,,
10718,70,100,NaN,NaN,NaN,16,150,85,33,NaN,11,94,83
10719,,,NaN,NaN,NaN,,,,,NaN,,,
10720,70,100,NaN,NaN,NaN,16,151,85,33,NaN,11,94,83
10721,,,NaN,NaN,NaN,,,,,NaN,,,
10722,71,100,NaN,NaN,NaN,16,149,85,33,NaN,11,93,83
10723,,,NaN,NaN,NaN,,,,,NaN,,,
10724,70,100,NaN,NaN,NaN,16,151,86,33,NaN,11,94,83
10725,,,NaN,NaN,NaN,,,,,NaN,,,
10726,70,100,NaN,NaN,NaN,16,149,86,33,NaN,11,93,83
10727,,,NaN,NaN,NaN,,,,,NaN,,,
10728,69,100,NaN,NaN,NaN,16,149,86,33,NaN,11,92,83
10729,,,NaN,NaN,NaN,,,,,NaN,,,
10730,69,100,NaN,NaN,NaN,16,149,85,33,NaN,11,93,82
10731,,,NaN,NaN,NaN,,,,,NaN,,,
10732,70,100,NaN,NaN,NaN,16,149,85,33,NaN,11,93,82
10733,,,NaN,NaN,NaN,,,,,NaN,,,
10734,69,100,NaN,NaN,NaN,16,149,85,33,NaN,11,92,82
10735,,,NaN,NaN,NaN,,,,,NaN,,,
10736,68,100,NaN,NaN,NaN,16,147,85,33,NaN,11,91,82
10737,,,NaN,NaN,NaN,,,,,NaN,,,
10738,69,100,NaN,NaN,NaN,16,150,84,33,NaN,11,92,81
10739,,,NaN,NaN,NaN,,,,,NaN,,,
10740,69,100,NaN,NaN,NaN,16,148,84,33,NaN,11,92,81
10741,,,NaN,NaN,NaN,,,,,NaN,,,
10742,70,100,NaN,NaN,NaN,16,150,85,33,NaN,11,93,82
10743,,,NaN,NaN,NaN,,,,,NaN,,,
10744,69,100,NaN,NaN,NaN,16,148,85,33,NaN,11,92,82
10745,,,NaN,NaN,NaN,,,,,NaN,,,
10746,69,100,NaN,NaN,NaN,16,150,85,33,NaN,11,92,82
10747,,,NaN,NaN,NaN,,,,,NaN,,,
10748,69,100,NaN,NaN,NaN,16,147,85,33,NaN,11,91,81
10749,,,NaN,NaN,NaN,,,,,NaN,,,
10750,68,100,NaN,NaN,NaN,16,148,84,33,NaN,11,91,81
10751,,,NaN,NaN,NaN,,,,,NaN,,,
10752,67,100,NaN,NaN,NaN,16,145,83,33,NaN,11,90,79
10753,,,NaN,NaN,NaN,,,,,NaN,,,
10754,67,100,NaN,NaN,NaN,16,147,81,33,NaN,11,90,78
10755,,,NaN,NaN,NaN,,,,,NaN,,,
10756,69,100,NaN,NaN,NaN,16,148,81,33,NaN,11,91,78
10757,,,NaN,NaN,NaN,,,,,NaN,,,
10758,69,100,NaN,NaN,NaN,16,150,82,33,NaN,11,92,79
10759,,,NaN,NaN,NaN,,,,,NaN,,,
10760,70,100,NaN,NaN,NaN,16,150,83,33,NaN,11,92,81
10761,,,NaN,NaN,NaN,,,,,NaN,,,
10762,69,100,NaN,NaN,NaN,16,149,84,33,NaN,11,93,82
10763,,,NaN,NaN,NaN,,,,,NaN,,,
10764,70,100,NaN,NaN,NaN,16,150,84,33,NaN,11,93,81
10765,,,NaN,NaN,NaN,,,,,NaN,,,
10766,69,100,NaN,NaN,NaN,16,149,84,33,NaN,11,93,81
10767,,,NaN,NaN,NaN,,,,,NaN,,,
10768,70,100,NaN,NaN,NaN,16,150,84,33,NaN,11,93,81
10769,,,NaN,NaN,NaN,,,,,NaN,,,
10770,69,100,NaN,NaN,NaN,16,147,84,33,NaN,11,92,81
10771,,,NaN,NaN,NaN,,,,,NaN,,,
10772,69,100,NaN,NaN,NaN,16,149,84,33,NaN,11,92,80
10773,,,NaN,NaN,NaN,,,,,NaN,,,
10774,68,100,NaN,NaN,NaN,16,147,83,33,NaN,11,91,80
10775,,,NaN,NaN,NaN,,,,,NaN,,,
10776,70,100,NaN,NaN,NaN,16,150,83,33,NaN,11,93,80
10777,,,NaN,NaN,NaN,,,,,NaN,,,
10778,70,100,NaN,NaN,NaN,16,149,84,33,NaN,11,93,81
10779,,,NaN,NaN,NaN,,,,,NaN,,,
10780,70,100,NaN,NaN,NaN,16,151,84,33,NaN,11,93,82
10781,,,NaN,NaN,NaN,,,,,NaN,,,
10782,69,100,NaN,NaN,NaN,16,147,84,33,NaN,11,92,81
10783,,,NaN,NaN,NaN,,,,,NaN,,,
10784,69,100,NaN,NaN,NaN,16,148,84,33,NaN,11,92,80
10785,,,NaN,NaN,NaN,,,,,NaN,,,
10786,69,100,NaN,NaN,NaN,16,147,82,33,NaN,11,91,79
10787,,,NaN,NaN,NaN,,,,,NaN,,,
10788,69,100,NaN,NaN,NaN,16,150,82,33,NaN,11,92,79
10789,,,NaN,NaN,NaN,,,,,NaN,,,
10790,71,100,NaN,NaN,NaN,16,151,83,33,NaN,11,94,80
10791,,,NaN,NaN,NaN,,,,,NaN,,,
10792,71,100,NaN,NaN,NaN,16,151,84,33,NaN,11,94,81
10793,,,NaN,NaN,NaN,,,,,NaN,,,
10794,72,100,NaN,NaN,NaN,16,151,84,33,NaN,11,94,81
10795,,,NaN,NaN,NaN,,,,,NaN,,,
10796,71,100,NaN,NaN,NaN,16,151,84,33,NaN,11,94,81
10797,,,NaN,NaN,NaN,,,,,NaN,,,
10798,72,100,NaN,NaN,NaN,16,153,84,33,NaN,11,95,81
10799,,,NaN,NaN,NaN,,,,,NaN,,,
10800,71,100,NaN,NaN,NaN,16,151,84,33,NaN,11,94,81
10801,,,NaN,NaN,NaN,,,,,NaN,,,
10802,71,100,NaN,NaN,NaN,16,153,84,33,NaN,11,94,81
10803,,,NaN,NaN,NaN,,,,,NaN,,,
10804,69,100,NaN,NaN,NaN,16,150,84,33,NaN,11,93,81
10805,,,NaN,NaN,NaN,,,,,NaN,,,
10806,69,100,NaN,NaN,NaN,16,150,82,33,NaN,11,92,80
10807,,,NaN,NaN,NaN,,,,,NaN,,,
10808,69,100,NaN,NaN,NaN,16,147,81,33,NaN,11,91,78
10809,,,NaN,NaN,NaN,,,,,NaN,,,
10810,68,100,NaN,NaN,NaN,16,149,80,33,NaN,12,91,76
10811,,,NaN,NaN,NaN,,,,,NaN,,,
10812,70,100,NaN,NaN,NaN,16,148,80,33,NaN,12,91,77
10813,,,NaN,NaN,NaN,,,,,NaN,,,
10814,70,100,NaN,NaN,NaN,16,150,81,33,NaN,11,92,78
10815,,,NaN,NaN,NaN,,,,,NaN,,,
10816,70,100,NaN,NaN,NaN,16,150,82,33,NaN,11,93,79
10817,,,NaN,NaN,NaN,,,,,NaN,,,
10818,70,100,NaN,NaN,NaN,16,151,83,33,NaN,11,93,80
10819,,,NaN,NaN,NaN,,,,,NaN,,,
10820,71,100,NaN,NaN,NaN,16,151,83,33,NaN,11,94,80
10821,,,NaN,NaN,NaN,,,,,NaN,,,
10822,70,100,NaN,NaN,NaN,16,151,83,33,NaN,11,93,80
10823,,,NaN,NaN,NaN,,,,,NaN,,,
10824,71,100,NaN,NaN,NaN,16,150,83,33,NaN,11,93,80
10825,,,NaN,NaN,NaN,,,,,NaN,,,
10826,70,100,NaN,NaN,NaN,16,150,83,33,NaN,11,93,80
10827,,,NaN,NaN,NaN,,,,,NaN,,,
10828,70,100,NaN,NaN,NaN,16,150,83,33,NaN,11,93,80
10829,,,NaN,NaN,NaN,,,,,NaN,,,
10830,69,100,NaN,NaN,NaN,16,148,82,33,NaN,11,92,79
10831,,,NaN,NaN,NaN,,,,,NaN,,,
10832,69,100,NaN,NaN,NaN,16,150,82,33,NaN,11,92,79
10833,,,NaN,NaN,NaN,,,,,NaN,,,
10834,69,100,NaN,NaN,NaN,16,148,82,33,NaN,11,91,78
10835,,,NaN,NaN,NaN,,,,,NaN,,,
10836,69,100,NaN,NaN,NaN,16,151,81,33,NaN,12,93,78
10837,,,NaN,NaN,NaN,,,,,NaN,,,
10838,68,100,NaN,NaN,NaN,16,152,82,33,NaN,12,93,79
10839,,,NaN,NaN,NaN,,,,,NaN,,,
10840,70,100,NaN,NaN,NaN,16,153,83,33,NaN,11,94,80
10841,,,NaN,NaN,NaN,,,,,NaN,,,
10842,70,100,NaN,NaN,NaN,16,150,83,33,NaN,11,93,81
10843,,,NaN,NaN,NaN,,,,,NaN,,,
10844,70,100,NaN,NaN,NaN,16,150,83,33,NaN,12,93,80
10845,,,NaN,NaN,NaN,,,,,NaN,,,
10846,70,100,NaN,NaN,NaN,16,149,82,33,NaN,12,92,79
10847,,,NaN,NaN,NaN,,,,,NaN,,,
10848,69,100,NaN,NaN,NaN,16,149,82,33,NaN,12,92,78
10849,,,NaN,NaN,NaN,,,,,NaN,,,
10850,69,100,NaN,NaN,NaN,16,147,81,33,NaN,12,91,78
10851,,,NaN,NaN,NaN,,,,,NaN,,,
10852,69,100,NaN,NaN,NaN,16,147,81,33,NaN,12,91,77
10853,,,NaN,NaN,NaN,,,,,NaN,,,
10854,71,100,NaN,NaN,NaN,16,149,80,33,NaN,12,92,77
10855,,,NaN,NaN,NaN,,,,,NaN,,,
10856,71,100,NaN,NaN,NaN,16,149,81,33,NaN,12,93,78
10857,,,NaN,NaN,NaN,,,,,NaN,,,
10858,73,100,NaN,NaN,NaN,16,152,82,33,NaN,12,95,80
10859,,,NaN,NaN,NaN,,,,,NaN,,,
10860,73,100,NaN,NaN,NaN,16,152,85,33,NaN,12,96,83
10861,,,NaN,NaN,NaN,,,,,NaN,,,
10862,74,100,NaN,NaN,NaN,16,154,86,33,NaN,12,98,84
10863,,,NaN,NaN,NaN,,,,,NaN,,,
10864,73,100,NaN,NaN,NaN,16,151,88,33,NaN,11,97,86
10865,,,NaN,NaN,NaN,,,,,NaN,,,
10866,72,100,NaN,NaN,NaN,16,152,89,33,NaN,11,97,86
10867,,,NaN,NaN,NaN,,,,,NaN,,,
10868,72,100,NaN,NaN,NaN,16,149,89,33,NaN,11,96,86
10869,,,NaN,NaN,NaN,,,,,NaN,,,
10870,68,100,NaN,NaN,NaN,16,149,89,33,NaN,11,95,86
10871,,,NaN,NaN,NaN,,,,,NaN,,,
10872,65,100,NaN,NaN,NaN,16,150,89,33,NaN,11,95,86
10873,,,NaN,NaN,NaN,,,,,NaN,,,
10874,69,100,NaN,NaN,NaN,16,151,89,33,NaN,11,95,86
10875,,,NaN,NaN,NaN,,,,,NaN,,,
10876,70,100,NaN,NaN,NaN,16,147,89,33,NaN,11,94,87
10877,,,NaN,NaN,NaN,,,,,NaN,,,
10878,69,100,NaN,NaN,NaN,16,147,90,33,NaN,11,94,87
10879,,,NaN,NaN,NaN,,,,,NaN,,,
10880,69,100,NaN,NaN,NaN,16,145,90,33,NaN,11,93,87
10881,,,NaN,NaN,NaN,,,,,NaN,,,
10882,68,100,NaN,NaN,NaN,16,144,89,33,NaN,10,91,87
10883,,,NaN,NaN,NaN,,,,,NaN,,,
10884,67,100,NaN,NaN,NaN,16,144,89,33,NaN,10,91,86
10885,,,NaN,NaN,NaN,,,,,NaN,,,
10886,65,100,NaN,NaN,NaN,16,141,89,33,NaN,10,90,86
10887,,,NaN,NaN,NaN,,,,,NaN,,,
10888,66,100,NaN,NaN,NaN,16,143,88,33,NaN,10,90,85
10889,,,NaN,NaN,NaN,,,,,NaN,,,
10890,66,100,NaN,NaN,NaN,16,141,88,33,NaN,10,89,85
10891,,,NaN,NaN,NaN,,,,,NaN,,,
10892,67,100,NaN,NaN,NaN,16,143,88,33,NaN,10,90,85
10893,,,NaN,NaN,NaN,,,,,NaN,,,
10894,67,100,NaN,NaN,NaN,16,142,88,33,NaN,10,90,86
10895,,,NaN,NaN,NaN,,,,,NaN,,,
10896,68,100,NaN,NaN,NaN,16,144,89,33,NaN,10,91,87
10897,,,NaN,NaN,NaN,,,,,NaN,,,
10898,68,100,NaN,NaN,NaN,16,143,89,33,NaN,10,91,87
10899,,,NaN,NaN,NaN,,,,,NaN,,,
10900,68,100,NaN,NaN,NaN,16,145,90,33,NaN,10,92,88
10901,,,NaN,NaN,NaN,,,,,NaN,,,
10902,68,100,NaN,NaN,NaN,16,143,91,33,NaN,10,91,88
10903,,,NaN,NaN,NaN,,,,,NaN,,,
10904,67,100,NaN,NaN,NaN,16,144,91,33,NaN,10,91,88
10905,,,NaN,NaN,NaN,,,,,NaN,,,
10906,68,100,NaN,NaN,NaN,16,143,90,33,NaN,10,91,87
10907,,,NaN,NaN,NaN,,,,,NaN,,,
10908,67,100,NaN,NaN,NaN,16,141,90,33,NaN,9,90,87
10909,,,NaN,NaN,NaN,,,,,NaN,,,
10910,66,100,NaN,NaN,NaN,16,143,89,33,NaN,9,91,87
10911,,,NaN,NaN,NaN,,,,,NaN,,,
10912,65,100,NaN,NaN,NaN,16,144,89,33,NaN,10,91,87
10913,,,NaN,NaN,NaN,,,,,NaN,,,
10914,67,100,NaN,NaN,NaN,16,142,89,33,NaN,10,90,86
10915,,,NaN,NaN,NaN,,,,,NaN,,,
10916,66,100,NaN,NaN,NaN,16,142,89,33,NaN,9,90,86
10917,,,NaN,NaN,NaN,,,,,NaN,,,
10918,67,100,NaN,NaN,NaN,16,143,89,33,NaN,9,90,86
10919,,,NaN,NaN,NaN,,,,,NaN,,,
10920,66,100,NaN,NaN,NaN,16,142,89,33,NaN,9,90,87
10921,,,NaN,NaN,NaN,,,,,NaN,,,
10922,67,100,NaN,NaN,NaN,16,145,89,33,NaN,9,90,87
10923,,,NaN,NaN,NaN,,,,,NaN,,,
10924,66,100,NaN,NaN,NaN,16,142,90,33,NaN,9,90,87
10925,,,NaN,NaN,NaN,,,,,NaN,,,
10926,66,100,NaN,NaN,NaN,16,144,90,33,NaN,9,90,87
10927,,,NaN,NaN,NaN,,,,,NaN,,,
10928,66,100,NaN,NaN,NaN,16,142,90,33,NaN,9,90,87
10929,,,NaN,NaN,NaN,,,,,NaN,,,
10930,66,100,NaN,NaN,NaN,16,143,90,33,NaN,9,90,87
10931,,,NaN,NaN,NaN,,,,,NaN,,,
10932,66,100,NaN,NaN,NaN,16,142,90,33,NaN,9,89,87
10933,,,NaN,NaN,NaN,,,,,NaN,,,
10934,66,100,NaN,NaN,NaN,16,143,90,33,NaN,9,90,87
10935,,,NaN,NaN,NaN,,,,,NaN,,,
10936,65,100,NaN,NaN,NaN,16,142,90,33,NaN,9,89,87
10937,,,NaN,NaN,NaN,,,,,NaN,,,
10938,65,100,NaN,NaN,NaN,16,142,89,33,NaN,9,89,86
10939,,,NaN,NaN,NaN,,,,,NaN,,,
10940,65,100,NaN,NaN,NaN,16,141,89,33,NaN,9,88,85
10941,,,NaN,NaN,NaN,,,,,NaN,,,
10942,65,100,NaN,NaN,NaN,16,142,88,33,NaN,9,88,85
10943,,,NaN,NaN,NaN,,,,,NaN,,,
10944,65,100,NaN,NaN,NaN,16,143,88,33,NaN,9,88,85
10945,,,NaN,NaN,NaN,,,,,NaN,,,
10946,61,100,NaN,NaN,NaN,16,144,88,33,NaN,9,87,85
10947,,,NaN,NaN,NaN,,,,,NaN,,,
10948,64,100,NaN,NaN,NaN,16,141,88,33,NaN,9,87,85
10949,,,NaN,NaN,NaN,,,,,NaN,,,
10950,64,100,NaN,NaN,NaN,16,140,88,33,NaN,9,87,84
10951,,,NaN,NaN,NaN,,,,,NaN,,,
