time,Solar8000/ART_DBP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/HR,SNUADC/CVP,Solar8000/ART_SBP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/CVP
748,,,NaN,,NaN,,NaN,NaN,,,,,
749,44,71,NaN,71,NaN,91,NaN,NaN,13,59,100,40,-5
750,,,NaN,,NaN,,NaN,NaN,,,,,
751,43,71,NaN,71,NaN,91,NaN,NaN,13,59,100,40,-4
752,,,NaN,,NaN,,NaN,NaN,,,,,
753,44,71,NaN,70,NaN,90,NaN,NaN,13,58,100,40,-4
754,,,NaN,,NaN,,NaN,NaN,,,,,
755,44,71,NaN,70,NaN,92,NaN,NaN,13,59,100,40,-4
756,,,NaN,,NaN,,NaN,NaN,,,,,
757,43,71,NaN,70,NaN,89,NaN,NaN,13,58,100,40,-4
758,,,NaN,,NaN,,NaN,NaN,,,,,
759,44,71,NaN,70,NaN,91,NaN,NaN,13,58,100,41,-4
760,,,NaN,,NaN,,NaN,NaN,,,,,
761,43,71,NaN,70,NaN,89,NaN,NaN,13,58,100,41,-4
762,,,NaN,,NaN,,NaN,NaN,,,,,
763,43,71,NaN,70,NaN,90,NaN,NaN,13,58,100,41,-3
764,,,NaN,,NaN,,NaN,NaN,,,,,
765,43,71,NaN,70,NaN,90,NaN,NaN,13,58,100,41,-3
766,,,NaN,,NaN,,NaN,NaN,,,,,
767,44,71,NaN,70,NaN,89,NaN,NaN,13,58,100,40,-3
768,,,NaN,,NaN,,NaN,NaN,,,,,
769,44,71,NaN,71,NaN,92,NaN,NaN,13,59,100,40,-3
770,,,NaN,,NaN,,NaN,NaN,,,,,
771,44,71,NaN,71,NaN,90,NaN,NaN,13,59,100,40,-3
772,,,NaN,,NaN,,NaN,NaN,,,,,
773,45,71,NaN,71,NaN,91,NaN,NaN,13,59,100,40,-3
774,,,NaN,,NaN,,NaN,NaN,,,,,
775,44,71,NaN,71,NaN,90,NaN,NaN,13,59,100,40,-3
776,,,NaN,,NaN,,NaN,NaN,,,,,
777,45,71,NaN,70,NaN,91,NaN,NaN,13,59,100,40,-3
778,,,NaN,,NaN,,NaN,NaN,,,,,
779,45,71,NaN,70,NaN,91,NaN,NaN,13,59,100,40,-3
780,,,NaN,,NaN,,NaN,NaN,,,,,
781,45,71,NaN,70,NaN,92,NaN,NaN,13,60,100,40,-3
782,,,NaN,,NaN,,NaN,NaN,,,,,
783,46,71,NaN,70,NaN,95,NaN,NaN,13,61,100,40,-3
784,,,NaN,,NaN,,NaN,NaN,,,,,
785,45,71,NaN,70,NaN,93,NaN,NaN,13,61,100,40,-3
786,,,NaN,,NaN,,NaN,NaN,,,,,
787,45,71,NaN,70,NaN,93,NaN,NaN,13,60,100,40,-3
788,,,NaN,,NaN,,NaN,NaN,,,,,
789,44,70,NaN,70,NaN,89,NaN,NaN,13,59,100,40,-3
790,,,NaN,,NaN,,NaN,NaN,,,,,
791,43,70,NaN,70,NaN,91,NaN,NaN,13,58,100,40,-3
792,,,NaN,,NaN,,NaN,NaN,,,,,
793,42,70,NaN,69,NaN,88,NaN,NaN,13,57,100,40,-3
794,,,NaN,,NaN,,NaN,NaN,,,,,
795,43,70,NaN,69,NaN,86,NaN,NaN,13,56,100,40,-3
796,,,NaN,,NaN,,NaN,NaN,,,,,
797,42,70,NaN,70,NaN,86,NaN,NaN,13,56,100,40,-2
798,,,NaN,,NaN,,NaN,NaN,,,,,
799,41,70,NaN,69,NaN,83,NaN,NaN,13,55,100,40,-2
800,,,NaN,,NaN,,NaN,NaN,,,,,
801,42,70,NaN,69,NaN,86,NaN,NaN,13,55,100,40,-2
802,,,NaN,,NaN,,NaN,NaN,,,,,
803,41,70,NaN,69,NaN,82,NaN,NaN,13,54,100,39,-2
804,,,NaN,,NaN,,NaN,NaN,,,,,
805,41,70,NaN,69,NaN,84,NaN,NaN,13,54,100,39,-2
806,,,NaN,,NaN,,NaN,NaN,,,,,
807,40,70,NaN,69,NaN,82,NaN,NaN,13,54,100,39,-2
808,,,NaN,,NaN,,NaN,NaN,,,,,
809,41,70,NaN,69,NaN,82,NaN,NaN,13,54,100,40,-2
810,,,NaN,,NaN,,NaN,NaN,,,,,
811,41,70,NaN,69,NaN,82,NaN,NaN,13,54,100,40,-2
812,,,NaN,,NaN,,NaN,NaN,,,,,
813,41,70,NaN,69,NaN,81,NaN,NaN,13,54,100,40,-2
814,,,NaN,,NaN,,NaN,NaN,,,,,
815,41,70,NaN,70,NaN,84,NaN,NaN,13,54,100,40,-2
816,,,NaN,,NaN,,NaN,NaN,,,,,
817,41,70,NaN,70,NaN,81,NaN,NaN,13,54,100,39,-2
818,,,NaN,,NaN,,NaN,NaN,,,,,
819,42,70,NaN,70,NaN,84,NaN,NaN,13,55,100,39,-1
820,,,NaN,,NaN,,NaN,NaN,,,,,
821,42,70,NaN,69,NaN,83,NaN,NaN,13,55,100,39,-1
822,,,NaN,,NaN,,NaN,NaN,,,,,
823,43,70,NaN,69,NaN,84,NaN,NaN,13,55,100,40,-1
824,,,NaN,,NaN,,NaN,NaN,,,,,
825,42,70,NaN,69,NaN,85,NaN,NaN,13,56,100,40,-1
826,,,NaN,,NaN,,NaN,NaN,,,,,
827,43,70,NaN,70,NaN,84,NaN,NaN,13,56,100,40,1
828,,,NaN,,NaN,,NaN,NaN,,,,,
829,42,70,NaN,70,NaN,85,NaN,NaN,13,56,100,39,1
830,,,NaN,,NaN,,NaN,NaN,,,,,
831,42,70,NaN,70,NaN,83,NaN,NaN,13,55,100,39,1
832,,,NaN,,NaN,,NaN,NaN,,,,,
833,42,70,NaN,70,NaN,84,NaN,NaN,13,56,100,39,1
834,,,NaN,,NaN,,NaN,NaN,,,,,
835,41,70,NaN,69,NaN,82,NaN,NaN,13,55,100,40,1
836,,,NaN,,NaN,,NaN,NaN,,,,,
837,42,69,NaN,68,NaN,82,NaN,NaN,13,55,100,40,1
838,,,NaN,,NaN,,NaN,NaN,,,,,
839,41,69,NaN,68,NaN,83,NaN,NaN,13,54,100,40,1
840,,,NaN,,NaN,,NaN,NaN,,,,,
841,41,69,NaN,68,NaN,80,NaN,NaN,13,54,100,40,0
842,,,NaN,,NaN,,NaN,NaN,,,,,
843,41,68,NaN,68,NaN,81,NaN,NaN,13,53,100,40,0
844,,,NaN,,NaN,,NaN,NaN,,,,,
845,40,68,NaN,67,NaN,78,NaN,NaN,13,52,100,40,0
846,,,NaN,,NaN,,NaN,NaN,,,,,
847,40,68,NaN,68,NaN,80,NaN,NaN,13,53,100,39,0
848,,,NaN,,NaN,,NaN,NaN,,,,,
849,40,68,NaN,67,NaN,77,NaN,NaN,13,52,100,39,0
850,,,NaN,,NaN,,NaN,NaN,,,,,
851,40,68,NaN,68,NaN,79,NaN,NaN,13,52,100,39,0
852,,,NaN,,NaN,,NaN,NaN,,,,,
853,39,68,NaN,68,NaN,79,NaN,NaN,13,52,100,39,0
854,,,NaN,,NaN,,NaN,NaN,,,,,
855,39,68,NaN,68,NaN,78,NaN,NaN,13,52,100,39,0
856,,,NaN,,NaN,,NaN,NaN,,,,,
857,39,69,NaN,68,NaN,78,NaN,NaN,13,52,100,39,0
858,,,NaN,,NaN,,NaN,NaN,,,,,
859,39,69,NaN,68,NaN,77,NaN,NaN,13,51,100,39,0
860,,,NaN,,NaN,,NaN,NaN,,,,,
861,40,69,NaN,68,NaN,78,NaN,NaN,13,52,100,39,0
862,,,NaN,,NaN,,NaN,NaN,,,,,
863,39,68,NaN,68,NaN,75,NaN,NaN,13,51,100,39,0
864,,,NaN,,NaN,,NaN,NaN,,,,,
865,40,68,NaN,67,NaN,77,NaN,NaN,13,51,100,39,0
866,,,NaN,,NaN,,NaN,NaN,,,,,
867,39,68,NaN,67,NaN,76,NaN,NaN,13,51,100,39,0
868,,,NaN,,NaN,,NaN,NaN,,,,,
869,39,68,NaN,67,NaN,74,NaN,NaN,13,50,100,39,0
870,,,NaN,,NaN,,NaN,NaN,,,,,
871,39,67,NaN,67,NaN,77,NaN,NaN,13,51,100,39,0
872,,,NaN,,NaN,,NaN,NaN,,,,,
873,39,67,NaN,66,NaN,75,NaN,NaN,13,51,100,39,0
874,,,NaN,,NaN,,NaN,NaN,,,,,
875,39,67,NaN,67,NaN,77,NaN,NaN,13,51,100,39,0
876,,,NaN,,NaN,,NaN,NaN,,,,,
877,39,67,NaN,66,NaN,75,NaN,NaN,13,51,100,39,0
878,,,NaN,,NaN,,NaN,NaN,,,,,
879,40,67,NaN,67,NaN,76,NaN,NaN,13,51,100,39,1
880,,,NaN,,NaN,,NaN,NaN,,,,,
881,39,67,NaN,67,NaN,75,NaN,NaN,13,51,100,39,1
882,,,NaN,,NaN,,NaN,NaN,,,,,
883,39,67,NaN,67,NaN,75,NaN,NaN,13,51,100,39,1
884,,,NaN,,NaN,,NaN,NaN,,,,,
885,34,67,NaN,67,NaN,78,NaN,NaN,13,51,100,39,1
886,,,NaN,,NaN,,NaN,NaN,,,,,
887,37,67,NaN,66,NaN,75,NaN,NaN,13,50,100,39,1
888,,,NaN,,NaN,,NaN,NaN,,,,,
889,34,67,NaN,66,NaN,72,NaN,NaN,13,51,100,39,1
890,,,NaN,,NaN,,NaN,NaN,,,,,
891,31,67,NaN,66,NaN,58,NaN,NaN,13,48,100,39,0
892,,,NaN,,NaN,,NaN,NaN,,,,,
893,29,66,NaN,65,NaN,84,NaN,NaN,13,49,100,39,0
894,,,NaN,,NaN,,NaN,NaN,,,,,
895,35,66,NaN,65,NaN,76,NaN,NaN,13,49,100,39,0
896,,,NaN,,NaN,,NaN,NaN,,,,,
897,37,65,NaN,64,NaN,75,NaN,NaN,13,49,100,39,0
898,,,NaN,,NaN,,NaN,NaN,,,,,
899,38,65,NaN,65,NaN,75,NaN,NaN,13,50,100,39,0
900,,,NaN,,NaN,,NaN,NaN,,,,,
901,34,65,NaN,65,NaN,70,NaN,NaN,13,48,100,39,0
902,,,NaN,,NaN,,NaN,NaN,,,,,
903,32,66,NaN,65,NaN,70,NaN,NaN,13,47,100,39,0
904,,,NaN,,NaN,,NaN,NaN,,,,,
905,32,66,NaN,65,NaN,66,NaN,NaN,13,45,100,39,0
906,,,NaN,,NaN,,NaN,NaN,,,,,
907,30,66,NaN,65,NaN,67,NaN,NaN,13,44,100,39,0
908,,,NaN,,NaN,,NaN,NaN,,,,,
909,29,65,NaN,65,NaN,65,NaN,NaN,13,42,100,39,-2
910,,,NaN,,NaN,,NaN,NaN,,,,,
911,34,65,NaN,64,NaN,56,NaN,NaN,13,43,100,39,-2
912,,,NaN,,NaN,,NaN,NaN,,,,,
913,37,65,NaN,64,NaN,68,NaN,NaN,13,46,100,39,-4
914,,,NaN,,NaN,,NaN,NaN,,,,,
915,39,65,NaN,64,NaN,71,NaN,NaN,13,48,100,39,-4
916,,,NaN,,NaN,,NaN,NaN,,,,,
917,39,65,NaN,65,NaN,73,NaN,NaN,13,49,100,39,-3
918,,,NaN,,NaN,,NaN,NaN,,,,,
919,39,65,NaN,64,NaN,72,NaN,NaN,13,49,100,39,-3
920,,,NaN,,NaN,,NaN,NaN,,,,,
921,39,65,NaN,64,NaN,74,NaN,NaN,13,50,100,39,-2
922,,,NaN,,NaN,,NaN,NaN,,,,,
923,39,65,NaN,64,NaN,73,NaN,NaN,13,50,100,39,-2
924,,,NaN,,NaN,,NaN,NaN,,,,,
925,40,65,NaN,64,NaN,73,NaN,NaN,13,50,100,39,-2
926,,,NaN,,NaN,,NaN,NaN,,,,,
927,39,64,NaN,64,NaN,74,NaN,NaN,13,50,100,39,-2
928,,,NaN,,NaN,,NaN,NaN,,,,,
929,39,64,NaN,63,NaN,73,NaN,NaN,13,50,100,39,-2
930,,,NaN,,NaN,,NaN,NaN,,,,,
931,39,64,NaN,64,NaN,73,NaN,NaN,13,50,100,39,-2
932,,,NaN,,NaN,,NaN,NaN,,,,,
933,39,64,NaN,63,NaN,72,NaN,NaN,13,50,100,39,-2
934,,,NaN,,NaN,,NaN,NaN,,,,,
935,39,64,NaN,64,NaN,74,NaN,NaN,13,50,100,39,-2
936,,,NaN,,NaN,,NaN,NaN,,,,,
937,38,64,NaN,64,NaN,71,NaN,NaN,13,50,100,39,-2
938,,,NaN,,NaN,,NaN,NaN,,,,,
939,39,64,NaN,64,NaN,72,NaN,NaN,13,50,100,39,-2
940,,,NaN,,NaN,,NaN,NaN,,,,,
941,38,64,NaN,64,NaN,72,NaN,NaN,13,49,100,39,-2
942,,,NaN,,NaN,,NaN,NaN,,,,,
943,38,64,NaN,63,NaN,71,NaN,NaN,13,49,100,39,-2
944,,,NaN,,NaN,,NaN,NaN,,,,,
945,37,64,NaN,63,NaN,70,NaN,NaN,13,48,100,39,-2
946,,,NaN,,NaN,,NaN,NaN,,,,,
947,37,64,NaN,63,NaN,69,NaN,NaN,13,48,100,38,-2
948,,,NaN,,NaN,,NaN,NaN,,,,,
949,42,63,NaN,63,NaN,71,NaN,NaN,13,50,100,38,-2
950,,,NaN,,NaN,,NaN,NaN,,,,,
951,42,63,NaN,62,NaN,74,NaN,NaN,13,52,100,38,-2
952,,,NaN,,NaN,,NaN,NaN,,,,,
953,42,63,NaN,62,NaN,72,NaN,NaN,13,52,100,38,-2
954,,,NaN,,NaN,,NaN,NaN,,,,,
955,36,63,NaN,62,NaN,70,NaN,NaN,13,50,100,38,-2
956,,,NaN,,NaN,,NaN,NaN,,,,,
957,39,63,NaN,63,NaN,71,NaN,NaN,13,50,100,38,-2
958,,,NaN,,NaN,,NaN,NaN,,,,,
959,40,64,NaN,64,NaN,74,NaN,NaN,13,51,100,40,-2
960,,,NaN,,NaN,,NaN,NaN,,,,,
961,40,64,NaN,64,NaN,74,NaN,NaN,13,51,100,40,-2
962,,,NaN,,NaN,,NaN,NaN,,,,,
963,40,65,NaN,64,NaN,76,NaN,NaN,13,51,100,40,-2
964,,,NaN,,NaN,,NaN,NaN,,,,,
965,40,65,NaN,64,NaN,74,NaN,NaN,13,51,100,34,-2
966,,,NaN,,NaN,,NaN,NaN,,,,,
967,40,64,NaN,64,NaN,76,NaN,NaN,13,51,100,34,-2
968,,,NaN,,NaN,,NaN,NaN,,,,,
969,39,64,NaN,63,NaN,74,NaN,NaN,13,51,100,34,-2
970,,,NaN,,NaN,,NaN,NaN,,,,,
971,39,64,NaN,63,NaN,73,NaN,NaN,13,50,100,34,-2
972,,,NaN,,NaN,,NaN,NaN,,,,,
973,39,63,NaN,63,NaN,74,NaN,NaN,13,50,100,36,-2
974,,,NaN,,NaN,,NaN,NaN,,,,,
975,39,63,NaN,63,NaN,72,NaN,NaN,13,49,100,36,-2
976,,,NaN,,NaN,,NaN,NaN,,,,,
977,38,63,NaN,63,NaN,74,NaN,NaN,13,50,100,36,-2
978,,,NaN,,NaN,,NaN,NaN,,,,,
979,39,63,NaN,63,NaN,71,NaN,NaN,13,49,100,38,-2
980,,,NaN,,NaN,,NaN,NaN,,,,,
981,39,63,NaN,63,NaN,74,NaN,NaN,13,50,100,38,-2
982,,,NaN,,NaN,,NaN,NaN,,,,,
983,39,64,NaN,63,NaN,73,NaN,NaN,13,50,100,38,-2
984,,,NaN,,NaN,,NaN,NaN,,,,,
985,40,64,NaN,63,NaN,74,NaN,NaN,13,50,100,38,-2
986,,,NaN,,NaN,,NaN,NaN,,,,,
987,40,64,NaN,64,NaN,74,NaN,NaN,13,51,100,38,-2
988,,,NaN,,NaN,,NaN,NaN,,,,,
989,40,64,NaN,64,NaN,73,NaN,NaN,13,50,100,38,-2
990,,,NaN,,NaN,,NaN,NaN,,,,,
991,40,64,NaN,64,NaN,75,NaN,NaN,13,51,100,38,-2
992,,,NaN,,NaN,,NaN,NaN,,,,,
993,40,64,NaN,64,NaN,73,NaN,NaN,13,51,100,38,-2
994,,,NaN,,NaN,,NaN,NaN,,,,,
995,40,64,NaN,64,NaN,76,NaN,NaN,13,51,100,38,-2
996,,,NaN,,NaN,,NaN,NaN,,,,,
997,40,64,NaN,64,NaN,74,NaN,NaN,13,51,100,38,-2
998,,,NaN,,NaN,,NaN,NaN,,,,,
999,40,64,NaN,64,NaN,76,NaN,NaN,13,51,100,38,-2
1000,,,NaN,,NaN,,NaN,NaN,,,,,
1001,40,64,NaN,63,NaN,75,NaN,NaN,13,51,100,38,-2
1002,,,NaN,,NaN,,NaN,NaN,,,,,
1003,22,64,NaN,63,NaN,67,NaN,NaN,13,46,100,38,-2
1004,,,NaN,,NaN,,NaN,NaN,,,,,
1005,36,64,NaN,64,NaN,81,NaN,NaN,13,49,100,38,-2
1006,,,NaN,,NaN,,NaN,NaN,,,,,
1007,39,64,NaN,64,NaN,74,NaN,NaN,13,50,100,38,-2
1008,,,NaN,,NaN,,NaN,NaN,,,,,
1009,40,64,NaN,64,NaN,76,NaN,NaN,13,51,100,38,-2
1010,,,NaN,,NaN,,NaN,NaN,,,,,
1011,40,64,NaN,64,NaN,73,NaN,NaN,13,51,100,38,-2
1012,,,NaN,,NaN,,NaN,NaN,,,,,
1013,40,64,NaN,64,NaN,75,NaN,NaN,13,51,100,38,-2
1014,,,NaN,,NaN,,NaN,NaN,,,,,
1015,40,64,NaN,64,NaN,74,NaN,NaN,13,51,100,38,-2
1016,,,NaN,,NaN,,NaN,NaN,,,,,
1017,41,64,NaN,64,NaN,74,NaN,NaN,13,51,100,38,-2
1018,,,NaN,,NaN,,NaN,NaN,,,,,
1019,40,64,NaN,64,NaN,74,NaN,NaN,13,51,100,38,-2
1020,,,NaN,,NaN,,NaN,NaN,,,,,
1021,41,65,NaN,64,NaN,74,NaN,NaN,13,51,100,37,-2
1022,,,NaN,,NaN,,NaN,NaN,,,,,
1023,41,65,NaN,65,NaN,76,NaN,NaN,13,52,100,37,-2
1024,,,NaN,,NaN,,NaN,NaN,,,,,
1025,41,65,NaN,65,NaN,74,NaN,NaN,13,52,100,37,-2
1026,,,NaN,,NaN,,NaN,NaN,,,,,
1027,42,66,NaN,66,NaN,77,NaN,NaN,13,53,100,37,-2
1028,,,NaN,,NaN,,NaN,NaN,,,,,
1029,42,67,NaN,66,NaN,75,NaN,NaN,13,53,100,38,-3
1030,,,NaN,,NaN,,NaN,NaN,,,,,
1031,42,67,NaN,67,NaN,76,NaN,NaN,13,53,100,38,-3
1032,,,NaN,,NaN,,NaN,NaN,,,,,
1033,41,68,NaN,68,NaN,76,NaN,NaN,13,53,100,38,-3
1034,,,NaN,,NaN,,NaN,NaN,,,,,
1035,40,68,NaN,68,NaN,74,NaN,NaN,13,52,100,38,-3
1036,,,NaN,,NaN,,NaN,NaN,,,,,
1037,40,69,NaN,69,NaN,75,NaN,NaN,13,52,100,38,-3
1038,,,NaN,,NaN,,NaN,NaN,,,,,
1039,39,70,NaN,69,NaN,71,NaN,NaN,13,50,100,38,-3
1040,,,NaN,,NaN,,NaN,NaN,,,,,
1041,38,71,NaN,71,NaN,73,NaN,NaN,13,50,100,38,-3
1042,,,NaN,,NaN,,NaN,NaN,,,,,
1043,37,71,NaN,71,NaN,70,NaN,NaN,13,49,100,38,-3
1044,,,NaN,,NaN,,NaN,NaN,,,,,
1045,38,72,NaN,71,NaN,71,NaN,NaN,13,49,100,38,-3
1046,,,NaN,,NaN,,NaN,NaN,,,,,
1047,37,72,NaN,72,NaN,70,NaN,NaN,13,48,100,38,-3
1048,,,NaN,,NaN,,NaN,NaN,,,,,
1049,37,73,NaN,74,NaN,70,NaN,NaN,13,48,100,38,-3
1050,,,NaN,,NaN,,NaN,NaN,,,,,
1051,37,74,NaN,74,NaN,72,NaN,NaN,13,49,100,38,-3
1052,,,NaN,,NaN,,NaN,NaN,,,,,
1053,37,75,NaN,74,NaN,70,NaN,NaN,13,48,100,38,-3
1054,,,NaN,,NaN,,NaN,NaN,,,,,
1055,38,75,NaN,75,NaN,73,NaN,NaN,13,49,100,38,-3
1056,,,NaN,,NaN,,NaN,NaN,,,,,
1057,37,76,NaN,75,NaN,71,NaN,NaN,13,48,100,38,-3
1058,,,NaN,,NaN,,NaN,NaN,,,,,
1059,39,76,NaN,75,NaN,75,NaN,NaN,13,50,100,38,-3
1060,,,NaN,,NaN,,NaN,NaN,,,,,
1061,38,76,NaN,75,NaN,73,NaN,NaN,13,49,100,38,-3
1062,,,NaN,,NaN,,NaN,NaN,,,,,
1063,40,76,NaN,76,NaN,76,NaN,NaN,13,51,100,38,-3
1064,,,NaN,,NaN,,NaN,NaN,,,,,
1065,40,77,NaN,77,NaN,78,NaN,NaN,13,52,100,38,-3
1066,,,NaN,,NaN,,NaN,NaN,,,,,
1067,42,77,NaN,77,NaN,80,NaN,NaN,13,53,100,38,-3
1068,,,NaN,,NaN,,NaN,NaN,,,,,
1069,43,77,NaN,77,NaN,83,NaN,NaN,13,55,100,38,-3
1070,,,NaN,,NaN,,NaN,NaN,,,,,
1071,43,77,NaN,77,NaN,83,NaN,NaN,13,56,100,38,-3
1072,,,NaN,,NaN,,NaN,NaN,,,,,
1073,45,77,NaN,77,NaN,89,NaN,NaN,13,58,100,38,-3
1074,,,NaN,,NaN,,NaN,NaN,,,,,
1075,45,77,NaN,77,NaN,88,NaN,NaN,13,58,100,38,-3
1076,,,NaN,,NaN,,NaN,NaN,,,,,
1077,46,77,NaN,77,NaN,91,NaN,NaN,13,60,100,38,-3
1078,,,NaN,,NaN,,NaN,NaN,,,,,
1079,46,78,NaN,77,NaN,93,NaN,NaN,13,61,100,40,-4
1080,,,NaN,,NaN,,NaN,NaN,,,,,
1081,49,78,NaN,77,NaN,91,NaN,NaN,13,62,100,40,-4
1082,,,NaN,,NaN,,NaN,NaN,,,,,
1083,48,78,NaN,77,NaN,96,NaN,NaN,13,63,100,40,-4
1084,,,NaN,,NaN,,NaN,NaN,,,,,
1085,48,78,NaN,77,NaN,95,NaN,NaN,13,63,100,39,-4
1086,,,NaN,,NaN,,NaN,NaN,,,,,
1087,50,77,NaN,77,NaN,100,NaN,NaN,13,64,100,39,-4
1088,,,NaN,,NaN,,NaN,NaN,,,,,
1089,48,77,NaN,77,NaN,101,NaN,NaN,13,64,100,39,-4
1090,,,NaN,,NaN,,NaN,NaN,,,,,
1091,51,77,NaN,76,NaN,103,NaN,NaN,13,66,100,39,-4
1092,,,NaN,,NaN,,NaN,NaN,,,,,
1093,51,77,NaN,76,NaN,102,NaN,NaN,13,66,100,39,-4
1094,,,NaN,,NaN,,NaN,NaN,,,,,
1095,52,77,NaN,88,NaN,104,NaN,NaN,13,67,100,39,-4
1096,,,NaN,,NaN,,NaN,NaN,,,,,
1097,52,78,NaN,88,NaN,106,NaN,NaN,13,68,100,39,-4
1098,,,NaN,,NaN,,NaN,NaN,,,,,
1099,52,78,NaN,85,NaN,107,NaN,NaN,13,68,100,39,-4
1100,,,NaN,,NaN,,NaN,NaN,,,,,
1101,40,78,NaN,85,NaN,97,NaN,NaN,13,67,100,39,-4
1102,,,NaN,,NaN,,NaN,NaN,,,,,
1103,52,79,NaN,79,NaN,108,NaN,NaN,13,69,100,39,-4
1104,,,NaN,,NaN,,NaN,NaN,,,,,
1105,54,80,NaN,79,NaN,111,NaN,NaN,13,71,100,39,3
1106,,,NaN,,NaN,,NaN,NaN,,,,,
1107,54,81,NaN,80,NaN,114,NaN,NaN,13,72,100,39,3
1108,,,NaN,,NaN,,NaN,NaN,,,,,
1109,55,81,NaN,80,NaN,115,NaN,NaN,13,73,100,39,9
1110,,,NaN,,NaN,,NaN,NaN,,,,,
1111,54,81,NaN,81,NaN,114,NaN,NaN,13,73,100,39,9
1112,,,NaN,,NaN,,NaN,NaN,,,,,
1113,54,81,NaN,81,NaN,113,NaN,NaN,13,72,100,39,4
1114,,,NaN,,NaN,,NaN,NaN,,,,,
1115,55,81,NaN,81,NaN,116,NaN,NaN,13,73,100,39,4
1116,,,NaN,,NaN,,NaN,NaN,,,,,
1117,54,81,NaN,81,NaN,113,NaN,NaN,13,72,100,38,8
1118,,,NaN,,NaN,,NaN,NaN,,,,,
1119,55,82,NaN,81,NaN,116,NaN,NaN,13,73,100,38,8
1120,,,NaN,,NaN,,NaN,NaN,,,,,
1121,54,82,NaN,82,NaN,113,NaN,NaN,13,72,100,38,2
1122,,,NaN,,NaN,,NaN,NaN,,,,,
1123,56,82,NaN,82,NaN,115,NaN,NaN,13,73,100,39,2
1124,,,NaN,,NaN,,NaN,NaN,,,,,
1125,55,82,NaN,81,NaN,114,NaN,NaN,13,73,100,39,2
1126,,,NaN,,NaN,,NaN,NaN,,,,,
1127,55,82,NaN,81,NaN,113,NaN,NaN,13,72,100,39,2
1128,,,NaN,,NaN,,NaN,NaN,,,,,
1129,56,82,NaN,81,NaN,117,NaN,NaN,13,74,100,39,2
1130,,,NaN,,NaN,,NaN,NaN,,,,,
1131,55,82,NaN,81,NaN,114,NaN,NaN,13,73,100,40,1
1132,,,NaN,,NaN,,NaN,NaN,,,,,
1133,56,81,NaN,81,NaN,117,NaN,NaN,13,74,100,40,1
1134,,,NaN,,NaN,,NaN,NaN,,,,,
1135,55,81,NaN,81,NaN,115,NaN,NaN,13,73,100,40,1
1136,,,NaN,,NaN,,NaN,NaN,,,,,
1137,57,81,NaN,81,NaN,119,NaN,NaN,13,75,100,39,1
1138,,,NaN,,NaN,,NaN,NaN,,,,,
1139,57,81,NaN,81,NaN,117,NaN,NaN,13,75,100,39,1
1140,,,NaN,,NaN,,NaN,NaN,,,,,
1141,57,81,NaN,81,NaN,118,NaN,NaN,13,75,100,39,1
1142,,,NaN,,NaN,,NaN,NaN,,,,,
1143,57,81,NaN,80,NaN,119,NaN,NaN,13,76,100,39,2
1144,,,NaN,,NaN,,NaN,NaN,,,,,
1145,57,81,NaN,80,NaN,117,NaN,NaN,13,76,100,39,2
1146,,,NaN,,NaN,,NaN,NaN,,,,,
1147,57,80,NaN,80,NaN,120,NaN,NaN,13,77,100,39,3
1148,,,NaN,,NaN,,NaN,NaN,,,,,
1149,56,80,NaN,79,NaN,116,NaN,NaN,13,75,100,40,3
1150,,,NaN,,NaN,,NaN,NaN,,,,,
1151,57,80,NaN,79,NaN,121,NaN,NaN,13,76,100,40,2
1152,,,NaN,,NaN,,NaN,NaN,,,,,
1153,56,80,NaN,79,NaN,118,NaN,NaN,13,75,100,40,2
1154,,,NaN,,NaN,,NaN,NaN,,,,,
1155,57,79,NaN,79,NaN,118,NaN,NaN,13,75,100,40,2
1156,,,NaN,,NaN,,NaN,NaN,,,,,
1157,57,79,NaN,79,NaN,119,NaN,NaN,13,75,100,40,5
1158,,,NaN,,NaN,,NaN,NaN,,,,,
1159,56,79,NaN,79,NaN,115,NaN,NaN,13,74,100,40,5
1160,,,NaN,,NaN,,NaN,NaN,,,,,
1161,57,79,NaN,78,NaN,119,NaN,NaN,13,75,100,40,8
1162,,,NaN,,NaN,,NaN,NaN,,,,,
1163,56,79,NaN,79,NaN,116,NaN,NaN,13,74,100,39,8
1164,,,NaN,,NaN,,NaN,NaN,,,,,
1165,55,79,NaN,79,NaN,120,NaN,NaN,13,75,100,39,7
1166,,,NaN,,NaN,,NaN,NaN,,,,,
1167,56,79,NaN,79,NaN,117,NaN,NaN,13,75,100,39,7
1168,,,NaN,,NaN,,NaN,NaN,,,,,
1169,58,79,NaN,79,NaN,118,NaN,NaN,13,75,100,40,32
1170,,,NaN,,NaN,,NaN,NaN,,,,,
1171,56,79,NaN,78,NaN,120,NaN,NaN,13,76,100,40,32
1172,,,NaN,,NaN,,NaN,NaN,,,,,
1173,58,79,NaN,78,NaN,120,NaN,NaN,13,77,100,40,197
1174,,,NaN,,NaN,,NaN,NaN,,,,,
1175,58,79,NaN,78,NaN,124,NaN,NaN,13,78,100,39,197
1176,,,NaN,,NaN,,NaN,NaN,,,,,
