time,Solar8000/ART_MBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/CVP,Solar8000/RR_CO2,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ETCO2,Solar8000/HR
9202,89,NaN,NaN,114,99,73,NaN,8,15,125,NaN,36,124
9203,,NaN,NaN,,,,NaN,,,,NaN,,
9204,87,NaN,NaN,108,100,70,NaN,8,15,125,NaN,35,124
9205,,NaN,NaN,,,,NaN,,,,NaN,,
9206,87,NaN,NaN,109,99,71,NaN,8,15,125,NaN,35,124
9207,,NaN,NaN,,,,NaN,,,,NaN,,
9208,84,NaN,NaN,105,99,69,NaN,8,15,125,NaN,35,124
9209,,NaN,NaN,,,,NaN,,,,NaN,,
9210,87,NaN,NaN,110,99,72,NaN,8,15,125,NaN,36,124
9211,,NaN,NaN,,,,NaN,,,,NaN,,
9212,85,NaN,NaN,107,99,70,NaN,8,15,124,NaN,36,124
9213,,NaN,NaN,,,,NaN,,,,NaN,,
9214,89,NaN,NaN,113,99,74,NaN,8,15,124,NaN,36,124
9215,,NaN,NaN,,,,NaN,,,,NaN,,
9216,90,NaN,NaN,113,100,75,NaN,8,15,124,NaN,36,124
9217,,NaN,NaN,,,,NaN,,,,NaN,,
9218,92,NaN,NaN,116,100,76,NaN,8,15,124,NaN,35,124
9219,,NaN,NaN,,,,NaN,,,,NaN,,
9220,90,NaN,NaN,113,100,73,NaN,8,15,124,NaN,35,124
9221,,NaN,NaN,,,,NaN,,,,NaN,,
9222,91,NaN,NaN,116,100,75,NaN,8,15,124,NaN,35,124
9223,,NaN,NaN,,,,NaN,,,,NaN,,
9224,89,NaN,NaN,112,100,72,NaN,8,15,124,NaN,36,124
9225,,NaN,NaN,,,,NaN,,,,NaN,,
9226,91,NaN,NaN,116,99,76,NaN,8,15,125,NaN,36,124
9227,,NaN,NaN,,,,NaN,,,,NaN,,
9228,91,NaN,NaN,114,100,74,NaN,8,15,124,NaN,36,124
9229,,NaN,NaN,,,,NaN,,,,NaN,,
9230,93,NaN,NaN,118,100,77,NaN,8,15,124,NaN,36,124
9231,,NaN,NaN,,,,NaN,,,,NaN,,
9232,93,NaN,NaN,116,100,76,NaN,8,15,124,NaN,35,124
9233,,NaN,NaN,,,,NaN,,,,NaN,,
9234,94,NaN,NaN,116,100,77,NaN,8,15,124,NaN,35,123
9235,,NaN,NaN,,,,NaN,,,,NaN,,
9236,90,NaN,NaN,112,100,72,NaN,9,15,124,NaN,35,123
9237,,NaN,NaN,,,,NaN,,,,NaN,,
9238,91,NaN,NaN,114,100,74,NaN,9,15,124,NaN,35,124
9239,,NaN,NaN,,,,NaN,,,,NaN,,
9240,89,NaN,NaN,111,100,72,NaN,9,15,124,NaN,35,124
9241,,NaN,NaN,,,,NaN,,,,NaN,,
9242,91,NaN,NaN,115,100,75,NaN,9,15,124,NaN,35,123
9243,,NaN,NaN,,,,NaN,,,,NaN,,
9244,90,NaN,NaN,112,100,73,NaN,9,15,123,NaN,35,123
9245,,NaN,NaN,,,,NaN,,,,NaN,,
9246,92,NaN,NaN,115,100,76,NaN,9,15,124,NaN,35,123
9247,,NaN,NaN,,,,NaN,,,,NaN,,
9248,91,NaN,NaN,112,100,74,NaN,9,15,123,NaN,35,123
9249,,NaN,NaN,,,,NaN,,,,NaN,,
9250,92,NaN,NaN,116,100,75,NaN,9,15,123,NaN,35,123
9251,,NaN,NaN,,,,NaN,,,,NaN,,
9252,90,NaN,NaN,111,100,72,NaN,9,15,123,NaN,35,123
9253,,NaN,NaN,,,,NaN,,,,NaN,,
9254,91,NaN,NaN,115,100,75,NaN,10,15,123,NaN,35,123
9255,,NaN,NaN,,,,NaN,,,,NaN,,
9256,90,NaN,NaN,112,100,73,NaN,10,15,122,NaN,35,122
9257,,NaN,NaN,,,,NaN,,,,NaN,,
9258,92,NaN,NaN,115,100,75,NaN,10,15,123,NaN,35,123
9259,,NaN,NaN,,,,NaN,,,,NaN,,
9260,90,NaN,NaN,112,100,73,NaN,10,15,122,NaN,35,122
9261,,NaN,NaN,,,,NaN,,,,NaN,,
9262,91,NaN,NaN,115,100,75,NaN,10,15,122,NaN,35,122
9263,,NaN,NaN,,,,NaN,,,,NaN,,
9264,89,NaN,NaN,111,100,72,NaN,10,15,122,NaN,35,122
9265,,NaN,NaN,,,,NaN,,,,NaN,,
9266,90,NaN,NaN,113,100,74,NaN,10,15,122,NaN,35,122
9267,,NaN,NaN,,,,NaN,,,,NaN,,
9268,88,NaN,NaN,109,100,72,NaN,10,15,122,NaN,35,122
9269,,NaN,NaN,,,,NaN,,,,NaN,,
9270,90,NaN,NaN,113,100,74,NaN,10,15,122,NaN,35,121
9271,,NaN,NaN,,,,NaN,,,,NaN,,
9272,89,NaN,NaN,111,100,72,NaN,10,15,121,NaN,35,121
9273,,NaN,NaN,,,,NaN,,,,NaN,,
9274,90,NaN,NaN,113,100,74,NaN,10,15,121,NaN,35,121
9275,,NaN,NaN,,,,NaN,,,,NaN,,
9276,87,NaN,NaN,108,100,70,NaN,10,15,121,NaN,35,121
9277,,NaN,NaN,,,,NaN,,,,NaN,,
9278,88,NaN,NaN,110,100,72,NaN,9,15,121,NaN,35,121
9279,,NaN,NaN,,,,NaN,,,,NaN,,
9280,86,NaN,NaN,107,100,70,NaN,9,15,121,NaN,35,121
9281,,NaN,NaN,,,,NaN,,,,NaN,,
9282,88,NaN,NaN,110,100,73,NaN,9,15,121,NaN,35,121
9283,,NaN,NaN,,,,NaN,,,,NaN,,
9284,87,NaN,NaN,109,100,71,NaN,9,15,121,NaN,35,120
9285,,NaN,NaN,,,,NaN,,,,NaN,,
9286,89,NaN,NaN,113,100,73,NaN,9,15,121,NaN,35,120
9287,,NaN,NaN,,,,NaN,,,,NaN,,
9288,87,NaN,NaN,110,100,70,NaN,9,15,121,NaN,35,120
9289,,NaN,NaN,,,,NaN,,,,NaN,,
9290,89,NaN,NaN,112,100,73,NaN,9,15,120,NaN,34,120
9291,,NaN,NaN,,,,NaN,,,,NaN,,
9292,88,NaN,NaN,110,100,71,NaN,8,15,120,NaN,34,120
9293,,NaN,NaN,,,,NaN,,,,NaN,,
9294,89,NaN,NaN,115,100,72,NaN,8,15,120,NaN,34,120
9295,,NaN,NaN,,,,NaN,,,,NaN,,
9296,88,NaN,NaN,112,100,70,NaN,8,15,119,NaN,34,119
9297,,NaN,NaN,,,,NaN,,,,NaN,,
9298,89,NaN,NaN,114,100,72,NaN,8,15,118,NaN,34,118
9299,,NaN,NaN,,,,NaN,,,,NaN,,
9300,87,NaN,NaN,111,100,69,NaN,8,15,118,NaN,34,118
9301,,NaN,NaN,,,,NaN,,,,NaN,,
9302,91,NaN,NaN,122,100,73,NaN,8,15,119,NaN,34,118
9303,,NaN,NaN,,,,NaN,,,,NaN,,
9304,92,NaN,NaN,125,100,73,NaN,7,15,120,NaN,34,118
9305,,NaN,NaN,,,,NaN,,,,NaN,,
9306,96,NaN,NaN,134,100,77,NaN,7,15,120,NaN,34,119
9307,,NaN,NaN,,,,NaN,,,,NaN,,
9308,96,NaN,NaN,132,100,75,NaN,7,15,120,NaN,34,119
9309,,NaN,NaN,,,,NaN,,,,NaN,,
9310,99,NaN,NaN,139,100,80,NaN,7,15,120,NaN,34,120
9311,,NaN,NaN,,,,NaN,,,,NaN,,
9312,98,NaN,NaN,134,100,77,NaN,7,15,120,NaN,34,120
9313,,NaN,NaN,,,,NaN,,,,NaN,,
9314,100,NaN,NaN,140,100,80,NaN,7,15,120,NaN,34,120
9315,,NaN,NaN,,,,NaN,,,,NaN,,
9316,97,NaN,NaN,133,100,75,NaN,7,15,120,NaN,34,120
9317,,NaN,NaN,,,,NaN,,,,NaN,,
9318,98,NaN,NaN,136,100,77,NaN,7,15,120,NaN,34,119
9319,,NaN,NaN,,,,NaN,,,,NaN,,
9320,92,NaN,NaN,126,100,72,NaN,7,15,119,NaN,34,119
9321,,NaN,NaN,,,,NaN,,,,NaN,,
9322,94,NaN,NaN,131,100,75,NaN,6,15,119,NaN,34,119
9323,,NaN,NaN,,,,NaN,,,,NaN,,
9324,91,NaN,NaN,125,100,72,NaN,6,15,118,NaN,34,119
9325,,NaN,NaN,,,,NaN,,,,NaN,,
9326,93,NaN,NaN,132,100,74,NaN,7,15,118,NaN,35,118
9327,,NaN,NaN,,,,NaN,,,,NaN,,
9328,91,NaN,NaN,125,100,72,NaN,7,15,118,NaN,35,118
9329,,NaN,NaN,,,,NaN,,,,NaN,,
9330,95,NaN,NaN,132,100,76,NaN,7,15,118,NaN,35,117
9331,,NaN,NaN,,,,NaN,,,,NaN,,
9332,92,NaN,NaN,124,100,72,NaN,7,15,117,NaN,35,117
9333,,NaN,NaN,,,,NaN,,,,NaN,,
9334,95,NaN,NaN,130,100,76,NaN,7,15,117,NaN,34,117
9335,,NaN,NaN,,,,NaN,,,,NaN,,
9336,93,NaN,NaN,125,100,73,NaN,7,15,117,NaN,34,117
9337,,NaN,NaN,,,,NaN,,,,NaN,,
9338,95,NaN,NaN,130,100,76,NaN,7,15,117,NaN,34,117
9339,,NaN,NaN,,,,NaN,,,,NaN,,
9340,93,NaN,NaN,124,100,73,NaN,7,15,117,NaN,34,116
9341,,NaN,NaN,,,,NaN,,,,NaN,,
9342,96,NaN,NaN,130,100,77,NaN,8,15,117,NaN,35,116
9343,,NaN,NaN,,,,NaN,,,,NaN,,
9344,96,NaN,NaN,128,100,75,NaN,8,15,116,NaN,35,116
9345,,NaN,NaN,,,,NaN,,,,NaN,,
9346,99,NaN,NaN,133,100,80,NaN,8,15,116,NaN,35,116
9347,,NaN,NaN,,,,NaN,,,,NaN,,
9348,96,NaN,NaN,128,100,76,NaN,8,15,115,NaN,35,115
9349,,NaN,NaN,,,,NaN,,,,NaN,,
9350,101,NaN,NaN,138,100,82,NaN,8,15,116,NaN,35,115
9351,,NaN,NaN,,,,NaN,,,,NaN,,
9352,103,NaN,NaN,141,100,82,NaN,8,15,116,NaN,35,115
9353,,NaN,NaN,,,,NaN,,,,NaN,,
9354,105,NaN,NaN,147,100,83,NaN,8,15,117,NaN,35,116
9355,,NaN,NaN,,,,NaN,,,,NaN,,
9356,100,NaN,NaN,137,100,76,NaN,8,15,117,NaN,35,116
9357,,NaN,NaN,,,,NaN,,,,NaN,,
9358,100,NaN,NaN,138,100,77,NaN,8,15,117,NaN,35,116
9359,,NaN,NaN,,,,NaN,,,,NaN,,
9360,96,NaN,NaN,131,100,75,NaN,8,15,117,NaN,35,116
9361,,NaN,NaN,,,,NaN,,,,NaN,,
9362,98,NaN,NaN,136,100,78,NaN,8,15,117,NaN,35,116
9363,,NaN,NaN,,,,NaN,,,,NaN,,
9364,95,NaN,NaN,130,100,75,NaN,8,15,116,NaN,35,116
9365,,NaN,NaN,,,,NaN,,,,NaN,,
9366,99,NaN,NaN,136,100,79,NaN,8,15,116,NaN,35,116
9367,,NaN,NaN,,,,NaN,,,,NaN,,
9368,98,NaN,NaN,133,100,78,NaN,8,15,116,NaN,35,116
9369,,NaN,NaN,,,,NaN,,,,NaN,,
9370,102,NaN,NaN,140,100,83,NaN,8,15,116,NaN,35,116
9371,,NaN,NaN,,,,NaN,,,,NaN,,
9372,101,NaN,NaN,136,100,80,NaN,8,15,117,NaN,36,116
9373,,NaN,NaN,,,,NaN,,,,NaN,,
9374,104,NaN,NaN,141,100,84,NaN,8,15,117,NaN,36,116
9375,,NaN,NaN,,,,NaN,,,,NaN,,
9376,102,NaN,NaN,136,100,81,NaN,7,15,117,NaN,36,117
9377,,NaN,NaN,,,,NaN,,,,NaN,,
9378,101,NaN,NaN,136,100,80,NaN,7,15,117,NaN,36,117
9379,,NaN,NaN,,,,NaN,,,,NaN,,
9380,97,NaN,NaN,128,100,76,NaN,7,15,117,NaN,36,117
9381,,NaN,NaN,,,,NaN,,,,NaN,,
9382,97,NaN,NaN,129,100,78,NaN,7,15,117,NaN,36,117
9383,,NaN,NaN,,,,NaN,,,,NaN,,
9384,93,NaN,NaN,121,100,75,NaN,7,15,117,NaN,36,117
9385,,NaN,NaN,,,,NaN,,,,NaN,,
9386,95,NaN,NaN,128,100,75,NaN,7,15,117,NaN,36,117
9387,,NaN,NaN,,,,NaN,,,,NaN,,
9388,92,NaN,NaN,121,100,74,NaN,7,15,117,NaN,36,117
9389,,NaN,NaN,,,,NaN,,,,NaN,,
9390,95,NaN,NaN,127,100,79,NaN,6,15,118,NaN,36,117
9391,,NaN,NaN,,,,NaN,,,,NaN,,
9392,92,NaN,NaN,121,100,75,NaN,6,15,117,NaN,35,117
9393,,NaN,NaN,,,,NaN,,,,NaN,,
9394,93,NaN,NaN,124,100,77,NaN,6,15,118,NaN,35,117
9395,,NaN,NaN,,,,NaN,,,,NaN,,
9396,88,NaN,NaN,115,100,67,NaN,6,15,118,NaN,35,117
9397,,NaN,NaN,,,,NaN,,,,NaN,,
9398,84,NaN,NaN,112,100,68,NaN,6,15,118,NaN,35,118
9399,,NaN,NaN,,,,NaN,,,,NaN,,
9400,78,NaN,NaN,101,100,64,NaN,6,15,118,NaN,34,118
9401,,NaN,NaN,,,,NaN,,,,NaN,,
9402,80,NaN,NaN,107,100,68,NaN,6,15,118,NaN,34,117
9403,,NaN,NaN,,,,NaN,,,,NaN,,
9404,78,NaN,NaN,101,100,66,NaN,6,15,117,NaN,34,117
9405,,NaN,NaN,,,,NaN,,,,NaN,,
9406,83,NaN,NaN,112,100,73,NaN,6,15,118,NaN,34,117
9407,,NaN,NaN,,,,NaN,,,,NaN,,
9408,82,NaN,NaN,106,100,70,NaN,6,15,117,NaN,33,117
9409,,NaN,NaN,,,,NaN,,,,NaN,,
9410,87,NaN,NaN,115,100,75,NaN,5,15,118,NaN,33,118
9411,,NaN,NaN,,,,NaN,,,,NaN,,
9412,85,NaN,NaN,108,100,71,NaN,5,15,118,NaN,33,118
9413,,NaN,NaN,,,,NaN,,,,NaN,,
9414,89,NaN,NaN,118,100,78,NaN,5,15,118,NaN,33,118
9415,,NaN,NaN,,,,NaN,,,,NaN,,
9416,87,NaN,NaN,111,100,74,NaN,5,15,119,NaN,33,118
9417,,NaN,NaN,,,,NaN,,,,NaN,,
9418,90,NaN,NaN,119,100,77,NaN,5,15,119,NaN,33,118
9419,,NaN,NaN,,,,NaN,,,,NaN,,
9420,87,NaN,NaN,110,100,73,NaN,5,15,119,NaN,33,119
9421,,NaN,NaN,,,,NaN,,,,NaN,,
9422,88,NaN,NaN,118,100,76,NaN,5,15,120,NaN,33,119
9423,,NaN,NaN,,,,NaN,,,,NaN,,
9424,84,NaN,NaN,108,100,70,NaN,5,15,120,NaN,32,120
9425,,NaN,NaN,,,,NaN,,,,NaN,,
9426,87,NaN,NaN,116,100,75,NaN,5,15,120,NaN,32,120
9427,,NaN,NaN,,,,NaN,,,,NaN,,
9428,84,NaN,NaN,106,100,68,NaN,5,15,120,NaN,32,120
9429,,NaN,NaN,,,,NaN,,,,NaN,,
9430,87,NaN,NaN,116,100,75,NaN,5,15,121,NaN,32,120
9431,,NaN,NaN,,,,NaN,,,,NaN,,
9432,83,NaN,NaN,105,100,71,NaN,5,15,121,NaN,32,121
9433,,NaN,NaN,,,,NaN,,,,NaN,,
9434,87,NaN,NaN,117,100,76,NaN,5,15,121,NaN,32,121
9435,,NaN,NaN,,,,NaN,,,,NaN,,
9436,86,NaN,NaN,109,100,72,NaN,5,15,121,NaN,32,121
9437,,NaN,NaN,,,,NaN,,,,NaN,,
9438,88,NaN,NaN,116,100,76,NaN,5,15,121,NaN,31,121
9439,,NaN,NaN,,,,NaN,,,,NaN,,
9440,85,NaN,NaN,109,100,72,NaN,5,15,120,NaN,31,120
9441,,NaN,NaN,,,,NaN,,,,NaN,,
9442,88,NaN,NaN,119,100,76,NaN,5,15,121,NaN,31,120
9443,,NaN,NaN,,,,NaN,,,,NaN,,
9444,85,NaN,NaN,111,100,71,NaN,5,15,121,NaN,31,120
9445,,NaN,NaN,,,,NaN,,,,NaN,,
9446,89,NaN,NaN,125,100,76,NaN,5,15,122,NaN,31,121
9447,,NaN,NaN,,,,NaN,,,,NaN,,
9448,89,NaN,NaN,124,100,75,NaN,5,15,122,NaN,31,121
9449,,NaN,NaN,,,,NaN,,,,NaN,,
9450,95,NaN,NaN,138,100,80,NaN,5,15,121,NaN,31,121
9451,,NaN,NaN,,,,NaN,,,,NaN,,
9452,92,NaN,NaN,127,100,75,NaN,5,15,121,NaN,31,120
9453,,NaN,NaN,,,,NaN,,,,NaN,,
9454,94,NaN,NaN,133,100,78,NaN,6,15,121,NaN,31,120
9455,,NaN,NaN,,,,NaN,,,,NaN,,
9456,90,NaN,NaN,123,100,73,NaN,6,15,122,NaN,31,121
9457,,NaN,NaN,,,,NaN,,,,NaN,,
9458,92,NaN,NaN,129,100,75,NaN,6,15,123,NaN,31,122
9459,,NaN,NaN,,,,NaN,,,,NaN,,
9460,86,NaN,NaN,117,100,68,NaN,6,15,123,NaN,32,123
9461,,NaN,NaN,,,,NaN,,,,NaN,,
9462,87,NaN,NaN,122,100,70,NaN,6,15,124,NaN,32,123
9463,,NaN,NaN,,,,NaN,,,,NaN,,
9464,80,NaN,NaN,108,100,63,NaN,6,15,124,NaN,32,123
9465,,NaN,NaN,,,,NaN,,,,NaN,,
9466,82,NaN,NaN,115,100,67,NaN,6,15,124,NaN,35,124
9467,,NaN,NaN,,,,NaN,,,,NaN,,
9468,78,NaN,NaN,106,100,63,NaN,6,15,124,NaN,35,124
9469,,NaN,NaN,,,,NaN,,,,NaN,,
9470,82,NaN,NaN,115,100,67,NaN,6,15,124,NaN,35,124
9471,,NaN,NaN,,,,NaN,,,,NaN,,
9472,78,NaN,NaN,105,100,62,NaN,6,15,124,NaN,35,124
9473,,NaN,NaN,,,,NaN,,,,NaN,,
9474,80,NaN,NaN,111,100,64,NaN,6,15,124,NaN,37,124
9475,,NaN,NaN,,,,NaN,,,,NaN,,
9476,72,NaN,NaN,97,100,57,NaN,6,15,124,NaN,37,124
9477,,NaN,NaN,,,,NaN,,,,NaN,,
9478,73,NaN,NaN,102,100,59,NaN,6,15,124,NaN,37,124
9479,,NaN,NaN,,,,NaN,,,,NaN,,
9480,70,NaN,NaN,94,100,57,NaN,6,15,124,NaN,37,124
9481,,NaN,NaN,,,,NaN,,,,NaN,,
9482,75,NaN,NaN,105,100,64,NaN,6,15,124,NaN,37,124
9483,,NaN,NaN,,,,NaN,,,,NaN,,
9484,74,NaN,NaN,99,100,60,NaN,6,15,124,NaN,37,124
9485,,NaN,NaN,,,,NaN,,,,NaN,,
9486,75,NaN,NaN,103,100,61,NaN,6,15,125,NaN,37,124
9487,,NaN,NaN,,,,NaN,,,,NaN,,
9488,72,NaN,NaN,96,100,59,NaN,6,15,125,NaN,36,124
9489,,NaN,NaN,,,,NaN,,,,NaN,,
9490,75,NaN,NaN,102,100,63,NaN,6,15,125,NaN,36,124
9491,,NaN,NaN,,,,NaN,,,,NaN,,
9492,74,NaN,NaN,98,100,61,NaN,6,15,125,NaN,36,124
9493,,NaN,NaN,,,,NaN,,,,NaN,,
9494,78,NaN,NaN,106,100,65,NaN,6,15,124,NaN,36,124
9495,,NaN,NaN,,,,NaN,,,,NaN,,
9496,75,NaN,NaN,99,100,62,NaN,6,15,123,NaN,36,123
9497,,NaN,NaN,,,,NaN,,,,NaN,,
9498,78,NaN,NaN,108,100,65,NaN,6,15,124,NaN,36,123
9499,,NaN,NaN,,,,NaN,,,,NaN,,
9500,76,NaN,NaN,104,100,63,NaN,5,15,125,NaN,36,124
9501,,NaN,NaN,,,,NaN,,,,NaN,,
9502,78,NaN,NaN,109,100,64,NaN,5,15,126,NaN,35,125
9503,,NaN,NaN,,,,NaN,,,,NaN,,
9504,73,NaN,NaN,98,100,59,NaN,5,15,126,NaN,35,125
9505,,NaN,NaN,,,,NaN,,,,NaN,,
9506,75,NaN,NaN,105,100,63,NaN,5,15,126,NaN,35,125
9507,,NaN,NaN,,,,NaN,,,,NaN,,
9508,73,NaN,NaN,98,100,61,NaN,5,15,126,NaN,35,126
9509,,NaN,NaN,,,,NaN,,,,NaN,,
9510,75,NaN,NaN,106,100,64,NaN,5,15,126,NaN,35,126
9511,,NaN,NaN,,,,NaN,,,,NaN,,
9512,73,NaN,NaN,98,100,62,NaN,5,15,126,NaN,35,126
9513,,NaN,NaN,,,,NaN,,,,NaN,,
9514,77,NaN,NaN,108,100,66,NaN,5,15,126,NaN,35,126
9515,,NaN,NaN,,,,NaN,,,,NaN,,
9516,75,NaN,NaN,101,100,63,NaN,5,15,126,NaN,35,126
9517,,NaN,NaN,,,,NaN,,,,NaN,,
9518,79,NaN,NaN,112,100,68,NaN,6,15,127,NaN,35,126
9519,,NaN,NaN,,,,NaN,,,,NaN,,
9520,79,NaN,NaN,108,100,66,NaN,6,15,127,NaN,35,126
9521,,NaN,NaN,,,,NaN,,,,NaN,,
9522,83,NaN,NaN,118,100,70,NaN,6,15,127,NaN,35,126
9523,,NaN,NaN,,,,NaN,,,,NaN,,
9524,80,NaN,NaN,107,100,66,NaN,6,15,127,NaN,34,126
9525,,NaN,NaN,,,,NaN,,,,NaN,,
9526,82,NaN,NaN,113,100,69,NaN,5,15,127,NaN,34,127
9527,,NaN,NaN,,,,NaN,,,,NaN,,
9528,80,NaN,NaN,108,100,66,NaN,5,15,127,NaN,34,127
9529,,NaN,NaN,,,,NaN,,,,NaN,,
9530,84,NaN,NaN,117,100,70,NaN,6,15,128,NaN,34,127
9531,,NaN,NaN,,,,NaN,,,,NaN,,
9532,82,NaN,NaN,110,100,67,NaN,6,15,128,NaN,33,128
9533,,NaN,NaN,,,,NaN,,,,NaN,,
9534,85,NaN,NaN,119,100,69,NaN,6,15,128,NaN,33,128
9535,,NaN,NaN,,,,NaN,,,,NaN,,
9536,84,NaN,NaN,115,100,68,NaN,6,15,128,NaN,33,128
9537,,NaN,NaN,,,,NaN,,,,NaN,,
9538,89,NaN,NaN,125,100,73,NaN,6,15,128,NaN,33,128
9539,,NaN,NaN,,,,NaN,,,,NaN,,
9540,88,NaN,NaN,121,100,72,NaN,6,15,127,NaN,34,127
9541,,NaN,NaN,,,,NaN,,,,NaN,,
9542,94,NaN,NaN,134,100,76,NaN,6,15,128,NaN,34,127
9543,,NaN,NaN,,,,NaN,,,,NaN,,
9544,91,NaN,NaN,129,100,72,NaN,6,15,129,NaN,34,128
9545,,NaN,NaN,,,,NaN,,,,NaN,,
9546,94,NaN,NaN,137,100,75,NaN,6,15,130,NaN,34,129
9547,,NaN,NaN,,,,NaN,,,,NaN,,
9548,90,NaN,NaN,128,100,71,NaN,7,15,130,NaN,35,130
9549,,NaN,NaN,,,,NaN,,,,NaN,,
9550,92,NaN,NaN,135,100,74,NaN,7,15,131,NaN,35,130
9551,,NaN,NaN,,,,NaN,,,,NaN,,
9552,90,NaN,NaN,128,100,71,NaN,7,15,131,NaN,35,130
9553,,NaN,NaN,,,,NaN,,,,NaN,,
9554,94,NaN,NaN,137,100,74,NaN,7,15,131,NaN,35,130
9555,,NaN,NaN,,,,NaN,,,,NaN,,
9556,91,NaN,NaN,130,100,71,NaN,7,15,131,NaN,35,131
9557,,NaN,NaN,,,,NaN,,,,NaN,,
9558,94,NaN,NaN,136,100,74,NaN,7,15,131,NaN,35,131
9559,,NaN,NaN,,,,NaN,,,,NaN,,
9560,91,NaN,NaN,129,100,70,NaN,7,15,131,NaN,35,130
9561,,NaN,NaN,,,,NaN,,,,NaN,,
9562,94,NaN,NaN,136,100,74,NaN,7,15,131,NaN,35,130
9563,,NaN,NaN,,,,NaN,,,,NaN,,
9564,90,NaN,NaN,128,100,69,NaN,7,15,130,NaN,37,130
9565,,NaN,NaN,,,,NaN,,,,NaN,,
9566,93,NaN,NaN,135,100,73,NaN,7,15,130,NaN,37,130
9567,,NaN,NaN,,,,NaN,,,,NaN,,
9568,92,NaN,NaN,129,100,71,NaN,7,15,130,NaN,37,130
9569,,NaN,NaN,,,,NaN,,,,NaN,,
9570,95,NaN,NaN,136,100,74,NaN,7,15,130,NaN,37,129
9571,,NaN,NaN,,,,NaN,,,,NaN,,
9572,92,NaN,NaN,131,100,71,NaN,7,15,129,NaN,38,129
9573,,NaN,NaN,,,,NaN,,,,NaN,,
9574,95,NaN,NaN,137,100,74,NaN,8,15,130,NaN,38,129
9575,,NaN,NaN,,,,NaN,,,,NaN,,
9576,92,NaN,NaN,130,100,71,NaN,8,15,129,NaN,38,129
9577,,NaN,NaN,,,,NaN,,,,NaN,,
9578,93,NaN,NaN,132,100,72,NaN,8,15,129,NaN,38,129
9579,,NaN,NaN,,,,NaN,,,,NaN,,
9580,89,NaN,NaN,125,100,69,NaN,8,15,129,NaN,37,128
9581,,NaN,NaN,,,,NaN,,,,NaN,,
9582,91,NaN,NaN,129,100,71,NaN,7,15,128,NaN,37,128
9583,,NaN,NaN,,,,NaN,,,,NaN,,
9584,89,NaN,NaN,124,100,69,NaN,7,15,128,NaN,37,128
9585,,NaN,NaN,,,,NaN,,,,NaN,,
9586,92,NaN,NaN,132,100,73,NaN,7,15,128,NaN,37,127
9587,,NaN,NaN,,,,NaN,,,,NaN,,
9588,92,NaN,NaN,130,100,72,NaN,7,15,128,NaN,38,127
9589,,NaN,NaN,,,,NaN,,,,NaN,,
9590,95,NaN,NaN,137,100,75,NaN,8,15,128,NaN,38,127
9591,,NaN,NaN,,,,NaN,,,,NaN,,
9592,94,NaN,NaN,132,100,71,NaN,8,15,128,NaN,38,127
9593,,NaN,NaN,,,,NaN,,,,NaN,,
9594,96,NaN,NaN,137,100,74,NaN,8,15,128,NaN,37,127
9595,,NaN,NaN,,,,NaN,,,,NaN,,
9596,94,NaN,NaN,132,100,72,NaN,8,15,128,NaN,37,127
9597,,NaN,NaN,,,,NaN,,,,NaN,,
9598,96,NaN,NaN,136,100,74,NaN,8,15,127,NaN,37,127
9599,,NaN,NaN,,,,NaN,,,,NaN,,
9600,94,NaN,NaN,131,100,71,NaN,8,15,127,NaN,37,127
9601,,NaN,NaN,,,,NaN,,,,NaN,,
9602,94,NaN,NaN,133,100,73,NaN,8,15,127,NaN,37,127
9603,,NaN,NaN,,,,NaN,,,,NaN,,
9604,91,NaN,NaN,127,100,70,NaN,8,15,127,NaN,37,127
9605,,NaN,NaN,,,,NaN,,,,NaN,,
9606,93,NaN,NaN,132,100,73,NaN,8,15,127,NaN,37,126
9607,,NaN,NaN,,,,NaN,,,,NaN,,
9608,93,NaN,NaN,130,100,70,NaN,7,15,127,NaN,37,126
9609,,NaN,NaN,,,,NaN,,,,NaN,,
9610,94,NaN,NaN,133,100,73,NaN,7,15,127,NaN,38,126
9611,,NaN,NaN,,,,NaN,,,,NaN,,
9612,90,NaN,NaN,126,100,69,NaN,8,15,126,NaN,38,126
9613,,NaN,NaN,,,,NaN,,,,NaN,,
9614,91,NaN,NaN,127,100,69,NaN,8,15,126,NaN,38,125
9615,,NaN,NaN,,,,NaN,,,,NaN,,
9616,88,NaN,NaN,122,100,67,NaN,8,15,125,NaN,38,125
9617,,NaN,NaN,,,,NaN,,,,NaN,,
9618,90,NaN,NaN,127,100,70,NaN,8,15,125,NaN,37,124
9619,,NaN,NaN,,,,NaN,,,,NaN,,
9620,89,NaN,NaN,126,100,68,NaN,8,15,124,NaN,37,124
9621,,NaN,NaN,,,,NaN,,,,NaN,,
9622,92,NaN,NaN,131,100,71,NaN,8,15,123,NaN,37,123
9623,,NaN,NaN,,,,NaN,,,,NaN,,
9624,93,NaN,NaN,131,100,71,NaN,9,15,122,NaN,37,123
9625,,NaN,NaN,,,,NaN,,,,NaN,,
9626,92,NaN,NaN,132,100,65,NaN,9,15,122,NaN,38,122
