time,Solar8000/ART_MBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/CVP,Solar8000/RR_CO2,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ETCO2,Solar8000/HR
0,,NaN,NaN,,,,NaN,,,,NaN,,
1,,-4.9562602043151855,-495.6260070800781,,,,-4.9562602043151855,,,,-498.6846008300781,,
2,,-4.956240177154541,-495.6240234375,,,,-4.956240177154541,,,,-498.6826477050781,,
3,0,NaN,NaN,0,100,0,NaN,1,,97,NaN,,97
4,,NaN,NaN,,,,NaN,,,,NaN,,
5,0,NaN,NaN,0,100,0,NaN,1,,97,NaN,,97
6,,NaN,NaN,,,,NaN,,,,NaN,,
7,0,NaN,NaN,0,100,0,NaN,1,,97,NaN,,97
8,,NaN,NaN,,,,NaN,,,,NaN,,
9,0,NaN,NaN,0,99,0,NaN,0,,96,NaN,,96
10,,NaN,NaN,,,,NaN,,,,NaN,,
11,0,NaN,NaN,0,99,0,NaN,0,,96,NaN,,96
12,,NaN,NaN,,,,NaN,,,,NaN,,
13,0,NaN,NaN,0,98,0,NaN,0,,96,NaN,,96
14,,NaN,NaN,,,,NaN,,,,NaN,,
15,0,NaN,NaN,0,99,0,NaN,0,,96,NaN,,96
16,,NaN,NaN,,,,NaN,,,,NaN,,
17,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,96
18,,NaN,NaN,,,,NaN,,,,NaN,,
19,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,96
20,,NaN,NaN,,,,NaN,,,,NaN,,
21,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,,96
22,,NaN,NaN,,,,NaN,,,,NaN,,
23,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,96
24,,NaN,NaN,,,,NaN,,,,NaN,,
25,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,,96
26,,NaN,NaN,,,,NaN,,,,NaN,,
27,1,NaN,NaN,1,100,1,NaN,0,,97,NaN,,96
28,,NaN,NaN,,,,NaN,,,,NaN,,
29,1,NaN,NaN,1,100,1,NaN,0,,97,NaN,,96
30,,NaN,NaN,,,,NaN,,,,NaN,,
31,1,NaN,NaN,1,100,1,NaN,0,,97,NaN,,97
32,,NaN,NaN,,,,NaN,,,,NaN,,
33,1,NaN,NaN,1,100,1,NaN,0,,98,NaN,,97
34,,NaN,NaN,,,,NaN,,,,NaN,,
35,1,NaN,NaN,1,100,1,NaN,0,,99,NaN,,97
36,,NaN,NaN,,,,NaN,,,,NaN,,
37,1,NaN,NaN,1,100,1,NaN,0,,98,NaN,,98
38,,NaN,NaN,,,,NaN,,,,NaN,,
39,0,NaN,NaN,0,100,0,NaN,0,,98,NaN,,98
40,,NaN,NaN,,,,NaN,,,,NaN,,
41,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,,97
42,,NaN,NaN,,,,NaN,,,,NaN,,
43,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,96
44,,NaN,NaN,,,,NaN,,,,NaN,,
45,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,96
46,,NaN,NaN,,,,NaN,,,,NaN,,
47,0,NaN,NaN,0,100,0,NaN,0,,95,NaN,,95
48,,NaN,NaN,,,,NaN,,,,NaN,,
49,0,NaN,NaN,0,100,0,NaN,0,,95,NaN,,95
50,,NaN,NaN,,,,NaN,,,,NaN,,
51,0,NaN,NaN,0,100,0,NaN,0,,95,NaN,,95
52,,NaN,NaN,,,,NaN,,,,NaN,,
53,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,95
54,,NaN,NaN,,,,NaN,,,,NaN,,
55,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,,96
56,,NaN,NaN,,,,NaN,,,,NaN,,
57,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,,96
58,,NaN,NaN,,,,NaN,,,,NaN,,
59,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,,96
60,,NaN,NaN,,,,NaN,,,,NaN,,
61,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,,96
62,,NaN,NaN,,,,NaN,,,,NaN,,
63,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,97
64,,NaN,NaN,,,,NaN,,,,NaN,,
65,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,,97
66,,NaN,NaN,,,,NaN,,,,NaN,,
67,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,,97
68,,NaN,NaN,,,,NaN,,,,NaN,,
69,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,,96
70,,NaN,NaN,,,,NaN,,,,NaN,,
71,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,,96
72,,NaN,NaN,,,,NaN,,,,NaN,,
73,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,,96
74,,NaN,NaN,,,,NaN,,,,NaN,,
75,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,,96
76,,NaN,NaN,,,,NaN,,,,NaN,,
77,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,96
78,,NaN,NaN,,,,NaN,,,,NaN,,
79,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,96
80,,NaN,NaN,,,,NaN,,,,NaN,,
81,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,96
82,,NaN,NaN,,,,NaN,,,,NaN,,
83,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,96
84,,NaN,NaN,,,,NaN,,,,NaN,,
85,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,96
86,,NaN,NaN,,,,NaN,,,,NaN,,
87,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,96
88,,NaN,NaN,,,,NaN,,,,NaN,,
89,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,,95
90,,NaN,NaN,,,,NaN,,,,NaN,,
91,1,NaN,NaN,1,100,1,NaN,0,,96,NaN,0,96
92,,NaN,NaN,,,,NaN,,,,NaN,,
93,1,NaN,NaN,1,100,1,NaN,0,,96,NaN,0,96
94,,NaN,NaN,,,,NaN,,,,NaN,,
95,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,96
96,,NaN,NaN,,,,NaN,,,,NaN,,
97,-3,NaN,NaN,3,100,-14,NaN,0,,96,NaN,0,96
98,,NaN,NaN,,,,NaN,,,,NaN,,
99,-3,NaN,NaN,3,100,-14,NaN,0,,96,NaN,0,96
100,,NaN,NaN,,,,NaN,,,,NaN,,
101,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,95
102,,NaN,NaN,,,,NaN,,,,NaN,,
103,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,0,95
104,,NaN,NaN,,,,NaN,,,,NaN,,
105,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,0,95
106,,NaN,NaN,,,,NaN,,,,NaN,,
107,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,0,95
108,,NaN,NaN,,,,NaN,,,,NaN,,
109,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,0,94
110,,NaN,NaN,,,,NaN,,,,NaN,,
111,0,NaN,NaN,0,100,0,NaN,1,,95,NaN,0,94
112,,NaN,NaN,,,,NaN,,,,NaN,,
113,0,NaN,NaN,0,100,0,NaN,1,,95,NaN,0,94
114,,NaN,NaN,,,,NaN,,,,NaN,,
115,0,NaN,NaN,0,100,0,NaN,0,,95,NaN,0,94
116,,NaN,NaN,,,,NaN,,,,NaN,,
117,0,NaN,NaN,0,100,0,NaN,0,,95,NaN,0,94
118,,NaN,NaN,,,,NaN,,,,NaN,,
119,0,NaN,NaN,0,100,0,NaN,0,,94,NaN,0,94
120,,NaN,NaN,,,,NaN,,,,NaN,,
121,0,NaN,NaN,0,100,0,NaN,0,,94,NaN,0,93
122,,NaN,NaN,,,,NaN,,,,NaN,,
123,0,NaN,NaN,0,100,0,NaN,0,,93,NaN,0,93
124,,NaN,NaN,,,,NaN,,,,NaN,,
125,0,NaN,NaN,0,100,0,NaN,0,,93,NaN,0,92
126,,NaN,NaN,,,,NaN,,,,NaN,,
127,0,NaN,NaN,0,100,0,NaN,0,,93,NaN,0,92
128,,NaN,NaN,,,,NaN,,,,NaN,,
129,0,NaN,NaN,0,100,0,NaN,0,,93,NaN,0,92
130,,NaN,NaN,,,,NaN,,,,NaN,,
131,0,NaN,NaN,0,100,0,NaN,0,,93,NaN,0,92
132,,NaN,NaN,,,,NaN,,,,NaN,,
133,0,NaN,NaN,0,100,0,NaN,0,,93,NaN,0,93
134,,NaN,NaN,,,,NaN,,,,NaN,,
135,0,NaN,NaN,0,100,0,NaN,0,,94,NaN,0,93
136,,NaN,NaN,,,,NaN,,,,NaN,,
137,0,NaN,NaN,0,100,0,NaN,0,,94,NaN,0,94
138,,NaN,NaN,,,,NaN,,,,NaN,,
139,0,NaN,NaN,0,100,0,NaN,0,,94,NaN,0,94
140,,NaN,NaN,,,,NaN,,,,NaN,,
141,0,NaN,NaN,0,100,0,NaN,0,,95,NaN,0,95
142,,NaN,NaN,,,,NaN,,,,NaN,,
143,0,NaN,NaN,0,100,0,NaN,0,,95,NaN,0,95
144,,NaN,NaN,,,,NaN,,,,NaN,,
145,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,95
146,,NaN,NaN,,,,NaN,,,,NaN,,
147,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,95
148,,NaN,NaN,,,,NaN,,,,NaN,,
149,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,95
150,,NaN,NaN,,,,NaN,,,,NaN,,
151,0,NaN,NaN,0,100,0,NaN,0,,95,NaN,0,95
152,,NaN,NaN,,,,NaN,,,,NaN,,
153,0,NaN,NaN,0,100,0,NaN,1,,95,NaN,0,95
154,,NaN,NaN,,,,NaN,,,,NaN,,
155,0,NaN,NaN,0,100,0,NaN,1,,95,NaN,0,95
156,,NaN,NaN,,,,NaN,,,,NaN,,
157,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,0,96
158,,NaN,NaN,,,,NaN,,,,NaN,,
159,0,NaN,NaN,0,100,0,NaN,1,,97,NaN,0,96
160,,NaN,NaN,,,,NaN,,,,NaN,,
161,0,NaN,NaN,0,100,0,NaN,1,,97,NaN,0,96
162,,NaN,NaN,,,,NaN,,,,NaN,,
163,0,NaN,NaN,0,100,0,NaN,1,,97,NaN,0,96
164,,NaN,NaN,,,,NaN,,,,NaN,,
165,0,NaN,NaN,0,100,0,NaN,1,,97,NaN,0,96
166,,NaN,NaN,,,,NaN,,,,NaN,,
167,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,96
168,,NaN,NaN,,,,NaN,,,,NaN,,
169,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,96
170,,NaN,NaN,,,,NaN,,,,NaN,,
171,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,96
172,,NaN,NaN,,,,NaN,,,,NaN,,
173,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,96
174,,NaN,NaN,,,,NaN,,,,NaN,,
175,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,96
176,,NaN,NaN,,,,NaN,,,,NaN,,
177,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,96
178,,NaN,NaN,,,,NaN,,,,NaN,,
179,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,97
180,,NaN,NaN,,,,NaN,,,,NaN,,
181,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,97
182,,NaN,NaN,,,,NaN,,,,NaN,,
183,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,97
184,,NaN,NaN,,,,NaN,,,,NaN,,
185,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,96
186,,NaN,NaN,,,,NaN,,,,NaN,,
187,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,96
188,,NaN,NaN,,,,NaN,,,,NaN,,
189,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,95
190,,NaN,NaN,,,,NaN,,,,NaN,,
191,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,96
192,,NaN,NaN,,,,NaN,,,,NaN,,
193,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,96
194,,NaN,NaN,,,,NaN,,,,NaN,,
195,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,96
196,,NaN,NaN,,,,NaN,,,,NaN,,
197,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,96
198,,NaN,NaN,,,,NaN,,,,NaN,,
199,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,96
200,,NaN,NaN,,,,NaN,,,,NaN,,
201,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,95
202,,NaN,NaN,,,,NaN,,,,NaN,,
203,0,NaN,NaN,0,100,0,NaN,0,,95,NaN,0,95
204,,NaN,NaN,,,,NaN,,,,NaN,,
205,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,0,95
206,,NaN,NaN,,,,NaN,,,,NaN,,
207,0,NaN,NaN,0,100,0,NaN,1,,97,NaN,0,97
208,,NaN,NaN,,,,NaN,,,,NaN,,
209,0,NaN,NaN,0,100,0,NaN,1,,98,NaN,0,98
210,,NaN,NaN,,,,NaN,,,,NaN,,
211,0,NaN,NaN,0,100,0,NaN,1,,98,NaN,0,98
212,,NaN,NaN,,,,NaN,,,,NaN,,
213,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,97
214,,NaN,NaN,,,,NaN,,,,NaN,,
215,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,96
216,,NaN,NaN,,,,NaN,,,,NaN,,
217,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,0,96
218,,NaN,NaN,,,,NaN,,,,NaN,,
219,0,NaN,NaN,0,100,0,NaN,1,,95,NaN,0,96
220,,NaN,NaN,,,,NaN,,,,NaN,,
221,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,96
222,,NaN,NaN,,,,NaN,,,,NaN,,
223,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,96
224,,NaN,NaN,,,,NaN,,,,NaN,,
225,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,97
226,,NaN,NaN,,,,NaN,,,,NaN,,
227,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,96
228,,NaN,NaN,,,,NaN,,,,NaN,,
229,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,96
230,,NaN,NaN,,,,NaN,,,,NaN,,
231,0,NaN,NaN,0,100,0,NaN,0,,98,NaN,0,97
232,,NaN,NaN,,,,NaN,,,,NaN,,
233,0,NaN,NaN,0,100,0,NaN,0,,98,NaN,0,97
234,,NaN,NaN,,,,NaN,,,,NaN,,
235,0,NaN,NaN,0,100,0,NaN,0,,98,NaN,0,97
236,,NaN,NaN,,,,NaN,,,,NaN,,
237,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,96
238,,NaN,NaN,,,,NaN,,,,NaN,,
239,0,NaN,NaN,0,100,0,NaN,0,,95,NaN,0,94
240,,NaN,NaN,,,,NaN,,,,NaN,,
241,0,NaN,NaN,0,100,0,NaN,0,,95,NaN,0,94
242,,NaN,NaN,,,,NaN,,,,NaN,,
243,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,96
244,,NaN,NaN,,,,NaN,,,,NaN,,
245,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,96
246,,NaN,NaN,,,,NaN,,,,NaN,,
247,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,97
248,,NaN,NaN,,,,NaN,,,,NaN,,
249,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,97
250,,NaN,NaN,,,,NaN,,,,NaN,,
251,0,NaN,NaN,0,100,0,NaN,1,,97,NaN,0,96
252,,NaN,NaN,,,,NaN,,,,NaN,,
253,0,NaN,NaN,0,100,-2,NaN,1,,97,NaN,0,97
254,,NaN,NaN,,,,NaN,,,,NaN,,
255,0,NaN,NaN,0,100,-2,NaN,1,,97,NaN,0,97
256,,NaN,NaN,,,,NaN,,,,NaN,,
257,0,NaN,NaN,0,100,-2,NaN,1,,97,NaN,0,97
258,,NaN,NaN,,,,NaN,,,,NaN,,
259,0,NaN,NaN,0,100,0,NaN,1,,98,NaN,0,98
260,,NaN,NaN,,,,NaN,,,,NaN,,
261,0,NaN,NaN,0,100,0,NaN,1,,98,NaN,0,97
262,,NaN,NaN,,,,NaN,,,,NaN,,
263,0,NaN,NaN,0,100,0,NaN,1,,98,NaN,0,97
264,,NaN,NaN,,,,NaN,,,,NaN,,
265,0,NaN,NaN,0,100,0,NaN,1,,98,NaN,0,97
266,,NaN,NaN,,,,NaN,,,,NaN,,
267,0,NaN,NaN,0,100,0,NaN,1,,98,NaN,0,97
268,,NaN,NaN,,,,NaN,,,,NaN,,
269,0,NaN,NaN,0,100,0,NaN,1,,98,NaN,0,97
270,,NaN,NaN,,,,NaN,,,,NaN,,
271,1,NaN,NaN,1,100,1,NaN,1,,98,NaN,0,98
272,,NaN,NaN,,,,NaN,,,,NaN,,
273,1,NaN,NaN,1,100,1,NaN,1,,98,NaN,0,98
274,,NaN,NaN,,,,NaN,,,,NaN,,
275,0,NaN,NaN,0,100,0,NaN,1,,97,NaN,0,98
276,,NaN,NaN,,,,NaN,,,,NaN,,
277,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,0,97
278,,NaN,NaN,,,,NaN,,,,NaN,,
279,0,NaN,NaN,0,100,0,NaN,1,,96,NaN,0,97
280,,NaN,NaN,,,,NaN,,,,NaN,,
281,0,NaN,NaN,0,100,0,NaN,0,,96,NaN,0,97
282,,NaN,NaN,,,,NaN,,,,NaN,,
283,1,NaN,NaN,1,100,1,NaN,0,,97,NaN,0,97
284,,NaN,NaN,,,,NaN,,,,NaN,,
285,1,NaN,NaN,1,100,1,NaN,0,,97,NaN,0,96
286,,NaN,NaN,,,,NaN,,,,NaN,,
287,1,NaN,NaN,1,100,1,NaN,0,,97,NaN,0,96
288,,NaN,NaN,,,,NaN,,,,NaN,,
289,1,NaN,NaN,1,100,1,NaN,0,,97,NaN,0,96
290,,NaN,NaN,,,,NaN,,,,NaN,,
291,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,96
292,,NaN,NaN,,,,NaN,,,,NaN,,
293,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,97
294,,NaN,NaN,,,,NaN,,,,NaN,,
295,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,97
296,,NaN,NaN,,,,NaN,,,,NaN,,
297,0,NaN,NaN,0,100,0,NaN,0,,97,NaN,0,97
298,,NaN,NaN,,,,NaN,,,,NaN,,
299,0,NaN,NaN,4,100,-28,NaN,0,,97,NaN,0,97
300,,NaN,NaN,,,,NaN,,,,NaN,,
301,0,NaN,NaN,4,100,-28,NaN,0,,97,NaN,0,97
302,,NaN,NaN,,,,NaN,,,,NaN,,
303,-5,NaN,NaN,-5,100,-5,NaN,-8,,98,NaN,0,97
304,,NaN,NaN,,,,NaN,,,,NaN,,
305,-5,NaN,NaN,-5,100,-5,NaN,-8,,97,NaN,0,97
306,,NaN,NaN,,,,NaN,,,,NaN,,
307,-5,NaN,NaN,-5,100,-5,NaN,-7,,96,NaN,0,97
308,,NaN,NaN,,,,NaN,,,,NaN,,
309,-5,NaN,NaN,-5,100,-5,NaN,-7,,96,NaN,0,96
310,,NaN,NaN,,,,NaN,,,,NaN,,
311,-5,NaN,NaN,-5,100,-5,NaN,-7,,95,NaN,0,96
312,,NaN,NaN,,,,NaN,,,,NaN,,
313,-5,NaN,NaN,-5,100,-5,NaN,-7,,94,NaN,0,95
314,,NaN,NaN,,,,NaN,,,,NaN,,
315,-5,NaN,NaN,-5,100,-5,NaN,-7,,94,NaN,0,95
316,,NaN,NaN,,,,NaN,,,,NaN,,
317,-5,NaN,NaN,-5,100,-5,NaN,-7,,93,NaN,0,95
318,,NaN,NaN,,,,NaN,,,,NaN,,
319,-4,NaN,NaN,-4,100,-4,NaN,-7,,94,NaN,0,95
320,,NaN,NaN,,,,NaN,,,,NaN,,
321,-4,NaN,NaN,-4,100,-4,NaN,-7,,93,NaN,0,95
322,,NaN,NaN,,,,NaN,,,,NaN,,
323,-4,NaN,NaN,-4,100,-4,NaN,-7,,93,NaN,0,94
324,,NaN,NaN,,,,NaN,,,,NaN,,
325,-4,NaN,NaN,-4,100,-4,NaN,-7,,93,NaN,0,94
326,,NaN,NaN,,,,NaN,,,,NaN,,
327,-5,NaN,NaN,-5,100,-5,NaN,-7,,93,NaN,0,93
328,,NaN,NaN,,,,NaN,,,,NaN,,
329,-5,NaN,NaN,-5,100,-5,NaN,-7,,93,NaN,0,93
330,,NaN,NaN,,,,NaN,,,,NaN,,
331,-5,NaN,NaN,-5,100,-5,NaN,-7,,92,NaN,0,92
332,,NaN,NaN,,,,NaN,,,,NaN,,
333,-5,NaN,NaN,-5,100,-5,NaN,-8,,92,NaN,0,92
334,,NaN,NaN,,,,NaN,,,,NaN,,
335,-6,NaN,NaN,-6,100,-6,NaN,-8,,92,NaN,0,92
336,,NaN,NaN,,,,NaN,,,,NaN,,
337,-6,NaN,NaN,-6,100,-6,NaN,-8,,92,NaN,0,92
338,,NaN,NaN,,,,NaN,,,,NaN,,
339,-6,NaN,NaN,-6,100,-6,NaN,-8,,92,NaN,0,92
340,,NaN,NaN,,,,NaN,,,,NaN,,
341,-6,NaN,NaN,-6,100,-6,NaN,-8,,92,NaN,0,92
342,,NaN,NaN,,,,NaN,,,,NaN,,
343,-5,NaN,NaN,-5,100,-5,NaN,-8,,92,NaN,0,92
344,,NaN,NaN,,,,NaN,,,,NaN,,
345,-5,NaN,NaN,-5,100,-5,NaN,-7,,92,NaN,0,92
346,,NaN,NaN,,,,NaN,,,,NaN,,
347,-5,NaN,NaN,-5,100,-5,NaN,-7,,92,NaN,0,92
348,,NaN,NaN,,,,NaN,,,,NaN,,
349,-5,NaN,NaN,-5,100,-5,NaN,-7,,92,NaN,0,92
350,,NaN,NaN,,,,NaN,,,,NaN,,
351,-5,NaN,NaN,-5,100,-5,NaN,-7,,92,NaN,0,92
352,,NaN,NaN,,,,NaN,,,,NaN,,
353,-5,NaN,NaN,-5,100,-5,NaN,-7,,93,NaN,0,92
354,,NaN,NaN,,,,NaN,,,,NaN,,
355,-5,NaN,NaN,-5,100,-5,NaN,-7,,93,NaN,0,93
356,,NaN,NaN,,,,NaN,,,,NaN,,
357,-5,NaN,NaN,-5,100,-5,NaN,-7,,93,NaN,0,93
358,,NaN,NaN,,,,NaN,,,,NaN,,
359,-5,NaN,NaN,-5,100,-5,NaN,-7,,93,NaN,0,93
360,,NaN,NaN,,,,NaN,,,,NaN,,
361,-5,NaN,NaN,-5,100,-5,NaN,-7,,93,NaN,0,94
362,,NaN,NaN,,,,NaN,,,,NaN,,
363,-5,NaN,NaN,-5,100,-5,NaN,-8,,93,NaN,0,94
364,,NaN,NaN,,,,NaN,,,,NaN,,
365,-5,NaN,NaN,-5,100,-5,NaN,-8,,93,NaN,0,93
366,,NaN,NaN,,,,NaN,,,,NaN,,
367,-5,NaN,NaN,-5,100,-5,NaN,-8,,93,NaN,0,93
368,,NaN,NaN,,,,NaN,,,,NaN,,
369,-5,NaN,NaN,-5,100,-5,NaN,-8,,93,NaN,0,93
370,,NaN,NaN,,,,NaN,,,,NaN,,
371,-5,NaN,NaN,-5,100,-5,NaN,-9,,94,NaN,0,93
372,,NaN,NaN,,,,NaN,,,,NaN,,
373,-5,NaN,NaN,-5,100,-5,NaN,-9,,94,NaN,0,93
374,,NaN,NaN,,,,NaN,,,,NaN,,
375,-5,NaN,NaN,-5,100,-5,NaN,-9,,93,NaN,0,93
376,,NaN,NaN,,,,NaN,,,,NaN,,
377,-5,NaN,NaN,-5,100,-5,NaN,-9,,93,NaN,0,93
378,,NaN,NaN,,,,NaN,,,,NaN,,
379,-5,NaN,NaN,-5,100,-5,NaN,-9,,93,NaN,0,92
380,,NaN,NaN,,,,NaN,,,,NaN,,
381,-5,NaN,NaN,-5,100,-5,NaN,-9,,93,NaN,0,92
382,,NaN,NaN,,,,NaN,,,,NaN,,
383,-5,NaN,NaN,-5,100,-5,NaN,-9,,92,NaN,0,92
384,,NaN,NaN,,,,NaN,,,,NaN,,
385,-5,NaN,NaN,-5,100,-5,NaN,-9,,92,NaN,0,91
386,,NaN,NaN,,,,NaN,,,,NaN,,
387,-5,NaN,NaN,-5,100,-5,NaN,-9,,91,NaN,0,91
388,,NaN,NaN,,,,NaN,,,,NaN,,
389,-5,NaN,NaN,-5,100,-5,NaN,-9,,91,NaN,0,91
390,,NaN,NaN,,,,NaN,,,,NaN,,
391,-5,NaN,NaN,-5,100,-5,NaN,-9,,91,NaN,0,90
392,,NaN,NaN,,,,NaN,,,,NaN,,
393,-5,NaN,NaN,-5,100,-5,NaN,-9,,91,NaN,0,90
394,,NaN,NaN,,,,NaN,,,,NaN,,
395,-6,NaN,NaN,-6,100,-6,NaN,-9,,91,NaN,0,90
396,,NaN,NaN,,,,NaN,,,,NaN,,
397,-6,NaN,NaN,-6,100,-6,NaN,-9,,91,NaN,0,90
398,,NaN,NaN,,,,NaN,,,,NaN,,
399,-6,NaN,NaN,-6,100,-6,NaN,-9,,91,NaN,0,90
400,,NaN,NaN,,,,NaN,,,,NaN,,
401,-6,NaN,NaN,-6,100,-6,NaN,-9,,90,NaN,0,90
402,,NaN,NaN,,,,NaN,,,,NaN,,
403,-5,NaN,NaN,-5,100,-5,NaN,-9,,90,NaN,0,90
404,,NaN,NaN,,,,NaN,,,,NaN,,
405,-5,NaN,NaN,-5,100,-5,NaN,-9,,89,NaN,0,89
406,,NaN,NaN,,,,NaN,,,,NaN,,
407,-6,NaN,NaN,-6,100,-6,NaN,-9,,89,NaN,0,88
408,,NaN,NaN,,,,NaN,,,,NaN,,
409,-6,NaN,NaN,-6,100,-6,NaN,-9,,88,NaN,0,100
410,,NaN,NaN,,,,NaN,,,,NaN,,
411,-6,NaN,NaN,-6,100,-6,NaN,-9,,88,NaN,0,99
412,,NaN,NaN,,,,NaN,,,,NaN,,
413,-6,NaN,NaN,-6,100,-6,NaN,-9,,87,NaN,0,89
414,,NaN,NaN,,,,NaN,,,,NaN,,
415,-6,NaN,NaN,-6,100,-6,NaN,-9,,86,NaN,,85
416,,NaN,NaN,,,,NaN,,,,NaN,,
417,-6,NaN,NaN,-6,100,-6,NaN,-9,,85,NaN,,84
418,,NaN,NaN,,,,NaN,,,,NaN,,
419,-6,NaN,NaN,-6,100,-6,NaN,-9,,85,NaN,,84
420,,NaN,NaN,,,,NaN,,,,NaN,,
421,-6,NaN,NaN,-6,100,-6,NaN,-9,,84,NaN,,83
422,,NaN,NaN,,,,NaN,,,,NaN,,
423,-6,NaN,NaN,-6,100,-6,NaN,-9,,84,NaN,,83
424,,NaN,NaN,,,,NaN,,,,NaN,,
425,-6,NaN,NaN,-6,100,-6,NaN,-9,,83,NaN,,83
426,,NaN,NaN,,,,NaN,,,,NaN,,
427,-6,NaN,NaN,-6,100,-6,NaN,-9,,83,NaN,,83
428,,NaN,NaN,,,,NaN,,,,NaN,,
429,-6,NaN,NaN,-6,100,-6,NaN,-9,,83,NaN,,82
430,,NaN,NaN,,,,NaN,,,,NaN,,
431,-6,NaN,NaN,-6,100,-6,NaN,-9,,82,NaN,,82
432,,NaN,NaN,,,,NaN,,,,NaN,,
433,-6,NaN,NaN,-6,100,-6,NaN,-9,,82,NaN,,82
434,,NaN,NaN,,,,NaN,,,,NaN,,
435,-6,NaN,NaN,-6,100,-6,NaN,-9,,82,NaN,,82
436,,NaN,NaN,,,,NaN,,,,NaN,,
437,-6,NaN,NaN,-6,100,-6,NaN,-9,,83,NaN,,82
