time,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/HR,Solar8000/CVP,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,SNUADC/CVP,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/RR_CO2,SNUADC/ART,Solar8000/ART_MBP,Solar8000/ART_DBP
0,,NaN,,,,,NaN,,NaN,,NaN,,
1,,-4.9562602043151855,,,,,-495.6260070800781,,-4.9562602043151855,,-496.78717041015625,,
2,,-4.956240177154541,,,,,-495.6240234375,,-4.956240177154541,,-496.7851867675781,,
3,,NaN,,,,,NaN,,NaN,,NaN,,
4,,NaN,49,-8,100,49,NaN,42,NaN,,NaN,13,-13
5,,NaN,,,,,NaN,,NaN,,NaN,,
6,,NaN,49,-8,100,49,NaN,23,NaN,,NaN,1,-33
7,,NaN,,,,,NaN,,NaN,,NaN,,
8,,NaN,48,-7,100,49,NaN,18,NaN,,NaN,-2,-29
9,,NaN,,,,,NaN,,NaN,,NaN,,
10,,NaN,48,-7,100,49,NaN,,NaN,,NaN,-8,
11,,NaN,,,,,NaN,,NaN,,NaN,,
12,,NaN,49,-7,100,49,NaN,,NaN,,NaN,-10,
13,,NaN,,,,,NaN,,NaN,,NaN,,
14,,NaN,49,-7,100,49,NaN,,NaN,,NaN,-10,
15,,NaN,,,,,NaN,,NaN,,NaN,,
16,,NaN,49,-7,100,50,NaN,,NaN,,NaN,-9,
17,,NaN,,,,,NaN,,NaN,,NaN,,
18,,NaN,49,-7,100,50,NaN,,NaN,,NaN,-9,
19,,NaN,,,,,NaN,,NaN,,NaN,,
20,,NaN,49,-6,100,50,NaN,,NaN,,NaN,-9,
21,,NaN,,,,,NaN,,NaN,,NaN,,
22,,NaN,49,-6,100,50,NaN,-9,NaN,,NaN,-9,-9
23,,NaN,,,,,NaN,,NaN,,NaN,,
24,,NaN,49,-7,100,50,NaN,-10,NaN,,NaN,-10,-10
25,,NaN,,,,,NaN,,NaN,,NaN,,
26,,NaN,49,-7,100,50,NaN,-10,NaN,,NaN,-10,-10
27,,NaN,,,,,NaN,,NaN,,NaN,,
28,,NaN,49,-6,100,50,NaN,-10,NaN,,NaN,-10,-10
29,,NaN,,,,,NaN,,NaN,,NaN,,
30,,NaN,49,-6,100,50,NaN,2,NaN,,NaN,-10,-25
31,,NaN,,,,,NaN,,NaN,,NaN,,
32,,NaN,49,-6,100,49,NaN,16,NaN,,NaN,2,-6
33,,NaN,,,,,NaN,,NaN,,NaN,,
34,,NaN,,-6,100,49,NaN,14,NaN,,NaN,4,0
35,,NaN,,,,,NaN,,NaN,,NaN,,
36,,NaN,,-6,100,49,NaN,46,NaN,,NaN,4,-11
37,,NaN,,,,,NaN,,NaN,,NaN,,
38,,NaN,54,-5,100,49,NaN,31,NaN,,NaN,4,-11
39,,NaN,,,,,NaN,,NaN,,NaN,,
40,,NaN,54,-5,100,50,NaN,87,NaN,,NaN,33,31
41,,NaN,,,,,NaN,,NaN,,NaN,,
42,,NaN,54,-6,100,50,NaN,85,NaN,,NaN,47,43
43,,NaN,,,,,NaN,,NaN,,NaN,,
44,,NaN,54,-6,100,50,NaN,85,NaN,,NaN,51,46
45,,NaN,,,,,NaN,,NaN,,NaN,,
46,,NaN,54,-6,100,50,NaN,92,NaN,,NaN,57,48
47,,NaN,,,,,NaN,,NaN,,NaN,,
48,,NaN,54,-6,100,50,NaN,88,NaN,,NaN,60,49
49,,NaN,,,,,NaN,,NaN,,NaN,,
50,,NaN,54,-7,100,50,NaN,86,NaN,,NaN,61,50
51,,NaN,,,,,NaN,,NaN,,NaN,,
52,,NaN,54,-7,100,50,NaN,87,NaN,,NaN,63,51
53,,NaN,,,,,NaN,,NaN,,NaN,,
54,,NaN,54,-6,100,50,NaN,84,NaN,,NaN,62,41
55,,NaN,,,,,NaN,,NaN,,NaN,,
56,,NaN,54,-6,100,49,NaN,96,NaN,,NaN,56,21
57,,NaN,,,,,NaN,,NaN,,NaN,,
58,,NaN,53,-6,100,49,NaN,87,NaN,,NaN,59,40
59,,NaN,,,,,NaN,,NaN,,NaN,,
60,,NaN,53,-6,100,49,NaN,87,NaN,,NaN,60,39
61,,NaN,,,,,NaN,,NaN,,NaN,,
62,,NaN,53,-6,100,48,NaN,91,NaN,,NaN,61,40
63,,NaN,,,,,NaN,,NaN,,NaN,,
64,,NaN,53,-6,100,49,NaN,86,NaN,,NaN,63,47
65,,NaN,,,,,NaN,,NaN,,NaN,,
66,21,NaN,53,-6,100,49,NaN,89,NaN,13,NaN,64,49
67,,NaN,,,,,NaN,,NaN,,NaN,,
68,21,NaN,54,-6,100,50,NaN,90,NaN,13,NaN,65,49
69,,NaN,,,,,NaN,,NaN,,NaN,,
70,21,NaN,54,-6,100,51,NaN,88,NaN,13,NaN,66,51
71,,NaN,,,,,NaN,,NaN,,NaN,,
72,21,NaN,54,-5,100,53,NaN,90,NaN,,NaN,68,55
73,,NaN,,,,,NaN,,NaN,,NaN,,
74,21,NaN,54,-5,100,55,NaN,90,NaN,,NaN,69,56
75,,NaN,,,,,NaN,,NaN,,NaN,,
76,21,NaN,54,-6,100,57,NaN,91,NaN,,NaN,70,57
77,,NaN,,,,,NaN,,NaN,,NaN,,
78,24,NaN,54,-6,100,58,NaN,93,NaN,6,NaN,71,57
79,,NaN,,,,,NaN,,NaN,,NaN,,
80,24,NaN,54,-6,100,58,NaN,93,NaN,6,NaN,72,58
81,,NaN,,,,,NaN,,NaN,,NaN,,
82,24,NaN,51,-6,100,58,NaN,96,NaN,6,NaN,74,60
83,,NaN,,,,,NaN,,NaN,,NaN,,
84,24,NaN,51,-6,100,59,NaN,98,NaN,6,NaN,75,62
85,,NaN,,,,,NaN,,NaN,,NaN,,
86,24,NaN,51,-6,100,60,NaN,99,NaN,6,NaN,76,58
87,,NaN,,,,,NaN,,NaN,,NaN,,
88,24,NaN,53,-6,100,60,NaN,100,NaN,6,NaN,76,61
89,,NaN,,,,,NaN,,NaN,,NaN,,
90,24,NaN,57,-6,100,61,NaN,99,NaN,6,NaN,76,61
91,,NaN,,,,,NaN,,NaN,,NaN,,
92,24,NaN,57,-6,100,61,NaN,99,NaN,6,NaN,77,61
93,,NaN,,,,,NaN,,NaN,,NaN,,
94,24,NaN,59,-6,100,60,NaN,98,NaN,6,NaN,77,62
95,,NaN,,,,,NaN,,NaN,,NaN,,
96,24,NaN,61,-6,100,60,NaN,99,NaN,6,NaN,78,63
97,,NaN,,,,,NaN,,NaN,,NaN,,
98,0,NaN,69,-6,100,61,NaN,100,NaN,,NaN,78,63
99,,NaN,,,,,NaN,,NaN,,NaN,,
100,0,NaN,69,-6,100,61,NaN,101,NaN,,NaN,79,64
101,,NaN,,,,,NaN,,NaN,,NaN,,
102,0,NaN,72,-6,100,63,NaN,102,NaN,,NaN,80,64
103,,NaN,,,,,NaN,,NaN,,NaN,,
104,0,NaN,72,-6,100,64,NaN,102,NaN,,NaN,80,64
105,,NaN,,,,,NaN,,NaN,,NaN,,
106,0,NaN,73,-4,100,65,NaN,103,NaN,,NaN,81,64
107,,NaN,,,,,NaN,,NaN,,NaN,,
108,0,NaN,73,-4,100,65,NaN,102,NaN,,NaN,80,64
109,,NaN,,,,,NaN,,NaN,,NaN,,
110,0,NaN,73,-6,100,65,NaN,102,NaN,,NaN,80,64
111,,NaN,,,,,NaN,,NaN,,NaN,,
112,0,NaN,73,-6,100,64,NaN,102,NaN,,NaN,80,64
113,,NaN,,,,,NaN,,NaN,,NaN,,
114,0,NaN,88,-6,100,64,NaN,102,NaN,,NaN,80,57
115,,NaN,,,,,NaN,,NaN,,NaN,,
116,,NaN,86,-6,100,63,NaN,101,NaN,,NaN,79,61
117,,NaN,,,,,NaN,,NaN,,NaN,,
118,,NaN,86,-6,100,63,NaN,101,NaN,,NaN,79,63
119,,NaN,,,,,NaN,,NaN,,NaN,,
120,,NaN,86,-6,100,63,NaN,103,NaN,,NaN,80,64
121,,NaN,,,,,NaN,,NaN,,NaN,,
122,0,NaN,86,-6,100,62,NaN,104,NaN,,NaN,81,65
123,,NaN,,,,,NaN,,NaN,,NaN,,
124,0,NaN,82,-6,100,62,NaN,103,NaN,,NaN,81,64
125,,NaN,,,,,NaN,,NaN,,NaN,,
126,0,NaN,72,-6,100,61,NaN,102,NaN,,NaN,81,65
127,,NaN,,,,,NaN,,NaN,,NaN,,
128,0,NaN,60,-6,100,61,NaN,103,NaN,,NaN,81,64
129,,NaN,,,,,NaN,,NaN,,NaN,,
130,11,NaN,60,-6,100,61,NaN,102,NaN,4,NaN,80,63
131,,NaN,,,,,NaN,,NaN,,NaN,,
132,11,NaN,59,-7,100,60,NaN,105,NaN,4,NaN,81,63
133,,NaN,,,,,NaN,,NaN,,NaN,,
134,11,NaN,59,-7,100,60,NaN,103,NaN,4,NaN,81,65
135,,NaN,,,,,NaN,,NaN,,NaN,,
136,33,NaN,59,-7,100,60,NaN,105,NaN,3,NaN,82,66
137,,NaN,,,,,NaN,,NaN,,NaN,,
138,33,NaN,59,-7,100,61,NaN,104,NaN,3,NaN,81,66
139,,NaN,,,,,NaN,,NaN,,NaN,,
140,33,NaN,60,-5,100,62,NaN,104,NaN,3,NaN,81,66
141,,NaN,,,,,NaN,,NaN,,NaN,,
142,31,NaN,61,-5,100,62,NaN,106,NaN,3,NaN,82,67
143,,NaN,,,,,NaN,,NaN,,NaN,,
144,31,NaN,61,-6,100,63,NaN,104,NaN,3,NaN,82,67
145,,NaN,,,,,NaN,,NaN,,NaN,,
146,31,NaN,61,-6,100,63,NaN,106,NaN,3,NaN,82,67
147,,NaN,,,,,NaN,,NaN,,NaN,,
148,30,NaN,62,-7,100,63,NaN,102,NaN,9,NaN,80,64
149,,NaN,,,,,NaN,,NaN,,NaN,,
150,30,NaN,62,-7,100,63,NaN,101,NaN,9,NaN,79,63
151,,NaN,,,,,NaN,,NaN,,NaN,,
152,30,NaN,62,-7,100,63,NaN,101,NaN,9,NaN,79,63
153,,NaN,,,,,NaN,,NaN,,NaN,,
154,31,NaN,62,-7,100,63,NaN,100,NaN,11,NaN,78,61
155,,NaN,,,,,NaN,,NaN,,NaN,,
156,31,NaN,62,-7,100,62,NaN,114,NaN,11,NaN,84,64
157,,NaN,,,,,NaN,,NaN,,NaN,,
158,31,NaN,62,-7,100,62,NaN,111,NaN,11,NaN,74,43
159,,NaN,,,,,NaN,,NaN,,NaN,,
160,31,NaN,62,-7,100,63,NaN,111,NaN,11,NaN,77,57
161,,NaN,,,,,NaN,,NaN,,NaN,,
162,30,NaN,62,-7,100,64,NaN,104,NaN,12,NaN,78,61
163,,NaN,,,,,NaN,,NaN,,NaN,,
164,30,NaN,64,-7,100,66,NaN,107,NaN,12,NaN,81,60
165,,NaN,,,,,NaN,,NaN,,NaN,,
166,30,NaN,65,-7,100,68,NaN,114,NaN,12,NaN,80,48
167,,NaN,,,,,NaN,,NaN,,NaN,,
168,29,NaN,66,-7,100,68,NaN,108,NaN,13,NaN,77,49
169,,NaN,,,,,NaN,,NaN,,NaN,,
170,29,NaN,66,-6,100,67,NaN,98,NaN,13,NaN,77,58
171,,NaN,,,,,NaN,,NaN,,NaN,,
172,29,NaN,64,-6,100,65,NaN,106,NaN,13,NaN,78,61
173,,NaN,,,,,NaN,,NaN,,NaN,,
174,29,NaN,62,-6,100,64,NaN,108,NaN,13,NaN,79,62
175,,NaN,,,,,NaN,,NaN,,NaN,,
176,29,NaN,61,-6,100,62,NaN,109,NaN,13,NaN,79,61
177,,NaN,,,,,NaN,,NaN,,NaN,,
178,29,NaN,61,-7,100,62,NaN,108,NaN,13,NaN,81,64
179,,NaN,,,,,NaN,,NaN,,NaN,,
180,30,NaN,87,-7,100,61,NaN,106,NaN,13,NaN,81,64
181,,NaN,,,,,NaN,,NaN,,NaN,,
182,30,NaN,121,-7,100,61,NaN,106,NaN,13,NaN,81,64
183,,NaN,,,,,NaN,,NaN,,NaN,,
184,30,NaN,121,-7,100,61,NaN,106,NaN,13,NaN,81,64
185,,NaN,,,,,NaN,,NaN,,NaN,,
186,29,NaN,111,-7,100,61,NaN,104,NaN,13,NaN,80,64
187,,NaN,,,,,NaN,,NaN,,NaN,,
188,29,NaN,83,-7,100,61,NaN,105,NaN,13,NaN,80,64
189,,NaN,,,,,NaN,,NaN,,NaN,,
190,29,NaN,69,-6,100,60,NaN,103,NaN,13,NaN,79,63
191,,NaN,,,,,NaN,,NaN,,NaN,,
192,30,NaN,60,-6,100,60,NaN,104,NaN,13,NaN,79,63
193,,NaN,,,,,NaN,,NaN,,NaN,,
194,30,NaN,60,-6,100,60,NaN,102,NaN,13,NaN,78,63
195,,NaN,,,,,NaN,,NaN,,NaN,,
196,30,NaN,59,-7,100,60,NaN,102,NaN,13,NaN,78,63
197,,NaN,,,,,NaN,,NaN,,NaN,,
198,30,NaN,59,-7,100,60,NaN,102,NaN,13,NaN,78,62
199,,NaN,,,,,NaN,,NaN,,NaN,,
200,30,NaN,59,-6,100,60,NaN,100,NaN,13,NaN,77,62
201,,NaN,,,,,NaN,,NaN,,NaN,,
202,30,NaN,59,-6,100,59,NaN,101,NaN,13,NaN,77,61
203,,NaN,,,,,NaN,,NaN,,NaN,,
204,30,NaN,58,-5,100,59,NaN,99,NaN,13,NaN,76,61
205,,NaN,,,,,NaN,,NaN,,NaN,,
206,30,NaN,58,-5,100,58,NaN,100,NaN,13,NaN,77,61
207,,NaN,,,,,NaN,,NaN,,NaN,,
208,30,NaN,57,-5,100,58,NaN,98,NaN,13,NaN,76,61
209,,NaN,,,,,NaN,,NaN,,NaN,,
210,30,NaN,57,-5,100,58,NaN,100,NaN,13,NaN,76,62
211,,NaN,,,,,NaN,,NaN,,NaN,,
212,30,NaN,57,-6,100,58,NaN,100,NaN,13,NaN,76,62
213,,NaN,,,,,NaN,,NaN,,NaN,,
214,30,NaN,57,-6,100,58,NaN,99,NaN,13,NaN,76,62
215,,NaN,,,,,NaN,,NaN,,NaN,,
216,30,NaN,57,-6,100,58,NaN,101,NaN,13,NaN,77,63
217,,NaN,,,,,NaN,,NaN,,NaN,,
218,30,NaN,57,-6,100,58,NaN,98,NaN,13,NaN,77,62
219,,NaN,,,,,NaN,,NaN,,NaN,,
220,30,NaN,57,-6,100,58,NaN,101,NaN,13,NaN,77,63
221,,NaN,,,,,NaN,,NaN,,NaN,,
222,30,NaN,56,-6,100,57,NaN,99,NaN,13,NaN,77,62
223,,NaN,,,,,NaN,,NaN,,NaN,,
224,30,NaN,56,-7,100,57,NaN,100,NaN,13,NaN,77,62
225,,NaN,,,,,NaN,,NaN,,NaN,,
226,30,NaN,55,-7,100,56,NaN,99,NaN,13,NaN,77,61
227,,NaN,,,,,NaN,,NaN,,NaN,,
228,30,NaN,55,-7,100,56,NaN,98,NaN,13,NaN,76,61
229,,NaN,,,,,NaN,,NaN,,NaN,,
230,30,NaN,55,-7,100,56,NaN,99,NaN,13,NaN,76,61
231,,NaN,,,,,NaN,,NaN,,NaN,,
232,30,NaN,54,-7,100,55,NaN,96,NaN,13,NaN,75,60
233,,NaN,,,,,NaN,,NaN,,NaN,,
234,30,NaN,54,-7,100,55,NaN,103,NaN,13,NaN,75,60
235,,NaN,,,,,NaN,,NaN,,NaN,,
236,30,NaN,54,-7,100,55,NaN,96,NaN,13,NaN,74,59
237,,NaN,,,,,NaN,,NaN,,NaN,,
238,30,NaN,54,-6,100,54,NaN,94,NaN,13,NaN,74,60
239,,NaN,,,,,NaN,,NaN,,NaN,,
240,30,NaN,54,-6,100,54,NaN,95,NaN,13,NaN,73,58
241,,NaN,,,,,NaN,,NaN,,NaN,,
242,30,NaN,54,-5,100,54,NaN,93,NaN,13,NaN,73,59
243,,NaN,,,,,NaN,,NaN,,NaN,,
244,30,NaN,54,-5,100,55,NaN,93,NaN,13,NaN,73,58
245,,NaN,,,,,NaN,,NaN,,NaN,,
246,30,NaN,54,-6,100,55,NaN,92,NaN,13,NaN,72,59
247,,NaN,,,,,NaN,,NaN,,NaN,,
248,30,NaN,55,-6,100,55,NaN,94,NaN,13,NaN,73,59
249,,NaN,,,,,NaN,,NaN,,NaN,,
250,30,NaN,55,-6,100,56,NaN,92,NaN,13,NaN,72,59
251,,NaN,,,,,NaN,,NaN,,NaN,,
252,30,NaN,56,-6,100,56,NaN,93,NaN,13,NaN,73,59
253,,NaN,,,,,NaN,,NaN,,NaN,,
254,30,NaN,56,-6,100,56,NaN,92,NaN,13,NaN,72,59
255,,NaN,,,,,NaN,,NaN,,NaN,,
256,30,NaN,56,-6,100,56,NaN,92,NaN,13,NaN,72,59
257,,NaN,,,,,NaN,,NaN,,NaN,,
258,30,NaN,56,-6,100,57,NaN,93,NaN,13,NaN,73,59
259,,NaN,,,,,NaN,,NaN,,NaN,,
260,30,NaN,56,-6,100,57,NaN,92,NaN,13,NaN,72,59
261,,NaN,,,,,NaN,,NaN,,NaN,,
262,30,NaN,56,-6,100,57,NaN,94,NaN,13,NaN,73,60
263,,NaN,,,,,NaN,,NaN,,NaN,,
264,30,NaN,57,-6,100,57,NaN,93,NaN,13,NaN,73,60
265,,NaN,,,,,NaN,,NaN,,NaN,,
266,30,NaN,57,-6,100,57,NaN,95,NaN,13,NaN,74,61
267,,NaN,,,,,NaN,,NaN,,NaN,,
268,30,NaN,57,-6,100,57,NaN,94,NaN,13,NaN,74,60
269,,NaN,,,,,NaN,,NaN,,NaN,,
270,30,NaN,57,-6,100,57,NaN,96,NaN,13,NaN,74,61
271,,NaN,,,,,NaN,,NaN,,NaN,,
272,30,NaN,57,-6,100,57,NaN,95,NaN,13,NaN,74,61
273,,NaN,,,,,NaN,,NaN,,NaN,,
274,30,NaN,56,-6,100,57,NaN,94,NaN,13,NaN,74,60
275,,NaN,,,,,NaN,,NaN,,NaN,,
276,30,NaN,56,-5,100,57,NaN,95,NaN,13,NaN,74,60
277,,NaN,,,,,NaN,,NaN,,NaN,,
278,30,NaN,55,-5,100,56,NaN,92,NaN,13,NaN,73,59
279,,NaN,,,,,NaN,,NaN,,NaN,,
280,30,NaN,55,-6,100,56,NaN,94,NaN,13,NaN,73,59
281,,NaN,,,,,NaN,,NaN,,NaN,,
282,30,NaN,54,-6,100,55,NaN,91,NaN,13,NaN,72,59
283,,NaN,,,,,NaN,,NaN,,NaN,,
284,30,NaN,54,-6,100,55,NaN,92,NaN,13,NaN,72,59
285,,NaN,,,,,NaN,,NaN,,NaN,,
286,30,NaN,54,-6,100,54,NaN,92,NaN,13,NaN,72,58
287,,NaN,,,,,NaN,,NaN,,NaN,,
288,30,NaN,54,-6,100,54,NaN,91,NaN,13,NaN,72,59
289,,NaN,,,,,NaN,,NaN,,NaN,,
290,30,NaN,54,-6,100,54,NaN,92,NaN,13,NaN,72,58
291,,NaN,,,,,NaN,,NaN,,NaN,,
292,30,NaN,54,-6,100,54,NaN,90,NaN,13,NaN,71,58
293,,NaN,,,,,NaN,,NaN,,NaN,,
294,30,NaN,54,-6,100,54,NaN,91,NaN,13,NaN,71,58
295,,NaN,,,,,NaN,,NaN,,NaN,,
296,29,NaN,54,-6,100,55,NaN,97,NaN,13,NaN,71,57
297,,NaN,,,,,NaN,,NaN,,NaN,,
298,29,NaN,54,-8,100,55,NaN,112,NaN,13,NaN,71,51
299,,NaN,,,,,NaN,,NaN,,NaN,,
300,29,NaN,54,-8,100,55,NaN,96,NaN,13,NaN,71,55
301,,NaN,,,,,NaN,,NaN,,NaN,,
302,29,NaN,55,-9,100,55,NaN,91,NaN,13,NaN,71,55
303,,NaN,,,,,NaN,,NaN,,NaN,,
304,30,NaN,55,-9,100,55,NaN,91,NaN,13,NaN,70,55
305,,NaN,,,,,NaN,,NaN,,NaN,,
306,30,NaN,54,-6,100,55,NaN,90,NaN,13,NaN,70,57
307,,NaN,,,,,NaN,,NaN,,NaN,,
308,30,NaN,54,-6,100,55,NaN,91,NaN,13,NaN,71,57
309,,NaN,,,,,NaN,,NaN,,NaN,,
310,30,NaN,54,-7,100,55,NaN,90,NaN,13,NaN,70,58
311,,NaN,,,,,NaN,,NaN,,NaN,,
312,30,NaN,54,-7,100,55,NaN,94,NaN,13,NaN,70,44
313,,NaN,,,,,NaN,,NaN,,NaN,,
314,30,NaN,54,-7,100,55,NaN,91,NaN,13,NaN,70,55
315,,NaN,,,,,NaN,,NaN,,NaN,,
316,30,NaN,55,-7,100,55,NaN,92,NaN,13,NaN,71,58
317,,NaN,,,,,NaN,,NaN,,NaN,,
318,30,NaN,55,-6,100,55,NaN,93,NaN,13,NaN,72,58
319,,NaN,,,,,NaN,,NaN,,NaN,,
320,30,NaN,55,-6,100,55,NaN,92,NaN,13,NaN,75,66
321,,NaN,,,,,NaN,,NaN,,NaN,,
322,30,NaN,55,-6,100,55,NaN,101,NaN,13,NaN,74,56
323,,NaN,,,,,NaN,,NaN,,NaN,,
324,30,NaN,55,-6,100,55,NaN,91,NaN,13,NaN,70,48
325,,NaN,,,,,NaN,,NaN,,NaN,,
326,30,NaN,55,-6,100,56,NaN,96,NaN,13,NaN,72,56
327,,NaN,,,,,NaN,,NaN,,NaN,,
328,30,NaN,55,-7,100,56,NaN,94,NaN,13,NaN,73,59
329,,NaN,,,,,NaN,,NaN,,NaN,,
330,30,NaN,55,-7,100,56,NaN,96,NaN,13,NaN,73,59
331,,NaN,,,,,NaN,,NaN,,NaN,,
332,30,NaN,55,-7,100,56,NaN,95,NaN,13,NaN,73,59
333,,NaN,,,,,NaN,,NaN,,NaN,,
334,30,NaN,54,-7,100,55,NaN,93,NaN,13,NaN,73,59
335,,NaN,,,,,NaN,,NaN,,NaN,,
336,30,NaN,54,-7,100,55,NaN,94,NaN,13,NaN,73,60
337,,NaN,,,,,NaN,,NaN,,NaN,,
338,30,NaN,54,-7,100,55,NaN,92,NaN,13,NaN,73,60
339,,NaN,,,,,NaN,,NaN,,NaN,,
340,30,NaN,54,-7,100,55,NaN,96,NaN,13,NaN,74,61
341,,NaN,,,,,NaN,,NaN,,NaN,,
342,30,NaN,54,-7,100,55,NaN,95,NaN,13,NaN,74,61
343,,NaN,,,,,NaN,,NaN,,NaN,,
344,30,NaN,55,-5,100,55,NaN,95,NaN,13,NaN,74,61
345,,NaN,,,,,NaN,,NaN,,NaN,,
346,30,NaN,55,-5,100,55,NaN,95,NaN,13,NaN,74,60
347,,NaN,,,,,NaN,,NaN,,NaN,,
348,30,NaN,55,-6,100,55,NaN,93,NaN,13,NaN,73,60
349,,NaN,,,,,NaN,,NaN,,NaN,,
350,30,NaN,55,-6,100,55,NaN,93,NaN,13,NaN,73,60
351,,NaN,,,,,NaN,,NaN,,NaN,,
352,29,NaN,54,-6,100,55,NaN,91,NaN,13,NaN,72,59
353,,NaN,,,,,NaN,,NaN,,NaN,,
354,29,NaN,54,-6,100,55,NaN,92,NaN,13,NaN,73,59
355,,NaN,,,,,NaN,,NaN,,NaN,,
356,29,NaN,54,-6,100,55,NaN,91,NaN,13,NaN,72,54
357,,NaN,,,,,NaN,,NaN,,NaN,,
358,29,NaN,54,-6,100,54,NaN,91,NaN,13,NaN,72,56
359,,NaN,,,,,NaN,,NaN,,NaN,,
360,29,NaN,54,-6,100,54,NaN,90,NaN,13,NaN,71,57
361,,NaN,,,,,NaN,,NaN,,NaN,,
362,29,NaN,54,-6,100,54,NaN,91,NaN,13,NaN,72,58
363,,NaN,,,,,NaN,,NaN,,NaN,,
364,29,NaN,54,-6,100,54,NaN,91,NaN,13,NaN,72,57
365,,NaN,,,,,NaN,,NaN,,NaN,,
366,29,NaN,54,-6,100,54,NaN,89,NaN,13,NaN,71,57
367,,NaN,,,,,NaN,,NaN,,NaN,,
368,29,NaN,54,-6,100,54,NaN,91,NaN,13,NaN,72,58
369,,NaN,,,,,NaN,,NaN,,NaN,,
370,29,NaN,54,-6,100,55,NaN,89,NaN,13,NaN,72,58
371,,NaN,,,,,NaN,,NaN,,NaN,,
372,29,NaN,55,-6,100,55,NaN,91,NaN,13,NaN,72,58
373,,NaN,,,,,NaN,,NaN,,NaN,,
374,29,NaN,55,-6,100,55,NaN,89,NaN,13,NaN,72,58
375,,NaN,,,,,NaN,,NaN,,NaN,,
376,29,NaN,55,-6,100,55,NaN,91,NaN,13,NaN,72,58
377,,NaN,,,,,NaN,,NaN,,NaN,,
378,29,NaN,55,-6,100,55,NaN,92,NaN,13,NaN,72,58
379,,NaN,,,,,NaN,,NaN,,NaN,,
380,29,NaN,54,-6,100,55,NaN,90,NaN,13,NaN,72,58
381,,NaN,,,,,NaN,,NaN,,NaN,,
382,29,NaN,54,-6,100,55,NaN,93,NaN,13,NaN,72,58
383,,NaN,,,,,NaN,,NaN,,NaN,,
384,29,NaN,54,-6,100,55,NaN,90,NaN,13,NaN,71,57
385,,NaN,,,,,NaN,,NaN,,NaN,,
386,29,NaN,54,-6,100,55,NaN,91,NaN,13,NaN,71,56
387,,NaN,,,,,NaN,,NaN,,NaN,,
388,29,NaN,54,-6,100,55,NaN,89,NaN,13,NaN,70,56
389,,NaN,,,,,NaN,,NaN,,NaN,,
390,30,NaN,54,-6,100,54,NaN,89,NaN,13,NaN,70,55
391,,NaN,,,,,NaN,,NaN,,NaN,,
392,30,NaN,54,-7,100,54,NaN,88,NaN,13,NaN,69,54
393,,NaN,,,,,NaN,,NaN,,NaN,,
394,30,NaN,54,-7,100,54,NaN,87,NaN,13,NaN,69,56
395,,NaN,,,,,NaN,,NaN,,NaN,,
396,29,NaN,62,-7,100,55,NaN,88,NaN,13,NaN,69,56
397,,NaN,,,,,NaN,,NaN,,NaN,,
398,29,NaN,62,-7,100,55,NaN,88,NaN,13,NaN,69,56
399,,NaN,,,,,NaN,,NaN,,NaN,,
400,29,NaN,62,-7,100,55,NaN,88,NaN,13,NaN,69,56
401,,NaN,,,,,NaN,,NaN,,NaN,,
402,29,NaN,62,-7,100,54,NaN,90,NaN,13,NaN,69,56
403,,NaN,,,,,NaN,,NaN,,NaN,,
404,29,NaN,53,-7,100,54,NaN,86,NaN,13,NaN,67,54
405,,NaN,,,,,NaN,,NaN,,NaN,,
406,29,NaN,53,-7,100,54,NaN,88,NaN,13,NaN,68,55
407,,NaN,,,,,NaN,,NaN,,NaN,,
408,30,NaN,53,-7,100,54,NaN,90,NaN,13,NaN,68,55
409,,NaN,,,,,NaN,,NaN,,NaN,,
410,30,NaN,53,-7,100,54,NaN,88,NaN,13,NaN,68,55
411,,NaN,,,,,NaN,,NaN,,NaN,,
412,30,NaN,53,-7,100,54,NaN,88,NaN,13,NaN,68,56
413,,NaN,,,,,NaN,,NaN,,NaN,,
414,30,NaN,53,-7,100,54,NaN,89,NaN,13,NaN,68,55
415,,NaN,,,,,NaN,,NaN,,NaN,,
416,30,NaN,54,-7,100,54,NaN,88,NaN,13,NaN,68,55
417,,NaN,,,,,NaN,,NaN,,NaN,,
418,30,NaN,54,-7,100,55,NaN,89,NaN,13,NaN,68,56
419,,NaN,,,,,NaN,,NaN,,NaN,,
420,30,NaN,54,-7,100,55,NaN,91,NaN,13,NaN,69,56
421,,NaN,,,,,NaN,,NaN,,NaN,,
422,30,NaN,54,-7,100,55,NaN,89,NaN,12,NaN,69,56
423,,NaN,,,,,NaN,,NaN,,NaN,,
424,30,NaN,54,-7,100,55,NaN,90,NaN,12,NaN,69,57
425,,NaN,,,,,NaN,,NaN,,NaN,,
426,30,NaN,54,-7,100,55,NaN,91,NaN,12,NaN,69,57
427,,NaN,,,,,NaN,,NaN,,NaN,,
428,31,NaN,54,-7,100,55,NaN,89,NaN,11,NaN,69,55
429,,NaN,,,,,NaN,,NaN,,NaN,,
430,31,NaN,54,-7,100,55,NaN,89,NaN,11,NaN,69,55
431,,NaN,,,,,NaN,,NaN,,NaN,,
432,31,NaN,53,-7,100,54,NaN,90,NaN,11,NaN,68,54
433,,NaN,,,,,NaN,,NaN,,NaN,,
