time,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/HR,Solar8000/CVP,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,SNUADC/CVP,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/RR_CO2,SNUADC/ART,Solar8000/ART_MBP,Solar8000/ART_DBP
1884,34,NaN,51,4,100,52,NaN,97,NaN,10,NaN,65,48
1885,,NaN,,,,,NaN,,NaN,,NaN,,
1886,34,NaN,51,4,100,52,NaN,95,NaN,10,NaN,65,47
1887,,NaN,,,,,NaN,,NaN,,NaN,,
1888,34,NaN,51,4,100,52,NaN,95,NaN,10,NaN,65,47
1889,,NaN,,,,,NaN,,NaN,,NaN,,
1890,34,NaN,51,4,100,52,NaN,94,NaN,10,NaN,64,47
1891,,NaN,,,,,NaN,,NaN,,NaN,,
1892,34,NaN,51,4,100,52,NaN,94,NaN,10,NaN,64,46
1893,,NaN,,,,,NaN,,NaN,,NaN,,
1894,34,NaN,51,4,100,51,NaN,93,NaN,10,NaN,64,47
1895,,NaN,,,,,NaN,,NaN,,NaN,,
1896,33,NaN,51,4,100,51,NaN,93,NaN,10,NaN,63,46
1897,,NaN,,,,,NaN,,NaN,,NaN,,
1898,33,NaN,51,4,99,51,NaN,92,NaN,10,NaN,63,46
1899,,NaN,,,,,NaN,,NaN,,NaN,,
1900,33,NaN,51,4,100,51,NaN,91,NaN,10,NaN,63,46
1901,,NaN,,,,,NaN,,NaN,,NaN,,
1902,33,NaN,51,4,100,51,NaN,92,NaN,10,NaN,63,46
1903,,NaN,,,,,NaN,,NaN,,NaN,,
1904,33,NaN,51,4,100,51,NaN,92,NaN,10,NaN,63,46
1905,,NaN,,,,,NaN,,NaN,,NaN,,
1906,33,NaN,51,4,100,52,NaN,91,NaN,10,NaN,63,46
1907,,NaN,,,,,NaN,,NaN,,NaN,,
1908,34,NaN,51,4,100,52,NaN,93,NaN,10,NaN,63,47
1909,,NaN,,,,,NaN,,NaN,,NaN,,
1910,34,NaN,51,4,100,52,NaN,91,NaN,10,NaN,63,46
1911,,NaN,,,,,NaN,,NaN,,NaN,,
1912,34,NaN,51,4,100,52,NaN,91,NaN,10,NaN,63,46
1913,,NaN,,,,,NaN,,NaN,,NaN,,
1914,34,NaN,51,4,100,52,NaN,93,NaN,10,NaN,63,47
1915,,NaN,,,,,NaN,,NaN,,NaN,,
1916,34,NaN,51,4,99,52,NaN,92,NaN,10,NaN,63,46
1917,,NaN,,,,,NaN,,NaN,,NaN,,
1918,34,NaN,51,4,99,52,NaN,92,NaN,10,NaN,63,47
1919,,NaN,,,,,NaN,,NaN,,NaN,,
1920,34,NaN,51,4,99,52,NaN,93,NaN,10,NaN,63,47
1921,,NaN,,,,,NaN,,NaN,,NaN,,
1922,34,NaN,51,4,100,52,NaN,93,NaN,10,NaN,63,47
1923,,NaN,,,,,NaN,,NaN,,NaN,,
1924,34,NaN,51,4,100,52,NaN,94,NaN,10,NaN,64,48
1925,,NaN,,,,,NaN,,NaN,,NaN,,
1926,34,NaN,51,4,100,52,NaN,94,NaN,10,NaN,64,47
1927,,NaN,,,,,NaN,,NaN,,NaN,,
1928,34,NaN,51,4,100,52,NaN,94,NaN,10,NaN,64,47
1929,,NaN,,,,,NaN,,NaN,,NaN,,
1930,34,NaN,51,4,100,52,NaN,93,NaN,10,NaN,64,47
1931,,NaN,,,,,NaN,,NaN,,NaN,,
1932,34,NaN,51,4,100,52,NaN,93,NaN,10,NaN,64,46
1933,,NaN,,,,,NaN,,NaN,,NaN,,
1934,33,NaN,51,4,100,52,NaN,93,NaN,10,NaN,63,46
1935,,NaN,,,,,NaN,,NaN,,NaN,,
1936,33,NaN,51,4,100,52,NaN,92,NaN,10,NaN,63,46
1937,,NaN,,,,,NaN,,NaN,,NaN,,
1938,33,NaN,50,4,100,51,NaN,92,NaN,10,NaN,63,46
1939,,NaN,,,,,NaN,,NaN,,NaN,,
1940,33,NaN,50,4,100,51,NaN,91,NaN,10,NaN,63,45
1941,,NaN,,,,,NaN,,NaN,,NaN,,
1942,33,NaN,50,4,100,51,NaN,91,NaN,10,NaN,62,46
1943,,NaN,,,,,NaN,,NaN,,NaN,,
1944,33,NaN,50,4,100,51,NaN,92,NaN,10,NaN,63,46
1945,,NaN,,,,,NaN,,NaN,,NaN,,
1946,33,NaN,51,4,100,51,NaN,93,NaN,10,NaN,63,46
1947,,NaN,,,,,NaN,,NaN,,NaN,,
1948,33,NaN,51,4,100,51,NaN,94,NaN,10,NaN,63,47
1949,,NaN,,,,,NaN,,NaN,,NaN,,
1950,34,NaN,51,4,100,51,NaN,96,NaN,10,NaN,64,47
1951,,NaN,,,,,NaN,,NaN,,NaN,,
1952,34,NaN,51,4,100,51,NaN,94,NaN,10,NaN,64,47
1953,,NaN,,,,,NaN,,NaN,,NaN,,
1954,34,NaN,51,4,100,51,NaN,94,NaN,10,NaN,64,48
1955,,NaN,,,,,NaN,,NaN,,NaN,,
1956,34,NaN,51,4,100,51,NaN,95,NaN,10,NaN,64,47
1957,,NaN,,,,,NaN,,NaN,,NaN,,
1958,35,NaN,51,4,99,52,NaN,94,NaN,10,NaN,64,47
1959,,NaN,,,,,NaN,,NaN,,NaN,,
1960,35,NaN,51,4,99,52,NaN,95,NaN,10,NaN,65,48
1961,,NaN,,,,,NaN,,NaN,,NaN,,
1962,35,NaN,52,4,99,52,NaN,96,NaN,10,NaN,65,48
1963,,NaN,,,,,NaN,,NaN,,NaN,,
1964,33,NaN,52,4,99,52,NaN,95,NaN,10,NaN,64,47
1965,,NaN,,,,,NaN,,NaN,,NaN,,
1966,33,NaN,52,4,100,52,NaN,95,NaN,10,NaN,65,48
1967,,NaN,,,,,NaN,,NaN,,NaN,,
1968,33,NaN,52,4,100,52,NaN,95,NaN,10,NaN,65,48
1969,,NaN,,,,,NaN,,NaN,,NaN,,
1970,33,NaN,52,5,100,52,NaN,96,NaN,10,NaN,65,48
1971,,NaN,,,,,NaN,,NaN,,NaN,,
1972,33,NaN,52,5,100,52,NaN,97,NaN,10,NaN,66,51
1973,,NaN,,,,,NaN,,NaN,,NaN,,
1974,33,NaN,52,9,100,52,NaN,99,NaN,10,NaN,68,52
1975,,NaN,,,,,NaN,,NaN,,NaN,,
1976,34,NaN,52,9,100,52,NaN,100,NaN,10,NaN,69,54
1977,,NaN,,,,,NaN,,NaN,,NaN,,
1978,34,NaN,52,13,100,52,NaN,101,NaN,10,NaN,70,55
1979,,NaN,,,,,NaN,,NaN,,NaN,,
1980,34,NaN,52,13,100,52,NaN,103,NaN,10,NaN,71,55
1981,,NaN,,,,,NaN,,NaN,,NaN,,
1982,34,NaN,52,13,100,52,NaN,102,NaN,10,NaN,72,55
1983,,NaN,,,,,NaN,,NaN,,NaN,,
1984,34,NaN,52,13,100,52,NaN,102,NaN,10,NaN,72,55
1985,,NaN,,,,,NaN,,NaN,,NaN,,
1986,34,NaN,51,13,99,52,NaN,103,NaN,10,NaN,72,56
1987,,NaN,,,,,NaN,,NaN,,NaN,,
1988,34,NaN,51,13,100,52,NaN,102,NaN,10,NaN,72,55
1989,,NaN,,,,,NaN,,NaN,,NaN,,
1990,34,NaN,51,13,100,52,NaN,104,NaN,10,NaN,73,56
1991,,NaN,,,,,NaN,,NaN,,NaN,,
1992,34,NaN,51,13,99,52,NaN,105,NaN,10,NaN,73,56
1993,,NaN,,,,,NaN,,NaN,,NaN,,
1994,34,NaN,51,13,100,52,NaN,103,NaN,10,NaN,73,56
1995,,NaN,,,,,NaN,,NaN,,NaN,,
1996,34,NaN,51,13,100,52,NaN,103,NaN,10,NaN,73,56
1997,,NaN,,,,,NaN,,NaN,,NaN,,
1998,34,NaN,51,13,100,52,NaN,104,NaN,10,NaN,73,56
1999,,NaN,,,,,NaN,,NaN,,NaN,,
2000,33,NaN,51,13,100,52,NaN,103,NaN,10,NaN,73,55
2001,,NaN,,,,,NaN,,NaN,,NaN,,
2002,33,NaN,51,13,100,52,NaN,103,NaN,10,NaN,73,56
2003,,NaN,,,,,NaN,,NaN,,NaN,,
2004,33,NaN,51,13,100,52,NaN,102,NaN,10,NaN,72,55
2005,,NaN,,,,,NaN,,NaN,,NaN,,
2006,33,NaN,51,13,100,52,NaN,101,NaN,10,NaN,72,55
2007,,NaN,,,,,NaN,,NaN,,NaN,,
2008,33,NaN,51,13,100,52,NaN,100,NaN,10,NaN,71,55
2009,,NaN,,,,,NaN,,NaN,,NaN,,
2010,33,NaN,51,13,100,52,NaN,101,NaN,10,NaN,72,54
2011,,NaN,,,,,NaN,,NaN,,NaN,,
2012,33,NaN,51,13,100,52,NaN,99,NaN,10,NaN,71,53
2013,,NaN,,,,,NaN,,NaN,,NaN,,
2014,34,NaN,51,13,100,52,NaN,99,NaN,10,NaN,71,54
2015,,NaN,,,,,NaN,,NaN,,NaN,,
2016,34,NaN,51,13,100,52,NaN,100,NaN,10,NaN,71,55
2017,,NaN,,,,,NaN,,NaN,,NaN,,
2018,34,NaN,52,13,99,52,NaN,99,NaN,10,NaN,71,55
2019,,NaN,,,,,NaN,,NaN,,NaN,,
2020,33,NaN,53,13,100,52,NaN,101,NaN,10,NaN,72,58
2021,,NaN,,,,,NaN,,NaN,,NaN,,
2022,33,NaN,54,14,100,53,NaN,108,NaN,10,NaN,75,60
2023,,NaN,,,,,NaN,,NaN,,NaN,,
2024,33,NaN,55,14,100,54,NaN,112,NaN,10,NaN,77,61
2025,,NaN,,,,,NaN,,NaN,,NaN,,
2026,34,NaN,55,13,100,54,NaN,114,NaN,10,NaN,78,62
2027,,NaN,,,,,NaN,,NaN,,NaN,,
2028,34,NaN,56,13,100,55,NaN,117,NaN,10,NaN,80,63
2029,,NaN,,,,,NaN,,NaN,,NaN,,
2030,34,NaN,56,13,100,56,NaN,116,NaN,10,NaN,80,62
2031,,NaN,,,,,NaN,,NaN,,NaN,,
2032,33,NaN,56,13,100,56,NaN,117,NaN,10,NaN,81,63
2033,,NaN,,,,,NaN,,NaN,,NaN,,
2034,33,NaN,56,13,100,56,NaN,117,NaN,10,NaN,81,63
2035,,NaN,,,,,NaN,,NaN,,NaN,,
2036,33,NaN,55,13,100,56,NaN,116,NaN,10,NaN,81,61
2037,,NaN,,,,,NaN,,NaN,,NaN,,
2038,33,NaN,56,13,100,56,NaN,117,NaN,10,NaN,82,64
2039,,NaN,,,,,NaN,,NaN,,NaN,,
2040,33,NaN,55,13,100,55,NaN,117,NaN,10,NaN,82,62
2041,,NaN,,,,,NaN,,NaN,,NaN,,
2042,33,NaN,55,13,100,55,NaN,116,NaN,10,NaN,81,61
2043,,NaN,,,,,NaN,,NaN,,NaN,,
2044,33,NaN,55,13,100,54,NaN,114,NaN,10,NaN,80,61
2045,,NaN,,,,,NaN,,NaN,,NaN,,
2046,34,NaN,55,13,100,53,NaN,114,NaN,10,NaN,80,61
2047,,NaN,,,,,NaN,,NaN,,NaN,,
2048,34,NaN,53,13,100,53,NaN,114,NaN,10,NaN,79,61
2049,,NaN,,,,,NaN,,NaN,,NaN,,
2050,34,NaN,53,13,100,53,NaN,114,NaN,10,NaN,80,61
2051,,NaN,,,,,NaN,,NaN,,NaN,,
2052,33,NaN,53,13,100,53,NaN,115,NaN,10,NaN,80,61
2053,,NaN,,,,,NaN,,NaN,,NaN,,
2054,33,NaN,53,13,100,53,NaN,113,NaN,10,NaN,79,61
2055,,NaN,,,,,NaN,,NaN,,NaN,,
2056,33,NaN,53,13,100,54,NaN,114,NaN,10,NaN,80,61
2057,,NaN,,,,,NaN,,NaN,,NaN,,
2058,33,NaN,53,13,100,54,NaN,114,NaN,10,NaN,80,61
2059,,NaN,,,,,NaN,,NaN,,NaN,,
2060,33,NaN,54,13,100,54,NaN,112,NaN,10,NaN,79,60
2061,,NaN,,,,,NaN,,NaN,,NaN,,
2062,33,NaN,54,13,100,54,NaN,111,NaN,10,NaN,79,60
2063,,NaN,,,,,NaN,,NaN,,NaN,,
2064,34,NaN,54,13,100,54,NaN,113,NaN,10,NaN,79,60
2065,,NaN,,,,,NaN,,NaN,,NaN,,
2066,34,NaN,54,13,100,54,NaN,111,NaN,10,NaN,78,60
2067,,NaN,,,,,NaN,,NaN,,NaN,,
2068,34,NaN,55,13,100,55,NaN,111,NaN,10,NaN,78,60
2069,,NaN,,,,,NaN,,NaN,,NaN,,
2070,34,NaN,55,13,100,55,NaN,111,NaN,10,NaN,78,59
2071,,NaN,,,,,NaN,,NaN,,NaN,,
2072,34,NaN,55,12,100,55,NaN,110,NaN,10,NaN,77,58
2073,,NaN,,,,,NaN,,NaN,,NaN,,
2074,34,NaN,55,12,100,56,NaN,109,NaN,10,NaN,77,58
2075,,NaN,,,,,NaN,,NaN,,NaN,,
2076,34,NaN,55,13,100,56,NaN,109,NaN,10,NaN,77,58
2077,,NaN,,,,,NaN,,NaN,,NaN,,
2078,34,NaN,55,13,100,56,NaN,109,NaN,10,NaN,76,58
2079,,NaN,,,,,NaN,,NaN,,NaN,,
2080,34,NaN,55,13,100,56,NaN,110,NaN,10,NaN,77,59
2081,,NaN,,,,,NaN,,NaN,,NaN,,
2082,33,NaN,55,13,100,56,NaN,112,NaN,10,NaN,78,59
2083,,NaN,,,,,NaN,,NaN,,NaN,,
2084,33,NaN,55,13,100,56,NaN,111,NaN,10,NaN,78,59
2085,,NaN,,,,,NaN,,NaN,,NaN,,
2086,33,NaN,56,12,100,56,NaN,111,NaN,10,NaN,78,60
2087,,NaN,,,,,NaN,,NaN,,NaN,,
2088,34,NaN,56,12,100,56,NaN,112,NaN,10,NaN,78,60
2089,,NaN,,,,,NaN,,NaN,,NaN,,
2090,34,NaN,57,12,100,57,NaN,111,NaN,10,NaN,78,60
2091,,NaN,,,,,NaN,,NaN,,NaN,,
2092,34,NaN,57,12,100,57,NaN,112,NaN,10,NaN,78,60
2093,,NaN,,,,,NaN,,NaN,,NaN,,
2094,34,NaN,57,13,100,57,NaN,113,NaN,10,NaN,79,61
2095,,NaN,,,,,NaN,,NaN,,NaN,,
2096,34,NaN,57,13,100,57,NaN,115,NaN,10,NaN,80,62
2097,,NaN,,,,,NaN,,NaN,,NaN,,
2098,34,NaN,56,13,100,57,NaN,115,NaN,10,NaN,80,61
2099,,NaN,,,,,NaN,,NaN,,NaN,,
2100,34,NaN,56,13,100,56,NaN,114,NaN,10,NaN,80,60
2101,,NaN,,,,,NaN,,NaN,,NaN,,
2102,34,NaN,55,12,100,56,NaN,114,NaN,10,NaN,80,61
2103,,NaN,,,,,NaN,,NaN,,NaN,,
2104,34,NaN,55,12,100,55,NaN,116,NaN,10,NaN,80,61
2105,,NaN,,,,,NaN,,NaN,,NaN,,
2106,34,NaN,54,13,100,55,NaN,115,NaN,10,NaN,80,61
2107,,NaN,,,,,NaN,,NaN,,NaN,,
2108,34,NaN,54,13,100,55,NaN,116,NaN,10,NaN,81,62
2109,,NaN,,,,,NaN,,NaN,,NaN,,
2110,34,NaN,54,13,100,55,NaN,117,NaN,10,NaN,81,62
2111,,NaN,,,,,NaN,,NaN,,NaN,,
2112,34,NaN,54,13,100,55,NaN,117,NaN,10,NaN,81,62
2113,,NaN,,,,,NaN,,NaN,,NaN,,
2114,34,NaN,54,13,100,55,NaN,117,NaN,10,NaN,82,63
2115,,NaN,,,,,NaN,,NaN,,NaN,,
2116,34,NaN,54,13,100,55,NaN,118,NaN,10,NaN,82,63
2117,,NaN,,,,,NaN,,NaN,,NaN,,
2118,34,NaN,55,13,100,55,NaN,118,NaN,10,NaN,82,63
2119,,NaN,,,,,NaN,,NaN,,NaN,,
2120,34,NaN,55,13,100,56,NaN,118,NaN,10,NaN,82,63
2121,,NaN,,,,,NaN,,NaN,,NaN,,
2122,34,NaN,56,13,100,56,NaN,119,NaN,10,NaN,83,63
2123,,NaN,,,,,NaN,,NaN,,NaN,,
2124,34,NaN,56,13,100,57,NaN,118,NaN,10,NaN,82,62
2125,,NaN,,,,,NaN,,NaN,,NaN,,
2126,34,NaN,57,13,100,57,NaN,117,NaN,10,NaN,82,63
2127,,NaN,,,,,NaN,,NaN,,NaN,,
2128,34,NaN,57,13,100,58,NaN,116,NaN,10,NaN,82,61
2129,,NaN,,,,,NaN,,NaN,,NaN,,
2130,34,NaN,56,13,100,58,NaN,114,NaN,10,NaN,80,60
2131,,NaN,,,,,NaN,,NaN,,NaN,,
2132,34,NaN,57,13,100,58,NaN,113,NaN,10,NaN,80,61
2133,,NaN,,,,,NaN,,NaN,,NaN,,
2134,34,NaN,57,13,100,57,NaN,113,NaN,10,NaN,80,60
2135,,NaN,,,,,NaN,,NaN,,NaN,,
2136,34,NaN,56,13,100,57,NaN,112,NaN,10,NaN,79,60
2137,,NaN,,,,,NaN,,NaN,,NaN,,
2138,33,NaN,56,13,99,57,NaN,112,NaN,10,NaN,80,61
2139,,NaN,,,,,NaN,,NaN,,NaN,,
2140,33,NaN,56,13,100,57,NaN,114,NaN,10,NaN,81,62
2141,,NaN,,,,,NaN,,NaN,,NaN,,
2142,33,NaN,56,13,100,57,NaN,115,NaN,10,NaN,81,62
2143,,NaN,,,,,NaN,,NaN,,NaN,,
2144,33,NaN,55,13,100,57,NaN,117,NaN,10,NaN,82,64
2145,,NaN,,,,,NaN,,NaN,,NaN,,
2146,33,NaN,57,13,99,57,NaN,117,NaN,10,NaN,83,63
2147,,NaN,,,,,NaN,,NaN,,NaN,,
2148,33,NaN,57,13,99,57,NaN,116,NaN,10,NaN,83,63
2149,,NaN,,,,,NaN,,NaN,,NaN,,
2150,33,NaN,57,13,99,57,NaN,116,NaN,10,NaN,83,64
2151,,NaN,,,,,NaN,,NaN,,NaN,,
2152,34,NaN,57,13,99,57,NaN,117,NaN,10,NaN,83,63
2153,,NaN,,,,,NaN,,NaN,,NaN,,
2154,34,NaN,56,13,99,57,NaN,117,NaN,10,NaN,83,63
2155,,NaN,,,,,NaN,,NaN,,NaN,,
2156,34,NaN,56,13,100,57,NaN,118,NaN,10,NaN,84,65
2157,,NaN,,,,,NaN,,NaN,,NaN,,
2158,34,NaN,56,13,100,57,NaN,121,NaN,10,NaN,85,65
2159,,NaN,,,,,NaN,,NaN,,NaN,,
2160,34,NaN,56,13,99,57,NaN,121,NaN,10,NaN,85,65
2161,,NaN,,,,,NaN,,NaN,,NaN,,
2162,34,NaN,57,13,99,57,NaN,121,NaN,10,NaN,86,66
2163,,NaN,,,,,NaN,,NaN,,NaN,,
2164,34,NaN,57,13,100,57,NaN,122,NaN,10,NaN,86,65
2165,,NaN,,,,,NaN,,NaN,,NaN,,
2166,34,NaN,57,13,99,57,NaN,121,NaN,10,NaN,86,65
2167,,NaN,,,,,NaN,,NaN,,NaN,,
2168,34,NaN,57,13,100,57,NaN,121,NaN,10,NaN,86,65
2169,,NaN,,,,,NaN,,NaN,,NaN,,
2170,34,NaN,57,13,100,57,NaN,121,NaN,10,NaN,86,65
2171,,NaN,,,,,NaN,,NaN,,NaN,,
2172,34,NaN,57,13,100,57,NaN,120,NaN,10,NaN,85,64
2173,,NaN,,,,,NaN,,NaN,,NaN,,
2174,34,NaN,57,13,100,57,NaN,121,NaN,10,NaN,86,65
2175,,NaN,,,,,NaN,,NaN,,NaN,,
2176,35,NaN,57,13,100,57,NaN,123,NaN,10,NaN,86,66
2177,,NaN,,,,,NaN,,NaN,,NaN,,
2178,35,NaN,66,13,100,57,NaN,124,NaN,10,NaN,87,66
2179,,NaN,,,,,NaN,,NaN,,NaN,,
2180,35,NaN,66,13,100,58,NaN,124,NaN,10,NaN,87,66
2181,,NaN,,,,,NaN,,NaN,,NaN,,
2182,34,NaN,67,13,100,58,NaN,125,NaN,10,NaN,87,67
2183,,NaN,,,,,NaN,,NaN,,NaN,,
2184,34,NaN,67,13,100,59,NaN,127,NaN,10,NaN,88,67
2185,,NaN,,,,,NaN,,NaN,,NaN,,
2186,34,NaN,67,13,100,59,NaN,127,NaN,10,NaN,88,67
2187,,NaN,,,,,NaN,,NaN,,NaN,,
2188,34,NaN,59,13,100,59,NaN,126,NaN,10,NaN,88,67
2189,,NaN,,,,,NaN,,NaN,,NaN,,
2190,34,NaN,59,13,100,60,NaN,127,NaN,10,NaN,89,67
2191,,NaN,,,,,NaN,,NaN,,NaN,,
2192,34,NaN,67,13,100,59,NaN,128,NaN,10,NaN,89,68
2193,,NaN,,,,,NaN,,NaN,,NaN,,
2194,34,NaN,72,13,100,59,NaN,128,NaN,10,NaN,89,68
2195,,NaN,,,,,NaN,,NaN,,NaN,,
2196,34,NaN,73,13,99,59,NaN,129,NaN,10,NaN,90,68
2197,,NaN,,,,,NaN,,NaN,,NaN,,
2198,34,NaN,73,13,100,59,NaN,130,NaN,10,NaN,91,69
2199,,NaN,,,,,NaN,,NaN,,NaN,,
2200,34,NaN,60,13,100,59,NaN,130,NaN,10,NaN,91,69
2201,,NaN,,,,,NaN,,NaN,,NaN,,
2202,34,NaN,60,13,100,60,NaN,131,NaN,10,NaN,91,69
2203,,NaN,,,,,NaN,,NaN,,NaN,,
2204,34,NaN,52,13,100,59,NaN,129,NaN,10,NaN,91,69
2205,,NaN,,,,,NaN,,NaN,,NaN,,
2206,26,NaN,52,13,100,59,NaN,130,NaN,10,NaN,91,68
2207,,NaN,,,,,NaN,,NaN,,NaN,,
2208,26,NaN,59,13,100,59,NaN,130,NaN,10,NaN,91,68
2209,,NaN,,,,,NaN,,NaN,,NaN,,
2210,26,NaN,59,13,100,59,NaN,129,NaN,10,NaN,91,68
2211,,NaN,,,,,NaN,,NaN,,NaN,,
2212,35,NaN,59,13,100,59,NaN,130,NaN,10,NaN,91,69
2213,,NaN,,,,,NaN,,NaN,,NaN,,
2214,35,NaN,72,13,100,59,NaN,131,NaN,10,NaN,92,69
2215,,NaN,,,,,NaN,,NaN,,NaN,,
2216,35,NaN,75,13,100,59,NaN,130,NaN,10,NaN,91,68
2217,,NaN,,,,,NaN,,NaN,,NaN,,
2218,35,NaN,75,13,100,59,NaN,130,NaN,9,NaN,91,69
2219,,NaN,,,,,NaN,,NaN,,NaN,,
2220,35,NaN,75,13,100,59,NaN,131,NaN,9,NaN,92,69
2221,,NaN,,,,,NaN,,NaN,,NaN,,
2222,35,NaN,65,13,100,59,NaN,131,NaN,9,NaN,92,69
2223,,NaN,,,,,NaN,,NaN,,NaN,,
2224,35,NaN,62,13,100,59,NaN,132,NaN,9,NaN,92,69
2225,,NaN,,,,,NaN,,NaN,,NaN,,
2226,35,NaN,59,14,100,59,NaN,132,NaN,9,NaN,92,68
2227,,NaN,,,,,NaN,,NaN,,NaN,,
2228,35,NaN,59,14,100,60,NaN,130,NaN,9,NaN,91,67
2229,,NaN,,,,,NaN,,NaN,,NaN,,
2230,35,NaN,58,15,100,59,NaN,129,NaN,9,NaN,90,67
2231,,NaN,,,,,NaN,,NaN,,NaN,,
2232,36,NaN,58,15,100,59,NaN,127,NaN,9,NaN,89,66
2233,,NaN,,,,,NaN,,NaN,,NaN,,
2234,36,NaN,58,14,100,59,NaN,127,NaN,9,NaN,89,66
2235,,NaN,,,,,NaN,,NaN,,NaN,,
2236,36,NaN,58,14,100,59,NaN,127,NaN,9,NaN,89,67
2237,,NaN,,,,,NaN,,NaN,,NaN,,
2238,36,NaN,58,15,100,59,NaN,127,NaN,9,NaN,89,67
2239,,NaN,,,,,NaN,,NaN,,NaN,,
2240,36,NaN,58,15,100,59,NaN,127,NaN,9,NaN,88,67
2241,,NaN,,,,,NaN,,NaN,,NaN,,
2242,36,NaN,58,15,100,59,NaN,127,NaN,9,NaN,88,67
2243,,NaN,,,,,NaN,,NaN,,NaN,,
2244,36,NaN,59,15,100,59,NaN,126,NaN,10,NaN,88,66
2245,,NaN,,,,,NaN,,NaN,,NaN,,
2246,36,NaN,59,15,100,59,NaN,126,NaN,10,NaN,88,66
2247,,NaN,,,,,NaN,,NaN,,NaN,,
2248,36,NaN,58,14,100,59,NaN,126,NaN,10,NaN,88,66
2249,,NaN,,,,,NaN,,NaN,,NaN,,
2250,35,NaN,58,14,100,59,NaN,126,NaN,10,NaN,88,66
2251,,NaN,,,,,NaN,,NaN,,NaN,,
2252,35,NaN,58,14,100,59,NaN,124,NaN,10,NaN,87,65
2253,,NaN,,,,,NaN,,NaN,,NaN,,
2254,35,NaN,58,14,100,59,NaN,124,NaN,10,NaN,87,65
2255,,NaN,,,,,NaN,,NaN,,NaN,,
2256,35,NaN,58,14,99,59,NaN,122,NaN,10,NaN,87,66
2257,,NaN,,,,,NaN,,NaN,,NaN,,
2258,34,NaN,58,14,99,58,NaN,122,NaN,10,NaN,87,66
2259,,NaN,,,,,NaN,,NaN,,NaN,,
2260,34,NaN,58,14,99,58,NaN,124,NaN,10,NaN,88,66
2261,,NaN,,,,,NaN,,NaN,,NaN,,
2262,34,NaN,58,14,100,58,NaN,128,NaN,10,NaN,89,67
2263,,NaN,,,,,NaN,,NaN,,NaN,,
2264,34,NaN,58,13,100,58,NaN,128,NaN,10,NaN,89,67
2265,,NaN,,,,,NaN,,NaN,,NaN,,
2266,34,NaN,59,13,100,59,NaN,128,NaN,10,NaN,90,68
2267,,NaN,,,,,NaN,,NaN,,NaN,,
2268,34,NaN,59,14,100,59,NaN,129,NaN,10,NaN,90,68
2269,,NaN,,,,,NaN,,NaN,,NaN,,
2270,34,NaN,59,14,100,59,NaN,130,NaN,10,NaN,90,68
2271,,NaN,,,,,NaN,,NaN,,NaN,,
2272,34,NaN,59,14,100,60,NaN,130,NaN,10,NaN,91,70
2273,,NaN,,,,,NaN,,NaN,,NaN,,
2274,34,NaN,59,14,100,60,NaN,131,NaN,10,NaN,91,69
2275,,NaN,,,,,NaN,,NaN,,NaN,,
2276,34,NaN,60,14,100,60,NaN,132,NaN,10,NaN,92,69
2277,,NaN,,,,,NaN,,NaN,,NaN,,
2278,36,NaN,60,14,100,60,NaN,132,NaN,10,NaN,92,69
2279,,NaN,,,,,NaN,,NaN,,NaN,,
2280,36,NaN,61,14,100,60,NaN,133,NaN,10,NaN,93,70
2281,,NaN,,,,,NaN,,NaN,,NaN,,
2282,36,NaN,61,14,100,61,NaN,133,NaN,10,NaN,93,70
2283,,NaN,,,,,NaN,,NaN,,NaN,,
2284,36,NaN,62,14,100,62,NaN,135,NaN,10,NaN,94,71
2285,,NaN,,,,,NaN,,NaN,,NaN,,
2286,36,NaN,62,14,100,62,NaN,134,NaN,10,NaN,93,70
2287,,NaN,,,,,NaN,,NaN,,NaN,,
2288,36,NaN,63,14,100,62,NaN,134,NaN,10,NaN,93,70
2289,,NaN,,,,,NaN,,NaN,,NaN,,
2290,27,NaN,63,13,100,63,NaN,135,NaN,10,NaN,94,71
2291,,NaN,,,,,NaN,,NaN,,NaN,,
2292,27,NaN,64,13,100,64,NaN,135,NaN,10,NaN,94,71
2293,,NaN,,,,,NaN,,NaN,,NaN,,
2294,27,NaN,65,13,100,64,NaN,135,NaN,10,NaN,94,71
2295,,NaN,,,,,NaN,,NaN,,NaN,,
2296,27,NaN,65,13,100,65,NaN,135,NaN,10,NaN,95,71
2297,,NaN,,,,,NaN,,NaN,,NaN,,
2298,34,NaN,65,13,100,65,NaN,135,NaN,11,NaN,95,71
2299,,NaN,,,,,NaN,,NaN,,NaN,,
2300,34,NaN,64,13,100,65,NaN,134,NaN,11,NaN,94,71
2301,,NaN,,,,,NaN,,NaN,,NaN,,
2302,34,NaN,64,14,100,65,NaN,134,NaN,11,NaN,94,71
2303,,NaN,,,,,NaN,,NaN,,NaN,,
2304,36,NaN,63,14,100,64,NaN,133,NaN,12,NaN,93,69
2305,,NaN,,,,,NaN,,NaN,,NaN,,
2306,36,NaN,62,14,100,63,NaN,133,NaN,12,NaN,93,69
2307,,NaN,,,,,NaN,,NaN,,NaN,,
2308,36,NaN,62,13,100,63,NaN,134,NaN,12,NaN,94,71
