time,SNUADC/ART,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/ART_DBP,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/HR,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/RR_CO2
14707,NaN,,NaN,,NaN,,,,NaN,,,,
14708,NaN,70,NaN,100,NaN,36,55,80,NaN,70,14,124,11
14709,NaN,,NaN,,NaN,,,,NaN,,,,
14710,NaN,70,NaN,100,NaN,36,55,80,NaN,70,14,124,11
14711,NaN,,NaN,,NaN,,,,NaN,,,,
14712,NaN,70,NaN,100,NaN,36,56,81,NaN,70,14,125,11
14713,NaN,,NaN,,NaN,,,,NaN,,,,
14714,NaN,70,NaN,100,NaN,36,56,80,NaN,70,14,125,11
14715,NaN,,NaN,,NaN,,,,NaN,,,,
14716,NaN,71,NaN,100,NaN,36,56,80,NaN,70,14,125,11
14717,NaN,,NaN,,NaN,,,,NaN,,,,
14718,NaN,70,NaN,100,NaN,36,56,81,NaN,70,15,126,11
14719,NaN,,NaN,,NaN,,,,NaN,,,,
14720,NaN,70,NaN,100,NaN,36,57,81,NaN,70,15,126,11
14721,NaN,,NaN,,NaN,,,,NaN,,,,
14722,NaN,70,NaN,100,NaN,36,57,82,NaN,70,15,127,11
14723,NaN,,NaN,,NaN,,,,NaN,,,,
14724,NaN,70,NaN,100,NaN,36,57,82,NaN,69,15,127,11
14725,NaN,,NaN,,NaN,,,,NaN,,,,
14726,NaN,70,NaN,100,NaN,36,57,82,NaN,70,14,127,11
14727,NaN,,NaN,,NaN,,,,NaN,,,,
14728,NaN,70,NaN,100,NaN,36,58,84,NaN,70,14,129,11
14729,NaN,,NaN,,NaN,,,,NaN,,,,
14730,NaN,71,NaN,100,NaN,36,58,84,NaN,70,14,129,11
14731,NaN,,NaN,,NaN,,,,NaN,,,,
14732,NaN,72,NaN,100,NaN,36,58,84,NaN,71,14,129,11
14733,NaN,,NaN,,NaN,,,,NaN,,,,
14734,NaN,72,NaN,100,NaN,36,59,85,NaN,72,14,130,11
14735,NaN,,NaN,,NaN,,,,NaN,,,,
14736,NaN,73,NaN,100,NaN,36,58,85,NaN,72,14,130,11
14737,NaN,,NaN,,NaN,,,,NaN,,,,
14738,NaN,73,NaN,100,NaN,36,58,85,NaN,73,14,130,11
14739,NaN,,NaN,,NaN,,,,NaN,,,,
14740,NaN,73,NaN,100,NaN,36,57,84,NaN,73,14,130,11
14741,NaN,,NaN,,NaN,,,,NaN,,,,
14742,NaN,73,NaN,100,NaN,36,57,84,NaN,72,14,129,11
14743,NaN,,NaN,,NaN,,,,NaN,,,,
14744,NaN,72,NaN,100,NaN,36,57,84,NaN,72,14,129,11
14745,NaN,,NaN,,NaN,,,,NaN,,,,
14746,NaN,72,NaN,100,NaN,36,57,84,NaN,71,14,129,11
14747,NaN,,NaN,,NaN,,,,NaN,,,,
14748,NaN,71,NaN,100,NaN,36,56,82,NaN,71,14,127,11
14749,NaN,,NaN,,NaN,,,,NaN,,,,
14750,NaN,71,NaN,100,NaN,36,56,82,NaN,70,14,127,11
14751,NaN,,NaN,,NaN,,,,NaN,,,,
14752,NaN,70,NaN,100,NaN,36,56,82,NaN,70,14,127,11
14753,NaN,,NaN,,NaN,,,,NaN,,,,
14754,NaN,70,NaN,100,NaN,36,56,81,NaN,70,14,126,11
14755,NaN,,NaN,,NaN,,,,NaN,,,,
14756,NaN,70,NaN,100,NaN,36,55,81,NaN,70,14,126,11
14757,NaN,,NaN,,NaN,,,,NaN,,,,
14758,NaN,70,NaN,100,NaN,36,55,80,NaN,69,14,125,11
14759,NaN,,NaN,,NaN,,,,NaN,,,,
14760,NaN,70,NaN,100,NaN,36,55,81,NaN,69,14,126,11
14761,NaN,,NaN,,NaN,,,,NaN,,,,
14762,NaN,70,NaN,100,NaN,36,55,80,NaN,69,14,125,11
14763,NaN,,NaN,,NaN,,,,NaN,,,,
14764,NaN,70,NaN,100,NaN,36,55,80,NaN,69,14,125,11
14765,NaN,,NaN,,NaN,,,,NaN,,,,
14766,NaN,70,NaN,100,NaN,36,55,80,NaN,69,14,125,11
14767,NaN,,NaN,,NaN,,,,NaN,,,,
14768,NaN,70,NaN,100,NaN,36,55,81,NaN,69,14,125,11
14769,NaN,,NaN,,NaN,,,,NaN,,,,
14770,NaN,70,NaN,100,NaN,36,56,81,NaN,69,14,126,11
14771,NaN,,NaN,,NaN,,,,NaN,,,,
14772,NaN,70,NaN,100,NaN,36,56,81,NaN,69,14,126,11
14773,NaN,,NaN,,NaN,,,,NaN,,,,
14774,NaN,70,NaN,100,NaN,36,56,81,NaN,69,14,126,11
14775,NaN,,NaN,,NaN,,,,NaN,,,,
14776,NaN,70,NaN,100,NaN,36,56,81,NaN,69,14,126,11
14777,NaN,,NaN,,NaN,,,,NaN,,,,
14778,NaN,70,NaN,100,NaN,36,57,82,NaN,70,14,127,11
14779,NaN,,NaN,,NaN,,,,NaN,,,,
14780,NaN,70,NaN,100,NaN,36,57,82,NaN,70,14,127,11
14781,NaN,,NaN,,NaN,,,,NaN,,,,
14782,NaN,70,NaN,100,NaN,36,57,83,NaN,70,14,128,11
14783,NaN,,NaN,,NaN,,,,NaN,,,,
14784,NaN,71,NaN,100,NaN,36,56,82,NaN,71,14,127,11
14785,NaN,,NaN,,NaN,,,,NaN,,,,
14786,NaN,71,NaN,100,NaN,36,57,82,NaN,71,14,127,11
14787,NaN,,NaN,,NaN,,,,NaN,,,,
14788,NaN,71,NaN,100,NaN,36,56,82,NaN,71,14,127,11
14789,NaN,,NaN,,NaN,,,,NaN,,,,
14790,NaN,71,NaN,100,NaN,36,56,81,NaN,70,14,126,11
14791,NaN,,NaN,,NaN,,,,NaN,,,,
14792,NaN,71,NaN,100,NaN,36,56,81,NaN,70,14,126,11
14793,NaN,,NaN,,NaN,,,,NaN,,,,
14794,NaN,71,NaN,100,NaN,36,56,81,NaN,70,14,126,11
14795,NaN,,NaN,,NaN,,,,NaN,,,,
14796,NaN,71,NaN,100,NaN,36,55,81,NaN,70,14,125,11
14797,NaN,,NaN,,NaN,,,,NaN,,,,
14798,NaN,71,NaN,100,NaN,36,56,81,NaN,70,14,125,11
14799,NaN,,NaN,,NaN,,,,NaN,,,,
14800,NaN,71,NaN,100,NaN,36,55,81,NaN,70,14,125,11
14801,NaN,,NaN,,NaN,,,,NaN,,,,
14802,NaN,71,NaN,100,NaN,36,55,80,NaN,70,14,125,11
14803,NaN,,NaN,,NaN,,,,NaN,,,,
14804,NaN,71,NaN,100,NaN,36,55,81,NaN,71,14,125,11
14805,NaN,,NaN,,NaN,,,,NaN,,,,
14806,NaN,71,NaN,100,NaN,36,55,80,NaN,71,14,125,11
14807,NaN,,NaN,,NaN,,,,NaN,,,,
14808,NaN,71,NaN,100,NaN,36,56,80,NaN,71,14,125,11
14809,NaN,,NaN,,NaN,,,,NaN,,,,
14810,NaN,71,NaN,100,NaN,36,56,80,NaN,71,14,125,11
14811,NaN,,NaN,,NaN,,,,NaN,,,,
14812,NaN,71,NaN,100,NaN,36,55,80,NaN,71,14,125,11
14813,NaN,,NaN,,NaN,,,,NaN,,,,
14814,NaN,71,NaN,100,NaN,36,55,80,NaN,71,14,125,11
14815,NaN,,NaN,,NaN,,,,NaN,,,,
14816,NaN,71,NaN,100,NaN,36,55,81,NaN,71,14,125,11
14817,NaN,,NaN,,NaN,,,,NaN,,,,
14818,NaN,71,NaN,100,NaN,36,55,80,NaN,71,14,125,11
14819,NaN,,NaN,,NaN,,,,NaN,,,,
14820,NaN,71,NaN,100,NaN,36,55,80,NaN,71,14,125,11
14821,NaN,,NaN,,NaN,,,,NaN,,,,
14822,NaN,71,NaN,100,NaN,36,55,81,NaN,71,14,125,11
14823,NaN,,NaN,,NaN,,,,NaN,,,,
14824,NaN,71,NaN,100,NaN,36,56,81,NaN,71,14,125,11
14825,NaN,,NaN,,NaN,,,,NaN,,,,
14826,NaN,71,NaN,100,NaN,36,55,81,NaN,71,14,126,11
14827,NaN,,NaN,,NaN,,,,NaN,,,,
14828,NaN,71,NaN,100,NaN,36,55,80,NaN,71,14,125,11
14829,NaN,,NaN,,NaN,,,,NaN,,,,
14830,NaN,71,NaN,100,NaN,36,55,80,NaN,71,14,125,11
14831,NaN,,NaN,,NaN,,,,NaN,,,,
14832,NaN,71,NaN,100,NaN,36,55,80,NaN,71,14,124,11
14833,NaN,,NaN,,NaN,,,,NaN,,,,
14834,NaN,71,NaN,100,NaN,36,55,80,NaN,70,14,124,11
14835,NaN,,NaN,,NaN,,,,NaN,,,,
14836,NaN,71,NaN,100,NaN,36,55,80,NaN,70,14,124,11
14837,NaN,,NaN,,NaN,,,,NaN,,,,
14838,NaN,71,NaN,100,NaN,36,54,79,NaN,70,14,123,11
14839,NaN,,NaN,,NaN,,,,NaN,,,,
14840,NaN,71,NaN,100,NaN,36,54,79,NaN,70,14,123,11
14841,NaN,,NaN,,NaN,,,,NaN,,,,
14842,NaN,71,NaN,100,NaN,36,55,80,NaN,70,14,124,11
14843,NaN,,NaN,,NaN,,,,NaN,,,,
14844,NaN,71,NaN,100,NaN,36,54,79,NaN,70,14,123,11
14845,NaN,,NaN,,NaN,,,,NaN,,,,
14846,NaN,71,NaN,100,NaN,36,55,79,NaN,71,14,123,11
14847,NaN,,NaN,,NaN,,,,NaN,,,,
14848,NaN,71,NaN,100,NaN,36,54,79,NaN,71,14,123,11
14849,NaN,,NaN,,NaN,,,,NaN,,,,
14850,NaN,71,NaN,100,NaN,36,54,79,NaN,71,14,123,11
14851,NaN,,NaN,,NaN,,,,NaN,,,,
14852,NaN,71,NaN,100,NaN,36,54,79,NaN,71,14,122,11
14853,NaN,,NaN,,NaN,,,,NaN,,,,
14854,NaN,71,NaN,100,NaN,36,54,79,NaN,71,14,122,11
14855,NaN,,NaN,,NaN,,,,NaN,,,,
14856,NaN,70,NaN,100,NaN,36,53,78,NaN,71,14,122,11
14857,NaN,,NaN,,NaN,,,,NaN,,,,
14858,NaN,,NaN,,NaN,36,54,78,NaN,70,14,122,11
14859,NaN,,NaN,,NaN,,,,NaN,,,,
14860,NaN,,NaN,,NaN,36,54,78,NaN,70,14,121,11
14861,NaN,,NaN,,NaN,,,,NaN,,,,
14862,NaN,,NaN,,NaN,36,53,78,NaN,70,14,121,11
14863,NaN,,NaN,,NaN,,,,NaN,,,,
14864,NaN,,NaN,,NaN,36,53,78,NaN,70,14,121,11
14865,NaN,,NaN,,NaN,,,,NaN,,,,
14866,NaN,,NaN,,NaN,36,53,78,NaN,70,14,121,11
14867,NaN,,NaN,,NaN,,,,NaN,,,,
14868,NaN,70,NaN,100,NaN,36,54,77,NaN,70,14,121,11
14869,NaN,,NaN,,NaN,,,,NaN,,,,
14870,NaN,70,NaN,100,NaN,36,53,78,NaN,70,14,121,11
14871,NaN,,NaN,,NaN,,,,NaN,,,,
14872,NaN,70,NaN,100,NaN,36,53,77,NaN,70,14,120,11
14873,NaN,,NaN,,NaN,,,,NaN,,,,
14874,NaN,70,NaN,100,NaN,37,53,77,NaN,70,14,120,11
14875,NaN,,NaN,,NaN,,,,NaN,,,,
14876,NaN,70,NaN,100,NaN,37,54,78,NaN,70,14,121,11
14877,NaN,,NaN,,NaN,,,,NaN,,,,
14878,NaN,70,NaN,100,NaN,37,53,78,NaN,70,14,121,11
14879,NaN,,NaN,,NaN,,,,NaN,,,,
14880,NaN,70,NaN,100,NaN,36,54,78,NaN,71,14,121,11
14881,NaN,,NaN,,NaN,,,,NaN,,,,
14882,NaN,70,NaN,100,NaN,36,54,78,NaN,71,14,121,11
14883,NaN,,NaN,,NaN,,,,NaN,,,,
14884,NaN,70,NaN,100,NaN,36,54,78,NaN,71,14,121,11
14885,NaN,,NaN,,NaN,,,,NaN,,,,
14886,NaN,,NaN,,NaN,36,54,78,NaN,71,14,121,11
14887,NaN,,NaN,,NaN,,,,NaN,,,,
14888,NaN,,NaN,,NaN,36,53,78,NaN,71,14,120,11
14889,NaN,,NaN,,NaN,,,,NaN,,,,
14890,NaN,,NaN,,NaN,36,54,78,NaN,71,14,121,11
14891,NaN,,NaN,,NaN,,,,NaN,,,,
14892,NaN,,NaN,,NaN,36,54,78,NaN,70,14,121,11
14893,NaN,,NaN,,NaN,,,,NaN,,,,
14894,NaN,,NaN,,NaN,36,53,78,NaN,70,14,121,11
14895,NaN,,NaN,,NaN,,,,NaN,,,,
14896,NaN,,NaN,,NaN,36,54,78,NaN,70,14,121,11
14897,NaN,,NaN,,NaN,,,,NaN,,,,
14898,NaN,,NaN,,NaN,36,53,78,NaN,70,14,121,11
14899,NaN,,NaN,,NaN,,,,NaN,,,,
14900,NaN,,NaN,,NaN,36,53,78,NaN,70,14,121,11
14901,NaN,,NaN,,NaN,,,,NaN,,,,
14902,NaN,,NaN,,NaN,36,54,78,NaN,70,14,121,11
14903,NaN,,NaN,,NaN,,,,NaN,,,,
14904,NaN,70,NaN,100,NaN,36,53,78,NaN,70,14,120,11
14905,NaN,,NaN,,NaN,,,,NaN,,,,
14906,NaN,,NaN,,NaN,36,54,78,NaN,71,14,120,11
14907,NaN,,NaN,,NaN,,,,NaN,,,,
14908,NaN,,NaN,,NaN,36,53,78,NaN,71,14,120,11
14909,NaN,,NaN,,NaN,,,,NaN,,,,
14910,NaN,,NaN,,NaN,36,53,77,NaN,71,14,120,11
14911,NaN,,NaN,,NaN,,,,NaN,,,,
14912,NaN,,NaN,,NaN,36,53,77,NaN,71,14,119,11
14913,NaN,,NaN,,NaN,,,,NaN,,,,
14914,NaN,,NaN,,NaN,36,53,77,NaN,71,14,119,11
14915,NaN,,NaN,,NaN,,,,NaN,,,,
14916,NaN,,NaN,,NaN,36,52,77,NaN,71,14,119,11
14917,NaN,,NaN,,NaN,,,,NaN,,,,
14918,NaN,,NaN,,NaN,36,53,77,NaN,71,14,119,11
14919,NaN,,NaN,,NaN,,,,NaN,,,,
14920,NaN,,NaN,,NaN,36,52,76,NaN,71,14,119,11
14921,NaN,,NaN,,NaN,,,,NaN,,,,
14922,NaN,,NaN,,NaN,36,52,76,NaN,70,14,118,11
14923,NaN,,NaN,,NaN,,,,NaN,,,,
14924,NaN,,NaN,,NaN,36,52,76,NaN,70,14,118,11
14925,NaN,,NaN,,NaN,,,,NaN,,,,
14926,NaN,,NaN,,NaN,36,52,76,NaN,70,14,118,11
14927,NaN,,NaN,,NaN,,,,NaN,,,,
14928,NaN,,NaN,,NaN,36,53,76,NaN,70,14,118,11
14929,NaN,,NaN,,NaN,,,,NaN,,,,
14930,NaN,,NaN,,NaN,36,52,76,NaN,70,14,118,11
14931,NaN,,NaN,,NaN,,,,NaN,,,,
14932,NaN,,NaN,,NaN,36,52,76,NaN,70,14,118,11
14933,NaN,,NaN,,NaN,,,,NaN,,,,
14934,NaN,,NaN,,NaN,36,53,76,NaN,70,14,118,11
14935,NaN,,NaN,,NaN,,,,NaN,,,,
14936,NaN,,NaN,,NaN,36,53,77,NaN,70,16,118,11
14937,NaN,,NaN,,NaN,,,,NaN,,,,
14938,NaN,,NaN,,NaN,36,53,77,NaN,71,16,118,11
14939,NaN,,NaN,,NaN,,,,NaN,,,,
14940,NaN,,NaN,,NaN,36,53,77,NaN,71,18,119,11
14941,NaN,,NaN,,NaN,,,,NaN,,,,
14942,NaN,,NaN,,NaN,36,53,77,NaN,72,18,119,11
14943,NaN,,NaN,,NaN,,,,NaN,,,,
14944,NaN,,NaN,,NaN,36,53,77,NaN,72,17,118,11
14945,NaN,,NaN,,NaN,,,,NaN,,,,
14946,NaN,,NaN,,NaN,36,53,77,NaN,72,17,119,11
14947,NaN,,NaN,,NaN,,,,NaN,,,,
14948,NaN,,NaN,,NaN,36,52,76,NaN,72,18,118,11
14949,NaN,,NaN,,NaN,,,,NaN,,,,
14950,NaN,,NaN,,NaN,36,53,76,NaN,71,18,118,11
14951,NaN,,NaN,,NaN,,,,NaN,,,,
14952,NaN,,NaN,,NaN,36,53,77,NaN,71,18,118,11
14953,NaN,,NaN,,NaN,,,,NaN,,,,
14954,NaN,,NaN,,NaN,36,53,76,NaN,71,17,118,11
14955,NaN,,NaN,,NaN,,,,NaN,,,,
14956,NaN,,NaN,,NaN,37,54,77,NaN,71,17,118,11
14957,NaN,,NaN,,NaN,,,,NaN,,,,
14958,NaN,,NaN,,NaN,37,54,77,NaN,71,16,119,11
14959,NaN,,NaN,,NaN,,,,NaN,,,,
14960,NaN,,NaN,,NaN,37,54,78,NaN,72,16,120,11
14961,NaN,,NaN,,NaN,,,,NaN,,,,
14962,NaN,,NaN,,NaN,37,54,78,NaN,72,16,120,11
14963,NaN,,NaN,,NaN,,,,NaN,,,,
14964,NaN,,NaN,,NaN,36,54,78,NaN,72,16,120,11
14965,NaN,,NaN,,NaN,,,,NaN,,,,
14966,NaN,,NaN,,NaN,36,54,78,NaN,73,17,121,11
14967,NaN,,NaN,,NaN,,,,NaN,,,,
14968,NaN,,NaN,,NaN,36,54,79,NaN,73,17,121,11
14969,NaN,,NaN,,NaN,,,,NaN,,,,
14970,NaN,,NaN,,NaN,36,53,78,NaN,73,17,120,11
14971,NaN,,NaN,,NaN,,,,NaN,,,,
14972,NaN,,NaN,,NaN,36,54,78,NaN,72,17,120,11
14973,NaN,,NaN,,NaN,,,,NaN,,,,
14974,NaN,,NaN,,NaN,36,54,78,NaN,72,17,120,11
14975,NaN,,NaN,,NaN,,,,NaN,,,,
14976,NaN,,NaN,,NaN,36,53,78,NaN,72,17,120,11
14977,NaN,,NaN,,NaN,,,,NaN,,,,
14978,NaN,,NaN,,NaN,36,54,78,NaN,72,17,120,11
14979,NaN,,NaN,,NaN,,,,NaN,,,,
14980,NaN,,NaN,,NaN,36,53,78,NaN,72,17,119,11
14981,NaN,,NaN,,NaN,,,,NaN,,,,
14982,NaN,,NaN,,NaN,36,54,78,NaN,72,16,119,11
14983,NaN,,NaN,,NaN,,,,NaN,,,,
14984,NaN,,NaN,,NaN,37,54,78,NaN,72,16,120,11
14985,NaN,,NaN,,NaN,,,,NaN,,,,
14986,NaN,,NaN,,NaN,37,53,78,NaN,72,16,119,11
14987,NaN,,NaN,,NaN,,,,NaN,,,,
14988,NaN,,NaN,,NaN,37,54,78,NaN,72,17,119,11
14989,NaN,,NaN,,NaN,,,,NaN,,,,
14990,NaN,,NaN,,NaN,37,53,78,NaN,72,17,120,11
14991,NaN,,NaN,,NaN,,,,NaN,,,,
14992,NaN,,NaN,,NaN,36,53,77,NaN,72,17,120,11
14993,NaN,,NaN,,NaN,,,,NaN,,,,
14994,NaN,,NaN,,NaN,36,54,78,NaN,71,17,120,11
14995,NaN,,NaN,,NaN,,,,NaN,,,,
14996,NaN,,NaN,,NaN,36,54,78,NaN,71,17,120,11
14997,NaN,,NaN,,NaN,,,,NaN,,,,
14998,NaN,,NaN,,NaN,36,53,77,NaN,71,17,119,11
14999,NaN,,NaN,,NaN,,,,NaN,,,,
15000,NaN,,NaN,,NaN,36,54,78,NaN,71,17,119,11
15001,NaN,,NaN,,NaN,,,,NaN,,,,
15002,NaN,,NaN,,NaN,36,53,77,NaN,71,17,119,11
15003,NaN,,NaN,,NaN,,,,NaN,,,,
15004,NaN,,NaN,,NaN,36,53,77,NaN,72,16,118,11
15005,NaN,,NaN,,NaN,,,,NaN,,,,
15006,NaN,,NaN,,NaN,36,53,77,NaN,72,16,119,11
15007,NaN,,NaN,,NaN,,,,NaN,,,,
15008,NaN,,NaN,,NaN,36,52,76,NaN,72,17,118,11
15009,NaN,,NaN,,NaN,,,,NaN,,,,
15010,NaN,,NaN,,NaN,36,53,76,NaN,71,17,118,11
15011,NaN,,NaN,,NaN,,,,NaN,,,,
15012,NaN,,NaN,,NaN,36,53,77,NaN,71,17,119,11
15013,NaN,,NaN,,NaN,,,,NaN,,,,
15014,NaN,,NaN,,NaN,36,53,76,NaN,71,17,118,11
15015,NaN,,NaN,,NaN,,,,NaN,,,,
15016,NaN,,NaN,,NaN,36,53,76,NaN,71,17,118,11
15017,NaN,,NaN,,NaN,,,,NaN,,,,
15018,NaN,,NaN,,NaN,36,53,76,NaN,71,17,118,11
15019,NaN,,NaN,,NaN,,,,NaN,,,,
15020,NaN,,NaN,,NaN,36,53,76,NaN,71,17,118,11
15021,NaN,,NaN,,NaN,,,,NaN,,,,
15022,NaN,,NaN,,NaN,36,53,77,NaN,71,16,118,11
15023,NaN,,NaN,,NaN,,,,NaN,,,,
15024,NaN,72,NaN,100,NaN,36,53,76,NaN,71,16,118,11
15025,NaN,,NaN,,NaN,,,,NaN,,,,
15026,NaN,72,NaN,100,NaN,36,53,76,NaN,71,17,118,11
15027,NaN,,NaN,,NaN,,,,NaN,,,,
15028,NaN,72,NaN,100,NaN,36,53,77,NaN,71,17,118,11
15029,NaN,,NaN,,NaN,,,,NaN,,,,
15030,NaN,72,NaN,100,NaN,36,53,77,NaN,71,17,118,11
15031,NaN,,NaN,,NaN,,,,NaN,,,,
15032,NaN,,NaN,,NaN,36,53,77,NaN,71,17,118,11
15033,NaN,,NaN,,NaN,,,,NaN,,,,
15034,NaN,,NaN,,NaN,36,53,77,NaN,71,17,118,11
15035,NaN,,NaN,,NaN,,,,NaN,,,,
15036,NaN,,NaN,,NaN,36,53,77,NaN,72,17,118,11
15037,NaN,,NaN,,NaN,,,,NaN,,,,
15038,NaN,,NaN,,NaN,36,53,77,NaN,72,17,118,11
15039,NaN,,NaN,,NaN,,,,NaN,,,,
15040,NaN,,NaN,,NaN,36,53,77,NaN,72,17,117,11
15041,NaN,,NaN,,NaN,,,,NaN,,,,
15042,NaN,,NaN,,NaN,36,53,76,NaN,72,16,117,11
15043,NaN,,NaN,,NaN,,,,NaN,,,,
15044,NaN,,NaN,,NaN,36,53,76,NaN,72,16,117,11
15045,NaN,,NaN,,NaN,,,,NaN,,,,
15046,NaN,,NaN,,NaN,36,52,76,NaN,72,17,117,11
15047,NaN,,NaN,,NaN,,,,NaN,,,,
15048,NaN,,NaN,,NaN,36,52,76,NaN,72,17,117,11
15049,NaN,,NaN,,NaN,,,,NaN,,,,
15050,NaN,,NaN,,NaN,36,52,76,NaN,72,17,117,11
15051,NaN,,NaN,,NaN,,,,NaN,,,,
15052,NaN,,NaN,,NaN,36,52,76,NaN,72,17,116,11
15053,NaN,,NaN,,NaN,,,,NaN,,,,
15054,NaN,,NaN,,NaN,36,53,76,NaN,72,17,117,11
15055,NaN,,NaN,,NaN,,,,NaN,,,,
15056,NaN,,NaN,,NaN,36,52,76,NaN,72,14,117,11
15057,NaN,,NaN,,NaN,,,,NaN,,,,
15058,NaN,,NaN,,NaN,36,52,76,NaN,72,14,117,11
15059,NaN,,NaN,,NaN,,,,NaN,,,,
15060,NaN,,NaN,,NaN,36,53,76,NaN,73,15,117,11
15061,NaN,,NaN,,NaN,,,,NaN,,,,
15062,NaN,,NaN,,NaN,36,53,76,NaN,73,15,117,11
15063,NaN,,NaN,,NaN,,,,NaN,,,,
15064,NaN,,NaN,,NaN,36,53,76,NaN,73,16,117,11
15065,NaN,,NaN,,NaN,,,,NaN,,,,
15066,NaN,,NaN,,NaN,36,53,77,NaN,72,16,118,11
15067,NaN,,NaN,,NaN,,,,NaN,,,,
15068,NaN,,NaN,,NaN,36,53,77,NaN,72,16,118,11
15069,NaN,,NaN,,NaN,,,,NaN,,,,
15070,NaN,,NaN,,NaN,37,54,77,NaN,72,16,118,11
15071,NaN,,NaN,,NaN,,,,NaN,,,,
15072,NaN,,NaN,,NaN,37,54,78,NaN,72,14,119,11
15073,NaN,,NaN,,NaN,,,,NaN,,,,
15074,NaN,,NaN,,NaN,37,54,78,NaN,72,14,119,11
15075,NaN,,NaN,,NaN,,,,NaN,,,,
15076,NaN,,NaN,,NaN,37,54,78,NaN,73,16,119,11
15077,NaN,,NaN,,NaN,,,,NaN,,,,
15078,NaN,,NaN,,NaN,36,54,78,NaN,73,16,119,11
15079,NaN,,NaN,,NaN,,,,NaN,,,,
15080,NaN,,NaN,,NaN,36,53,77,NaN,74,16,119,11
15081,NaN,,NaN,,NaN,,,,NaN,,,,
15082,NaN,,NaN,,NaN,36,53,77,NaN,73,15,119,11
15083,NaN,,NaN,,NaN,,,,NaN,,,,
15084,NaN,,NaN,,NaN,36,53,77,NaN,73,15,118,11
15085,NaN,,NaN,,NaN,,,,NaN,,,,
15086,NaN,,NaN,,NaN,36,53,76,NaN,73,16,117,11
15087,NaN,,NaN,,NaN,,,,NaN,,,,
15088,NaN,,NaN,,NaN,36,53,77,NaN,72,16,117,11
15089,NaN,,NaN,,NaN,,,,NaN,,,,
15090,NaN,,NaN,,NaN,36,52,76,NaN,72,17,117,11
15091,NaN,,NaN,,NaN,,,,NaN,,,,
15092,NaN,,NaN,,NaN,36,53,76,NaN,72,17,117,11
15093,NaN,,NaN,,NaN,,,,NaN,,,,
15094,NaN,,NaN,,NaN,36,53,77,NaN,73,15,118,11
15095,NaN,,NaN,,NaN,,,,NaN,,,,
15096,NaN,,NaN,,NaN,36,53,76,NaN,73,15,117,11
15097,NaN,,NaN,,NaN,,,,NaN,,,,
15098,NaN,,NaN,,NaN,37,53,77,NaN,73,15,118,11
15099,NaN,,NaN,,NaN,,,,NaN,,,,
15100,NaN,,NaN,,NaN,37,53,77,NaN,73,15,118,11
15101,NaN,,NaN,,NaN,,,,NaN,,,,
15102,NaN,,NaN,,NaN,37,53,76,NaN,73,13,117,11
15103,NaN,,NaN,,NaN,,,,NaN,,,,
15104,NaN,,NaN,,NaN,37,53,77,NaN,73,13,117,11
15105,NaN,,NaN,,NaN,,,,NaN,,,,
15106,NaN,,NaN,,NaN,37,53,76,NaN,72,13,117,11
15107,NaN,,NaN,,NaN,,,,NaN,,,,
15108,NaN,,NaN,,NaN,37,53,76,NaN,72,13,117,11
15109,NaN,,NaN,,NaN,,,,NaN,,,,
15110,NaN,,NaN,,NaN,37,53,76,NaN,72,13,117,11
15111,NaN,,NaN,,NaN,,,,NaN,,,,
15112,NaN,,NaN,,NaN,37,52,76,NaN,72,13,116,11
15113,NaN,,NaN,,NaN,,,,NaN,,,,
15114,NaN,,NaN,,NaN,36,53,76,NaN,72,13,116,11
15115,NaN,,NaN,,NaN,,,,NaN,,,,
15116,NaN,,NaN,,NaN,36,52,76,NaN,72,13,116,11
15117,NaN,,NaN,,NaN,,,,NaN,,,,
15118,NaN,,NaN,,NaN,36,52,75,NaN,72,13,116,11
15119,NaN,,NaN,,NaN,,,,NaN,,,,
15120,NaN,,NaN,,NaN,36,53,76,NaN,72,13,116,11
15121,NaN,,NaN,,NaN,,,,NaN,,,,
15122,NaN,,NaN,,NaN,36,52,76,NaN,72,13,116,11
15123,NaN,,NaN,,NaN,,,,NaN,,,,
15124,NaN,,NaN,,NaN,36,53,76,NaN,73,13,116,11
15125,NaN,,NaN,,NaN,,,,NaN,,,,
15126,NaN,,NaN,,NaN,36,53,76,NaN,73,13,117,11
15127,NaN,,NaN,,NaN,,,,NaN,,,,
15128,NaN,,NaN,,NaN,37,53,76,NaN,73,15,116,11
15129,NaN,,NaN,,NaN,,,,NaN,,,,
15130,NaN,,NaN,,NaN,37,54,76,NaN,73,15,117,11
15131,NaN,,NaN,,NaN,,,,NaN,,,,
15132,NaN,,NaN,,NaN,37,53,77,NaN,73,15,118,11
15133,NaN,,NaN,,NaN,,,,NaN,,,,
15134,NaN,,NaN,,NaN,36,53,77,NaN,73,15,118,11
15135,NaN,,NaN,,NaN,,,,NaN,,,,
15136,NaN,,NaN,,NaN,36,54,77,NaN,73,14,118,11
15137,NaN,,NaN,,NaN,,,,NaN,,,,
15138,NaN,,NaN,,NaN,36,53,77,NaN,73,14,118,11
15139,NaN,,NaN,,NaN,,,,NaN,,,,
