time,SNUADC/ART,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/ART_DBP,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/HR,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/RR_CO2
0,NaN,,NaN,,NaN,,,,NaN,,,,
1,-491.88665771484375,,-4.9562602043151855,,-4.9562602043151855,,,,-495.6260070800781,,,,
2,-491.88470458984375,121,-4.956240177154541,74,-4.956240177154541,,,,-495.6240234375,98,,,
3,NaN,,NaN,,NaN,,,,NaN,,,,
4,NaN,125,NaN,75,NaN,,,,NaN,98,,,
5,NaN,,NaN,,NaN,,,,NaN,,,,
6,NaN,116,NaN,80,NaN,,,,NaN,98,,,
7,NaN,,NaN,,NaN,,,,NaN,,,,
8,NaN,108,NaN,85,NaN,,,,NaN,97,,,
9,NaN,,NaN,,NaN,,,,NaN,,,,
10,NaN,105,NaN,85,NaN,,,,NaN,97,,,
11,NaN,,NaN,,NaN,,,,NaN,,,,
12,NaN,103,NaN,87,NaN,,,,NaN,97,,,
13,NaN,,NaN,,NaN,,,,NaN,,,,
14,NaN,99,NaN,97,NaN,,,,NaN,96,,,
15,NaN,,NaN,,NaN,,,,NaN,,,,
16,NaN,99,NaN,98,NaN,,,,NaN,97,,,
17,NaN,,NaN,,NaN,,,,NaN,,,,
18,NaN,97,NaN,98,NaN,,,,NaN,97,,,
19,NaN,,NaN,,NaN,,,,NaN,,,,
20,NaN,97,NaN,98,NaN,,,,NaN,97,,,
21,NaN,,NaN,,NaN,,,,NaN,,,,
22,NaN,97,NaN,98,NaN,0,,,NaN,97,,,
23,NaN,,NaN,,NaN,,,,NaN,,,,
24,NaN,98,NaN,99,NaN,0,,,NaN,97,,,
25,NaN,,NaN,,NaN,,,,NaN,,,,
26,NaN,97,NaN,99,NaN,0,,,NaN,97,,,
27,NaN,,NaN,,NaN,,,,NaN,,,,
28,NaN,97,NaN,98,NaN,0,,,NaN,97,,,
29,NaN,,NaN,,NaN,,,,NaN,,,,
30,NaN,96,NaN,98,NaN,0,,,NaN,97,,,
31,NaN,,NaN,,NaN,,,,NaN,,,,
32,NaN,97,NaN,98,NaN,0,,,NaN,97,,,
33,NaN,,NaN,,NaN,,,,NaN,,,,
34,NaN,98,NaN,99,NaN,0,,,NaN,98,,,
35,NaN,,NaN,,NaN,,,,NaN,,,,
36,NaN,99,NaN,98,NaN,0,,,NaN,98,,,
37,NaN,,NaN,,NaN,,,,NaN,,,,
38,NaN,99,NaN,98,NaN,0,,,NaN,98,,,
39,NaN,,NaN,,NaN,,,,NaN,,,,
40,NaN,98,NaN,98,NaN,0,,,NaN,97,,,
41,NaN,,NaN,,NaN,,,,NaN,,,,
42,NaN,97,NaN,99,NaN,0,,,NaN,97,,,
43,NaN,,NaN,,NaN,,,,NaN,,,,
44,NaN,96,NaN,99,NaN,0,,,NaN,97,,,
45,NaN,,NaN,,NaN,,,,NaN,,,,
46,NaN,96,NaN,99,NaN,0,,,NaN,97,,,
47,NaN,,NaN,,NaN,,,,NaN,,,,
48,NaN,98,NaN,99,NaN,0,,,NaN,97,,,
49,NaN,,NaN,,NaN,,,,NaN,,,,
50,NaN,99,NaN,99,NaN,0,,,NaN,98,,,
51,NaN,,NaN,,NaN,,,,NaN,,,,
52,NaN,98,NaN,98,NaN,0,,,NaN,98,,,
53,NaN,,NaN,,NaN,,,,NaN,,,,
54,NaN,97,NaN,98,NaN,0,,,NaN,98,,,
55,NaN,,NaN,,NaN,,,,NaN,,,,
56,NaN,96,NaN,99,NaN,0,,,NaN,98,,,
57,NaN,,NaN,,NaN,,,,NaN,,,,
58,NaN,96,NaN,98,NaN,0,,,NaN,98,,,
59,NaN,,NaN,,NaN,,,,NaN,,,,
60,NaN,99,NaN,98,NaN,0,,,NaN,98,,,
61,NaN,,NaN,,NaN,,,,NaN,,,,
62,NaN,99,NaN,99,NaN,0,,,NaN,99,,,
63,NaN,,NaN,,NaN,,,,NaN,,,,
64,NaN,99,NaN,99,NaN,0,,,NaN,99,,,
65,NaN,,NaN,,NaN,,,,NaN,,,,
66,NaN,99,NaN,99,NaN,0,,,NaN,99,,,
67,NaN,,NaN,,NaN,,,,NaN,,,,
68,NaN,99,NaN,99,NaN,0,,,NaN,99,,,
69,NaN,,NaN,,NaN,,,,NaN,,,,
70,NaN,101,NaN,99,NaN,0,,,NaN,100,,,
71,NaN,,NaN,,NaN,,,,NaN,,,,
72,NaN,101,NaN,98,NaN,0,,,NaN,100,,,
73,NaN,,NaN,,NaN,,,,NaN,,,,
74,NaN,101,NaN,99,NaN,0,,,NaN,100,,,
75,NaN,,NaN,,NaN,,,,NaN,,,,
76,NaN,101,NaN,99,NaN,0,,,NaN,101,,,
77,NaN,,NaN,,NaN,,,,NaN,,,,
78,NaN,101,NaN,99,NaN,0,,,NaN,101,,,
79,NaN,,NaN,,NaN,,,,NaN,,,,
80,NaN,101,NaN,99,NaN,0,,,NaN,100,,,
81,NaN,,NaN,,NaN,,,,NaN,,,,
82,NaN,100,NaN,99,NaN,0,,,NaN,100,,,
83,NaN,,NaN,,NaN,,,,NaN,,,,
84,NaN,100,NaN,99,NaN,0,,,NaN,99,,,
85,NaN,,NaN,,NaN,,,,NaN,,,,
86,NaN,100,NaN,99,NaN,0,,,NaN,100,,,
87,NaN,,NaN,,NaN,,,,NaN,,,,
88,NaN,100,NaN,99,NaN,0,,,NaN,100,,,
89,NaN,,NaN,,NaN,,,,NaN,,,,
90,NaN,101,NaN,99,NaN,0,,,NaN,99,,,
91,NaN,,NaN,,NaN,,,,NaN,,,,
92,NaN,102,NaN,99,NaN,0,,,NaN,99,,,
93,NaN,,NaN,,NaN,,,,NaN,,,,
94,NaN,102,NaN,99,NaN,0,,,NaN,98,,,
95,NaN,,NaN,,NaN,,,,NaN,,,,
96,NaN,,NaN,,NaN,0,,,NaN,98,,,
97,NaN,,NaN,,NaN,,,,NaN,,,,
98,NaN,,NaN,,NaN,0,,,NaN,98,,,
99,NaN,,NaN,,NaN,,,,NaN,,,,
100,NaN,,NaN,,NaN,0,,,NaN,98,,,
101,NaN,,NaN,,NaN,,,,NaN,,,,
102,NaN,,NaN,,NaN,0,,,NaN,98,,,
103,NaN,,NaN,,NaN,,,,NaN,,,,
104,NaN,,NaN,,NaN,0,,,NaN,98,,,
105,NaN,,NaN,,NaN,,,,NaN,,,,
106,NaN,,NaN,,NaN,0,,,NaN,98,,,
107,NaN,,NaN,,NaN,,,,NaN,,,,
108,NaN,,NaN,,NaN,0,,,NaN,97,,,
109,NaN,,NaN,,NaN,,,,NaN,,,,
110,NaN,,NaN,,NaN,0,,,NaN,97,,,
111,NaN,,NaN,,NaN,,,,NaN,,,,
112,NaN,,NaN,,NaN,0,,,NaN,97,,,
113,NaN,,NaN,,NaN,,,,NaN,,,,
114,NaN,,NaN,,NaN,0,,,NaN,98,,,
115,NaN,,NaN,,NaN,,,,NaN,,,,
116,NaN,,NaN,,NaN,0,,,NaN,97,,,
117,NaN,,NaN,,NaN,,,,NaN,,,,
118,NaN,98,NaN,99,NaN,0,,,NaN,97,,,
119,NaN,,NaN,,NaN,,,,NaN,,,,
120,NaN,98,NaN,98,NaN,1,,,NaN,97,,,
121,NaN,,NaN,,NaN,,,,NaN,,,,
122,NaN,98,NaN,98,NaN,1,,,NaN,97,,,
123,NaN,,NaN,,NaN,,,,NaN,,,,
124,NaN,98,NaN,98,NaN,1,,,NaN,97,,,
125,NaN,,NaN,,NaN,,,,NaN,,,,
126,NaN,97,NaN,99,NaN,1,,,NaN,97,,,
127,NaN,,NaN,,NaN,,,,NaN,,,,
128,NaN,97,NaN,99,NaN,0,,,NaN,96,,,
129,NaN,,NaN,,NaN,,,,NaN,,,,
130,NaN,97,NaN,99,NaN,0,,,NaN,96,,,
131,NaN,,NaN,,NaN,,,,NaN,,,,
132,NaN,97,NaN,99,NaN,0,,,NaN,96,,,
133,NaN,,NaN,,NaN,,,,NaN,,,,
134,NaN,98,NaN,99,NaN,0,0,0,NaN,97,,0,
135,NaN,,NaN,,NaN,,,,NaN,,,,
136,NaN,98,NaN,98,NaN,0,0,0,NaN,97,,0,
137,NaN,,NaN,,NaN,,,,NaN,,,,
138,NaN,98,NaN,98,NaN,0,1,1,NaN,97,,1,
139,NaN,,NaN,,NaN,,,,NaN,,,,
140,NaN,98,NaN,99,NaN,0,-6,1,NaN,97,,-3,
141,NaN,,NaN,,NaN,,,,NaN,,,,
142,NaN,98,NaN,99,NaN,0,-36,-5,NaN,97,,26,
143,NaN,,NaN,,NaN,,,,NaN,,,,
144,NaN,98,NaN,99,NaN,0,-36,-5,NaN,97,,26,
145,NaN,,NaN,,NaN,,,,NaN,,,,
146,NaN,98,NaN,99,NaN,0,-5,-5,NaN,97,,-5,
147,NaN,,NaN,,NaN,,,,NaN,,,,
148,NaN,98,NaN,99,NaN,0,-5,-5,NaN,97,,-5,
149,NaN,,NaN,,NaN,,,,NaN,,,,
150,NaN,97,NaN,99,NaN,0,-5,-5,NaN,97,,-5,
151,NaN,,NaN,,NaN,,,,NaN,,,,
152,NaN,97,NaN,99,NaN,0,-5,-5,NaN,97,,-5,
153,NaN,,NaN,,NaN,,,,NaN,,,,
154,NaN,97,NaN,99,NaN,0,-5,-5,NaN,96,,-5,
155,NaN,,NaN,,NaN,,,,NaN,,,,
156,NaN,96,NaN,99,NaN,0,-4,-4,NaN,96,,-4,
157,NaN,,NaN,,NaN,,,,NaN,,,,
158,NaN,97,NaN,99,NaN,0,-4,-4,NaN,96,,-4,
159,NaN,,NaN,,NaN,,,,NaN,,,,
160,NaN,96,NaN,99,NaN,0,-5,-5,NaN,96,,-5,
161,NaN,,NaN,,NaN,,,,NaN,,,,
162,NaN,97,NaN,99,NaN,0,-5,-5,NaN,96,,-5,
163,NaN,,NaN,,NaN,,,,NaN,,,,
164,NaN,96,NaN,98,NaN,0,-5,-5,NaN,96,,-5,
165,NaN,,NaN,,NaN,,,,NaN,,,,
166,NaN,96,NaN,98,NaN,0,-5,-5,NaN,96,,-5,
167,NaN,,NaN,,NaN,,,,NaN,,,,
168,NaN,96,NaN,98,NaN,0,-6,-6,NaN,95,,-6,
169,NaN,,NaN,,NaN,,,,NaN,,,,
170,NaN,96,NaN,98,NaN,0,-6,-6,NaN,95,,-6,
171,NaN,,NaN,,NaN,,,,NaN,,,,
172,NaN,96,NaN,98,NaN,0,-5,-5,NaN,95,,-5,
173,NaN,,NaN,,NaN,,,,NaN,,,,
174,NaN,96,NaN,98,NaN,0,-5,-5,NaN,95,,-5,
175,NaN,,NaN,,NaN,,,,NaN,,,,
176,NaN,96,NaN,98,NaN,0,-5,-5,NaN,95,,-5,
177,NaN,,NaN,,NaN,,,,NaN,,,,
178,NaN,97,NaN,98,NaN,0,-5,-5,NaN,96,,-5,
179,NaN,,NaN,,NaN,,,,NaN,,,,
180,NaN,97,NaN,97,NaN,0,-6,-6,NaN,96,,-6,
181,NaN,,NaN,,NaN,,,,NaN,,,,
182,NaN,99,NaN,98,NaN,0,-6,-6,NaN,97,,-6,
183,NaN,,NaN,,NaN,,,,NaN,,,,
184,NaN,97,NaN,98,NaN,0,-5,-5,NaN,97,,-5,
185,NaN,,NaN,,NaN,,,,NaN,,,,
186,NaN,97,NaN,99,NaN,0,-5,-5,NaN,97,,-5,
187,NaN,,NaN,,NaN,,,,NaN,,,,
188,NaN,97,NaN,99,NaN,0,-5,-5,NaN,96,,-5,
189,NaN,,NaN,,NaN,,,,NaN,,,,
190,NaN,96,NaN,99,NaN,0,-5,-5,NaN,95,,-5,
191,NaN,,NaN,,NaN,,,,NaN,,,,
192,NaN,96,NaN,99,NaN,0,-5,-5,NaN,95,,-5,
193,NaN,,NaN,,NaN,,,,NaN,,,,
194,NaN,95,NaN,98,NaN,0,-5,-5,NaN,95,,-5,
195,NaN,,NaN,,NaN,,,,NaN,,,,
196,NaN,95,NaN,98,NaN,0,-5,-5,NaN,94,,-5,
197,NaN,,NaN,,NaN,,,,NaN,,,,
198,NaN,95,NaN,98,NaN,0,-5,-5,NaN,94,,-5,
199,NaN,,NaN,,NaN,,,,NaN,,,,
200,NaN,94,NaN,98,NaN,0,-5,-5,NaN,94,,-5,
201,NaN,,NaN,,NaN,,,,NaN,,,,
202,NaN,94,NaN,98,NaN,0,-11,-6,NaN,94,,-2,
203,NaN,,NaN,,NaN,,,,NaN,,,,
204,NaN,94,NaN,98,NaN,0,-11,-6,NaN,93,0,-2,
205,NaN,,NaN,,NaN,,,,NaN,,,,
206,NaN,94,NaN,98,NaN,0,0,0,NaN,94,0,0,
207,NaN,,NaN,,NaN,,,,NaN,,,,
208,NaN,95,NaN,98,NaN,0,0,0,NaN,94,1,0,
209,NaN,,NaN,,NaN,,,,NaN,,,,
210,NaN,95,NaN,99,NaN,0,0,0,NaN,94,1,0,
211,NaN,,NaN,,NaN,,,,NaN,,,,
212,NaN,94,NaN,98,NaN,0,0,0,NaN,94,1,0,
213,NaN,,NaN,,NaN,,,,NaN,,,,
214,NaN,94,NaN,99,NaN,0,0,0,NaN,93,1,0,
215,NaN,,NaN,,NaN,,,,NaN,,,,
216,NaN,94,NaN,99,NaN,0,0,0,NaN,93,-14,0,
217,NaN,,NaN,,NaN,,,,NaN,,,,
218,NaN,94,NaN,98,NaN,0,1,1,NaN,93,-14,1,
219,NaN,,NaN,,NaN,,,,NaN,,,,
220,NaN,94,NaN,99,NaN,0,1,1,NaN,94,-45,1,
221,NaN,,NaN,,NaN,,,,NaN,,,,
222,NaN,94,NaN,98,NaN,0,-4,-4,NaN,94,-45,-4,
223,NaN,,NaN,,NaN,,,,NaN,,,,
224,NaN,94,NaN,98,NaN,0,-4,-4,NaN,94,-45,-4,
225,NaN,,NaN,,NaN,,,,NaN,,,,
226,NaN,94,NaN,98,NaN,0,-5,-5,NaN,94,-45,-5,
227,NaN,,NaN,,NaN,,,,NaN,,,,
228,NaN,94,NaN,98,NaN,0,-12,-5,NaN,93,-45,-2,
229,NaN,,NaN,,NaN,,,,NaN,,,,
230,NaN,94,NaN,98,NaN,0,-21,-5,NaN,93,-45,9,
231,NaN,,NaN,,NaN,,,,NaN,,,,
232,NaN,93,NaN,98,NaN,0,-21,-5,NaN,93,-45,9,
233,NaN,,NaN,,NaN,,,,NaN,,,,
234,NaN,94,NaN,98,NaN,0,-4,-4,NaN,93,-46,-4,
235,NaN,,NaN,,NaN,,,,NaN,,,,
236,NaN,94,NaN,98,NaN,0,-4,-4,NaN,94,-46,-4,
237,NaN,,NaN,,NaN,,,,NaN,,,,
238,NaN,95,NaN,98,NaN,0,-4,-4,NaN,94,-46,-4,
239,NaN,,NaN,,NaN,,,,NaN,,,,
240,NaN,95,NaN,98,NaN,0,-4,-4,NaN,95,-46,-4,
241,NaN,,NaN,,NaN,,,,NaN,,,,
242,NaN,95,NaN,98,NaN,0,-4,-4,NaN,94,-46,-4,
243,NaN,,NaN,,NaN,,,,NaN,,,,
244,NaN,94,NaN,98,NaN,0,-4,-4,NaN,94,-46,-4,
245,NaN,,NaN,,NaN,,,,NaN,,,,
246,NaN,93,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
247,NaN,,NaN,,NaN,,,,NaN,,,,
248,NaN,93,NaN,98,NaN,0,-4,-4,NaN,92,-47,-4,
249,NaN,,NaN,,NaN,,,,NaN,,,,
250,NaN,93,NaN,98,NaN,0,-4,-4,NaN,92,-47,-4,
251,NaN,,NaN,,NaN,,,,NaN,,,,
252,NaN,93,NaN,98,NaN,0,-4,-4,NaN,92,-47,-4,
253,NaN,,NaN,,NaN,,,,NaN,,,,
254,NaN,93,NaN,98,NaN,0,-5,-5,NaN,92,-47,-5,
255,NaN,,NaN,,NaN,,,,NaN,,,,
256,NaN,93,NaN,98,NaN,0,-5,-5,NaN,92,-47,-5,
257,NaN,,NaN,,NaN,,,,NaN,,,,
258,NaN,93,NaN,98,NaN,0,-5,-5,NaN,93,-47,-5,
259,NaN,,NaN,,NaN,,,,NaN,,,,
260,NaN,93,NaN,98,NaN,0,-5,-5,NaN,92,-47,-5,
261,NaN,,NaN,,NaN,,,,NaN,,,,
262,NaN,92,NaN,98,NaN,0,-5,-5,NaN,91,-47,-5,
263,NaN,,NaN,,NaN,,,,NaN,,,,
264,NaN,91,NaN,98,NaN,0,-5,-5,NaN,90,-47,-5,
265,NaN,,NaN,,NaN,,,,NaN,,,,
266,NaN,91,NaN,98,NaN,0,-5,-5,NaN,90,-47,-5,
267,NaN,,NaN,,NaN,,,,NaN,,,,
268,NaN,91,NaN,98,NaN,0,-5,-5,NaN,90,-46,-5,
269,NaN,,NaN,,NaN,,,,NaN,,,,
270,NaN,91,NaN,98,NaN,0,-5,-5,NaN,91,-46,-5,
271,NaN,,NaN,,NaN,,,,NaN,,,,
272,NaN,92,NaN,98,NaN,0,-5,-5,NaN,91,-46,-5,
273,NaN,,NaN,,NaN,,,,NaN,,,,
274,NaN,92,NaN,98,NaN,0,-5,-5,NaN,92,-46,-5,
275,NaN,,NaN,,NaN,,,,NaN,,,,
276,NaN,93,NaN,98,NaN,0,-5,-5,NaN,92,-46,-5,
277,NaN,,NaN,,NaN,,,,NaN,,,,
278,NaN,93,NaN,98,NaN,0,-5,-5,NaN,93,-46,-5,
279,NaN,,NaN,,NaN,,,,NaN,,,,
280,NaN,93,NaN,98,NaN,0,-5,-5,NaN,93,-47,-5,
281,NaN,,NaN,,NaN,,,,NaN,,,,
282,NaN,94,NaN,98,NaN,0,-5,-5,NaN,93,-47,-5,
283,NaN,,NaN,,NaN,,,,NaN,,,,
284,NaN,94,NaN,98,NaN,0,-5,-5,NaN,93,-47,-5,
285,NaN,,NaN,,NaN,,,,NaN,,,,
286,NaN,94,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
287,NaN,,NaN,,NaN,,,,NaN,,,,
288,NaN,94,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
289,NaN,,NaN,,NaN,,,,NaN,,,,
290,NaN,94,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
291,NaN,,NaN,,NaN,,,,NaN,,,,
292,NaN,94,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
293,NaN,,NaN,,NaN,,,,NaN,,,,
294,NaN,95,NaN,98,NaN,0,-4,-4,NaN,94,-47,-4,
295,NaN,,NaN,,NaN,,,,NaN,,,,
296,NaN,96,NaN,98,NaN,0,-4,-4,NaN,95,-47,-4,
297,NaN,,NaN,,NaN,,,,NaN,,,,
298,NaN,96,NaN,98,NaN,0,-4,-4,NaN,96,-47,-4,
299,NaN,,NaN,,NaN,,,,NaN,,,,
300,NaN,97,NaN,98,NaN,0,-4,-4,NaN,96,-47,-4,
301,NaN,,NaN,,NaN,,,,NaN,,,,
302,NaN,97,NaN,98,NaN,0,-5,-5,NaN,96,-47,-5,
303,NaN,,NaN,,NaN,,,,NaN,,,,
304,NaN,97,NaN,99,NaN,0,-5,-5,NaN,96,-47,-5,
305,NaN,,NaN,,NaN,,,,NaN,,,,
306,NaN,96,NaN,99,NaN,0,-5,-5,NaN,96,-47,-5,
307,NaN,,NaN,,NaN,,,,NaN,,,,
308,NaN,97,NaN,99,NaN,0,-5,-5,NaN,96,-47,-5,
309,NaN,,NaN,,NaN,,,,NaN,,,,
310,NaN,97,NaN,99,NaN,0,-5,-5,NaN,97,-46,-5,
311,NaN,,NaN,,NaN,,,,NaN,,,,
312,NaN,98,NaN,99,NaN,0,-5,-5,NaN,97,-46,-5,
313,NaN,,NaN,,NaN,,,,NaN,,,,
314,NaN,97,NaN,99,NaN,0,-5,-5,NaN,96,-46,-5,
315,NaN,,NaN,,NaN,,,,NaN,,,,
316,NaN,95,NaN,99,NaN,0,-5,-5,NaN,95,-46,-5,
317,NaN,,NaN,,NaN,,,,NaN,,,,
318,NaN,95,NaN,99,NaN,0,-5,-5,NaN,94,-46,-5,
319,NaN,,NaN,,NaN,,,,NaN,,,,
320,NaN,95,NaN,99,NaN,0,-5,-5,NaN,95,-46,-5,
321,NaN,,NaN,,NaN,,,,NaN,,,,
322,NaN,96,NaN,99,NaN,0,-4,-4,NaN,96,-47,-4,
323,NaN,,NaN,,NaN,,,,NaN,,,,
324,NaN,96,NaN,99,NaN,0,-4,-4,NaN,96,-47,-4,
325,NaN,,NaN,,NaN,,,,NaN,,,,
326,NaN,96,NaN,99,NaN,0,-4,-4,NaN,96,-47,-4,
327,NaN,,NaN,,NaN,,,,NaN,,,,
328,NaN,96,NaN,99,NaN,0,-4,-4,NaN,96,-47,-4,
329,NaN,,NaN,,NaN,,,,NaN,,,,
330,NaN,96,NaN,99,NaN,0,-4,-4,NaN,96,-47,-4,
331,NaN,,NaN,,NaN,,,,NaN,,,,
332,NaN,96,NaN,99,NaN,0,-4,-4,NaN,95,-47,-4,
333,NaN,,NaN,,NaN,,,,NaN,,,,
334,NaN,96,NaN,98,NaN,0,-5,-5,NaN,95,-47,-5,
335,NaN,,NaN,,NaN,,,,NaN,,,,
336,NaN,96,NaN,99,NaN,0,-5,-5,NaN,95,-47,-5,
337,NaN,,NaN,,NaN,,,,NaN,,,,
338,NaN,95,NaN,99,NaN,0,-5,-5,NaN,94,-47,-5,
339,NaN,,NaN,,NaN,,,,NaN,,,,
340,NaN,94,NaN,99,NaN,0,-5,-5,NaN,94,-47,-5,
341,NaN,,NaN,,NaN,,,,NaN,,,,
342,NaN,94,NaN,99,NaN,0,-4,-4,NaN,93,-47,-4,
343,NaN,,NaN,,NaN,,,,NaN,,,,
344,NaN,94,NaN,99,NaN,0,-4,-4,NaN,93,-47,-4,
345,NaN,,NaN,,NaN,,,,NaN,,,,
346,NaN,93,NaN,99,NaN,0,-4,-4,NaN,93,-47,-4,
347,NaN,,NaN,,NaN,,,,NaN,,,,
348,NaN,94,NaN,99,NaN,0,-4,-4,NaN,93,-48,-4,
349,NaN,,NaN,,NaN,,,,NaN,,,,
350,NaN,94,NaN,99,NaN,0,-5,-5,NaN,94,-48,-5,
351,NaN,,NaN,,NaN,,,,NaN,,,,
352,NaN,95,NaN,99,NaN,0,-5,-5,NaN,94,-47,-5,
353,NaN,,NaN,,NaN,,,,NaN,,,,
354,NaN,95,NaN,99,NaN,0,-5,-5,NaN,94,-47,-5,
355,NaN,,NaN,,NaN,,,,NaN,,,,
356,NaN,95,NaN,99,NaN,0,-5,-5,NaN,94,-47,-5,
357,NaN,,NaN,,NaN,,,,NaN,,,,
358,NaN,95,NaN,99,NaN,0,-5,-5,NaN,94,-47,-5,
359,NaN,,NaN,,NaN,,,,NaN,,,,
360,NaN,95,NaN,99,NaN,0,-5,-5,NaN,94,-47,-5,
361,NaN,,NaN,,NaN,,,,NaN,,,,
362,NaN,95,NaN,99,NaN,0,-5,-5,NaN,94,-48,-5,
363,NaN,,NaN,,NaN,,,,NaN,,,,
364,NaN,94,NaN,99,NaN,0,-4,-4,NaN,94,-48,-4,
365,NaN,,NaN,,NaN,,,,NaN,,,,
366,NaN,94,NaN,98,NaN,0,-4,-4,NaN,94,-48,-4,
367,NaN,,NaN,,NaN,,,,NaN,,,,
368,NaN,95,NaN,98,NaN,0,-5,-5,NaN,94,-48,-5,
369,NaN,,NaN,,NaN,,,,NaN,,,,
370,NaN,94,NaN,99,NaN,0,-5,-5,NaN,94,-48,-5,
371,NaN,,NaN,,NaN,,,,NaN,,,,
372,NaN,95,NaN,99,NaN,0,-5,-5,NaN,94,-48,-5,
373,NaN,,NaN,,NaN,,,,NaN,,,,
374,NaN,95,NaN,99,NaN,0,-5,-5,NaN,94,-48,-5,
375,NaN,,NaN,,NaN,,,,NaN,,,,
376,NaN,94,NaN,98,NaN,0,-5,-5,NaN,94,-48,-5,
377,NaN,,NaN,,NaN,,,,NaN,,,,
378,NaN,94,NaN,98,NaN,0,-5,-5,NaN,94,-48,-5,
379,NaN,,NaN,,NaN,,,,NaN,,,,
380,NaN,94,NaN,98,NaN,0,-4,-4,NaN,94,-48,-4,
381,NaN,,NaN,,NaN,,,,NaN,,,,
382,NaN,95,NaN,98,NaN,0,-4,-4,NaN,94,-48,-4,
383,NaN,,NaN,,NaN,,,,NaN,,,,
384,NaN,95,NaN,98,NaN,0,-4,-4,NaN,94,-48,-4,
385,NaN,,NaN,,NaN,,,,NaN,,,,
386,NaN,95,NaN,98,NaN,0,-4,-4,NaN,94,-48,-4,
387,NaN,,NaN,,NaN,,,,NaN,,,,
388,NaN,95,NaN,98,NaN,0,-4,-4,NaN,94,-48,-4,
389,NaN,,NaN,,NaN,,,,NaN,,,,
390,NaN,95,NaN,98,NaN,0,-4,-4,NaN,94,-47,-4,
391,NaN,,NaN,,NaN,,,,NaN,,,,
392,NaN,94,NaN,98,NaN,,-4,-4,NaN,94,-47,-4,
393,NaN,,NaN,,NaN,,,,NaN,,,,
394,NaN,94,NaN,98,NaN,,-4,-4,NaN,93,-47,-4,
395,NaN,,NaN,,NaN,,,,NaN,,,,
396,NaN,94,NaN,98,NaN,,-4,-4,NaN,93,-47,-4,
397,NaN,,NaN,,NaN,,,,NaN,,,,
398,NaN,93,NaN,98,NaN,,-4,-4,NaN,93,-47,-4,
399,NaN,,NaN,,NaN,,,,NaN,,,,
400,NaN,93,NaN,99,NaN,,-3,-3,NaN,92,-47,-3,
401,NaN,,NaN,,NaN,,,,NaN,,,,
402,NaN,92,NaN,98,NaN,,-3,-3,NaN,92,-47,-3,
403,NaN,,NaN,,NaN,,,,NaN,,,,
404,NaN,93,NaN,98,NaN,,-3,-3,NaN,92,-48,-3,
405,NaN,,NaN,,NaN,,,,NaN,,,,
406,NaN,93,NaN,98,NaN,0,-3,-3,NaN,92,-48,-3,
407,NaN,,NaN,,NaN,,,,NaN,,,,
408,NaN,93,NaN,98,NaN,0,-4,-4,NaN,93,-48,-4,
409,NaN,,NaN,,NaN,,,,NaN,,,,
410,NaN,93,NaN,98,NaN,0,-4,-4,NaN,93,-48,-4,
411,NaN,,NaN,,NaN,,,,NaN,,,,
412,NaN,93,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
413,NaN,,NaN,,NaN,,,,NaN,,,,
414,NaN,93,NaN,98,NaN,0,-4,-4,NaN,92,-47,-4,
415,NaN,,NaN,,NaN,,,,NaN,,,,
416,NaN,93,NaN,98,NaN,0,-4,-4,NaN,92,-47,-4,
417,NaN,,NaN,,NaN,,,,NaN,,,,
418,NaN,93,NaN,98,NaN,0,-3,-3,NaN,93,-47,-3,
419,NaN,,NaN,,NaN,,,,NaN,,,,
420,NaN,93,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
421,NaN,,NaN,,NaN,,,,NaN,,,,
422,NaN,94,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
423,NaN,,NaN,,NaN,,,,NaN,,,,
424,NaN,93,NaN,98,NaN,0,-4,-4,NaN,93,-47,-4,
425,NaN,,NaN,,NaN,,,,NaN,,,,
426,NaN,93,NaN,98,NaN,0,-16,-3,NaN,93,-47,3,
427,NaN,,NaN,,NaN,,,,NaN,,,,
428,NaN,93,NaN,98,NaN,0,-16,-3,NaN,93,-47,3,
429,NaN,,NaN,,NaN,,,,NaN,,,,
430,NaN,93,NaN,98,NaN,0,-8,-4,NaN,92,-48,0,
431,NaN,,NaN,,NaN,,,,NaN,,,,
432,NaN,93,NaN,98,NaN,0,-4,-4,NaN,92,-48,-4,
433,NaN,,NaN,,NaN,,,,NaN,,,,
434,NaN,93,NaN,98,NaN,0,-4,-4,NaN,92,-47,-4,
435,NaN,,NaN,,NaN,,,,NaN,,,,
436,NaN,90,NaN,97,NaN,0,-4,-4,NaN,92,-47,-4,
437,NaN,,NaN,,NaN,,,,NaN,,,,
438,NaN,91,NaN,97,NaN,0,-4,-4,NaN,92,-47,-4,
