time,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ART,SNUADC/ECG_II,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/CVP,Solar8000/ART_DBP,Solar8000/HR,SNUADC/CVP
0,,,,NaN,,NaN,NaN,,,,,,NaN
1,,,,-4.9562602043151855,,-496.78717041015625,-4.9562602043151855,,,,,,-495.6260070800781
2,,,,-4.956240177154541,,-496.7851867675781,-4.956240177154541,,,,,,-495.6240234375
3,,,,NaN,,NaN,NaN,,,,,,NaN
4,,,,NaN,,NaN,NaN,,,,,,NaN
5,,0,100,NaN,,NaN,NaN,60,,,,59,NaN
6,,,,NaN,,NaN,NaN,,,,,,NaN
7,,0,100,NaN,,NaN,NaN,59,,,,58,NaN
8,,,,NaN,,NaN,NaN,,,,,,NaN
9,,0,100,NaN,,NaN,NaN,59,,,,58,NaN
10,,,,NaN,,NaN,NaN,,,,,,NaN
11,,0,100,NaN,,NaN,NaN,58,,,,58,NaN
12,,,,NaN,,NaN,NaN,,,,,,NaN
13,,0,100,NaN,0,NaN,NaN,58,0,,0,57,NaN
14,,,,NaN,,NaN,NaN,,,,,,NaN
15,,0,100,NaN,0,NaN,NaN,58,0,0,0,57,NaN
16,,,,NaN,,NaN,NaN,,,,,,NaN
17,,0,100,NaN,0,NaN,NaN,58,0,0,0,57,NaN
18,,,,NaN,,NaN,NaN,,,,,,NaN
19,,0,100,NaN,0,NaN,NaN,58,0,0,0,57,NaN
20,,,,NaN,,NaN,NaN,,,,,,NaN
21,,0,100,NaN,0,NaN,NaN,58,0,0,0,57,NaN
22,,,,NaN,,NaN,NaN,,,,,,NaN
23,,0,100,NaN,0,NaN,NaN,58,0,0,0,57,NaN
24,,,,NaN,,NaN,NaN,,,,,,NaN
25,,0,100,NaN,0,NaN,NaN,58,0,0,0,58,NaN
26,,,,NaN,,NaN,NaN,,,,,,NaN
27,,0,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
28,,,,NaN,,NaN,NaN,,,,,,NaN
29,,0,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
30,,,,NaN,,NaN,NaN,,,,,,NaN
31,,0,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
32,,,,NaN,,NaN,NaN,,,,,,NaN
33,,0,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
34,,,,NaN,,NaN,NaN,,,,,,NaN
35,,0,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
36,,,,NaN,,NaN,NaN,,,,,,NaN
37,,0,100,NaN,0,NaN,NaN,57,0,1,0,57,NaN
38,,,,NaN,,NaN,NaN,,,,,,NaN
39,,0,100,NaN,0,NaN,NaN,57,0,0,0,57,NaN
40,,,,NaN,,NaN,NaN,,,,,,NaN
41,,0,100,NaN,0,NaN,NaN,57,0,0,0,57,NaN
42,,,,NaN,,NaN,NaN,,,,,,NaN
43,,0,100,NaN,0,NaN,NaN,57,0,0,0,57,NaN
44,,,,NaN,,NaN,NaN,,,,,,NaN
45,,,100,NaN,0,NaN,NaN,57,0,0,0,57,NaN
46,,,,NaN,,NaN,NaN,,,,,,NaN
47,,,100,NaN,0,NaN,NaN,57,0,0,0,57,NaN
48,,,,NaN,,NaN,NaN,,,,,,NaN
49,,,100,NaN,0,NaN,NaN,57,0,0,0,57,NaN
50,,,,NaN,,NaN,NaN,,,,,,NaN
51,,,100,NaN,0,NaN,NaN,57,0,0,0,57,NaN
52,,,,NaN,,NaN,NaN,,,,,,NaN
53,,,100,NaN,0,NaN,NaN,57,0,0,0,57,NaN
54,,,,NaN,,NaN,NaN,,,,,,NaN
55,,,100,NaN,0,NaN,NaN,57,0,0,0,57,NaN
56,,,,NaN,,NaN,NaN,,,,,,NaN
57,,,100,NaN,0,NaN,NaN,57,0,1,0,57,NaN
58,,,,NaN,,NaN,NaN,,,,,,NaN
59,,,100,NaN,0,NaN,NaN,57,0,1,0,56,NaN
60,,,,NaN,,NaN,NaN,,,,,,NaN
61,,,100,NaN,0,NaN,NaN,57,0,0,0,56,NaN
62,,,,NaN,,NaN,NaN,,,,,,NaN
63,,,100,NaN,0,NaN,NaN,57,0,0,0,56,NaN
64,,,,NaN,,NaN,NaN,,,,,,NaN
65,,,100,NaN,0,NaN,NaN,57,0,0,0,57,NaN
66,,,,NaN,,NaN,NaN,,,,,,NaN
67,,,100,NaN,0,NaN,NaN,57,0,0,0,57,NaN
68,,,,NaN,,NaN,NaN,,,,,,NaN
69,,,100,NaN,0,NaN,NaN,58,0,0,0,57,NaN
70,,,,NaN,,NaN,NaN,,,,,,NaN
71,,,100,NaN,0,NaN,NaN,58,0,0,0,57,NaN
72,,,,NaN,,NaN,NaN,,,,,,NaN
73,,,100,NaN,0,NaN,NaN,58,0,0,0,57,NaN
74,,,,NaN,,NaN,NaN,,,,,,NaN
75,,,100,NaN,0,NaN,NaN,58,0,0,0,57,NaN
76,,,,NaN,,NaN,NaN,,,,,,NaN
77,,,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
78,,,,NaN,,NaN,NaN,,,,,,NaN
79,,,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
80,,,,NaN,,NaN,NaN,,,,,,NaN
81,,,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
82,,,,NaN,,NaN,NaN,,,,,,NaN
83,,,100,NaN,0,NaN,NaN,59,0,-1,0,59,NaN
84,,,,NaN,,NaN,NaN,,,,,,NaN
85,,,100,NaN,0,NaN,NaN,59,0,-1,0,59,NaN
86,,,,NaN,,NaN,NaN,,,,,,NaN
87,,,100,NaN,0,NaN,NaN,59,0,-1,0,59,NaN
88,,,,NaN,,NaN,NaN,,,,,,NaN
89,,,100,NaN,0,NaN,NaN,59,0,-1,0,58,NaN
90,,,,NaN,,NaN,NaN,,,,,,NaN
91,,,100,NaN,0,NaN,NaN,59,0,-1,0,58,NaN
92,,,,NaN,,NaN,NaN,,,,,,NaN
93,,,100,NaN,0,NaN,NaN,58,0,-1,0,58,NaN
94,,,,NaN,,NaN,NaN,,,,,,NaN
95,,,100,NaN,0,NaN,NaN,58,0,-1,0,58,NaN
96,,,,NaN,,NaN,NaN,,,,,,NaN
97,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
98,,,,NaN,,NaN,NaN,,,,,,NaN
99,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
100,,,,NaN,,NaN,NaN,,,,,,NaN
101,,,100,NaN,0,NaN,NaN,57,0,1,0,57,NaN
102,,,,NaN,,NaN,NaN,,,,,,NaN
103,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
104,,,,NaN,,NaN,NaN,,,,,,NaN
105,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
106,,,,NaN,,NaN,NaN,,,,,,NaN
107,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
108,,,,NaN,,NaN,NaN,,,,,,NaN
109,,,100,NaN,1,NaN,NaN,58,1,-1,1,58,NaN
110,,,,NaN,,NaN,NaN,,,,,,NaN
111,,,100,NaN,1,NaN,NaN,58,1,-1,1,57,NaN
112,,,,NaN,,NaN,NaN,,,,,,NaN
113,,,100,NaN,1,NaN,NaN,58,1,-1,1,57,NaN
114,,,,NaN,,NaN,NaN,,,,,,NaN
115,,,100,NaN,1,NaN,NaN,58,1,-1,1,57,NaN
116,,,,NaN,,NaN,NaN,,,,,,NaN
117,,,100,NaN,0,NaN,NaN,58,0,-1,0,58,NaN
118,,,,NaN,,NaN,NaN,,,,,,NaN
119,,,100,NaN,0,NaN,NaN,58,0,-1,0,58,NaN
120,,,,NaN,,NaN,NaN,,,,,,NaN
121,,,100,NaN,0,NaN,NaN,59,0,0,0,58,NaN
122,,,,NaN,,NaN,NaN,,,,,,NaN
123,,,100,NaN,0,NaN,NaN,59,0,0,0,58,NaN
124,,,,NaN,,NaN,NaN,,,,,,NaN
125,,,100,NaN,0,NaN,NaN,59,0,0,0,59,NaN
126,,,,NaN,,NaN,NaN,,,,,,NaN
127,,,100,NaN,0,NaN,NaN,59,0,0,0,58,NaN
128,,,,NaN,,NaN,NaN,,,,,,NaN
129,,0,100,NaN,0,NaN,NaN,59,0,0,0,58,NaN
130,,,,NaN,,NaN,NaN,,,,,,NaN
131,,0,100,NaN,0,NaN,NaN,59,0,0,0,59,NaN
132,,,,NaN,,NaN,NaN,,,,,,NaN
133,,0,100,NaN,0,NaN,NaN,59,0,1,0,59,NaN
134,,,,NaN,,NaN,NaN,,,,,,NaN
135,,,100,NaN,0,NaN,NaN,59,0,1,0,59,NaN
136,,,,NaN,,NaN,NaN,,,,,,NaN
137,,,100,NaN,0,NaN,NaN,59,0,1,0,59,NaN
138,,,,NaN,,NaN,NaN,,,,,,NaN
139,,,100,NaN,0,NaN,NaN,59,0,1,0,59,NaN
140,,,,NaN,,NaN,NaN,,,,,,NaN
141,,,100,NaN,0,NaN,NaN,59,0,1,0,58,NaN
142,,,,NaN,,NaN,NaN,,,,,,NaN
143,,,100,NaN,0,NaN,NaN,59,0,1,0,58,NaN
144,,,,NaN,,NaN,NaN,,,,,,NaN
145,,,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
146,,,,NaN,,NaN,NaN,,,,,,NaN
147,,,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
148,,,,NaN,,NaN,NaN,,,,,,NaN
149,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
150,,,,NaN,,NaN,NaN,,,,,,NaN
151,,,100,NaN,0,NaN,NaN,60,0,1,0,59,NaN
152,,,,NaN,,NaN,NaN,,,,,,NaN
153,,,100,NaN,0,NaN,NaN,61,0,1,0,61,NaN
154,,,,NaN,,NaN,NaN,,,,,,NaN
155,,,100,NaN,0,NaN,NaN,62,0,1,0,62,NaN
156,,,,NaN,,NaN,NaN,,,,,,NaN
157,,,100,NaN,0,NaN,NaN,63,0,1,0,63,NaN
158,,,,NaN,,NaN,NaN,,,,,,NaN
159,,,100,NaN,0,NaN,NaN,62,0,1,0,62,NaN
160,,,,NaN,,NaN,NaN,,,,,,NaN
161,,,100,NaN,0,NaN,NaN,62,0,1,0,61,NaN
162,,,,NaN,,NaN,NaN,,,,,,NaN
163,,,100,NaN,0,NaN,NaN,61,0,1,0,60,NaN
164,,,,NaN,,NaN,NaN,,,,,,NaN
165,,,100,NaN,0,NaN,NaN,60,0,1,0,60,NaN
166,,,,NaN,,NaN,NaN,,,,,,NaN
167,,,100,NaN,0,NaN,NaN,60,0,1,0,59,NaN
168,,,,NaN,,NaN,NaN,,,,,,NaN
169,,,100,NaN,0,NaN,NaN,60,0,1,0,59,NaN
170,,,,NaN,,NaN,NaN,,,,,,NaN
171,,,100,NaN,0,NaN,NaN,60,0,1,0,59,NaN
172,,,,NaN,,NaN,NaN,,,,,,NaN
173,,,100,NaN,0,NaN,NaN,60,0,-1,0,59,NaN
174,,,,NaN,,NaN,NaN,,,,,,NaN
175,,,100,NaN,0,NaN,NaN,60,0,-1,0,59,NaN
176,,,,NaN,,NaN,NaN,,,,,,NaN
177,,,100,NaN,0,NaN,NaN,60,0,1,0,59,NaN
178,,,,NaN,,NaN,NaN,,,,,,NaN
179,,,100,NaN,0,NaN,NaN,59,0,1,0,59,NaN
180,,,,NaN,,NaN,NaN,,,,,,NaN
181,,,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
182,,,,NaN,,NaN,NaN,,,,,,NaN
183,,,99,NaN,0,NaN,NaN,59,0,1,0,58,NaN
184,,,,NaN,,NaN,NaN,,,,,,NaN
185,,,99,NaN,0,NaN,NaN,59,0,1,0,58,NaN
186,,,,NaN,,NaN,NaN,,,,,,NaN
187,,,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
188,,,,NaN,,NaN,NaN,,,,,,NaN
189,,,100,NaN,0,NaN,NaN,59,0,1,0,58,NaN
190,,,,NaN,,NaN,NaN,,,,,,NaN
191,,,100,NaN,0,NaN,NaN,59,0,1,0,58,NaN
192,,,,NaN,,NaN,NaN,,,,,,NaN
193,,,100,NaN,0,NaN,NaN,58,0,-1,0,58,NaN
194,,,,NaN,,NaN,NaN,,,,,,NaN
195,,,100,NaN,0,NaN,NaN,59,0,-1,0,58,NaN
196,,,,NaN,,NaN,NaN,,,,,,NaN
197,,,99,NaN,0,NaN,NaN,61,0,-1,0,58,NaN
198,,,,NaN,,NaN,NaN,,,,,,NaN
199,,,100,NaN,0,NaN,NaN,62,0,-1,0,59,NaN
200,,,,NaN,,NaN,NaN,,,,,,NaN
201,,,,NaN,0,NaN,NaN,,0,-1,0,59,NaN
202,,,,NaN,,NaN,NaN,,,,,,NaN
203,,,,NaN,0,NaN,NaN,,0,-1,0,59,NaN
204,,,,NaN,,NaN,NaN,,,,,,NaN
205,,,,NaN,0,NaN,NaN,,0,-1,0,59,NaN
206,,,,NaN,,NaN,NaN,,,,,,NaN
207,,,,NaN,0,NaN,NaN,,0,-1,0,59,NaN
208,,,,NaN,,NaN,NaN,,,,,,NaN
209,,,,NaN,0,NaN,NaN,,0,-1,0,58,NaN
210,,,,NaN,,NaN,NaN,,,,,,NaN
211,,,,NaN,0,NaN,NaN,,0,-1,0,58,NaN
212,,,,NaN,,NaN,NaN,,,,,,NaN
213,,,,NaN,0,NaN,NaN,,0,-1,0,58,NaN
214,,,,NaN,,NaN,NaN,,,,,,NaN
215,,,,NaN,0,NaN,NaN,,0,1,0,59,NaN
216,,,,NaN,,NaN,NaN,,,,,,NaN
217,,,,NaN,0,NaN,NaN,,0,1,0,59,NaN
218,,,,NaN,,NaN,NaN,,,,,,NaN
219,,,,NaN,0,NaN,NaN,,0,1,0,60,NaN
220,,,,NaN,,NaN,NaN,,,,,,NaN
221,,,,NaN,0,NaN,NaN,,0,1,0,62,NaN
222,,,,NaN,,NaN,NaN,,,,,,NaN
223,,,,NaN,0,NaN,NaN,,0,1,0,64,NaN
224,,,,NaN,,NaN,NaN,,,,,,NaN
225,,,,NaN,0,NaN,NaN,,0,1,0,64,NaN
226,,,,NaN,,NaN,NaN,,,,,,NaN
227,,,,NaN,0,NaN,NaN,,0,1,0,64,NaN
228,,,,NaN,,NaN,NaN,,,,,,NaN
229,,,,NaN,0,NaN,NaN,,0,1,0,63,NaN
230,,,,NaN,,NaN,NaN,,,,,,NaN
231,,,99,NaN,0,NaN,NaN,62,0,-1,0,63,NaN
232,,,,NaN,,NaN,NaN,,,,,,NaN
233,,,100,NaN,0,NaN,NaN,64,0,-1,0,63,NaN
234,,,,NaN,,NaN,NaN,,,,,,NaN
235,,,100,NaN,0,NaN,NaN,61,0,-1,0,62,NaN
236,,,,NaN,,NaN,NaN,,,,,,NaN
237,,,100,NaN,0,NaN,NaN,63,0,-1,0,62,NaN
238,,,,NaN,,NaN,NaN,,,,,,NaN
239,,,100,NaN,0,NaN,NaN,62,0,-1,0,62,NaN
240,,,,NaN,,NaN,NaN,,,,,,NaN
241,,,100,NaN,0,NaN,NaN,61,0,-1,0,61,NaN
242,,,,NaN,,NaN,NaN,,,,,,NaN
243,,,100,NaN,0,NaN,NaN,61,0,-1,0,61,NaN
244,,,,NaN,,NaN,NaN,,,,,,NaN
245,,,100,NaN,0,NaN,NaN,61,0,1,0,61,NaN
246,,,,NaN,,NaN,NaN,,,,,,NaN
247,,,100,NaN,0,NaN,NaN,60,0,1,0,60,NaN
248,,,,NaN,,NaN,NaN,,,,,,NaN
249,,,100,NaN,0,NaN,NaN,60,0,1,0,60,NaN
250,,,,NaN,,NaN,NaN,,,,,,NaN
251,,,100,NaN,0,NaN,NaN,62,0,1,0,61,NaN
252,,,,NaN,,NaN,NaN,,,,,,NaN
253,,,100,NaN,0,NaN,NaN,62,0,1,0,62,NaN
254,,,,NaN,,NaN,NaN,,,,,,NaN
255,,,100,NaN,0,NaN,NaN,63,0,1,0,63,NaN
256,,,,NaN,,NaN,NaN,,,,,,NaN
257,,,100,NaN,0,NaN,NaN,63,0,1,0,62,NaN
258,,,,NaN,,NaN,NaN,,,,,,NaN
259,,,100,NaN,0,NaN,NaN,62,0,1,0,61,NaN
260,,,,NaN,,NaN,NaN,,,,,,NaN
261,,,100,NaN,0,NaN,NaN,61,0,1,0,60,NaN
262,,,,NaN,,NaN,NaN,,,,,,NaN
263,,,100,NaN,0,NaN,NaN,60,0,1,0,59,NaN
264,,,,NaN,,NaN,NaN,,,,,,NaN
265,,,100,NaN,0,NaN,NaN,59,0,1,0,58,NaN
266,,,,NaN,,NaN,NaN,,,,,,NaN
267,,,100,NaN,0,NaN,NaN,59,0,1,0,58,NaN
268,,,,NaN,,NaN,NaN,,,,,,NaN
269,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
270,,,,NaN,,NaN,NaN,,,,,,NaN
271,,,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
272,,,,NaN,,NaN,NaN,,,,,,NaN
273,,,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
274,,,,NaN,,NaN,NaN,,,,,,NaN
275,,,100,NaN,0,NaN,NaN,59,0,1,0,58,NaN
276,,,,NaN,,NaN,NaN,,,,,,NaN
277,,,100,NaN,0,NaN,NaN,59,0,1,0,59,NaN
278,,,,NaN,,NaN,NaN,,,,,,NaN
279,,,100,NaN,0,NaN,NaN,59,0,1,0,59,NaN
280,,,,NaN,,NaN,NaN,,,,,,NaN
281,,,100,NaN,0,NaN,NaN,60,0,1,0,59,NaN
282,,,,NaN,,NaN,NaN,,,,,,NaN
283,,,100,NaN,0,NaN,NaN,60,0,1,0,59,NaN
284,,,,NaN,,NaN,NaN,,,,,,NaN
285,,,100,NaN,0,NaN,NaN,60,0,1,0,59,NaN
286,,,,NaN,,NaN,NaN,,,,,,NaN
287,,,100,NaN,0,NaN,NaN,60,0,1,0,60,NaN
288,,,,NaN,,NaN,NaN,,,,,,NaN
289,,,100,NaN,0,NaN,NaN,59,0,1,0,60,NaN
290,,,,NaN,,NaN,NaN,,,,,,NaN
291,,,100,NaN,0,NaN,NaN,60,0,1,0,60,NaN
292,,,,NaN,,NaN,NaN,,,,,,NaN
293,,,100,NaN,0,NaN,NaN,60,0,1,0,60,NaN
294,,,,NaN,,NaN,NaN,,,,,,NaN
295,,,100,NaN,0,NaN,NaN,59,0,1,0,60,NaN
296,,,,NaN,,NaN,NaN,,,,,,NaN
297,,,100,NaN,0,NaN,NaN,59,0,1,0,59,NaN
298,,,,NaN,,NaN,NaN,,,,,,NaN
299,,,100,NaN,0,NaN,NaN,59,0,1,0,59,NaN
300,,,,NaN,,NaN,NaN,,,,,,NaN
301,,,100,NaN,0,NaN,NaN,59,0,1,0,58,NaN
302,,,,NaN,,NaN,NaN,,,,,,NaN
303,,,100,NaN,0,NaN,NaN,59,0,1,0,58,NaN
304,,,,NaN,,NaN,NaN,,,,,,NaN
305,,,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
306,,,,NaN,,NaN,NaN,,,,,,NaN
307,,,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
308,,,,NaN,,NaN,NaN,,,,,,NaN
309,,,100,NaN,0,NaN,NaN,58,0,-1,0,58,NaN
310,,,,NaN,,NaN,NaN,,,,,,NaN
311,,,100,NaN,0,NaN,NaN,58,0,-1,0,58,NaN
312,,,,NaN,,NaN,NaN,,,,,,NaN
313,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
314,,,,NaN,,NaN,NaN,,,,,,NaN
315,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
316,,,,NaN,,NaN,NaN,,,,,,NaN
317,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
318,,,,NaN,,NaN,NaN,,,,,,NaN
319,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
320,,,,NaN,,NaN,NaN,,,,,,NaN
321,,,100,NaN,0,NaN,NaN,58,0,-1,0,58,NaN
322,,,,NaN,,NaN,NaN,,,,,,NaN
323,,,100,NaN,0,NaN,NaN,58,0,-1,0,58,NaN
324,,,,NaN,,NaN,NaN,,,,,,NaN
325,,,100,NaN,0,NaN,NaN,58,0,-1,0,58,NaN
326,,,,NaN,,NaN,NaN,,,,,,NaN
327,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
328,,,,NaN,,NaN,NaN,,,,,,NaN
329,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
330,,,,NaN,,NaN,NaN,,,,,,NaN
331,,,100,NaN,0,NaN,NaN,57,0,-1,0,57,NaN
332,,,,NaN,,NaN,NaN,,,,,,NaN
333,,,100,NaN,0,NaN,NaN,57,0,-1,0,56,NaN
334,,,,NaN,,NaN,NaN,,,,,,NaN
335,,,100,NaN,0,NaN,NaN,57,0,-1,0,56,NaN
336,,,,NaN,,NaN,NaN,,,,,,NaN
337,,,100,NaN,0,NaN,NaN,57,0,-1,0,56,NaN
338,,,,NaN,,NaN,NaN,,,,,,NaN
339,,,100,NaN,0,NaN,NaN,57,0,-1,0,56,NaN
340,,,,NaN,,NaN,NaN,,,,,,NaN
341,,,100,NaN,0,NaN,NaN,57,0,-1,0,56,NaN
342,,,,NaN,,NaN,NaN,,,,,,NaN
343,,,100,NaN,0,NaN,NaN,57,0,-1,0,57,NaN
344,,,,NaN,,NaN,NaN,,,,,,NaN
345,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
346,,,,NaN,,NaN,NaN,,,,,,NaN
347,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
348,,,,NaN,,NaN,NaN,,,,,,NaN
349,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
350,,,,NaN,,NaN,NaN,,,,,,NaN
351,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
352,,,,NaN,,NaN,NaN,,,,,,NaN
353,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
354,,,,NaN,,NaN,NaN,,,,,,NaN
355,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
356,,,,NaN,,NaN,NaN,,,,,,NaN
357,,,100,NaN,0,NaN,NaN,58,0,1,0,56,NaN
358,,,,NaN,,NaN,NaN,,,,,,NaN
359,,,100,NaN,0,NaN,NaN,58,0,1,0,56,NaN
360,,,,NaN,,NaN,NaN,,,,,,NaN
361,,,100,NaN,0,NaN,NaN,57,0,1,0,55,NaN
362,,,,NaN,,NaN,NaN,,,,,,NaN
363,,,100,NaN,0,NaN,NaN,57,0,1,0,55,NaN
364,,,,NaN,,NaN,NaN,,,,,,NaN
365,,,100,NaN,0,NaN,NaN,57,0,1,0,55,NaN
366,,,,NaN,,NaN,NaN,,,,,,NaN
367,,,100,NaN,0,NaN,NaN,56,0,1,0,55,NaN
368,,,,NaN,,NaN,NaN,,,,,,NaN
369,,,100,NaN,0,NaN,NaN,56,0,1,0,55,NaN
370,,,,NaN,,NaN,NaN,,,,,,NaN
371,,,99,NaN,0,NaN,NaN,56,0,1,0,56,NaN
372,,,,NaN,,NaN,NaN,,,,,,NaN
373,,,99,NaN,0,NaN,NaN,57,0,1,0,56,NaN
374,,,,NaN,,NaN,NaN,,,,,,NaN
375,,,100,NaN,0,NaN,NaN,58,0,1,0,58,NaN
376,,,,NaN,,NaN,NaN,,,,,,NaN
377,,,100,NaN,0,NaN,NaN,59,0,1,0,59,NaN
378,,,,NaN,,NaN,NaN,,,,,,NaN
379,,,100,NaN,0,NaN,NaN,59,0,1,0,59,NaN
380,,,,NaN,,NaN,NaN,,,,,,NaN
381,,,100,NaN,0,NaN,NaN,59,0,1,0,58,NaN
382,,,,NaN,,NaN,NaN,,,,,,NaN
383,,,100,NaN,0,NaN,NaN,59,0,1,0,58,NaN
384,,,,NaN,,NaN,NaN,,,,,,NaN
385,,,100,NaN,0,NaN,NaN,59,0,1,0,57,NaN
386,,,,NaN,,NaN,NaN,,,,,,NaN
387,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
388,,,,NaN,,NaN,NaN,,,,,,NaN
389,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
390,,,,NaN,,NaN,NaN,,,,,,NaN
391,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
392,,,,NaN,,NaN,NaN,,,,,,NaN
393,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
394,,,,NaN,,NaN,NaN,,,,,,NaN
395,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
396,,,,NaN,,NaN,NaN,,,,,,NaN
397,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
398,,,,NaN,,NaN,NaN,,,,,,NaN
399,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
400,,,,NaN,,NaN,NaN,,,,,,NaN
401,,,100,NaN,0,NaN,NaN,58,0,1,0,57,NaN
402,,,,NaN,,NaN,NaN,,,,,,NaN
403,,,99,NaN,0,NaN,NaN,59,0,1,0,58,NaN
404,,,,NaN,,NaN,NaN,,,,,,NaN
405,,,100,NaN,0,NaN,NaN,61,0,1,0,59,NaN
406,,,,NaN,,NaN,NaN,,,,,,NaN
407,,,100,NaN,0,NaN,NaN,62,0,1,0,62,NaN
408,,,,NaN,,NaN,NaN,,,,,,NaN
409,,,100,NaN,0,NaN,NaN,65,0,1,0,63,NaN
410,,,,NaN,,NaN,NaN,,,,,,NaN
411,,,100,NaN,0,NaN,NaN,64,0,1,0,64,NaN
412,,,,NaN,,NaN,NaN,,,,,,NaN
413,,,100,NaN,0,NaN,NaN,64,0,1,0,63,NaN
414,,,,NaN,,NaN,NaN,,,,,,NaN
415,,,100,NaN,0,NaN,NaN,63,0,1,0,62,NaN
416,,,,NaN,,NaN,NaN,,,,,,NaN
417,,,100,NaN,0,NaN,NaN,62,0,1,0,62,NaN
418,,,,NaN,,NaN,NaN,,,,,,NaN
419,,,100,NaN,0,NaN,NaN,62,0,-1,0,62,NaN
420,,,,NaN,,NaN,NaN,,,,,,NaN
421,,,100,NaN,0,NaN,NaN,62,0,-1,0,62,NaN
422,,,,NaN,,NaN,NaN,,,,,,NaN
423,,,100,NaN,0,NaN,NaN,63,0,1,0,62,NaN
424,,,,NaN,,NaN,NaN,,,,,,NaN
425,,,100,NaN,0,NaN,NaN,64,0,1,0,64,NaN
426,,,,NaN,,NaN,NaN,,,,,,NaN
427,,,100,NaN,0,NaN,NaN,65,0,1,0,64,NaN
428,,,,NaN,,NaN,NaN,,,,,,NaN
429,,,100,NaN,0,NaN,NaN,64,0,1,0,64,NaN
430,,,,NaN,,NaN,NaN,,,,,,NaN
431,,,100,NaN,0,NaN,NaN,64,0,1,0,63,NaN
432,,,,NaN,,NaN,NaN,,,,,,NaN
433,,,100,NaN,0,NaN,NaN,63,0,1,0,62,NaN
434,,,,NaN,,NaN,NaN,,,,,,NaN
435,,,100,NaN,0,NaN,NaN,62,0,1,0,61,NaN
436,,,,NaN,,NaN,NaN,,,,,,NaN
437,,,100,NaN,0,NaN,NaN,61,0,-1,0,60,NaN
438,,,,NaN,,NaN,NaN,,,,,,NaN
439,,,100,NaN,0,NaN,NaN,61,0,-1,0,60,NaN
440,,,,NaN,,NaN,NaN,,,,,,NaN
441,,,100,NaN,0,NaN,NaN,60,0,-1,0,59,NaN
442,,,,NaN,,NaN,NaN,,,,,,NaN
443,,,100,NaN,0,NaN,NaN,60,0,-1,0,59,NaN
444,,,,NaN,,NaN,NaN,,,,,,NaN
445,,,100,NaN,0,NaN,NaN,59,0,-1,0,58,NaN
446,,,,NaN,,NaN,NaN,,,,,,NaN
447,,,100,NaN,0,NaN,NaN,58,0,-1,0,58,NaN
448,,,,NaN,,NaN,NaN,,,,,,NaN
449,,,100,NaN,0,NaN,NaN,58,0,-1,0,57,NaN
450,,,,NaN,,NaN,NaN,,,,,,NaN
