time,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ART,SNUADC/ECG_II,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/CVP,Solar8000/ART_DBP,Solar8000/HR,SNUADC/CVP
4875,,,,NaN,,NaN,NaN,,,,,,NaN
4876,11,35,100,NaN,122,NaN,NaN,87,72,3,53,86,NaN
4877,,,,NaN,,NaN,NaN,,,,,,NaN
4878,11,35,100,NaN,121,NaN,NaN,87,72,3,52,86,NaN
4879,,,,NaN,,NaN,NaN,,,,,,NaN
4880,11,35,100,NaN,120,NaN,NaN,87,72,3,52,86,NaN
4881,,,,NaN,,NaN,NaN,,,,,,NaN
4882,11,35,100,NaN,123,NaN,NaN,87,73,3,53,86,NaN
4883,,,,NaN,,NaN,NaN,,,,,,NaN
4884,11,35,100,NaN,123,NaN,NaN,86,73,3,53,86,NaN
4885,,,,NaN,,NaN,NaN,,,,,,NaN
4886,11,35,100,NaN,122,NaN,NaN,86,73,3,53,86,NaN
4887,,,,NaN,,NaN,NaN,,,,,,NaN
4888,11,35,100,NaN,122,NaN,NaN,87,73,3,53,86,NaN
4889,,,,NaN,,NaN,NaN,,,,,,NaN
4890,11,35,100,NaN,125,NaN,NaN,87,74,3,54,87,NaN
4891,,,,NaN,,NaN,NaN,,,,,,NaN
4892,11,35,100,NaN,122,NaN,NaN,87,73,3,53,87,NaN
4893,,,,NaN,,NaN,NaN,,,,,,NaN
4894,11,35,100,NaN,126,NaN,NaN,88,75,3,55,87,NaN
4895,,,,NaN,,NaN,NaN,,,,,,NaN
4896,11,35,100,NaN,122,NaN,NaN,88,74,3,54,87,NaN
4897,,,,NaN,,NaN,NaN,,,,,,NaN
4898,11,35,100,NaN,126,NaN,NaN,88,75,3,55,87,NaN
4899,,,,NaN,,NaN,NaN,,,,,,NaN
4900,11,35,100,NaN,123,NaN,NaN,88,74,3,54,87,NaN
4901,,,,NaN,,NaN,NaN,,,,,,NaN
4902,11,35,100,NaN,123,NaN,NaN,88,74,3,54,87,NaN
4903,,,,NaN,,NaN,NaN,,,,,,NaN
4904,11,35,100,NaN,126,NaN,NaN,88,75,3,55,87,NaN
4905,,,,NaN,,NaN,NaN,,,,,,NaN
4906,11,35,100,NaN,126,NaN,NaN,87,75,3,55,87,NaN
4907,,,,NaN,,NaN,NaN,,,,,,NaN
4908,11,35,100,NaN,122,NaN,NaN,87,74,3,53,87,NaN
4909,,,,NaN,,NaN,NaN,,,,,,NaN
4910,11,35,100,NaN,124,NaN,NaN,88,74,4,54,87,NaN
4911,,,,NaN,,NaN,NaN,,,,,,NaN
4912,11,35,100,NaN,125,NaN,NaN,87,75,4,54,87,NaN
4913,,,,NaN,,NaN,NaN,,,,,,NaN
4914,11,35,100,NaN,121,NaN,NaN,87,74,3,54,87,NaN
4915,,,,NaN,,NaN,NaN,,,,,,NaN
4916,11,35,100,NaN,124,NaN,NaN,87,74,3,55,87,NaN
4917,,,,NaN,,NaN,NaN,,,,,,NaN
4918,11,35,100,NaN,121,NaN,NaN,87,74,3,54,87,NaN
4919,,,,NaN,,NaN,NaN,,,,,,NaN
4920,11,35,100,NaN,125,NaN,NaN,87,75,3,55,86,NaN
4921,,,,NaN,,NaN,NaN,,,,,,NaN
4922,11,35,100,NaN,122,NaN,NaN,87,74,3,53,86,NaN
4923,,,,NaN,,NaN,NaN,,,,,,NaN
4924,11,35,100,NaN,122,NaN,NaN,87,74,3,54,86,NaN
4925,,,,NaN,,NaN,NaN,,,,,,NaN
4926,11,35,100,NaN,125,NaN,NaN,87,75,3,55,86,NaN
4927,,,,NaN,,NaN,NaN,,,,,,NaN
4928,11,35,100,NaN,121,NaN,NaN,86,74,4,53,86,NaN
4929,,,,NaN,,NaN,NaN,,,,,,NaN
4930,11,35,100,NaN,121,NaN,NaN,86,74,4,53,86,NaN
4931,,,,NaN,,NaN,NaN,,,,,,NaN
4932,11,35,100,NaN,123,NaN,NaN,86,74,4,54,86,NaN
4933,,,,NaN,,NaN,NaN,,,,,,NaN
4934,11,35,100,NaN,121,NaN,NaN,86,73,3,53,85,NaN
4935,,,,NaN,,NaN,NaN,,,,,,NaN
4936,11,35,100,NaN,124,NaN,NaN,86,74,3,54,85,NaN
4937,,,,NaN,,NaN,NaN,,,,,,NaN
4938,11,35,100,NaN,123,NaN,NaN,86,74,3,54,86,NaN
4939,,,,NaN,,NaN,NaN,,,,,,NaN
4940,11,35,100,NaN,123,NaN,NaN,86,74,3,54,85,NaN
4941,,,,NaN,,NaN,NaN,,,,,,NaN
4942,11,35,100,NaN,127,NaN,NaN,86,76,3,55,85,NaN
4943,,,,NaN,,NaN,NaN,,,,,,NaN
4944,11,35,100,NaN,123,NaN,NaN,86,75,3,54,85,NaN
4945,,,,NaN,,NaN,NaN,,,,,,NaN
4946,11,35,100,NaN,125,NaN,NaN,86,75,3,55,86,NaN
4947,,,,NaN,,NaN,NaN,,,,,,NaN
4948,11,35,100,NaN,128,NaN,NaN,87,76,3,56,86,NaN
4949,,,,NaN,,NaN,NaN,,,,,,NaN
4950,11,35,100,NaN,124,NaN,NaN,87,75,4,54,87,NaN
4951,,,,NaN,,NaN,NaN,,,,,,NaN
4952,11,35,100,NaN,126,NaN,NaN,87,76,4,55,86,NaN
4953,,,,NaN,,NaN,NaN,,,,,,NaN
4954,11,35,100,NaN,126,NaN,NaN,87,76,4,55,86,NaN
4955,,,,NaN,,NaN,NaN,,,,,,NaN
4956,11,35,100,NaN,124,NaN,NaN,87,75,3,54,86,NaN
4957,,,,NaN,,NaN,NaN,,,,,,NaN
4958,11,35,100,NaN,124,NaN,NaN,86,75,3,54,86,NaN
4959,,,,NaN,,NaN,NaN,,,,,,NaN
4960,11,35,100,NaN,124,NaN,NaN,86,75,3,54,86,NaN
4961,,,,NaN,,NaN,NaN,,,,,,NaN
4962,11,35,100,NaN,124,NaN,NaN,86,75,3,54,85,NaN
4963,,,,NaN,,NaN,NaN,,,,,,NaN
4964,11,35,100,NaN,123,NaN,NaN,86,75,3,54,86,NaN
4965,,,,NaN,,NaN,NaN,,,,,,NaN
4966,11,35,100,NaN,127,NaN,NaN,86,76,3,56,86,NaN
4967,,,,NaN,,NaN,NaN,,,,,,NaN
4968,11,35,100,NaN,126,NaN,NaN,86,75,3,55,86,NaN
4969,,,,NaN,,NaN,NaN,,,,,,NaN
4970,11,35,100,NaN,128,NaN,NaN,86,76,3,55,86,NaN
4971,,,,NaN,,NaN,NaN,,,,,,NaN
4972,11,35,100,NaN,124,NaN,NaN,86,74,3,54,86,NaN
4973,,,,NaN,,NaN,NaN,,,,,,NaN
4974,11,35,100,NaN,127,NaN,NaN,86,75,3,55,86,NaN
4975,,,,NaN,,NaN,NaN,,,,,,NaN
4976,11,35,100,NaN,126,NaN,NaN,86,75,3,54,86,NaN
4977,,,,NaN,,NaN,NaN,,,,,,NaN
4978,11,35,100,NaN,125,NaN,NaN,86,74,3,54,85,NaN
4979,,,,NaN,,NaN,NaN,,,,,,NaN
4980,11,35,100,NaN,127,NaN,NaN,86,75,3,55,85,NaN
4981,,,,NaN,,NaN,NaN,,,,,,NaN
4982,11,35,100,NaN,124,NaN,NaN,86,74,3,54,85,NaN
4983,,,,NaN,,NaN,NaN,,,,,,NaN
4984,11,35,100,NaN,124,NaN,NaN,86,74,3,54,85,NaN
4985,,,,NaN,,NaN,NaN,,,,,,NaN
4986,11,35,100,NaN,127,NaN,NaN,86,75,3,54,85,NaN
4987,,,,NaN,,NaN,NaN,,,,,,NaN
4988,11,35,100,NaN,127,NaN,NaN,86,75,3,54,85,NaN
4989,,,,NaN,,NaN,NaN,,,,,,NaN
4990,11,35,100,NaN,125,NaN,NaN,85,74,3,54,85,NaN
4991,,,,NaN,,NaN,NaN,,,,,,NaN
4992,11,35,100,NaN,127,NaN,NaN,85,75,3,54,84,NaN
4993,,,,NaN,,NaN,NaN,,,,,,NaN
4994,11,35,100,NaN,123,NaN,NaN,84,74,3,53,84,NaN
4995,,,,NaN,,NaN,NaN,,,,,,NaN
4996,11,35,100,NaN,126,NaN,NaN,84,75,3,54,84,NaN
4997,,,,NaN,,NaN,NaN,,,,,,NaN
4998,11,35,100,NaN,125,NaN,NaN,84,75,3,54,84,NaN
4999,,,,NaN,,NaN,NaN,,,,,,NaN
5000,11,35,100,NaN,125,NaN,NaN,84,74,3,54,84,NaN
5001,,,,NaN,,NaN,NaN,,,,,,NaN
5002,11,35,100,NaN,127,NaN,NaN,84,75,3,56,84,NaN
5003,,,,NaN,,NaN,NaN,,,,,,NaN
5004,11,35,100,NaN,125,NaN,NaN,84,75,3,54,84,NaN
5005,,,,NaN,,NaN,NaN,,,,,,NaN
5006,11,35,100,NaN,126,NaN,NaN,85,75,4,54,84,NaN
5007,,,,NaN,,NaN,NaN,,,,,,NaN
5008,11,35,100,NaN,128,NaN,NaN,85,76,4,55,84,NaN
5009,,,,NaN,,NaN,NaN,,,,,,NaN
5010,11,35,100,NaN,125,NaN,NaN,84,75,4,54,84,NaN
5011,,,,NaN,,NaN,NaN,,,,,,NaN
5012,11,35,100,NaN,127,NaN,NaN,84,75,4,55,83,NaN
5013,,,,NaN,,NaN,NaN,,,,,,NaN
5014,11,35,100,NaN,128,NaN,NaN,83,76,3,54,83,NaN
5015,,,,NaN,,NaN,NaN,,,,,,NaN
5016,11,35,100,NaN,124,NaN,NaN,83,74,3,53,83,NaN
5017,,,,NaN,,NaN,NaN,,,,,,NaN
5018,11,35,100,NaN,124,NaN,NaN,83,74,3,53,83,NaN
5019,,,,NaN,,NaN,NaN,,,,,,NaN
5020,11,35,100,NaN,127,NaN,NaN,83,75,3,55,82,NaN
5021,,,,NaN,,NaN,NaN,,,,,,NaN
5022,11,35,100,NaN,127,NaN,NaN,83,75,3,54,82,NaN
5023,,,,NaN,,NaN,NaN,,,,,,NaN
5024,11,35,100,NaN,135,NaN,NaN,84,76,3,53,83,NaN
5025,,,,NaN,,NaN,NaN,,,,,,NaN
5026,11,35,100,NaN,132,NaN,NaN,84,75,3,46,84,NaN
5027,,,,NaN,,NaN,NaN,,,,,,NaN
5028,11,35,100,NaN,131,NaN,NaN,84,75,3,50,84,NaN
5029,,,,NaN,,NaN,NaN,,,,,,NaN
5030,11,35,100,NaN,135,NaN,NaN,85,76,3,50,84,NaN
5031,,,,NaN,,NaN,NaN,,,,,,NaN
5032,11,35,100,NaN,125,NaN,NaN,85,75,3,53,84,NaN
5033,,,,NaN,,NaN,NaN,,,,,,NaN
5034,11,35,100,NaN,127,NaN,NaN,85,76,3,55,84,NaN
5035,,,,NaN,,NaN,NaN,,,,,,NaN
5036,11,35,100,NaN,127,NaN,NaN,85,76,3,53,84,NaN
5037,,,,NaN,,NaN,NaN,,,,,,NaN
5038,11,35,100,NaN,126,NaN,NaN,85,75,3,53,84,NaN
5039,,,,NaN,,NaN,NaN,,,,,,NaN
5040,11,35,100,NaN,126,NaN,NaN,85,75,3,53,84,NaN
5041,,,,NaN,,NaN,NaN,,,,,,NaN
5042,11,35,100,NaN,128,NaN,NaN,85,76,3,54,84,NaN
5043,,,,NaN,,NaN,NaN,,,,,,NaN
5044,11,35,100,NaN,126,NaN,NaN,85,75,3,54,84,NaN
5045,,,,NaN,,NaN,NaN,,,,,,NaN
5046,11,35,100,NaN,128,NaN,NaN,85,76,3,55,84,NaN
5047,,,,NaN,,NaN,NaN,,,,,,NaN
5048,11,35,100,NaN,124,NaN,NaN,85,75,4,54,84,NaN
5049,,,,NaN,,NaN,NaN,,,,,,NaN
5050,11,35,100,NaN,124,NaN,NaN,85,75,4,54,84,NaN
5051,,,,NaN,,NaN,NaN,,,,,,NaN
5052,11,35,100,NaN,127,NaN,NaN,84,76,4,55,84,NaN
5053,,,,NaN,,NaN,NaN,,,,,,NaN
5054,11,35,100,NaN,125,NaN,NaN,84,76,4,55,83,NaN
5055,,,,NaN,,NaN,NaN,,,,,,NaN
5056,11,35,100,NaN,125,NaN,NaN,84,76,4,55,83,NaN
5057,,,,NaN,,NaN,NaN,,,,,,NaN
5058,11,35,100,NaN,127,NaN,NaN,84,77,3,55,83,NaN
5059,,,,NaN,,NaN,NaN,,,,,,NaN
5060,11,35,100,NaN,127,NaN,NaN,84,77,3,55,83,NaN
5061,,,,NaN,,NaN,NaN,,,,,,NaN
5062,11,35,100,NaN,125,NaN,NaN,83,76,3,55,83,NaN
5063,,,,NaN,,NaN,NaN,,,,,,NaN
5064,11,35,100,NaN,125,NaN,NaN,83,77,3,56,82,NaN
5065,,,,NaN,,NaN,NaN,,,,,,NaN
5066,11,35,100,NaN,124,NaN,NaN,83,76,4,55,83,NaN
5067,,,,NaN,,NaN,NaN,,,,,,NaN
5068,11,35,100,NaN,124,NaN,NaN,84,76,4,55,83,NaN
5069,,,,NaN,,NaN,NaN,,,,,,NaN
5070,11,35,100,NaN,125,NaN,NaN,84,77,4,56,83,NaN
5071,,,,NaN,,NaN,NaN,,,,,,NaN
5072,11,35,100,NaN,120,NaN,NaN,85,75,4,55,84,NaN
5073,,,,NaN,,NaN,NaN,,,,,,NaN
5074,11,36,100,NaN,125,NaN,NaN,84,76,3,55,84,NaN
5075,,,,NaN,,NaN,NaN,,,,,,NaN
5076,11,36,100,NaN,121,NaN,NaN,84,75,3,54,84,NaN
5077,,,,NaN,,NaN,NaN,,,,,,NaN
5078,11,36,100,NaN,121,NaN,NaN,84,75,3,54,84,NaN
5079,,,,NaN,,NaN,NaN,,,,,,NaN
5080,11,35,100,NaN,121,NaN,NaN,84,75,3,54,83,NaN
5081,,,,NaN,,NaN,NaN,,,,,,NaN
5082,11,35,100,NaN,121,NaN,NaN,84,75,3,54,83,NaN
5083,,,,NaN,,NaN,NaN,,,,,,NaN
5084,11,35,100,NaN,125,NaN,NaN,84,75,4,55,83,NaN
5085,,,,NaN,,NaN,NaN,,,,,,NaN
5086,11,35,100,NaN,120,NaN,NaN,84,74,3,53,83,NaN
5087,,,,NaN,,NaN,NaN,,,,,,NaN
5088,11,35,100,NaN,120,NaN,NaN,84,74,3,53,83,NaN
5089,,,,NaN,,NaN,NaN,,,,,,NaN
5090,11,35,100,NaN,122,NaN,NaN,84,74,3,54,83,NaN
5091,,,,NaN,,NaN,NaN,,,,,,NaN
5092,11,35,100,NaN,122,NaN,NaN,84,74,3,53,84,NaN
5093,,,,NaN,,NaN,NaN,,,,,,NaN
5094,11,35,100,NaN,124,NaN,NaN,84,74,3,54,84,NaN
5095,,,,NaN,,NaN,NaN,,,,,,NaN
5096,11,35,100,NaN,125,NaN,NaN,84,74,3,54,83,NaN
5097,,,,NaN,,NaN,NaN,,,,,,NaN
5098,11,35,100,NaN,123,NaN,NaN,84,74,3,53,83,NaN
5099,,,,NaN,,NaN,NaN,,,,,,NaN
5100,11,35,100,NaN,125,NaN,NaN,84,74,3,54,83,NaN
5101,,,,NaN,,NaN,NaN,,,,,,NaN
5102,11,35,100,NaN,125,NaN,NaN,84,74,3,54,83,NaN
5103,,,,NaN,,NaN,NaN,,,,,,NaN
5104,11,35,100,NaN,124,NaN,NaN,84,74,3,54,84,NaN
5105,,,,NaN,,NaN,NaN,,,,,,NaN
5106,11,35,100,NaN,127,NaN,NaN,84,76,3,55,83,NaN
5107,,,,NaN,,NaN,NaN,,,,,,NaN
5108,11,35,100,NaN,124,NaN,NaN,84,75,3,54,83,NaN
5109,,,,NaN,,NaN,NaN,,,,,,NaN
5110,11,35,100,NaN,126,NaN,NaN,83,75,3,54,74,NaN
5111,,,,NaN,,NaN,NaN,,,,,,NaN
5112,11,35,100,NaN,128,NaN,NaN,83,76,3,55,73,NaN
5113,,,,NaN,,NaN,NaN,,,,,,NaN
5114,11,35,100,NaN,128,NaN,NaN,83,76,3,55,73,NaN
5115,,,,NaN,,NaN,NaN,,,,,,NaN
5116,11,35,100,NaN,128,NaN,NaN,83,76,3,55,82,NaN
5117,,,,NaN,,NaN,NaN,,,,,,NaN
5118,11,35,100,NaN,128,NaN,NaN,83,76,3,55,82,NaN
5119,,,,NaN,,NaN,NaN,,,,,,NaN
5120,11,35,100,NaN,126,NaN,NaN,83,75,3,54,82,NaN
5121,,,,NaN,,NaN,NaN,,,,,,NaN
5122,11,35,100,NaN,128,NaN,NaN,83,76,3,55,82,NaN
5123,,,,NaN,,NaN,NaN,,,,,,NaN
5124,11,35,100,NaN,128,NaN,NaN,83,76,3,55,82,NaN
5125,,,,NaN,,NaN,NaN,,,,,,NaN
5126,11,35,100,NaN,125,NaN,NaN,83,75,3,54,82,NaN
5127,,,,NaN,,NaN,NaN,,,,,,NaN
5128,11,35,100,NaN,128,NaN,NaN,83,76,3,55,82,NaN
5129,,,,NaN,,NaN,NaN,,,,,,NaN
5130,11,35,100,NaN,125,NaN,NaN,82,75,3,54,82,NaN
5131,,,,NaN,,NaN,NaN,,,,,,NaN
5132,11,35,100,NaN,127,NaN,NaN,82,75,3,55,82,NaN
5133,,,,NaN,,NaN,NaN,,,,,,NaN
5134,11,35,100,NaN,128,NaN,NaN,82,76,3,55,82,NaN
5135,,,,NaN,,NaN,NaN,,,,,,NaN
5136,11,35,100,NaN,125,NaN,NaN,82,75,3,54,82,NaN
5137,,,,NaN,,NaN,NaN,,,,,,NaN
5138,11,35,100,NaN,125,NaN,NaN,82,75,3,54,82,NaN
5139,,,,NaN,,NaN,NaN,,,,,,NaN
5140,11,35,100,NaN,127,NaN,NaN,82,76,3,55,82,NaN
5141,,,,NaN,,NaN,NaN,,,,,,NaN
5142,11,35,100,NaN,127,NaN,NaN,82,76,3,55,82,NaN
5143,,,,NaN,,NaN,NaN,,,,,,NaN
5144,11,35,100,NaN,130,NaN,NaN,82,77,3,56,82,NaN
5145,,,,NaN,,NaN,NaN,,,,,,NaN
5146,11,35,100,NaN,127,NaN,NaN,82,76,3,55,81,NaN
5147,,,,NaN,,NaN,NaN,,,,,,NaN
5148,11,35,100,NaN,128,NaN,NaN,82,77,3,55,82,NaN
5149,,,,NaN,,NaN,NaN,,,,,,NaN
5150,11,35,100,NaN,130,NaN,NaN,83,77,3,56,82,NaN
5151,,,,NaN,,NaN,NaN,,,,,,NaN
5152,11,35,100,NaN,128,NaN,NaN,83,77,3,55,82,NaN
5153,,,,NaN,,NaN,NaN,,,,,,NaN
5154,11,35,100,NaN,131,NaN,NaN,83,78,3,56,82,NaN
5155,,,,NaN,,NaN,NaN,,,,,,NaN
5156,11,35,100,NaN,131,NaN,NaN,83,78,3,56,82,NaN
5157,,,,NaN,,NaN,NaN,,,,,,NaN
5158,11,35,100,NaN,129,NaN,NaN,83,77,3,55,83,NaN
5159,,,,NaN,,NaN,NaN,,,,,,NaN
5160,11,35,100,NaN,131,NaN,NaN,83,78,3,56,82,NaN
5161,,,,NaN,,NaN,NaN,,,,,,NaN
5162,11,35,100,NaN,129,NaN,NaN,83,77,3,55,82,NaN
5163,,,,NaN,,NaN,NaN,,,,,,NaN
5164,11,36,100,NaN,130,NaN,NaN,83,77,3,55,82,NaN
5165,,,,NaN,,NaN,NaN,,,,,,NaN
5166,11,36,100,NaN,132,NaN,NaN,82,78,3,56,82,NaN
5167,,,,NaN,,NaN,NaN,,,,,,NaN
5168,11,36,100,NaN,130,NaN,NaN,82,77,3,55,82,NaN
5169,,,,NaN,,NaN,NaN,,,,,,NaN
5170,11,35,100,NaN,130,NaN,NaN,82,78,3,56,82,NaN
5171,,,,NaN,,NaN,NaN,,,,,,NaN
5172,11,35,100,NaN,130,NaN,NaN,82,78,3,56,81,NaN
5173,,,,NaN,,NaN,NaN,,,,,,NaN
5174,11,35,100,NaN,128,NaN,NaN,82,78,3,56,81,NaN
5175,,,,NaN,,NaN,NaN,,,,,,NaN
5176,11,36,100,NaN,126,NaN,NaN,82,78,3,57,81,NaN
5177,,,,NaN,,NaN,NaN,,,,,,NaN
5178,11,36,100,NaN,125,NaN,NaN,82,78,3,57,82,NaN
5179,,,,NaN,,NaN,NaN,,,,,,NaN
5180,11,36,100,NaN,118,NaN,NaN,82,78,4,57,82,NaN
5181,,,,NaN,,NaN,NaN,,,,,,NaN
5182,11,35,100,NaN,120,NaN,NaN,82,78,4,57,82,NaN
5183,,,,NaN,,NaN,NaN,,,,,,NaN
5184,11,35,100,NaN,117,NaN,NaN,82,77,4,56,82,NaN
5185,,,,NaN,,NaN,NaN,,,,,,NaN
5186,11,35,100,NaN,117,NaN,NaN,83,77,4,56,82,NaN
5187,,,,NaN,,NaN,NaN,,,,,,NaN
5188,11,35,100,NaN,120,NaN,NaN,83,78,4,57,82,NaN
5189,,,,NaN,,NaN,NaN,,,,,,NaN
5190,11,35,100,NaN,116,NaN,NaN,83,77,4,57,83,NaN
5191,,,,NaN,,NaN,NaN,,,,,,NaN
5192,11,35,100,NaN,116,NaN,NaN,84,77,4,57,84,NaN
5193,,,,NaN,,NaN,NaN,,,,,,NaN
5194,11,35,100,NaN,123,NaN,NaN,85,79,3,59,84,NaN
5195,,,,NaN,,NaN,NaN,,,,,,NaN
5196,11,35,100,NaN,119,NaN,NaN,85,79,3,58,84,NaN
5197,,,,NaN,,NaN,NaN,,,,,,NaN
5198,11,35,100,NaN,124,NaN,NaN,85,80,4,60,84,NaN
5199,,,,NaN,,NaN,NaN,,,,,,NaN
5200,11,35,100,NaN,124,NaN,NaN,85,80,4,60,84,NaN
5201,,,,NaN,,NaN,NaN,,,,,,NaN
5202,11,35,100,NaN,121,NaN,NaN,85,80,4,59,84,NaN
5203,,,,NaN,,NaN,NaN,,,,,,NaN
5204,11,35,100,NaN,126,NaN,NaN,85,82,4,60,84,NaN
5205,,,,NaN,,NaN,NaN,,,,,,NaN
5206,11,36,100,NaN,124,NaN,NaN,85,81,4,59,75,NaN
5207,,,,NaN,,NaN,NaN,,,,,,NaN
5208,11,36,100,NaN,126,NaN,NaN,85,81,4,60,75,NaN
5209,,,,NaN,,NaN,NaN,,,,,,NaN
5210,11,36,100,NaN,126,NaN,NaN,85,81,4,60,75,NaN
5211,,,,NaN,,NaN,NaN,,,,,,NaN
5212,11,36,100,NaN,128,NaN,NaN,84,82,3,60,75,NaN
5213,,,,NaN,,NaN,NaN,,,,,,NaN
5214,11,36,100,NaN,126,NaN,NaN,84,81,3,60,84,NaN
5215,,,,NaN,,NaN,NaN,,,,,,NaN
5216,11,36,100,NaN,124,NaN,NaN,84,81,3,59,84,NaN
5217,,,,NaN,,NaN,NaN,,,,,,NaN
5218,11,35,100,NaN,120,NaN,NaN,84,79,4,58,83,NaN
5219,,,,NaN,,NaN,NaN,,,,,,NaN
5220,11,35,100,NaN,124,NaN,NaN,84,80,4,59,83,NaN
5221,,,,NaN,,NaN,NaN,,,,,,NaN
5222,11,35,100,NaN,124,NaN,NaN,83,80,4,59,83,NaN
5223,,,,NaN,,NaN,NaN,,,,,,NaN
5224,11,36,100,NaN,120,NaN,NaN,84,78,4,57,83,NaN
5225,,,,NaN,,NaN,NaN,,,,,,NaN
5226,11,36,100,NaN,124,NaN,NaN,84,79,4,58,84,NaN
5227,,,,NaN,,NaN,NaN,,,,,,NaN
5228,11,36,100,NaN,119,NaN,NaN,84,78,4,57,84,NaN
5229,,,,NaN,,NaN,NaN,,,,,,NaN
5230,11,36,100,NaN,121,NaN,NaN,84,78,4,58,84,NaN
5231,,,,NaN,,NaN,NaN,,,,,,NaN
5232,11,36,100,NaN,124,NaN,NaN,84,79,3,58,83,NaN
5233,,,,NaN,,NaN,NaN,,,,,,NaN
5234,11,36,100,NaN,124,NaN,NaN,84,79,3,58,83,NaN
5235,,,,NaN,,NaN,NaN,,,,,,NaN
5236,11,35,100,NaN,122,NaN,NaN,84,78,3,58,83,NaN
5237,,,,NaN,,NaN,NaN,,,,,,NaN
5238,11,35,100,NaN,122,NaN,NaN,84,78,3,57,83,NaN
5239,,,,NaN,,NaN,NaN,,,,,,NaN
5240,11,35,100,NaN,120,NaN,NaN,84,78,4,57,83,NaN
5241,,,,NaN,,NaN,NaN,,,,,,NaN
5242,11,36,100,NaN,123,NaN,NaN,84,79,4,59,83,NaN
5243,,,,NaN,,NaN,NaN,,,,,,NaN
5244,11,36,100,NaN,122,NaN,NaN,84,78,4,57,84,NaN
5245,,,,NaN,,NaN,NaN,,,,,,NaN
5246,11,36,100,NaN,122,NaN,NaN,84,78,4,57,84,NaN
5247,,,,NaN,,NaN,NaN,,,,,,NaN
5248,11,36,100,NaN,127,NaN,NaN,84,80,3,58,84,NaN
5249,,,,NaN,,NaN,NaN,,,,,,NaN
5250,11,36,100,NaN,125,NaN,NaN,84,78,3,57,84,NaN
5251,,,,NaN,,NaN,NaN,,,,,,NaN
5252,11,36,100,NaN,126,NaN,NaN,84,79,4,58,84,NaN
5253,,,,NaN,,NaN,NaN,,,,,,NaN
5254,11,36,100,NaN,128,NaN,NaN,84,79,4,58,84,NaN
5255,,,,NaN,,NaN,NaN,,,,,,NaN
5256,11,36,100,NaN,125,NaN,NaN,84,78,4,57,84,NaN
5257,,,,NaN,,NaN,NaN,,,,,,NaN
5258,11,36,100,NaN,125,NaN,NaN,84,78,4,57,84,NaN
5259,,,,NaN,,NaN,NaN,,,,,,NaN
5260,11,36,100,NaN,126,NaN,NaN,84,79,4,57,83,NaN
5261,,,,NaN,,NaN,NaN,,,,,,NaN
5262,11,36,100,NaN,126,NaN,NaN,83,79,4,57,83,NaN
5263,,,,NaN,,NaN,NaN,,,,,,NaN
5264,11,36,100,NaN,129,NaN,NaN,83,80,4,57,82,NaN
5265,,,,NaN,,NaN,NaN,,,,,,NaN
5266,11,36,100,NaN,128,NaN,NaN,83,78,4,57,82,NaN
5267,,,,NaN,,NaN,NaN,,,,,,NaN
5268,11,35,100,NaN,130,NaN,NaN,83,79,4,58,82,NaN
5269,,,,NaN,,NaN,NaN,,,,,,NaN
5270,11,35,100,NaN,128,NaN,NaN,83,79,4,57,82,NaN
5271,,,,NaN,,NaN,NaN,,,,,,NaN
5272,11,35,100,NaN,127,NaN,NaN,83,79,4,59,82,NaN
5273,,,,NaN,,NaN,NaN,,,,,,NaN
5274,11,35,100,NaN,129,NaN,NaN,83,80,4,59,83,NaN
5275,,,,NaN,,NaN,NaN,,,,,,NaN
5276,11,35,100,NaN,127,NaN,NaN,83,79,4,59,83,NaN
5277,,,,NaN,,NaN,NaN,,,,,,NaN
5278,11,35,100,NaN,130,NaN,NaN,84,80,3,60,83,NaN
5279,,,,NaN,,NaN,NaN,,,,,,NaN
5280,11,35,100,NaN,127,NaN,NaN,84,80,3,59,84,NaN
5281,,,,NaN,,NaN,NaN,,,,,,NaN
5282,11,35,100,NaN,126,NaN,NaN,85,80,3,59,84,NaN
5283,,,,NaN,,NaN,NaN,,,,,,NaN
5284,11,35,100,NaN,126,NaN,NaN,85,79,3,59,84,NaN
5285,,,,NaN,,NaN,NaN,,,,,,NaN
5286,12,35,100,NaN,124,NaN,NaN,85,79,3,59,85,NaN
5287,,,,NaN,,NaN,NaN,,,,,,NaN
5288,12,35,100,NaN,131,NaN,NaN,86,81,3,61,85,NaN
5289,,,,NaN,,NaN,NaN,,,,,,NaN
5290,12,35,100,NaN,126,NaN,NaN,86,80,3,60,86,NaN
5291,,,,NaN,,NaN,NaN,,,,,,NaN
5292,12,34,100,NaN,126,NaN,NaN,87,80,3,60,86,NaN
5293,,,,NaN,,NaN,NaN,,,,,,NaN
5294,12,34,100,NaN,130,NaN,NaN,87,81,4,61,86,NaN
5295,,,,NaN,,NaN,NaN,,,,,,NaN
5296,12,34,100,NaN,127,NaN,NaN,87,80,3,59,86,NaN
5297,,,,NaN,,NaN,NaN,,,,,,NaN
5298,12,35,100,NaN,127,NaN,NaN,87,81,3,61,86,NaN
5299,,,,NaN,,NaN,NaN,,,,,,NaN
