time,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/ECG_II,Solar8000/ART_SBP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/CVP
1356,NaN,134,33,65,100,64,NaN,,NaN,13,,NaN,6
1357,NaN,,,,,,NaN,,NaN,,,NaN,
1358,NaN,134,33,65,100,64,NaN,,NaN,13,,NaN,6
1359,NaN,,,,,,NaN,,NaN,,,NaN,
1360,NaN,116,34,64,100,64,NaN,,NaN,13,,NaN,5
1361,NaN,,,,,,NaN,,NaN,,,NaN,
1362,NaN,118,34,64,100,64,NaN,,NaN,13,,NaN,5
1363,NaN,,,,,,NaN,,NaN,,,NaN,
1364,NaN,118,34,64,100,63,NaN,,NaN,13,,NaN,7
1365,NaN,,,,,,NaN,,NaN,,,NaN,
1366,NaN,121,34,64,100,63,NaN,,NaN,13,,NaN,7
1367,NaN,,,,,,NaN,,NaN,,,NaN,
1368,NaN,119,34,63,100,63,NaN,,NaN,13,,NaN,9
1369,NaN,,,,,,NaN,,NaN,,,NaN,
1370,NaN,111,34,63,100,62,NaN,,NaN,13,,NaN,9
1371,NaN,,,,,,NaN,,NaN,,,NaN,
1372,NaN,97,35,63,100,62,NaN,,NaN,13,,NaN,10
1373,NaN,,,,,,NaN,,NaN,,,NaN,
1374,NaN,91,35,62,100,62,NaN,124,NaN,13,62,NaN,10
1375,NaN,,,,,,NaN,,NaN,,,NaN,
1376,NaN,88,35,62,100,61,NaN,115,NaN,13,64,NaN,10
1377,NaN,,,,,,NaN,,NaN,,,NaN,
1378,NaN,85,35,61,100,61,NaN,118,NaN,13,65,NaN,18
1379,NaN,,,,,,NaN,,NaN,,,NaN,
1380,NaN,84,34,61,100,60,NaN,121,NaN,13,65,NaN,18
1381,NaN,,,,,,NaN,,NaN,,,NaN,
1382,NaN,82,34,61,100,60,NaN,119,NaN,13,64,NaN,16
1383,NaN,,,,,,NaN,,NaN,,,NaN,
1384,NaN,83,34,60,100,60,NaN,120,NaN,13,65,NaN,16
1385,NaN,,,,,,NaN,,NaN,,,NaN,
1386,NaN,82,34,60,100,59,NaN,118,NaN,13,64,NaN,71
1387,NaN,,,,,,NaN,,NaN,,,NaN,
1388,NaN,81,34,60,100,59,NaN,118,NaN,13,64,NaN,71
1389,NaN,,,,,,NaN,,NaN,,,NaN,
1390,NaN,82,34,59,100,59,NaN,121,NaN,13,65,NaN,134
1391,NaN,,,,,,NaN,,NaN,,,NaN,
1392,NaN,82,34,59,100,59,NaN,119,NaN,13,65,NaN,134
1393,NaN,,,,,,NaN,,NaN,,,NaN,
1394,NaN,82,34,59,100,59,NaN,121,NaN,13,65,NaN,130
1395,NaN,,,,,,NaN,,NaN,,,NaN,
1396,NaN,81,34,59,100,59,NaN,119,NaN,13,64,NaN,130
1397,NaN,,,,,,NaN,,NaN,,,NaN,
1398,NaN,81,34,59,100,59,NaN,118,NaN,13,64,NaN,71
1399,NaN,,,,,,NaN,,NaN,,,NaN,
1400,NaN,81,34,59,100,59,NaN,118,NaN,13,64,NaN,71
1401,NaN,,,,,,NaN,,NaN,,,NaN,
1402,NaN,80,34,59,100,59,NaN,117,NaN,13,63,NaN,7
1403,NaN,,,,,,NaN,,NaN,,,NaN,
1404,NaN,80,34,59,100,59,NaN,118,NaN,13,63,NaN,7
1405,NaN,,,,,,NaN,,NaN,,,NaN,
1406,NaN,79,33,59,100,59,NaN,115,NaN,13,62,NaN,9
1407,NaN,,,,,,NaN,,NaN,,,NaN,
1408,NaN,79,33,60,100,59,NaN,117,NaN,13,63,NaN,9
1409,NaN,,,,,,NaN,,NaN,,,NaN,
1410,NaN,78,33,60,100,59,NaN,115,NaN,13,62,NaN,9
1411,NaN,,,,,,NaN,,NaN,,,NaN,
1412,NaN,78,33,60,100,59,NaN,115,NaN,13,62,NaN,9
1413,NaN,,,,,,NaN,,NaN,,,NaN,
1414,NaN,78,33,59,100,59,NaN,114,NaN,13,61,NaN,9
1415,NaN,,,,,,NaN,,NaN,,,NaN,
1416,NaN,77,33,59,100,59,NaN,114,NaN,13,62,NaN,9
1417,NaN,,,,,,NaN,,NaN,,,NaN,
1418,NaN,78,33,59,100,58,NaN,115,NaN,13,61,NaN,9
1419,NaN,,,,,,NaN,,NaN,,,NaN,
1420,NaN,77,33,59,100,58,NaN,113,NaN,13,61,NaN,8
1421,NaN,,,,,,NaN,,NaN,,,NaN,
1422,NaN,77,33,59,100,58,NaN,114,NaN,13,61,NaN,8
1423,NaN,,,,,,NaN,,NaN,,,NaN,
1424,NaN,76,33,58,100,58,NaN,112,NaN,13,61,NaN,8
1425,NaN,,,,,,NaN,,NaN,,,NaN,
1426,NaN,77,33,58,100,57,NaN,114,NaN,13,62,NaN,8
1427,NaN,,,,,,NaN,,NaN,,,NaN,
1428,NaN,77,33,58,100,57,NaN,113,NaN,13,61,NaN,7
1429,NaN,,,,,,NaN,,NaN,,,NaN,
1430,NaN,77,33,58,100,57,NaN,113,NaN,13,62,NaN,7
1431,NaN,,,,,,NaN,,NaN,,,NaN,
1432,NaN,77,33,57,100,57,NaN,114,NaN,13,61,NaN,7
1433,NaN,,,,,,NaN,,NaN,,,NaN,
1434,NaN,76,33,57,100,57,NaN,112,NaN,13,61,NaN,7
1435,NaN,,,,,,NaN,,NaN,,,NaN,
1436,NaN,77,33,57,100,57,NaN,114,NaN,13,61,NaN,7
1437,NaN,,,,,,NaN,,NaN,,,NaN,
1438,NaN,76,33,57,100,57,NaN,111,NaN,13,60,NaN,7
1439,NaN,,,,,,NaN,,NaN,,,NaN,
1440,NaN,76,33,58,100,57,NaN,112,NaN,13,60,NaN,7
1441,NaN,,,,,,NaN,,NaN,,,NaN,
1442,NaN,75,33,58,100,57,NaN,111,NaN,13,59,NaN,7
1443,NaN,,,,,,NaN,,NaN,,,NaN,
1444,NaN,75,33,58,100,57,NaN,111,NaN,13,60,NaN,7
1445,NaN,,,,,,NaN,,NaN,,,NaN,
1446,NaN,75,34,58,100,57,NaN,111,NaN,13,60,NaN,8
1447,NaN,,,,,,NaN,,NaN,,,NaN,
1448,NaN,75,34,58,100,57,NaN,110,NaN,13,60,NaN,8
1449,NaN,,,,,,NaN,,NaN,,,NaN,
1450,NaN,75,34,57,100,57,NaN,111,NaN,13,60,NaN,8
1451,NaN,,,,,,NaN,,NaN,,,NaN,
1452,NaN,75,34,57,100,57,NaN,110,NaN,13,60,NaN,8
1453,NaN,,,,,,NaN,,NaN,,,NaN,
1454,NaN,75,33,57,100,57,NaN,111,NaN,13,60,NaN,8
1455,NaN,,,,,,NaN,,NaN,,,NaN,
1456,NaN,75,33,57,100,57,NaN,110,NaN,13,59,NaN,8
1457,NaN,,,,,,NaN,,NaN,,,NaN,
1458,NaN,75,33,57,100,57,NaN,110,NaN,13,60,NaN,8
1459,NaN,,,,,,NaN,,NaN,,,NaN,
1460,NaN,75,33,57,100,57,NaN,111,NaN,13,60,NaN,8
1461,NaN,,,,,,NaN,,NaN,,,NaN,
1462,NaN,76,33,57,100,57,NaN,111,NaN,13,61,NaN,8
1463,NaN,,,,,,NaN,,NaN,,,NaN,
1464,NaN,76,33,57,100,57,NaN,113,NaN,13,61,NaN,8
1465,NaN,,,,,,NaN,,NaN,,,NaN,
1466,NaN,76,33,57,100,57,NaN,111,NaN,13,61,NaN,7
1467,NaN,,,,,,NaN,,NaN,,,NaN,
1468,NaN,77,33,57,100,57,NaN,114,NaN,13,62,NaN,7
1469,NaN,,,,,,NaN,,NaN,,,NaN,
1470,NaN,77,33,57,100,57,NaN,112,NaN,13,62,NaN,7
1471,NaN,,,,,,NaN,,NaN,,,NaN,
1472,NaN,78,33,57,100,56,NaN,114,NaN,13,62,NaN,7
1473,NaN,,,,,,NaN,,NaN,,,NaN,
1474,NaN,78,32,57,100,56,NaN,114,NaN,13,62,NaN,7
1475,NaN,,,,,,NaN,,NaN,,,NaN,
1476,NaN,78,32,57,100,56,NaN,113,NaN,13,62,NaN,7
1477,NaN,,,,,,NaN,,NaN,,,NaN,
1478,NaN,78,32,56,100,56,NaN,114,NaN,13,62,NaN,7
1479,NaN,,,,,,NaN,,NaN,,,NaN,
1480,NaN,77,32,56,100,55,NaN,113,NaN,13,62,NaN,8
1481,NaN,,,,,,NaN,,NaN,,,NaN,
1482,NaN,78,33,56,100,55,NaN,115,NaN,13,62,NaN,8
1483,NaN,,,,,,NaN,,NaN,,,NaN,
1484,NaN,78,33,56,100,55,NaN,113,NaN,13,62,NaN,7
1485,NaN,,,,,,NaN,,NaN,,,NaN,
1486,NaN,79,33,55,100,55,NaN,115,NaN,13,63,NaN,7
1487,NaN,,,,,,NaN,,NaN,,,NaN,
1488,NaN,78,32,56,100,55,NaN,114,NaN,13,63,NaN,7
1489,NaN,,,,,,NaN,,NaN,,,NaN,
1490,NaN,78,32,56,100,55,NaN,114,NaN,13,63,NaN,7
1491,NaN,,,,,,NaN,,NaN,,,NaN,
1492,NaN,79,32,56,100,56,NaN,115,NaN,13,63,NaN,8
1493,NaN,,,,,,NaN,,NaN,,,NaN,
1494,NaN,79,32,56,100,56,NaN,114,NaN,13,63,NaN,8
1495,NaN,,,,,,NaN,,NaN,,,NaN,
1496,NaN,80,33,56,100,56,NaN,116,NaN,13,64,NaN,8
1497,NaN,,,,,,NaN,,NaN,,,NaN,
1498,NaN,80,33,56,100,56,NaN,115,NaN,13,64,NaN,8
1499,NaN,,,,,,NaN,,NaN,,,NaN,
1500,NaN,81,33,56,100,56,NaN,118,NaN,13,65,NaN,8
1501,NaN,,,,,,NaN,,NaN,,,NaN,
1502,NaN,81,33,56,100,56,NaN,117,NaN,13,65,NaN,8
1503,NaN,,,,,,NaN,,NaN,,,NaN,
1504,NaN,81,33,56,100,55,NaN,117,NaN,13,65,NaN,8
1505,NaN,,,,,,NaN,,NaN,,,NaN,
1506,NaN,82,33,56,100,55,NaN,118,NaN,13,65,NaN,8
1507,NaN,,,,,,NaN,,NaN,,,NaN,
1508,NaN,81,33,56,100,55,NaN,117,NaN,13,65,NaN,8
1509,NaN,,,,,,NaN,,NaN,,,NaN,
1510,NaN,82,33,56,100,55,NaN,118,NaN,13,65,NaN,8
1511,NaN,,,,,,NaN,,NaN,,,NaN,
1512,NaN,81,33,56,100,55,NaN,116,NaN,13,64,NaN,8
1513,NaN,,,,,,NaN,,NaN,,,NaN,
1514,NaN,81,33,56,100,55,NaN,118,NaN,13,64,NaN,7
1515,NaN,,,,,,NaN,,NaN,,,NaN,
1516,NaN,80,33,55,100,55,NaN,116,NaN,13,63,NaN,7
1517,NaN,,,,,,NaN,,NaN,,,NaN,
1518,NaN,80,33,55,100,55,NaN,115,NaN,13,64,NaN,8
1519,NaN,,,,,,NaN,,NaN,,,NaN,
1520,NaN,81,33,55,100,54,NaN,117,NaN,13,66,NaN,8
1521,NaN,,,,,,NaN,,NaN,,,NaN,
1522,NaN,81,33,55,100,54,NaN,117,NaN,13,65,NaN,8
1523,NaN,,,,,,NaN,,NaN,,,NaN,
1524,NaN,82,33,55,100,54,NaN,120,NaN,13,66,NaN,8
1525,NaN,,,,,,NaN,,NaN,,,NaN,
1526,NaN,83,33,55,100,55,NaN,121,NaN,13,67,NaN,8
1527,NaN,,,,,,NaN,,NaN,,,NaN,
1528,NaN,83,33,56,100,63,NaN,122,NaN,13,68,NaN,8
1529,NaN,,,,,,NaN,,NaN,,,NaN,
1530,NaN,83,33,56,100,63,NaN,120,NaN,13,66,NaN,8
1531,NaN,,,,,,NaN,,NaN,,,NaN,
1532,NaN,84,33,56,100,63,NaN,120,NaN,13,67,NaN,8
1533,NaN,,,,,,NaN,,NaN,,,NaN,
1534,NaN,84,33,56,100,64,NaN,123,NaN,13,66,NaN,8
1535,NaN,,,,,,NaN,,NaN,,,NaN,
1536,NaN,84,33,56,100,60,NaN,123,NaN,13,67,NaN,8
1537,NaN,,,,,,NaN,,NaN,,,NaN,
1538,NaN,85,33,57,100,56,NaN,125,NaN,13,69,NaN,8
1539,NaN,,,,,,NaN,,NaN,,,NaN,
1540,NaN,86,33,57,100,56,NaN,125,NaN,13,69,NaN,8
1541,NaN,,,,,,NaN,,NaN,,,NaN,
1542,NaN,86,34,57,100,56,NaN,125,NaN,13,67,NaN,8
1543,NaN,,,,,,NaN,,NaN,,,NaN,
1544,NaN,85,34,57,100,56,NaN,122,NaN,13,67,NaN,8
1545,NaN,,,,,,NaN,,NaN,,,NaN,
1546,NaN,85,34,57,100,56,NaN,123,NaN,13,67,NaN,8
1547,NaN,,,,,,NaN,,NaN,,,NaN,
1548,NaN,85,34,57,100,56,NaN,122,NaN,13,67,NaN,8
1549,NaN,,,,,,NaN,,NaN,,,NaN,
1550,NaN,84,33,57,100,56,NaN,122,NaN,13,67,NaN,8
1551,NaN,,,,,,NaN,,NaN,,,NaN,
1552,NaN,84,33,57,100,56,NaN,121,NaN,13,65,NaN,8
1553,NaN,,,,,,NaN,,NaN,,,NaN,
1554,NaN,83,33,57,100,56,NaN,119,NaN,13,65,NaN,8
1555,NaN,,,,,,NaN,,NaN,,,NaN,
1556,NaN,83,33,57,100,56,NaN,120,NaN,13,65,NaN,8
1557,NaN,,,,,,NaN,,NaN,,,NaN,
1558,NaN,82,33,57,100,56,NaN,118,NaN,13,65,NaN,8
1559,NaN,,,,,,NaN,,NaN,,,NaN,
1560,NaN,83,33,57,100,56,NaN,119,NaN,13,65,NaN,8
1561,NaN,,,,,,NaN,,NaN,,,NaN,
1562,NaN,82,33,57,100,56,NaN,118,NaN,13,65,NaN,8
1563,NaN,,,,,,NaN,,NaN,,,NaN,
1564,NaN,82,33,57,100,57,NaN,118,NaN,13,66,NaN,8
1565,NaN,,,,,,NaN,,NaN,,,NaN,
1566,NaN,82,33,57,100,57,NaN,118,NaN,13,66,NaN,8
1567,NaN,,,,,,NaN,,NaN,,,NaN,
1568,NaN,82,33,58,100,57,NaN,118,NaN,13,66,NaN,8
1569,NaN,,,,,,NaN,,NaN,,,NaN,
1570,NaN,82,33,58,100,57,NaN,118,NaN,13,66,NaN,7
1571,NaN,,,,,,NaN,,NaN,,,NaN,
1572,NaN,82,33,58,100,58,NaN,117,NaN,13,65,NaN,7
1573,NaN,,,,,,NaN,,NaN,,,NaN,
1574,NaN,82,33,58,100,58,NaN,118,NaN,13,66,NaN,7
1575,NaN,,,,,,NaN,,NaN,,,NaN,
1576,NaN,82,33,59,100,58,NaN,117,NaN,13,65,NaN,7
1577,NaN,,,,,,NaN,,NaN,,,NaN,
1578,NaN,82,33,59,100,58,NaN,117,NaN,13,66,NaN,7
1579,NaN,,,,,,NaN,,NaN,,,NaN,
1580,NaN,82,33,59,100,58,NaN,117,NaN,13,66,NaN,7
1581,NaN,,,,,,NaN,,NaN,,,NaN,
1582,NaN,82,33,58,100,58,NaN,116,NaN,13,66,NaN,8
1583,NaN,,,,,,NaN,,NaN,,,NaN,
1584,NaN,83,33,58,100,58,NaN,116,NaN,13,68,NaN,8
1585,NaN,,,,,,NaN,,NaN,,,NaN,
1586,NaN,83,33,59,100,58,NaN,118,NaN,13,68,NaN,8
1587,NaN,,,,,,NaN,,NaN,,,NaN,
1588,NaN,84,33,59,100,59,NaN,121,NaN,13,68,NaN,8
1589,NaN,,,,,,NaN,,NaN,,,NaN,
1590,NaN,83,34,60,100,59,NaN,119,NaN,13,67,NaN,8
1591,NaN,,,,,,NaN,,NaN,,,NaN,
1592,NaN,83,34,60,100,60,NaN,119,NaN,13,67,NaN,8
1593,NaN,,,,,,NaN,,NaN,,,NaN,
1594,NaN,82,34,61,100,60,NaN,118,NaN,13,66,NaN,8
1595,NaN,,,,,,NaN,,NaN,,,NaN,
1596,NaN,82,33,60,100,60,NaN,116,NaN,13,65,NaN,8
1597,NaN,,,,,,NaN,,NaN,,,NaN,
1598,NaN,81,33,60,100,60,NaN,117,NaN,13,65,NaN,8
1599,NaN,,,,,,NaN,,NaN,,,NaN,
1600,NaN,80,33,60,100,59,NaN,115,NaN,13,64,NaN,8
1601,NaN,,,,,,NaN,,NaN,,,NaN,
1602,NaN,81,33,59,100,58,NaN,117,NaN,13,64,NaN,8
1603,NaN,,,,,,NaN,,NaN,,,NaN,
1604,NaN,80,33,59,100,58,NaN,114,NaN,13,64,NaN,7
1605,NaN,,,,,,NaN,,NaN,,,NaN,
1606,NaN,80,33,59,100,58,NaN,117,NaN,13,64,NaN,7
1607,NaN,,,,,,NaN,,NaN,,,NaN,
1608,NaN,80,33,58,100,58,NaN,115,NaN,13,64,NaN,7
1609,NaN,,,,,,NaN,,NaN,,,NaN,
1610,NaN,81,33,58,100,58,NaN,116,NaN,13,65,NaN,7
1611,NaN,,,,,,NaN,,NaN,,,NaN,
1612,NaN,81,33,58,100,58,NaN,116,NaN,13,65,NaN,7
1613,NaN,,,,,,NaN,,NaN,,,NaN,
1614,NaN,81,33,58,100,58,NaN,116,NaN,13,65,NaN,7
1615,NaN,,,,,,NaN,,NaN,,,NaN,
1616,NaN,81,33,58,100,58,NaN,117,NaN,13,65,NaN,7
1617,NaN,,,,,,NaN,,NaN,,,NaN,
1618,NaN,81,33,58,100,58,NaN,115,NaN,13,65,NaN,7
1619,NaN,,,,,,NaN,,NaN,,,NaN,
1620,NaN,81,33,58,100,58,NaN,117,NaN,13,64,NaN,7
1621,NaN,,,,,,NaN,,NaN,,,NaN,
1622,NaN,80,33,58,100,58,NaN,115,NaN,13,64,NaN,7
1623,NaN,,,,,,NaN,,NaN,,,NaN,
1624,NaN,80,34,58,100,57,NaN,114,NaN,13,64,NaN,7
1625,NaN,,,,,,NaN,,NaN,,,NaN,
1626,NaN,80,34,58,100,57,NaN,115,NaN,13,64,NaN,7
1627,NaN,,,,,,NaN,,NaN,,,NaN,
1628,NaN,79,34,57,100,57,NaN,113,NaN,13,63,NaN,7
1629,NaN,,,,,,NaN,,NaN,,,NaN,
1630,NaN,79,34,57,100,57,NaN,114,NaN,13,63,NaN,7
1631,NaN,,,,,,NaN,,NaN,,,NaN,
1632,NaN,78,33,57,100,56,NaN,112,NaN,13,63,NaN,7
1633,NaN,,,,,,NaN,,NaN,,,NaN,
1634,NaN,79,33,57,100,56,NaN,114,NaN,13,63,NaN,7
1635,NaN,,,,,,NaN,,NaN,,,NaN,
1636,NaN,78,33,57,100,56,NaN,112,NaN,13,62,NaN,7
1637,NaN,,,,,,NaN,,NaN,,,NaN,
1638,NaN,78,33,57,100,56,NaN,112,NaN,13,63,NaN,7
1639,NaN,,,,,,NaN,,NaN,,,NaN,
1640,NaN,78,33,57,100,56,NaN,113,NaN,13,62,NaN,7
1641,NaN,,,,,,NaN,,NaN,,,NaN,
1642,NaN,78,33,56,100,56,NaN,112,NaN,13,61,NaN,7
1643,NaN,,,,,,NaN,,NaN,,,NaN,
1644,NaN,78,33,56,100,55,NaN,113,NaN,13,62,NaN,7
1645,NaN,,,,,,NaN,,NaN,,,NaN,
1646,NaN,78,33,56,100,55,NaN,112,NaN,13,63,NaN,7
1647,NaN,,,,,,NaN,,NaN,,,NaN,
1648,NaN,79,33,56,100,55,NaN,115,NaN,13,64,NaN,7
1649,NaN,,,,,,NaN,,NaN,,,NaN,
1650,NaN,79,33,56,100,56,NaN,113,NaN,13,64,NaN,7
1651,NaN,,,,,,NaN,,NaN,,,NaN,
1652,NaN,80,32,56,100,56,NaN,115,NaN,13,65,NaN,7
1653,NaN,,,,,,NaN,,NaN,,,NaN,
1654,NaN,79,32,57,100,56,NaN,114,NaN,13,64,NaN,8
1655,NaN,,,,,,NaN,,NaN,,,NaN,
1656,NaN,80,32,57,100,57,NaN,115,NaN,13,64,NaN,8
1657,NaN,,,,,,NaN,,NaN,,,NaN,
1658,NaN,80,33,57,100,57,NaN,115,NaN,13,64,NaN,8
1659,NaN,,,,,,NaN,,NaN,,,NaN,
1660,NaN,79,33,57,100,57,NaN,113,NaN,13,63,NaN,8
1661,NaN,,,,,,NaN,,NaN,,,NaN,
1662,NaN,79,33,57,100,56,NaN,115,NaN,13,63,NaN,7
1663,NaN,,,,,,NaN,,NaN,,,NaN,
1664,NaN,78,33,57,100,56,NaN,112,NaN,13,62,NaN,7
1665,NaN,,,,,,NaN,,NaN,,,NaN,
1666,NaN,78,32,56,100,56,NaN,114,NaN,13,63,NaN,7
1667,NaN,,,,,,NaN,,NaN,,,NaN,
1668,NaN,78,32,56,100,55,NaN,112,NaN,13,62,NaN,7
1669,NaN,,,,,,NaN,,NaN,,,NaN,
1670,NaN,78,32,56,100,55,NaN,113,NaN,13,63,NaN,7
1671,NaN,,,,,,NaN,,NaN,,,NaN,
1672,NaN,78,33,56,100,56,NaN,112,NaN,13,63,NaN,7
1673,NaN,,,,,,NaN,,NaN,,,NaN,
1674,NaN,78,33,56,100,56,NaN,112,NaN,13,63,NaN,7
1675,NaN,,,,,,NaN,,NaN,,,NaN,
1676,NaN,79,33,57,100,57,NaN,114,NaN,13,64,NaN,7
1677,NaN,,,,,,NaN,,NaN,,,NaN,
1678,NaN,78,33,57,100,57,NaN,112,NaN,13,63,NaN,7
1679,NaN,,,,,,NaN,,NaN,,,NaN,
1680,NaN,78,32,58,100,57,NaN,113,NaN,13,63,NaN,7
1681,NaN,,,,,,NaN,,NaN,,,NaN,
1682,NaN,78,32,58,100,57,NaN,112,NaN,13,62,NaN,7
1683,NaN,,,,,,NaN,,NaN,,,NaN,
1684,NaN,78,32,58,100,57,NaN,112,NaN,13,63,NaN,7
1685,NaN,,,,,,NaN,,NaN,,,NaN,
1686,NaN,78,33,58,100,57,NaN,113,NaN,13,62,NaN,7
1687,NaN,,,,,,NaN,,NaN,,,NaN,
1688,NaN,78,33,57,100,57,NaN,112,NaN,13,63,NaN,7
1689,NaN,,,,,,NaN,,NaN,,,NaN,
1690,NaN,78,33,57,100,56,NaN,113,NaN,13,62,NaN,7
1691,NaN,,,,,,NaN,,NaN,,,NaN,
1692,NaN,78,33,57,100,56,NaN,111,NaN,13,62,NaN,7
1693,NaN,,,,,,NaN,,NaN,,,NaN,
1694,NaN,78,33,57,100,56,NaN,113,NaN,13,63,NaN,7
1695,NaN,,,,,,NaN,,NaN,,,NaN,
1696,NaN,77,33,57,100,56,NaN,112,NaN,13,62,NaN,7
1697,NaN,,,,,,NaN,,NaN,,,NaN,
1698,NaN,77,33,56,100,56,NaN,112,NaN,13,62,NaN,7
1699,NaN,,,,,,NaN,,NaN,,,NaN,
1700,NaN,77,32,56,100,56,NaN,112,NaN,13,62,NaN,7
1701,NaN,,,,,,NaN,,NaN,,,NaN,
1702,NaN,77,32,56,100,56,NaN,111,NaN,13,62,NaN,7
1703,NaN,,,,,,NaN,,NaN,,,NaN,
1704,NaN,77,32,56,100,56,NaN,112,NaN,13,62,NaN,7
1705,NaN,,,,,,NaN,,NaN,,,NaN,
1706,NaN,77,32,56,100,55,NaN,110,NaN,13,61,NaN,7
1707,NaN,,,,,,NaN,,NaN,,,NaN,
1708,NaN,77,33,56,100,55,NaN,111,NaN,13,61,NaN,7
1709,NaN,,,,,,NaN,,NaN,,,NaN,
1710,NaN,76,33,56,100,55,NaN,110,NaN,13,61,NaN,7
1711,NaN,,,,,,NaN,,NaN,,,NaN,
1712,NaN,76,33,56,100,55,NaN,110,NaN,13,61,NaN,7
1713,NaN,,,,,,NaN,,NaN,,,NaN,
1714,NaN,75,33,55,100,55,NaN,109,NaN,13,60,NaN,7
1715,NaN,,,,,,NaN,,NaN,,,NaN,
1716,NaN,75,32,55,100,55,NaN,109,NaN,13,60,NaN,7
1717,NaN,,,,,,NaN,,NaN,,,NaN,
1718,NaN,75,32,55,100,54,NaN,110,NaN,13,60,NaN,7
1719,NaN,,,,,,NaN,,NaN,,,NaN,
1720,NaN,75,32,55,100,54,NaN,109,NaN,13,60,NaN,7
1721,NaN,,,,,,NaN,,NaN,,,NaN,
1722,NaN,76,31,55,100,54,NaN,111,NaN,13,61,NaN,7
1723,NaN,,,,,,NaN,,NaN,,,NaN,
1724,NaN,75,31,55,100,54,NaN,109,NaN,13,60,NaN,7
1725,NaN,,,,,,NaN,,NaN,,,NaN,
1726,NaN,76,31,55,100,54,NaN,111,NaN,13,61,NaN,7
1727,NaN,,,,,,NaN,,NaN,,,NaN,
1728,NaN,76,31,55,100,54,NaN,110,NaN,13,61,NaN,7
1729,NaN,,,,,,NaN,,NaN,,,NaN,
1730,NaN,76,33,55,100,54,NaN,109,NaN,13,61,NaN,7
1731,NaN,,,,,,NaN,,NaN,,,NaN,
1732,NaN,76,33,55,100,55,NaN,111,NaN,13,61,NaN,7
1733,NaN,,,,,,NaN,,NaN,,,NaN,
1734,NaN,76,33,55,100,55,NaN,109,NaN,13,61,NaN,7
1735,NaN,,,,,,NaN,,NaN,,,NaN,
1736,NaN,76,32,55,100,55,NaN,111,NaN,13,61,NaN,7
1737,NaN,,,,,,NaN,,NaN,,,NaN,
1738,NaN,76,32,55,100,55,NaN,109,NaN,13,61,NaN,7
1739,NaN,,,,,,NaN,,NaN,,,NaN,
1740,NaN,76,32,55,100,55,NaN,111,NaN,13,62,NaN,7
1741,NaN,,,,,,NaN,,NaN,,,NaN,
1742,NaN,76,32,55,100,55,NaN,109,NaN,13,61,NaN,7
1743,NaN,,,,,,NaN,,NaN,,,NaN,
1744,NaN,76,32,55,100,55,NaN,109,NaN,13,61,NaN,7
1745,NaN,,,,,,NaN,,NaN,,,NaN,
1746,NaN,76,32,55,100,55,NaN,110,NaN,13,60,NaN,7
1747,NaN,,,,,,NaN,,NaN,,,NaN,
1748,NaN,75,32,55,100,54,NaN,108,NaN,13,60,NaN,7
1749,NaN,,,,,,NaN,,NaN,,,NaN,
1750,NaN,76,33,55,100,54,NaN,110,NaN,13,60,NaN,7
1751,NaN,,,,,,NaN,,NaN,,,NaN,
1752,NaN,75,33,55,100,54,NaN,108,NaN,13,60,NaN,7
1753,NaN,,,,,,NaN,,NaN,,,NaN,
1754,NaN,75,33,55,100,54,NaN,109,NaN,13,60,NaN,7
1755,NaN,,,,,,NaN,,NaN,,,NaN,
1756,NaN,75,33,54,100,54,NaN,108,NaN,13,59,NaN,7
1757,NaN,,,,,,NaN,,NaN,,,NaN,
1758,NaN,75,32,54,100,53,NaN,109,NaN,13,60,NaN,7
1759,NaN,,,,,,NaN,,NaN,,,NaN,
1760,NaN,74,32,54,100,53,NaN,108,NaN,13,59,NaN,7
1761,NaN,,,,,,NaN,,NaN,,,NaN,
1762,NaN,75,32,54,100,53,NaN,108,NaN,13,60,NaN,7
1763,NaN,,,,,,NaN,,NaN,,,NaN,
1764,NaN,75,32,54,100,53,NaN,109,NaN,13,60,NaN,7
1765,NaN,,,,,,NaN,,NaN,,,NaN,
1766,NaN,74,32,54,100,53,NaN,107,NaN,13,59,NaN,7
1767,NaN,,,,,,NaN,,NaN,,,NaN,
1768,NaN,75,32,54,100,53,NaN,109,NaN,13,60,NaN,7
1769,NaN,,,,,,NaN,,NaN,,,NaN,
1770,NaN,74,32,54,100,53,NaN,108,NaN,13,59,NaN,7
1771,NaN,,,,,,NaN,,NaN,,,NaN,
1772,NaN,74,33,54,100,53,NaN,108,NaN,13,60,NaN,7
1773,NaN,,,,,,NaN,,NaN,,,NaN,
1774,NaN,75,33,54,100,53,NaN,109,NaN,13,60,NaN,7
1775,NaN,,,,,,NaN,,NaN,,,NaN,
1776,NaN,74,33,54,100,53,NaN,108,NaN,13,60,NaN,7
1777,NaN,,,,,,NaN,,NaN,,,NaN,
1778,NaN,75,33,54,100,53,NaN,109,NaN,13,60,NaN,7
1779,NaN,,,,,,NaN,,NaN,,,NaN,
1780,NaN,74,33,54,100,53,NaN,107,NaN,13,60,NaN,7
1781,NaN,,,,,,NaN,,NaN,,,NaN,
