time,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/ECG_II,Solar8000/ART_SBP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/CVP
4126,NaN,99,30,51,100,51,NaN,137,NaN,13,81,NaN,9
4127,NaN,,,,,,NaN,,NaN,,,NaN,
4128,NaN,102,30,51,100,51,NaN,142,NaN,13,82,NaN,9
4129,NaN,,,,,,NaN,,NaN,,,NaN,
4130,NaN,102,31,52,100,52,NaN,142,NaN,13,82,NaN,10
4131,NaN,,,,,,NaN,,NaN,,,NaN,
4132,NaN,103,31,52,100,52,NaN,143,NaN,13,81,NaN,10
4133,NaN,,,,,,NaN,,NaN,,,NaN,
4134,NaN,103,31,52,100,52,NaN,142,NaN,13,81,NaN,10
4135,NaN,,,,,,NaN,,NaN,,,NaN,
4136,NaN,102,31,52,100,51,NaN,139,NaN,13,79,NaN,10
4137,NaN,,,,,,NaN,,NaN,,,NaN,
4138,NaN,102,31,52,100,53,NaN,142,NaN,13,79,NaN,9
4139,NaN,,,,,,NaN,,NaN,,,NaN,
4140,NaN,102,31,52,100,52,NaN,139,NaN,13,79,NaN,9
4141,NaN,,,,,,NaN,,NaN,,,NaN,
4142,NaN,101,31,52,100,52,NaN,138,NaN,13,79,NaN,9
4143,NaN,,,,,,NaN,,NaN,,,NaN,
4144,NaN,101,30,52,100,52,NaN,137,NaN,13,79,NaN,9
4145,NaN,,,,,,NaN,,NaN,,,NaN,
4146,NaN,101,30,52,100,49,NaN,137,NaN,13,78,NaN,8
4147,NaN,,,,,,NaN,,NaN,,,NaN,
4148,NaN,100,30,52,100,50,NaN,136,NaN,13,78,NaN,8
4149,NaN,,,,,,NaN,,NaN,,,NaN,
4150,NaN,100,30,52,100,50,NaN,136,NaN,13,78,NaN,8
4151,NaN,,,,,,NaN,,NaN,,,NaN,
4152,NaN,100,30,51,100,50,NaN,136,NaN,13,78,NaN,8
4153,NaN,,,,,,NaN,,NaN,,,NaN,
4154,NaN,100,30,51,100,50,NaN,136,NaN,13,78,NaN,8
4155,NaN,,,,,,NaN,,NaN,,,NaN,
4156,NaN,100,31,51,100,50,NaN,136,NaN,13,78,NaN,8
4157,NaN,,,,,,NaN,,NaN,,,NaN,
4158,NaN,100,31,50,100,50,NaN,135,NaN,13,78,NaN,8
4159,NaN,,,,,,NaN,,NaN,,,NaN,
4160,NaN,99,31,50,100,50,NaN,135,NaN,13,77,NaN,8
4161,NaN,,,,,,NaN,,NaN,,,NaN,
4162,NaN,99,31,50,100,49,NaN,134,NaN,13,77,NaN,8
4163,NaN,,,,,,NaN,,NaN,,,NaN,
4164,NaN,99,31,50,100,49,NaN,134,NaN,13,77,NaN,8
4165,NaN,,,,,,NaN,,NaN,,,NaN,
4166,NaN,98,31,50,100,49,NaN,133,NaN,13,77,NaN,8
4167,NaN,,,,,,NaN,,NaN,,,NaN,
4168,NaN,98,31,50,100,49,NaN,133,NaN,13,77,NaN,8
4169,NaN,,,,,,NaN,,NaN,,,NaN,
4170,NaN,99,30,50,100,49,NaN,134,NaN,13,77,NaN,8
4171,NaN,,,,,,NaN,,NaN,,,NaN,
4172,NaN,99,30,50,100,49,NaN,134,NaN,13,78,NaN,8
4173,NaN,,,,,,NaN,,NaN,,,NaN,
4174,NaN,99,30,50,100,49,NaN,135,NaN,13,78,NaN,8
4175,NaN,,,,,,NaN,,NaN,,,NaN,
4176,NaN,99,30,50,100,49,NaN,134,NaN,13,78,NaN,8
4177,NaN,,,,,,NaN,,NaN,,,NaN,
4178,NaN,99,30,50,100,49,NaN,135,NaN,13,78,NaN,8
4179,NaN,,,,,,NaN,,NaN,,,NaN,
4180,NaN,99,30,50,100,49,NaN,134,NaN,13,78,NaN,8
4181,NaN,,,,,,NaN,,NaN,,,NaN,
4182,NaN,99,30,50,100,49,NaN,134,NaN,13,78,NaN,8
4183,NaN,,,,,,NaN,,NaN,,,NaN,
4184,NaN,99,31,50,100,49,NaN,134,NaN,13,78,NaN,8
4185,NaN,,,,,,NaN,,NaN,,,NaN,
4186,NaN,99,31,49,100,49,NaN,134,NaN,13,78,NaN,8
4187,NaN,,,,,,NaN,,NaN,,,NaN,
4188,NaN,99,31,49,100,49,NaN,134,NaN,13,78,NaN,8
4189,NaN,,,,,,NaN,,NaN,,,NaN,
4190,NaN,99,31,50,100,49,NaN,133,NaN,13,78,NaN,8
4191,NaN,,,,,,NaN,,NaN,,,NaN,
4192,NaN,99,31,50,100,49,NaN,134,NaN,13,77,NaN,8
4193,NaN,,,,,,NaN,,NaN,,,NaN,
4194,NaN,99,31,50,100,49,NaN,133,NaN,13,77,NaN,8
4195,NaN,,,,,,NaN,,NaN,,,NaN,
4196,NaN,99,31,50,100,49,NaN,133,NaN,13,77,NaN,8
4197,NaN,,,,,,NaN,,NaN,,,NaN,
4198,NaN,99,30,50,100,49,NaN,134,NaN,13,77,NaN,8
4199,NaN,,,,,,NaN,,NaN,,,NaN,
4200,NaN,99,30,49,100,49,NaN,133,NaN,13,77,NaN,8
4201,NaN,,,,,,NaN,,NaN,,,NaN,
4202,NaN,99,30,49,100,49,NaN,134,NaN,13,76,NaN,8
4203,NaN,,,,,,NaN,,NaN,,,NaN,
4204,NaN,99,30,49,100,49,NaN,133,NaN,13,77,NaN,8
4205,NaN,,,,,,NaN,,NaN,,,NaN,
4206,NaN,99,30,49,100,49,NaN,135,NaN,13,78,NaN,8
4207,NaN,,,,,,NaN,,NaN,,,NaN,
4208,NaN,100,30,49,100,49,NaN,135,NaN,13,79,NaN,8
4209,NaN,,,,,,NaN,,NaN,,,NaN,
4210,NaN,100,30,49,100,49,NaN,137,NaN,13,79,NaN,8
4211,NaN,,,,,,NaN,,NaN,,,NaN,
4212,NaN,100,30,49,100,48,NaN,136,NaN,13,79,NaN,8
4213,NaN,,,,,,NaN,,NaN,,,NaN,
4214,NaN,100,30,49,100,48,NaN,136,NaN,13,79,NaN,11
4215,NaN,,,,,,NaN,,NaN,,,NaN,
4216,NaN,100,30,49,100,48,NaN,136,NaN,13,79,NaN,11
4217,NaN,,,,,,NaN,,NaN,,,NaN,
4218,NaN,100,30,49,100,48,NaN,135,NaN,13,79,NaN,45
4219,NaN,,,,,,NaN,,NaN,,,NaN,
4220,NaN,101,30,49,100,48,NaN,138,NaN,13,80,NaN,45
4221,NaN,,,,,,NaN,,NaN,,,NaN,
4222,NaN,101,30,49,100,48,NaN,140,NaN,13,80,NaN,1
4223,NaN,,,,,,NaN,,NaN,,,NaN,
4224,NaN,102,30,49,100,48,NaN,141,NaN,13,80,NaN,1
4225,NaN,,,,,,NaN,,NaN,,,NaN,
4226,NaN,102,30,49,100,48,NaN,140,NaN,13,80,NaN,1
4227,NaN,,,,,,NaN,,NaN,,,NaN,
4228,NaN,102,30,49,100,48,NaN,139,NaN,13,80,NaN,-34
4229,NaN,,,,,,NaN,,NaN,,,NaN,
4230,NaN,102,30,49,100,48,NaN,139,NaN,13,80,NaN,-34
4231,NaN,,,,,,NaN,,NaN,,,NaN,
4232,NaN,102,30,49,100,48,NaN,138,NaN,13,80,NaN,-34
4233,NaN,,,,,,NaN,,NaN,,,NaN,
4234,NaN,101,30,49,100,48,NaN,138,NaN,13,79,NaN,-34
4235,NaN,,,,,,NaN,,NaN,,,NaN,
4236,NaN,101,30,49,100,49,NaN,137,NaN,13,79,NaN,-35
4237,NaN,,,,,,NaN,,NaN,,,NaN,
4238,NaN,101,30,49,100,49,NaN,137,NaN,13,79,NaN,-35
4239,NaN,,,,,,NaN,,NaN,,,NaN,
4240,NaN,101,30,49,100,49,NaN,137,NaN,13,79,NaN,-35
4241,NaN,,,,,,NaN,,NaN,,,NaN,
4242,NaN,101,30,49,100,49,NaN,136,NaN,13,79,NaN,-35
4243,NaN,,,,,,NaN,,NaN,,,NaN,
4244,NaN,101,30,49,100,49,NaN,136,NaN,13,79,NaN,-35
4245,NaN,,,,,,NaN,,NaN,,,NaN,
4246,NaN,101,30,49,100,49,NaN,136,NaN,13,79,NaN,-35
4247,NaN,,,,,,NaN,,NaN,,,NaN,
4248,NaN,101,30,49,100,49,NaN,136,NaN,13,79,NaN,-35
4249,NaN,,,,,,NaN,,NaN,,,NaN,
4250,NaN,100,30,50,100,49,NaN,135,NaN,13,78,NaN,-35
4251,NaN,,,,,,NaN,,NaN,,,NaN,
4252,NaN,100,30,50,100,49,NaN,135,NaN,13,78,NaN,-35
4253,NaN,,,,,,NaN,,NaN,,,NaN,
4254,NaN,100,30,50,100,49,NaN,135,NaN,13,78,NaN,-35
4255,NaN,,,,,,NaN,,NaN,,,NaN,
4256,NaN,100,30,50,100,49,NaN,135,NaN,13,78,NaN,-35
4257,NaN,,,,,,NaN,,NaN,,,NaN,
4258,NaN,100,30,50,100,49,NaN,135,NaN,13,78,NaN,-36
4259,NaN,,,,,,NaN,,NaN,,,NaN,
4260,NaN,100,30,50,100,49,NaN,135,NaN,13,78,NaN,-36
4261,NaN,,,,,,NaN,,NaN,,,NaN,
4262,NaN,100,30,50,100,49,NaN,135,NaN,13,78,NaN,-36
4263,NaN,,,,,,NaN,,NaN,,,NaN,
4264,NaN,99,30,50,100,49,NaN,134,NaN,13,78,NaN,-36
4265,NaN,,,,,,NaN,,NaN,,,NaN,
4266,NaN,100,30,50,100,49,NaN,135,NaN,13,78,NaN,-37
4267,NaN,,,,,,NaN,,NaN,,,NaN,
4268,NaN,99,31,50,100,49,NaN,134,NaN,13,78,NaN,-37
4269,NaN,,,,,,NaN,,NaN,,,NaN,
4270,NaN,99,31,50,100,49,NaN,134,NaN,13,78,NaN,-37
4271,NaN,,,,,,NaN,,NaN,,,NaN,
4272,NaN,99,31,50,100,49,NaN,134,NaN,13,78,NaN,-37
4273,NaN,,,,,,NaN,,NaN,,,NaN,
4274,NaN,99,31,50,100,49,NaN,134,NaN,13,77,NaN,-37
4275,NaN,,,,,,NaN,,NaN,,,NaN,
4276,NaN,99,31,50,100,49,NaN,134,NaN,13,77,NaN,-37
4277,NaN,,,,,,NaN,,NaN,,,NaN,
4278,NaN,99,31,50,100,49,NaN,133,NaN,13,77,NaN,-37
4279,NaN,,,,,,NaN,,NaN,,,NaN,
4280,NaN,99,31,50,100,49,NaN,134,NaN,13,77,NaN,-37
4281,NaN,,,,,,NaN,,NaN,,,NaN,
4282,NaN,99,30,50,100,49,NaN,134,NaN,13,77,NaN,-37
4283,NaN,,,,,,NaN,,NaN,,,NaN,
4284,NaN,99,30,50,100,49,NaN,134,NaN,13,77,NaN,-37
4285,NaN,,,,,,NaN,,NaN,,,NaN,
4286,NaN,99,30,50,100,49,NaN,133,NaN,13,77,NaN,-37
4287,NaN,,,,,,NaN,,NaN,,,NaN,
4288,NaN,99,30,50,100,49,NaN,134,NaN,13,77,NaN,-37
4289,NaN,,,,,,NaN,,NaN,,,NaN,
4290,NaN,99,30,50,100,49,NaN,134,NaN,13,77,NaN,-37
4291,NaN,,,,,,NaN,,NaN,,,NaN,
4292,NaN,98,30,50,100,49,NaN,133,NaN,13,77,NaN,-37
4293,NaN,,,,,,NaN,,NaN,,,NaN,
4294,NaN,98,30,50,100,49,NaN,134,NaN,13,77,NaN,-37
4295,NaN,,,,,,NaN,,NaN,,,NaN,
4296,NaN,98,31,50,100,49,NaN,132,NaN,13,76,NaN,-37
4297,NaN,,,,,,NaN,,NaN,,,NaN,
4298,NaN,98,31,50,100,49,NaN,132,NaN,13,76,NaN,-37
4299,NaN,,,,,,NaN,,NaN,,,NaN,
4300,NaN,97,31,50,100,49,NaN,132,NaN,13,76,NaN,-37
4301,NaN,,,,,,NaN,,NaN,,,NaN,
4302,NaN,97,31,50,100,49,NaN,131,NaN,13,75,NaN,-37
4303,NaN,,,,,,NaN,,NaN,,,NaN,
4304,NaN,96,31,50,100,49,NaN,131,NaN,13,75,NaN,-37
4305,NaN,,,,,,NaN,,NaN,,,NaN,
4306,NaN,96,31,50,100,49,NaN,130,NaN,13,75,NaN,-37
4307,NaN,,,,,,NaN,,NaN,,,NaN,
4308,NaN,96,31,49,100,49,NaN,131,NaN,13,75,NaN,-37
4309,NaN,,,,,,NaN,,NaN,,,NaN,
4310,NaN,96,30,49,100,49,NaN,130,NaN,13,75,NaN,-37
4311,NaN,,,,,,NaN,,NaN,,,NaN,
4312,NaN,96,30,49,100,49,NaN,131,NaN,13,75,NaN,-37
4313,NaN,,,,,,NaN,,NaN,,,NaN,
4314,NaN,96,30,49,100,49,NaN,131,NaN,13,75,NaN,-37
4315,NaN,,,,,,NaN,,NaN,,,NaN,
4316,NaN,96,30,49,100,49,NaN,131,NaN,13,76,NaN,-37
4317,NaN,,,,,,NaN,,NaN,,,NaN,
4318,NaN,97,30,50,100,49,NaN,132,NaN,13,76,NaN,-37
4319,NaN,,,,,,NaN,,NaN,,,NaN,
4320,NaN,97,30,49,100,49,NaN,132,NaN,13,76,NaN,-37
4321,NaN,,,,,,NaN,,NaN,,,NaN,
4322,NaN,97,30,49,100,49,NaN,132,NaN,13,76,NaN,-38
4323,NaN,,,,,,NaN,,NaN,,,NaN,
4324,NaN,97,31,49,100,49,NaN,132,NaN,13,76,NaN,-38
4325,NaN,,,,,,NaN,,NaN,,,NaN,
4326,NaN,97,31,49,100,49,NaN,133,NaN,13,76,NaN,-38
4327,NaN,,,,,,NaN,,NaN,,,NaN,
4328,NaN,97,31,49,100,49,NaN,133,NaN,13,76,NaN,-38
4329,NaN,,,,,,NaN,,NaN,,,NaN,
4330,NaN,97,31,49,100,49,NaN,134,NaN,13,77,NaN,-38
4331,NaN,,,,,,NaN,,NaN,,,NaN,
4332,NaN,98,31,49,100,49,NaN,135,NaN,13,77,NaN,-38
4333,NaN,,,,,,NaN,,NaN,,,NaN,
4334,NaN,98,31,49,100,48,NaN,134,NaN,13,77,NaN,-38
4335,NaN,,,,,,NaN,,NaN,,,NaN,
4336,NaN,98,31,49,100,48,NaN,134,NaN,13,76,NaN,-38
4337,NaN,,,,,,NaN,,NaN,,,NaN,
4338,NaN,97,30,49,100,48,NaN,133,NaN,13,76,NaN,-38
4339,NaN,,,,,,NaN,,NaN,,,NaN,
4340,NaN,97,30,49,100,48,NaN,133,NaN,13,75,NaN,-38
4341,NaN,,,,,,NaN,,NaN,,,NaN,
4342,NaN,96,30,49,100,48,NaN,132,NaN,13,75,NaN,-39
4343,NaN,,,,,,NaN,,NaN,,,NaN,
4344,NaN,96,30,49,100,48,NaN,131,NaN,13,75,NaN,-39
4345,NaN,,,,,,NaN,,NaN,,,NaN,
4346,NaN,96,30,49,100,48,NaN,131,NaN,13,75,NaN,-40
4347,NaN,,,,,,NaN,,NaN,,,NaN,
4348,NaN,95,30,49,100,48,NaN,130,NaN,13,75,NaN,-40
4349,NaN,,,,,,NaN,,NaN,,,NaN,
4350,NaN,95,30,49,100,48,NaN,131,NaN,13,75,NaN,-40
4351,NaN,,,,,,NaN,,NaN,,,NaN,
4352,NaN,95,30,49,100,48,NaN,130,NaN,13,75,NaN,-40
4353,NaN,,,,,,NaN,,NaN,,,NaN,
4354,NaN,95,30,49,100,48,NaN,131,NaN,13,74,NaN,-40
4355,NaN,,,,,,NaN,,NaN,,,NaN,
4356,NaN,95,30,49,100,48,NaN,130,NaN,13,74,NaN,-40
4357,NaN,,,,,,NaN,,NaN,,,NaN,
4358,NaN,95,30,49,100,48,NaN,130,NaN,13,74,NaN,-40
4359,NaN,,,,,,NaN,,NaN,,,NaN,
4360,NaN,95,30,49,100,48,NaN,130,NaN,13,74,NaN,-40
4361,NaN,,,,,,NaN,,NaN,,,NaN,
4362,NaN,95,30,49,100,48,NaN,129,NaN,13,74,NaN,-40
4363,NaN,,,,,,NaN,,NaN,,,NaN,
4364,NaN,94,30,49,100,48,NaN,129,NaN,13,74,NaN,-41
4365,NaN,,,,,,NaN,,NaN,,,NaN,
4366,NaN,94,30,49,100,48,NaN,128,NaN,13,74,NaN,-41
4367,NaN,,,,,,NaN,,NaN,,,NaN,
4368,NaN,94,30,49,100,48,NaN,129,NaN,13,73,NaN,-41
4369,NaN,,,,,,NaN,,NaN,,,NaN,
4370,NaN,94,30,49,100,48,NaN,128,NaN,13,73,NaN,-41
4371,NaN,,,,,,NaN,,NaN,,,NaN,
4372,NaN,94,30,49,100,48,NaN,129,NaN,13,74,NaN,-40
4373,NaN,,,,,,NaN,,NaN,,,NaN,
4374,NaN,94,30,49,100,48,NaN,128,NaN,13,73,NaN,-40
4375,NaN,,,,,,NaN,,NaN,,,NaN,
4376,NaN,94,30,49,100,48,NaN,128,NaN,13,73,NaN,-40
4377,NaN,,,,,,NaN,,NaN,,,NaN,
4378,NaN,93,30,49,100,48,NaN,128,NaN,13,73,NaN,-40
4379,NaN,,,,,,NaN,,NaN,,,NaN,
4380,NaN,93,30,49,100,48,NaN,128,NaN,13,73,NaN,-40
4381,NaN,,,,,,NaN,,NaN,,,NaN,
4382,NaN,93,30,49,100,48,NaN,128,NaN,13,73,NaN,-40
4383,NaN,,,,,,NaN,,NaN,,,NaN,
4384,NaN,93,30,49,100,48,NaN,127,NaN,13,72,NaN,-40
4385,NaN,,,,,,NaN,,NaN,,,NaN,
4386,NaN,93,30,49,100,48,NaN,127,NaN,13,72,NaN,-40
4387,NaN,,,,,,NaN,,NaN,,,NaN,
4388,NaN,92,30,49,100,48,NaN,126,NaN,13,72,NaN,-40
4389,NaN,,,,,,NaN,,NaN,,,NaN,
4390,NaN,92,30,49,100,48,NaN,127,NaN,13,72,NaN,-41
4391,NaN,,,,,,NaN,,NaN,,,NaN,
4392,NaN,92,30,49,100,48,NaN,127,NaN,13,72,NaN,-41
4393,NaN,,,,,,NaN,,NaN,,,NaN,
4394,NaN,92,30,49,100,48,NaN,127,NaN,13,73,NaN,-41
4395,NaN,,,,,,NaN,,NaN,,,NaN,
4396,NaN,92,30,49,100,48,NaN,127,NaN,13,73,NaN,-41
4397,NaN,,,,,,NaN,,NaN,,,NaN,
4398,NaN,92,30,49,100,48,NaN,127,NaN,13,73,NaN,-41
4399,NaN,,,,,,NaN,,NaN,,,NaN,
4400,NaN,93,31,49,100,48,NaN,128,NaN,13,73,NaN,-41
4401,NaN,,,,,,NaN,,NaN,,,NaN,
4402,NaN,92,31,49,100,48,NaN,127,NaN,13,72,NaN,-40
4403,NaN,,,,,,NaN,,NaN,,,NaN,
4404,NaN,92,31,49,100,48,NaN,127,NaN,13,72,NaN,-40
4405,NaN,,,,,,NaN,,NaN,,,NaN,
4406,NaN,92,30,49,100,48,NaN,126,NaN,13,72,NaN,-40
4407,NaN,,,,,,NaN,,NaN,,,NaN,
4408,NaN,92,30,48,100,48,NaN,126,NaN,13,71,NaN,-40
4409,NaN,,,,,,NaN,,NaN,,,NaN,
4410,NaN,91,30,48,100,48,NaN,126,NaN,13,71,NaN,-41
4411,NaN,,,,,,NaN,,NaN,,,NaN,
4412,NaN,91,30,48,100,48,NaN,125,NaN,13,71,NaN,-41
4413,NaN,,,,,,NaN,,NaN,,,NaN,
4414,NaN,91,30,48,100,48,NaN,126,NaN,13,71,NaN,-41
4415,NaN,,,,,,NaN,,NaN,,,NaN,
4416,NaN,90,30,48,100,48,NaN,124,NaN,13,70,NaN,-41
4417,NaN,,,,,,NaN,,NaN,,,NaN,
4418,NaN,90,30,48,100,48,NaN,124,NaN,13,70,NaN,-41
4419,NaN,,,,,,NaN,,NaN,,,NaN,
4420,NaN,90,30,48,100,48,NaN,124,NaN,13,70,NaN,-41
4421,NaN,,,,,,NaN,,NaN,,,NaN,
4422,NaN,90,30,48,100,48,NaN,124,NaN,13,71,NaN,-41
4423,NaN,,,,,,NaN,,NaN,,,NaN,
4424,NaN,91,30,48,100,48,NaN,125,NaN,13,71,NaN,-41
4425,NaN,,,,,,NaN,,NaN,,,NaN,
4426,NaN,91,30,48,100,48,NaN,125,NaN,13,71,NaN,-41
4427,NaN,,,,,,NaN,,NaN,,,NaN,
4428,NaN,91,30,48,100,48,NaN,126,NaN,13,72,NaN,-40
4429,NaN,,,,,,NaN,,NaN,,,NaN,
4430,NaN,91,30,48,100,48,NaN,125,NaN,13,71,NaN,-40
4431,NaN,,,,,,NaN,,NaN,,,NaN,
4432,NaN,91,30,48,100,48,NaN,125,NaN,13,71,NaN,-40
4433,NaN,,,,,,NaN,,NaN,,,NaN,
4434,NaN,91,30,48,100,48,NaN,125,NaN,13,71,NaN,-40
4435,NaN,,,,,,NaN,,NaN,,,NaN,
4436,NaN,91,30,48,100,48,NaN,125,NaN,13,71,NaN,-40
4437,NaN,,,,,,NaN,,NaN,,,NaN,
4438,NaN,91,30,48,100,48,NaN,125,NaN,13,72,NaN,-40
4439,NaN,,,,,,NaN,,NaN,,,NaN,
4440,NaN,91,30,48,100,48,NaN,126,NaN,13,72,NaN,-40
4441,NaN,,,,,,NaN,,NaN,,,NaN,
4442,NaN,92,30,48,100,48,NaN,128,NaN,13,73,NaN,-40
4443,NaN,,,,,,NaN,,NaN,,,NaN,
4444,NaN,93,30,48,100,48,NaN,130,NaN,13,74,NaN,-40
4445,NaN,,,,,,NaN,,NaN,,,NaN,
4446,NaN,94,30,48,100,48,NaN,134,NaN,13,75,NaN,-40
4447,NaN,,,,,,NaN,,NaN,,,NaN,
4448,NaN,94,30,49,100,48,NaN,134,NaN,13,75,NaN,-40
4449,NaN,,,,,,NaN,,NaN,,,NaN,
4450,NaN,95,30,49,100,48,NaN,134,NaN,13,75,NaN,-40
4451,NaN,,,,,,NaN,,NaN,,,NaN,
4452,NaN,94,30,49,100,48,NaN,133,NaN,13,74,NaN,-40
4453,NaN,,,,,,NaN,,NaN,,,NaN,
4454,NaN,94,30,49,100,48,NaN,132,NaN,13,74,NaN,-40
4455,NaN,,,,,,NaN,,NaN,,,NaN,
4456,NaN,94,30,49,100,48,NaN,132,NaN,13,74,NaN,-40
4457,NaN,,,,,,NaN,,NaN,,,NaN,
4458,NaN,94,30,49,100,48,NaN,132,NaN,13,74,NaN,-39
4459,NaN,,,,,,NaN,,NaN,,,NaN,
4460,NaN,94,30,49,100,48,NaN,133,NaN,13,74,NaN,-39
4461,NaN,,,,,,NaN,,NaN,,,NaN,
4462,NaN,93,30,49,100,48,NaN,131,NaN,13,74,NaN,-40
4463,NaN,,,,,,NaN,,NaN,,,NaN,
4464,NaN,94,30,49,100,49,NaN,132,NaN,13,75,NaN,-40
4465,NaN,,,,,,NaN,,NaN,,,NaN,
4466,NaN,95,30,49,100,49,NaN,133,NaN,13,76,NaN,-40
4467,NaN,,,,,,NaN,,NaN,,,NaN,
4468,NaN,98,30,49,100,49,NaN,135,NaN,13,85,NaN,-40
4469,NaN,,,,,,NaN,,NaN,,,NaN,
4470,NaN,98,30,49,100,49,NaN,141,NaN,13,77,NaN,-41
4471,NaN,,,,,,NaN,,NaN,,,NaN,
4472,NaN,96,30,50,100,50,NaN,134,NaN,13,74,NaN,-41
4473,NaN,,,,,,NaN,,NaN,,,NaN,
4474,NaN,94,30,51,100,51,NaN,131,NaN,13,73,NaN,-41
4475,NaN,,,,,,NaN,,NaN,,,NaN,
4476,NaN,92,31,51,100,51,NaN,129,NaN,13,73,NaN,-41
4477,NaN,,,,,,NaN,,NaN,,,NaN,
4478,NaN,93,31,52,100,52,NaN,131,NaN,13,75,NaN,-41
4479,NaN,,,,,,NaN,,NaN,,,NaN,
4480,NaN,92,31,53,100,52,NaN,129,NaN,13,74,NaN,-41
4481,NaN,,,,,,NaN,,NaN,,,NaN,
4482,NaN,93,,53,100,53,NaN,130,NaN,,75,NaN,-41
4483,NaN,,,,,,NaN,,NaN,,,NaN,
4484,NaN,94,,54,100,54,NaN,131,NaN,,76,NaN,-41
4485,NaN,,,,,,NaN,,NaN,,,NaN,
4486,NaN,95,,54,100,54,NaN,132,NaN,,77,NaN,-41
4487,NaN,,,,,,NaN,,NaN,,,NaN,
4488,NaN,96,,54,100,55,NaN,133,NaN,,77,NaN,-40
4489,NaN,,,,,,NaN,,NaN,,,NaN,
4490,NaN,97,,55,100,54,NaN,133,NaN,,77,NaN,-40
4491,NaN,,,,,,NaN,,NaN,,,NaN,
4492,NaN,96,,55,100,55,NaN,132,NaN,,76,NaN,-40
4493,NaN,,,,,,NaN,,NaN,,,NaN,
4494,NaN,96,,55,100,55,NaN,132,NaN,,75,NaN,-40
4495,NaN,,,,,,NaN,,NaN,,,NaN,
4496,NaN,95,,55,100,54,NaN,130,NaN,,74,NaN,-41
4497,NaN,,,,,,NaN,,NaN,,,NaN,
4498,NaN,94,,55,100,54,NaN,129,NaN,,73,NaN,-41
4499,NaN,,,,,,NaN,,NaN,,,NaN,
4500,NaN,94,,55,100,54,NaN,128,NaN,,73,NaN,-41
4501,NaN,,,,,,NaN,,NaN,,,NaN,
4502,NaN,93,,54,100,53,NaN,128,NaN,,73,NaN,-41
4503,NaN,,,,,,NaN,,NaN,,,NaN,
4504,NaN,93,30,54,100,53,NaN,128,NaN,,74,NaN,-41
4505,NaN,,,,,,NaN,,NaN,,,NaN,
4506,NaN,93,30,54,100,53,NaN,128,NaN,,73,NaN,-41
4507,NaN,,,,,,NaN,,NaN,,,NaN,
4508,NaN,92,30,54,100,53,NaN,127,NaN,,73,NaN,-41
4509,NaN,,,,,,NaN,,NaN,,,NaN,
4510,NaN,98,37,54,100,53,NaN,143,NaN,,77,NaN,-41
4511,NaN,,,,,,NaN,,NaN,,,NaN,
4512,NaN,97,37,54,100,53,NaN,136,NaN,,78,NaN,-41
4513,NaN,,,,,,NaN,,NaN,,,NaN,
4514,NaN,104,37,54,100,53,NaN,144,NaN,,84,NaN,-40
4515,NaN,,,,,,NaN,,NaN,,,NaN,
4516,NaN,107,37,54,100,53,NaN,142,NaN,,87,NaN,-40
4517,NaN,,,,,,NaN,,NaN,,,NaN,
4518,NaN,104,31,54,100,54,NaN,134,NaN,6,81,NaN,-40
4519,NaN,,,,,,NaN,,NaN,,,NaN,
4520,NaN,90,31,54,100,54,NaN,110,NaN,6,72,NaN,-40
4521,NaN,,,,,,NaN,,NaN,,,NaN,
4522,NaN,98,31,54,100,54,NaN,127,NaN,6,100,NaN,-40
4523,NaN,,,,,,NaN,,NaN,,,NaN,
4524,NaN,105,31,55,100,54,NaN,149,NaN,6,92,NaN,-40
4525,NaN,,,,,,NaN,,NaN,,,NaN,
4526,NaN,104,32,57,100,54,NaN,141,NaN,5,89,NaN,-41
4527,NaN,,,,,,NaN,,NaN,,,NaN,
4528,NaN,122,32,57,100,54,NaN,170,NaN,5,111,NaN,-41
4529,NaN,,,,,,NaN,,NaN,,,NaN,
4530,NaN,120,32,57,100,56,NaN,156,NaN,5,100,NaN,-41
4531,NaN,,,,,,NaN,,NaN,,,NaN,
4532,NaN,131,,57,100,57,NaN,172,NaN,,116,NaN,-41
4533,NaN,,,,,,NaN,,NaN,,,NaN,
4534,NaN,130,,57,100,57,NaN,170,NaN,,106,NaN,-41
4535,NaN,,,,,,NaN,,NaN,,,NaN,
4536,NaN,123,,61,100,60,NaN,150,NaN,,102,NaN,-41
4537,NaN,,,,,,NaN,,NaN,,,NaN,
4538,NaN,126,,61,100,60,NaN,165,NaN,,102,NaN,-41
4539,NaN,,,,,,NaN,,NaN,,,NaN,
4540,NaN,119,,61,100,60,NaN,151,NaN,,93,NaN,-41
4541,NaN,,,,,,NaN,,NaN,,,NaN,
4542,NaN,118,,65,100,62,NaN,146,NaN,,100,NaN,-40
4543,NaN,,,,,,NaN,,NaN,,,NaN,
4544,NaN,123,,65,100,63,NaN,164,NaN,,99,NaN,-40
4545,NaN,,,,,,NaN,,NaN,,,NaN,
4546,NaN,119,,65,100,63,NaN,156,NaN,,95,NaN,-40
4547,NaN,,,,,,NaN,,NaN,,,NaN,
