time,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/CVP,SNUADC/CVP,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/HR
1799,34,NaN,1,NaN,62,NaN,15,100,71,48,123,NaN,61
1800,,NaN,,NaN,,NaN,,,,,,NaN,
1801,34,NaN,1,NaN,62,NaN,15,100,71,49,123,NaN,61
1802,,NaN,,NaN,,NaN,,,,,,NaN,
1803,34,NaN,1,NaN,62,NaN,15,100,71,48,123,NaN,61
1804,,NaN,,NaN,,NaN,,,,,,NaN,
1805,34,NaN,1,NaN,62,NaN,15,100,71,49,123,NaN,61
1806,,NaN,,NaN,,NaN,,,,,,NaN,
1807,34,NaN,1,NaN,62,NaN,15,100,71,48,123,NaN,61
1808,,NaN,,NaN,,NaN,,,,,,NaN,
1809,34,NaN,1,NaN,61,NaN,15,100,71,49,123,NaN,61
1810,,NaN,,NaN,,NaN,,,,,,NaN,
1811,34,NaN,1,NaN,61,NaN,15,100,71,49,124,NaN,61
1812,,NaN,,NaN,,NaN,,,,,,NaN,
1813,34,NaN,1,NaN,61,NaN,15,100,72,50,125,NaN,61
1814,,NaN,,NaN,,NaN,,,,,,NaN,
1815,33,NaN,1,NaN,61,NaN,15,100,73,51,125,NaN,61
1816,,NaN,,NaN,,NaN,,,,,,NaN,
1817,33,NaN,1,NaN,62,NaN,15,100,72,36,118,NaN,61
1818,,NaN,,NaN,,NaN,,,,,,NaN,
1819,33,NaN,1,NaN,62,NaN,15,100,72,39,102,NaN,61
1820,,NaN,,NaN,,NaN,,,,,,NaN,
1821,33,NaN,1,NaN,61,NaN,15,100,74,45,117,NaN,61
1822,,NaN,,NaN,,NaN,,,,,,NaN,
1823,34,NaN,1,NaN,62,NaN,15,100,74,42,124,NaN,61
1824,,NaN,,NaN,,NaN,,,,,,NaN,
1825,34,NaN,1,NaN,61,NaN,15,100,75,46,129,NaN,61
1826,,NaN,,NaN,,NaN,,,,,,NaN,
1827,34,NaN,1,NaN,61,NaN,15,100,83,60,129,NaN,61
1828,,NaN,,NaN,,NaN,,,,,,NaN,
1829,34,NaN,1,NaN,61,NaN,15,100,83,,,NaN,61
1830,,NaN,,NaN,,NaN,,,,,,NaN,
1831,34,NaN,1,NaN,61,NaN,15,100,187,,,NaN,61
1832,,NaN,,NaN,,NaN,,,,,,NaN,
1833,34,NaN,1,NaN,61,NaN,15,100,194,,,NaN,60
1834,,NaN,,NaN,,NaN,,,,,,NaN,
1835,34,NaN,1,NaN,61,NaN,15,100,200,,,NaN,60
1836,,NaN,,NaN,,NaN,,,,,,NaN,
1837,33,NaN,1,NaN,61,NaN,15,100,200,,,NaN,60
1838,,NaN,,NaN,,NaN,,,,,,NaN,
1839,33,NaN,1,NaN,61,NaN,15,100,242,,,NaN,60
1840,,NaN,,NaN,,NaN,,,,,,NaN,
1841,33,NaN,1,NaN,61,NaN,15,100,242,,,NaN,60
1842,,NaN,,NaN,,NaN,,,,,,NaN,
1843,33,NaN,1,NaN,61,NaN,15,100,268,,,NaN,60
1844,,NaN,,NaN,,NaN,,,,,,NaN,
1845,34,NaN,1,NaN,61,NaN,15,100,268,,,NaN,60
1846,,NaN,,NaN,,NaN,,,,,,NaN,
1847,34,NaN,1,NaN,61,NaN,15,100,295,,,NaN,60
1848,,NaN,,NaN,,NaN,,,,,,NaN,
1849,34,NaN,1,NaN,61,NaN,15,100,295,,,NaN,60
1850,,NaN,,NaN,,NaN,,,,,,NaN,
1851,33,NaN,1,NaN,61,NaN,15,100,307,,,NaN,60
1852,,NaN,,NaN,,NaN,,,,,,NaN,
1853,33,NaN,1,NaN,61,NaN,15,100,307,,,NaN,60
1854,,NaN,,NaN,,NaN,,,,,,NaN,
1855,33,NaN,1,NaN,61,NaN,15,100,314,,,NaN,60
1856,,NaN,,NaN,,NaN,,,,,,NaN,
1857,33,NaN,1,NaN,61,NaN,15,100,314,,,NaN,60
1858,,NaN,,NaN,,NaN,,,,,,NaN,
1859,34,NaN,1,NaN,61,NaN,15,100,313,,,NaN,60
1860,,NaN,,NaN,,NaN,,,,,,NaN,
1861,34,NaN,1,NaN,61,NaN,15,100,313,,,NaN,60
1862,,NaN,,NaN,,NaN,,,,,,NaN,
1863,34,NaN,1,NaN,61,NaN,15,100,318,,,NaN,60
1864,,NaN,,NaN,,NaN,,,,,,NaN,
1865,34,NaN,1,NaN,60,NaN,15,100,318,,,NaN,60
1866,,NaN,,NaN,,NaN,,,,,,NaN,
1867,34,NaN,1,NaN,61,NaN,15,100,326,,,NaN,60
1868,,NaN,,NaN,,NaN,,,,,,NaN,
1869,34,NaN,1,NaN,61,NaN,15,100,326,,,NaN,60
1870,,NaN,,NaN,,NaN,,,,,,NaN,
1871,34,NaN,1,NaN,61,NaN,15,100,326,,,NaN,60
1872,,NaN,,NaN,,NaN,,,,,,NaN,
1873,34,NaN,1,NaN,61,NaN,15,100,326,,,NaN,60
1874,,NaN,,NaN,,NaN,,,,,,NaN,
1875,34,NaN,1,NaN,61,NaN,15,100,327,,,NaN,60
1876,,NaN,,NaN,,NaN,,,,,,NaN,
1877,34,NaN,1,NaN,61,NaN,15,100,327,,,NaN,60
1878,,NaN,,NaN,,NaN,,,,,,NaN,
1879,34,NaN,1,NaN,61,NaN,15,100,333,,,NaN,60
1880,,NaN,,NaN,,NaN,,,,,,NaN,
1881,34,NaN,1,NaN,61,NaN,15,100,332,,,NaN,60
1882,,NaN,,NaN,,NaN,,,,,,NaN,
1883,34,NaN,2,NaN,61,NaN,15,100,312,,,NaN,60
1884,,NaN,,NaN,,NaN,,,,,,NaN,
1885,34,NaN,2,NaN,61,NaN,15,100,252,,,NaN,60
1886,,NaN,,NaN,,NaN,,,,,,NaN,
1887,34,NaN,2,NaN,61,NaN,15,100,100,,,NaN,60
1888,,NaN,,NaN,,NaN,,,,,,NaN,
1889,34,NaN,1,NaN,61,NaN,15,100,81,,,NaN,60
1890,,NaN,,NaN,,NaN,,,,,,NaN,
1891,34,NaN,1,NaN,61,NaN,15,100,77,50,110,NaN,60
1892,,NaN,,NaN,,NaN,,,,,,NaN,
1893,34,NaN,1,NaN,61,NaN,15,100,75,50,111,NaN,60
1894,,NaN,,NaN,,NaN,,,,,,NaN,
1895,34,NaN,1,NaN,61,NaN,15,100,74,49,114,NaN,60
1896,,NaN,,NaN,,NaN,,,,,,NaN,
1897,34,NaN,2,NaN,61,NaN,15,100,74,50,118,NaN,60
1898,,NaN,,NaN,,NaN,,,,,,NaN,
1899,34,NaN,2,NaN,61,NaN,15,100,74,52,117,NaN,60
1900,,NaN,,NaN,,NaN,,,,,,NaN,
1901,34,NaN,1,NaN,61,NaN,15,100,75,53,119,NaN,60
1902,,NaN,,NaN,,NaN,,,,,,NaN,
1903,34,NaN,1,NaN,61,NaN,15,100,75,51,119,NaN,61
1904,,NaN,,NaN,,NaN,,,,,,NaN,
1905,34,NaN,1,NaN,61,NaN,15,100,76,52,122,NaN,61
1906,,NaN,,NaN,,NaN,,,,,,NaN,
1907,34,NaN,1,NaN,61,NaN,15,100,75,44,118,NaN,61
1908,,NaN,,NaN,,NaN,,,,,,NaN,
1909,34,NaN,1,NaN,61,NaN,15,100,76,47,119,NaN,61
1910,,NaN,,NaN,,NaN,,,,,,NaN,
1911,34,NaN,1,NaN,61,NaN,15,100,76,,,NaN,61
1912,,NaN,,NaN,,NaN,,,,,,NaN,
1913,34,NaN,1,NaN,61,NaN,15,100,181,,,NaN,61
1914,,NaN,,NaN,,NaN,,,,,,NaN,
1915,34,NaN,1,NaN,61,NaN,15,100,181,,,NaN,61
1916,,NaN,,NaN,,NaN,,,,,,NaN,
1917,34,NaN,1,NaN,61,NaN,15,100,224,,,NaN,60
1918,,NaN,,NaN,,NaN,,,,,,NaN,
1919,34,NaN,2,NaN,61,NaN,15,100,224,,,NaN,60
1920,,NaN,,NaN,,NaN,,,,,,NaN,
1921,34,NaN,2,NaN,61,NaN,15,100,258,,,NaN,60
1922,,NaN,,NaN,,NaN,,,,,,NaN,
1923,33,NaN,2,NaN,61,NaN,15,100,258,,,NaN,60
1924,,NaN,,NaN,,NaN,,,,,,NaN,
1925,33,NaN,2,NaN,61,NaN,15,100,281,,,NaN,61
1926,,NaN,,NaN,,NaN,,,,,,NaN,
1927,33,NaN,1,NaN,61,NaN,15,100,282,,,NaN,61
1928,,NaN,,NaN,,NaN,,,,,,NaN,
1929,34,NaN,1,NaN,61,NaN,15,100,282,,,NaN,61
1930,,NaN,,NaN,,NaN,,,,,,NaN,
1931,34,NaN,1,NaN,61,NaN,15,100,297,,,NaN,61
1932,,NaN,,NaN,,NaN,,,,,,NaN,
1933,34,NaN,1,NaN,61,NaN,15,100,225,,,NaN,61
1934,,NaN,,NaN,,NaN,,,,,,NaN,
1935,34,NaN,1,NaN,61,NaN,15,100,159,,,NaN,61
1936,,NaN,,NaN,,NaN,,,,,,NaN,
1937,33,NaN,1,NaN,61,NaN,15,100,138,,,NaN,60
1938,,NaN,,NaN,,NaN,,,,,,NaN,
1939,33,NaN,1,NaN,61,NaN,15,100,129,,,NaN,60
1940,,NaN,,NaN,,NaN,,,,,,NaN,
1941,33,NaN,1,NaN,61,NaN,15,100,129,,,NaN,60
1942,,NaN,,NaN,,NaN,,,,,,NaN,
1943,33,NaN,1,NaN,61,NaN,15,100,187,,,NaN,60
1944,,NaN,,NaN,,NaN,,,,,,NaN,
1945,33,NaN,1,NaN,61,NaN,15,100,187,,,NaN,61
1946,,NaN,,NaN,,NaN,,,,,,NaN,
1947,33,NaN,2,NaN,61,NaN,15,100,233,,,NaN,60
1948,,NaN,,NaN,,NaN,,,,,,NaN,
1949,33,NaN,2,NaN,61,NaN,15,100,233,,,NaN,60
1950,,NaN,,NaN,,NaN,,,,,,NaN,
1951,33,NaN,2,NaN,61,NaN,15,100,263,,,NaN,60
1952,,NaN,,NaN,,NaN,,,,,,NaN,
1953,33,NaN,1,NaN,61,NaN,15,100,263,,,NaN,60
1954,,NaN,,NaN,,NaN,,,,,,NaN,
1955,33,NaN,1,NaN,61,NaN,15,100,283,,,NaN,60
1956,,NaN,,NaN,,NaN,,,,,,NaN,
1957,34,NaN,1,NaN,61,NaN,15,100,283,,,NaN,60
1958,,NaN,,NaN,,NaN,,,,,,NaN,
1959,34,NaN,1,NaN,61,NaN,15,100,298,,,NaN,61
1960,,NaN,,NaN,,NaN,,,,,,NaN,
1961,34,NaN,1,NaN,61,NaN,15,100,298,,,NaN,61
1962,,NaN,,NaN,,NaN,,,,,,NaN,
1963,34,NaN,1,NaN,61,NaN,15,100,107,,,NaN,61
1964,,NaN,,NaN,,NaN,,,,,,NaN,
1965,34,NaN,1,NaN,61,NaN,15,100,92,,,NaN,61
1966,,NaN,,NaN,,NaN,,,,,,NaN,
1967,34,NaN,1,NaN,61,NaN,15,100,83,,,NaN,61
1968,,NaN,,NaN,,NaN,,,,,,NaN,
1969,34,NaN,1,NaN,61,NaN,15,100,78,,,NaN,61
1970,,NaN,,NaN,,NaN,,,,,,NaN,
1971,33,NaN,1,NaN,61,NaN,15,100,75,,,NaN,61
1972,,NaN,,NaN,,NaN,,,,,,NaN,
1973,33,NaN,1,NaN,61,NaN,15,100,74,,,NaN,61
1974,,NaN,,NaN,,NaN,,,,,,NaN,
1975,33,NaN,1,NaN,61,NaN,15,100,73,,,NaN,61
1976,,NaN,,NaN,,NaN,,,,,,NaN,
1977,33,NaN,1,NaN,61,NaN,15,100,73,51,113,NaN,60
1978,,NaN,,NaN,,NaN,,,,,,NaN,
1979,34,NaN,1,NaN,61,NaN,15,100,72,51,112,NaN,60
1980,,NaN,,NaN,,NaN,,,,,,NaN,
1981,34,NaN,1,NaN,61,NaN,15,100,72,51,113,NaN,60
1982,,NaN,,NaN,,NaN,,,,,,NaN,
1983,34,NaN,1,NaN,61,NaN,15,100,72,51,112,NaN,60
1984,,NaN,,NaN,,NaN,,,,,,NaN,
1985,34,NaN,1,NaN,61,NaN,15,100,72,51,113,NaN,60
1986,,NaN,,NaN,,NaN,,,,,,NaN,
1987,34,NaN,1,NaN,61,NaN,15,100,72,50,112,NaN,60
1988,,NaN,,NaN,,NaN,,,,,,NaN,
1989,34,NaN,1,NaN,61,NaN,15,100,72,51,113,NaN,60
1990,,NaN,,NaN,,NaN,,,,,,NaN,
1991,34,NaN,1,NaN,61,NaN,15,100,72,51,112,NaN,60
1992,,NaN,,NaN,,NaN,,,,,,NaN,
1993,34,NaN,1,NaN,61,NaN,15,100,72,51,112,NaN,60
1994,,NaN,,NaN,,NaN,,,,,,NaN,
1995,34,NaN,1,NaN,61,NaN,15,100,72,51,112,NaN,60
1996,,NaN,,NaN,,NaN,,,,,,NaN,
1997,34,NaN,1,NaN,61,NaN,15,100,72,51,112,NaN,61
1998,,NaN,,NaN,,NaN,,,,,,NaN,
1999,34,NaN,1,NaN,61,NaN,15,100,72,51,113,NaN,61
2000,,NaN,,NaN,,NaN,,,,,,NaN,
2001,34,NaN,1,NaN,61,NaN,15,100,73,51,113,NaN,61
2002,,NaN,,NaN,,NaN,,,,,,NaN,
2003,34,NaN,1,NaN,61,NaN,15,100,73,51,113,NaN,61
2004,,NaN,,NaN,,NaN,,,,,,NaN,
2005,33,NaN,1,NaN,61,NaN,15,100,73,51,112,NaN,61
2006,,NaN,,NaN,,NaN,,,,,,NaN,
2007,33,NaN,1,NaN,61,NaN,15,100,72,51,111,NaN,61
2008,,NaN,,NaN,,NaN,,,,,,NaN,
2009,33,NaN,1,NaN,61,NaN,15,100,72,51,112,NaN,61
2010,,NaN,,NaN,,NaN,,,,,,NaN,
2011,33,NaN,2,NaN,61,NaN,15,100,72,51,110,NaN,61
2012,,NaN,,NaN,,NaN,,,,,,NaN,
2013,34,NaN,2,NaN,61,NaN,15,100,72,51,115,NaN,61
2014,,NaN,,NaN,,NaN,,,,,,NaN,
2015,34,NaN,2,NaN,61,NaN,15,100,72,51,112,NaN,61
2016,,NaN,,NaN,,NaN,,,,,,NaN,
2017,34,NaN,1,NaN,61,NaN,15,100,73,52,112,NaN,61
2018,,NaN,,NaN,,NaN,,,,,,NaN,
2019,34,NaN,1,NaN,61,NaN,15,100,72,50,110,NaN,61
2020,,NaN,,NaN,,NaN,,,,,,NaN,
2021,34,NaN,1,NaN,61,NaN,15,100,73,51,111,NaN,61
2022,,NaN,,NaN,,NaN,,,,,,NaN,
2023,34,NaN,1,NaN,61,NaN,15,100,72,51,110,NaN,61
2024,,NaN,,NaN,,NaN,,,,,,NaN,
2025,34,NaN,2,NaN,61,NaN,15,100,72,51,111,NaN,61
2026,,NaN,,NaN,,NaN,,,,,,NaN,
2027,33,NaN,2,NaN,61,NaN,15,100,72,51,110,NaN,61
2028,,NaN,,NaN,,NaN,,,,,,NaN,
2029,33,NaN,1,NaN,61,NaN,15,100,72,51,111,NaN,61
2030,,NaN,,NaN,,NaN,,,,,,NaN,
2031,33,NaN,1,NaN,61,NaN,15,100,72,51,109,NaN,61
2032,,NaN,,NaN,,NaN,,,,,,NaN,
2033,33,NaN,1,NaN,61,NaN,15,100,72,51,110,NaN,60
2034,,NaN,,NaN,,NaN,,,,,,NaN,
2035,33,NaN,1,NaN,61,NaN,15,100,72,44,110,NaN,60
2036,,NaN,,NaN,,NaN,,,,,,NaN,
2037,33,NaN,1,NaN,61,NaN,15,100,72,48,111,NaN,60
2038,,NaN,,NaN,,NaN,,,,,,NaN,
2039,33,NaN,1,NaN,61,NaN,15,100,71,46,109,NaN,60
2040,,NaN,,NaN,,NaN,,,,,,NaN,
2041,33,NaN,1,NaN,61,NaN,15,100,71,32,113,NaN,60
2042,,NaN,,NaN,,NaN,,,,,,NaN,
2043,33,NaN,1,NaN,61,NaN,15,100,71,32,113,NaN,60
2044,,NaN,,NaN,,NaN,,,,,,NaN,
2045,33,NaN,1,NaN,61,NaN,15,100,67,39,104,NaN,60
2046,,NaN,,NaN,,NaN,,,,,,NaN,
2047,34,NaN,1,NaN,61,NaN,15,100,9,-9,-2,NaN,60
2048,,NaN,,NaN,,NaN,,,,,,NaN,
2049,34,NaN,1,NaN,61,NaN,15,100,61,,,NaN,60
2050,,NaN,,NaN,,NaN,,,,,,NaN,
2051,34,NaN,1,NaN,61,NaN,15,100,79,,,NaN,60
2052,,NaN,,NaN,,NaN,,,,,,NaN,
2053,34,NaN,1,NaN,61,NaN,15,100,79,,,NaN,60
2054,,NaN,,NaN,,NaN,,,,,,NaN,
2055,33,NaN,1,NaN,61,NaN,15,100,151,,,NaN,60
2056,,NaN,,NaN,,NaN,,,,,,NaN,
2057,33,NaN,1,NaN,61,NaN,15,100,151,,,NaN,60
2058,,NaN,,NaN,,NaN,,,,,,NaN,
2059,33,NaN,1,NaN,61,NaN,15,100,156,,,NaN,60
2060,,NaN,,NaN,,NaN,,,,,,NaN,
2061,33,NaN,1,NaN,61,NaN,15,100,123,,,NaN,60
2062,,NaN,,NaN,,NaN,,,,,,NaN,
2063,33,NaN,1,NaN,61,NaN,15,100,123,,,NaN,60
2064,,NaN,,NaN,,NaN,,,,,,NaN,
2065,33,NaN,1,NaN,61,NaN,15,100,330,,,NaN,60
2066,,NaN,,NaN,,NaN,,,,,,NaN,
2067,33,NaN,1,NaN,61,NaN,15,100,329,,,NaN,60
2068,,NaN,,NaN,,NaN,,,,,,NaN,
2069,33,NaN,1,NaN,60,NaN,15,100,328,,,NaN,60
2070,,NaN,,NaN,,NaN,,,,,,NaN,
2071,33,NaN,2,NaN,60,NaN,15,100,326,,,NaN,60
2072,,NaN,,NaN,,NaN,,,,,,NaN,
2073,33,NaN,2,NaN,60,NaN,15,100,325,,,NaN,60
2074,,NaN,,NaN,,NaN,,,,,,NaN,
2075,33,NaN,2,NaN,60,NaN,15,100,324,,,NaN,60
2076,,NaN,,NaN,,NaN,,,,,,NaN,
2077,33,NaN,2,NaN,60,NaN,15,100,269,,,NaN,60
2078,,NaN,,NaN,,NaN,,,,,,NaN,
2079,33,NaN,2,NaN,60,NaN,15,100,212,,,NaN,60
2080,,NaN,,NaN,,NaN,,,,,,NaN,
2081,33,NaN,2,NaN,60,NaN,15,100,212,,,NaN,60
2082,,NaN,,NaN,,NaN,,,,,,NaN,
2083,33,NaN,2,NaN,60,NaN,15,100,180,,,NaN,60
2084,,NaN,,NaN,,NaN,,,,,,NaN,
2085,33,NaN,2,NaN,60,NaN,15,100,152,,,NaN,60
2086,,NaN,,NaN,,NaN,,,,,,NaN,
2087,33,NaN,2,NaN,60,NaN,15,100,116,,,NaN,60
2088,,NaN,,NaN,,NaN,,,,,,NaN,
2089,33,NaN,2,NaN,60,NaN,15,100,95,,,NaN,60
2090,,NaN,,NaN,,NaN,,,,,,NaN,
2091,33,NaN,2,NaN,60,NaN,15,100,95,,,NaN,60
2092,,NaN,,NaN,,NaN,,,,,,NaN,
2093,33,NaN,2,NaN,60,NaN,15,100,125,,,NaN,60
2094,,NaN,,NaN,,NaN,,,,,,NaN,
2095,33,NaN,2,NaN,61,NaN,15,100,110,,,NaN,60
2096,,NaN,,NaN,,NaN,,,,,,NaN,
2097,33,NaN,2,NaN,60,NaN,15,100,87,,,NaN,60
2098,,NaN,,NaN,,NaN,,,,,,NaN,
2099,33,NaN,2,NaN,61,NaN,15,100,80,,,NaN,60
2100,,NaN,,NaN,,NaN,,,,,,NaN,
2101,33,NaN,2,NaN,60,NaN,15,100,78,,,NaN,60
2102,,NaN,,NaN,,NaN,,,,,,NaN,
2103,33,NaN,2,NaN,60,NaN,15,100,73,,,NaN,60
2104,,NaN,,NaN,,NaN,,,,,,NaN,
2105,33,NaN,2,NaN,60,NaN,15,100,72,,,NaN,60
2106,,NaN,,NaN,,NaN,,,,,,NaN,
2107,33,NaN,2,NaN,60,NaN,15,100,71,,,NaN,60
2108,,NaN,,NaN,,NaN,,,,,,NaN,
2109,33,NaN,2,NaN,60,NaN,15,100,71,49,112,NaN,60
2110,,NaN,,NaN,,NaN,,,,,,NaN,
2111,33,NaN,2,NaN,60,NaN,15,100,70,49,110,NaN,59
2112,,NaN,,NaN,,NaN,,,,,,NaN,
2113,33,NaN,2,NaN,60,NaN,15,100,70,48,111,NaN,59
2114,,NaN,,NaN,,NaN,,,,,,NaN,
2115,33,NaN,2,NaN,60,NaN,15,100,70,48,110,NaN,59
2116,,NaN,,NaN,,NaN,,,,,,NaN,
2117,33,NaN,2,NaN,60,NaN,15,100,71,48,112,NaN,59
2118,,NaN,,NaN,,NaN,,,,,,NaN,
2119,33,NaN,2,NaN,60,NaN,15,100,71,45,112,NaN,59
2120,,NaN,,NaN,,NaN,,,,,,NaN,
2121,33,NaN,2,NaN,60,NaN,15,100,72,49,112,NaN,59
2122,,NaN,,NaN,,NaN,,,,,,NaN,
2123,33,NaN,2,NaN,60,NaN,15,100,72,49,112,NaN,60
2124,,NaN,,NaN,,NaN,,,,,,NaN,
2125,33,NaN,2,NaN,60,NaN,15,100,72,50,113,NaN,60
2126,,NaN,,NaN,,NaN,,,,,,NaN,
2127,33,NaN,2,NaN,60,NaN,15,100,72,51,112,NaN,60
2128,,NaN,,NaN,,NaN,,,,,,NaN,
2129,33,NaN,2,NaN,60,NaN,15,100,73,50,114,NaN,60
2130,,NaN,,NaN,,NaN,,,,,,NaN,
2131,34,NaN,2,NaN,60,NaN,15,100,72,51,112,NaN,60
2132,,NaN,,NaN,,NaN,,,,,,NaN,
2133,34,NaN,2,NaN,60,NaN,15,100,72,51,114,NaN,60
2134,,NaN,,NaN,,NaN,,,,,,NaN,
2135,34,NaN,2,NaN,60,NaN,15,100,72,50,113,NaN,60
2136,,NaN,,NaN,,NaN,,,,,,NaN,
2137,34,NaN,2,NaN,60,NaN,15,100,72,50,113,NaN,60
2138,,NaN,,NaN,,NaN,,,,,,NaN,
2139,33,NaN,2,NaN,60,NaN,15,100,72,50,112,NaN,59
2140,,NaN,,NaN,,NaN,,,,,,NaN,
2141,33,NaN,2,NaN,60,NaN,15,100,72,50,114,NaN,59
2142,,NaN,,NaN,,NaN,,,,,,NaN,
2143,33,NaN,2,NaN,60,NaN,15,100,72,50,113,NaN,59
2144,,NaN,,NaN,,NaN,,,,,,NaN,
2145,34,NaN,2,NaN,60,NaN,15,100,72,49,114,NaN,59
2146,,NaN,,NaN,,NaN,,,,,,NaN,
2147,34,NaN,2,NaN,60,NaN,15,100,71,49,112,NaN,59
2148,,NaN,,NaN,,NaN,,,,,,NaN,
2149,34,NaN,2,NaN,60,NaN,15,100,72,49,113,NaN,59
2150,,NaN,,NaN,,NaN,,,,,,NaN,
2151,34,NaN,2,NaN,60,NaN,15,100,71,49,112,NaN,59
2152,,NaN,,NaN,,NaN,,,,,,NaN,
2153,34,NaN,2,NaN,60,NaN,15,100,72,49,112,NaN,59
2154,,NaN,,NaN,,NaN,,,,,,NaN,
2155,34,NaN,2,NaN,60,NaN,15,100,71,49,111,NaN,59
2156,,NaN,,NaN,,NaN,,,,,,NaN,
2157,34,NaN,2,NaN,60,NaN,15,100,71,49,112,NaN,59
2158,,NaN,,NaN,,NaN,,,,,,NaN,
2159,33,NaN,2,NaN,60,NaN,15,100,71,49,111,NaN,60
2160,,NaN,,NaN,,NaN,,,,,,NaN,
2161,33,NaN,2,NaN,60,NaN,15,100,71,50,111,NaN,60
2162,,NaN,,NaN,,NaN,,,,,,NaN,
2163,33,NaN,2,NaN,60,NaN,15,100,71,49,111,NaN,59
2164,,NaN,,NaN,,NaN,,,,,,NaN,
2165,33,NaN,2,NaN,60,NaN,15,100,71,50,111,NaN,59
2166,,NaN,,NaN,,NaN,,,,,,NaN,
2167,33,NaN,2,NaN,60,NaN,15,100,71,50,111,NaN,59
2168,,NaN,,NaN,,NaN,,,,,,NaN,
2169,33,NaN,2,NaN,60,NaN,15,100,72,49,112,NaN,59
2170,,NaN,,NaN,,NaN,,,,,,NaN,
2171,33,NaN,2,NaN,60,NaN,15,100,72,50,113,NaN,59
2172,,NaN,,NaN,,NaN,,,,,,NaN,
2173,33,NaN,2,NaN,60,NaN,15,100,73,49,113,NaN,59
2174,,NaN,,NaN,,NaN,,,,,,NaN,
2175,33,NaN,3,NaN,60,NaN,15,100,73,50,114,NaN,59
2176,,NaN,,NaN,,NaN,,,,,,NaN,
2177,33,NaN,3,NaN,60,NaN,15,100,73,51,111,NaN,59
2178,,NaN,,NaN,,NaN,,,,,,NaN,
2179,35,NaN,2,NaN,60,NaN,15,100,73,51,111,NaN,60
2180,,NaN,,NaN,,NaN,,,,,,NaN,
2181,35,NaN,2,NaN,60,NaN,15,100,73,50,110,NaN,60
2182,,NaN,,NaN,,NaN,,,,,,NaN,
2183,35,NaN,2,NaN,60,NaN,15,100,71,50,106,NaN,60
2184,,NaN,,NaN,,NaN,,,,,,NaN,
2185,35,NaN,2,NaN,60,NaN,15,100,71,50,107,NaN,60
2186,,NaN,,NaN,,NaN,,,,,,NaN,
2187,34,NaN,2,NaN,60,NaN,15,100,71,50,109,NaN,60
2188,,NaN,,NaN,,NaN,,,,,,NaN,
2189,34,NaN,2,NaN,60,NaN,15,100,71,50,109,NaN,59
2190,,NaN,,NaN,,NaN,,,,,,NaN,
2191,34,NaN,2,NaN,60,NaN,15,100,71,49,109,NaN,59
2192,,NaN,,NaN,,NaN,,,,,,NaN,
2193,33,NaN,2,NaN,60,NaN,15,100,71,51,109,NaN,59
2194,,NaN,,NaN,,NaN,,,,,,NaN,
2195,33,NaN,2,NaN,60,NaN,15,100,71,50,110,NaN,59
2196,,NaN,,NaN,,NaN,,,,,,NaN,
2197,33,NaN,2,NaN,60,NaN,15,100,71,50,110,NaN,59
2198,,NaN,,NaN,,NaN,,,,,,NaN,
2199,33,NaN,2,NaN,60,NaN,15,100,72,50,109,NaN,59
2200,,NaN,,NaN,,NaN,,,,,,NaN,
2201,33,NaN,2,NaN,60,NaN,15,100,72,50,110,NaN,59
2202,,NaN,,NaN,,NaN,,,,,,NaN,
2203,33,NaN,2,NaN,60,NaN,15,100,71,49,109,NaN,59
2204,,NaN,,NaN,,NaN,,,,,,NaN,
2205,33,NaN,2,NaN,60,NaN,15,100,71,50,109,NaN,59
2206,,NaN,,NaN,,NaN,,,,,,NaN,
2207,34,NaN,2,NaN,60,NaN,15,100,71,49,110,NaN,59
2208,,NaN,,NaN,,NaN,,,,,,NaN,
2209,34,NaN,2,NaN,60,NaN,15,100,72,50,110,NaN,59
2210,,NaN,,NaN,,NaN,,,,,,NaN,
2211,34,NaN,2,NaN,60,NaN,15,100,72,50,110,NaN,59
2212,,NaN,,NaN,,NaN,,,,,,NaN,
2213,34,NaN,2,NaN,60,NaN,15,100,72,50,110,NaN,59
2214,,NaN,,NaN,,NaN,,,,,,NaN,
2215,33,NaN,2,NaN,60,NaN,15,100,72,50,110,NaN,59
2216,,NaN,,NaN,,NaN,,,,,,NaN,
2217,33,NaN,2,NaN,60,NaN,15,100,72,50,110,NaN,59
2218,,NaN,,NaN,,NaN,,,,,,NaN,
2219,33,NaN,2,NaN,60,NaN,15,100,71,49,109,NaN,59
2220,,NaN,,NaN,,NaN,,,,,,NaN,
2221,33,NaN,2,NaN,59,NaN,15,100,71,49,110,NaN,59
2222,,NaN,,NaN,,NaN,,,,,,NaN,
2223,33,NaN,2,NaN,59,NaN,15,100,71,49,109,NaN,59
2224,,NaN,,NaN,,NaN,,,,,,NaN,
2225,33,NaN,2,NaN,59,NaN,15,100,71,49,109,NaN,59
2226,,NaN,,NaN,,NaN,,,,,,NaN,
2227,33,NaN,2,NaN,59,NaN,15,100,71,49,109,NaN,59
2228,,NaN,,NaN,,NaN,,,,,,NaN,
2229,33,NaN,2,NaN,59,NaN,15,100,71,49,109,NaN,59
