time,Solar8000/ETCO2,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ART,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/ART_SBP,Solar8000/CVP,Solar8000/ART_DBP
11995,,,NaN,,,NaN,,NaN,,NaN,,,
11996,32,98,NaN,12,77,NaN,100,NaN,77,NaN,138,7,76
11997,,,NaN,,,NaN,,NaN,,NaN,,,
11998,32,99,NaN,12,72,NaN,100,NaN,76,NaN,139,7,78
11999,,,NaN,,,NaN,,NaN,,NaN,,,
12000,32,100,NaN,12,75,NaN,100,NaN,76,NaN,141,7,78
12001,,,NaN,,,NaN,,NaN,,NaN,,,
12002,32,100,NaN,12,75,NaN,100,NaN,75,NaN,140,7,78
12003,,,NaN,,,NaN,,NaN,,NaN,,,
12004,31,102,NaN,12,75,NaN,100,NaN,75,NaN,144,6,80
12005,,,NaN,,,NaN,,NaN,,NaN,,,
12006,31,102,NaN,12,75,NaN,100,NaN,75,NaN,143,6,80
12007,,,NaN,,,NaN,,NaN,,NaN,,,
12008,31,105,NaN,12,75,NaN,100,NaN,75,NaN,146,7,83
12009,,,NaN,,,NaN,,NaN,,NaN,,,
12010,31,106,NaN,12,75,NaN,100,NaN,76,NaN,147,7,82
12011,,,NaN,,,NaN,,NaN,,NaN,,,
12012,32,106,NaN,12,76,NaN,100,NaN,76,NaN,146,7,82
12013,,,NaN,,,NaN,,NaN,,NaN,,,
12014,32,107,NaN,12,76,NaN,100,NaN,76,NaN,148,7,83
12015,,,NaN,,,NaN,,NaN,,NaN,,,
12016,32,105,NaN,12,76,NaN,100,NaN,76,NaN,145,7,81
12017,,,NaN,,,NaN,,NaN,,NaN,,,
12018,32,105,NaN,12,76,NaN,100,NaN,76,NaN,144,7,82
12019,,,NaN,,,NaN,,NaN,,NaN,,,
12020,32,101,NaN,12,76,NaN,100,NaN,76,NaN,147,7,73
12021,,,NaN,,,NaN,,NaN,,NaN,,,
12022,32,96,NaN,12,75,NaN,100,NaN,76,NaN,143,7,66
12023,,,NaN,,,NaN,,NaN,,NaN,,,
12024,32,97,NaN,12,80,NaN,100,NaN,76,NaN,139,9,76
12025,,,NaN,,,NaN,,NaN,,NaN,,,
12026,32,99,NaN,12,75,NaN,100,NaN,76,NaN,140,9,79
12027,,,NaN,,,NaN,,NaN,,NaN,,,
12028,32,103,NaN,12,75,NaN,100,NaN,76,NaN,143,6,83
12029,,,NaN,,,NaN,,NaN,,NaN,,,
12030,32,106,NaN,12,72,NaN,100,NaN,76,NaN,149,6,85
12031,,,NaN,,,NaN,,NaN,,NaN,,,
12032,33,108,NaN,12,76,NaN,100,NaN,77,NaN,148,6,85
12033,,,NaN,,,NaN,,NaN,,NaN,,,
12034,33,109,NaN,12,77,NaN,100,NaN,77,NaN,151,6,85
12035,,,NaN,,,NaN,,NaN,,NaN,,,
12036,33,109,NaN,12,77,NaN,100,NaN,78,NaN,149,6,84
12037,,,NaN,,,NaN,,NaN,,NaN,,,
12038,31,109,NaN,12,77,NaN,100,NaN,78,NaN,149,7,85
12039,,,NaN,,,NaN,,NaN,,NaN,,,
12040,31,109,NaN,12,78,NaN,100,NaN,78,NaN,150,7,83
12041,,,NaN,,,NaN,,NaN,,NaN,,,
12042,31,107,NaN,12,78,NaN,100,NaN,78,NaN,148,7,83
12043,,,NaN,,,NaN,,NaN,,NaN,,,
12044,31,108,NaN,12,78,NaN,100,NaN,79,NaN,150,7,84
12045,,,NaN,,,NaN,,NaN,,NaN,,,
12046,32,107,NaN,12,77,NaN,100,NaN,78,NaN,148,7,83
12047,,,NaN,,,NaN,,NaN,,NaN,,,
12048,32,108,NaN,12,77,NaN,100,NaN,78,NaN,148,7,84
12049,,,NaN,,,NaN,,NaN,,NaN,,,
12050,32,108,NaN,12,77,NaN,100,NaN,78,NaN,149,7,83
12051,,,NaN,,,NaN,,NaN,,NaN,,,
12052,32,107,NaN,12,77,NaN,100,NaN,78,NaN,148,7,82
12053,,,NaN,,,NaN,,NaN,,NaN,,,
12054,32,107,NaN,12,77,NaN,100,NaN,78,NaN,148,7,82
12055,,,NaN,,,NaN,,NaN,,NaN,,,
12056,32,105,NaN,12,77,NaN,100,NaN,78,NaN,146,7,79
12057,,,NaN,,,NaN,,NaN,,NaN,,,
12058,32,104,NaN,12,75,NaN,100,NaN,77,NaN,143,7,79
12059,,,NaN,,,NaN,,NaN,,NaN,,,
12060,31,103,NaN,12,74,NaN,100,NaN,76,NaN,144,7,79
12061,,,NaN,,,NaN,,NaN,,NaN,,,
12062,31,102,NaN,12,72,NaN,100,NaN,75,NaN,142,6,78
12063,,,NaN,,,NaN,,NaN,,NaN,,,
12064,31,104,NaN,12,72,NaN,100,NaN,74,NaN,145,6,80
12065,,,NaN,,,NaN,,NaN,,NaN,,,
12066,32,104,NaN,12,72,NaN,100,NaN,73,NaN,145,6,81
12067,,,NaN,,,NaN,,NaN,,NaN,,,
12068,32,106,NaN,12,72,NaN,100,NaN,73,NaN,147,7,83
12069,,,NaN,,,NaN,,NaN,,NaN,,,
12070,32,108,NaN,12,72,NaN,100,NaN,73,NaN,150,7,84
12071,,,NaN,,,NaN,,NaN,,NaN,,,
12072,32,108,NaN,12,73,NaN,100,NaN,73,NaN,150,7,84
12073,,,NaN,,,NaN,,NaN,,NaN,,,
12074,31,109,NaN,12,74,NaN,100,NaN,74,NaN,151,7,84
12075,,,NaN,,,NaN,,NaN,,NaN,,,
12076,31,109,NaN,12,74,NaN,100,NaN,74,NaN,149,7,83
12077,,,NaN,,,NaN,,NaN,,NaN,,,
12078,31,109,NaN,12,74,NaN,100,NaN,75,NaN,150,7,85
12079,,,NaN,,,NaN,,NaN,,NaN,,,
12080,31,110,NaN,12,75,NaN,100,NaN,75,NaN,151,8,85
12081,,,NaN,,,NaN,,NaN,,NaN,,,
12082,31,110,NaN,12,75,NaN,100,NaN,76,NaN,150,8,84
12083,,,NaN,,,NaN,,NaN,,NaN,,,
12084,31,110,NaN,12,76,NaN,100,NaN,76,NaN,152,7,84
12085,,,NaN,,,NaN,,NaN,,NaN,,,
12086,31,109,NaN,12,75,NaN,100,NaN,76,NaN,149,7,83
12087,,,NaN,,,NaN,,NaN,,NaN,,,
12088,31,109,NaN,12,75,NaN,99,NaN,76,NaN,150,7,85
12089,,,NaN,,,NaN,,NaN,,NaN,,,
12090,31,109,NaN,12,75,NaN,100,NaN,76,NaN,151,7,84
12091,,,NaN,,,NaN,,NaN,,NaN,,,
12092,31,108,NaN,12,75,NaN,100,NaN,75,NaN,149,7,83
12093,,,NaN,,,NaN,,NaN,,NaN,,,
12094,31,109,NaN,12,75,NaN,100,NaN,75,NaN,150,7,84
12095,,,NaN,,,NaN,,NaN,,NaN,,,
12096,32,108,NaN,12,74,NaN,100,NaN,75,NaN,148,7,82
12097,,,NaN,,,NaN,,NaN,,NaN,,,
12098,32,108,NaN,12,74,NaN,100,NaN,75,NaN,149,7,84
12099,,,NaN,,,NaN,,NaN,,NaN,,,
12100,32,110,NaN,12,75,NaN,100,NaN,75,NaN,151,7,85
12101,,,NaN,,,NaN,,NaN,,NaN,,,
12102,32,111,NaN,12,75,NaN,100,NaN,76,NaN,151,8,86
12103,,,NaN,,,NaN,,NaN,,NaN,,,
12104,31,112,NaN,12,76,NaN,100,NaN,76,NaN,155,8,87
12105,,,NaN,,,NaN,,NaN,,NaN,,,
12106,31,112,NaN,12,76,NaN,100,NaN,76,NaN,153,8,85
12107,,,NaN,,,NaN,,NaN,,NaN,,,
12108,31,111,NaN,12,76,NaN,100,NaN,76,NaN,151,8,85
12109,,,NaN,,,NaN,,NaN,,NaN,,,
12110,32,111,NaN,12,75,NaN,100,NaN,76,NaN,152,8,84
12111,,,NaN,,,NaN,,NaN,,NaN,,,
12112,32,110,NaN,12,75,NaN,100,NaN,76,NaN,150,8,84
12113,,,NaN,,,NaN,,NaN,,NaN,,,
12114,32,112,NaN,12,76,NaN,100,NaN,76,NaN,153,7,86
12115,,,NaN,,,NaN,,NaN,,NaN,,,
12116,32,111,NaN,12,76,NaN,100,NaN,76,NaN,152,7,85
12117,,,NaN,,,NaN,,NaN,,NaN,,,
12118,32,111,NaN,12,76,NaN,100,NaN,77,NaN,152,7,86
12119,,,NaN,,,NaN,,NaN,,NaN,,,
12120,32,111,NaN,12,76,NaN,100,NaN,77,NaN,152,7,84
12121,,,NaN,,,NaN,,NaN,,NaN,,,
12122,32,109,NaN,12,76,NaN,100,NaN,76,NaN,148,7,83
12123,,,NaN,,,NaN,,NaN,,NaN,,,
12124,32,109,NaN,12,75,NaN,100,NaN,76,NaN,149,7,83
12125,,,NaN,,,NaN,,NaN,,NaN,,,
12126,32,108,NaN,12,75,NaN,100,NaN,76,NaN,147,7,83
12127,,,NaN,,,NaN,,NaN,,NaN,,,
12128,32,109,NaN,12,76,NaN,100,NaN,76,NaN,149,7,84
12129,,,NaN,,,NaN,,NaN,,NaN,,,
12130,32,111,NaN,12,76,NaN,100,NaN,77,NaN,152,7,85
12131,,,NaN,,,NaN,,NaN,,NaN,,,
12132,31,111,NaN,12,77,NaN,100,NaN,77,NaN,151,7,85
12133,,,NaN,,,NaN,,NaN,,NaN,,,
12134,31,112,NaN,12,77,NaN,100,NaN,77,NaN,153,7,86
12135,,,NaN,,,NaN,,NaN,,NaN,,,
12136,31,110,NaN,12,76,NaN,100,NaN,77,NaN,151,8,84
12137,,,NaN,,,NaN,,NaN,,NaN,,,
12138,31,110,NaN,12,76,NaN,100,NaN,76,NaN,150,8,84
12139,,,NaN,,,NaN,,NaN,,NaN,,,
12140,32,110,NaN,12,76,NaN,100,NaN,76,NaN,151,7,84
12141,,,NaN,,,NaN,,NaN,,NaN,,,
12142,32,103,NaN,12,75,NaN,100,NaN,76,NaN,149,7,76
12143,,,NaN,,,NaN,,NaN,,NaN,,,
12144,32,105,NaN,12,75,NaN,100,NaN,76,NaN,147,8,81
12145,,,NaN,,,NaN,,NaN,,NaN,,,
12146,32,107,NaN,12,76,NaN,100,NaN,77,NaN,149,8,83
12147,,,NaN,,,NaN,,NaN,,NaN,,,
12148,31,110,NaN,12,77,NaN,100,NaN,77,NaN,152,6,86
12149,,,NaN,,,NaN,,NaN,,NaN,,,
12150,31,111,NaN,12,78,NaN,100,NaN,78,NaN,153,6,85
12151,,,NaN,,,NaN,,NaN,,NaN,,,
12152,31,110,NaN,12,77,NaN,100,NaN,77,NaN,152,7,84
12153,,,NaN,,,NaN,,NaN,,NaN,,,
12154,31,111,NaN,12,77,NaN,100,NaN,77,NaN,152,7,84
12155,,,NaN,,,NaN,,NaN,,NaN,,,
12156,32,110,NaN,12,76,NaN,100,NaN,77,NaN,151,7,83
12157,,,NaN,,,NaN,,NaN,,NaN,,,
12158,32,110,NaN,12,77,NaN,100,NaN,77,NaN,150,7,84
12159,,,NaN,,,NaN,,NaN,,NaN,,,
12160,32,110,NaN,12,77,NaN,100,NaN,77,NaN,151,7,83
12161,,,NaN,,,NaN,,NaN,,NaN,,,
12162,32,108,NaN,12,77,NaN,100,NaN,77,NaN,148,7,82
12163,,,NaN,,,NaN,,NaN,,NaN,,,
12164,32,109,NaN,12,76,NaN,100,NaN,77,NaN,150,7,84
12165,,,NaN,,,NaN,,NaN,,NaN,,,
12166,32,108,NaN,12,76,NaN,100,NaN,77,NaN,149,7,82
12167,,,NaN,,,NaN,,NaN,,NaN,,,
12168,32,109,NaN,12,76,NaN,100,NaN,76,NaN,150,7,84
12169,,,NaN,,,NaN,,NaN,,NaN,,,
12170,32,109,NaN,12,76,NaN,100,NaN,76,NaN,151,7,84
12171,,,NaN,,,NaN,,NaN,,NaN,,,
12172,32,109,NaN,12,76,NaN,100,NaN,76,NaN,150,7,84
12173,,,NaN,,,NaN,,NaN,,NaN,,,
12174,32,111,NaN,12,76,NaN,100,NaN,77,NaN,152,7,86
12175,,,NaN,,,NaN,,NaN,,NaN,,,
12176,31,110,NaN,12,77,NaN,100,NaN,77,NaN,151,7,84
12177,,,NaN,,,NaN,,NaN,,NaN,,,
12178,31,110,NaN,12,77,NaN,100,NaN,78,NaN,151,7,85
12179,,,NaN,,,NaN,,NaN,,NaN,,,
12180,31,111,NaN,12,77,NaN,100,NaN,78,NaN,152,7,84
12181,,,NaN,,,NaN,,NaN,,NaN,,,
12182,31,109,NaN,12,77,NaN,100,NaN,78,NaN,149,7,83
12183,,,NaN,,,NaN,,NaN,,NaN,,,
12184,32,110,NaN,12,77,NaN,100,NaN,78,NaN,151,7,84
12185,,,NaN,,,NaN,,NaN,,NaN,,,
12186,32,108,NaN,12,78,NaN,100,NaN,78,NaN,149,8,82
12187,,,NaN,,,NaN,,NaN,,NaN,,,
12188,32,108,NaN,12,77,NaN,100,NaN,77,NaN,148,8,82
12189,,,NaN,,,NaN,,NaN,,NaN,,,
12190,32,107,NaN,12,77,NaN,100,NaN,77,NaN,148,7,81
12191,,,NaN,,,NaN,,NaN,,NaN,,,
12192,32,106,NaN,12,76,NaN,100,NaN,77,NaN,146,7,80
12193,,,NaN,,,NaN,,NaN,,NaN,,,
12194,32,106,NaN,12,76,NaN,100,NaN,77,NaN,148,7,81
12195,,,NaN,,,NaN,,NaN,,NaN,,,
12196,32,105,NaN,12,76,NaN,100,NaN,77,NaN,146,7,80
12197,,,NaN,,,NaN,,NaN,,NaN,,,
12198,32,100,NaN,12,76,NaN,100,NaN,77,NaN,146,7,75
12199,,,NaN,,,NaN,,NaN,,NaN,,,
12200,32,102,NaN,12,76,NaN,100,NaN,77,NaN,144,9,79
12201,,,NaN,,,NaN,,NaN,,NaN,,,
12202,32,104,NaN,12,77,NaN,100,NaN,78,NaN,145,9,81
12203,,,NaN,,,NaN,,NaN,,NaN,,,
12204,32,108,NaN,12,77,NaN,100,NaN,78,NaN,150,7,85
12205,,,NaN,,,NaN,,NaN,,NaN,,,
12206,32,108,NaN,12,77,NaN,100,NaN,78,NaN,150,7,84
12207,,,NaN,,,NaN,,NaN,,NaN,,,
12208,32,103,NaN,12,77,NaN,100,NaN,78,NaN,145,7,79
12209,,,NaN,,,NaN,,NaN,,NaN,,,
12210,32,105,NaN,12,77,NaN,100,NaN,77,NaN,146,7,82
12211,,,NaN,,,NaN,,NaN,,NaN,,,
12212,32,106,NaN,12,77,NaN,100,NaN,78,NaN,147,7,83
12213,,,NaN,,,NaN,,NaN,,NaN,,,
12214,32,110,NaN,12,78,NaN,100,NaN,78,NaN,152,7,86
12215,,,NaN,,,NaN,,NaN,,NaN,,,
12216,32,109,NaN,12,78,NaN,100,NaN,78,NaN,150,7,84
12217,,,NaN,,,NaN,,NaN,,NaN,,,
12218,31,110,NaN,12,77,NaN,100,NaN,78,NaN,150,7,86
12219,,,NaN,,,NaN,,NaN,,NaN,,,
12220,31,110,NaN,12,77,NaN,100,NaN,78,NaN,150,7,84
12221,,,NaN,,,NaN,,NaN,,NaN,,,
12222,31,109,NaN,12,77,NaN,100,NaN,77,NaN,149,7,84
12223,,,NaN,,,NaN,,NaN,,NaN,,,
12224,31,111,NaN,12,77,NaN,100,NaN,78,NaN,153,7,86
12225,,,NaN,,,NaN,,NaN,,NaN,,,
12226,30,110,NaN,12,78,NaN,100,NaN,78,NaN,150,7,84
12227,,,NaN,,,NaN,,NaN,,NaN,,,
12228,30,109,NaN,12,78,NaN,100,NaN,79,NaN,149,7,85
12229,,,NaN,,,NaN,,NaN,,NaN,,,
12230,30,108,NaN,12,78,NaN,100,NaN,78,NaN,149,7,83
12231,,,NaN,,,NaN,,NaN,,NaN,,,
12232,32,107,NaN,12,77,NaN,100,NaN,78,NaN,147,7,83
12233,,,NaN,,,NaN,,NaN,,NaN,,,
12234,32,109,NaN,12,77,NaN,100,NaN,77,NaN,151,6,85
12235,,,NaN,,,NaN,,NaN,,NaN,,,
12236,32,109,NaN,12,77,NaN,100,NaN,77,NaN,149,6,84
12237,,,NaN,,,NaN,,NaN,,NaN,,,
12238,32,110,NaN,12,77,NaN,100,NaN,78,NaN,151,6,87
12239,,,NaN,,,NaN,,NaN,,NaN,,,
12240,31,111,NaN,12,78,NaN,100,NaN,78,NaN,152,6,86
12241,,,NaN,,,NaN,,NaN,,NaN,,,
12242,31,111,NaN,12,78,NaN,100,NaN,78,NaN,151,7,86
12243,,,NaN,,,NaN,,NaN,,NaN,,,
12244,31,113,NaN,12,78,NaN,100,NaN,79,NaN,155,7,88
12245,,,NaN,,,NaN,,NaN,,NaN,,,
12246,31,112,NaN,12,78,NaN,100,NaN,79,NaN,153,7,86
12247,,,NaN,,,NaN,,NaN,,NaN,,,
12248,31,111,NaN,12,78,NaN,100,NaN,79,NaN,152,7,86
12249,,,NaN,,,NaN,,NaN,,NaN,,,
12250,31,110,NaN,12,78,NaN,100,NaN,78,NaN,150,7,83
12251,,,NaN,,,NaN,,NaN,,NaN,,,
12252,31,108,NaN,12,77,NaN,100,NaN,78,NaN,147,7,83
12253,,,NaN,,,NaN,,NaN,,NaN,,,
12254,32,110,NaN,12,76,NaN,100,NaN,77,NaN,151,7,85
12255,,,NaN,,,NaN,,NaN,,NaN,,,
12256,32,109,NaN,12,77,NaN,100,NaN,77,NaN,150,7,84
12257,,,NaN,,,NaN,,NaN,,NaN,,,
12258,32,109,NaN,12,77,NaN,100,NaN,77,NaN,150,7,86
12259,,,NaN,,,NaN,,NaN,,NaN,,,
12260,32,110,NaN,12,77,NaN,100,NaN,78,NaN,151,7,85
12261,,,NaN,,,NaN,,NaN,,NaN,,,
12262,32,109,NaN,12,77,NaN,100,NaN,78,NaN,149,7,84
12263,,,NaN,,,NaN,,NaN,,NaN,,,
12264,32,110,NaN,12,77,NaN,100,NaN,77,NaN,151,6,85
12265,,,NaN,,,NaN,,NaN,,NaN,,,
12266,32,109,NaN,12,77,NaN,100,NaN,77,NaN,149,6,84
12267,,,NaN,,,NaN,,NaN,,NaN,,,
12268,32,110,NaN,12,77,NaN,100,NaN,78,NaN,150,6,86
12269,,,NaN,,,NaN,,NaN,,NaN,,,
12270,32,110,NaN,12,77,NaN,100,NaN,78,NaN,151,6,85
12271,,,NaN,,,NaN,,NaN,,NaN,,,
12272,32,109,NaN,12,77,NaN,100,NaN,77,NaN,148,7,84
12273,,,NaN,,,NaN,,NaN,,NaN,,,
12274,31,109,NaN,12,76,NaN,100,NaN,77,NaN,150,7,85
12275,,,NaN,,,NaN,,NaN,,NaN,,,
12276,31,107,NaN,12,76,NaN,100,NaN,76,NaN,147,7,83
12277,,,NaN,,,NaN,,NaN,,NaN,,,
12278,31,108,NaN,12,76,NaN,100,NaN,76,NaN,148,7,85
12279,,,NaN,,,NaN,,NaN,,NaN,,,
12280,31,109,NaN,12,76,NaN,100,NaN,76,NaN,150,7,85
12281,,,NaN,,,NaN,,NaN,,NaN,,,
12282,30,109,NaN,12,76,NaN,100,NaN,77,NaN,149,7,86
12283,,,NaN,,,NaN,,NaN,,NaN,,,
12284,30,111,NaN,12,77,NaN,100,NaN,77,NaN,153,7,88
12285,,,NaN,,,NaN,,NaN,,NaN,,,
12286,30,110,NaN,12,77,NaN,100,NaN,78,NaN,151,7,85
12287,,,NaN,,,NaN,,NaN,,NaN,,,
12288,31,110,NaN,12,77,NaN,100,NaN,78,NaN,150,7,85
12289,,,NaN,,,NaN,,NaN,,NaN,,,
12290,31,110,NaN,12,77,NaN,100,NaN,77,NaN,150,7,84
12291,,,NaN,,,NaN,,NaN,,NaN,,,
12292,31,109,NaN,12,76,NaN,100,NaN,77,NaN,148,7,83
12293,,,NaN,,,NaN,,NaN,,NaN,,,
12294,31,110,NaN,12,76,NaN,100,NaN,77,NaN,151,6,85
12295,,,NaN,,,NaN,,NaN,,NaN,,,
12296,31,109,NaN,12,77,NaN,100,NaN,77,NaN,149,6,84
12297,,,NaN,,,NaN,,NaN,,NaN,,,
12298,31,109,NaN,12,78,NaN,100,NaN,78,NaN,150,7,85
12299,,,NaN,,,NaN,,NaN,,NaN,,,
12300,31,110,NaN,12,78,NaN,100,NaN,78,NaN,151,7,85
12301,,,NaN,,,NaN,,NaN,,NaN,,,
12302,31,109,NaN,12,78,NaN,100,NaN,78,NaN,149,7,85
12303,,,NaN,,,NaN,,NaN,,NaN,,,
12304,31,111,NaN,12,78,NaN,100,NaN,79,NaN,152,7,86
12305,,,NaN,,,NaN,,NaN,,NaN,,,
12306,31,109,NaN,12,78,NaN,100,NaN,78,NaN,149,8,84
12307,,,NaN,,,NaN,,NaN,,NaN,,,
12308,31,109,NaN,12,77,NaN,100,NaN,78,NaN,149,8,85
12309,,,NaN,,,NaN,,NaN,,NaN,,,
12310,31,110,NaN,12,77,NaN,100,NaN,78,NaN,151,7,85
12311,,,NaN,,,NaN,,NaN,,NaN,,,
12312,31,110,NaN,12,76,NaN,100,NaN,77,NaN,150,7,85
12313,,,NaN,,,NaN,,NaN,,NaN,,,
12314,31,112,NaN,12,77,NaN,100,NaN,77,NaN,153,8,87
12315,,,NaN,,,NaN,,NaN,,NaN,,,
12316,31,110,NaN,12,77,NaN,100,NaN,77,NaN,150,8,85
12317,,,NaN,,,NaN,,NaN,,NaN,,,
12318,31,110,NaN,12,77,NaN,100,NaN,78,NaN,150,7,85
12319,,,NaN,,,NaN,,NaN,,NaN,,,
12320,31,110,NaN,12,77,NaN,100,NaN,78,NaN,151,7,84
12321,,,NaN,,,NaN,,NaN,,NaN,,,
12322,31,103,NaN,12,77,NaN,100,NaN,78,NaN,147,7,75
12323,,,NaN,,,NaN,,NaN,,NaN,,,
12324,31,105,NaN,12,77,NaN,100,NaN,78,NaN,144,8,81
12325,,,NaN,,,NaN,,NaN,,NaN,,,
12326,31,106,NaN,12,77,NaN,100,NaN,78,NaN,147,8,83
12327,,,NaN,,,NaN,,NaN,,NaN,,,
12328,31,109,NaN,12,77,NaN,100,NaN,77,NaN,150,7,86
12329,,,NaN,,,NaN,,NaN,,NaN,,,
12330,30,110,NaN,12,77,NaN,100,NaN,77,NaN,150,7,85
12331,,,NaN,,,NaN,,NaN,,NaN,,,
12332,30,109,NaN,12,77,NaN,100,NaN,78,NaN,148,7,84
12333,,,NaN,,,NaN,,NaN,,NaN,,,
12334,30,110,NaN,12,77,NaN,100,NaN,78,NaN,150,7,85
12335,,,NaN,,,NaN,,NaN,,NaN,,,
12336,30,108,NaN,12,78,NaN,100,NaN,78,NaN,148,7,83
12337,,,NaN,,,NaN,,NaN,,NaN,,,
12338,30,108,NaN,12,79,NaN,100,NaN,79,NaN,148,7,84
12339,,,NaN,,,NaN,,NaN,,NaN,,,
12340,30,108,NaN,12,79,NaN,100,NaN,79,NaN,148,7,82
12341,,,NaN,,,NaN,,NaN,,NaN,,,
12342,31,107,NaN,12,78,NaN,100,NaN,79,NaN,146,7,82
12343,,,NaN,,,NaN,,NaN,,NaN,,,
12344,31,108,NaN,12,79,NaN,100,NaN,79,NaN,150,7,85
12345,,,NaN,,,NaN,,NaN,,NaN,,,
12346,31,107,NaN,12,79,NaN,100,NaN,79,NaN,148,7,83
12347,,,NaN,,,NaN,,NaN,,NaN,,,
12348,31,108,NaN,12,79,NaN,100,NaN,79,NaN,148,6,84
12349,,,NaN,,,NaN,,NaN,,NaN,,,
12350,30,109,NaN,12,79,NaN,100,NaN,80,NaN,151,6,85
12351,,,NaN,,,NaN,,NaN,,NaN,,,
12352,30,108,NaN,12,79,NaN,100,NaN,80,NaN,148,6,84
12353,,,NaN,,,NaN,,NaN,,NaN,,,
12354,30,109,NaN,12,79,NaN,100,NaN,80,NaN,151,6,86
12355,,,NaN,,,NaN,,NaN,,NaN,,,
12356,30,108,NaN,12,79,NaN,100,NaN,79,NaN,147,6,83
12357,,,NaN,,,NaN,,NaN,,NaN,,,
12358,30,108,NaN,12,78,NaN,100,NaN,78,NaN,148,7,84
12359,,,NaN,,,NaN,,NaN,,NaN,,,
12360,30,108,NaN,12,78,NaN,100,NaN,78,NaN,149,7,83
12361,,,NaN,,,NaN,,NaN,,NaN,,,
12362,30,107,NaN,12,77,NaN,100,NaN,77,NaN,147,7,83
12363,,,NaN,,,NaN,,NaN,,NaN,,,
12364,31,103,NaN,12,77,NaN,100,NaN,77,NaN,148,7,75
12365,,,NaN,,,NaN,,NaN,,NaN,,,
12366,31,103,NaN,12,81,NaN,100,NaN,77,NaN,143,8,79
12367,,,NaN,,,NaN,,NaN,,NaN,,,
12368,31,107,NaN,12,78,NaN,100,NaN,78,NaN,147,8,85
12369,,,NaN,,,NaN,,NaN,,NaN,,,
12370,30,109,NaN,12,79,NaN,100,NaN,79,NaN,150,7,86
12371,,,NaN,,,NaN,,NaN,,NaN,,,
12372,30,110,NaN,12,76,NaN,100,NaN,79,NaN,150,7,85
12373,,,NaN,,,NaN,,NaN,,NaN,,,
12374,30,111,NaN,12,79,NaN,100,NaN,80,NaN,151,7,85
12375,,,NaN,,,NaN,,NaN,,NaN,,,
12376,30,109,NaN,12,79,NaN,100,NaN,80,NaN,148,7,83
12377,,,NaN,,,NaN,,NaN,,NaN,,,
12378,31,109,NaN,12,78,NaN,100,NaN,79,NaN,148,7,84
12379,,,NaN,,,NaN,,NaN,,NaN,,,
12380,31,109,NaN,12,78,NaN,100,NaN,78,NaN,149,7,83
12381,,,NaN,,,NaN,,NaN,,NaN,,,
12382,31,107,NaN,12,77,NaN,100,NaN,78,NaN,146,6,83
12383,,,NaN,,,NaN,,NaN,,NaN,,,
12384,31,109,NaN,12,77,NaN,100,NaN,78,NaN,150,6,85
12385,,,NaN,,,NaN,,NaN,,NaN,,,
12386,31,109,NaN,12,78,NaN,100,NaN,78,NaN,149,6,85
12387,,,NaN,,,NaN,,NaN,,NaN,,,
12388,31,110,NaN,12,78,NaN,100,NaN,79,NaN,150,7,86
12389,,,NaN,,,NaN,,NaN,,NaN,,,
12390,31,111,NaN,12,79,NaN,100,NaN,79,NaN,151,7,85
12391,,,NaN,,,NaN,,NaN,,NaN,,,
12392,32,110,NaN,12,79,NaN,100,NaN,79,NaN,150,7,84
12393,,,NaN,,,NaN,,NaN,,NaN,,,
12394,32,111,NaN,12,79,NaN,100,NaN,79,NaN,152,7,85
12395,,,NaN,,,NaN,,NaN,,NaN,,,
12396,32,109,NaN,12,78,NaN,100,NaN,79,NaN,149,7,83
12397,,,NaN,,,NaN,,NaN,,NaN,,,
12398,31,109,NaN,12,78,NaN,100,NaN,78,NaN,148,7,84
12399,,,NaN,,,NaN,,NaN,,NaN,,,
12400,31,109,NaN,12,77,NaN,100,NaN,78,NaN,149,7,84
12401,,,NaN,,,NaN,,NaN,,NaN,,,
12402,31,108,NaN,12,77,NaN,100,NaN,77,NaN,147,7,83
12403,,,NaN,,,NaN,,NaN,,NaN,,,
12404,31,109,NaN,12,77,NaN,100,NaN,78,NaN,149,7,84
12405,,,NaN,,,NaN,,NaN,,NaN,,,
12406,31,108,NaN,12,77,NaN,100,NaN,78,NaN,148,7,83
12407,,,NaN,,,NaN,,NaN,,NaN,,,
12408,31,108,NaN,12,77,NaN,100,NaN,78,NaN,148,6,85
12409,,,NaN,,,NaN,,NaN,,NaN,,,
12410,31,110,NaN,12,77,NaN,100,NaN,78,NaN,150,6,85
12411,,,NaN,,,NaN,,NaN,,NaN,,,
12412,31,109,NaN,12,78,NaN,100,NaN,78,NaN,149,7,84
12413,,,NaN,,,NaN,,NaN,,NaN,,,
12414,32,110,NaN,12,78,NaN,100,NaN,79,NaN,151,7,85
12415,,,NaN,,,NaN,,NaN,,NaN,,,
12416,32,110,NaN,12,78,NaN,100,NaN,79,NaN,150,7,84
12417,,,NaN,,,NaN,,NaN,,NaN,,,
12418,32,110,NaN,12,78,NaN,100,NaN,78,NaN,151,7,86
12419,,,NaN,,,NaN,,NaN,,NaN,,,
