time,Solar8000/ETCO2,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ART,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/ART_SBP,Solar8000/CVP,Solar8000/ART_DBP
0,,,NaN,,,NaN,,NaN,,NaN,,,
1,,,-495.6260070800781,,,-494.5040283203125,,-4.9562602043151855,,-4.9562602043151855,,,
2,,,-495.6240234375,,,-494.5020446777344,,-4.956240177154541,,-4.956240177154541,,,
3,,,NaN,,,NaN,,NaN,,NaN,,,
4,,-8,NaN,,,NaN,78,NaN,116,NaN,-8,-11,-8
5,,,NaN,,,NaN,,NaN,,NaN,,,
6,,-8,NaN,,,NaN,78,NaN,116,NaN,-7,-9,-9
7,,,NaN,,,NaN,,NaN,,NaN,,,
8,,-8,NaN,,,NaN,78,NaN,119,NaN,-7,-9,-9
9,,,NaN,,,NaN,,NaN,,NaN,,,
10,,-8,NaN,,,NaN,78,NaN,119,NaN,-8,-10,-8
11,,,NaN,,,NaN,,NaN,,NaN,,,
12,,-8,NaN,,,NaN,78,NaN,109,NaN,-8,-10,-8
13,,,NaN,,,NaN,,NaN,,NaN,,,
14,,-8,NaN,,,NaN,77,NaN,109,NaN,-8,-10,-8
15,,,NaN,,,NaN,,NaN,,NaN,,,
16,,-8,NaN,,,NaN,77,NaN,109,NaN,-8,-10,-8
17,,,NaN,,,NaN,,NaN,,NaN,,,
18,,-8,NaN,,,NaN,77,NaN,109,NaN,-8,-10,-8
19,,,NaN,,,NaN,,NaN,,NaN,,,
20,,-8,NaN,,,NaN,77,NaN,109,NaN,-8,-10,-8
21,,,NaN,,,NaN,,NaN,,NaN,,,
22,,-8,NaN,,,NaN,77,NaN,105,NaN,-8,-10,-8
23,,,NaN,,,NaN,,NaN,,NaN,,,
24,,-8,NaN,,82,NaN,77,NaN,105,NaN,-7,-10,-9
25,,,NaN,,,NaN,,NaN,,NaN,,,
26,,-8,NaN,,81,NaN,78,NaN,105,NaN,-7,-10,-9
27,,,NaN,,,NaN,,NaN,,NaN,,,
28,,-8,NaN,,80,NaN,78,NaN,109,NaN,-7,-10,-9
29,,,NaN,,,NaN,,NaN,,NaN,,,
30,,-8,NaN,,80,NaN,77,NaN,109,NaN,-7,-10,-9
31,,,NaN,,,NaN,,NaN,,NaN,,,
32,,-6,NaN,,80,NaN,76,NaN,112,NaN,-6,-10,-6
33,,,NaN,,,NaN,,NaN,,NaN,,,
34,,-6,NaN,,80,NaN,76,NaN,112,NaN,-6,-10,-6
35,,,NaN,,,NaN,,NaN,,NaN,,,
36,,-7,NaN,,80,NaN,76,NaN,112,NaN,-7,-10,-7
37,,,NaN,,,NaN,,NaN,,NaN,,,
38,,-7,NaN,,80,NaN,76,NaN,112,NaN,-7,-10,-7
39,,,NaN,,,NaN,,NaN,,NaN,,,
40,,-7,NaN,,79,NaN,76,NaN,112,NaN,-7,-11,-7
41,,,NaN,,,NaN,,NaN,,NaN,,,
42,,-7,NaN,,78,NaN,76,NaN,111,NaN,-7,-11,-7
43,,,NaN,,,NaN,,NaN,,NaN,,,
44,,-7,NaN,,78,NaN,,NaN,,NaN,-7,-11,-7
45,,,NaN,,,NaN,,NaN,,NaN,,,
46,,-8,NaN,,78,NaN,,NaN,,NaN,-1,-11,-13
47,,,NaN,,,NaN,,NaN,,NaN,,,
48,,-7,NaN,,79,NaN,,NaN,,NaN,-3,-11,-10
49,,,NaN,,,NaN,,NaN,,NaN,,,
50,,-7,NaN,,81,NaN,77,NaN,117,NaN,-3,-11,-11
51,,,NaN,,,NaN,,NaN,,NaN,,,
52,,-7,NaN,,82,NaN,77,NaN,117,NaN,-3,-11,-9
53,,,NaN,,,NaN,,NaN,,NaN,,,
54,,-7,NaN,,83,NaN,77,NaN,117,NaN,-3,-11,-9
55,,,NaN,,,NaN,,NaN,,NaN,,,
56,,-7,NaN,,84,NaN,77,NaN,117,NaN,-7,-11,-7
57,,,NaN,,,NaN,,NaN,,NaN,,,
58,,-7,NaN,,84,NaN,77,NaN,117,NaN,-7,-11,-7
59,,,NaN,,,NaN,,NaN,,NaN,,,
60,,-6,NaN,,85,NaN,77,NaN,117,NaN,-6,-11,-6
61,,,NaN,,,NaN,,NaN,,NaN,,,
62,,-6,NaN,,85,NaN,,NaN,,NaN,-5,-11,-8
63,,,NaN,,,NaN,,NaN,,NaN,,,
64,,-6,NaN,,85,NaN,,NaN,,NaN,-5,-11,-8
65,,,NaN,,,NaN,,NaN,,NaN,,,
66,,-6,NaN,,84,NaN,,NaN,,NaN,-6,-11,-6
67,,,NaN,,,NaN,,NaN,,NaN,,,
68,,-6,NaN,,85,NaN,,NaN,,NaN,-6,-11,-6
69,,,NaN,,,NaN,,NaN,,NaN,,,
70,,-6,NaN,,86,NaN,,NaN,,NaN,-6,-11,-6
71,,,NaN,,,NaN,,NaN,,NaN,,,
72,,-6,NaN,,86,NaN,,NaN,,NaN,-6,-11,-6
73,,,NaN,,,NaN,,NaN,,NaN,,,
74,,-6,NaN,,83,NaN,,NaN,,NaN,-6,-11,-6
75,,,NaN,,,NaN,,NaN,,NaN,,,
76,,-6,NaN,,81,NaN,,NaN,,NaN,-6,-11,-6
77,,,NaN,,,NaN,,NaN,,NaN,,,
78,,-7,NaN,,80,NaN,,NaN,,NaN,-4,-11,-9
79,,,NaN,,,NaN,,NaN,,NaN,,,
80,,-7,NaN,,79,NaN,,NaN,,NaN,-4,-11,-9
81,,,NaN,,,NaN,,NaN,,NaN,,,
82,,-6,NaN,,78,NaN,,NaN,,NaN,-4,-11,-8
83,,,NaN,,,NaN,,NaN,,NaN,,,
84,,-6,NaN,,77,NaN,,NaN,,NaN,-4,-11,-8
85,,,NaN,,,NaN,,NaN,,NaN,,,
86,,-6,NaN,,77,NaN,,NaN,,NaN,-6,-11,-6
87,,,NaN,,,NaN,,NaN,,NaN,,,
88,,-6,NaN,,77,NaN,,NaN,,NaN,-6,-11,-6
89,,,NaN,,,NaN,,NaN,,NaN,,,
90,,-6,NaN,,77,NaN,,NaN,,NaN,-6,-11,-6
91,,,NaN,,,NaN,,NaN,,NaN,,,
92,,-7,NaN,,77,NaN,,NaN,,NaN,3,-11,-17
93,,,NaN,,,NaN,,NaN,,NaN,,,
94,,-7,NaN,,81,NaN,,NaN,,NaN,3,-11,-17
95,,,NaN,,,NaN,,NaN,,NaN,,,
96,,-6,NaN,,83,NaN,,NaN,,NaN,-6,-11,-6
97,,,NaN,,,NaN,,NaN,,NaN,,,
98,,-6,NaN,,82,NaN,,NaN,,NaN,-6,-11,-6
99,,,NaN,,,NaN,,NaN,,NaN,,,
100,,-6,NaN,,79,NaN,,NaN,,NaN,-6,-11,-6
101,,,NaN,,,NaN,,NaN,,NaN,,,
102,,-6,NaN,,76,NaN,,NaN,,NaN,-6,-11,-6
103,,,NaN,,,NaN,,NaN,,NaN,,,
104,,-8,NaN,,75,NaN,,NaN,,NaN,-8,-11,-8
105,,,NaN,,,NaN,,NaN,,NaN,,,
106,,-8,NaN,,75,NaN,,NaN,,NaN,-8,-11,-8
107,,,NaN,,,NaN,,NaN,,NaN,,,
108,,-8,NaN,,75,NaN,,NaN,,NaN,-8,-11,-8
109,,,NaN,,,NaN,,NaN,,NaN,,,
110,,-8,NaN,,75,NaN,,NaN,,NaN,-8,-11,-8
111,,,NaN,,,NaN,,NaN,,NaN,,,
112,,-8,NaN,,76,NaN,,NaN,,NaN,-8,-10,-8
113,,,NaN,,,NaN,,NaN,,NaN,,,
114,,-8,NaN,,76,NaN,,NaN,,NaN,-8,-10,-8
115,,,NaN,,,NaN,,NaN,,NaN,,,
116,,-8,NaN,,77,NaN,,NaN,,NaN,-6,-10,-12
117,,,NaN,,,NaN,,NaN,,NaN,,,
118,,-8,NaN,,79,NaN,,NaN,,NaN,-5,-10,-11
119,,,NaN,,,NaN,,NaN,,NaN,,,
120,,-8,NaN,,83,NaN,,NaN,,NaN,-5,-10,-11
121,,,NaN,,,NaN,,NaN,,NaN,,,
122,,-8,NaN,,84,NaN,,NaN,,NaN,-8,-10,-8
123,,,NaN,,,NaN,,NaN,,NaN,,,
124,,-8,NaN,,83,NaN,,NaN,,NaN,-8,-11,-8
125,,,NaN,,,NaN,,NaN,,NaN,,,
126,,-8,NaN,,80,NaN,,NaN,,NaN,-5,-11,-12
127,,,NaN,,,NaN,,NaN,,NaN,,,
128,,-8,NaN,,76,NaN,83,NaN,104,NaN,-5,-11,-10
129,,,NaN,,,NaN,,NaN,,NaN,,,
130,,-8,NaN,,75,NaN,83,NaN,104,NaN,-5,-10,-10
131,,,NaN,,,NaN,,NaN,,NaN,,,
132,,-7,NaN,,75,NaN,85,NaN,104,NaN,-5,-10,-10
133,,,NaN,,,NaN,,NaN,,NaN,,,
134,,-7,NaN,,75,NaN,90,NaN,94,NaN,-6,-10,-9
135,,,NaN,,,NaN,,NaN,,NaN,,,
136,,-7,NaN,,75,NaN,93,NaN,87,NaN,-6,-10,-9
137,,,NaN,,,NaN,,NaN,,NaN,,,
138,,-7,NaN,,75,NaN,93,NaN,79,NaN,-6,-10,-9
139,,,NaN,,,NaN,,NaN,,NaN,,,
140,,-7,NaN,,75,NaN,93,NaN,79,NaN,-6,-10,-9
141,,,NaN,,,NaN,,NaN,,NaN,,,
142,,-8,NaN,,75,NaN,94,NaN,81,NaN,-8,-10,-8
143,,,NaN,,,NaN,,NaN,,NaN,,,
144,,-8,NaN,,75,NaN,93,NaN,81,NaN,-8,-10,-8
145,,,NaN,,,NaN,,NaN,,NaN,,,
146,,-8,NaN,,75,NaN,93,NaN,81,NaN,-8,-10,-8
147,,,NaN,,,NaN,,NaN,,NaN,,,
148,,-8,NaN,,75,NaN,94,NaN,82,NaN,-5,-10,-11
149,,,NaN,,,NaN,,NaN,,NaN,,,
150,,-8,NaN,,76,NaN,95,NaN,80,NaN,-5,-10,-11
151,,,NaN,,,NaN,,NaN,,NaN,,,
152,,-8,NaN,,75,NaN,95,NaN,81,NaN,-8,-10,-8
153,,,NaN,,,NaN,,NaN,,NaN,,,
154,,-8,NaN,,75,NaN,95,NaN,79,NaN,-8,-10,-8
155,,,NaN,,,NaN,,NaN,,NaN,,,
156,,-8,NaN,,75,NaN,95,NaN,76,NaN,-8,-10,-8
157,,,NaN,,,NaN,,NaN,,NaN,,,
158,,-8,NaN,,75,NaN,95,NaN,74,NaN,-8,-10,-8
159,,,NaN,,,NaN,,NaN,,NaN,,,
160,,-8,NaN,,75,NaN,95,NaN,74,NaN,-8,-10,-8
161,,,NaN,,,NaN,,NaN,,NaN,,,
162,0,-8,NaN,,76,NaN,96,NaN,74,NaN,-8,-10,-8
163,,,NaN,,,NaN,,NaN,,NaN,,,
164,0,-8,NaN,,76,NaN,96,NaN,74,NaN,-8,-10,-8
165,,,NaN,,,NaN,,NaN,,NaN,,,
166,0,-8,NaN,,76,NaN,96,NaN,74,NaN,-8,-10,-8
167,,,NaN,,,NaN,,NaN,,NaN,,,
168,0,-8,NaN,,75,NaN,95,NaN,74,NaN,-8,-10,-8
169,,,NaN,,,NaN,,NaN,,NaN,,,
170,0,-8,NaN,,75,NaN,96,NaN,74,NaN,-8,-10,-8
171,,,NaN,,,NaN,,NaN,,NaN,,,
172,0,-8,NaN,,76,NaN,96,NaN,76,NaN,-8,-10,-8
173,,,NaN,,,NaN,,NaN,,NaN,,,
174,0,-8,NaN,,79,NaN,96,NaN,79,NaN,-8,-10,-8
175,,,NaN,,,NaN,,NaN,,NaN,,,
176,0,-8,NaN,,80,NaN,97,NaN,80,NaN,-8,-10,-8
177,,,NaN,,,NaN,,NaN,,NaN,,,
178,0,-8,NaN,,80,NaN,96,NaN,80,NaN,-8,-10,-8
179,,,NaN,,,NaN,,NaN,,NaN,,,
180,0,-8,NaN,,77,NaN,97,NaN,79,NaN,-8,-10,-8
181,,,NaN,,,NaN,,NaN,,NaN,,,
182,0,-8,NaN,,75,NaN,96,NaN,76,NaN,-8,-10,-8
183,,,NaN,,,NaN,,NaN,,NaN,,,
184,0,-8,NaN,,75,NaN,96,NaN,76,NaN,-8,-10,-8
185,,,NaN,,,NaN,,NaN,,NaN,,,
186,0,-8,NaN,,76,NaN,96,NaN,76,NaN,-8,-10,-8
187,,,NaN,,,NaN,,NaN,,NaN,,,
188,0,-8,NaN,,77,NaN,96,NaN,77,NaN,-8,-10,-8
189,,,NaN,,,NaN,,NaN,,NaN,,,
190,0,-8,NaN,,77,NaN,96,NaN,78,NaN,-8,-10,-8
191,,,NaN,,,NaN,,NaN,,NaN,,,
192,0,-8,NaN,,78,NaN,96,NaN,78,NaN,-8,-10,-8
193,,,NaN,,,NaN,,NaN,,NaN,,,
194,0,-8,NaN,,78,NaN,96,NaN,78,NaN,-8,-10,-8
195,,,NaN,,,NaN,,NaN,,NaN,,,
196,0,-8,NaN,,78,NaN,96,NaN,79,NaN,-8,-10,-8
197,,,NaN,,,NaN,,NaN,,NaN,,,
198,0,-8,NaN,,78,NaN,96,NaN,79,NaN,-8,-10,-8
199,,,NaN,,,NaN,,NaN,,NaN,,,
200,0,-7,NaN,,79,NaN,96,NaN,79,NaN,-7,-10,-7
201,,,NaN,,,NaN,,NaN,,NaN,,,
202,0,-7,NaN,,79,NaN,96,NaN,79,NaN,-7,-11,-7
203,,,NaN,,,NaN,,NaN,,NaN,,,
204,0,-7,NaN,,79,NaN,96,NaN,80,NaN,-7,-11,-7
205,,,NaN,,,NaN,,NaN,,NaN,,,
206,0,-7,NaN,,79,NaN,96,NaN,80,NaN,-7,-10,-7
207,,,NaN,,,NaN,,NaN,,NaN,,,
208,0,-8,NaN,,80,NaN,96,NaN,80,NaN,-8,-10,-8
209,,,NaN,,,NaN,,NaN,,NaN,,,
210,0,-8,NaN,,81,NaN,96,NaN,81,NaN,-8,-10,-8
211,,,NaN,,,NaN,,NaN,,NaN,,,
212,0,-8,NaN,,81,NaN,96,NaN,82,NaN,-8,-10,-8
213,,,NaN,,,NaN,,NaN,,NaN,,,
214,0,-8,NaN,,83,NaN,96,NaN,85,NaN,-8,-11,-8
215,,,NaN,,,NaN,,NaN,,NaN,,,
216,0,-8,NaN,,89,NaN,96,NaN,86,NaN,-8,-11,-8
217,,,NaN,,,NaN,,NaN,,NaN,,,
218,0,-8,NaN,,87,NaN,96,NaN,86,NaN,-8,-11,-8
219,,,NaN,,,NaN,,NaN,,NaN,,,
220,0,-8,NaN,,84,NaN,96,NaN,86,NaN,-8,-11,-8
221,,,NaN,,,NaN,,NaN,,NaN,,,
222,0,-8,NaN,,81,NaN,96,NaN,85,NaN,-8,-11,-8
223,,,NaN,,,NaN,,NaN,,NaN,,,
224,0,-8,NaN,,82,NaN,96,NaN,83,NaN,-8,-11,-8
225,,,NaN,,,NaN,,NaN,,NaN,,,
226,0,-8,NaN,,82,NaN,96,NaN,82,NaN,-8,-11,-8
227,,,NaN,,,NaN,,NaN,,NaN,,,
228,0,-8,NaN,,79,NaN,96,NaN,81,NaN,-8,-11,-8
229,,,NaN,,,NaN,,NaN,,NaN,,,
230,0,-8,NaN,,77,NaN,95,NaN,79,NaN,-8,-11,-8
231,,,NaN,,,NaN,,NaN,,NaN,,,
232,0,-8,NaN,,77,NaN,96,NaN,78,NaN,-8,-11,-8
233,,,NaN,,,NaN,,NaN,,NaN,,,
234,,-8,NaN,,78,NaN,96,NaN,79,NaN,-8,-11,-8
235,,,NaN,,,NaN,,NaN,,NaN,,,
236,,-8,NaN,,79,NaN,96,NaN,79,NaN,-8,-11,-8
237,,,NaN,,,NaN,,NaN,,NaN,,,
238,,-8,NaN,,80,NaN,96,NaN,81,NaN,-8,-11,-8
239,,,NaN,,,NaN,,NaN,,NaN,,,
240,,-8,NaN,,80,NaN,96,NaN,81,NaN,-8,-11,-8
241,,,NaN,,,NaN,,NaN,,NaN,,,
242,,-8,NaN,,82,NaN,96,NaN,82,NaN,-8,-11,-8
243,,,NaN,,,NaN,,NaN,,NaN,,,
244,,-8,NaN,,82,NaN,96,NaN,83,NaN,-8,-11,-8
245,,,NaN,,,NaN,,NaN,,NaN,,,
246,,-8,NaN,,87,NaN,96,NaN,87,NaN,-8,-11,-8
247,,,NaN,,,NaN,,NaN,,NaN,,,
248,,-8,NaN,,87,NaN,96,NaN,87,NaN,-8,-11,-8
249,,,NaN,,,NaN,,NaN,,NaN,,,
250,,-8,NaN,,85,NaN,96,NaN,86,NaN,-8,-11,-8
251,,,NaN,,,NaN,,NaN,,NaN,,,
252,,-8,NaN,,81,NaN,96,NaN,83,NaN,-8,-11,-8
253,,,NaN,,,NaN,,NaN,,NaN,,,
254,,-8,NaN,,81,NaN,95,NaN,82,NaN,-8,-11,-8
255,,,NaN,,,NaN,,NaN,,NaN,,,
256,,-8,NaN,,81,NaN,96,NaN,81,NaN,-8,-11,-8
257,,,NaN,,,NaN,,NaN,,NaN,,,
258,,-8,NaN,,82,NaN,96,NaN,82,NaN,-8,-11,-8
259,,,NaN,,,NaN,,NaN,,NaN,,,
260,,-8,NaN,,82,NaN,96,NaN,82,NaN,-8,-11,-8
261,,,NaN,,,NaN,,NaN,,NaN,,,
262,,-8,NaN,,82,NaN,95,NaN,82,NaN,-8,-11,-8
263,,,NaN,,,NaN,,NaN,,NaN,,,
264,,-8,NaN,,82,NaN,95,NaN,83,NaN,-8,-11,-8
265,,,NaN,,,NaN,,NaN,,NaN,,,
266,,-8,NaN,,83,NaN,96,NaN,83,NaN,-8,-11,-8
267,,,NaN,,,NaN,,NaN,,NaN,,,
268,,-7,NaN,,83,NaN,96,NaN,84,NaN,-7,-11,-7
269,,,NaN,,,NaN,,NaN,,NaN,,,
270,,-7,NaN,,84,NaN,96,NaN,85,NaN,-7,-11,-7
271,,,NaN,,,NaN,,NaN,,NaN,,,
272,,-7,NaN,,88,NaN,96,NaN,88,NaN,-7,-11,-7
273,,,NaN,,,NaN,,NaN,,NaN,,,
274,,-7,NaN,,88,NaN,96,NaN,88,NaN,-7,-11,-7
275,,,NaN,,,NaN,,NaN,,NaN,,,
276,,-7,NaN,,86,NaN,97,NaN,87,NaN,-7,-11,-7
277,,,NaN,,,NaN,,NaN,,NaN,,,
278,,-7,NaN,,82,NaN,97,NaN,84,NaN,-7,-11,-9
279,,,NaN,,,NaN,,NaN,,NaN,,,
280,,-8,NaN,,80,NaN,97,NaN,81,NaN,-6,-11,-10
281,,,NaN,,,NaN,,NaN,,NaN,,,
282,,-8,NaN,,79,NaN,97,NaN,79,NaN,-6,-11,-10
283,,,NaN,,,NaN,,NaN,,NaN,,,
284,,-8,NaN,,78,NaN,98,NaN,79,NaN,-6,-11,-9
285,,,NaN,,,NaN,,NaN,,NaN,,,
286,,-8,NaN,,78,NaN,98,NaN,78,NaN,-6,-11,-9
287,,,NaN,,,NaN,,NaN,,NaN,,,
288,,-8,NaN,,77,NaN,100,NaN,78,NaN,-6,-11,-9
289,,,NaN,,,NaN,,NaN,,NaN,,,
290,,-8,NaN,,77,NaN,100,NaN,77,NaN,-8,-11,-8
291,,,NaN,,,NaN,,NaN,,NaN,,,
292,,-8,NaN,,76,NaN,100,NaN,77,NaN,-8,-11,-8
293,,,NaN,,,NaN,,NaN,,NaN,,,
294,,-8,NaN,,76,NaN,100,NaN,76,NaN,-8,-11,-10
295,,,NaN,,,NaN,,NaN,,NaN,,,
296,,-8,NaN,,79,NaN,100,NaN,76,NaN,-8,-11,-10
297,,,NaN,,,NaN,,NaN,,NaN,,,
298,,-8,NaN,,75,NaN,100,NaN,76,NaN,-8,-11,-8
299,,,NaN,,,NaN,,NaN,,NaN,,,
300,,-8,NaN,,75,NaN,100,NaN,75,NaN,-8,-11,-8
301,,,NaN,,,NaN,,NaN,,NaN,,,
302,,-8,NaN,,75,NaN,100,NaN,75,NaN,-8,-11,-8
303,,,NaN,,,NaN,,NaN,,NaN,,,
304,,-8,NaN,,74,NaN,100,NaN,75,NaN,-8,-11,-8
305,,,NaN,,,NaN,,NaN,,NaN,,,
306,,-8,NaN,,73,NaN,100,NaN,74,NaN,-8,-11,-8
307,,,NaN,,,NaN,,NaN,,NaN,,,
308,,-8,NaN,,71,NaN,100,NaN,73,NaN,-8,-11,-8
309,,,NaN,,,NaN,,NaN,,NaN,,,
310,,-8,NaN,,70,NaN,100,NaN,70,NaN,-8,-11,-8
311,,,NaN,,,NaN,,NaN,,NaN,,,
312,,-8,NaN,,69,NaN,100,NaN,69,NaN,-8,-10,-8
313,,,NaN,,,NaN,,NaN,,NaN,,,
314,,-8,NaN,,69,NaN,100,NaN,68,NaN,-8,-10,-8
315,,,NaN,,,NaN,,NaN,,NaN,,,
316,,-8,NaN,,68,NaN,100,NaN,69,NaN,-8,-10,-8
317,,,NaN,,,NaN,,NaN,,NaN,,,
318,,-8,NaN,,68,NaN,100,NaN,69,NaN,-8,-10,-8
319,,,NaN,,,NaN,,NaN,,NaN,,,
320,,-8,NaN,,68,NaN,100,NaN,69,NaN,-8,-10,-8
321,,,NaN,,,NaN,,NaN,,NaN,,,
322,,-8,NaN,,68,NaN,100,NaN,69,NaN,-8,-10,-8
323,,,NaN,,,NaN,,NaN,,NaN,,,
324,,-8,NaN,,67,NaN,100,NaN,69,NaN,-8,-10,-8
325,,,NaN,,,NaN,,NaN,,NaN,,,
326,,-8,NaN,,66,NaN,100,NaN,68,NaN,-8,-11,-8
327,,,NaN,,,NaN,,NaN,,NaN,,,
328,,-8,NaN,,65,NaN,100,NaN,67,NaN,-8,-11,-8
329,,,NaN,,,NaN,,NaN,,NaN,,,
330,,-8,NaN,,65,NaN,100,NaN,67,NaN,-8,-11,-8
331,,,NaN,,,NaN,,NaN,,NaN,,,
332,,-8,NaN,,63,NaN,100,NaN,67,NaN,-8,-11,-8
333,,,NaN,,,NaN,,NaN,,NaN,,,
334,,-8,NaN,,63,NaN,100,NaN,68,NaN,-8,-11,-8
335,,,NaN,,,NaN,,NaN,,NaN,,,
336,,-8,NaN,,63,NaN,100,NaN,68,NaN,-8,-11,-8
337,,,NaN,,,NaN,,NaN,,NaN,,,
338,,-7,NaN,,62,NaN,100,NaN,67,NaN,-7,-11,-7
339,,,NaN,,,NaN,,NaN,,NaN,,,
340,,-7,NaN,,63,NaN,100,NaN,67,NaN,-7,-11,-7
341,,,NaN,,,NaN,,NaN,,NaN,,,
342,,-7,NaN,,62,NaN,100,NaN,65,NaN,-7,-11,-7
343,,,NaN,,,NaN,,NaN,,NaN,,,
344,,-7,NaN,,63,NaN,100,NaN,65,NaN,-7,-11,-7
345,,,NaN,,,NaN,,NaN,,NaN,,,
346,,-7,NaN,,63,NaN,100,NaN,64,NaN,-7,-11,-7
347,,,NaN,,,NaN,,NaN,,NaN,,,
348,,-7,NaN,,64,NaN,100,NaN,64,NaN,-7,-11,-7
349,,,NaN,,,NaN,,NaN,,NaN,,,
350,,-7,NaN,,64,NaN,100,NaN,64,NaN,-7,-11,-7
351,,,NaN,,,NaN,,NaN,,NaN,,,
352,,-7,NaN,,64,NaN,100,NaN,64,NaN,-7,-11,-7
353,,,NaN,,,NaN,,NaN,,NaN,,,
354,,-8,NaN,,64,NaN,100,NaN,64,NaN,-8,-11,-8
355,,,NaN,,,NaN,,NaN,,NaN,,,
356,,-8,NaN,,65,NaN,100,NaN,65,NaN,-8,-11,-8
357,,,NaN,,,NaN,,NaN,,NaN,,,
358,,-10,NaN,,65,NaN,100,NaN,65,NaN,32,-11,-62
359,,,NaN,,,NaN,,NaN,,NaN,,,
360,,4,NaN,,65,NaN,100,NaN,65,NaN,88,-11,-73
361,,,NaN,,,NaN,,NaN,,NaN,,,
362,,6,NaN,,64,NaN,100,NaN,65,NaN,100,-11,
363,,,NaN,,,NaN,,NaN,,NaN,,,
364,,1,NaN,,64,NaN,100,NaN,64,NaN,200,-11,
365,,,NaN,,,NaN,,NaN,,NaN,,,
366,,10,NaN,,64,NaN,100,NaN,64,NaN,64,-11,-40
367,,,NaN,,,NaN,,NaN,,NaN,,,
368,,12,NaN,,63,NaN,100,NaN,63,NaN,65,-10,-24
369,,,NaN,,,NaN,,NaN,,NaN,,,
370,,15,NaN,,63,NaN,100,NaN,63,NaN,56,-10,-23
371,,,NaN,,,NaN,,NaN,,NaN,,,
372,,14,NaN,,64,NaN,100,NaN,63,NaN,112,-10,-56
373,,,NaN,,,NaN,,NaN,,NaN,,,
374,,14,NaN,,64,NaN,100,NaN,63,NaN,,-10,
375,,,NaN,,,NaN,,NaN,,NaN,,,
376,,26,NaN,,64,NaN,100,NaN,63,NaN,,-10,
377,,,NaN,,,NaN,,NaN,,NaN,,,
378,,24,NaN,,64,NaN,100,NaN,64,NaN,,-10,
379,,,NaN,,,NaN,,NaN,,NaN,,,
380,,23,NaN,,63,NaN,100,NaN,64,NaN,,-10,
381,,,NaN,,,NaN,,NaN,,NaN,,,
382,,21,NaN,,63,NaN,100,NaN,64,NaN,,-10,
383,,,NaN,,,NaN,,NaN,,NaN,,,
384,,18,NaN,,63,NaN,100,NaN,64,NaN,21,-10,11
385,,,NaN,,,NaN,,NaN,,NaN,,,
386,,19,NaN,,63,NaN,100,NaN,64,NaN,42,-10,-5
387,,,NaN,,,NaN,,NaN,,NaN,,,
388,,16,NaN,,64,NaN,100,NaN,64,NaN,36,-10,-21
389,,,NaN,,,NaN,,NaN,,NaN,,,
390,,16,NaN,,64,NaN,100,NaN,64,NaN,44,-11,-7
391,,,NaN,,,NaN,,NaN,,NaN,,,
392,,23,NaN,,64,NaN,100,NaN,64,NaN,31,-11,18
393,,,NaN,,,NaN,,NaN,,NaN,,,
394,,24,NaN,,64,NaN,100,NaN,64,NaN,40,-10,10
395,,,NaN,,,NaN,,NaN,,NaN,,,
396,,24,NaN,,64,NaN,100,NaN,64,NaN,,-10,
397,,,NaN,,,NaN,,NaN,,NaN,,,
398,,23,NaN,,64,NaN,100,NaN,64,NaN,,-10,
399,,,NaN,,,NaN,,NaN,,NaN,,,
400,,16,NaN,,63,NaN,100,NaN,64,NaN,,-10,
401,,,NaN,,,NaN,,NaN,,NaN,,,
402,,7,NaN,,63,NaN,100,NaN,64,NaN,,-10,
403,,,NaN,,,NaN,,NaN,,NaN,,,
404,,6,NaN,,63,NaN,100,NaN,64,NaN,28,-10,-17
405,,,NaN,,,NaN,,NaN,,NaN,,,
406,,8,NaN,,64,NaN,100,NaN,64,NaN,27,-11,1
407,,,NaN,,,NaN,,NaN,,NaN,,,
408,,8,NaN,,64,NaN,100,NaN,65,NaN,,-11,
409,,,NaN,,,NaN,,NaN,,NaN,,,
410,,80,NaN,,65,NaN,100,NaN,65,NaN,,-10,
411,,,NaN,,,NaN,,NaN,,NaN,,,
412,,90,NaN,,65,NaN,100,NaN,65,NaN,,-10,
413,,,NaN,,,NaN,,NaN,,NaN,,,
414,,92,NaN,,66,NaN,100,NaN,66,NaN,,-11,
415,,,NaN,,,NaN,,NaN,,NaN,,,
416,,94,NaN,,66,NaN,100,NaN,66,NaN,,-11,
417,,,NaN,,,NaN,,NaN,,NaN,,,
418,,90,NaN,,66,NaN,100,NaN,66,NaN,,-11,
419,,,NaN,,,NaN,,NaN,,NaN,,,
420,,82,NaN,,66,NaN,100,NaN,66,NaN,,-11,
421,,,NaN,,,NaN,,NaN,,NaN,,,
422,,81,NaN,,66,NaN,100,NaN,67,NaN,,-11,
423,,,NaN,,,NaN,,NaN,,NaN,,,
424,,82,NaN,,66,NaN,100,NaN,67,NaN,87,-11,77
425,,,NaN,,,NaN,,NaN,,NaN,,,
426,,83,NaN,,66,NaN,100,NaN,66,NaN,92,-11,74
427,,,NaN,,,NaN,,NaN,,NaN,,,
428,,86,NaN,,66,NaN,100,NaN,66,NaN,90,-11,82
429,,,NaN,,,NaN,,NaN,,NaN,,,
