time,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/ETCO2,Solar8000/HR,SNUADC/ECG_II,Solar8000/PLETH_SPO2
13907,85,17,11,148,NaN,71,NaN,98,NaN,33,86,NaN,100
13908,,,,,NaN,,NaN,,NaN,,,NaN,
13909,80,17,11,147,NaN,76,NaN,101,NaN,33,84,NaN,100
13910,,,,,NaN,,NaN,,NaN,,,NaN,
13911,80,17,11,156,NaN,87,NaN,108,NaN,33,93,NaN,100
13912,,,,,NaN,,NaN,,NaN,,,NaN,
13913,87,17,11,147,NaN,80,NaN,102,NaN,33,97,NaN,100
13914,,,,,NaN,,NaN,,NaN,,,NaN,
13915,88,17,11,146,NaN,77,NaN,101,NaN,33,106,NaN,100
13916,,,,,NaN,,NaN,,NaN,,,NaN,
13917,91,17,11,147,NaN,86,NaN,106,NaN,33,97,NaN,100
13918,,,,,NaN,,NaN,,NaN,,,NaN,
13919,98,17,11,150,NaN,82,NaN,104,NaN,33,101,NaN,100
13920,,,,,NaN,,NaN,,NaN,,,NaN,
13921,98,17,11,149,NaN,77,NaN,103,NaN,33,103,NaN,100
13922,,,,,NaN,,NaN,,NaN,,,NaN,
13923,100,17,11,142,NaN,74,NaN,100,NaN,33,110,NaN,100
13924,,,,,NaN,,NaN,,NaN,,,NaN,
13925,100,17,11,147,NaN,71,NaN,99,NaN,34,97,NaN,100
13926,,,,,NaN,,NaN,,NaN,,,NaN,
13927,102,17,11,135,NaN,70,NaN,95,NaN,34,99,NaN,100
13928,,,,,NaN,,NaN,,NaN,,,NaN,
13929,94,17,12,138,NaN,75,NaN,96,NaN,34,88,NaN,100
13930,,,,,NaN,,NaN,,NaN,,,NaN,
13931,86,17,12,141,NaN,80,NaN,99,NaN,34,82,NaN,100
13932,,,,,NaN,,NaN,,NaN,,,NaN,
13933,86,17,11,148,NaN,69,NaN,97,NaN,33,82,NaN,100
13934,,,,,NaN,,NaN,,NaN,,,NaN,
13935,82,17,11,143,NaN,75,NaN,99,NaN,33,93,NaN,100
13936,,,,,NaN,,NaN,,NaN,,,NaN,
13937,79,17,10,146,NaN,75,NaN,100,NaN,33,94,NaN,100
13938,,,,,NaN,,NaN,,NaN,,,NaN,
13939,77,17,10,148,NaN,78,NaN,102,NaN,33,94,NaN,100
13940,,,,,NaN,,NaN,,NaN,,,NaN,
13941,83,17,10,148,NaN,73,NaN,101,NaN,33,97,NaN,100
13942,,,,,NaN,,NaN,,NaN,,,NaN,
13943,84,17,10,151,NaN,81,NaN,104,NaN,33,96,NaN,100
13944,,,,,NaN,,NaN,,NaN,,,NaN,
13945,88,17,11,149,NaN,79,NaN,103,NaN,33,94,NaN,100
13946,,,,,NaN,,NaN,,NaN,,,NaN,
13947,91,17,11,147,NaN,85,NaN,106,NaN,33,91,NaN,100
13948,,,,,NaN,,NaN,,NaN,,,NaN,
13949,91,17,11,157,NaN,80,NaN,106,NaN,33,99,NaN,100
13950,,,,,NaN,,NaN,,NaN,,,NaN,
13951,92,17,11,147,NaN,75,NaN,103,NaN,33,110,NaN,100
13952,,,,,NaN,,NaN,,NaN,,,NaN,
13953,93,17,11,137,NaN,81,NaN,101,NaN,33,116,NaN,100
13954,,,,,NaN,,NaN,,NaN,,,NaN,
13955,90,17,11,157,NaN,86,NaN,106,NaN,33,109,NaN,100
13956,,,,,NaN,,NaN,,NaN,,,NaN,
13957,90,17,11,154,NaN,88,NaN,107,NaN,34,126,NaN,100
13958,,,,,NaN,,NaN,,NaN,,,NaN,
13959,93,17,10,148,NaN,79,NaN,104,NaN,34,132,NaN,100
13960,,,,,NaN,,NaN,,NaN,,,NaN,
13961,90,17,10,146,NaN,77,NaN,103,NaN,34,117,NaN,100
13962,,,,,NaN,,NaN,,NaN,,,NaN,
13963,96,17,10,145,NaN,86,NaN,105,NaN,34,112,NaN,100
13964,,,,,NaN,,NaN,,NaN,,,NaN,
13965,99,17,10,148,NaN,79,NaN,104,NaN,33,112,NaN,100
13966,,,,,NaN,,NaN,,NaN,,,NaN,
13967,105,17,11,154,NaN,84,NaN,107,NaN,33,124,NaN,100
13968,,,,,NaN,,NaN,,NaN,,,NaN,
13969,96,17,11,141,NaN,73,NaN,100,NaN,33,123,NaN,100
13970,,,,,NaN,,NaN,,NaN,,,NaN,
13971,95,17,11,143,NaN,70,NaN,98,NaN,34,103,NaN,100
13972,,,,,NaN,,NaN,,NaN,,,NaN,
13973,95,17,11,139,NaN,66,NaN,94,NaN,34,88,NaN,100
13974,,,,,NaN,,NaN,,NaN,,,NaN,
13975,87,17,11,137,NaN,71,NaN,95,NaN,34,88,NaN,100
13976,,,,,NaN,,NaN,,NaN,,,NaN,
13977,81,17,11,144,NaN,86,NaN,103,NaN,34,84,NaN,100
13978,,,,,NaN,,NaN,,NaN,,,NaN,
13979,71,17,11,154,NaN,82,NaN,106,NaN,34,114,NaN,100
13980,,,,,NaN,,NaN,,NaN,,,NaN,
13981,76,17,10,151,NaN,83,NaN,107,NaN,34,114,NaN,100
13982,,,,,NaN,,NaN,,NaN,,,NaN,
13983,80,17,10,151,NaN,79,NaN,104,NaN,34,108,NaN,100
13984,,,,,NaN,,NaN,,NaN,,,NaN,
13985,85,17,11,149,NaN,75,NaN,102,NaN,34,103,NaN,100
13986,,,,,NaN,,NaN,,NaN,,,NaN,
13987,88,17,11,146,NaN,76,NaN,102,NaN,34,93,NaN,100
13988,,,,,NaN,,NaN,,NaN,,,NaN,
13989,97,17,11,148,NaN,72,NaN,100,NaN,34,94,NaN,100
13990,,,,,NaN,,NaN,,NaN,,,NaN,
13991,93,17,11,143,NaN,74,NaN,99,NaN,34,98,NaN,100
13992,,,,,NaN,,NaN,,NaN,,,NaN,
13993,88,17,11,142,NaN,78,NaN,101,NaN,34,97,NaN,100
13994,,,,,NaN,,NaN,,NaN,,,NaN,
13995,84,17,11,149,NaN,75,NaN,101,NaN,34,101,NaN,100
13996,,,,,NaN,,NaN,,NaN,,,NaN,
13997,82,17,11,144,NaN,70,NaN,98,NaN,34,101,NaN,100
13998,,,,,NaN,,NaN,,NaN,,,NaN,
13999,81,17,11,139,NaN,66,NaN,95,NaN,34,90,NaN,100
14000,,,,,NaN,,NaN,,NaN,,,NaN,
14001,83,17,11,137,NaN,78,NaN,97,NaN,34,85,NaN,100
14002,,,,,NaN,,NaN,,NaN,,,NaN,
14003,79,17,11,142,NaN,78,NaN,98,NaN,34,82,NaN,100
14004,,,,,NaN,,NaN,,NaN,,,NaN,
14005,79,17,11,139,NaN,68,NaN,94,NaN,34,88,NaN,100
14006,,,,,NaN,,NaN,,NaN,,,NaN,
14007,75,17,11,138,NaN,57,NaN,94,NaN,34,91,NaN,100
14008,,,,,NaN,,NaN,,NaN,,,NaN,
14009,74,17,11,137,NaN,75,NaN,96,NaN,33,86,NaN,100
14010,,,,,NaN,,NaN,,NaN,,,NaN,
14011,71,17,11,132,NaN,69,NaN,92,NaN,33,86,NaN,100
14012,,,,,NaN,,NaN,,NaN,,,NaN,
14013,72,17,11,139,NaN,69,NaN,94,NaN,33,82,NaN,100
14014,,,,,NaN,,NaN,,NaN,,,NaN,
14015,74,17,11,136,NaN,70,NaN,95,NaN,33,82,NaN,100
14016,,,,,NaN,,NaN,,NaN,,,NaN,
14017,76,17,11,134,NaN,73,NaN,95,NaN,34,85,NaN,100
14018,,,,,NaN,,NaN,,NaN,,,NaN,
14019,75,17,11,139,NaN,79,NaN,98,NaN,34,90,NaN,100
14020,,,,,NaN,,NaN,,NaN,,,NaN,
14021,78,17,11,149,NaN,83,NaN,103,NaN,34,90,NaN,100
14022,,,,,NaN,,NaN,,NaN,,,NaN,
14023,78,17,11,146,NaN,77,NaN,100,NaN,33,101,NaN,100
14024,,,,,NaN,,NaN,,NaN,,,NaN,
14025,77,17,11,140,NaN,79,NaN,100,NaN,33,96,NaN,100
14026,,,,,NaN,,NaN,,NaN,,,NaN,
14027,75,17,10,145,NaN,80,NaN,102,NaN,33,104,NaN,100
14028,,,,,NaN,,NaN,,NaN,,,NaN,
14029,73,17,10,149,NaN,83,NaN,105,NaN,33,107,NaN,100
14030,,,,,NaN,,NaN,,NaN,,,NaN,
14031,76,17,10,142,NaN,71,NaN,98,NaN,33,107,NaN,100
14032,,,,,NaN,,NaN,,NaN,,,NaN,
14033,76,17,10,139,NaN,74,NaN,98,NaN,33,108,NaN,100
14034,,,,,NaN,,NaN,,NaN,,,NaN,
14035,75,17,10,138,NaN,69,NaN,97,NaN,33,95,NaN,100
14036,,,,,NaN,,NaN,,NaN,,,NaN,
14037,75,17,10,138,NaN,73,NaN,97,NaN,33,93,NaN,100
14038,,,,,NaN,,NaN,,NaN,,,NaN,
14039,73,17,10,134,NaN,71,NaN,94,NaN,34,87,NaN,100
14040,,,,,NaN,,NaN,,NaN,,,NaN,
14041,72,17,10,137,NaN,75,NaN,96,NaN,34,93,NaN,100
14042,,,,,NaN,,NaN,,NaN,,,NaN,
14043,71,17,10,139,NaN,77,NaN,98,NaN,34,93,NaN,100
14044,,,,,NaN,,NaN,,NaN,,,NaN,
14045,72,17,10,143,NaN,72,NaN,97,NaN,34,93,NaN,100
14046,,,,,NaN,,NaN,,NaN,,,NaN,
14047,78,17,10,143,NaN,75,NaN,98,NaN,34,94,NaN,100
14048,,,,,NaN,,NaN,,NaN,,,NaN,
14049,79,17,10,137,NaN,71,NaN,95,NaN,34,90,NaN,100
14050,,,,,NaN,,NaN,,NaN,,,NaN,
14051,83,17,10,139,NaN,72,NaN,95,NaN,34,91,NaN,100
14052,,,,,NaN,,NaN,,NaN,,,NaN,
14053,84,17,10,137,NaN,67,NaN,93,NaN,34,86,NaN,100
14054,,,,,NaN,,NaN,,NaN,,,NaN,
14055,82,17,10,139,NaN,69,NaN,94,NaN,34,88,NaN,100
14056,,,,,NaN,,NaN,,NaN,,,NaN,
14057,82,17,10,138,NaN,73,NaN,96,NaN,34,88,NaN,100
14058,,,,,NaN,,NaN,,NaN,,,NaN,
14059,83,17,10,144,NaN,82,NaN,102,NaN,34,95,NaN,100
14060,,,,,NaN,,NaN,,NaN,,,NaN,
14061,86,17,10,135,NaN,75,NaN,97,NaN,34,102,NaN,100
14062,,,,,NaN,,NaN,,NaN,,,NaN,
14063,85,17,10,143,NaN,68,NaN,95,NaN,34,98,NaN,100
14064,,,,,NaN,,NaN,,NaN,,,NaN,
14065,84,17,11,135,NaN,70,NaN,94,NaN,34,93,NaN,100
14066,,,,,NaN,,NaN,,NaN,,,NaN,
14067,80,17,11,134,NaN,67,NaN,91,NaN,34,87,NaN,100
14068,,,,,NaN,,NaN,,NaN,,,NaN,
14069,79,17,11,134,NaN,71,NaN,93,NaN,34,81,NaN,100
14070,,,,,NaN,,NaN,,NaN,,,NaN,
14071,80,17,11,138,NaN,76,NaN,96,NaN,34,87,NaN,100
14072,,,,,NaN,,NaN,,NaN,,,NaN,
14073,77,17,11,130,NaN,70,NaN,91,NaN,34,85,NaN,100
14074,,,,,NaN,,NaN,,NaN,,,NaN,
14075,75,17,11,122,NaN,68,NaN,88,NaN,34,87,NaN,100
14076,,,,,NaN,,NaN,,NaN,,,NaN,
14077,73,17,11,138,NaN,80,NaN,96,NaN,34,105,NaN,100
14078,,,,,NaN,,NaN,,NaN,,,NaN,
14079,73,17,11,140,NaN,71,NaN,94,NaN,34,110,NaN,100
14080,,,,,NaN,,NaN,,NaN,,,NaN,
14081,72,17,11,139,NaN,80,NaN,98,NaN,34,110,NaN,100
14082,,,,,NaN,,NaN,,NaN,,,NaN,
14083,73,17,10,140,NaN,77,NaN,98,NaN,34,89,NaN,100
14084,,,,,NaN,,NaN,,NaN,,,NaN,
14085,77,17,10,138,NaN,76,NaN,98,NaN,34,90,NaN,100
14086,,,,,NaN,,NaN,,NaN,,,NaN,
14087,78,17,10,144,NaN,70,NaN,97,NaN,34,97,NaN,100
14088,,,,,NaN,,NaN,,NaN,,,NaN,
14089,80,17,10,138,NaN,72,NaN,97,NaN,34,96,NaN,100
14090,,,,,NaN,,NaN,,NaN,,,NaN,
14091,80,17,11,143,NaN,76,NaN,98,NaN,34,96,NaN,100
14092,,,,,NaN,,NaN,,NaN,,,NaN,
14093,80,17,11,139,NaN,74,NaN,98,NaN,34,103,NaN,100
14094,,,,,NaN,,NaN,,NaN,,,NaN,
14095,77,17,10,140,NaN,77,NaN,99,NaN,34,99,NaN,100
14096,,,,,NaN,,NaN,,NaN,,,NaN,
14097,78,17,10,143,NaN,80,NaN,102,NaN,34,107,NaN,100
14098,,,,,NaN,,NaN,,NaN,,,NaN,
14099,83,17,10,148,NaN,73,NaN,100,NaN,34,105,NaN,100
14100,,,,,NaN,,NaN,,NaN,,,NaN,
14101,84,17,10,139,NaN,75,NaN,98,NaN,34,96,NaN,100
14102,,,,,NaN,,NaN,,NaN,,,NaN,
14103,86,17,11,138,NaN,76,NaN,97,NaN,34,84,NaN,100
14104,,,,,NaN,,NaN,,NaN,,,NaN,
14105,82,17,11,139,NaN,65,NaN,93,NaN,34,86,NaN,100
14106,,,,,NaN,,NaN,,NaN,,,NaN,
14107,82,17,11,131,NaN,74,NaN,93,NaN,34,83,NaN,100
14108,,,,,NaN,,NaN,,NaN,,,NaN,
14109,80,17,11,141,NaN,76,NaN,96,NaN,34,92,NaN,100
14110,,,,,NaN,,NaN,,NaN,,,NaN,
14111,78,17,11,138,NaN,63,NaN,90,NaN,34,93,NaN,100
14112,,,,,NaN,,NaN,,NaN,,,NaN,
14113,75,17,11,130,NaN,64,NaN,89,NaN,34,83,NaN,100
14114,,,,,NaN,,NaN,,NaN,,,NaN,
14115,71,17,11,133,NaN,76,NaN,94,NaN,34,76,NaN,100
14116,,,,,NaN,,NaN,,NaN,,,NaN,
14117,68,17,10,134,NaN,70,NaN,93,NaN,34,80,NaN,100
14118,,,,,NaN,,NaN,,NaN,,,NaN,
14119,67,17,10,136,NaN,63,NaN,89,NaN,34,91,NaN,100
14120,,,,,NaN,,NaN,,NaN,,,NaN,
14121,63,17,11,129,NaN,60,NaN,86,NaN,34,80,NaN,100
14122,,,,,NaN,,NaN,,NaN,,,NaN,
14123,62,17,11,129,NaN,66,NaN,88,NaN,34,77,NaN,100
14124,,,,,NaN,,NaN,,NaN,,,NaN,
14125,62,17,11,139,NaN,75,NaN,95,NaN,34,83,NaN,100
14126,,,,,NaN,,NaN,,NaN,,,NaN,
14127,69,17,11,137,NaN,78,NaN,98,NaN,34,87,NaN,100
14128,,,,,NaN,,NaN,,NaN,,,NaN,
14129,69,17,11,,NaN,,NaN,98,NaN,34,80,NaN,100
14130,,,,,NaN,,NaN,,NaN,,,NaN,
14131,70,17,11,,NaN,,NaN,230,NaN,34,80,NaN,100
14132,,,,,NaN,,NaN,,NaN,,,NaN,
14133,76,17,11,,NaN,,NaN,230,NaN,33,80,NaN,100
14134,,,,,NaN,,NaN,,NaN,,,NaN,
14135,80,17,11,,NaN,,NaN,231,NaN,33,94,NaN,100
14136,,,,,NaN,,NaN,,NaN,,,NaN,
14137,82,17,11,,NaN,,NaN,231,NaN,33,82,NaN,100
14138,,,,,NaN,,NaN,,NaN,,,NaN,
14139,79,17,11,,NaN,,NaN,229,NaN,33,85,NaN,100
14140,,,,,NaN,,NaN,,NaN,,,NaN,
14141,76,17,11,,NaN,,NaN,229,NaN,34,90,NaN,100
14142,,,,,NaN,,NaN,,NaN,,,NaN,
14143,74,17,10,,NaN,,NaN,219,NaN,34,88,NaN,100
14144,,,,,NaN,,NaN,,NaN,,,NaN,
14145,74,17,10,,NaN,,NaN,219,NaN,34,88,NaN,100
14146,,,,,NaN,,NaN,,NaN,,,NaN,
14147,78,17,10,,NaN,,NaN,230,NaN,33,83,NaN,100
14148,,,,,NaN,,NaN,,NaN,,,NaN,
14149,79,17,10,,NaN,,NaN,230,NaN,33,84,NaN,100
14150,,,,,NaN,,NaN,,NaN,,,NaN,
14151,83,17,10,,NaN,,NaN,230,NaN,33,81,NaN,100
14152,,,,,NaN,,NaN,,NaN,,,NaN,
14153,82,17,10,,NaN,,NaN,173,NaN,33,79,NaN,100
14154,,,,,NaN,,NaN,,NaN,,,NaN,
14155,80,17,10,,NaN,,NaN,122,NaN,34,83,NaN,100
14156,,,,,NaN,,NaN,,NaN,,,NaN,
14157,80,17,10,,NaN,,NaN,114,NaN,34,90,NaN,100
14158,,,,,NaN,,NaN,,NaN,,,NaN,
14159,77,17,10,,NaN,,NaN,142,NaN,34,99,NaN,100
14160,,,,,NaN,,NaN,,NaN,,,NaN,
14161,76,17,10,,NaN,,NaN,177,NaN,34,93,NaN,100
14162,,,,,NaN,,NaN,,NaN,,,NaN,
14163,76,17,10,,NaN,,NaN,203,NaN,33,83,NaN,100
14164,,,,,NaN,,NaN,,NaN,,,NaN,
14165,77,17,10,226,NaN,218,NaN,210,NaN,33,82,NaN,100
14166,,,,,NaN,,NaN,,NaN,,,NaN,
14167,78,17,10,224,NaN,216,NaN,215,NaN,33,75,NaN,100
14168,,,,,NaN,,NaN,,NaN,,,NaN,
14169,76,17,10,223,NaN,215,NaN,216,NaN,34,80,NaN,100
14170,,,,,NaN,,NaN,,NaN,,,NaN,
14171,75,17,10,157,NaN,84,NaN,143,NaN,34,86,NaN,100
14172,,,,,NaN,,NaN,,NaN,,,NaN,
14173,73,17,11,137,NaN,73,NaN,116,NaN,34,88,NaN,100
14174,,,,,NaN,,NaN,,NaN,,,NaN,
14175,71,17,11,,NaN,,NaN,116,NaN,34,78,NaN,100
14176,,,,,NaN,,NaN,,NaN,,,NaN,
14177,71,17,11,,NaN,,NaN,213,NaN,34,69,NaN,100
14178,,,,,NaN,,NaN,,NaN,,,NaN,
14179,67,17,11,,NaN,,NaN,213,NaN,34,72,NaN,100
14180,,,,,NaN,,NaN,,NaN,,,NaN,
14181,71,17,10,,NaN,,NaN,169,NaN,34,75,NaN,100
14182,,,,,NaN,,NaN,,NaN,,,NaN,
14183,71,17,10,,NaN,,NaN,123,NaN,33,81,NaN,100
14184,,,,,NaN,,NaN,,NaN,,,NaN,
14185,77,17,10,,NaN,,NaN,106,NaN,33,77,NaN,100
14186,,,,,NaN,,NaN,,NaN,,,NaN,
14187,79,17,10,,NaN,,NaN,95,NaN,33,86,NaN,100
14188,,,,,NaN,,NaN,,NaN,,,NaN,
14189,81,17,10,,NaN,,NaN,95,NaN,33,92,NaN,100
14190,,,,,NaN,,NaN,,NaN,,,NaN,
14191,79,17,10,137,NaN,61,NaN,91,NaN,34,90,NaN,100
14192,,,,,NaN,,NaN,,NaN,,,NaN,
14193,81,17,10,131,NaN,62,NaN,88,NaN,34,83,NaN,100
14194,,,,,NaN,,NaN,,NaN,,,NaN,
14195,77,17,10,129,NaN,63,NaN,87,NaN,34,79,NaN,100
14196,,,,,NaN,,NaN,,NaN,,,NaN,
14197,77,17,10,130,NaN,59,NaN,85,NaN,34,71,NaN,100
14198,,,,,NaN,,NaN,,NaN,,,NaN,
14199,75,17,10,127,NaN,58,NaN,83,NaN,34,74,NaN,100
14200,,,,,NaN,,NaN,,NaN,,,NaN,
14201,75,17,11,127,NaN,72,NaN,89,NaN,34,73,NaN,100
14202,,,,,NaN,,NaN,,NaN,,,NaN,
14203,77,17,11,131,NaN,69,NaN,89,NaN,34,85,NaN,100
14204,,,,,NaN,,NaN,,NaN,,,NaN,
14205,76,17,11,132,NaN,67,NaN,90,NaN,34,101,NaN,100
14206,,,,,NaN,,NaN,,NaN,,,NaN,
14207,76,17,10,136,NaN,63,NaN,89,NaN,34,88,NaN,100
14208,,,,,NaN,,NaN,,NaN,,,NaN,
14209,77,17,10,133,NaN,71,NaN,92,NaN,34,97,NaN,100
14210,,,,,NaN,,NaN,,NaN,,,NaN,
14211,80,17,10,141,NaN,71,NaN,93,NaN,34,90,NaN,100
14212,,,,,NaN,,NaN,,NaN,,,NaN,
14213,79,17,10,133,NaN,64,NaN,88,NaN,33,94,NaN,100
14214,,,,,NaN,,NaN,,NaN,,,NaN,
14215,77,17,10,134,NaN,69,NaN,90,NaN,33,86,NaN,100
14216,,,,,NaN,,NaN,,NaN,,,NaN,
14217,78,17,10,139,NaN,59,NaN,87,NaN,33,87,NaN,100
14218,,,,,NaN,,NaN,,NaN,,,NaN,
14219,81,17,10,139,NaN,59,NaN,87,NaN,33,92,NaN,100
14220,,,,,NaN,,NaN,,NaN,,,NaN,
14221,82,17,10,131,NaN,70,NaN,89,NaN,34,83,NaN,100
14222,,,,,NaN,,NaN,,NaN,,,NaN,
14223,82,17,10,126,NaN,68,NaN,87,NaN,34,79,NaN,100
14224,,,,,NaN,,NaN,,NaN,,,NaN,
14225,84,17,10,131,NaN,70,NaN,89,NaN,34,89,NaN,100
14226,,,,,NaN,,NaN,,NaN,,,NaN,
14227,81,17,9,138,NaN,66,NaN,91,NaN,34,101,NaN,100
14228,,,,,NaN,,NaN,,NaN,,,NaN,
14229,81,17,9,135,NaN,70,NaN,91,NaN,34,92,NaN,100
14230,,,,,NaN,,NaN,,NaN,,,NaN,
14231,80,17,10,133,NaN,63,NaN,88,NaN,34,88,NaN,100
14232,,,,,NaN,,NaN,,NaN,,,NaN,
14233,78,17,10,133,NaN,68,NaN,91,NaN,34,83,NaN,100
14234,,,,,NaN,,NaN,,NaN,,,NaN,
14235,82,17,10,137,NaN,69,NaN,92,NaN,33,90,NaN,100
14236,,,,,NaN,,NaN,,NaN,,,NaN,
14237,85,17,9,138,NaN,60,NaN,88,NaN,33,83,NaN,100
14238,,,,,NaN,,NaN,,NaN,,,NaN,
14239,85,17,9,128,NaN,66,NaN,88,NaN,33,81,NaN,100
14240,,,,,NaN,,NaN,,NaN,,,NaN,
14241,89,17,9,134,NaN,69,NaN,89,NaN,33,83,NaN,100
14242,,,,,NaN,,NaN,,NaN,,,NaN,
14243,88,17,9,134,NaN,69,NaN,89,NaN,34,90,NaN,100
14244,,,,,NaN,,NaN,,NaN,,,NaN,
14245,87,17,10,131,NaN,65,NaN,88,NaN,34,88,NaN,100
14246,,,,,NaN,,NaN,,NaN,,,NaN,
14247,85,17,10,134,NaN,72,NaN,91,NaN,34,86,NaN,100
14248,,,,,NaN,,NaN,,NaN,,,NaN,
14249,86,17,10,129,NaN,59,NaN,83,NaN,34,87,NaN,100
14250,,,,,NaN,,NaN,,NaN,,,NaN,
14251,87,17,10,126,NaN,69,NaN,87,NaN,34,79,NaN,100
14252,,,,,NaN,,NaN,,NaN,,,NaN,
14253,87,17,10,138,NaN,74,NaN,93,NaN,34,77,NaN,100
14254,,,,,NaN,,NaN,,NaN,,,NaN,
14255,85,17,10,138,NaN,74,NaN,93,NaN,34,93,NaN,100
14256,,,,,NaN,,NaN,,NaN,,,NaN,
14257,85,17,9,134,NaN,68,NaN,91,NaN,34,109,NaN,100
14258,,,,,NaN,,NaN,,NaN,,,NaN,
14259,87,17,9,140,NaN,66,NaN,91,NaN,34,102,NaN,100
14260,,,,,NaN,,NaN,,NaN,,,NaN,
14261,87,17,9,134,NaN,70,NaN,92,NaN,34,95,NaN,100
14262,,,,,NaN,,NaN,,NaN,,,NaN,
14263,85,17,9,134,NaN,70,NaN,92,NaN,34,100,NaN,100
14264,,,,,NaN,,NaN,,NaN,,,NaN,
14265,88,17,9,135,NaN,68,NaN,91,NaN,34,102,NaN,100
14266,,,,,NaN,,NaN,,NaN,,,NaN,
14267,88,17,9,135,NaN,68,NaN,91,NaN,34,96,NaN,100
14268,,,,,NaN,,NaN,,NaN,,,NaN,
14269,92,17,9,137,NaN,68,NaN,92,NaN,34,92,NaN,100
14270,,,,,NaN,,NaN,,NaN,,,NaN,
14271,95,17,9,131,NaN,65,NaN,89,NaN,34,98,NaN,100
14272,,,,,NaN,,NaN,,NaN,,,NaN,
14273,95,17,9,136,NaN,70,NaN,91,NaN,34,94,NaN,100
14274,,,,,NaN,,NaN,,NaN,,,NaN,
14275,95,17,10,134,NaN,65,NaN,90,NaN,34,90,NaN,100
14276,,,,,NaN,,NaN,,NaN,,,NaN,
14277,94,17,10,136,NaN,64,NaN,89,NaN,34,93,NaN,100
14278,,,,,NaN,,NaN,,NaN,,,NaN,
14279,92,17,9,136,NaN,64,NaN,89,NaN,34,92,NaN,100
14280,,,,,NaN,,NaN,,NaN,,,NaN,
14281,89,17,9,135,NaN,68,NaN,90,NaN,34,83,NaN,100
14282,,,,,NaN,,NaN,,NaN,,,NaN,
14283,87,17,9,128,NaN,70,NaN,89,NaN,34,87,NaN,100
14284,,,,,NaN,,NaN,,NaN,,,NaN,
14285,85,17,9,136,NaN,74,NaN,94,NaN,34,97,NaN,100
14286,,,,,NaN,,NaN,,NaN,,,NaN,
14287,84,17,9,136,NaN,74,NaN,94,NaN,34,103,NaN,100
14288,,,,,NaN,,NaN,,NaN,,,NaN,
14289,81,17,9,137,NaN,71,NaN,91,NaN,34,102,NaN,100
14290,,,,,NaN,,NaN,,NaN,,,NaN,
14291,81,17,9,132,NaN,66,NaN,89,NaN,34,103,NaN,100
14292,,,,,NaN,,NaN,,NaN,,,NaN,
14293,82,17,9,136,NaN,61,NaN,87,NaN,34,92,NaN,100
14294,,,,,NaN,,NaN,,NaN,,,NaN,
14295,80,17,9,129,NaN,65,NaN,87,NaN,34,89,NaN,100
14296,,,,,NaN,,NaN,,NaN,,,NaN,
14297,78,17,9,134,NaN,68,NaN,91,NaN,34,87,NaN,100
14298,,,,,NaN,,NaN,,NaN,,,NaN,
14299,82,17,9,138,NaN,65,NaN,91,NaN,34,96,NaN,100
14300,,,,,NaN,,NaN,,NaN,,,NaN,
14301,82,17,9,138,NaN,65,NaN,91,NaN,34,98,NaN,100
14302,,,,,NaN,,NaN,,NaN,,,NaN,
14303,86,17,9,134,NaN,62,NaN,88,NaN,34,99,NaN,100
14304,,,,,NaN,,NaN,,NaN,,,NaN,
14305,88,17,9,134,NaN,62,NaN,88,NaN,34,89,NaN,100
14306,,,,,NaN,,NaN,,NaN,,,NaN,
14307,87,17,9,142,NaN,48,NaN,90,NaN,34,94,NaN,100
14308,,,,,NaN,,NaN,,NaN,,,NaN,
14309,89,17,1,133,NaN,62,NaN,89,NaN,34,92,NaN,100
14310,,,,,NaN,,NaN,,NaN,,,NaN,
14311,90,17,1,133,NaN,62,NaN,89,NaN,34,94,NaN,100
14312,,,,,NaN,,NaN,,NaN,,,NaN,
14313,89,17,-5,133,NaN,59,NaN,87,NaN,34,85,NaN,100
14314,,,,,NaN,,NaN,,NaN,,,NaN,
14315,89,17,-5,125,NaN,60,NaN,83,NaN,34,79,NaN,100
14316,,,,,NaN,,NaN,,NaN,,,NaN,
14317,87,17,-6,128,NaN,63,NaN,85,NaN,34,79,NaN,100
14318,,,,,NaN,,NaN,,NaN,,,NaN,
14319,84,17,-6,128,NaN,63,NaN,85,NaN,34,82,NaN,100
14320,,,,,NaN,,NaN,,NaN,,,NaN,
14321,79,17,-6,132,NaN,66,NaN,88,NaN,34,89,NaN,100
14322,,,,,NaN,,NaN,,NaN,,,NaN,
14323,84,17,-6,133,NaN,66,NaN,89,NaN,34,93,NaN,100
14324,,,,,NaN,,NaN,,NaN,,,NaN,
14325,89,17,-6,134,NaN,64,NaN,89,NaN,34,96,NaN,100
14326,,,,,NaN,,NaN,,NaN,,,NaN,
14327,91,17,-6,134,NaN,65,NaN,89,NaN,34,96,NaN,100
14328,,,,,NaN,,NaN,,NaN,,,NaN,
14329,93,17,-6,131,NaN,56,NaN,84,NaN,34,88,NaN,100
14330,,,,,NaN,,NaN,,NaN,,,NaN,
14331,91,17,-6,122,NaN,63,NaN,83,NaN,34,84,NaN,100
14332,,,,,NaN,,NaN,,NaN,,,NaN,
14333,84,17,-6,124,NaN,66,NaN,84,NaN,34,76,NaN,100
