time,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/ETCO2,Solar8000/HR,SNUADC/ECG_II,Solar8000/PLETH_SPO2
2048,,,,,NaN,,NaN,,NaN,,,NaN,
2049,89,13,-6,106,NaN,56,NaN,71,NaN,35,75,NaN,100
2050,,,,,NaN,,NaN,,NaN,,,NaN,
2051,94,13,-6,112,NaN,56,NaN,71,NaN,35,77,NaN,100
2052,,,,,NaN,,NaN,,NaN,,,NaN,
2053,87,13,-6,109,NaN,57,NaN,72,NaN,35,85,NaN,100
2054,,,,,NaN,,NaN,,NaN,,,NaN,
2055,86,13,-6,114,NaN,54,NaN,71,NaN,35,90,NaN,100
2056,,,,,NaN,,NaN,,NaN,,,NaN,
2057,82,13,-6,110,NaN,59,NaN,72,NaN,35,88,NaN,100
2058,,,,,NaN,,NaN,,NaN,,,NaN,
2059,80,13,-6,115,NaN,56,NaN,73,NaN,34,85,NaN,100
2060,,,,,NaN,,NaN,,NaN,,,NaN,
2061,83,13,-6,117,NaN,63,NaN,76,NaN,34,80,NaN,100
2062,,,,,NaN,,NaN,,NaN,,,NaN,
2063,81,13,-6,119,NaN,65,NaN,79,NaN,34,83,NaN,100
2064,,,,,NaN,,NaN,,NaN,,,NaN,
2065,85,13,-6,119,NaN,63,NaN,78,NaN,34,87,NaN,100
2066,,,,,NaN,,NaN,,NaN,,,NaN,
2067,89,13,-5,118,NaN,62,NaN,78,NaN,35,89,NaN,100
2068,,,,,NaN,,NaN,,NaN,,,NaN,
2069,90,13,-5,117,NaN,60,NaN,77,NaN,35,85,NaN,100
2070,,,,,NaN,,NaN,,NaN,,,NaN,
2071,93,13,-5,120,NaN,62,NaN,78,NaN,35,81,NaN,100
2072,,,,,NaN,,NaN,,NaN,,,NaN,
2073,91,13,-5,120,NaN,67,NaN,81,NaN,35,85,NaN,100
2074,,,,,NaN,,NaN,,NaN,,,NaN,
2075,91,13,-5,109,NaN,61,NaN,77,NaN,35,88,NaN,100
2076,,,,,NaN,,NaN,,NaN,,,NaN,
2077,89,13,-6,116,NaN,63,NaN,78,NaN,35,93,NaN,100
2078,,,,,NaN,,NaN,,NaN,,,NaN,
2079,94,13,-6,120,NaN,62,NaN,78,NaN,35,95,NaN,100
2080,,,,,NaN,,NaN,,NaN,,,NaN,
2081,94,13,-6,113,NaN,63,NaN,79,NaN,35,93,NaN,100
2082,,,,,NaN,,NaN,,NaN,,,NaN,
2083,97,13,-6,117,NaN,62,NaN,77,NaN,35,94,NaN,100
2084,,,,,NaN,,NaN,,NaN,,,NaN,
2085,92,13,-5,120,NaN,65,NaN,80,NaN,35,91,NaN,100
2086,,,,,NaN,,NaN,,NaN,,,NaN,
2087,92,13,-5,120,NaN,58,NaN,77,NaN,35,93,NaN,100
2088,,,,,NaN,,NaN,,NaN,,,NaN,
2089,88,13,-6,118,NaN,63,NaN,78,NaN,35,84,NaN,100
2090,,,,,NaN,,NaN,,NaN,,,NaN,
2091,88,13,-6,118,NaN,58,NaN,76,NaN,35,87,NaN,100
2092,,,,,NaN,,NaN,,NaN,,,NaN,
2093,89,13,-6,107,NaN,56,NaN,73,NaN,35,79,NaN,100
2094,,,,,NaN,,NaN,,NaN,,,NaN,
2095,86,13,-6,111,NaN,58,NaN,73,NaN,35,73,NaN,100
2096,,,,,NaN,,NaN,,NaN,,,NaN,
2097,86,13,-6,102,NaN,57,NaN,72,NaN,35,75,NaN,100
2098,,,,,NaN,,NaN,,NaN,,,NaN,
2099,87,13,-6,112,NaN,53,NaN,70,NaN,35,79,NaN,100
2100,,,,,NaN,,NaN,,NaN,,,NaN,
2101,83,13,-5,112,NaN,53,NaN,70,NaN,35,90,NaN,100
2102,,,,,NaN,,NaN,,NaN,,,NaN,
2103,83,13,-5,109,NaN,58,NaN,72,NaN,35,89,NaN,100
2104,,,,,NaN,,NaN,,NaN,,,NaN,
2105,84,13,-5,113,NaN,55,NaN,72,NaN,35,91,NaN,100
2106,,,,,NaN,,NaN,,NaN,,,NaN,
2107,79,13,-6,111,NaN,51,NaN,69,NaN,35,84,NaN,100
2108,,,,,NaN,,NaN,,NaN,,,NaN,
2109,77,13,-6,109,NaN,53,NaN,69,NaN,35,78,NaN,100
2110,,,,,NaN,,NaN,,NaN,,,NaN,
2111,75,13,-6,112,NaN,60,NaN,72,NaN,35,86,NaN,100
2112,,,,,NaN,,NaN,,NaN,,,NaN,
2113,74,13,-6,119,NaN,62,NaN,77,NaN,35,87,NaN,100
2114,,,,,NaN,,NaN,,NaN,,,NaN,
2115,75,13,-5,119,NaN,56,NaN,75,NaN,35,93,NaN,100
2116,,,,,NaN,,NaN,,NaN,,,NaN,
2117,78,13,-5,118,NaN,55,NaN,74,NaN,35,92,NaN,100
2118,,,,,NaN,,NaN,,NaN,,,NaN,
2119,79,13,-6,102,NaN,56,NaN,71,NaN,35,83,NaN,100
2120,,,,,NaN,,NaN,,NaN,,,NaN,
2121,81,13,-6,111,NaN,57,NaN,72,NaN,35,73,NaN,100
2122,,,,,NaN,,NaN,,NaN,,,NaN,
2123,81,13,-6,113,NaN,54,NaN,71,NaN,34,68,NaN,100
2124,,,,,NaN,,NaN,,NaN,,,NaN,
2125,80,13,-6,112,NaN,53,NaN,70,NaN,34,63,NaN,100
2126,,,,,NaN,,NaN,,NaN,,,NaN,
2127,78,13,-6,102,NaN,56,NaN,70,NaN,34,70,NaN,100
2128,,,,,NaN,,NaN,,NaN,,,NaN,
2129,71,13,-6,113,NaN,60,NaN,73,NaN,34,87,NaN,100
2130,,,,,NaN,,NaN,,NaN,,,NaN,
2131,68,13,-6,121,NaN,62,NaN,76,NaN,34,91,NaN,100
2132,,,,,NaN,,NaN,,NaN,,,NaN,
2133,65,13,-6,125,NaN,65,NaN,80,NaN,34,92,NaN,100
2134,,,,,NaN,,NaN,,NaN,,,NaN,
2135,69,13,-6,115,NaN,66,NaN,82,NaN,34,78,NaN,100
2136,,,,,NaN,,NaN,,NaN,,,NaN,
2137,72,13,-6,111,NaN,66,NaN,81,NaN,35,80,NaN,100
2138,,,,,NaN,,NaN,,NaN,,,NaN,
2139,75,13,-6,125,NaN,70,NaN,86,NaN,35,97,NaN,100
2140,,,,,NaN,,NaN,,NaN,,,NaN,
2141,78,13,-6,131,NaN,70,NaN,87,NaN,35,101,NaN,100
2142,,,,,NaN,,NaN,,NaN,,,NaN,
2143,87,13,-6,126,NaN,66,NaN,84,NaN,35,120,NaN,100
2144,,,,,NaN,,NaN,,NaN,,,NaN,
2145,87,13,-6,139,NaN,74,NaN,90,NaN,35,123,NaN,100
2146,,,,,NaN,,NaN,,NaN,,,NaN,
2147,95,13,-6,132,NaN,72,NaN,89,NaN,35,119,NaN,100
2148,,,,,NaN,,NaN,,NaN,,,NaN,
2149,100,13,-6,144,NaN,78,NaN,94,NaN,35,111,NaN,100
2150,,,,,NaN,,NaN,,NaN,,,NaN,
2151,105,13,-6,129,NaN,70,NaN,89,NaN,35,117,NaN,100
2152,,,,,NaN,,NaN,,NaN,,,NaN,
2153,102,13,-6,127,NaN,65,NaN,85,NaN,35,149,NaN,100
2154,,,,,NaN,,NaN,,NaN,,,NaN,
2155,107,13,-6,126,NaN,73,NaN,91,NaN,35,144,NaN,100
2156,,,,,NaN,,NaN,,NaN,,,NaN,
2157,111,13,-5,141,NaN,80,NaN,93,NaN,35,144,NaN,100
2158,,,,,NaN,,NaN,,NaN,,,NaN,
2159,119,13,-5,130,NaN,66,NaN,87,NaN,35,139,NaN,100
2160,,,,,NaN,,NaN,,NaN,,,NaN,
2161,123,13,-5,134,NaN,75,NaN,90,NaN,35,127,NaN,100
2162,,,,,NaN,,NaN,,NaN,,,NaN,
2163,123,13,-5,143,NaN,73,NaN,92,NaN,35,127,NaN,100
2164,,,,,NaN,,NaN,,NaN,,,NaN,
2165,124,13,-6,125,NaN,68,NaN,88,NaN,34,133,NaN,100
2166,,,,,NaN,,NaN,,NaN,,,NaN,
2167,121,13,-6,145,NaN,82,NaN,95,NaN,34,137,NaN,100
2168,,,,,NaN,,NaN,,NaN,,,NaN,
2169,125,13,-5,136,NaN,77,NaN,94,NaN,34,138,NaN,100
2170,,,,,NaN,,NaN,,NaN,,,NaN,
2171,129,13,-5,132,NaN,70,NaN,90,NaN,34,134,NaN,100
2172,,,,,NaN,,NaN,,NaN,,,NaN,
2173,129,13,-5,147,NaN,78,NaN,93,NaN,34,148,NaN,100
2174,,,,,NaN,,NaN,,NaN,,,NaN,
2175,128,13,-5,128,NaN,72,NaN,90,NaN,34,137,NaN,100
2176,,,,,NaN,,NaN,,NaN,,,NaN,
2177,132,13,-5,123,NaN,72,NaN,88,NaN,34,157,NaN,100
2178,,,,,NaN,,NaN,,NaN,,,NaN,
2179,132,13,-6,130,NaN,76,NaN,90,NaN,34,152,NaN,100
2180,,,,,NaN,,NaN,,NaN,,,NaN,
2181,140,13,-6,133,NaN,78,NaN,93,NaN,34,139,NaN,100
2182,,,,,NaN,,NaN,,NaN,,,NaN,
2183,139,13,-6,152,NaN,75,NaN,97,NaN,34,132,NaN,100
2184,,,,,NaN,,NaN,,NaN,,,NaN,
2185,135,13,-6,150,NaN,84,NaN,100,NaN,34,136,NaN,100
2186,,,,,NaN,,NaN,,NaN,,,NaN,
2187,130,13,-5,152,NaN,84,NaN,102,NaN,34,132,NaN,100
2188,,,,,NaN,,NaN,,NaN,,,NaN,
2189,130,13,-5,143,NaN,79,NaN,100,NaN,34,123,NaN,100
2190,,,,,NaN,,NaN,,NaN,,,NaN,
2191,122,13,-6,132,NaN,71,NaN,91,NaN,34,119,NaN,100
2192,,,,,NaN,,NaN,,NaN,,,NaN,
2193,116,13,-6,129,NaN,65,NaN,87,NaN,34,123,NaN,100
2194,,,,,NaN,,NaN,,NaN,,,NaN,
2195,110,13,-6,125,NaN,68,NaN,87,NaN,34,128,NaN,100
2196,,,,,NaN,,NaN,,NaN,,,NaN,
2197,105,13,-6,144,NaN,74,NaN,93,NaN,34,121,NaN,100
2198,,,,,NaN,,NaN,,NaN,,,NaN,
2199,104,13,-6,134,NaN,78,NaN,94,NaN,35,121,NaN,100
2200,,,,,NaN,,NaN,,NaN,,,NaN,
2201,101,13,-6,127,NaN,67,NaN,85,NaN,35,142,NaN,100
2202,,,,,NaN,,NaN,,NaN,,,NaN,
2203,105,13,-6,131,NaN,77,NaN,88,NaN,35,140,NaN,100
2204,,,,,NaN,,NaN,,NaN,,,NaN,
2205,103,13,-5,126,NaN,68,NaN,85,NaN,35,121,NaN,100
2206,,,,,NaN,,NaN,,NaN,,,NaN,
2207,105,13,-5,128,NaN,76,NaN,92,NaN,35,111,NaN,100
2208,,,,,NaN,,NaN,,NaN,,,NaN,
2209,108,13,-6,147,NaN,78,NaN,96,NaN,35,122,NaN,100
2210,,,,,NaN,,NaN,,NaN,,,NaN,
2211,118,13,-6,147,NaN,73,NaN,94,NaN,35,124,NaN,100
2212,,,,,NaN,,NaN,,NaN,,,NaN,
2213,108,13,-6,135,NaN,68,NaN,88,NaN,34,127,NaN,100
2214,,,,,NaN,,NaN,,NaN,,,NaN,
2215,108,13,-6,142,NaN,79,NaN,94,NaN,34,128,NaN,100
2216,,,,,NaN,,NaN,,NaN,,,NaN,
2217,105,13,-6,127,NaN,75,NaN,92,NaN,34,125,NaN,100
2218,,,,,NaN,,NaN,,NaN,,,NaN,
2219,104,13,-6,132,NaN,75,NaN,91,NaN,34,120,NaN,100
2220,,,,,NaN,,NaN,,NaN,,,NaN,
2221,105,13,-6,126,NaN,71,NaN,87,NaN,34,137,NaN,100
2222,,,,,NaN,,NaN,,NaN,,,NaN,
2223,109,13,-6,145,NaN,74,NaN,93,NaN,34,138,NaN,100
2224,,,,,NaN,,NaN,,NaN,,,NaN,
2225,118,13,-6,141,NaN,81,NaN,96,NaN,34,124,NaN,100
2226,,,,,NaN,,NaN,,NaN,,,NaN,
2227,121,13,-6,135,NaN,77,NaN,96,NaN,34,120,NaN,100
2228,,,,,NaN,,NaN,,NaN,,,NaN,
2229,118,13,-6,137,NaN,78,NaN,95,NaN,34,114,NaN,100
2230,,,,,NaN,,NaN,,NaN,,,NaN,
2231,112,13,-6,144,NaN,84,NaN,101,NaN,34,121,NaN,100
2232,,,,,NaN,,NaN,,NaN,,,NaN,
2233,114,13,-6,151,NaN,85,NaN,104,NaN,34,122,NaN,100
2234,,,,,NaN,,NaN,,NaN,,,NaN,
2235,114,13,-6,152,NaN,76,NaN,100,NaN,34,119,NaN,100
2236,,,,,NaN,,NaN,,NaN,,,NaN,
2237,112,13,-6,145,NaN,73,NaN,96,NaN,34,128,NaN,100
2238,,,,,NaN,,NaN,,NaN,,,NaN,
2239,114,13,-6,148,NaN,67,NaN,92,NaN,34,122,NaN,100
2240,,,,,NaN,,NaN,,NaN,,,NaN,
2241,112,13,-6,144,NaN,73,NaN,93,NaN,35,120,NaN,100
2242,,,,,NaN,,NaN,,NaN,,,NaN,
2243,105,13,-5,135,NaN,67,NaN,89,NaN,35,120,NaN,100
2244,,,,,NaN,,NaN,,NaN,,,NaN,
2245,105,13,-5,122,NaN,72,NaN,88,NaN,35,121,NaN,100
2246,,,,,NaN,,NaN,,NaN,,,NaN,
2247,93,13,-5,136,NaN,81,NaN,96,NaN,35,128,NaN,100
2248,,,,,NaN,,NaN,,NaN,,,NaN,
2249,95,13,-5,136,NaN,81,NaN,96,NaN,35,128,NaN,100
2250,,,,,NaN,,NaN,,NaN,,,NaN,
2251,87,13,-6,139,NaN,78,NaN,95,NaN,35,131,NaN,100
2252,,,,,NaN,,NaN,,NaN,,,NaN,
2253,82,13,-6,136,NaN,77,NaN,94,NaN,35,130,NaN,100
2254,,,,,NaN,,NaN,,NaN,,,NaN,
2255,86,13,-6,120,NaN,74,NaN,90,NaN,34,120,NaN,100
2256,,,,,NaN,,NaN,,NaN,,,NaN,
2257,83,13,-6,144,NaN,79,NaN,96,NaN,34,120,NaN,100
2258,,,,,NaN,,NaN,,NaN,,,NaN,
2259,87,13,-5,127,NaN,68,NaN,90,NaN,34,125,NaN,100
2260,,,,,NaN,,NaN,,NaN,,,NaN,
2261,85,13,-5,110,NaN,69,NaN,87,NaN,34,134,NaN,100
2262,,,,,NaN,,NaN,,NaN,,,NaN,
2263,85,13,-5,110,NaN,64,NaN,80,NaN,35,149,NaN,100
2264,,,,,NaN,,NaN,,NaN,,,NaN,
2265,82,13,-5,113,NaN,69,NaN,82,NaN,35,142,NaN,100
2266,,,,,NaN,,NaN,,NaN,,,NaN,
2267,87,13,-5,118,NaN,72,NaN,87,NaN,35,142,NaN,100
2268,,,,,NaN,,NaN,,NaN,,,NaN,
2269,92,13,-6,120,NaN,71,NaN,86,NaN,35,138,NaN,100
2270,,,,,NaN,,NaN,,NaN,,,NaN,
2271,82,13,-6,135,NaN,71,NaN,88,NaN,35,127,NaN,100
2272,,,,,NaN,,NaN,,NaN,,,NaN,
2273,83,13,-6,112,NaN,70,NaN,88,NaN,35,130,NaN,100
2274,,,,,NaN,,NaN,,NaN,,,NaN,
2275,85,13,-6,130,NaN,71,NaN,88,NaN,34,127,NaN,100
2276,,,,,NaN,,NaN,,NaN,,,NaN,
2277,86,13,-5,122,NaN,66,NaN,85,NaN,34,119,NaN,100
2278,,,,,NaN,,NaN,,NaN,,,NaN,
2279,86,13,-5,137,NaN,78,NaN,91,NaN,34,120,NaN,100
2280,,,,,NaN,,NaN,,NaN,,,NaN,
2281,83,13,-6,132,NaN,65,NaN,85,NaN,34,126,NaN,100
2282,,,,,NaN,,NaN,,NaN,,,NaN,
2283,77,13,-6,137,NaN,73,NaN,89,NaN,34,132,NaN,100
2284,,,,,NaN,,NaN,,NaN,,,NaN,
2285,77,13,-6,133,NaN,69,NaN,88,NaN,34,132,NaN,100
2286,,,,,NaN,,NaN,,NaN,,,NaN,
2287,73,13,-6,137,NaN,77,NaN,91,NaN,34,133,NaN,100
2288,,,,,NaN,,NaN,,NaN,,,NaN,
2289,71,13,-6,144,NaN,70,NaN,91,NaN,34,141,NaN,100
2290,,,,,NaN,,NaN,,NaN,,,NaN,
2291,70,13,-6,138,NaN,77,NaN,93,NaN,34,127,NaN,100
2292,,,,,NaN,,NaN,,NaN,,,NaN,
2293,67,13,-5,132,NaN,73,NaN,90,NaN,34,119,NaN,100
2294,,,,,NaN,,NaN,,NaN,,,NaN,
2295,67,13,-5,142,NaN,75,NaN,93,NaN,34,127,NaN,100
2296,,,,,NaN,,NaN,,NaN,,,NaN,
2297,64,13,-6,141,NaN,67,NaN,90,NaN,35,126,NaN,100
2298,,,,,NaN,,NaN,,NaN,,,NaN,
2299,64,13,-6,135,NaN,66,NaN,87,NaN,35,114,NaN,100
2300,,,,,NaN,,NaN,,NaN,,,NaN,
2301,71,13,-6,126,NaN,71,NaN,87,NaN,35,123,NaN,100
2302,,,,,NaN,,NaN,,NaN,,,NaN,
2303,71,13,-6,122,NaN,65,NaN,83,NaN,34,122,NaN,100
2304,,,,,NaN,,NaN,,NaN,,,NaN,
2305,70,13,-6,120,NaN,68,NaN,80,NaN,34,126,NaN,100
2306,,,,,NaN,,NaN,,NaN,,,NaN,
2307,66,13,-6,115,NaN,64,NaN,81,NaN,34,148,NaN,100
2308,,,,,NaN,,NaN,,NaN,,,NaN,
2309,67,13,-6,121,NaN,71,NaN,83,NaN,34,129,NaN,100
2310,,,,,NaN,,NaN,,NaN,,,NaN,
2311,67,13,-6,124,NaN,66,NaN,81,NaN,34,133,NaN,100
2312,,,,,NaN,,NaN,,NaN,,,NaN,
2313,73,13,-6,133,NaN,68,NaN,85,NaN,34,144,NaN,100
2314,,,,,NaN,,NaN,,NaN,,,NaN,
2315,73,13,-6,133,NaN,64,NaN,83,NaN,34,144,NaN,100
2316,,,,,NaN,,NaN,,NaN,,,NaN,
2317,74,13,-6,117,NaN,69,NaN,82,NaN,34,133,NaN,100
2318,,,,,NaN,,NaN,,NaN,,,NaN,
2319,74,13,-6,132,NaN,68,NaN,85,NaN,34,123,NaN,100
2320,,,,,NaN,,NaN,,NaN,,,NaN,
2321,77,13,-6,124,NaN,62,NaN,80,NaN,34,124,NaN,100
2322,,,,,NaN,,NaN,,NaN,,,NaN,
2323,76,13,-6,139,NaN,78,NaN,92,NaN,35,143,NaN,100
2324,,,,,NaN,,NaN,,NaN,,,NaN,
2325,84,13,-6,135,NaN,77,NaN,92,NaN,35,139,NaN,100
2326,,,,,NaN,,NaN,,NaN,,,NaN,
2327,86,13,-6,127,NaN,69,NaN,88,NaN,35,124,NaN,100
2328,,,,,NaN,,NaN,,NaN,,,NaN,
2329,90,13,-6,131,NaN,67,NaN,86,NaN,35,134,NaN,100
2330,,,,,NaN,,NaN,,NaN,,,NaN,
2331,90,13,-5,138,NaN,72,NaN,87,NaN,34,144,NaN,100
2332,,,,,NaN,,NaN,,NaN,,,NaN,
2333,90,13,-5,100,NaN,65,NaN,81,NaN,34,131,NaN,100
2334,,,,,NaN,,NaN,,NaN,,,NaN,
2335,92,13,-5,119,NaN,66,NaN,81,NaN,34,133,NaN,100
2336,,,,,NaN,,NaN,,NaN,,,NaN,
2337,86,13,-5,126,NaN,62,NaN,79,NaN,35,128,NaN,100
2338,,,,,NaN,,NaN,,NaN,,,NaN,
2339,80,13,-5,117,NaN,65,NaN,80,NaN,35,112,NaN,100
2340,,,,,NaN,,NaN,,NaN,,,NaN,
2341,78,13,-6,124,NaN,73,NaN,86,NaN,35,116,NaN,100
2342,,,,,NaN,,NaN,,NaN,,,NaN,
2343,76,13,-6,112,NaN,64,NaN,80,NaN,35,126,NaN,100
2344,,,,,NaN,,NaN,,NaN,,,NaN,
2345,75,13,-6,104,NaN,66,NaN,81,NaN,35,125,NaN,100
2346,,,,,NaN,,NaN,,NaN,,,NaN,
2347,78,13,-6,126,NaN,71,NaN,85,NaN,35,123,NaN,100
2348,,,,,NaN,,NaN,,NaN,,,NaN,
2349,78,13,-5,118,NaN,66,NaN,82,NaN,35,125,NaN,100
2350,,,,,NaN,,NaN,,NaN,,,NaN,
2351,76,13,-5,127,NaN,65,NaN,82,NaN,34,138,NaN,100
2352,,,,,NaN,,NaN,,NaN,,,NaN,
2353,76,13,-6,137,NaN,75,NaN,89,NaN,34,129,NaN,100
2354,,,,,NaN,,NaN,,NaN,,,NaN,
2355,79,13,-6,134,NaN,74,NaN,90,NaN,34,130,NaN,100
2356,,,,,NaN,,NaN,,NaN,,,NaN,
2357,81,13,-6,134,NaN,68,NaN,87,NaN,34,119,NaN,100
2358,,,,,NaN,,NaN,,NaN,,,NaN,
2359,84,13,-6,124,NaN,67,NaN,84,NaN,35,126,NaN,100
2360,,,,,NaN,,NaN,,NaN,,,NaN,
2361,84,13,-5,119,NaN,67,NaN,82,NaN,35,126,NaN,100
2362,,,,,NaN,,NaN,,NaN,,,NaN,
2363,84,13,-5,126,NaN,70,NaN,85,NaN,35,127,NaN,100
2364,,,,,NaN,,NaN,,NaN,,,NaN,
2365,103,13,-5,130,NaN,69,NaN,87,NaN,35,120,NaN,100
2366,,,,,NaN,,NaN,,NaN,,,NaN,
2367,110,13,-5,120,NaN,70,NaN,87,NaN,35,119,NaN,100
2368,,,,,NaN,,NaN,,NaN,,,NaN,
2369,110,13,-5,120,NaN,67,NaN,83,NaN,35,113,NaN,100
2370,,,,,NaN,,NaN,,NaN,,,NaN,
2371,104,13,-6,128,NaN,63,NaN,83,NaN,35,109,NaN,100
2372,,,,,NaN,,NaN,,NaN,,,NaN,
2373,101,13,-6,124,NaN,65,NaN,82,NaN,35,109,NaN,100
2374,,,,,NaN,,NaN,,NaN,,,NaN,
2375,101,13,-6,125,NaN,73,NaN,88,NaN,35,116,NaN,100
2376,,,,,NaN,,NaN,,NaN,,,NaN,
2377,105,13,-6,126,NaN,68,NaN,85,NaN,35,108,NaN,100
2378,,,,,NaN,,NaN,,NaN,,,NaN,
2379,105,13,-5,132,NaN,64,NaN,84,NaN,35,105,NaN,100
2380,,,,,NaN,,NaN,,NaN,,,NaN,
2381,101,13,-5,130,NaN,67,NaN,84,NaN,35,114,NaN,100
2382,,,,,NaN,,NaN,,NaN,,,NaN,
2383,100,13,-6,117,NaN,59,NaN,80,NaN,35,111,NaN,100
2384,,,,,NaN,,NaN,,NaN,,,NaN,
2385,100,13,-6,126,NaN,69,NaN,82,NaN,35,118,NaN,100
2386,,,,,NaN,,NaN,,NaN,,,NaN,
2387,96,13,-6,129,NaN,64,NaN,82,NaN,35,119,NaN,100
2388,,,,,NaN,,NaN,,NaN,,,NaN,
2389,95,13,-6,121,NaN,66,NaN,81,NaN,35,119,NaN,100
2390,,,,,NaN,,NaN,,NaN,,,NaN,
2391,94,13,-6,128,NaN,73,NaN,87,NaN,35,113,NaN,100
2392,,,,,NaN,,NaN,,NaN,,,NaN,
2393,96,13,-6,132,NaN,70,NaN,88,NaN,36,119,NaN,100
2394,,,,,NaN,,NaN,,NaN,,,NaN,
2395,105,13,-6,113,NaN,68,NaN,82,NaN,36,104,NaN,100
2396,,,,,NaN,,NaN,,NaN,,,NaN,
2397,111,13,-6,100,NaN,61,NaN,77,NaN,36,109,NaN,100
2398,,,,,NaN,,NaN,,NaN,,,NaN,
2399,111,13,-6,121,NaN,64,NaN,80,NaN,36,119,NaN,100
2400,,,,,NaN,,NaN,,NaN,,,NaN,
2401,111,13,-6,105,NaN,54,NaN,73,NaN,36,119,NaN,100
2402,,,,,NaN,,NaN,,NaN,,,NaN,
2403,111,13,-6,112,NaN,58,NaN,73,NaN,36,121,NaN,100
2404,,,,,NaN,,NaN,,NaN,,,NaN,
2405,115,13,-6,122,NaN,65,NaN,79,NaN,36,118,NaN,100
2406,,,,,NaN,,NaN,,NaN,,,NaN,
2407,112,13,-6,125,NaN,63,NaN,80,NaN,36,111,NaN,100
2408,,,,,NaN,,NaN,,NaN,,,NaN,
2409,102,13,-6,110,NaN,64,NaN,78,NaN,35,103,NaN,100
2410,,,,,NaN,,NaN,,NaN,,,NaN,
2411,102,13,-6,117,NaN,68,NaN,79,NaN,35,99,NaN,100
2412,,,,,NaN,,NaN,,NaN,,,NaN,
2413,98,13,-6,122,NaN,65,NaN,80,NaN,35,117,NaN,100
2414,,,,,NaN,,NaN,,NaN,,,NaN,
2415,97,13,-6,122,NaN,62,NaN,79,NaN,35,115,NaN,100
2416,,,,,NaN,,NaN,,NaN,,,NaN,
2417,90,13,-6,104,NaN,58,NaN,74,NaN,35,109,NaN,100
2418,,,,,NaN,,NaN,,NaN,,,NaN,
2419,90,13,-6,111,NaN,61,NaN,75,NaN,35,122,NaN,100
2420,,,,,NaN,,NaN,,NaN,,,NaN,
2421,93,13,-6,119,NaN,67,NaN,79,NaN,35,127,NaN,100
2422,,,,,NaN,,NaN,,NaN,,,NaN,
2423,93,13,-6,123,NaN,70,NaN,83,NaN,35,111,NaN,100
2424,,,,,NaN,,NaN,,NaN,,,NaN,
2425,97,13,-5,123,NaN,69,NaN,84,NaN,35,95,NaN,100
2426,,,,,NaN,,NaN,,NaN,,,NaN,
2427,97,13,-5,129,NaN,67,NaN,84,NaN,35,104,NaN,100
2428,,,,,NaN,,NaN,,NaN,,,NaN,
2429,99,13,-5,123,NaN,67,NaN,84,NaN,35,103,NaN,100
2430,,,,,NaN,,NaN,,NaN,,,NaN,
2431,99,13,-6,125,NaN,64,NaN,82,NaN,35,108,NaN,100
2432,,,,,NaN,,NaN,,NaN,,,NaN,
2433,99,13,-6,126,NaN,60,NaN,80,NaN,35,104,NaN,100
2434,,,,,NaN,,NaN,,NaN,,,NaN,
2435,93,13,-5,120,NaN,62,NaN,78,NaN,35,100,NaN,100
2436,,,,,NaN,,NaN,,NaN,,,NaN,
2437,93,13,-5,121,NaN,59,NaN,78,NaN,35,97,NaN,100
2438,,,,,NaN,,NaN,,NaN,,,NaN,
2439,90,13,-5,118,NaN,56,NaN,76,NaN,35,88,NaN,100
2440,,,,,NaN,,NaN,,NaN,,,NaN,
2441,85,13,-5,118,NaN,64,NaN,78,NaN,35,84,NaN,100
2442,,,,,NaN,,NaN,,NaN,,,NaN,
2443,86,13,-6,119,NaN,60,NaN,76,NaN,36,82,NaN,100
2444,,,,,NaN,,NaN,,NaN,,,NaN,
2445,85,13,-6,121,NaN,70,NaN,82,NaN,36,94,NaN,100
2446,,,,,NaN,,NaN,,NaN,,,NaN,
2447,86,13,-6,124,NaN,67,NaN,83,NaN,36,98,NaN,100
2448,,,,,NaN,,NaN,,NaN,,,NaN,
2449,88,13,-6,120,NaN,68,NaN,82,NaN,36,101,NaN,100
2450,,,,,NaN,,NaN,,NaN,,,NaN,
2451,88,13,-5,117,NaN,67,NaN,83,NaN,35,108,NaN,100
2452,,,,,NaN,,NaN,,NaN,,,NaN,
2453,102,13,-5,127,NaN,71,NaN,86,NaN,35,111,NaN,100
2454,,,,,NaN,,NaN,,NaN,,,NaN,
2455,106,13,-6,125,NaN,66,NaN,83,NaN,35,110,NaN,100
2456,,,,,NaN,,NaN,,NaN,,,NaN,
2457,101,13,-6,126,NaN,70,NaN,86,NaN,35,106,NaN,100
2458,,,,,NaN,,NaN,,NaN,,,NaN,
2459,98,13,-6,122,NaN,66,NaN,83,NaN,35,94,NaN,100
2460,,,,,NaN,,NaN,,NaN,,,NaN,
2461,96,13,-6,125,NaN,66,NaN,84,NaN,35,86,NaN,100
2462,,,,,NaN,,NaN,,NaN,,,NaN,
2463,96,13,-6,126,NaN,63,NaN,83,NaN,35,87,NaN,100
2464,,,,,NaN,,NaN,,NaN,,,NaN,
2465,92,13,-6,118,NaN,60,NaN,79,NaN,36,91,NaN,100
2466,,,,,NaN,,NaN,,NaN,,,NaN,
