time,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ART,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/HR,SNUADC/ECG_V5,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,Solar8000/CVP,SNUADC/CVP
1822,58,34,NaN,NaN,41,15,49,48,NaN,88,98,301,NaN
1823,,,NaN,NaN,,,,,NaN,,,,NaN
1824,58,34,NaN,NaN,41,15,49,48,NaN,88,98,301,NaN
1825,,,NaN,NaN,,,,,NaN,,,,NaN
1826,58,34,NaN,NaN,41,15,49,48,NaN,88,98,301,NaN
1827,,,NaN,NaN,,,,,NaN,,,,NaN
1828,58,35,NaN,NaN,41,15,49,48,NaN,88,98,301,NaN
1829,,,NaN,NaN,,,,,NaN,,,,NaN
1830,58,35,NaN,NaN,41,15,49,48,NaN,90,98,301,NaN
1831,,,NaN,NaN,,,,,NaN,,,,NaN
1832,59,35,NaN,NaN,41,15,49,48,NaN,90,98,301,NaN
1833,,,NaN,NaN,,,,,NaN,,,,NaN
1834,59,35,NaN,NaN,41,15,49,49,NaN,91,98,301,NaN
1835,,,NaN,NaN,,,,,NaN,,,,NaN
1836,59,34,NaN,NaN,41,15,49,49,NaN,89,98,301,NaN
1837,,,NaN,NaN,,,,,NaN,,,,NaN
1838,58,34,NaN,NaN,40,15,49,48,NaN,89,98,301,NaN
1839,,,NaN,NaN,,,,,NaN,,,,NaN
1840,58,34,NaN,NaN,41,15,49,48,NaN,88,98,301,NaN
1841,,,NaN,NaN,,,,,NaN,,,,NaN
1842,58,34,NaN,NaN,40,15,49,48,NaN,88,98,301,NaN
1843,,,NaN,NaN,,,,,NaN,,,,NaN
1844,57,35,NaN,NaN,40,15,49,48,NaN,87,98,300,NaN
1845,,,NaN,NaN,,,,,NaN,,,,NaN
1846,57,35,NaN,NaN,39,15,48,48,NaN,86,98,300,NaN
1847,,,NaN,NaN,,,,,NaN,,,,NaN
1848,56,35,NaN,NaN,39,15,48,48,NaN,85,98,300,NaN
1849,,,NaN,NaN,,,,,NaN,,,,NaN
1850,56,34,NaN,NaN,39,15,48,47,NaN,86,98,300,NaN
1851,,,NaN,NaN,,,,,NaN,,,,NaN
1852,56,34,NaN,NaN,39,15,48,48,NaN,84,98,300,NaN
1853,,,NaN,NaN,,,,,NaN,,,,NaN
1854,56,34,NaN,NaN,39,15,48,47,NaN,85,98,300,NaN
1855,,,NaN,NaN,,,,,NaN,,,,NaN
1856,55,34,NaN,NaN,39,15,48,47,NaN,83,98,300,NaN
1857,,,NaN,NaN,,,,,NaN,,,,NaN
1858,55,35,NaN,NaN,39,15,48,47,NaN,83,98,300,NaN
1859,,,NaN,NaN,,,,,NaN,,,,NaN
1860,55,35,NaN,NaN,39,15,48,47,NaN,82,98,300,NaN
1861,,,NaN,NaN,,,,,NaN,,,,NaN
1862,55,35,NaN,NaN,39,15,48,47,NaN,83,98,300,NaN
1863,,,NaN,NaN,,,,,NaN,,,,NaN
1864,55,35,NaN,NaN,39,15,48,47,NaN,82,98,300,NaN
1865,,,NaN,NaN,,,,,NaN,,,,NaN
1866,55,34,NaN,NaN,38,15,48,47,NaN,83,97,300,NaN
1867,,,NaN,NaN,,,,,NaN,,,,NaN
1868,55,34,NaN,NaN,39,15,48,47,NaN,82,97,300,NaN
1869,,,NaN,NaN,,,,,NaN,,,,NaN
1870,55,34,NaN,NaN,38,15,48,47,NaN,83,98,300,NaN
1871,,,NaN,NaN,,,,,NaN,,,,NaN
1872,55,34,NaN,NaN,39,15,48,47,NaN,81,98,300,NaN
1873,,,NaN,NaN,,,,,NaN,,,,NaN
1874,55,35,NaN,NaN,39,15,48,47,NaN,83,98,300,NaN
1875,,,NaN,NaN,,,,,NaN,,,,NaN
1876,55,35,NaN,NaN,39,15,48,47,NaN,81,98,300,NaN
1877,,,NaN,NaN,,,,,NaN,,,,NaN
1878,55,35,NaN,NaN,38,15,48,47,NaN,82,98,300,NaN
1879,,,NaN,NaN,,,,,NaN,,,,NaN
1880,54,35,NaN,NaN,39,15,48,48,NaN,81,98,300,NaN
1881,,,NaN,NaN,,,,,NaN,,,,NaN
1882,54,35,NaN,NaN,38,15,48,47,NaN,81,98,300,NaN
1883,,,NaN,NaN,,,,,NaN,,,,NaN
1884,54,35,NaN,NaN,39,15,48,47,NaN,81,97,300,NaN
1885,,,NaN,NaN,,,,,NaN,,,,NaN
1886,54,35,NaN,NaN,38,15,48,47,NaN,82,98,300,NaN
1887,,,NaN,NaN,,,,,NaN,,,,NaN
1888,54,34,NaN,NaN,38,15,48,47,NaN,81,98,300,NaN
1889,,,NaN,NaN,,,,,NaN,,,,NaN
1890,54,34,NaN,NaN,39,15,47,47,NaN,82,98,300,NaN
1891,,,NaN,NaN,,,,,NaN,,,,NaN
1892,55,34,NaN,NaN,39,15,47,47,NaN,83,98,300,NaN
1893,,,NaN,NaN,,,,,NaN,,,,NaN
1894,55,34,NaN,NaN,39,15,47,47,NaN,84,98,300,NaN
1895,,,NaN,NaN,,,,,NaN,,,,NaN
1896,55,34,NaN,NaN,39,15,47,47,NaN,83,98,300,NaN
1897,,,NaN,NaN,,,,,NaN,,,,NaN
1898,55,34,NaN,NaN,39,15,47,47,NaN,84,98,300,NaN
1899,,,NaN,NaN,,,,,NaN,,,,NaN
1900,55,34,NaN,NaN,39,15,48,47,NaN,82,98,300,NaN
1901,,,NaN,NaN,,,,,NaN,,,,NaN
1902,55,34,NaN,NaN,39,15,48,47,NaN,83,98,300,NaN
1903,,,NaN,NaN,,,,,NaN,,,,NaN
1904,55,34,NaN,NaN,39,15,48,47,NaN,82,98,300,NaN
1905,,,NaN,NaN,,,,,NaN,,,,NaN
1906,55,34,NaN,NaN,39,15,48,47,NaN,83,98,300,NaN
1907,,,NaN,NaN,,,,,NaN,,,,NaN
1908,55,34,NaN,NaN,39,15,48,47,NaN,82,98,300,NaN
1909,,,NaN,NaN,,,,,NaN,,,,NaN
1910,55,34,NaN,NaN,39,15,48,47,NaN,83,98,300,NaN
1911,,,NaN,NaN,,,,,NaN,,,,NaN
1912,55,34,NaN,NaN,39,15,48,47,NaN,82,98,300,NaN
1913,,,NaN,NaN,,,,,NaN,,,,NaN
1914,55,34,NaN,NaN,40,15,47,47,NaN,83,98,300,NaN
1915,,,NaN,NaN,,,,,NaN,,,,NaN
1916,55,34,NaN,NaN,39,15,47,47,NaN,82,98,300,NaN
1917,,,NaN,NaN,,,,,NaN,,,,NaN
1918,55,34,NaN,NaN,39,15,47,47,NaN,82,98,300,NaN
1919,,,NaN,NaN,,,,,NaN,,,,NaN
1920,55,34,NaN,NaN,39,15,47,47,NaN,82,98,300,NaN
1921,,,NaN,NaN,,,,,NaN,,,,NaN
1922,55,34,NaN,NaN,39,15,47,47,NaN,83,98,300,NaN
1923,,,NaN,NaN,,,,,NaN,,,,NaN
1924,55,34,NaN,NaN,39,15,47,47,NaN,82,98,300,NaN
1925,,,NaN,NaN,,,,,NaN,,,,NaN
1926,55,35,NaN,NaN,38,15,48,47,NaN,82,98,300,NaN
1927,,,NaN,NaN,,,,,NaN,,,,NaN
1928,54,35,NaN,NaN,38,15,48,47,NaN,81,98,300,NaN
1929,,,NaN,NaN,,,,,NaN,,,,NaN
1930,53,35,NaN,NaN,36,15,48,48,NaN,80,98,300,NaN
1931,,,NaN,NaN,,,,,NaN,,,,NaN
1932,53,34,NaN,NaN,35,15,48,48,NaN,78,98,300,NaN
1933,,,NaN,NaN,,,,,NaN,,,,NaN
1934,52,34,NaN,NaN,34,15,48,48,NaN,78,98,300,NaN
1935,,,NaN,NaN,,,,,NaN,,,,NaN
1936,51,34,NaN,NaN,34,15,48,48,NaN,77,98,300,NaN
1937,,,NaN,NaN,,,,,NaN,,,,NaN
1938,51,34,NaN,NaN,34,15,48,48,NaN,77,98,300,NaN
1939,,,NaN,NaN,,,,,NaN,,,,NaN
1940,49,34,NaN,NaN,33,15,48,48,NaN,64,98,300,NaN
1941,,,NaN,NaN,,,,,NaN,,,,NaN
1942,57,34,NaN,NaN,39,15,48,48,NaN,86,98,306,NaN
1943,,,NaN,NaN,,,,,NaN,,,,NaN
1944,56,34,NaN,NaN,36,15,48,48,NaN,90,98,306,NaN
1945,,,NaN,NaN,,,,,NaN,,,,NaN
1946,58,34,NaN,NaN,41,15,48,48,NaN,88,98,309,NaN
1947,,,NaN,NaN,,,,,NaN,,,,NaN
1948,58,34,NaN,NaN,42,15,48,48,NaN,87,98,309,NaN
1949,,,NaN,NaN,,,,,NaN,,,,NaN
1950,59,34,NaN,NaN,43,15,48,47,NaN,87,98,309,NaN
1951,,,NaN,NaN,,,,,NaN,,,,NaN
1952,59,34,NaN,NaN,44,15,48,47,NaN,87,98,309,NaN
1953,,,NaN,NaN,,,,,NaN,,,,NaN
1954,59,34,NaN,NaN,44,15,48,47,NaN,88,98,309,NaN
1955,,,NaN,NaN,,,,,NaN,,,,NaN
1956,58,34,NaN,NaN,34,15,48,47,NaN,85,98,309,NaN
1957,,,NaN,NaN,,,,,NaN,,,,NaN
1958,57,34,NaN,NaN,39,15,47,47,NaN,80,98,309,NaN
1959,,,NaN,NaN,,,,,NaN,,,,NaN
1960,58,34,NaN,NaN,40,15,47,47,NaN,86,97,309,NaN
1961,,,NaN,NaN,,,,,NaN,,,,NaN
1962,58,34,NaN,NaN,42,15,47,47,NaN,88,98,309,NaN
1963,,,NaN,NaN,,,,,NaN,,,,NaN
1964,59,34,NaN,NaN,43,15,48,47,NaN,86,98,309,NaN
1965,,,NaN,NaN,,,,,NaN,,,,NaN
1966,59,34,NaN,NaN,43,15,47,47,NaN,87,98,309,NaN
1967,,,NaN,NaN,,,,,NaN,,,,NaN
1968,59,34,NaN,NaN,43,15,47,47,NaN,86,98,309,NaN
1969,,,NaN,NaN,,,,,NaN,,,,NaN
1970,59,34,NaN,NaN,43,15,47,47,NaN,87,98,309,NaN
1971,,,NaN,NaN,,,,,NaN,,,,NaN
1972,59,34,NaN,NaN,43,15,47,47,NaN,85,98,309,NaN
1973,,,NaN,NaN,,,,,NaN,,,,NaN
1974,59,34,NaN,NaN,43,15,47,47,NaN,86,98,309,NaN
1975,,,NaN,NaN,,,,,NaN,,,,NaN
1976,59,34,NaN,NaN,43,15,47,47,NaN,85,98,309,NaN
1977,,,NaN,NaN,,,,,NaN,,,,NaN
1978,59,34,NaN,NaN,43,15,48,47,NaN,86,98,309,NaN
1979,,,NaN,NaN,,,,,NaN,,,,NaN
1980,59,34,NaN,NaN,43,15,48,48,NaN,86,97,309,NaN
1981,,,NaN,NaN,,,,,NaN,,,,NaN
1982,59,34,NaN,NaN,43,15,48,48,NaN,86,98,309,NaN
1983,,,NaN,NaN,,,,,NaN,,,,NaN
1984,59,34,NaN,NaN,43,15,48,48,NaN,86,98,309,NaN
1985,,,NaN,NaN,,,,,NaN,,,,NaN
1986,59,33,NaN,NaN,44,15,48,48,NaN,88,98,309,NaN
1987,,,NaN,NaN,,,,,NaN,,,,NaN
1988,60,33,NaN,NaN,44,15,48,48,NaN,88,98,309,NaN
1989,,,NaN,NaN,,,,,NaN,,,,NaN
1990,60,33,NaN,NaN,44,15,48,47,NaN,90,98,309,NaN
1991,,,NaN,NaN,,,,,NaN,,,,NaN
1992,60,34,NaN,NaN,44,15,48,47,NaN,88,98,309,NaN
1993,,,NaN,NaN,,,,,NaN,,,,NaN
1994,60,34,NaN,NaN,44,15,48,47,NaN,88,98,309,NaN
1995,,,NaN,NaN,,,,,NaN,,,,NaN
1996,63,34,NaN,NaN,50,15,47,47,NaN,89,98,309,NaN
1997,,,NaN,NaN,,,,,NaN,,,,NaN
1998,98,34,NaN,NaN,,15,47,47,NaN,,98,306,NaN
1999,,,NaN,NaN,,,,,NaN,,,,NaN
2000,66,34,NaN,NaN,,15,47,47,NaN,,98,306,NaN
2001,,,NaN,NaN,,,,,NaN,,,,NaN
2002,64,34,NaN,NaN,,15,47,47,NaN,,98,333,NaN
2003,,,NaN,NaN,,,,,NaN,,,,NaN
2004,63,34,NaN,NaN,,15,47,47,NaN,,98,333,NaN
2005,,,NaN,NaN,,,,,NaN,,,,NaN
2006,62,34,NaN,NaN,,15,47,47,NaN,,98,241,NaN
2007,,,NaN,NaN,,,,,NaN,,,,NaN
2008,61,34,NaN,NaN,,15,48,47,NaN,,98,241,NaN
2009,,,NaN,NaN,,,,,NaN,,,,NaN
2010,61,34,NaN,NaN,,15,48,47,NaN,,98,54,NaN
2011,,,NaN,NaN,,,,,NaN,,,,NaN
2012,60,34,NaN,NaN,,15,48,47,NaN,,98,54,NaN
2013,,,NaN,NaN,,,,,NaN,,,,NaN
2014,60,34,NaN,NaN,,15,48,48,NaN,,98,77,NaN
2015,,,NaN,NaN,,,,,NaN,,,,NaN
2016,60,34,NaN,NaN,,15,48,48,NaN,,98,77,NaN
2017,,,NaN,NaN,,,,,NaN,,,,NaN
2018,60,34,NaN,NaN,,15,48,48,NaN,,98,77,NaN
2019,,,NaN,NaN,,,,,NaN,,,,NaN
2020,60,34,NaN,NaN,44,15,48,48,NaN,88,98,176,NaN
2021,,,NaN,NaN,,,,,NaN,,,,NaN
2022,60,34,NaN,NaN,43,15,48,48,NaN,89,98,176,NaN
2023,,,NaN,NaN,,,,,NaN,,,,NaN
2024,60,34,NaN,NaN,43,15,48,47,NaN,88,98,7,NaN
2025,,,NaN,NaN,,,,,NaN,,,,NaN
2026,60,34,NaN,NaN,43,15,48,47,NaN,89,98,7,NaN
2027,,,NaN,NaN,,,,,NaN,,,,NaN
2028,60,34,NaN,NaN,44,15,48,48,NaN,89,98,7,NaN
2029,,,NaN,NaN,,,,,NaN,,,,NaN
2030,60,34,NaN,NaN,44,15,48,48,NaN,90,98,7,NaN
2031,,,NaN,NaN,,,,,NaN,,,,NaN
2032,60,34,NaN,NaN,44,15,48,48,NaN,89,98,7,NaN
2033,,,NaN,NaN,,,,,NaN,,,,NaN
2034,60,34,NaN,NaN,44,15,48,48,NaN,90,98,7,NaN
2035,,,NaN,NaN,,,,,NaN,,,,NaN
2036,60,34,NaN,NaN,44,15,49,48,NaN,90,98,6,NaN
2037,,,NaN,NaN,,,,,NaN,,,,NaN
2038,61,34,NaN,NaN,44,15,49,48,NaN,91,98,6,NaN
2039,,,NaN,NaN,,,,,NaN,,,,NaN
2040,61,34,NaN,NaN,44,15,49,48,NaN,90,98,7,NaN
2041,,,NaN,NaN,,,,,NaN,,,,NaN
2042,61,34,NaN,NaN,44,15,49,48,NaN,91,98,7,NaN
2043,,,NaN,NaN,,,,,NaN,,,,NaN
2044,61,34,NaN,NaN,44,15,49,48,NaN,90,98,6,NaN
2045,,,NaN,NaN,,,,,NaN,,,,NaN
2046,61,34,NaN,NaN,44,15,49,48,NaN,92,98,6,NaN
2047,,,NaN,NaN,,,,,NaN,,,,NaN
2048,61,34,NaN,NaN,44,15,48,48,NaN,90,98,6,NaN
2049,,,NaN,NaN,,,,,NaN,,,,NaN
2050,61,34,NaN,NaN,44,15,48,48,NaN,91,98,6,NaN
2051,,,NaN,NaN,,,,,NaN,,,,NaN
2052,60,35,NaN,NaN,44,15,48,47,NaN,90,98,6,NaN
2053,,,NaN,NaN,,,,,NaN,,,,NaN
2054,60,35,NaN,NaN,44,15,48,47,NaN,90,98,6,NaN
2055,,,NaN,NaN,,,,,NaN,,,,NaN
2056,60,35,NaN,NaN,44,15,48,47,NaN,89,98,6,NaN
2057,,,NaN,NaN,,,,,NaN,,,,NaN
2058,60,35,NaN,NaN,43,15,48,47,NaN,89,98,6,NaN
2059,,,NaN,NaN,,,,,NaN,,,,NaN
2060,60,34,NaN,NaN,43,15,48,47,NaN,89,98,6,NaN
2061,,,NaN,NaN,,,,,NaN,,,,NaN
2062,60,34,NaN,NaN,43,15,48,47,NaN,89,98,7,NaN
2063,,,NaN,NaN,,,,,NaN,,,,NaN
2064,60,34,NaN,NaN,43,15,48,47,NaN,88,98,7,NaN
2065,,,NaN,NaN,,,,,NaN,,,,NaN
2066,60,34,NaN,NaN,43,15,48,47,NaN,89,98,6,NaN
2067,,,NaN,NaN,,,,,NaN,,,,NaN
2068,59,34,NaN,NaN,43,15,48,47,NaN,87,98,6,NaN
2069,,,NaN,NaN,,,,,NaN,,,,NaN
2070,59,34,NaN,NaN,43,15,48,47,NaN,88,98,6,NaN
2071,,,NaN,NaN,,,,,NaN,,,,NaN
2072,59,34,NaN,NaN,43,15,48,47,NaN,87,98,6,NaN
2073,,,NaN,NaN,,,,,NaN,,,,NaN
2074,59,34,NaN,NaN,43,15,48,47,NaN,88,98,6,NaN
2075,,,NaN,NaN,,,,,NaN,,,,NaN
2076,59,34,NaN,NaN,43,15,48,47,NaN,87,97,6,NaN
2077,,,NaN,NaN,,,,,NaN,,,,NaN
2078,59,34,NaN,NaN,42,15,47,47,NaN,87,97,6,NaN
2079,,,NaN,NaN,,,,,NaN,,,,NaN
2080,59,34,NaN,NaN,43,15,47,47,NaN,86,98,6,NaN
2081,,,NaN,NaN,,,,,NaN,,,,NaN
2082,59,34,NaN,NaN,43,15,47,46,NaN,88,98,6,NaN
2083,,,NaN,NaN,,,,,NaN,,,,NaN
2084,59,34,NaN,NaN,43,15,47,46,NaN,88,97,7,NaN
2085,,,NaN,NaN,,,,,NaN,,,,NaN
2086,59,34,NaN,NaN,43,15,46,46,NaN,89,98,7,NaN
2087,,,NaN,NaN,,,,,NaN,,,,NaN
2088,59,34,NaN,NaN,43,15,46,46,NaN,88,98,7,NaN
2089,,,NaN,NaN,,,,,NaN,,,,NaN
2090,59,34,NaN,NaN,43,15,46,46,NaN,88,98,7,NaN
2091,,,NaN,NaN,,,,,NaN,,,,NaN
2092,59,34,NaN,NaN,43,15,46,46,NaN,88,98,6,NaN
2093,,,NaN,NaN,,,,,NaN,,,,NaN
2094,60,34,NaN,NaN,44,15,47,46,NaN,90,98,6,NaN
2095,,,NaN,NaN,,,,,NaN,,,,NaN
2096,60,34,NaN,NaN,44,15,47,47,NaN,90,98,7,NaN
2097,,,NaN,NaN,,,,,NaN,,,,NaN
2098,61,33,NaN,NaN,44,15,47,47,NaN,91,97,7,NaN
2099,,,NaN,NaN,,,,,NaN,,,,NaN
2100,61,33,NaN,NaN,44,15,47,47,NaN,90,97,6,NaN
2101,,,NaN,NaN,,,,,NaN,,,,NaN
2102,61,33,NaN,NaN,45,15,47,47,NaN,92,97,6,NaN
2103,,,NaN,NaN,,,,,NaN,,,,NaN
2104,61,33,NaN,NaN,45,15,47,47,NaN,91,98,6,NaN
2105,,,NaN,NaN,,,,,NaN,,,,NaN
2106,62,34,NaN,NaN,45,15,47,48,NaN,92,98,6,NaN
2107,,,NaN,NaN,,,,,NaN,,,,NaN
2108,62,34,NaN,NaN,45,15,48,48,NaN,92,98,6,NaN
2109,,,NaN,NaN,,,,,NaN,,,,NaN
2110,62,34,NaN,NaN,45,15,48,48,NaN,93,98,6,NaN
2111,,,NaN,NaN,,,,,NaN,,,,NaN
2112,62,33,NaN,NaN,45,15,48,48,NaN,92,97,6,NaN
2113,,,NaN,NaN,,,,,NaN,,,,NaN
2114,62,33,NaN,NaN,44,15,48,48,NaN,93,98,6,NaN
2115,,,NaN,NaN,,,,,NaN,,,,NaN
2116,62,33,NaN,NaN,45,15,48,47,NaN,92,97,6,NaN
2117,,,NaN,NaN,,,,,NaN,,,,NaN
2118,62,33,NaN,NaN,45,15,48,47,NaN,93,97,6,NaN
2119,,,NaN,NaN,,,,,NaN,,,,NaN
2120,62,34,NaN,NaN,45,15,48,47,NaN,92,97,6,NaN
2121,,,NaN,NaN,,,,,NaN,,,,NaN
2122,62,34,NaN,NaN,45,15,48,47,NaN,93,97,6,NaN
2123,,,NaN,NaN,,,,,NaN,,,,NaN
2124,62,34,NaN,NaN,45,15,48,47,NaN,92,97,6,NaN
2125,,,NaN,NaN,,,,,NaN,,,,NaN
2126,62,34,NaN,NaN,45,15,48,48,NaN,93,97,6,NaN
2127,,,NaN,NaN,,,,,NaN,,,,NaN
2128,62,34,NaN,NaN,45,15,48,48,NaN,92,97,6,NaN
2129,,,NaN,NaN,,,,,NaN,,,,NaN
2130,62,34,NaN,NaN,45,15,48,48,NaN,94,97,6,NaN
2131,,,NaN,NaN,,,,,NaN,,,,NaN
2132,62,34,NaN,NaN,45,15,48,48,NaN,93,97,6,NaN
2133,,,NaN,NaN,,,,,NaN,,,,NaN
2134,63,33,NaN,NaN,46,15,48,48,NaN,95,97,6,NaN
2135,,,NaN,NaN,,,,,NaN,,,,NaN
2136,63,33,NaN,NaN,45,15,48,48,NaN,94,97,6,NaN
2137,,,NaN,NaN,,,,,NaN,,,,NaN
2138,63,33,NaN,NaN,45,15,48,48,NaN,95,97,6,NaN
2139,,,NaN,NaN,,,,,NaN,,,,NaN
2140,62,33,NaN,NaN,45,15,48,48,NaN,93,97,6,NaN
2141,,,NaN,NaN,,,,,NaN,,,,NaN
2142,62,34,NaN,NaN,45,15,48,48,NaN,94,97,132,NaN
2143,,,NaN,NaN,,,,,NaN,,,,NaN
2144,62,34,NaN,NaN,45,15,48,47,NaN,93,97,132,NaN
2145,,,NaN,NaN,,,,,NaN,,,,NaN
2146,62,34,NaN,NaN,45,15,48,47,NaN,93,97,132,NaN
2147,,,NaN,NaN,,,,,NaN,,,,NaN
2148,62,34,NaN,NaN,45,15,48,47,NaN,93,97,6,NaN
2149,,,NaN,NaN,,,,,NaN,,,,NaN
2150,62,34,NaN,NaN,45,15,48,47,NaN,94,97,6,NaN
2151,,,NaN,NaN,,,,,NaN,,,,NaN
2152,62,34,NaN,NaN,45,15,48,47,NaN,94,97,6,NaN
2153,,,NaN,NaN,,,,,NaN,,,,NaN
2154,65,34,NaN,NaN,51,15,48,47,NaN,95,98,6,NaN
2155,,,NaN,NaN,,,,,NaN,,,,NaN
2156,60,33,NaN,NaN,44,15,48,48,NaN,85,97,7,NaN
2157,,,NaN,NaN,,,,,NaN,,,,NaN
2158,60,33,NaN,NaN,44,15,48,48,NaN,88,97,7,NaN
2159,,,NaN,NaN,,,,,NaN,,,,NaN
2160,61,33,NaN,NaN,44,15,48,48,NaN,89,98,6,NaN
2161,,,NaN,NaN,,,,,NaN,,,,NaN
2162,61,34,NaN,NaN,44,15,48,48,NaN,91,98,6,NaN
2163,,,NaN,NaN,,,,,NaN,,,,NaN
2164,61,34,NaN,NaN,45,15,48,48,NaN,91,98,6,NaN
2165,,,NaN,NaN,,,,,NaN,,,,NaN
2166,59,34,NaN,NaN,7,15,48,48,NaN,111,98,6,NaN
2167,,,NaN,NaN,,,,,NaN,,,,NaN
2168,60,34,NaN,NaN,11,15,48,48,NaN,126,98,6,NaN
2169,,,NaN,NaN,,,,,NaN,,,,NaN
2170,57,33,NaN,NaN,18,15,48,47,NaN,101,98,6,NaN
2171,,,NaN,NaN,,,,,NaN,,,,NaN
2172,58,33,NaN,NaN,29,15,48,47,NaN,98,98,6,NaN
2173,,,NaN,NaN,,,,,NaN,,,,NaN
2174,60,33,NaN,NaN,41,15,48,47,NaN,95,98,6,NaN
2175,,,NaN,NaN,,,,,NaN,,,,NaN
2176,61,34,NaN,NaN,44,15,47,47,NaN,94,97,6,NaN
2177,,,NaN,NaN,,,,,NaN,,,,NaN
2178,61,34,NaN,NaN,45,15,47,47,NaN,95,97,6,NaN
2179,,,NaN,NaN,,,,,NaN,,,,NaN
2180,62,34,NaN,NaN,45,15,47,47,NaN,93,97,6,NaN
2181,,,NaN,NaN,,,,,NaN,,,,NaN
2182,62,34,NaN,NaN,45,15,47,47,NaN,95,97,6,NaN
2183,,,NaN,NaN,,,,,NaN,,,,NaN
2184,62,34,NaN,NaN,45,15,47,47,NaN,93,97,6,NaN
2185,,,NaN,NaN,,,,,NaN,,,,NaN
2186,62,34,NaN,NaN,45,15,47,46,NaN,94,96,6,NaN
2187,,,NaN,NaN,,,,,NaN,,,,NaN
2188,62,34,NaN,NaN,45,15,47,46,NaN,92,96,6,NaN
2189,,,NaN,NaN,,,,,NaN,,,,NaN
2190,61,34,NaN,NaN,44,15,,46,NaN,92,,6,NaN
2191,,,NaN,NaN,,,,,NaN,,,,NaN
2192,61,34,NaN,NaN,44,15,,46,NaN,91,,6,NaN
2193,,,NaN,NaN,,,,,NaN,,,,NaN
2194,61,34,NaN,NaN,43,15,,46,NaN,91,,6,NaN
2195,,,NaN,NaN,,,,,NaN,,,,NaN
2196,61,34,NaN,NaN,44,15,48,46,NaN,90,97,6,NaN
2197,,,NaN,NaN,,,,,NaN,,,,NaN
2198,60,34,NaN,NaN,43,15,49,46,NaN,90,97,6,NaN
2199,,,NaN,NaN,,,,,NaN,,,,NaN
2200,60,34,NaN,NaN,43,15,48,46,NaN,89,97,6,NaN
2201,,,NaN,NaN,,,,,NaN,,,,NaN
2202,60,34,NaN,NaN,43,15,48,46,NaN,90,97,6,NaN
2203,,,NaN,NaN,,,,,NaN,,,,NaN
2204,60,34,NaN,NaN,43,15,48,46,NaN,89,97,6,NaN
2205,,,NaN,NaN,,,,,NaN,,,,NaN
2206,60,33,NaN,NaN,43,15,47,46,NaN,89,98,6,NaN
2207,,,NaN,NaN,,,,,NaN,,,,NaN
2208,60,33,NaN,NaN,43,15,47,46,NaN,88,98,6,NaN
2209,,,NaN,NaN,,,,,NaN,,,,NaN
2210,60,33,NaN,NaN,43,15,47,46,NaN,89,98,6,NaN
2211,,,NaN,NaN,,,,,NaN,,,,NaN
2212,60,34,NaN,NaN,44,15,47,47,NaN,89,98,6,NaN
2213,,,NaN,NaN,,,,,NaN,,,,NaN
2214,60,34,NaN,NaN,44,15,47,47,NaN,90,98,6,NaN
2215,,,NaN,NaN,,,,,NaN,,,,NaN
2216,60,34,NaN,NaN,44,15,47,47,NaN,90,98,6,NaN
2217,,,NaN,NaN,,,,,NaN,,,,NaN
2218,60,34,NaN,NaN,44,15,47,47,NaN,90,98,6,NaN
2219,,,NaN,NaN,,,,,NaN,,,,NaN
2220,60,34,NaN,NaN,44,15,47,47,NaN,90,98,6,NaN
2221,,,NaN,NaN,,,,,NaN,,,,NaN
2222,60,34,NaN,NaN,43,15,47,47,NaN,90,98,6,NaN
2223,,,NaN,NaN,,,,,NaN,,,,NaN
2224,59,34,NaN,NaN,26,15,47,47,NaN,87,98,6,NaN
2225,,,NaN,NaN,,,,,NaN,,,,NaN
2226,56,34,NaN,NaN,23,15,47,46,NaN,116,98,6,NaN
2227,,,NaN,NaN,,,,,NaN,,,,NaN
2228,57,34,NaN,NaN,31,15,47,46,NaN,106,98,6,NaN
2229,,,NaN,NaN,,,,,NaN,,,,NaN
2230,57,34,NaN,NaN,30,15,47,46,NaN,92,98,6,NaN
2231,,,NaN,NaN,,,,,NaN,,,,NaN
2232,57,34,NaN,NaN,,15,47,46,NaN,,98,6,NaN
2233,,,NaN,NaN,,,,,NaN,,,,NaN
2234,152,34,NaN,NaN,,15,47,46,NaN,,98,6,NaN
2235,,,NaN,NaN,,,,,NaN,,,,NaN
2236,152,34,NaN,NaN,,15,47,46,NaN,,98,6,NaN
2237,,,NaN,NaN,,,,,NaN,,,,NaN
2238,198,34,NaN,NaN,,15,47,46,NaN,,98,6,NaN
2239,,,NaN,NaN,,,,,NaN,,,,NaN
2240,198,34,NaN,NaN,,15,46,46,NaN,,98,6,NaN
2241,,,NaN,NaN,,,,,NaN,,,,NaN
2242,228,34,NaN,NaN,,15,46,46,NaN,,98,6,NaN
2243,,,NaN,NaN,,,,,NaN,,,,NaN
2244,228,34,NaN,NaN,,15,46,46,NaN,,98,6,NaN
2245,,,NaN,NaN,,,,,NaN,,,,NaN
2246,247,34,NaN,NaN,,15,46,46,NaN,,98,6,NaN
2247,,,NaN,NaN,,,,,NaN,,,,NaN
2248,247,34,NaN,NaN,,15,47,46,NaN,,98,6,NaN
