time,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ART,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/HR,SNUADC/ECG_V5,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,Solar8000/CVP,SNUADC/CVP
8182,83,35,NaN,NaN,56,15,63,63,NaN,126,100,9,NaN
8183,,,NaN,NaN,,,,,NaN,,,,NaN
8184,82,35,NaN,NaN,56,15,64,63,NaN,126,100,9,NaN
8185,,,NaN,NaN,,,,,NaN,,,,NaN
8186,82,35,NaN,NaN,56,15,63,63,NaN,125,100,9,NaN
8187,,,NaN,NaN,,,,,NaN,,,,NaN
8188,81,35,NaN,NaN,55,15,64,63,NaN,124,100,9,NaN
8189,,,NaN,NaN,,,,,NaN,,,,NaN
8190,81,35,NaN,NaN,55,15,64,63,NaN,123,100,9,NaN
8191,,,NaN,NaN,,,,,NaN,,,,NaN
8192,83,35,NaN,NaN,60,15,63,63,NaN,124,100,9,NaN
8193,,,NaN,NaN,,,,,NaN,,,,NaN
8194,77,35,NaN,NaN,53,15,63,65,NaN,114,100,9,NaN
8195,,,NaN,NaN,,,,,NaN,,,,NaN
8196,78,35,NaN,NaN,55,15,63,65,NaN,119,100,9,NaN
8197,,,NaN,NaN,,,,,NaN,,,,NaN
8198,80,35,NaN,NaN,56,15,63,62,NaN,122,100,9,NaN
8199,,,NaN,NaN,,,,,NaN,,,,NaN
8200,81,35,NaN,NaN,57,15,63,62,NaN,124,100,9,NaN
8201,,,NaN,NaN,,,,,NaN,,,,NaN
8202,81,34,NaN,NaN,57,15,63,62,NaN,124,100,9,NaN
8203,,,NaN,NaN,,,,,NaN,,,,NaN
8204,82,34,NaN,NaN,57,15,63,63,NaN,125,100,9,NaN
8205,,,NaN,NaN,,,,,NaN,,,,NaN
8206,82,34,NaN,NaN,57,15,64,63,NaN,124,100,9,NaN
8207,,,NaN,NaN,,,,,NaN,,,,NaN
8208,83,34,NaN,NaN,57,15,64,63,NaN,126,100,9,NaN
8209,,,NaN,NaN,,,,,NaN,,,,NaN
8210,82,34,NaN,NaN,57,15,64,63,NaN,125,100,9,NaN
8211,,,NaN,NaN,,,,,NaN,,,,NaN
8212,82,34,NaN,NaN,57,15,64,64,NaN,125,100,9,NaN
8213,,,NaN,NaN,,,,,NaN,,,,NaN
8214,82,34,NaN,NaN,56,15,64,64,NaN,124,100,9,NaN
8215,,,NaN,NaN,,,,,NaN,,,,NaN
8216,82,34,NaN,NaN,57,15,64,64,NaN,126,100,9,NaN
8217,,,NaN,NaN,,,,,NaN,,,,NaN
8218,82,34,NaN,NaN,57,15,64,63,NaN,126,100,9,NaN
8219,,,NaN,NaN,,,,,NaN,,,,NaN
8220,83,34,NaN,NaN,57,15,64,63,NaN,126,100,9,NaN
8221,,,NaN,NaN,,,,,NaN,,,,NaN
8222,82,34,NaN,NaN,57,15,64,63,NaN,125,100,9,NaN
8223,,,NaN,NaN,,,,,NaN,,,,NaN
8224,83,34,NaN,NaN,57,15,64,63,NaN,126,100,9,NaN
8225,,,NaN,NaN,,,,,NaN,,,,NaN
8226,82,34,NaN,NaN,56,15,64,63,NaN,125,100,9,NaN
8227,,,NaN,NaN,,,,,NaN,,,,NaN
8228,84,34,NaN,NaN,60,15,64,64,NaN,125,100,9,NaN
8229,,,NaN,NaN,,,,,NaN,,,,NaN
8230,82,34,NaN,NaN,56,15,64,66,NaN,126,100,9,NaN
8231,,,NaN,NaN,,,,,NaN,,,,NaN
8232,,,NaN,NaN,,,,,NaN,,,,NaN
8233,82,35,NaN,NaN,57,15,65,64,NaN,125,100,9,NaN
8234,,,NaN,NaN,,,,,NaN,,,,NaN
8235,82,35,NaN,NaN,56,15,65,64,NaN,124,100,9,NaN
8236,,,NaN,NaN,,,,,NaN,,,,NaN
8237,82,35,NaN,NaN,56,15,66,66,NaN,124,100,9,NaN
8238,,,NaN,NaN,,,,,NaN,,,,NaN
8239,82,35,NaN,NaN,56,15,65,65,NaN,124,100,9,NaN
8240,,,NaN,NaN,,,,,NaN,,,,NaN
8241,83,35,NaN,NaN,57,15,64,65,NaN,126,100,9,NaN
8242,,,NaN,NaN,,,,,NaN,,,,NaN
8243,83,35,NaN,NaN,57,15,66,66,NaN,126,100,9,NaN
8244,,,NaN,NaN,,,,,NaN,,,,NaN
8245,85,35,NaN,NaN,61,15,65,63,NaN,129,100,9,NaN
8246,,,NaN,NaN,,,,,NaN,,,,NaN
8247,84,35,NaN,NaN,57,15,65,65,NaN,128,100,9,NaN
8248,,,NaN,NaN,,,,,NaN,,,,NaN
8249,84,35,NaN,NaN,58,15,66,66,NaN,128,100,9,NaN
8250,,,NaN,NaN,,,,,NaN,,,,NaN
8251,85,35,NaN,NaN,61,15,66,65,NaN,127,100,9,NaN
8252,,,NaN,NaN,,,,,NaN,,,,NaN
8253,84,34,NaN,NaN,58,15,65,65,NaN,129,100,9,NaN
8254,,,NaN,NaN,,,,,NaN,,,,NaN
8255,84,34,NaN,NaN,58,15,66,65,NaN,127,100,9,NaN
8256,,,NaN,NaN,,,,,NaN,,,,NaN
8257,84,34,NaN,NaN,57,15,65,65,NaN,128,100,9,NaN
8258,,,NaN,NaN,,,,,NaN,,,,NaN
8259,83,34,NaN,NaN,57,15,67,65,NaN,125,100,9,NaN
8260,,,NaN,NaN,,,,,NaN,,,,NaN
8261,83,34,NaN,NaN,57,15,66,65,NaN,126,100,9,NaN
8262,,,NaN,NaN,,,,,NaN,,,,NaN
8263,83,34,NaN,NaN,57,15,65,65,NaN,126,100,9,NaN
8264,83,,NaN,NaN,57,,,67,NaN,126,,,NaN
8265,,34,NaN,NaN,,15,67,,NaN,,100,9,NaN
8266,,,NaN,NaN,,,,,NaN,,,,NaN
8267,79,35,NaN,NaN,53,15,66,64,NaN,121,100,9,NaN
8268,80,35,NaN,NaN,56,,,68,NaN,122,,9,NaN
8269,,,NaN,NaN,,15,66,,NaN,,100,,NaN
8270,82,,NaN,NaN,,,,65,NaN,,,,NaN
8271,,35,NaN,NaN,58,15,65,,NaN,126,100,9,NaN
8272,80,35,NaN,NaN,53,15,66,65,NaN,128,100,9,NaN
8273,,,NaN,NaN,,,,,NaN,,,,NaN
8274,80,34,NaN,NaN,55,15,66,68,NaN,123,100,10,NaN
8275,,,NaN,NaN,,,,,NaN,,,,NaN
8276,84,34,NaN,NaN,59,15,66,65,NaN,130,100,10,NaN
8277,,,NaN,NaN,,,,,NaN,,,,NaN
8278,,,NaN,NaN,,,,,NaN,,,,NaN
8279,85,34,NaN,NaN,60,15,66,66,NaN,131,100,9,NaN
8280,,,NaN,NaN,,,,,NaN,,,,NaN
8281,86,34,NaN,NaN,60,15,67,66,NaN,133,100,9,NaN
8282,,,NaN,NaN,,,,,NaN,,,,NaN
8283,86,34,NaN,NaN,59,15,67,66,NaN,132,100,9,NaN
8284,,,NaN,NaN,,,,,NaN,,,,NaN
8285,86,34,NaN,NaN,59,15,67,67,NaN,131,100,9,NaN
8286,,,NaN,NaN,,,,,NaN,,,,NaN
8287,85,34,NaN,NaN,58,15,67,66,NaN,129,100,9,NaN
8288,,,NaN,NaN,,,,,NaN,,,,NaN
8289,86,35,NaN,NaN,59,15,67,66,NaN,130,100,9,NaN
8290,,,NaN,NaN,,,,,NaN,,,,NaN
8291,85,35,NaN,NaN,58,15,67,66,NaN,129,100,9,NaN
8292,,,NaN,NaN,,,,,NaN,,,,NaN
8293,86,35,NaN,NaN,59,15,66,66,NaN,130,100,9,NaN
8294,,,NaN,NaN,,,,,NaN,,,,NaN
8295,85,35,NaN,NaN,58,15,66,66,NaN,130,100,9,NaN
8296,,,NaN,NaN,,,,,NaN,,,,NaN
8297,86,35,NaN,NaN,59,15,66,65,NaN,132,100,9,NaN
8298,,,NaN,NaN,,,,,NaN,,,,NaN
8299,86,35,NaN,NaN,59,15,66,65,NaN,132,100,9,NaN
8300,,,NaN,NaN,,,,,NaN,,,,NaN
8301,87,35,NaN,NaN,60,15,66,65,NaN,133,100,9,NaN
8302,,,NaN,NaN,,,,,NaN,,,,NaN
8303,87,35,NaN,NaN,59,15,66,65,NaN,132,100,9,NaN
8304,,,NaN,NaN,,,,,NaN,,,,NaN
8305,87,35,NaN,NaN,59,15,66,65,NaN,132,100,9,NaN
8306,,,NaN,NaN,,,,,NaN,,,,NaN
8307,86,35,NaN,NaN,59,15,66,66,NaN,131,100,9,NaN
8308,,,NaN,NaN,,,,,NaN,,,,NaN
8309,87,35,NaN,NaN,59,15,66,66,NaN,132,100,9,NaN
8310,,,NaN,NaN,,,,,NaN,,,,NaN
8311,86,35,NaN,NaN,59,15,66,66,NaN,132,100,9,NaN
8312,,,NaN,NaN,,,,,NaN,,,,NaN
8313,87,35,NaN,NaN,59,15,66,66,NaN,133,100,9,NaN
8314,,,NaN,NaN,,,,,NaN,,,,NaN
8315,86,35,NaN,NaN,58,15,66,66,NaN,131,100,9,NaN
8316,,,NaN,NaN,,,,,NaN,,,,NaN
8317,86,35,NaN,NaN,58,15,66,65,NaN,131,100,9,NaN
8318,,,NaN,NaN,,,,,NaN,,,,NaN
8319,85,35,NaN,NaN,58,15,66,65,NaN,129,100,9,NaN
8320,,,NaN,NaN,,,,,NaN,,,,NaN
8321,84,35,NaN,NaN,57,15,66,65,NaN,130,100,9,NaN
8322,,,NaN,NaN,,,,,NaN,,,,NaN
8323,84,34,NaN,NaN,57,15,65,65,NaN,129,100,9,NaN
8324,,,NaN,NaN,,,,,NaN,,,,NaN
8325,84,34,NaN,NaN,58,15,65,64,NaN,129,100,9,NaN
8326,,,NaN,NaN,,,,,NaN,,,,NaN
8327,84,34,NaN,NaN,58,15,65,64,NaN,129,100,9,NaN
8328,,,NaN,NaN,,,,,NaN,,,,NaN
8329,84,35,NaN,NaN,58,15,65,64,NaN,129,100,9,NaN
8330,,,NaN,NaN,,,,,NaN,,,,NaN
8331,83,35,NaN,NaN,57,15,65,64,NaN,127,100,9,NaN
8332,,,NaN,NaN,,,,,NaN,,,,NaN
8333,83,35,NaN,NaN,57,15,65,64,NaN,127,100,9,NaN
8334,,,NaN,NaN,,,,,NaN,,,,NaN
8335,82,35,NaN,NaN,56,15,65,64,NaN,126,100,9,NaN
8336,,,NaN,NaN,,,,,NaN,,,,NaN
8337,83,35,NaN,NaN,57,15,65,64,NaN,127,100,9,NaN
8338,,,NaN,NaN,,,,,NaN,,,,NaN
8339,83,35,NaN,NaN,57,15,65,64,NaN,128,100,10,NaN
8340,,,NaN,NaN,,,,,NaN,,,,NaN
8341,78,35,NaN,NaN,52,15,65,68,NaN,123,100,10,NaN
8342,,,NaN,NaN,,,,,NaN,,,,NaN
8343,80,35,NaN,NaN,57,15,65,64,NaN,123,100,10,NaN
8344,,,NaN,NaN,,,,,NaN,,,,NaN
8345,83,35,NaN,NaN,59,15,65,64,NaN,129,100,10,NaN
8346,,,NaN,NaN,,,,,NaN,,,,NaN
8347,84,35,NaN,NaN,59,15,65,64,NaN,130,100,9,NaN
8348,,,NaN,NaN,,,,,NaN,,,,NaN
8349,85,35,NaN,NaN,59,15,65,61,NaN,131,100,9,NaN
8350,,,NaN,NaN,,,,,NaN,,,,NaN
8351,85,35,NaN,NaN,59,15,65,65,NaN,131,100,10,NaN
8352,,,NaN,NaN,,,,,NaN,,,,NaN
8353,81,35,NaN,NaN,56,15,65,68,NaN,124,100,10,NaN
8354,,,NaN,NaN,,,,,NaN,,,,NaN
8355,82,35,NaN,NaN,58,15,65,65,NaN,126,100,10,NaN
8356,,,NaN,NaN,,,,,NaN,,,,NaN
8357,84,35,NaN,NaN,60,15,65,65,NaN,131,100,9,NaN
8358,,,NaN,NaN,,,,,NaN,,,,NaN
8359,85,35,NaN,NaN,60,15,65,65,NaN,132,100,9,NaN
8360,,,NaN,NaN,,,,,NaN,,,,NaN
8361,86,35,NaN,NaN,60,15,66,62,NaN,133,100,9,NaN
8362,,,NaN,NaN,,,,,NaN,,,,NaN
8363,87,35,NaN,NaN,60,15,66,66,NaN,133,100,9,NaN
8364,,,NaN,NaN,,,,,NaN,,,,NaN
8365,87,35,NaN,NaN,60,15,66,66,NaN,134,100,9,NaN
8366,,,NaN,NaN,,,,,NaN,,,,NaN
8367,87,35,NaN,NaN,60,15,66,66,NaN,133,100,9,NaN
8368,,,NaN,NaN,,,,,NaN,,,,NaN
8369,87,35,NaN,NaN,60,15,66,66,NaN,133,100,9,NaN
8370,,,NaN,NaN,,,,,NaN,,,,NaN
8371,87,35,NaN,NaN,59,15,66,66,NaN,132,100,9,NaN
8372,,,NaN,NaN,,,,,NaN,,,,NaN
8373,86,35,NaN,NaN,59,15,66,66,NaN,132,100,9,NaN
8374,,,NaN,NaN,,,,,NaN,,,,NaN
8375,85,35,NaN,NaN,58,15,66,66,NaN,129,100,9,NaN
8376,,,NaN,NaN,,,,,NaN,,,,NaN
8377,86,35,NaN,NaN,59,15,66,66,NaN,130,100,9,NaN
8378,,,NaN,NaN,,,,,NaN,,,,NaN
8379,85,35,NaN,NaN,58,15,66,66,NaN,130,100,9,NaN
8380,,,NaN,NaN,,,,,NaN,,,,NaN
8381,86,35,NaN,NaN,59,15,66,66,NaN,131,100,9,NaN
8382,,,NaN,NaN,,,,,NaN,,,,NaN
8383,85,35,NaN,NaN,58,15,66,66,NaN,129,100,9,NaN
8384,,,NaN,NaN,,,,,NaN,,,,NaN
8385,85,35,NaN,NaN,58,15,66,66,NaN,130,100,9,NaN
8386,,,NaN,NaN,,,,,NaN,,,,NaN
8387,84,35,NaN,NaN,57,15,66,66,NaN,128,100,9,NaN
8388,,,NaN,NaN,,,,,NaN,,,,NaN
8389,84,35,NaN,NaN,58,15,66,66,NaN,129,100,9,NaN
8390,,,NaN,NaN,,,,,NaN,,,,NaN
8391,84,35,NaN,NaN,57,15,66,66,NaN,127,100,9,NaN
8392,,,NaN,NaN,,,,,NaN,,,,NaN
8393,84,35,NaN,NaN,57,15,66,66,NaN,128,100,9,NaN
8394,,,NaN,NaN,,,,,NaN,,,,NaN
8395,84,35,NaN,NaN,57,15,66,65,NaN,128,100,9,NaN
8396,,,NaN,NaN,,,,,NaN,,,,NaN
8397,84,35,NaN,NaN,58,15,66,65,NaN,129,100,9,NaN
8398,,,NaN,NaN,,,,,NaN,,,,NaN
8399,84,35,NaN,NaN,57,15,66,65,NaN,128,100,9,NaN
8400,,,NaN,NaN,,,,,NaN,,,,NaN
8401,84,35,NaN,NaN,57,15,65,65,NaN,128,100,9,NaN
8402,,,NaN,NaN,,,,,NaN,,,,NaN
8403,83,35,NaN,NaN,57,15,65,65,NaN,127,100,9,NaN
8404,,,NaN,NaN,,,,,NaN,,,,NaN
8405,83,35,NaN,NaN,57,15,65,65,NaN,127,100,9,NaN
8406,,,NaN,NaN,,,,,NaN,,,,NaN
8407,83,35,NaN,NaN,57,15,65,65,NaN,126,100,9,NaN
8408,,,NaN,NaN,,,,,NaN,,,,NaN
8409,83,35,NaN,NaN,58,15,65,65,NaN,128,100,9,NaN
8410,,,NaN,NaN,,,,,NaN,,,,NaN
8411,83,35,NaN,NaN,57,15,65,64,NaN,127,100,9,NaN
8412,,,NaN,NaN,,,,,NaN,,,,NaN
8413,84,35,NaN,NaN,58,15,65,64,NaN,128,100,9,NaN
8414,,,NaN,NaN,,,,,NaN,,,,NaN
8415,84,35,NaN,NaN,58,15,65,65,NaN,128,100,9,NaN
8416,,,NaN,NaN,,,,,NaN,,,,NaN
8417,85,35,NaN,NaN,59,15,65,65,NaN,130,100,9,NaN
8418,,,NaN,NaN,,,,,NaN,,,,NaN
8419,84,35,NaN,NaN,58,15,65,65,NaN,129,100,9,NaN
8420,,,NaN,NaN,,,,,NaN,,,,NaN
8421,85,34,NaN,NaN,58,15,66,65,NaN,129,100,9,NaN
8422,,,NaN,NaN,,,,,NaN,,,,NaN
8423,84,34,NaN,NaN,58,15,66,65,NaN,128,100,9,NaN
8424,,,NaN,NaN,,,,,NaN,,,,NaN
8425,85,34,NaN,NaN,58,15,66,65,NaN,129,100,9,NaN
8426,,,NaN,NaN,,,,,NaN,,,,NaN
8427,84,35,NaN,NaN,58,15,66,65,NaN,128,100,9,NaN
8428,,,NaN,NaN,,,,,NaN,,,,NaN
8429,85,35,NaN,NaN,59,15,66,65,NaN,130,100,9,NaN
8430,,,NaN,NaN,,,,,NaN,,,,NaN
8431,85,35,NaN,NaN,58,15,66,66,NaN,129,100,9,NaN
8432,,,NaN,NaN,,,,,NaN,,,,NaN
8433,85,35,NaN,NaN,58,15,66,66,NaN,130,100,9,NaN
8434,,,NaN,NaN,,,,,NaN,,,,NaN
8435,85,35,NaN,NaN,58,15,66,66,NaN,129,100,9,NaN
8436,,,NaN,NaN,,,,,NaN,,,,NaN
8437,85,35,NaN,NaN,59,15,66,66,NaN,131,100,9,NaN
8438,,,NaN,NaN,,,,,NaN,,,,NaN
8439,85,35,NaN,NaN,58,15,66,66,NaN,130,100,9,NaN
8440,,,NaN,NaN,,,,,NaN,,,,NaN
8441,85,34,NaN,NaN,59,15,66,66,NaN,130,100,9,NaN
8442,,,NaN,NaN,,,,,NaN,,,,NaN
8443,81,34,NaN,NaN,54,15,66,69,NaN,126,100,9,NaN
8444,,,NaN,NaN,,,,,NaN,,,,NaN
8445,83,34,NaN,NaN,59,15,66,65,NaN,129,100,9,NaN
8446,,,NaN,NaN,,,,,NaN,,,,NaN
8447,85,35,NaN,NaN,60,15,66,65,NaN,132,100,9,NaN
8448,,,NaN,NaN,,,,,NaN,,,,NaN
8449,87,35,NaN,NaN,61,15,66,65,NaN,134,100,9,NaN
8450,,,NaN,NaN,,,,,NaN,,,,NaN
8451,87,35,NaN,NaN,60,15,66,63,NaN,133,100,9,NaN
8452,,,NaN,NaN,,,,,NaN,,,,NaN
8453,87,34,NaN,NaN,60,15,66,66,NaN,133,100,9,NaN
8454,,,NaN,NaN,,,,,NaN,,,,NaN
8455,86,34,NaN,NaN,59,15,67,66,NaN,131,100,9,NaN
8456,,,NaN,NaN,,,,,NaN,,,,NaN
8457,86,34,NaN,NaN,59,15,67,66,NaN,132,100,9,NaN
8458,,,NaN,NaN,,,,,NaN,,,,NaN
8459,86,34,NaN,NaN,59,15,67,66,NaN,131,100,9,NaN
8460,,,NaN,NaN,,,,,NaN,,,,NaN
8461,86,34,NaN,NaN,59,15,66,66,NaN,131,100,9,NaN
8462,,,NaN,NaN,,,,,NaN,,,,NaN
8463,85,34,NaN,NaN,58,15,66,65,NaN,130,100,9,NaN
8464,,,NaN,NaN,,,,,NaN,,,,NaN
8465,85,34,NaN,NaN,58,15,66,65,NaN,130,100,9,NaN
8466,,,NaN,NaN,,,,,NaN,,,,NaN
8467,84,35,NaN,NaN,57,15,66,65,NaN,128,100,9,NaN
8468,,,NaN,NaN,,,,,NaN,,,,NaN
8469,85,35,NaN,NaN,58,15,65,65,NaN,130,100,9,NaN
8470,,,NaN,NaN,,,,,NaN,,,,NaN
8471,85,35,NaN,NaN,58,15,65,65,NaN,130,100,9,NaN
8472,,,NaN,NaN,,,,,NaN,,,,NaN
8473,85,35,NaN,NaN,59,15,65,65,NaN,132,100,9,NaN
8474,,,NaN,NaN,,,,,NaN,,,,NaN
8475,86,35,NaN,NaN,59,15,66,65,NaN,131,100,9,NaN
8476,,,NaN,NaN,,,,,NaN,,,,NaN
8477,86,35,NaN,NaN,59,15,66,65,NaN,133,100,9,NaN
8478,,,NaN,NaN,,,,,NaN,,,,NaN
8479,86,35,NaN,NaN,59,15,66,66,NaN,132,100,9,NaN
8480,,,NaN,NaN,,,,,NaN,,,,NaN
8481,86,35,NaN,NaN,59,15,66,66,NaN,133,100,9,NaN
8482,,,NaN,NaN,,,,,NaN,,,,NaN
8483,86,35,NaN,NaN,59,15,66,66,NaN,132,100,9,NaN
8484,,,NaN,NaN,,,,,NaN,,,,NaN
8485,87,35,NaN,NaN,60,15,66,66,NaN,134,100,9,NaN
8486,,,NaN,NaN,,,,,NaN,,,,NaN
8487,87,35,NaN,NaN,59,15,66,66,NaN,132,100,9,NaN
8488,,,NaN,NaN,,,,,NaN,,,,NaN
8489,87,35,NaN,NaN,60,15,66,66,NaN,133,100,9,NaN
8490,,,NaN,NaN,,,,,NaN,,,,NaN
8491,87,35,NaN,NaN,59,15,66,66,NaN,133,100,9,NaN
8492,,,NaN,NaN,,,,,NaN,,,,NaN
8493,87,35,NaN,NaN,59,15,66,66,NaN,133,100,9,NaN
8494,,,NaN,NaN,,,,,NaN,,,,NaN
8495,86,35,NaN,NaN,58,15,66,65,NaN,131,100,9,NaN
8496,,,NaN,NaN,,,,,NaN,,,,NaN
8497,86,35,NaN,NaN,58,15,66,65,NaN,131,100,9,NaN
8498,,,NaN,NaN,,,,,NaN,,,,NaN
8499,80,35,NaN,NaN,53,15,65,65,NaN,125,100,9,NaN
8500,,,NaN,NaN,,,,,NaN,,,,NaN
8501,83,35,NaN,NaN,60,15,65,64,NaN,126,100,10,NaN
8502,,,NaN,NaN,,,,,NaN,,,,NaN
8503,83,35,NaN,NaN,58,15,65,64,NaN,130,100,10,NaN
8504,,,NaN,NaN,,,,,NaN,,,,NaN
8505,85,35,NaN,NaN,60,15,65,65,NaN,133,100,9,NaN
8506,,,NaN,NaN,,,,,NaN,,,,NaN
8507,86,35,NaN,NaN,60,15,66,65,NaN,133,100,9,NaN
8508,,,NaN,NaN,,,,,NaN,,,,NaN
8509,87,35,NaN,NaN,60,15,66,66,NaN,133,100,9,NaN
8510,,,NaN,NaN,,,,,NaN,,,,NaN
8511,87,35,NaN,NaN,60,15,67,65,NaN,132,100,9,NaN
8512,,,NaN,NaN,,,,,NaN,,,,NaN
8513,86,35,NaN,NaN,58,15,66,66,NaN,132,100,9,NaN
8514,,,NaN,NaN,,,,,NaN,,,,NaN
8515,85,35,NaN,NaN,58,15,67,66,NaN,130,100,9,NaN
8516,,,NaN,NaN,,,,,NaN,,,,NaN
8517,86,35,NaN,NaN,59,15,66,66,NaN,132,100,9,NaN
8518,,,NaN,NaN,,,,,NaN,,,,NaN
8519,85,35,NaN,NaN,58,15,66,66,NaN,131,100,9,NaN
8520,,,NaN,NaN,,,,,NaN,,,,NaN
8521,85,35,NaN,NaN,59,15,66,65,NaN,131,100,9,NaN
8522,,,NaN,NaN,,,,,NaN,,,,NaN
8523,85,35,NaN,NaN,58,15,66,65,NaN,131,100,9,NaN
8524,,,NaN,NaN,,,,,NaN,,,,NaN
8525,86,35,NaN,NaN,59,15,66,65,NaN,132,100,9,NaN
8526,,,NaN,NaN,,,,,NaN,,,,NaN
8527,86,35,NaN,NaN,59,15,66,65,NaN,132,100,9,NaN
8528,,,NaN,NaN,,,,,NaN,,,,NaN
8529,86,35,NaN,NaN,59,15,66,65,NaN,133,100,9,NaN
8530,,,NaN,NaN,,,,,NaN,,,,NaN
8531,86,35,NaN,NaN,59,15,66,65,NaN,132,100,9,NaN
8532,,,NaN,NaN,,,,,NaN,,,,NaN
8533,87,35,NaN,NaN,60,15,66,66,NaN,134,100,9,NaN
8534,,,NaN,NaN,,,,,NaN,,,,NaN
8535,87,35,NaN,NaN,59,15,66,66,NaN,133,100,9,NaN
8536,,,NaN,NaN,,,,,NaN,,,,NaN
8537,87,35,NaN,NaN,59,15,66,66,NaN,134,100,9,NaN
8538,,,NaN,NaN,,,,,NaN,,,,NaN
8539,87,35,NaN,NaN,59,15,66,66,NaN,133,100,9,NaN
8540,,,NaN,NaN,,,,,NaN,,,,NaN
8541,87,35,NaN,NaN,59,15,67,66,NaN,134,100,9,NaN
8542,,,NaN,NaN,,,,,NaN,,,,NaN
8543,87,35,NaN,NaN,59,15,67,66,NaN,133,100,9,NaN
8544,,,NaN,NaN,,,,,NaN,,,,NaN
8545,87,35,NaN,NaN,60,15,67,66,NaN,134,100,9,NaN
8546,,,NaN,NaN,,,,,NaN,,,,NaN
8547,87,35,NaN,NaN,60,15,67,66,NaN,133,100,9,NaN
8548,,,NaN,NaN,,,,,NaN,,,,NaN
8549,87,35,NaN,NaN,60,15,67,66,NaN,134,100,9,NaN
8550,,,NaN,NaN,,,,,NaN,,,,NaN
8551,83,35,NaN,NaN,55,15,67,70,NaN,130,100,9,NaN
8552,,,NaN,NaN,,,,,NaN,,,,NaN
8553,83,35,NaN,NaN,57,15,67,66,NaN,128,100,9,NaN
8554,,,NaN,NaN,,,,,NaN,,,,NaN
8555,85,35,NaN,NaN,59,15,67,66,NaN,130,100,9,NaN
8556,,,NaN,NaN,,,,,NaN,,,,NaN
8557,86,35,NaN,NaN,60,15,67,66,NaN,133,100,9,NaN
8558,,,NaN,NaN,,,,,NaN,,,,NaN
8559,82,35,NaN,NaN,53,15,67,63,NaN,133,100,9,NaN
8560,,,NaN,NaN,,,,,NaN,,,,NaN
8561,82,35,NaN,NaN,56,15,67,70,NaN,126,100,9,NaN
8562,,,NaN,NaN,,,,,NaN,,,,NaN
8563,84,35,NaN,NaN,59,15,67,66,NaN,131,100,9,NaN
8564,,,NaN,NaN,,,,,NaN,,,,NaN
8565,87,35,NaN,NaN,61,15,67,66,NaN,135,100,9,NaN
8566,,,NaN,NaN,,,,,NaN,,,,NaN
8567,87,35,NaN,NaN,60,15,67,67,NaN,135,100,9,NaN
8568,,,NaN,NaN,,,,,NaN,,,,NaN
8569,88,35,NaN,NaN,60,15,68,67,NaN,136,100,9,NaN
8570,,,NaN,NaN,,,,,NaN,,,,NaN
8571,87,35,NaN,NaN,59,15,68,68,NaN,133,100,9,NaN
8572,,,NaN,NaN,,,,,NaN,,,,NaN
8573,87,35,NaN,NaN,59,15,68,68,NaN,134,100,9,NaN
8574,,,NaN,NaN,,,,,NaN,,,,NaN
8575,87,35,NaN,NaN,59,15,68,67,NaN,132,100,9,NaN
8576,,,NaN,NaN,,,,,NaN,,,,NaN
8577,87,35,NaN,NaN,59,15,68,67,NaN,133,100,9,NaN
8578,,,NaN,NaN,,,,,NaN,,,,NaN
8579,87,35,NaN,NaN,59,15,68,67,NaN,132,100,9,NaN
8580,,,NaN,NaN,,,,,NaN,,,,NaN
8581,87,35,NaN,NaN,59,15,68,67,NaN,133,100,9,NaN
8582,,,NaN,NaN,,,,,NaN,,,,NaN
8583,83,35,NaN,NaN,52,15,68,67,NaN,133,100,9,NaN
8584,,,NaN,NaN,,,,,NaN,,,,NaN
8585,82,35,NaN,NaN,56,15,68,70,NaN,126,100,9,NaN
8586,,,NaN,NaN,,,,,NaN,,,,NaN
8587,85,35,NaN,NaN,60,15,67,66,NaN,131,100,9,NaN
8588,,,NaN,NaN,,,,,NaN,,,,NaN
8589,87,35,NaN,NaN,61,15,67,66,NaN,136,100,9,NaN
8590,,,NaN,NaN,,,,,NaN,,,,NaN
8591,88,35,NaN,NaN,61,15,67,67,NaN,137,100,9,NaN
8592,,,NaN,NaN,,,,,NaN,,,,NaN
8593,89,35,NaN,NaN,61,15,68,67,NaN,137,100,9,NaN
8594,,,NaN,NaN,,,,,NaN,,,,NaN
8595,88,35,NaN,NaN,60,15,68,68,NaN,135,100,9,NaN
8596,,,NaN,NaN,,,,,NaN,,,,NaN
8597,88,35,NaN,NaN,60,15,68,67,NaN,136,100,9,NaN
8598,,,NaN,NaN,,,,,NaN,,,,NaN
8599,88,35,NaN,NaN,59,15,68,67,NaN,135,100,9,NaN
8600,,,NaN,NaN,,,,,NaN,,,,NaN
8601,88,35,NaN,NaN,60,15,68,67,NaN,135,100,9,NaN
8602,,,NaN,NaN,,,,,NaN,,,,NaN
8603,87,35,NaN,NaN,59,15,67,67,NaN,134,100,9,NaN
8604,,,NaN,NaN,,,,,NaN,,,,NaN
8605,88,35,NaN,NaN,59,15,67,67,NaN,135,100,9,NaN
8606,,,NaN,NaN,,,,,NaN,,,,NaN
