time,Solar8000/PLETH_HR,Solar8000/HR,SNUADC/ECG_II,Solar8000/ART_SBP,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/CVP,SNUADC/ART,Solar8000/ART_DBP,Solar8000/CVP
437,61,60,NaN,116,86,,,100,NaN,NaN,NaN,66,
438,,,NaN,,,,,,NaN,NaN,NaN,,
439,61,60,NaN,117,86,,,100,NaN,NaN,NaN,67,
440,,,NaN,,,,,,NaN,NaN,NaN,,
441,61,60,NaN,117,86,,,100,NaN,NaN,NaN,69,
442,,,NaN,,,,,,NaN,NaN,NaN,,
443,61,60,NaN,117,86,,,100,NaN,NaN,NaN,69,
444,,,NaN,,,,,,NaN,NaN,NaN,,
445,61,60,NaN,117,87,,,100,NaN,NaN,NaN,69,
446,,,NaN,,,,,,NaN,NaN,NaN,,
447,61,60,NaN,117,87,,,100,NaN,NaN,NaN,70,
448,,,NaN,,,,,,NaN,NaN,NaN,,
449,61,60,NaN,117,87,,,100,NaN,NaN,NaN,70,
450,,,NaN,,,,,,NaN,NaN,NaN,,
451,60,60,NaN,118,88,,,100,NaN,NaN,NaN,71,
452,,,NaN,,,,,,NaN,NaN,NaN,,
453,61,61,NaN,120,89,,,100,NaN,NaN,NaN,73,
454,,,NaN,,,,,,NaN,NaN,NaN,,
455,62,62,NaN,123,92,,,100,NaN,NaN,NaN,76,
456,,,NaN,,,,,,NaN,NaN,NaN,,
457,64,63,NaN,126,94,,,100,NaN,NaN,NaN,78,
458,,,NaN,,,,,,NaN,NaN,NaN,,
459,65,66,NaN,127,95,,,100,NaN,NaN,NaN,79,
460,,,NaN,,,,,,NaN,NaN,NaN,,
461,67,67,NaN,130,97,,,100,NaN,NaN,NaN,80,
462,,,NaN,,,,,,NaN,NaN,NaN,,
463,69,68,NaN,131,98,,,100,NaN,NaN,NaN,79,
464,,,NaN,,,,,,NaN,NaN,NaN,,
465,69,69,NaN,130,98,,,100,NaN,NaN,NaN,78,
466,,,NaN,,,,,,NaN,NaN,NaN,,
467,70,69,NaN,130,97,,,100,NaN,NaN,NaN,77,
468,,,NaN,,,,,,NaN,NaN,NaN,,
469,69,68,NaN,128,96,,,100,NaN,NaN,NaN,75,
470,,,NaN,,,,,,NaN,NaN,NaN,,
471,68,67,NaN,125,94,,,100,NaN,NaN,NaN,74,
472,,,NaN,,,,,,NaN,NaN,NaN,,
473,67,66,NaN,124,94,,,100,NaN,NaN,NaN,74,
474,,,NaN,,,,,,NaN,NaN,NaN,,
475,66,65,NaN,124,94,,,100,NaN,NaN,NaN,75,
476,,,NaN,,,,,,NaN,NaN,NaN,,
477,66,65,NaN,126,94,,,100,NaN,NaN,NaN,77,
478,,,NaN,,,,,,NaN,NaN,NaN,,
479,67,66,NaN,128,96,,,100,NaN,NaN,NaN,78,
480,,,NaN,,,,,,NaN,NaN,NaN,,
481,68,67,NaN,129,97,,,100,NaN,NaN,NaN,79,
482,,,NaN,,,,,,NaN,NaN,NaN,,
483,68,68,NaN,130,98,,,100,NaN,NaN,NaN,79,
484,,,NaN,,,,,,NaN,NaN,NaN,,
485,69,68,NaN,130,97,,,100,NaN,NaN,NaN,78,
486,,,NaN,,,,,,NaN,NaN,NaN,,
487,68,68,NaN,128,97,,,100,NaN,NaN,NaN,78,
488,,,NaN,,,,,,NaN,NaN,NaN,,
489,67,67,NaN,128,98,,,100,NaN,NaN,NaN,79,
490,,,NaN,,,,,,NaN,NaN,NaN,,
491,67,66,NaN,129,99,,,100,NaN,NaN,NaN,80,
492,,,NaN,,,,,,NaN,NaN,NaN,,
493,67,67,NaN,132,101,,,100,NaN,NaN,NaN,83,
494,,,NaN,,,,,,NaN,NaN,NaN,,
495,68,68,NaN,134,102,,,100,NaN,NaN,NaN,83,
496,,,NaN,,,,,,NaN,NaN,NaN,,
497,69,69,NaN,134,102,,,100,NaN,NaN,NaN,82,
498,,,NaN,,,,,,NaN,NaN,NaN,,
499,70,70,NaN,134,103,,,100,NaN,NaN,NaN,83,
500,,,NaN,,,,,,NaN,NaN,NaN,,
501,70,70,NaN,134,103,,,100,NaN,NaN,NaN,82,
502,,,NaN,,,,,,NaN,NaN,NaN,,
503,71,70,NaN,134,103,,,100,NaN,NaN,NaN,83,
504,,,NaN,,,,,,NaN,NaN,NaN,,
505,70,70,NaN,135,103,,,100,NaN,NaN,NaN,84,
506,,,NaN,,,,,,NaN,NaN,NaN,,
507,70,70,NaN,135,103,,,100,NaN,NaN,NaN,84,
508,,,NaN,,,,,,NaN,NaN,NaN,,
509,71,70,NaN,134,103,,,100,NaN,NaN,NaN,83,
510,,,NaN,,,,,,NaN,NaN,NaN,,
511,70,70,NaN,134,103,,,100,NaN,NaN,NaN,82,
512,,,NaN,,,,,,NaN,NaN,NaN,,
513,70,70,NaN,133,103,,,100,NaN,NaN,NaN,82,
514,,,NaN,,,,,,NaN,NaN,NaN,,
515,70,69,NaN,132,102,,,100,NaN,NaN,NaN,81,
516,,,NaN,,,,,,NaN,NaN,NaN,,
517,70,69,NaN,131,101,,,100,NaN,NaN,NaN,80,
518,,,NaN,,,,,,NaN,NaN,NaN,,
519,69,69,NaN,130,99,,,100,NaN,NaN,NaN,78,
520,,,NaN,,,,,,NaN,NaN,NaN,,
521,69,68,NaN,128,98,,,100,NaN,NaN,NaN,77,
522,,,NaN,,,,,,NaN,NaN,NaN,,
523,69,68,NaN,127,96,,,100,NaN,NaN,NaN,76,
524,,,NaN,,,,,,NaN,NaN,NaN,,
525,69,68,NaN,126,95,,,100,NaN,NaN,NaN,75,
526,,,NaN,,,,,,NaN,NaN,NaN,,
527,69,68,NaN,125,95,,,100,NaN,NaN,NaN,75,
528,,,NaN,,,,,,NaN,NaN,NaN,,
529,69,68,NaN,125,94,,,99,NaN,NaN,NaN,75,
530,,,NaN,,,,,,NaN,NaN,NaN,,
531,69,68,NaN,124,93,,,99,NaN,NaN,NaN,73,
532,,,NaN,,,,,,NaN,NaN,NaN,,
533,68,68,NaN,123,93,,,99,NaN,NaN,NaN,74,
534,,,NaN,,,,,,NaN,NaN,NaN,,
535,68,68,NaN,124,94,,,99,NaN,NaN,NaN,71,
536,,,NaN,,,,,,NaN,NaN,NaN,,
537,68,67,NaN,125,94,,,98,NaN,NaN,NaN,71,
538,,,NaN,,,,,,NaN,NaN,NaN,,
539,68,67,NaN,138,94,,,98,NaN,NaN,NaN,68,
540,,,NaN,,,,,,NaN,NaN,NaN,,
541,68,68,NaN,123,91,,,98,NaN,NaN,NaN,60,
542,,,NaN,,,,,,NaN,NaN,NaN,,
543,68,68,NaN,124,92,,,98,NaN,NaN,NaN,70,
544,,,NaN,,,,,,NaN,NaN,NaN,,
545,68,68,NaN,123,92,,,98,NaN,NaN,NaN,73,
546,,,NaN,,,,,,NaN,NaN,NaN,,
547,68,67,NaN,122,92,,,98,NaN,NaN,NaN,73,
548,,,NaN,,,,,,NaN,NaN,NaN,,
549,67,67,NaN,122,92,,,98,NaN,NaN,NaN,73,
550,,,NaN,,,,,,NaN,NaN,NaN,,
551,67,66,NaN,121,92,,,98,NaN,NaN,NaN,73,
552,,,NaN,,,,,,NaN,NaN,NaN,,
553,67,66,NaN,121,91,,,98,NaN,NaN,NaN,72,
554,,,NaN,,,,,,NaN,NaN,NaN,,
555,67,66,NaN,120,91,,,98,NaN,NaN,NaN,72,
556,,,NaN,,,,,,NaN,NaN,NaN,,
557,67,66,NaN,120,91,,,98,NaN,NaN,NaN,72,
558,,,NaN,,,,,,NaN,NaN,NaN,,
559,67,66,NaN,123,91,,,98,NaN,NaN,NaN,67,
560,,,NaN,,,,,,NaN,NaN,NaN,,
561,67,67,NaN,119,90,,,98,NaN,NaN,NaN,69,
562,,,NaN,,,,,,NaN,NaN,NaN,,
563,67,67,NaN,120,91,,,98,NaN,NaN,NaN,73,
564,,,NaN,,,,,,NaN,NaN,NaN,,
565,68,68,NaN,120,91,,,98,NaN,NaN,NaN,74,
566,,,NaN,,,,,,NaN,NaN,NaN,,
567,69,68,NaN,121,92,,,97,NaN,NaN,NaN,74,
568,,,NaN,,,,,,NaN,NaN,NaN,,
569,69,69,NaN,122,93,,,97,NaN,NaN,NaN,75,
570,,,NaN,,,,,,NaN,NaN,NaN,,
571,70,69,NaN,122,93,,,97,NaN,NaN,NaN,75,
572,,,NaN,,,,,,NaN,NaN,NaN,,
573,70,70,NaN,122,93,,,97,NaN,NaN,NaN,74,
574,,,NaN,,,,,,NaN,NaN,NaN,,
575,70,70,NaN,121,93,,,97,NaN,NaN,NaN,74,
576,,,NaN,,,,,,NaN,NaN,NaN,,
577,70,70,NaN,121,92,,,97,NaN,NaN,NaN,73,
578,,,NaN,,,,,,NaN,NaN,NaN,,
579,70,69,NaN,120,92,,,97,NaN,NaN,NaN,73,
580,,,NaN,,,,,,NaN,NaN,NaN,,
581,70,69,NaN,120,92,,,96,NaN,NaN,NaN,74,
582,,,NaN,,,,,,NaN,NaN,NaN,,
583,70,69,NaN,121,92,,,96,NaN,NaN,NaN,74,
584,,,NaN,,,,,,NaN,NaN,NaN,,
585,70,69,NaN,121,92,,,96,NaN,NaN,NaN,74,
586,,,NaN,,,,,,NaN,NaN,NaN,,
587,70,70,NaN,120,91,,,96,NaN,NaN,NaN,74,
588,,,NaN,,,,,,NaN,NaN,NaN,,
589,70,70,NaN,120,91,,,96,NaN,NaN,NaN,73,
590,,,NaN,,,,,,NaN,NaN,NaN,,
591,71,70,NaN,119,91,,,96,NaN,NaN,NaN,73,
592,,,NaN,,,,,,NaN,NaN,NaN,,
593,71,71,NaN,123,90,,,95,NaN,NaN,NaN,71,
594,,,NaN,,,,,,NaN,NaN,NaN,,
595,71,71,NaN,121,89,,,95,NaN,NaN,NaN,70,
596,,,NaN,,,,,,NaN,NaN,NaN,,
597,72,71,NaN,120,88,,,95,NaN,NaN,NaN,69,
598,,,NaN,,,,,,NaN,NaN,NaN,,
599,72,71,NaN,120,88,,,95,NaN,NaN,NaN,68,
600,,,NaN,,,,,,NaN,NaN,NaN,,
601,72,71,NaN,120,87,,,95,NaN,NaN,NaN,68,
602,,,NaN,,,,,,NaN,NaN,NaN,,
603,72,72,NaN,119,87,,,94,NaN,NaN,NaN,68,
604,,,NaN,,,,,,NaN,NaN,NaN,,
605,72,72,NaN,120,87,,,94,NaN,NaN,NaN,69,
606,,,NaN,,,,,,NaN,NaN,NaN,,
607,73,72,NaN,120,88,,,94,NaN,NaN,NaN,69,
608,,,NaN,,,,,,NaN,NaN,NaN,,
609,73,73,NaN,120,87,,,93,NaN,NaN,NaN,68,
610,,,NaN,,,,,,NaN,NaN,NaN,,
611,73,73,NaN,119,87,,,93,NaN,NaN,NaN,68,
612,,,NaN,,,,,,NaN,NaN,NaN,,
613,73,72,NaN,119,86,,,93,NaN,NaN,NaN,68,
614,,,NaN,,,,,,NaN,NaN,NaN,,
615,73,72,NaN,119,86,,,93,NaN,NaN,NaN,68,
616,,,NaN,,,,,,NaN,NaN,NaN,,
617,73,72,NaN,119,87,,,92,NaN,NaN,NaN,68,
618,,,NaN,,,,,,NaN,NaN,NaN,,
619,73,72,NaN,120,88,,,92,NaN,NaN,NaN,70,
620,,,NaN,,,,,,NaN,NaN,NaN,,
621,74,73,NaN,122,88,,,92,NaN,NaN,NaN,70,
622,,,NaN,,,,,,NaN,NaN,NaN,,
623,74,74,NaN,123,89,,,92,NaN,NaN,NaN,70,
624,,,NaN,,,,,,NaN,NaN,NaN,,
625,75,74,NaN,124,89,,,91,NaN,NaN,NaN,52,
626,,,NaN,,,,,,NaN,NaN,NaN,,
627,75,75,NaN,130,89,,,91,NaN,NaN,NaN,61,
628,,,NaN,,,,,,NaN,NaN,NaN,,
629,76,75,NaN,129,89,,,91,NaN,NaN,NaN,67,
630,,,NaN,,,,,,NaN,NaN,NaN,,
631,76,75,NaN,124,89,,,90,NaN,NaN,NaN,68,
632,,,NaN,,,,,,NaN,NaN,NaN,,
633,76,75,NaN,124,89,,,90,NaN,NaN,NaN,62,
634,,,NaN,,,,,,NaN,NaN,NaN,,
635,76,75,NaN,125,89,,,90,NaN,NaN,NaN,62,
636,,,NaN,,,,,,NaN,NaN,NaN,,
637,75,75,NaN,126,89,,,89,NaN,NaN,NaN,64,
638,,,NaN,,,,,,NaN,NaN,NaN,,
639,75,75,NaN,122,88,,,89,NaN,NaN,NaN,68,
640,,,NaN,,,,,,NaN,NaN,NaN,,
641,75,74,NaN,121,87,,,89,NaN,NaN,NaN,68,
642,,,NaN,,,,,,NaN,NaN,NaN,,
643,74,73,NaN,121,87,,,88,NaN,NaN,NaN,68,
644,,,NaN,,,,,,NaN,NaN,NaN,,
645,73,72,NaN,120,85,,,88,NaN,NaN,NaN,67,
646,,,NaN,,,,,,NaN,NaN,NaN,,
647,72,71,NaN,119,85,,,88,NaN,NaN,NaN,66,
648,,,NaN,,,,,,NaN,NaN,NaN,,
649,71,70,NaN,118,84,,,89,NaN,NaN,NaN,66,
650,,,NaN,,,,,,NaN,NaN,NaN,,
651,70,69,NaN,118,84,,,91,NaN,NaN,NaN,35,
652,,,NaN,,,,,,NaN,NaN,NaN,,
653,70,69,NaN,121,81,,,93,NaN,NaN,NaN,39,
654,,,NaN,,,,,,NaN,NaN,NaN,,
655,70,69,NaN,123,81,,,94,NaN,NaN,NaN,49,
656,,,NaN,,,,,,NaN,NaN,NaN,,
657,70,69,NaN,116,79,,,95,NaN,NaN,NaN,53,
658,,,NaN,,,,,,NaN,NaN,NaN,,
659,70,69,NaN,114,81,,,96,NaN,NaN,NaN,61,
660,,,NaN,,,,,,NaN,NaN,NaN,,
661,69,69,NaN,113,81,,,96,NaN,NaN,NaN,64,
662,,,NaN,,,,,,NaN,NaN,NaN,,
663,69,69,NaN,113,81,,,97,NaN,NaN,NaN,65,
664,,,NaN,,,,,,NaN,NaN,NaN,,
665,70,69,NaN,115,83,,,98,NaN,NaN,NaN,66,
666,,,NaN,,,,,,NaN,NaN,NaN,,
667,70,69,NaN,115,83,,,98,NaN,NaN,NaN,66,
668,,,NaN,,,,,,NaN,NaN,NaN,,
669,70,70,NaN,115,84,,,99,NaN,NaN,NaN,67,
670,,,NaN,,,,,,NaN,NaN,NaN,,
671,70,70,NaN,117,84,,,99,NaN,NaN,NaN,67,
672,,,NaN,,,,,,NaN,NaN,NaN,,
673,70,70,NaN,118,84,,,99,NaN,NaN,NaN,67,
674,,,NaN,,,,,,NaN,NaN,NaN,,
675,71,70,NaN,118,84,,,100,NaN,NaN,NaN,66,
676,,,NaN,,,,,,NaN,NaN,NaN,,
677,70,70,NaN,119,84,,,100,NaN,NaN,NaN,66,
678,,,NaN,,,,,,NaN,NaN,NaN,,
679,70,69,NaN,118,84,,,100,NaN,NaN,NaN,66,
680,,,NaN,,,,,,NaN,NaN,NaN,,
681,69,68,NaN,119,84,,,100,NaN,NaN,NaN,67,
682,,,NaN,,,,,,NaN,NaN,NaN,,
683,69,68,NaN,118,84,,,100,NaN,NaN,NaN,66,
684,,,NaN,,,,,,NaN,NaN,NaN,,
685,69,68,NaN,118,83,,,100,NaN,NaN,NaN,66,
686,,,NaN,,,,,,NaN,NaN,NaN,,
687,69,69,NaN,118,84,,,100,NaN,NaN,NaN,66,
688,,,NaN,,,,,,NaN,NaN,NaN,,
689,70,69,NaN,119,84,,,100,NaN,NaN,NaN,66,
690,,,NaN,,,,,,NaN,NaN,NaN,,
691,70,69,NaN,118,84,,,100,NaN,NaN,NaN,65,
692,,,NaN,,,,,,NaN,NaN,NaN,,
693,70,70,NaN,117,83,,,100,NaN,NaN,NaN,66,
694,,,NaN,,,,,,NaN,NaN,NaN,,
695,70,69,NaN,117,83,34,7,100,NaN,NaN,NaN,66,
696,,,NaN,,,,,,NaN,NaN,NaN,,
697,70,69,NaN,117,84,34,7,100,NaN,NaN,NaN,66,
698,,,NaN,,,,,,NaN,NaN,NaN,,
699,70,69,NaN,118,84,34,7,100,NaN,NaN,NaN,67,
700,,,NaN,,,,,,NaN,NaN,NaN,,
701,70,70,NaN,119,85,52,7,100,NaN,NaN,NaN,68,
702,,,NaN,,,,,,NaN,NaN,NaN,,
703,71,71,NaN,121,87,52,7,100,NaN,NaN,NaN,69,
704,,,NaN,,,,,,NaN,NaN,NaN,,
705,73,73,NaN,123,88,52,7,100,NaN,NaN,NaN,70,
706,,,NaN,,,,,,NaN,NaN,NaN,,
707,75,75,NaN,125,90,52,7,100,NaN,NaN,NaN,71,
708,,,NaN,,,,,,NaN,NaN,NaN,,
709,78,78,NaN,124,90,52,9,100,NaN,NaN,NaN,70,
710,,,NaN,,,,,,NaN,NaN,NaN,,
711,80,80,NaN,125,89,52,9,100,NaN,NaN,NaN,70,
712,,,NaN,,,,,,NaN,NaN,NaN,,
713,80,80,NaN,123,88,52,9,100,NaN,NaN,NaN,69,
714,,,NaN,,,,,,NaN,NaN,NaN,,
715,80,79,NaN,124,88,52,9,100,NaN,NaN,NaN,69,
716,,,NaN,,,,,,NaN,NaN,NaN,,
717,80,79,NaN,122,87,51,11,100,NaN,NaN,NaN,68,
718,,,NaN,,,,,,NaN,NaN,NaN,,
719,79,79,NaN,122,87,51,11,100,NaN,NaN,NaN,68,
720,,,NaN,,,,,,NaN,NaN,NaN,,
721,79,78,NaN,121,87,51,11,100,NaN,NaN,NaN,68,
722,,,NaN,,,,,,NaN,NaN,NaN,,
723,79,78,NaN,122,87,51,11,100,NaN,NaN,NaN,66,
724,,,NaN,,,,,,NaN,NaN,NaN,,
725,80,78,NaN,111,86,51,13,100,NaN,NaN,NaN,67,
726,,,NaN,,,,,,NaN,NaN,NaN,,
727,80,78,NaN,118,87,51,13,100,NaN,NaN,NaN,66,
728,,,NaN,,,,,,NaN,NaN,NaN,,
729,80,78,NaN,122,88,51,13,100,NaN,NaN,NaN,68,
730,,,NaN,,,,,,NaN,NaN,NaN,,
731,81,79,NaN,131,90,50,14,100,NaN,NaN,NaN,61,
732,,,NaN,,,,,,NaN,NaN,NaN,,
733,80,80,NaN,127,92,50,14,100,NaN,NaN,NaN,72,
734,,,NaN,,,,,,NaN,NaN,NaN,,
735,80,80,NaN,124,90,50,14,100,NaN,NaN,NaN,69,
736,,,NaN,,,,,,NaN,NaN,NaN,,
737,78,80,NaN,124,90,50,14,100,NaN,NaN,NaN,69,
738,,,NaN,,,,,,NaN,NaN,NaN,,
739,78,80,NaN,122,89,50,14,100,NaN,NaN,NaN,67,
740,,,NaN,,,,,,NaN,NaN,NaN,,
741,78,80,NaN,121,88,50,14,100,NaN,NaN,NaN,66,
742,,,NaN,,,,,,NaN,NaN,NaN,,
743,79,79,NaN,121,87,50,14,100,NaN,NaN,NaN,68,
744,,,NaN,,,,,,NaN,NaN,NaN,,
745,79,79,NaN,122,88,50,14,100,NaN,NaN,NaN,68,
746,,,NaN,,,,,,NaN,NaN,NaN,,
747,79,78,NaN,120,87,50,14,100,NaN,NaN,NaN,67,
748,,,NaN,,,,,,NaN,NaN,NaN,,
749,78,77,NaN,120,87,50,14,100,NaN,NaN,NaN,67,
750,,,NaN,,,,,,NaN,NaN,NaN,,
751,77,76,NaN,119,86,50,14,100,NaN,NaN,NaN,66,
752,,,NaN,,,,,,NaN,NaN,NaN,,
753,76,75,NaN,118,86,50,14,100,NaN,NaN,NaN,66,
754,,,NaN,,,,,,NaN,NaN,NaN,,
755,76,75,NaN,119,86,51,14,100,NaN,NaN,NaN,66,
756,,,NaN,,,,,,NaN,NaN,NaN,,
757,76,75,NaN,119,86,51,14,100,NaN,NaN,NaN,67,
758,,,NaN,,,,,,NaN,NaN,NaN,,
759,75,75,NaN,119,86,51,14,100,NaN,NaN,NaN,67,
760,,,NaN,,,,,,NaN,NaN,NaN,,
761,76,75,NaN,119,86,50,14,100,NaN,NaN,NaN,68,
762,,,NaN,,,,,,NaN,NaN,NaN,,
763,76,75,NaN,120,87,50,14,100,NaN,NaN,NaN,67,
764,,,NaN,,,,,,NaN,NaN,NaN,,
765,76,75,NaN,119,87,50,14,100,NaN,NaN,NaN,67,
766,,,NaN,,,,,,NaN,NaN,NaN,,
767,75,75,NaN,119,86,50,14,100,NaN,NaN,NaN,67,
768,,,NaN,,,,,,NaN,NaN,NaN,,
769,75,75,NaN,118,86,50,14,100,NaN,NaN,NaN,67,
770,,,NaN,,,,,,NaN,NaN,NaN,,
771,75,74,NaN,118,86,50,14,100,NaN,NaN,NaN,66,
772,,,NaN,,,,,,NaN,NaN,NaN,,
773,74,73,NaN,117,85,50,14,100,NaN,NaN,NaN,66,
774,,,NaN,,,,,,NaN,NaN,NaN,,
775,74,73,NaN,117,85,50,14,100,NaN,NaN,NaN,66,
776,,,NaN,,,,,,NaN,NaN,NaN,,
777,73,73,NaN,116,84,49,14,100,NaN,NaN,NaN,65,
778,,,NaN,,,,,,NaN,NaN,NaN,,
779,73,73,NaN,116,84,49,14,100,NaN,NaN,NaN,66,
780,,,NaN,,,,,,NaN,NaN,NaN,,
781,73,73,NaN,116,84,49,14,100,NaN,NaN,NaN,65,
782,,,NaN,,,,,,NaN,NaN,NaN,,
783,73,73,NaN,133,88,50,14,100,NaN,NaN,NaN,63,
784,,,NaN,,,,,,NaN,NaN,NaN,,
785,73,73,NaN,118,82,50,14,100,NaN,NaN,NaN,56,
786,,,NaN,,,,,,NaN,NaN,NaN,,
787,73,72,NaN,113,81,50,14,100,NaN,NaN,NaN,60,
788,,,NaN,,,,,,NaN,NaN,NaN,,
789,72,72,NaN,113,81,50,14,100,NaN,NaN,NaN,62,
790,,,NaN,,,,,,NaN,NaN,NaN,,
791,72,71,NaN,112,80,49,14,100,NaN,NaN,NaN,62,
792,,,NaN,,,,,,NaN,NaN,NaN,,
793,71,71,NaN,112,82,49,14,100,NaN,NaN,NaN,62,
794,,,NaN,,,,,,NaN,NaN,NaN,,
795,71,71,NaN,111,72,49,14,100,NaN,NaN,NaN,11,
796,,,NaN,,,,,,NaN,NaN,NaN,,
797,71,70,NaN,109,63,49,14,100,NaN,NaN,NaN,,
798,,,NaN,,,,,,NaN,NaN,NaN,,
799,71,71,NaN,109,63,49,14,100,NaN,NaN,NaN,,
800,,,NaN,,,,,,NaN,NaN,NaN,,
801,72,71,NaN,153,67,49,14,100,NaN,NaN,NaN,,
802,,,NaN,,,,,,NaN,NaN,NaN,,
803,72,72,NaN,,67,49,14,100,NaN,NaN,NaN,,
804,,,NaN,,,,,,NaN,NaN,NaN,,
805,72,72,NaN,,140,49,14,100,NaN,NaN,NaN,,
806,,,NaN,,,,,,NaN,NaN,NaN,,
807,73,73,NaN,,115,49,14,100,NaN,NaN,NaN,,
808,,,NaN,,,,,,NaN,NaN,NaN,,
809,73,73,NaN,,98,49,14,100,NaN,NaN,NaN,,
810,,,NaN,,,,,,NaN,NaN,NaN,,
811,73,73,NaN,,92,49,14,100,NaN,NaN,NaN,,
812,,,NaN,,,,,,NaN,NaN,NaN,,
813,73,73,NaN,,88,49,14,100,NaN,NaN,NaN,,
814,,,NaN,,,,,,NaN,NaN,NaN,,
815,73,73,NaN,,86,49,14,100,NaN,NaN,NaN,,
816,,,NaN,,,,,,NaN,NaN,NaN,,
817,73,72,NaN,,84,49,14,100,NaN,NaN,NaN,,
818,,,NaN,,,,,,NaN,NaN,NaN,,
819,72,71,NaN,113,84,48,14,100,NaN,NaN,NaN,65,
820,,,NaN,,,,,,NaN,NaN,NaN,,
821,72,71,NaN,113,83,48,14,100,NaN,NaN,NaN,66,
822,,,NaN,,,,,,NaN,NaN,NaN,,
823,71,71,NaN,113,83,48,14,100,NaN,NaN,NaN,65,
824,,,NaN,,,,,,NaN,NaN,NaN,,
825,71,71,NaN,112,83,49,14,100,NaN,NaN,NaN,65,
826,,,NaN,,,,,,NaN,NaN,NaN,,
827,71,70,NaN,113,83,49,14,100,NaN,NaN,NaN,65,
828,,,NaN,,,,,,NaN,NaN,NaN,,
829,71,70,NaN,112,83,49,14,100,NaN,NaN,NaN,65,
830,,,NaN,,,,,,NaN,NaN,NaN,,
831,71,70,NaN,112,83,49,14,100,NaN,NaN,NaN,64,
832,,,NaN,,,,,,NaN,NaN,NaN,,
833,71,70,NaN,111,82,49,14,100,NaN,NaN,NaN,64,
834,,,NaN,,,,,,NaN,NaN,NaN,,
835,71,70,NaN,111,82,49,14,100,NaN,NaN,NaN,64,
836,,,NaN,,,,,,NaN,NaN,NaN,,
837,71,70,NaN,111,82,49,14,100,NaN,NaN,NaN,64,
838,,,NaN,,,,,,NaN,NaN,NaN,,
839,71,70,NaN,111,82,49,14,100,NaN,NaN,NaN,64,
840,,,NaN,,,,,,NaN,NaN,NaN,,
841,71,70,NaN,111,81,49,14,100,NaN,NaN,NaN,64,
842,,,NaN,,,,,,NaN,NaN,NaN,,
843,71,70,NaN,110,81,49,14,100,NaN,NaN,NaN,64,
844,,,NaN,,,,,,NaN,NaN,NaN,,
845,71,70,NaN,110,81,49,14,100,NaN,NaN,NaN,63,
846,,,NaN,,,,,,NaN,NaN,NaN,,
847,70,70,NaN,110,80,48,14,100,NaN,NaN,NaN,62,
848,,,NaN,,,,,,NaN,NaN,NaN,,
849,70,71,NaN,108,80,48,14,100,NaN,NaN,NaN,62,
850,,,NaN,,,,,,NaN,NaN,NaN,,
851,70,70,NaN,108,79,48,14,100,NaN,NaN,NaN,62,
852,,,NaN,,,,,,NaN,NaN,NaN,,
853,70,70,NaN,108,79,48,14,100,NaN,NaN,NaN,62,
854,,,NaN,,,,,,NaN,NaN,NaN,,
855,71,70,NaN,108,79,48,14,100,NaN,NaN,NaN,62,
856,,,NaN,,,,,,NaN,NaN,NaN,,
857,70,70,NaN,109,80,48,14,100,NaN,NaN,NaN,62,
858,,,NaN,,,,,,NaN,NaN,NaN,,
859,71,70,NaN,108,79,48,14,100,NaN,NaN,NaN,62,
860,,,NaN,,,,,,NaN,NaN,NaN,,
861,71,70,NaN,109,80,48,14,100,NaN,NaN,NaN,62,
862,,,NaN,,,,,,NaN,NaN,NaN,,
863,71,70,NaN,108,79,48,14,100,NaN,NaN,NaN,62,
864,,,NaN,,,,,,NaN,NaN,NaN,,
865,71,70,NaN,109,80,48,14,100,NaN,NaN,NaN,63,
866,,,NaN,,,,,,NaN,NaN,NaN,,
867,71,70,NaN,109,80,48,14,100,NaN,NaN,NaN,63,
868,,,NaN,,,,,,NaN,NaN,NaN,,
869,71,70,NaN,109,80,48,14,100,NaN,NaN,NaN,63,
870,,,NaN,,,,,,NaN,NaN,NaN,,
871,71,70,NaN,109,80,48,14,100,NaN,NaN,NaN,63,
872,,,NaN,,,,,,NaN,NaN,NaN,,
873,71,70,NaN,109,80,48,14,100,NaN,NaN,NaN,62,
874,,,NaN,,,,,,NaN,NaN,NaN,,
875,70,70,NaN,108,80,49,14,100,NaN,NaN,NaN,62,
876,,,NaN,,,,,,NaN,NaN,NaN,,
877,70,69,NaN,109,80,49,14,100,NaN,NaN,NaN,63,
878,,,NaN,,,,,,NaN,NaN,NaN,,
879,70,69,NaN,109,80,49,14,100,NaN,NaN,NaN,63,
880,,,NaN,,,,,,NaN,NaN,NaN,,
881,70,69,NaN,108,80,48,14,100,NaN,NaN,NaN,63,
882,,,NaN,,,,,,NaN,NaN,NaN,,
883,70,69,NaN,108,80,48,14,100,NaN,NaN,NaN,62,
884,,,NaN,,,,,,NaN,NaN,NaN,,
885,70,69,NaN,107,79,48,14,100,NaN,NaN,NaN,62,
886,,,NaN,,,,,,NaN,NaN,NaN,,
887,69,69,NaN,107,79,48,14,100,NaN,NaN,NaN,61,
888,,,NaN,,,,,,NaN,NaN,NaN,,
889,69,69,NaN,107,78,48,14,100,NaN,NaN,NaN,61,
890,,,NaN,,,,,,NaN,NaN,NaN,,
891,69,69,NaN,106,78,48,14,100,NaN,NaN,NaN,61,
