time,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/HR,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,SNUADC/CVP,Solar8000/ART_DBP,SNUADC/ECG_II
14073,,,,NaN,,,,,NaN,,NaN,,NaN
14074,99,36,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14075,,,,NaN,,,,,NaN,,NaN,,NaN
14076,99,36,85,NaN,18,5,64,86,NaN,91,NaN,46,NaN
14077,,,,NaN,,,,,NaN,,NaN,,NaN
14078,99,37,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14079,,,,NaN,,,,,NaN,,NaN,,NaN
14080,99,37,85,NaN,18,5,63,86,NaN,90,NaN,45,NaN
14081,,,,NaN,,,,,NaN,,NaN,,NaN
14082,99,37,85,NaN,18,5,64,86,NaN,91,NaN,46,NaN
14083,,,,NaN,,,,,NaN,,NaN,,NaN
14084,99,37,85,NaN,18,5,63,86,NaN,90,NaN,46,NaN
14085,,,,NaN,,,,,NaN,,NaN,,NaN
14086,99,37,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14087,,,,NaN,,,,,NaN,,NaN,,NaN
14088,99,37,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14089,,,,NaN,,,,,NaN,,NaN,,NaN
14090,99,37,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14091,,,,NaN,,,,,NaN,,NaN,,NaN
14092,99,36,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14093,,,,NaN,,,,,NaN,,NaN,,NaN
14094,99,36,85,NaN,18,5,63,86,NaN,90,NaN,46,NaN
14095,,,,NaN,,,,,NaN,,NaN,,NaN
14096,99,36,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14097,,,,NaN,,,,,NaN,,NaN,,NaN
14098,99,37,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14099,,,,NaN,,,,,NaN,,NaN,,NaN
14100,99,37,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14101,,,,NaN,,,,,NaN,,NaN,,NaN
14102,99,37,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14103,,,,NaN,,,,,NaN,,NaN,,NaN
14104,99,36,85,NaN,18,5,63,86,NaN,89,NaN,45,NaN
14105,,,,NaN,,,,,NaN,,NaN,,NaN
14106,99,36,85,NaN,18,5,64,86,NaN,91,NaN,46,NaN
14107,,,,NaN,,,,,NaN,,NaN,,NaN
14108,99,36,85,NaN,18,5,64,86,NaN,90,NaN,47,NaN
14109,,,,NaN,,,,,NaN,,NaN,,NaN
14110,99,37,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14111,,,,NaN,,,,,NaN,,NaN,,NaN
14112,99,37,85,NaN,18,5,64,86,NaN,91,NaN,46,NaN
14113,,,,NaN,,,,,NaN,,NaN,,NaN
14114,99,37,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14115,,,,NaN,,,,,NaN,,NaN,,NaN
14116,99,37,85,NaN,18,5,64,86,NaN,91,NaN,46,NaN
14117,,,,NaN,,,,,NaN,,NaN,,NaN
14118,99,36,85,NaN,18,5,64,86,NaN,90,NaN,47,NaN
14119,,,,NaN,,,,,NaN,,NaN,,NaN
14120,99,36,86,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14121,,,,NaN,,,,,NaN,,NaN,,NaN
14122,99,36,85,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14123,,,,NaN,,,,,NaN,,NaN,,NaN
14124,99,36,86,NaN,18,5,64,86,NaN,90,NaN,47,NaN
14125,,,,NaN,,,,,NaN,,NaN,,NaN
14126,99,36,86,NaN,18,5,64,86,NaN,91,NaN,46,NaN
14127,,,,NaN,,,,,NaN,,NaN,,NaN
14128,99,36,86,NaN,18,5,64,86,NaN,90,NaN,47,NaN
14129,,,,NaN,,,,,NaN,,NaN,,NaN
14130,99,36,86,NaN,18,5,64,86,NaN,90,NaN,46,NaN
14131,,,,NaN,,,,,NaN,,NaN,,NaN
14132,99,36,86,NaN,18,5,64,86,NaN,91,NaN,47,NaN
14133,,,,NaN,,,,,NaN,,NaN,,NaN
14134,99,36,86,NaN,18,5,64,87,NaN,90,NaN,46,NaN
14135,,,,NaN,,,,,NaN,,NaN,,NaN
14136,99,36,86,NaN,18,5,64,87,NaN,91,NaN,47,NaN
14137,,,,NaN,,,,,NaN,,NaN,,NaN
14138,99,36,86,NaN,18,5,64,87,NaN,90,NaN,46,NaN
14139,,,,NaN,,,,,NaN,,NaN,,NaN
14140,99,36,86,NaN,18,5,64,87,NaN,90,NaN,46,NaN
14141,,,,NaN,,,,,NaN,,NaN,,NaN
14142,99,36,86,NaN,18,5,64,87,NaN,91,NaN,47,NaN
14143,,,,NaN,,,,,NaN,,NaN,,NaN
14144,99,36,86,NaN,18,5,64,87,NaN,90,NaN,46,NaN
14145,,,,NaN,,,,,NaN,,NaN,,NaN
14146,99,36,86,NaN,18,5,64,87,NaN,91,NaN,46,NaN
14147,,,,NaN,,,,,NaN,,NaN,,NaN
14148,99,36,86,NaN,18,5,64,87,NaN,91,NaN,47,NaN
14149,,,,NaN,,,,,NaN,,NaN,,NaN
14150,99,36,86,NaN,18,5,64,87,NaN,90,NaN,46,NaN
14151,,,,NaN,,,,,NaN,,NaN,,NaN
14152,99,36,86,NaN,18,5,64,87,NaN,91,NaN,47,NaN
14153,,,,NaN,,,,,NaN,,NaN,,NaN
14154,99,36,86,NaN,18,5,64,87,NaN,90,NaN,46,NaN
14155,,,,NaN,,,,,NaN,,NaN,,NaN
14156,99,36,86,NaN,18,5,65,87,NaN,92,NaN,47,NaN
14157,,,,NaN,,,,,NaN,,NaN,,NaN
14158,99,36,86,NaN,18,5,65,87,NaN,92,NaN,48,NaN
14159,,,,NaN,,,,,NaN,,NaN,,NaN
14160,99,36,86,NaN,18,5,66,87,NaN,94,NaN,48,NaN
14161,,,,NaN,,,,,NaN,,NaN,,NaN
14162,99,36,86,NaN,18,5,66,87,NaN,95,NaN,49,NaN
14163,,,,NaN,,,,,NaN,,NaN,,NaN
14164,99,36,87,NaN,18,5,66,87,NaN,94,NaN,49,NaN
14165,,,,NaN,,,,,NaN,,NaN,,NaN
14166,99,36,87,NaN,18,4,67,88,NaN,95,NaN,49,NaN
14167,,,,NaN,,,,,NaN,,NaN,,NaN
14168,99,37,88,NaN,18,4,67,88,NaN,95,NaN,49,NaN
14169,,,,NaN,,,,,NaN,,NaN,,NaN
14170,99,37,88,NaN,18,4,67,89,NaN,94,NaN,49,NaN
14171,,,,NaN,,,,,NaN,,NaN,,NaN
14172,99,37,89,NaN,18,4,67,89,NaN,95,NaN,49,NaN
14173,,,,NaN,,,,,NaN,,NaN,,NaN
14174,99,36,89,NaN,18,4,67,89,NaN,94,NaN,49,NaN
14175,,,,NaN,,,,,NaN,,NaN,,NaN
14176,99,36,89,NaN,18,4,67,89,NaN,94,NaN,49,NaN
14177,,,,NaN,,,,,NaN,,NaN,,NaN
14178,99,36,89,NaN,18,4,67,89,NaN,94,NaN,50,NaN
14179,,,,NaN,,,,,NaN,,NaN,,NaN
14180,99,35,89,NaN,18,4,67,89,NaN,94,NaN,49,NaN
14181,,,,NaN,,,,,NaN,,NaN,,NaN
14182,99,35,89,NaN,18,4,68,90,NaN,95,NaN,49,NaN
14183,,,,NaN,,,,,NaN,,NaN,,NaN
14184,99,35,89,NaN,18,4,67,90,NaN,94,NaN,49,NaN
14185,,,,NaN,,,,,NaN,,NaN,,NaN
14186,99,35,89,NaN,18,4,68,90,NaN,95,NaN,49,NaN
14187,,,,NaN,,,,,NaN,,NaN,,NaN
14188,99,36,89,NaN,18,4,67,90,NaN,94,NaN,49,NaN
14189,,,,NaN,,,,,NaN,,NaN,,NaN
14190,99,36,89,NaN,18,4,67,90,NaN,94,NaN,49,NaN
14191,,,,NaN,,,,,NaN,,NaN,,NaN
14192,99,36,89,NaN,18,4,67,89,NaN,94,NaN,49,NaN
14193,,,,NaN,,,,,NaN,,NaN,,NaN
14194,99,36,89,NaN,18,4,67,89,NaN,94,NaN,49,NaN
14195,,,,NaN,,,,,NaN,,NaN,,NaN
14196,99,36,89,NaN,18,4,68,89,NaN,95,NaN,49,NaN
14197,,,,NaN,,,,,NaN,,NaN,,NaN
14198,99,36,89,NaN,18,4,67,89,NaN,94,NaN,49,NaN
14199,,,,NaN,,,,,NaN,,NaN,,NaN
14200,99,36,89,NaN,18,5,67,89,NaN,94,NaN,49,NaN
14201,,,,NaN,,,,,NaN,,NaN,,NaN
14202,99,36,89,NaN,18,5,67,89,NaN,94,NaN,49,NaN
14203,,,,NaN,,,,,NaN,,NaN,,NaN
14204,99,36,89,NaN,18,4,67,89,NaN,93,NaN,49,NaN
14205,,,,NaN,,,,,NaN,,NaN,,NaN
14206,99,36,89,NaN,18,4,67,89,NaN,94,NaN,49,NaN
14207,,,,NaN,,,,,NaN,,NaN,,NaN
14208,99,36,88,NaN,18,4,67,89,NaN,93,NaN,49,NaN
14209,,,,NaN,,,,,NaN,,NaN,,NaN
14210,99,36,88,NaN,18,4,67,89,NaN,93,NaN,48,NaN
14211,,,,NaN,,,,,NaN,,NaN,,NaN
14212,99,36,89,NaN,18,4,67,89,NaN,94,NaN,49,NaN
14213,,,,NaN,,,,,NaN,,NaN,,NaN
14214,99,36,89,NaN,18,4,67,89,NaN,93,NaN,48,NaN
14215,,,,NaN,,,,,NaN,,NaN,,NaN
14216,99,36,89,NaN,18,5,67,89,NaN,94,NaN,49,NaN
14217,,,,NaN,,,,,NaN,,NaN,,NaN
14218,100,36,88,NaN,18,5,67,89,NaN,94,NaN,50,NaN
14219,,,,NaN,,,,,NaN,,NaN,,NaN
14220,100,36,88,NaN,18,5,68,89,NaN,94,NaN,49,NaN
14221,,,,NaN,,,,,NaN,,NaN,,NaN
14222,99,36,88,NaN,18,5,68,89,NaN,95,NaN,50,NaN
14223,,,,NaN,,,,,NaN,,NaN,,NaN
14224,99,36,88,NaN,18,5,68,89,NaN,94,NaN,50,NaN
14225,,,,NaN,,,,,NaN,,NaN,,NaN
14226,99,36,88,NaN,18,5,68,88,NaN,95,NaN,49,NaN
14227,,,,NaN,,,,,NaN,,NaN,,NaN
14228,99,36,88,NaN,18,5,68,88,NaN,95,NaN,50,NaN
14229,,,,NaN,,,,,NaN,,NaN,,NaN
14230,99,36,87,NaN,18,5,68,88,NaN,94,NaN,49,NaN
14231,,,,NaN,,,,,NaN,,NaN,,NaN
14232,99,36,87,NaN,18,5,68,88,NaN,94,NaN,50,NaN
14233,,,,NaN,,,,,NaN,,NaN,,NaN
14234,99,36,87,NaN,18,5,67,87,NaN,93,NaN,49,NaN
14235,,,,NaN,,,,,NaN,,NaN,,NaN
14236,100,36,87,NaN,18,5,67,87,NaN,94,NaN,49,NaN
14237,,,,NaN,,,,,NaN,,NaN,,NaN
14238,99,36,87,NaN,18,5,67,87,NaN,93,NaN,49,NaN
14239,,,,NaN,,,,,NaN,,NaN,,NaN
14240,99,36,87,NaN,18,5,67,87,NaN,93,NaN,48,NaN
14241,,,,NaN,,,,,NaN,,NaN,,NaN
14242,99,36,87,NaN,18,5,67,87,NaN,94,NaN,48,NaN
14243,,,,NaN,,,,,NaN,,NaN,,NaN
14244,99,36,86,NaN,18,5,66,87,NaN,93,NaN,48,NaN
14245,,,,NaN,,,,,NaN,,NaN,,NaN
14246,99,36,86,NaN,18,5,67,87,NaN,93,NaN,48,NaN
14247,,,,NaN,,,,,NaN,,NaN,,NaN
14248,99,36,86,NaN,18,5,66,87,NaN,93,NaN,49,NaN
14249,,,,NaN,,,,,NaN,,NaN,,NaN
14250,99,36,86,NaN,18,5,66,87,NaN,93,NaN,48,NaN
14251,,,,NaN,,,,,NaN,,NaN,,NaN
14252,99,36,86,NaN,18,5,66,87,NaN,93,NaN,48,NaN
14253,,,,NaN,,,,,NaN,,NaN,,NaN
14254,99,36,86,NaN,18,5,66,86,NaN,92,NaN,48,NaN
14255,,,,NaN,,,,,NaN,,NaN,,NaN
14256,99,36,86,NaN,18,5,66,86,NaN,93,NaN,48,NaN
14257,,,,NaN,,,,,NaN,,NaN,,NaN
14258,99,36,85,NaN,18,5,66,86,NaN,92,NaN,48,NaN
14259,,,,NaN,,,,,NaN,,NaN,,NaN
14260,99,36,86,NaN,18,5,66,86,NaN,92,NaN,48,NaN
14261,,,,NaN,,,,,NaN,,NaN,,NaN
14262,99,36,86,NaN,18,5,66,86,NaN,93,NaN,48,NaN
14263,,,,NaN,,,,,NaN,,NaN,,NaN
14264,99,36,86,NaN,18,5,66,86,NaN,92,NaN,48,NaN
14265,,,,NaN,,,,,NaN,,NaN,,NaN
14266,99,36,85,NaN,18,5,66,86,NaN,92,NaN,48,NaN
14267,,,,NaN,,,,,NaN,,NaN,,NaN
14268,99,36,85,NaN,18,5,66,86,NaN,92,NaN,48,NaN
14269,,,,NaN,,,,,NaN,,NaN,,NaN
14270,99,36,85,NaN,18,5,66,86,NaN,92,NaN,48,NaN
14271,,,,NaN,,,,,NaN,,NaN,,NaN
14272,99,36,85,NaN,18,5,66,86,NaN,92,NaN,48,NaN
14273,,,,NaN,,,,,NaN,,NaN,,NaN
14274,99,36,85,NaN,18,5,66,86,NaN,92,NaN,48,NaN
14275,,,,NaN,,,,,NaN,,NaN,,NaN
14276,99,36,85,NaN,18,5,66,85,NaN,92,NaN,48,NaN
14277,,,,NaN,,,,,NaN,,NaN,,NaN
14278,99,36,85,NaN,18,5,66,85,NaN,92,NaN,48,NaN
14279,,,,NaN,,,,,NaN,,NaN,,NaN
14280,99,36,85,NaN,18,5,66,85,NaN,92,NaN,48,NaN
14281,,,,NaN,,,,,NaN,,NaN,,NaN
14282,99,36,85,NaN,18,5,66,85,NaN,92,NaN,48,NaN
14283,,,,NaN,,,,,NaN,,NaN,,NaN
14284,99,36,84,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14285,,,,NaN,,,,,NaN,,NaN,,NaN
14286,99,36,84,NaN,18,5,65,85,NaN,92,NaN,47,NaN
14287,,,,NaN,,,,,NaN,,NaN,,NaN
14288,99,36,84,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14289,,,,NaN,,,,,NaN,,NaN,,NaN
14290,99,36,84,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14291,,,,NaN,,,,,NaN,,NaN,,NaN
14292,99,36,84,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14293,,,,NaN,,,,,NaN,,NaN,,NaN
14294,99,36,84,NaN,18,5,64,85,NaN,90,NaN,47,NaN
14295,,,,NaN,,,,,NaN,,NaN,,NaN
14296,99,36,84,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14297,,,,NaN,,,,,NaN,,NaN,,NaN
14298,99,36,84,NaN,18,4,65,85,NaN,90,NaN,47,NaN
14299,,,,NaN,,,,,NaN,,NaN,,NaN
14300,99,36,84,NaN,18,4,64,85,NaN,90,NaN,47,NaN
14301,,,,NaN,,,,,NaN,,NaN,,NaN
14302,99,36,84,NaN,18,4,65,85,NaN,91,NaN,47,NaN
14303,,,,NaN,,,,,NaN,,NaN,,NaN
14304,99,36,84,NaN,18,4,65,85,NaN,90,NaN,47,NaN
14305,,,,NaN,,,,,NaN,,NaN,,NaN
14306,99,35,84,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14307,,,,NaN,,,,,NaN,,NaN,,NaN
14308,99,35,85,NaN,18,5,65,85,NaN,90,NaN,48,NaN
14309,,,,NaN,,,,,NaN,,NaN,,NaN
14310,99,35,85,NaN,18,4,65,85,NaN,90,NaN,47,NaN
14311,,,,NaN,,,,,NaN,,NaN,,NaN
14312,99,35,84,NaN,18,4,65,85,NaN,91,NaN,48,NaN
14313,,,,NaN,,,,,NaN,,NaN,,NaN
14314,99,35,84,NaN,18,4,65,85,NaN,91,NaN,47,NaN
14315,,,,NaN,,,,,NaN,,NaN,,NaN
14316,99,35,84,NaN,18,4,65,85,NaN,91,NaN,47,NaN
14317,,,,NaN,,,,,NaN,,NaN,,NaN
14318,99,36,84,NaN,18,5,65,85,NaN,90,NaN,47,NaN
14319,,,,NaN,,,,,NaN,,NaN,,NaN
14320,99,36,84,NaN,18,5,65,85,NaN,90,NaN,47,NaN
14321,,,,NaN,,,,,NaN,,NaN,,NaN
14322,99,36,84,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14323,,,,NaN,,,,,NaN,,NaN,,NaN
14324,99,36,84,NaN,18,5,64,85,NaN,90,NaN,47,NaN
14325,,,,NaN,,,,,NaN,,NaN,,NaN
14326,99,36,84,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14327,,,,NaN,,,,,NaN,,NaN,,NaN
14328,99,36,84,NaN,18,5,64,85,NaN,90,NaN,47,NaN
14329,,,,NaN,,,,,NaN,,NaN,,NaN
14330,99,35,84,NaN,18,5,64,85,NaN,90,NaN,47,NaN
14331,,,,NaN,,,,,NaN,,NaN,,NaN
14332,99,35,84,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14333,,,,NaN,,,,,NaN,,NaN,,NaN
14334,99,35,84,NaN,18,5,64,85,NaN,90,NaN,47,NaN
14335,,,,NaN,,,,,NaN,,NaN,,NaN
14336,99,35,84,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14337,,,,NaN,,,,,NaN,,NaN,,NaN
14338,99,35,84,NaN,18,5,64,85,NaN,90,NaN,47,NaN
14339,,,,NaN,,,,,NaN,,NaN,,NaN
14340,99,35,84,NaN,18,4,64,84,NaN,90,NaN,47,NaN
14341,,,,NaN,,,,,NaN,,NaN,,NaN
14342,99,36,84,NaN,18,4,65,85,NaN,90,NaN,47,NaN
14343,,,,NaN,,,,,NaN,,NaN,,NaN
14344,99,36,84,NaN,18,4,64,85,NaN,89,NaN,47,NaN
14345,,,,NaN,,,,,NaN,,NaN,,NaN
14346,99,36,84,NaN,18,4,64,85,NaN,90,NaN,47,NaN
14347,,,,NaN,,,,,NaN,,NaN,,NaN
14348,99,36,84,NaN,18,4,64,85,NaN,90,NaN,47,NaN
14349,,,,NaN,,,,,NaN,,NaN,,NaN
14350,99,36,85,NaN,18,4,65,85,NaN,91,NaN,47,NaN
14351,,,,NaN,,,,,NaN,,NaN,,NaN
14352,100,36,85,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14353,,,,NaN,,,,,NaN,,NaN,,NaN
14354,99,35,85,NaN,18,5,65,85,NaN,90,NaN,47,NaN
14355,,,,NaN,,,,,NaN,,NaN,,NaN
14356,99,35,85,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14357,,,,NaN,,,,,NaN,,NaN,,NaN
14358,99,35,85,NaN,18,5,65,85,NaN,90,NaN,48,NaN
14359,,,,NaN,,,,,NaN,,NaN,,NaN
14360,99,35,85,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14361,,,,NaN,,,,,NaN,,NaN,,NaN
14362,99,35,84,NaN,18,4,65,85,NaN,90,NaN,47,NaN
14363,,,,NaN,,,,,NaN,,NaN,,NaN
14364,99,35,84,NaN,18,4,65,85,NaN,90,NaN,47,NaN
14365,,,,NaN,,,,,NaN,,NaN,,NaN
14366,99,35,84,NaN,18,5,65,85,NaN,91,NaN,48,NaN
14367,,,,NaN,,,,,NaN,,NaN,,NaN
14368,99,35,84,NaN,18,5,65,85,NaN,91,NaN,48,NaN
14369,,,,NaN,,,,,NaN,,NaN,,NaN
14370,99,35,84,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14371,,,,NaN,,,,,NaN,,NaN,,NaN
14372,99,35,85,NaN,18,5,65,85,NaN,91,NaN,48,NaN
14373,,,,NaN,,,,,NaN,,NaN,,NaN
14374,99,36,85,NaN,18,4,65,85,NaN,90,NaN,47,NaN
14375,,,,NaN,,,,,NaN,,NaN,,NaN
14376,99,36,85,NaN,18,4,65,85,NaN,91,NaN,48,NaN
14377,,,,NaN,,,,,NaN,,NaN,,NaN
14378,99,36,84,NaN,18,4,65,85,NaN,90,NaN,48,NaN
14379,,,,NaN,,,,,NaN,,NaN,,NaN
14380,99,35,84,NaN,18,4,65,85,NaN,90,NaN,47,NaN
14381,,,,NaN,,,,,NaN,,NaN,,NaN
14382,99,35,84,NaN,18,5,65,85,NaN,91,NaN,47,NaN
14383,,,,NaN,,,,,NaN,,NaN,,NaN
14384,99,35,84,NaN,18,5,65,85,NaN,90,NaN,47,NaN
14385,,,,NaN,,,,,NaN,,NaN,,NaN
14386,99,36,84,NaN,18,4,65,85,NaN,91,NaN,47,NaN
14387,,,,NaN,,,,,NaN,,NaN,,NaN
14388,99,36,84,NaN,18,4,65,85,NaN,90,NaN,47,NaN
14389,,,,NaN,,,,,NaN,,NaN,,NaN
14390,99,36,84,NaN,18,4,65,84,NaN,90,NaN,47,NaN
14391,,,,NaN,,,,,NaN,,NaN,,NaN
14392,99,35,84,NaN,18,4,65,84,NaN,91,NaN,47,NaN
14393,,,,NaN,,,,,NaN,,NaN,,NaN
14394,99,35,84,NaN,18,4,65,84,NaN,90,NaN,47,NaN
14395,,,,NaN,,,,,NaN,,NaN,,NaN
14396,99,35,84,NaN,18,5,65,84,NaN,91,NaN,48,NaN
14397,,,,NaN,,,,,NaN,,NaN,,NaN
14398,99,35,84,NaN,18,5,65,84,NaN,90,NaN,48,NaN
14399,,,,NaN,,,,,NaN,,NaN,,NaN
14400,99,35,84,NaN,18,5,65,84,NaN,90,NaN,47,NaN
14401,,,,NaN,,,,,NaN,,NaN,,NaN
14402,99,35,84,NaN,18,5,65,84,NaN,91,NaN,47,NaN
14403,,,,NaN,,,,,NaN,,NaN,,NaN
14404,99,35,83,NaN,18,4,65,84,NaN,90,NaN,47,NaN
14405,,,,NaN,,,,,NaN,,NaN,,NaN
14406,99,36,83,NaN,18,4,65,84,NaN,91,NaN,47,NaN
14407,,,,NaN,,,,,NaN,,NaN,,NaN
14408,99,36,83,NaN,18,4,65,84,NaN,90,NaN,47,NaN
14409,,,,NaN,,,,,NaN,,NaN,,NaN
14410,99,36,83,NaN,18,4,65,83,NaN,90,NaN,47,NaN
14411,,,,NaN,,,,,NaN,,NaN,,NaN
14412,99,35,83,NaN,18,5,65,83,NaN,91,NaN,47,NaN
14413,,,,NaN,,,,,NaN,,NaN,,NaN
14414,100,35,83,NaN,18,5,65,84,NaN,90,NaN,47,NaN
14415,,,,NaN,,,,,NaN,,NaN,,NaN
14416,100,35,83,NaN,18,4,65,84,NaN,91,NaN,48,NaN
14417,,,,NaN,,,,,NaN,,NaN,,NaN
14418,100,36,83,NaN,18,4,65,84,NaN,90,NaN,48,NaN
14419,,,,NaN,,,,,NaN,,NaN,,NaN
14420,99,36,83,NaN,18,4,65,84,NaN,90,NaN,47,NaN
14421,,,,NaN,,,,,NaN,,NaN,,NaN
14422,99,36,83,NaN,18,4,65,84,NaN,91,NaN,48,NaN
14423,,,,NaN,,,,,NaN,,NaN,,NaN
14424,99,35,83,NaN,18,4,65,84,NaN,90,NaN,47,NaN
14425,,,,NaN,,,,,NaN,,NaN,,NaN
14426,99,35,83,NaN,18,4,65,84,NaN,91,NaN,48,NaN
14427,,,,NaN,,,,,NaN,,NaN,,NaN
14428,99,35,83,NaN,18,4,65,84,NaN,90,NaN,48,NaN
14429,,,,NaN,,,,,NaN,,NaN,,NaN
14430,99,35,83,NaN,18,5,65,84,NaN,90,NaN,47,NaN
14431,,,,NaN,,,,,NaN,,NaN,,NaN
14432,99,35,83,NaN,18,5,65,84,NaN,91,NaN,48,NaN
14433,,,,NaN,,,,,NaN,,NaN,,NaN
14434,99,35,83,NaN,18,4,65,84,NaN,90,NaN,47,NaN
14435,,,,NaN,,,,,NaN,,NaN,,NaN
14436,99,35,83,NaN,18,4,65,84,NaN,91,NaN,47,NaN
14437,,,,NaN,,,,,NaN,,NaN,,NaN
14438,99,35,83,NaN,18,4,64,84,NaN,90,NaN,47,NaN
14439,,,,NaN,,,,,NaN,,NaN,,NaN
14440,99,35,83,NaN,18,4,64,84,NaN,90,NaN,47,NaN
14441,,,,NaN,,,,,NaN,,NaN,,NaN
14442,99,35,83,NaN,18,5,64,84,NaN,90,NaN,48,NaN
14443,,,,NaN,,,,,NaN,,NaN,,NaN
14444,99,35,83,NaN,18,5,64,84,NaN,89,NaN,47,NaN
14445,,,,NaN,,,,,NaN,,NaN,,NaN
14446,99,35,84,NaN,18,4,65,84,NaN,90,NaN,47,NaN
14447,,,,NaN,,,,,NaN,,NaN,,NaN
14448,99,35,84,NaN,18,4,64,84,NaN,89,NaN,47,NaN
14449,,,,NaN,,,,,NaN,,NaN,,NaN
14450,99,35,84,NaN,18,4,64,84,NaN,90,NaN,47,NaN
14451,,,,NaN,,,,,NaN,,NaN,,NaN
14452,99,35,84,NaN,18,4,65,84,NaN,91,NaN,47,NaN
14453,,,,NaN,,,,,NaN,,NaN,,NaN
14454,99,35,84,NaN,18,4,64,85,NaN,90,NaN,47,NaN
14455,,,,NaN,,,,,NaN,,NaN,,NaN
14456,99,35,84,NaN,18,4,65,84,NaN,91,NaN,47,NaN
14457,,,,NaN,,,,,NaN,,NaN,,NaN
14458,99,35,84,NaN,18,4,64,85,NaN,89,NaN,47,NaN
14459,,,,NaN,,,,,NaN,,NaN,,NaN
14460,99,35,84,NaN,18,5,64,84,NaN,90,NaN,47,NaN
14461,,,,NaN,,,,,NaN,,NaN,,NaN
14462,99,35,84,NaN,18,5,65,85,NaN,90,NaN,48,NaN
14463,,,,NaN,,,,,NaN,,NaN,,NaN
14464,99,35,84,NaN,18,4,65,85,NaN,90,NaN,47,NaN
14465,,,,NaN,,,,,NaN,,NaN,,NaN
14466,99,35,84,NaN,18,4,65,85,NaN,91,NaN,48,NaN
14467,,,,NaN,,,,,NaN,,NaN,,NaN
14468,99,35,84,NaN,18,4,65,85,NaN,90,NaN,48,NaN
14469,,,,NaN,,,,,NaN,,NaN,,NaN
14470,99,36,84,NaN,18,4,65,85,NaN,91,NaN,48,NaN
14471,,,,NaN,,,,,NaN,,NaN,,NaN
14472,99,36,84,NaN,18,5,66,85,NaN,92,NaN,49,NaN
14473,,,,NaN,,,,,NaN,,NaN,,NaN
14474,99,36,84,NaN,18,5,66,85,NaN,91,NaN,48,NaN
14475,,,,NaN,,,,,NaN,,NaN,,NaN
14476,100,36,84,NaN,18,5,66,85,NaN,92,NaN,49,NaN
14477,,,,NaN,,,,,NaN,,NaN,,NaN
14478,100,36,84,NaN,18,5,66,85,NaN,91,NaN,49,NaN
14479,,,,NaN,,,,,NaN,,NaN,,NaN
14480,100,36,84,NaN,18,5,66,85,NaN,91,NaN,49,NaN
14481,,,,NaN,,,,,NaN,,NaN,,NaN
14482,100,35,84,NaN,18,5,66,85,NaN,92,NaN,49,NaN
14483,,,,NaN,,,,,NaN,,NaN,,NaN
14484,99,35,84,NaN,18,5,66,85,NaN,91,NaN,49,NaN
14485,,,,NaN,,,,,NaN,,NaN,,NaN
14486,99,35,84,NaN,18,5,66,84,NaN,92,NaN,49,NaN
14487,,,,NaN,,,,,NaN,,NaN,,NaN
14488,99,35,84,NaN,18,5,66,84,NaN,91,NaN,49,NaN
14489,,,,NaN,,,,,NaN,,NaN,,NaN
14490,99,35,84,NaN,18,5,66,84,NaN,91,NaN,48,NaN
14491,,,,NaN,,,,,NaN,,NaN,,NaN
14492,100,35,84,NaN,18,5,66,84,NaN,92,NaN,49,NaN
14493,,,,NaN,,,,,NaN,,NaN,,NaN
14494,99,35,83,NaN,18,5,66,84,NaN,91,NaN,49,NaN
14495,,,,NaN,,,,,NaN,,NaN,,NaN
14496,100,35,83,NaN,18,5,67,84,NaN,93,NaN,49,NaN
14497,,,,NaN,,,,,NaN,,NaN,,NaN
