time,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,Solar8000/PLETH_HR,SNUADC/ECG_II,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/CVP
11867,52,NaN,31,71,100,NaN,19,77,77,NaN,105,2,NaN
11868,,NaN,,,,NaN,,,,NaN,,,NaN
11869,53,NaN,31,71,100,NaN,19,77,77,NaN,104,2,NaN
11870,,NaN,,,,NaN,,,,NaN,,,NaN
11871,53,NaN,31,71,100,NaN,19,76,77,NaN,105,2,NaN
11872,,NaN,,,,NaN,,,,NaN,,,NaN
11873,53,NaN,31,72,100,NaN,19,77,77,NaN,106,2,NaN
11874,,NaN,,,,NaN,,,,NaN,,,NaN
11875,52,NaN,31,71,100,NaN,19,77,77,NaN,105,2,NaN
11876,,NaN,,,,NaN,,,,NaN,,,NaN
11877,52,NaN,31,71,100,NaN,18,77,77,NaN,106,2,NaN
11878,,NaN,,,,NaN,,,,NaN,,,NaN
11879,52,NaN,31,71,100,NaN,18,77,77,NaN,104,2,NaN
11880,,NaN,,,,NaN,,,,NaN,,,NaN
11881,52,NaN,31,71,100,NaN,18,77,77,NaN,105,2,NaN
11882,,NaN,,,,NaN,,,,NaN,,,NaN
11883,52,NaN,31,71,100,NaN,18,77,77,NaN,106,2,NaN
11884,,NaN,,,,NaN,,,,NaN,,,NaN
11885,51,NaN,31,70,100,NaN,18,77,78,NaN,104,2,NaN
11886,,NaN,,,,NaN,,,,NaN,,,NaN
11887,51,NaN,31,70,100,NaN,18,77,78,NaN,105,2,NaN
11888,,NaN,,,,NaN,,,,NaN,,,NaN
11889,51,NaN,31,69,100,NaN,18,77,78,NaN,103,2,NaN
11890,,NaN,,,,NaN,,,,NaN,,,NaN
11891,51,NaN,31,69,100,NaN,18,77,78,NaN,103,2,NaN
11892,,NaN,,,,NaN,,,,NaN,,,NaN
11893,51,NaN,31,69,100,NaN,18,77,78,NaN,103,2,NaN
11894,,NaN,,,,NaN,,,,NaN,,,NaN
11895,50,NaN,31,69,100,NaN,18,77,78,NaN,103,2,NaN
11896,,NaN,,,,NaN,,,,NaN,,,NaN
11897,50,NaN,31,69,100,NaN,18,77,77,NaN,104,2,NaN
11898,,NaN,,,,NaN,,,,NaN,,,NaN
11899,49,NaN,31,68,100,NaN,18,75,76,NaN,102,2,NaN
11900,,NaN,,,,NaN,,,,NaN,,,NaN
11901,50,NaN,31,68,100,NaN,18,73,74,NaN,104,2,NaN
11902,,NaN,,,,NaN,,,,NaN,,,NaN
11903,51,NaN,31,68,100,NaN,18,72,73,NaN,104,2,NaN
11904,,NaN,,,,NaN,,,,NaN,,,NaN
11905,53,NaN,30,70,100,NaN,18,73,74,NaN,107,2,NaN
11906,,NaN,,,,NaN,,,,NaN,,,NaN
11907,53,NaN,30,71,100,NaN,18,75,75,NaN,106,2,NaN
11908,,NaN,,,,NaN,,,,NaN,,,NaN
11909,51,NaN,30,71,100,NaN,18,77,77,NaN,107,2,NaN
11910,,NaN,,,,NaN,,,,NaN,,,NaN
11911,51,NaN,30,71,100,NaN,18,77,77,NaN,107,2,NaN
11912,,NaN,,,,NaN,,,,NaN,,,NaN
11913,49,NaN,30,69,100,NaN,18,77,77,NaN,104,2,NaN
11914,,NaN,,,,NaN,,,,NaN,,,NaN
11915,48,NaN,30,68,100,NaN,18,76,76,NaN,104,2,NaN
11916,,NaN,,,,NaN,,,,NaN,,,NaN
11917,48,NaN,30,67,100,NaN,18,75,75,NaN,101,2,NaN
11918,,NaN,,,,NaN,,,,NaN,,,NaN
11919,49,NaN,31,67,100,NaN,18,75,75,NaN,102,2,NaN
11920,,NaN,,,,NaN,,,,NaN,,,NaN
11921,50,NaN,31,68,100,NaN,18,75,75,NaN,102,2,NaN
11922,,NaN,,,,NaN,,,,NaN,,,NaN
11923,51,NaN,31,69,100,NaN,18,75,77,NaN,104,2,NaN
11924,,NaN,,,,NaN,,,,NaN,,,NaN
11925,52,NaN,30,70,100,NaN,18,77,78,NaN,107,2,NaN
11926,,NaN,,,,NaN,,,,NaN,,,NaN
11927,52,NaN,30,70,100,NaN,18,78,79,NaN,105,2,NaN
11928,,NaN,,,,NaN,,,,NaN,,,NaN
11929,51,NaN,30,70,100,NaN,18,79,79,NaN,106,2,NaN
11930,,NaN,,,,NaN,,,,NaN,,,NaN
11931,52,NaN,30,71,100,NaN,18,79,80,NaN,107,2,NaN
11932,,NaN,,,,NaN,,,,NaN,,,NaN
11933,51,NaN,31,70,100,NaN,18,80,80,NaN,105,2,NaN
11934,,NaN,,,,NaN,,,,NaN,,,NaN
11935,50,NaN,31,70,100,NaN,18,80,80,NaN,106,2,NaN
11936,,NaN,,,,NaN,,,,NaN,,,NaN
11937,50,NaN,31,69,100,NaN,18,80,80,NaN,103,2,NaN
11938,,NaN,,,,NaN,,,,NaN,,,NaN
11939,50,NaN,31,68,100,NaN,18,79,80,NaN,104,2,NaN
11940,,NaN,,,,NaN,,,,NaN,,,NaN
11941,50,NaN,30,68,100,NaN,18,79,80,NaN,104,2,NaN
11942,,NaN,,,,NaN,,,,NaN,,,NaN
11943,49,NaN,30,67,100,NaN,18,79,80,NaN,101,2,NaN
11944,,NaN,,,,NaN,,,,NaN,,,NaN
11945,49,NaN,30,68,100,NaN,18,79,80,NaN,103,2,NaN
11946,,NaN,,,,NaN,,,,NaN,,,NaN
11947,49,NaN,30,67,100,NaN,18,79,79,NaN,101,2,NaN
11948,,NaN,,,,NaN,,,,NaN,,,NaN
11949,50,NaN,30,68,100,NaN,18,79,79,NaN,103,2,NaN
11950,,NaN,,,,NaN,,,,NaN,,,NaN
11951,50,NaN,30,68,100,NaN,18,79,79,NaN,103,2,NaN
11952,,NaN,,,,NaN,,,,NaN,,,NaN
11953,49,NaN,30,67,100,NaN,18,79,80,NaN,102,2,NaN
11954,,NaN,,,,NaN,,,,NaN,,,NaN
11955,49,NaN,31,68,100,NaN,18,80,80,NaN,103,2,NaN
11956,,NaN,,,,NaN,,,,NaN,,,NaN
11957,49,NaN,31,67,100,NaN,18,80,80,NaN,101,2,NaN
11958,,NaN,,,,NaN,,,,NaN,,,NaN
11959,48,NaN,31,67,100,NaN,18,80,80,NaN,101,2,NaN
11960,,NaN,,,,NaN,,,,NaN,,,NaN
11961,49,NaN,31,67,100,NaN,18,79,80,NaN,103,2,NaN
11962,,NaN,,,,NaN,,,,NaN,,,NaN
11963,48,NaN,31,66,100,NaN,18,79,80,NaN,101,2,NaN
11964,,NaN,,,,NaN,,,,NaN,,,NaN
11965,49,NaN,31,67,100,NaN,18,79,80,NaN,103,2,NaN
11966,,NaN,,,,NaN,,,,NaN,,,NaN
11967,50,NaN,31,68,100,NaN,18,79,79,NaN,103,2,NaN
11968,,NaN,,,,NaN,,,,NaN,,,NaN
11969,50,NaN,31,68,100,NaN,18,79,80,NaN,104,2,NaN
11970,,NaN,,,,NaN,,,,NaN,,,NaN
11971,51,NaN,31,69,100,NaN,18,79,80,NaN,105,2,NaN
11972,,NaN,,,,NaN,,,,NaN,,,NaN
11973,50,NaN,31,69,100,NaN,18,79,80,NaN,104,2,NaN
11974,,NaN,,,,NaN,,,,NaN,,,NaN
11975,50,NaN,31,69,100,NaN,18,79,80,NaN,105,2,NaN
11976,,NaN,,,,NaN,,,,NaN,,,NaN
11977,50,NaN,30,68,100,NaN,18,79,80,NaN,103,2,NaN
11978,,NaN,,,,NaN,,,,NaN,,,NaN
11979,49,NaN,30,68,100,NaN,18,79,80,NaN,104,2,NaN
11980,,NaN,,,,NaN,,,,NaN,,,NaN
11981,49,NaN,30,68,100,NaN,18,79,80,NaN,104,2,NaN
11982,,NaN,,,,NaN,,,,NaN,,,NaN
11983,49,NaN,30,67,100,NaN,18,79,80,NaN,102,2,NaN
11984,,NaN,,,,NaN,,,,NaN,,,NaN
11985,49,NaN,31,68,100,NaN,18,79,80,NaN,104,2,NaN
11986,,NaN,,,,NaN,,,,NaN,,,NaN
11987,49,NaN,31,67,100,NaN,18,79,80,NaN,102,2,NaN
11988,,NaN,,,,NaN,,,,NaN,,,NaN
11989,48,NaN,31,67,100,NaN,18,80,80,NaN,102,2,NaN
11990,,NaN,,,,NaN,,,,NaN,,,NaN
11991,49,NaN,31,67,100,NaN,18,80,80,NaN,103,2,NaN
11992,,NaN,,,,NaN,,,,NaN,,,NaN
11993,48,NaN,30,67,100,NaN,18,80,80,NaN,102,2,NaN
11994,,NaN,,,,NaN,,,,NaN,,,NaN
11995,48,NaN,30,67,100,NaN,18,80,80,NaN,103,2,NaN
11996,,NaN,,,,NaN,,,,NaN,,,NaN
11997,48,NaN,30,66,100,NaN,18,80,80,NaN,101,2,NaN
11998,,NaN,,,,NaN,,,,NaN,,,NaN
11999,48,NaN,30,66,100,NaN,18,80,80,NaN,102,2,NaN
12000,,NaN,,,,NaN,,,,NaN,,,NaN
12001,48,NaN,30,66,100,NaN,18,80,80,NaN,102,2,NaN
12002,,NaN,,,,NaN,,,,NaN,,,NaN
12003,47,NaN,30,66,100,NaN,18,80,81,NaN,101,2,NaN
12004,,NaN,,,,NaN,,,,NaN,,,NaN
12005,48,NaN,30,66,100,NaN,18,80,81,NaN,102,2,NaN
12006,,NaN,,,,NaN,,,,NaN,,,NaN
12007,48,NaN,31,66,100,NaN,18,80,81,NaN,101,2,NaN
12008,,NaN,,,,NaN,,,,NaN,,,NaN
12009,48,NaN,31,66,100,NaN,18,80,81,NaN,101,2,NaN
12010,,NaN,,,,NaN,,,,NaN,,,NaN
12011,49,NaN,31,66,100,NaN,18,81,81,NaN,102,2,NaN
12012,,NaN,,,,NaN,,,,NaN,,,NaN
12013,48,NaN,31,66,100,NaN,18,80,81,NaN,101,2,NaN
12014,,NaN,,,,NaN,,,,NaN,,,NaN
12015,49,NaN,31,67,100,NaN,18,80,81,NaN,103,2,NaN
12016,,NaN,,,,NaN,,,,NaN,,,NaN
12017,48,NaN,31,66,100,NaN,18,80,80,NaN,101,2,NaN
12018,,NaN,,,,NaN,,,,NaN,,,NaN
12019,48,NaN,31,67,100,NaN,18,80,80,NaN,102,2,NaN
12020,,NaN,,,,NaN,,,,NaN,,,NaN
12021,49,NaN,31,67,100,NaN,18,79,80,NaN,104,2,NaN
12022,,NaN,,,,NaN,,,,NaN,,,NaN
12023,48,NaN,31,67,100,NaN,18,79,80,NaN,102,2,NaN
12024,,NaN,,,,NaN,,,,NaN,,,NaN
12025,49,NaN,31,67,100,NaN,18,79,79,NaN,104,2,NaN
12026,,NaN,,,,NaN,,,,NaN,,,NaN
12027,48,NaN,31,67,100,NaN,18,79,79,NaN,102,2,NaN
12028,,NaN,,,,NaN,,,,NaN,,,NaN
12029,48,NaN,30,67,100,NaN,18,78,79,NaN,104,3,NaN
12030,,NaN,,,,NaN,,,,NaN,,,NaN
12031,48,NaN,30,67,100,NaN,18,78,79,NaN,104,3,NaN
12032,,NaN,,,,NaN,,,,NaN,,,NaN
12033,47,NaN,30,66,100,NaN,18,78,79,NaN,103,2,NaN
12034,,NaN,,,,NaN,,,,NaN,,,NaN
12035,47,NaN,30,67,100,NaN,18,78,79,NaN,107,2,NaN
12036,,NaN,,,,NaN,,,,NaN,,,NaN
12037,47,NaN,30,66,100,NaN,18,78,79,NaN,108,2,NaN
12038,,NaN,,,,NaN,,,,NaN,,,NaN
12039,47,NaN,30,67,100,NaN,18,78,79,NaN,111,2,NaN
12040,,NaN,,,,NaN,,,,NaN,,,NaN
12041,48,NaN,30,68,100,NaN,18,78,79,NaN,114,2,NaN
12042,,NaN,,,,NaN,,,,NaN,,,NaN
12043,47,NaN,30,67,100,NaN,18,78,79,NaN,113,2,NaN
12044,,NaN,,,,NaN,,,,NaN,,,NaN
12045,47,NaN,30,68,100,NaN,18,78,78,NaN,114,2,NaN
12046,,NaN,,,,NaN,,,,NaN,,,NaN
12047,47,NaN,30,67,100,NaN,18,77,78,NaN,110,2,NaN
12048,,NaN,,,,NaN,,,,NaN,,,NaN
12049,47,NaN,30,67,100,NaN,18,77,77,NaN,110,2,NaN
12050,,NaN,,,,NaN,,,,NaN,,,NaN
12051,47,NaN,30,67,100,NaN,18,76,77,NaN,110,2,NaN
12052,,NaN,,,,NaN,,,,NaN,,,NaN
12053,46,NaN,30,65,100,NaN,18,76,76,NaN,107,2,NaN
12054,,NaN,,,,NaN,,,,NaN,,,NaN
12055,46,NaN,30,66,100,NaN,18,76,77,NaN,109,2,NaN
12056,,NaN,,,,NaN,,,,NaN,,,NaN
12057,46,NaN,30,65,100,NaN,18,76,77,NaN,106,2,NaN
12058,,NaN,,,,NaN,,,,NaN,,,NaN
12059,47,NaN,30,66,100,NaN,18,76,77,NaN,108,2,NaN
12060,,NaN,,,,NaN,,,,NaN,,,NaN
12061,48,NaN,30,67,100,NaN,18,77,78,NaN,110,2,NaN
12062,,NaN,,,,NaN,,,,NaN,,,NaN
12063,48,NaN,30,67,100,NaN,18,78,78,NaN,108,2,NaN
12064,,NaN,,,,NaN,,,,NaN,,,NaN
12065,48,NaN,30,68,100,NaN,18,78,78,NaN,111,2,NaN
12066,,NaN,,,,NaN,,,,NaN,,,NaN
12067,48,NaN,30,67,100,NaN,18,78,79,NaN,108,2,NaN
12068,,NaN,,,,NaN,,,,NaN,,,NaN
12069,48,NaN,31,67,100,NaN,18,78,79,NaN,108,2,NaN
12070,,NaN,,,,NaN,,,,NaN,,,NaN
12071,48,NaN,31,68,100,NaN,18,78,79,NaN,110,2,NaN
12072,,NaN,,,,NaN,,,,NaN,,,NaN
12073,48,NaN,31,67,100,NaN,18,79,79,NaN,109,2,NaN
12074,,NaN,,,,NaN,,,,NaN,,,NaN
12075,48,NaN,30,68,100,NaN,18,79,79,NaN,110,2,NaN
12076,,NaN,,,,NaN,,,,NaN,,,NaN
12077,48,NaN,30,67,100,NaN,18,79,79,NaN,109,2,NaN
12078,,NaN,,,,NaN,,,,NaN,,,NaN
12079,48,NaN,30,68,100,NaN,18,79,79,NaN,110,2,NaN
12080,,NaN,,,,NaN,,,,NaN,,,NaN
12081,48,NaN,30,68,100,NaN,18,79,79,NaN,110,2,NaN
12082,,NaN,,,,NaN,,,,NaN,,,NaN
12083,48,NaN,30,67,100,NaN,18,79,79,NaN,108,2,NaN
12084,,NaN,,,,NaN,,,,NaN,,,NaN
12085,49,NaN,30,68,100,NaN,18,79,79,NaN,110,2,NaN
12086,,NaN,,,,NaN,,,,NaN,,,NaN
12087,49,NaN,30,67,100,NaN,18,79,79,NaN,108,2,NaN
12088,,NaN,,,,NaN,,,,NaN,,,NaN
12089,49,NaN,30,68,100,NaN,18,79,79,NaN,110,2,NaN
12090,,NaN,,,,NaN,,,,NaN,,,NaN
12091,49,NaN,30,68,100,NaN,18,79,79,NaN,109,2,NaN
12092,,NaN,,,,NaN,,,,NaN,,,NaN
12093,49,NaN,30,68,100,NaN,18,79,79,NaN,109,2,NaN
12094,,NaN,,,,NaN,,,,NaN,,,NaN
12095,49,NaN,30,68,100,NaN,18,79,79,NaN,109,2,NaN
12096,,NaN,,,,NaN,,,,NaN,,,NaN
12097,49,NaN,30,68,100,NaN,18,79,80,NaN,108,2,NaN
12098,,NaN,,,,NaN,,,,NaN,,,NaN
12099,48,NaN,30,68,100,NaN,18,79,80,NaN,108,2,NaN
12100,,NaN,,,,NaN,,,,NaN,,,NaN
12101,49,NaN,30,68,100,NaN,18,79,80,NaN,108,2,NaN
12102,,NaN,,,,NaN,,,,NaN,,,NaN
12103,48,NaN,30,67,100,NaN,18,79,79,NaN,107,2,NaN
12104,,NaN,,,,NaN,,,,NaN,,,NaN
12105,48,NaN,30,67,100,NaN,18,79,79,NaN,107,2,NaN
12106,,NaN,,,,NaN,,,,NaN,,,NaN
12107,48,NaN,30,67,100,NaN,18,79,79,NaN,106,2,NaN
12108,,NaN,,,,NaN,,,,NaN,,,NaN
12109,47,NaN,30,67,100,NaN,18,79,79,NaN,107,2,NaN
12110,,NaN,,,,NaN,,,,NaN,,,NaN
12111,48,NaN,30,67,100,NaN,18,79,79,NaN,106,2,NaN
12112,,NaN,,,,NaN,,,,NaN,,,NaN
12113,46,NaN,30,66,100,NaN,18,78,78,NaN,105,2,NaN
12114,,NaN,,,,NaN,,,,NaN,,,NaN
12115,46,NaN,30,66,100,NaN,18,77,78,NaN,106,2,NaN
12116,,NaN,,,,NaN,,,,NaN,,,NaN
12117,46,NaN,30,65,100,NaN,18,77,77,NaN,104,2,NaN
12118,,NaN,,,,NaN,,,,NaN,,,NaN
12119,47,NaN,30,66,100,NaN,18,76,76,NaN,106,2,NaN
12120,,NaN,,,,NaN,,,,NaN,,,NaN
12121,48,NaN,30,66,100,NaN,18,75,76,NaN,107,2,NaN
12122,,NaN,,,,NaN,,,,NaN,,,NaN
12123,48,NaN,30,67,100,NaN,18,75,76,NaN,106,2,NaN
12124,,NaN,,,,NaN,,,,NaN,,,NaN
12125,49,NaN,30,68,100,NaN,18,75,76,NaN,109,2,NaN
12126,,NaN,,,,NaN,,,,NaN,,,NaN
12127,49,NaN,30,68,100,NaN,18,76,76,NaN,108,2,NaN
12128,,NaN,,,,NaN,,,,NaN,,,NaN
12129,49,NaN,30,68,100,NaN,18,76,76,NaN,109,2,NaN
12130,,NaN,,,,NaN,,,,NaN,,,NaN
12131,48,NaN,30,68,100,NaN,18,76,76,NaN,109,2,NaN
12132,,NaN,,,,NaN,,,,NaN,,,NaN
12133,48,NaN,30,67,100,NaN,18,76,76,NaN,108,2,NaN
12134,,NaN,,,,NaN,,,,NaN,,,NaN
12135,48,NaN,30,68,100,NaN,18,76,76,NaN,109,2,NaN
12136,,NaN,,,,NaN,,,,NaN,,,NaN
12137,49,NaN,30,68,100,NaN,18,76,77,NaN,108,2,NaN
12138,,NaN,,,,NaN,,,,NaN,,,NaN
12139,48,NaN,30,68,100,NaN,18,76,77,NaN,109,2,NaN
12140,,NaN,,,,NaN,,,,NaN,,,NaN
12141,48,NaN,30,67,100,NaN,18,76,76,NaN,108,2,NaN
12142,,NaN,,,,NaN,,,,NaN,,,NaN
12143,48,NaN,30,67,100,NaN,18,75,76,NaN,108,2,NaN
12144,,NaN,,,,NaN,,,,NaN,,,NaN
12145,50,NaN,30,69,100,NaN,18,74,74,NaN,110,2,NaN
12146,,NaN,,,,NaN,,,,NaN,,,NaN
12147,52,NaN,30,70,100,NaN,18,73,73,NaN,110,2,NaN
12148,,NaN,,,,NaN,,,,NaN,,,NaN
12149,52,NaN,30,71,100,NaN,18,73,74,NaN,113,2,NaN
12150,,NaN,,,,NaN,,,,NaN,,,NaN
12151,53,NaN,30,73,100,NaN,18,74,75,NaN,115,2,NaN
12152,,NaN,,,,NaN,,,,NaN,,,NaN
12153,53,NaN,30,73,100,NaN,18,75,76,NaN,114,2,NaN
12154,,NaN,,,,NaN,,,,NaN,,,NaN
12155,54,NaN,30,74,100,NaN,18,76,77,NaN,116,2,NaN
12156,,NaN,,,,NaN,,,,NaN,,,NaN
12157,53,NaN,30,74,100,NaN,18,76,77,NaN,115,2,NaN
12158,,NaN,,,,NaN,,,,NaN,,,NaN
12159,52,NaN,30,73,100,NaN,18,76,77,NaN,115,2,NaN
12160,,NaN,,,,NaN,,,,NaN,,,NaN
12161,52,NaN,30,73,100,NaN,18,76,77,NaN,115,2,NaN
12162,,NaN,,,,NaN,,,,NaN,,,NaN
12163,51,NaN,30,72,100,NaN,18,76,77,NaN,113,2,NaN
12164,,NaN,,,,NaN,,,,NaN,,,NaN
12165,52,NaN,30,72,100,NaN,18,76,77,NaN,113,2,NaN
12166,,NaN,,,,NaN,,,,NaN,,,NaN
12167,51,NaN,30,71,100,NaN,18,76,77,NaN,111,2,NaN
12168,,NaN,,,,NaN,,,,NaN,,,NaN
12169,51,NaN,30,72,100,NaN,18,76,77,NaN,112,2,NaN
12170,,NaN,,,,NaN,,,,NaN,,,NaN
12171,52,NaN,30,72,100,NaN,18,76,77,NaN,113,2,NaN
12172,,NaN,,,,NaN,,,,NaN,,,NaN
12173,51,NaN,30,71,100,NaN,18,76,77,NaN,111,2,NaN
12174,,NaN,,,,NaN,,,,NaN,,,NaN
12175,51,NaN,30,71,100,NaN,18,77,77,NaN,112,2,NaN
12176,,NaN,,,,NaN,,,,NaN,,,NaN
12177,50,NaN,30,70,100,NaN,18,77,77,NaN,110,2,NaN
12178,,NaN,,,,NaN,,,,NaN,,,NaN
12179,50,NaN,30,70,100,NaN,18,77,77,NaN,110,2,NaN
12180,,NaN,,,,NaN,,,,NaN,,,NaN
12181,52,NaN,30,71,100,NaN,18,77,77,NaN,112,2,NaN
12182,,NaN,,,,NaN,,,,NaN,,,NaN
12183,51,NaN,29,71,100,NaN,18,77,78,NaN,111,2,NaN
12184,,NaN,,,,NaN,,,,NaN,,,NaN
12185,51,NaN,29,71,100,NaN,18,77,78,NaN,113,2,NaN
12186,,NaN,,,,NaN,,,,NaN,,,NaN
12187,51,NaN,29,71,100,NaN,18,77,77,NaN,112,2,NaN
12188,,NaN,,,,NaN,,,,NaN,,,NaN
12189,51,NaN,29,71,100,NaN,18,75,76,NaN,113,2,NaN
12190,,NaN,,,,NaN,,,,NaN,,,NaN
12191,51,NaN,30,71,100,NaN,18,74,74,NaN,112,2,NaN
12192,,NaN,,,,NaN,,,,NaN,,,NaN
12193,50,NaN,30,70,100,NaN,18,73,73,NaN,111,2,NaN
12194,,NaN,,,,NaN,,,,NaN,,,NaN
12195,51,NaN,30,71,100,NaN,18,71,71,NaN,112,2,NaN
12196,,NaN,,,,NaN,,,,NaN,,,NaN
12197,54,NaN,30,73,100,NaN,18,71,71,NaN,114,2,NaN
12198,,NaN,,,,NaN,,,,NaN,,,NaN
12199,56,NaN,29,75,100,NaN,18,71,72,NaN,118,2,NaN
12200,,NaN,,,,NaN,,,,NaN,,,NaN
12201,57,NaN,29,77,100,NaN,18,71,72,NaN,120,2,NaN
12202,,NaN,,,,NaN,,,,NaN,,,NaN
12203,57,NaN,29,78,100,NaN,18,73,73,NaN,120,2,NaN
12204,,NaN,,,,NaN,,,,NaN,,,NaN
12205,56,NaN,29,79,100,NaN,18,73,74,NaN,120,2,NaN
12206,,NaN,,,,NaN,,,,NaN,,,NaN
12207,56,NaN,29,77,100,NaN,18,74,75,NaN,121,2,NaN
12208,,NaN,,,,NaN,,,,NaN,,,NaN
12209,53,NaN,29,76,100,NaN,18,75,75,NaN,117,2,NaN
12210,,NaN,,,,NaN,,,,NaN,,,NaN
12211,53,NaN,29,75,100,NaN,18,75,75,NaN,116,2,NaN
12212,,NaN,,,,NaN,,,,NaN,,,NaN
12213,52,NaN,29,74,100,NaN,18,74,75,NaN,113,2,NaN
12214,,NaN,,,,NaN,,,,NaN,,,NaN
12215,53,NaN,29,74,100,NaN,18,74,75,NaN,114,2,NaN
12216,,NaN,,,,NaN,,,,NaN,,,NaN
12217,53,NaN,29,73,100,NaN,18,75,75,NaN,113,2,NaN
12218,,NaN,,,,NaN,,,,NaN,,,NaN
12219,53,NaN,29,74,100,NaN,18,75,75,NaN,114,2,NaN
12220,,NaN,,,,NaN,,,,NaN,,,NaN
12221,54,NaN,30,74,100,NaN,18,75,76,NaN,116,2,NaN
12222,,NaN,,,,NaN,,,,NaN,,,NaN
12223,53,NaN,30,74,100,NaN,18,75,75,NaN,115,2,NaN
12224,,NaN,,,,NaN,,,,NaN,,,NaN
12225,55,NaN,30,76,100,NaN,18,75,75,NaN,117,2,NaN
12226,,NaN,,,,NaN,,,,NaN,,,NaN
12227,57,NaN,29,77,100,NaN,18,74,75,NaN,117,2,NaN
12228,,NaN,,,,NaN,,,,NaN,,,NaN
12229,59,NaN,29,79,100,NaN,18,75,76,NaN,121,2,NaN
12230,,NaN,,,,NaN,,,,NaN,,,NaN
12231,59,NaN,29,81,100,NaN,18,76,77,NaN,123,2,NaN
12232,,NaN,,,,NaN,,,,NaN,,,NaN
12233,57,NaN,29,80,100,NaN,18,78,78,NaN,121,2,NaN
12234,,NaN,,,,NaN,,,,NaN,,,NaN
12235,57,NaN,30,79,100,NaN,18,78,79,NaN,121,2,NaN
12236,,NaN,,,,NaN,,,,NaN,,,NaN
12237,56,NaN,30,78,100,NaN,18,78,79,NaN,118,2,NaN
12238,,NaN,,,,NaN,,,,NaN,,,NaN
12239,55,NaN,30,77,100,NaN,18,78,79,NaN,118,2,NaN
12240,,NaN,,,,NaN,,,,NaN,,,NaN
12241,55,NaN,30,77,100,NaN,18,78,78,NaN,118,2,NaN
12242,,NaN,,,,NaN,,,,NaN,,,NaN
12243,54,NaN,30,76,100,NaN,18,77,77,NaN,116,2,NaN
12244,,NaN,,,,NaN,,,,NaN,,,NaN
12245,54,NaN,30,75,100,NaN,18,76,77,NaN,116,2,NaN
12246,,NaN,,,,NaN,,,,NaN,,,NaN
12247,54,NaN,30,74,100,NaN,18,75,76,NaN,114,2,NaN
12248,,NaN,,,,NaN,,,,NaN,,,NaN
12249,55,NaN,29,75,100,NaN,18,75,76,NaN,116,2,NaN
12250,,NaN,,,,NaN,,,,NaN,,,NaN
12251,56,NaN,29,76,100,NaN,18,76,76,NaN,117,2,NaN
12252,,NaN,,,,NaN,,,,NaN,,,NaN
12253,57,NaN,29,78,100,NaN,18,76,77,NaN,118,2,NaN
12254,,NaN,,,,NaN,,,,NaN,,,NaN
12255,58,NaN,30,79,100,NaN,18,77,78,NaN,121,2,NaN
12256,,NaN,,,,NaN,,,,NaN,,,NaN
12257,57,NaN,30,79,100,NaN,18,78,78,NaN,118,2,NaN
12258,,NaN,,,,NaN,,,,NaN,,,NaN
12259,56,NaN,30,78,100,NaN,18,78,79,NaN,118,2,NaN
12260,,NaN,,,,NaN,,,,NaN,,,NaN
12261,56,NaN,30,78,100,NaN,18,78,78,NaN,117,2,NaN
12262,,NaN,,,,NaN,,,,NaN,,,NaN
12263,55,NaN,29,77,100,NaN,18,78,78,NaN,117,2,NaN
12264,,NaN,,,,NaN,,,,NaN,,,NaN
12265,55,NaN,29,77,100,NaN,18,78,78,NaN,117,2,NaN
12266,,NaN,,,,NaN,,,,NaN,,,NaN
12267,54,NaN,29,75,100,NaN,18,77,77,NaN,114,2,NaN
12268,,NaN,,,,NaN,,,,NaN,,,NaN
12269,54,NaN,29,75,100,NaN,18,76,77,NaN,114,2,NaN
12270,,NaN,,,,NaN,,,,NaN,,,NaN
12271,55,NaN,29,75,100,NaN,18,75,76,NaN,115,2,NaN
12272,,NaN,,,,NaN,,,,NaN,,,NaN
12273,56,NaN,29,76,100,NaN,18,75,75,NaN,115,2,NaN
12274,,NaN,,,,NaN,,,,NaN,,,NaN
12275,56,NaN,29,77,100,NaN,18,75,76,NaN,118,2,NaN
12276,,NaN,,,,NaN,,,,NaN,,,NaN
12277,57,NaN,30,77,100,NaN,18,75,75,NaN,118,2,NaN
12278,,NaN,,,,NaN,,,,NaN,,,NaN
12279,57,NaN,30,78,100,NaN,18,75,75,NaN,120,2,NaN
12280,,NaN,,,,NaN,,,,NaN,,,NaN
12281,59,NaN,30,80,100,NaN,18,75,75,NaN,122,2,NaN
12282,,NaN,,,,NaN,,,,NaN,,,NaN
12283,58,NaN,30,80,100,NaN,18,75,75,NaN,121,2,NaN
12284,,NaN,,,,NaN,,,,NaN,,,NaN
12285,57,NaN,29,80,100,NaN,18,75,76,NaN,122,2,NaN
12286,,NaN,,,,NaN,,,,NaN,,,NaN
12287,56,NaN,29,79,100,NaN,18,76,76,NaN,119,2,NaN
12288,,NaN,,,,NaN,,,,NaN,,,NaN
12289,55,NaN,29,78,100,NaN,18,76,76,NaN,118,2,NaN
12290,,NaN,,,,NaN,,,,NaN,,,NaN
12291,56,NaN,29,77,100,NaN,18,75,75,NaN,117,2,NaN
