time,Solar8000/CVP,Solar8000/HR,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/ART_DBP,Solar8000/ART_MBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,SNUADC/ECG_II
0,,,,,,,NaN,NaN,,,NaN,,NaN
1,,,,,,,-4.9562602043151855,-495.6260070800781,,,-491.88665771484375,,-4.9562602043151855
2,,,,,,,-4.956240177154541,-495.6240234375,,,-491.88470458984375,,-4.956240177154541
3,0,161,0,,-4,-3,NaN,NaN,100,161,NaN,0,NaN
4,,,,,,,NaN,NaN,,,NaN,,NaN
5,0,160,0,,-3,-3,NaN,NaN,100,160,NaN,-3,NaN
6,,,,,,,NaN,NaN,,,NaN,,NaN
7,0,160,0,,-3,-3,NaN,NaN,100,159,NaN,-3,NaN
8,,,,,,,NaN,NaN,,,NaN,,NaN
9,0,160,0,,-4,-3,NaN,NaN,100,154,NaN,-2,NaN
10,,,,,,,NaN,NaN,,,NaN,,NaN
11,0,160,0,,-4,-3,NaN,NaN,100,156,NaN,-2,NaN
12,,,,,,,NaN,NaN,,,NaN,,NaN
13,-1,161,0,,-3,-3,NaN,NaN,100,166,NaN,-3,NaN
14,,,,,,,NaN,NaN,,,NaN,,NaN
15,-1,163,0,,-3,-3,NaN,NaN,100,166,NaN,-3,NaN
16,,,,,,,NaN,NaN,,,NaN,,NaN
17,1,163,0,,-3,-3,NaN,NaN,100,163,NaN,-3,NaN
18,,,,,,,NaN,NaN,,,NaN,,NaN
19,1,162,0,,-3,-3,NaN,NaN,100,162,NaN,-3,NaN
20,,,,,,,NaN,NaN,,,NaN,,NaN
21,0,162,0,,-3,-3,NaN,NaN,100,158,NaN,-3,NaN
22,,,,,,,NaN,NaN,,,NaN,,NaN
23,0,159,0,,-3,-3,NaN,NaN,100,155,NaN,-3,NaN
24,,,,,,,NaN,NaN,,,NaN,,NaN
25,0,154,0,,-3,-3,NaN,NaN,100,154,NaN,-3,NaN
26,,,,,,,NaN,NaN,,,NaN,,NaN
27,0,154,0,,-3,-3,NaN,NaN,100,155,NaN,-3,NaN
28,,,,,,,NaN,NaN,,,NaN,,NaN
29,0,153,0,,-3,-3,NaN,NaN,100,155,NaN,-3,NaN
30,,,,,,,NaN,NaN,,,NaN,,NaN
31,0,153,0,,-3,-3,NaN,NaN,100,155,NaN,-3,NaN
32,,,,,,,NaN,NaN,,,NaN,,NaN
33,0,152,0,,-3,-3,NaN,NaN,100,152,NaN,-3,NaN
34,,,,,,,NaN,NaN,,,NaN,,NaN
35,0,153,0,,-3,-3,NaN,NaN,100,148,NaN,-3,NaN
36,,,,,,,NaN,NaN,,,NaN,,NaN
37,0,149,0,,-2,-2,NaN,NaN,100,142,NaN,-2,NaN
38,,,,,,,NaN,NaN,,,NaN,,NaN
39,0,149,0,,-2,-2,NaN,NaN,100,141,NaN,-2,NaN
40,,,,,,,NaN,NaN,,,NaN,,NaN
41,0,145,0,,-3,-3,NaN,NaN,100,141,NaN,-3,NaN
42,,,,,,,NaN,NaN,,,NaN,,NaN
43,0,140,0,,-3,-3,NaN,NaN,100,140,NaN,-3,NaN
44,,,,,,,NaN,NaN,,,NaN,,NaN
45,0,141,0,,-3,-3,NaN,NaN,100,141,NaN,-3,NaN
46,,,,,,,NaN,NaN,,,NaN,,NaN
47,0,140,0,,-3,-3,NaN,NaN,100,141,NaN,-3,NaN
48,,,,,,,NaN,NaN,,,NaN,,NaN
49,0,139,0,,-3,-3,NaN,NaN,100,142,NaN,-3,NaN
50,,,,,,,NaN,NaN,,,NaN,,NaN
51,1,138,0,,-4,-3,NaN,NaN,100,141,NaN,-2,NaN
52,,,,,,,NaN,NaN,,,NaN,,NaN
53,1,136,0,,-4,-3,NaN,NaN,100,135,NaN,-2,NaN
54,,,,,,,NaN,NaN,,,NaN,,NaN
55,1,135,0,,-4,-3,NaN,NaN,100,136,NaN,-2,NaN
56,,,,,,,NaN,NaN,,,NaN,,NaN
57,1,139,0,,-3,-3,NaN,NaN,100,139,NaN,-3,NaN
58,,,,,,,NaN,NaN,,,NaN,,NaN
59,1,140,0,,-3,-3,NaN,NaN,100,140,NaN,-3,NaN
60,,,,,,,NaN,NaN,,,NaN,,NaN
61,1,135,0,,-3,-3,NaN,NaN,100,137,NaN,-3,NaN
62,,,,,,,NaN,NaN,,,NaN,,NaN
63,1,132,0,,-3,-3,NaN,NaN,100,133,NaN,-3,NaN
64,,,,,,,NaN,NaN,,,NaN,,NaN
65,1,132,0,,-3,-3,NaN,NaN,100,133,NaN,-3,NaN
66,,,,,,,NaN,NaN,,,NaN,,NaN
67,1,132,0,,-3,-3,NaN,NaN,100,132,NaN,-3,NaN
68,,,,,,,NaN,NaN,,,NaN,,NaN
69,1,131,0,,-3,-3,NaN,NaN,100,132,NaN,-3,NaN
70,,,,,,,NaN,NaN,,,NaN,,NaN
71,1,131,0,,-3,-3,NaN,NaN,100,132,NaN,-3,NaN
72,,,,,,,NaN,NaN,,,NaN,,NaN
73,1,130,0,,-2,-2,NaN,NaN,100,131,NaN,-2,NaN
74,,,,,,,NaN,NaN,,,NaN,,NaN
75,1,128,0,,-2,-2,NaN,NaN,100,128,NaN,-2,NaN
76,,,,,,,NaN,NaN,,,NaN,,NaN
77,1,126,0,,-3,-3,NaN,NaN,100,128,NaN,-3,NaN
78,,,,,,,NaN,NaN,,,NaN,,NaN
79,1,127,0,,-3,-3,NaN,NaN,100,127,NaN,-3,NaN
80,,,,,,,NaN,NaN,,,NaN,,NaN
81,2,131,0,,-3,-3,NaN,NaN,100,131,NaN,-3,NaN
82,,,,,,,NaN,NaN,,,NaN,,NaN
83,2,133,0,,-3,-3,NaN,NaN,100,132,NaN,-3,NaN
84,,,,,,,NaN,NaN,,,NaN,,NaN
85,1,128,0,,-3,-3,NaN,NaN,100,130,NaN,-3,NaN
86,,,,,,,NaN,NaN,,,NaN,,NaN
87,1,126,0,,-3,-3,NaN,NaN,100,126,NaN,-3,NaN
88,,,,,,,NaN,NaN,,,NaN,,NaN
89,1,124,0,,-3,-3,NaN,NaN,100,125,NaN,-3,NaN
90,,,,,,,NaN,NaN,,,NaN,,NaN
91,1,126,0,,-3,-3,NaN,NaN,100,127,NaN,-3,NaN
92,,,,,,,NaN,NaN,,,NaN,,NaN
93,1,131,0,,-3,-3,NaN,NaN,100,131,NaN,-3,NaN
94,,,,,,,NaN,NaN,,,NaN,,NaN
95,1,133,0,,-3,-3,NaN,NaN,100,131,NaN,-3,NaN
96,,,,,,,NaN,NaN,,,NaN,,NaN
97,1,133,0,,-3,-3,NaN,NaN,100,130,NaN,-3,NaN
98,,,,,,,NaN,NaN,,,NaN,,NaN
99,1,135,0,,-3,-3,NaN,NaN,100,129,NaN,-3,NaN
100,,,,,,,NaN,NaN,,,NaN,,NaN
101,2,139,0,,-3,-3,NaN,NaN,100,129,NaN,-3,NaN
102,,,,,,,NaN,NaN,,,NaN,,NaN
103,2,142,0,,-3,-3,NaN,NaN,100,131,NaN,-3,NaN
104,,,,,,,NaN,NaN,,,NaN,,NaN
105,2,141,0,,-3,-3,NaN,NaN,100,136,NaN,-3,NaN
106,,,,,,,NaN,NaN,,,NaN,,NaN
107,2,138,0,,-3,-3,NaN,NaN,100,139,NaN,-3,NaN
108,,,,,,,NaN,NaN,,,NaN,,NaN
109,2,132,0,,-2,-2,NaN,NaN,100,136,NaN,-2,NaN
110,,,,,,,NaN,NaN,,,NaN,,NaN
111,2,133,0,,-2,-2,NaN,NaN,100,133,NaN,-2,NaN
112,,,,,,,NaN,NaN,,,NaN,,NaN
113,2,133,0,,-3,-3,NaN,NaN,100,133,NaN,-3,NaN
114,,,,,,,NaN,NaN,,,NaN,,NaN
115,2,132,0,,-3,-3,NaN,NaN,99,132,NaN,-3,NaN
116,,,,,,,NaN,NaN,,,NaN,,NaN
117,2,132,0,,-3,-3,NaN,NaN,99,131,NaN,-3,NaN
118,,,,,,,NaN,NaN,,,NaN,,NaN
119,2,131,0,,-3,-3,NaN,NaN,100,129,NaN,-3,NaN
120,,,,,,,NaN,NaN,,,NaN,,NaN
121,2,127,0,,-3,-3,NaN,NaN,100,126,NaN,-3,NaN
122,,,,,,,NaN,NaN,,,NaN,,NaN
123,2,122,0,,-3,-3,NaN,NaN,100,122,NaN,-3,NaN
124,,,,,,,NaN,NaN,,,NaN,,NaN
125,2,122,0,,-3,-3,NaN,NaN,100,122,NaN,-3,NaN
126,,,,,,,NaN,NaN,,,NaN,,NaN
127,2,126,0,,-3,-3,NaN,NaN,100,122,NaN,-3,NaN
128,,,,,,,NaN,NaN,,,NaN,,NaN
129,2,127,0,,-3,-3,NaN,NaN,100,123,NaN,-3,NaN
130,,,,,,,NaN,NaN,,,NaN,,NaN
131,3,124,0,,-3,-3,NaN,NaN,100,124,NaN,-3,NaN
132,,,,,,,NaN,NaN,,,NaN,,NaN
133,3,122,0,,-3,-3,NaN,NaN,100,124,NaN,-3,NaN
134,,,,,,,NaN,NaN,,,NaN,,NaN
135,3,123,0,,-3,-3,NaN,NaN,100,124,NaN,-3,NaN
136,,,,,,,NaN,NaN,,,NaN,,NaN
137,3,123,0,,-3,-3,NaN,NaN,100,124,NaN,-3,NaN
138,,,,,,,NaN,NaN,,,NaN,,NaN
139,3,126,0,,-3,-3,NaN,NaN,100,129,NaN,-3,NaN
140,,,,,,,NaN,NaN,,,NaN,,NaN
141,2,131,0,,-3,-3,NaN,NaN,100,133,NaN,-3,NaN
142,,,,,,,NaN,NaN,,,NaN,,NaN
143,2,138,0,,-3,-3,NaN,NaN,99,140,NaN,-3,NaN
144,,,,,,,NaN,NaN,,,NaN,,NaN
145,2,137,0,,-3,-3,NaN,NaN,98,143,NaN,-3,NaN
146,,,,,,,NaN,NaN,,,NaN,,NaN
147,2,134,0,,-3,-3,NaN,NaN,100,141,NaN,-3,NaN
148,,,,,,,NaN,NaN,,,NaN,,NaN
149,2,134,0,,-3,-3,NaN,NaN,100,135,NaN,-3,NaN
150,,,,,,,NaN,NaN,,,NaN,,NaN
151,2,136,0,,-3,-3,NaN,NaN,100,137,NaN,-3,NaN
152,,,,,,,NaN,NaN,,,NaN,,NaN
153,2,137,0,,-3,-3,NaN,NaN,100,137,NaN,-3,NaN
154,,,,,,,NaN,NaN,,,NaN,,NaN
155,2,139,0,,-3,-3,NaN,NaN,100,139,NaN,-3,NaN
156,,,,,,,NaN,NaN,,,NaN,,NaN
157,3,139,0,,-3,-3,NaN,NaN,100,140,NaN,-3,NaN
158,,,,,,,NaN,NaN,,,NaN,,NaN
159,3,140,0,,-3,-3,NaN,NaN,100,140,NaN,-3,NaN
160,,,,,,,NaN,NaN,,,NaN,,NaN
161,3,139,0,,-3,-3,NaN,NaN,100,140,NaN,-3,NaN
162,,,,,,,NaN,NaN,,,NaN,,NaN
163,3,139,0,,-3,-3,NaN,NaN,100,139,NaN,-3,NaN
164,,,,,,,NaN,NaN,,,NaN,,NaN
165,3,138,0,,-3,-3,NaN,NaN,100,139,NaN,-3,NaN
166,,,,,,,NaN,NaN,,,NaN,,NaN
167,3,138,0,,-3,-3,NaN,NaN,100,138,NaN,-3,NaN
168,,,,,,,NaN,NaN,,,NaN,,NaN
169,3,138,0,,-3,-3,NaN,NaN,100,138,NaN,-3,NaN
170,,,,,,,NaN,NaN,,,NaN,,NaN
171,3,137,0,,-3,-3,NaN,NaN,100,137,NaN,-3,NaN
172,,,,,,,NaN,NaN,,,NaN,,NaN
173,3,138,0,,-3,-3,NaN,NaN,100,137,NaN,-3,NaN
174,,,,,,,NaN,NaN,,,NaN,,NaN
175,3,136,0,,-3,-3,NaN,NaN,100,134,NaN,-3,NaN
176,,,,,,,NaN,NaN,,,NaN,,NaN
177,3,133,0,,-3,-3,NaN,NaN,100,132,NaN,-3,NaN
178,,,,,,,NaN,NaN,,,NaN,,NaN
179,2,131,0,,-3,-3,NaN,NaN,100,132,NaN,-3,NaN
180,,,,,,,NaN,NaN,,,NaN,,NaN
181,2,129,0,,-3,-3,NaN,NaN,100,130,NaN,-3,NaN
182,,,,,,,NaN,NaN,,,NaN,,NaN
183,3,128,0,,-3,-3,NaN,NaN,100,128,NaN,-3,NaN
184,,,,,,,NaN,NaN,,,NaN,,NaN
185,3,130,0,,-3,-3,NaN,NaN,100,130,NaN,-3,NaN
186,,,,,,,NaN,NaN,,,NaN,,NaN
187,3,133,0,,-3,-3,NaN,NaN,100,136,NaN,-3,NaN
188,,,,,,,NaN,NaN,,,NaN,,NaN
189,3,129,0,,-3,-3,NaN,NaN,100,131,NaN,-3,NaN
190,,,,,,,NaN,NaN,,,NaN,,NaN
191,3,126,0,,-3,-3,NaN,NaN,100,124,NaN,-3,NaN
192,,,,,,,NaN,NaN,,,NaN,,NaN
193,3,118,0,,-3,-3,NaN,NaN,100,118,NaN,-3,NaN
194,,,,,,,NaN,NaN,,,NaN,,NaN
195,3,117,0,,-3,-3,NaN,NaN,100,116,NaN,-3,NaN
196,,,,,,,NaN,NaN,,,NaN,,NaN
197,3,114,0,,-3,-3,NaN,NaN,100,115,NaN,-3,NaN
198,,,,,,,NaN,NaN,,,NaN,,NaN
199,3,112,0,,-3,-3,NaN,NaN,100,113,NaN,-3,NaN
200,,,,,,,NaN,NaN,,,NaN,,NaN
201,3,112,0,,-3,-3,NaN,NaN,100,115,NaN,-3,NaN
202,,,,,,,NaN,NaN,,,NaN,,NaN
203,3,114,0,,-3,-3,NaN,NaN,100,122,NaN,-3,NaN
204,,,,,,,NaN,NaN,,,NaN,,NaN
205,3,125,0,,-3,-3,NaN,NaN,100,130,NaN,-3,NaN
206,,,,,,,NaN,NaN,,,NaN,,NaN
207,3,134,0,,-3,-3,NaN,NaN,100,132,NaN,-3,NaN
208,,,,,,,NaN,NaN,,,NaN,,NaN
209,3,134,0,,-3,-3,NaN,NaN,100,134,NaN,-3,NaN
210,,,,,,,NaN,NaN,,,NaN,,NaN
211,3,130,0,,-3,-3,NaN,NaN,100,132,NaN,-3,NaN
212,,,,,,,NaN,NaN,,,NaN,,NaN
213,3,128,0,,-3,-3,NaN,NaN,99,134,NaN,-3,NaN
214,,,,,,,NaN,NaN,,,NaN,,NaN
215,3,126,0,,-3,-3,NaN,NaN,99,130,NaN,-3,NaN
216,,,,,,,NaN,NaN,,,NaN,,NaN
217,3,127,0,,-3,-3,NaN,NaN,99,130,NaN,-3,NaN
218,,,,,,,NaN,NaN,,,NaN,,NaN
219,3,128,0,,-3,-3,NaN,NaN,99,135,NaN,-3,NaN
220,,,,,,,NaN,NaN,,,NaN,,NaN
221,3,129,0,,-2,-2,NaN,NaN,99,129,NaN,-2,NaN
222,,,,,,,NaN,NaN,,,NaN,,NaN
223,3,129,0,,-2,-2,NaN,NaN,99,130,NaN,-2,NaN
224,,,,,,,NaN,NaN,,,NaN,,NaN
225,3,130,0,,-3,-3,NaN,NaN,99,130,NaN,-3,NaN
226,,,,,,,NaN,NaN,,,NaN,,NaN
227,3,130,0,,-6,-3,NaN,NaN,,,NaN,0,NaN
228,,,,,,,NaN,NaN,,,NaN,,NaN
229,3,130,0,,-9,-3,NaN,NaN,,,NaN,3,NaN
230,,,,,,,NaN,NaN,,,NaN,,NaN
231,3,130,0,,-9,-3,NaN,NaN,,,NaN,3,NaN
232,,,,,,,NaN,NaN,,,NaN,,NaN
233,3,128,0,,-3,-3,NaN,NaN,,,NaN,-3,NaN
234,,,,,,,NaN,NaN,,,NaN,,NaN
235,3,128,0,,-3,-3,NaN,NaN,,,NaN,-3,NaN
236,,,,,,,NaN,NaN,,,NaN,,NaN
237,3,131,0,,-3,-3,NaN,NaN,,,NaN,-3,NaN
238,,,,,,,NaN,NaN,,,NaN,,NaN
239,4,131,0,,-3,-3,NaN,NaN,,,NaN,-3,NaN
240,,,,,,,NaN,NaN,,,NaN,,NaN
241,4,135,0,,-3,-3,NaN,NaN,,,NaN,-3,NaN
242,,,,,,,NaN,NaN,,,NaN,,NaN
243,3,136,0,,-3,-3,NaN,NaN,,,NaN,-3,NaN
244,,,,,,,NaN,NaN,,,NaN,,NaN
245,3,135,0,,-3,-3,NaN,NaN,,,NaN,-3,NaN
246,,,,,,,NaN,NaN,,,NaN,,NaN
247,3,130,0,,-3,-3,NaN,NaN,,,NaN,-3,NaN
248,,,,,,,NaN,NaN,,,NaN,,NaN
249,3,125,0,,-3,-3,NaN,NaN,100,127,NaN,-3,NaN
250,,,,,,,NaN,NaN,,,NaN,,NaN
251,3,126,0,,-3,-3,NaN,NaN,100,126,NaN,-3,NaN
252,,,,,,,NaN,NaN,,,NaN,,NaN
253,3,126,0,,-3,-3,NaN,NaN,100,126,NaN,-3,NaN
254,,,,,,,NaN,NaN,,,NaN,,NaN
255,3,124,0,,-3,-3,NaN,NaN,100,125,NaN,-3,NaN
256,,,,,,,NaN,NaN,,,NaN,,NaN
257,3,123,0,,-3,-3,NaN,NaN,100,124,NaN,-3,NaN
258,,,,,,,NaN,NaN,,,NaN,,NaN
259,4,125,0,,-3,-3,NaN,NaN,100,126,NaN,-3,NaN
260,,,,,,,NaN,NaN,,,NaN,,NaN
261,4,129,0,,-3,-3,NaN,NaN,100,129,NaN,-3,NaN
262,,,,,,,NaN,NaN,,,NaN,,NaN
263,4,132,0,,-3,-3,NaN,NaN,100,132,NaN,-3,NaN
264,,,,,,,NaN,NaN,,,NaN,,NaN
265,4,130,0,,-3,-3,NaN,NaN,100,131,NaN,-3,NaN
266,,,,,,,NaN,NaN,,,NaN,,NaN
267,4,129,0,,-3,-3,NaN,NaN,100,131,NaN,-3,NaN
268,,,,,,,NaN,NaN,,,NaN,,NaN
269,3,123,0,,-3,-3,NaN,NaN,100,128,NaN,-3,NaN
270,,,,,,,NaN,NaN,,,NaN,,NaN
271,3,121,0,,-3,-3,NaN,NaN,100,123,NaN,-3,NaN
272,,,,,,,NaN,NaN,,,NaN,,NaN
273,3,121,0,,-3,-3,NaN,NaN,99,121,NaN,-3,NaN
274,,,,,,,NaN,NaN,,,NaN,,NaN
275,3,121,0,,-3,-3,NaN,NaN,99,120,NaN,-3,NaN
276,,,,,,,NaN,NaN,,,NaN,,NaN
277,3,121,0,,-3,-3,NaN,NaN,99,121,NaN,-3,NaN
278,,,,,,,NaN,NaN,,,NaN,,NaN
279,3,125,0,,-3,-3,NaN,NaN,99,122,NaN,-3,NaN
280,,,,,,,NaN,NaN,,,NaN,,NaN
281,3,128,0,,-3,-3,NaN,NaN,98,120,NaN,-3,NaN
282,,,,,,,NaN,NaN,,,NaN,,NaN
283,3,124,0,,-3,-3,NaN,NaN,97,121,NaN,-3,NaN
284,,,,,,,NaN,NaN,,,NaN,,NaN
285,4,118,0,,-3,-3,NaN,NaN,97,119,NaN,-3,NaN
286,,,,,,,NaN,NaN,,,NaN,,NaN
287,4,115,0,,-3,-3,NaN,NaN,97,116,NaN,-3,NaN
288,,,,,,,NaN,NaN,,,NaN,,NaN
289,4,117,0,,-3,-3,NaN,NaN,96,114,NaN,-3,NaN
290,,,,,,,NaN,NaN,,,NaN,,NaN
291,4,118,0,,-3,-3,NaN,NaN,94,116,NaN,-3,NaN
292,,,,,,,NaN,NaN,,,NaN,,NaN
293,4,121,0,,-3,-3,NaN,NaN,93,121,NaN,-3,NaN
294,,,,,,,NaN,NaN,,,NaN,,NaN
295,4,126,0,,-3,-3,NaN,NaN,92,126,NaN,-3,NaN
296,,,,,,,NaN,NaN,,,NaN,,NaN
297,3,126,0,,-2,-2,NaN,NaN,92,127,NaN,-2,NaN
298,,,,,,,NaN,NaN,,,NaN,,NaN
299,3,126,0,,-2,-2,NaN,NaN,93,127,NaN,-2,NaN
300,,,,,,,NaN,NaN,,,NaN,,NaN
301,3,128,0,,-3,-3,NaN,NaN,93,128,NaN,-3,NaN
302,,,,,,,NaN,NaN,,,NaN,,NaN
303,4,130,0,,-3,-3,NaN,NaN,94,129,NaN,-3,NaN
304,,,,,,,NaN,NaN,,,NaN,,NaN
305,4,132,0,,-3,-3,NaN,NaN,93,131,NaN,-3,NaN
306,,,,,,,NaN,NaN,,,NaN,,NaN
307,3,134,0,,-3,-3,NaN,NaN,93,131,NaN,-3,NaN
308,,,,,,,NaN,NaN,,,NaN,,NaN
309,3,136,0,,-3,-3,NaN,NaN,93,131,NaN,-3,NaN
310,,,,,,,NaN,NaN,,,NaN,,NaN
311,4,130,0,,-3,-3,NaN,NaN,92,131,NaN,-3,NaN
312,,,,,,,NaN,NaN,,,NaN,,NaN
313,4,128,0,,-3,-3,NaN,NaN,92,132,NaN,-3,NaN
314,,,,,,,NaN,NaN,,,NaN,,NaN
315,4,131,0,,-3,-3,NaN,NaN,95,133,NaN,-3,NaN
316,,,,,,,NaN,NaN,,,NaN,,NaN
317,4,128,0,,-3,-3,NaN,NaN,97,130,NaN,-3,NaN
318,,,,,,,NaN,NaN,,,NaN,,NaN
319,4,121,0,,-3,-3,NaN,NaN,98,122,NaN,-3,NaN
320,,,,,,,NaN,NaN,,,NaN,,NaN
321,4,114,0,,-3,-3,NaN,NaN,98,118,NaN,-3,NaN
322,,,,,,,NaN,NaN,,,NaN,,NaN
323,4,113,0,,-3,-3,NaN,NaN,98,117,NaN,-3,NaN
324,,,,,,,NaN,NaN,,,NaN,,NaN
325,4,115,0,,-3,-3,NaN,NaN,99,114,NaN,-3,NaN
326,,,,,,,NaN,NaN,,,NaN,,NaN
327,4,117,0,,-3,-3,NaN,NaN,99,116,NaN,-3,NaN
328,,,,,,,NaN,NaN,,,NaN,,NaN
329,4,119,0,,-3,-3,NaN,NaN,99,120,NaN,-3,NaN
330,,,,,,,NaN,NaN,,,NaN,,NaN
331,4,123,0,,-3,-3,NaN,NaN,98,122,NaN,-3,NaN
332,,,,,,,NaN,NaN,,,NaN,,NaN
333,4,121,0,,-2,-2,NaN,NaN,99,122,NaN,-2,NaN
334,,,,,,,NaN,NaN,,,NaN,,NaN
335,4,116,0,,-2,-2,NaN,NaN,100,117,NaN,-2,NaN
336,,,,,,,NaN,NaN,,,NaN,,NaN
337,4,113,0,,-3,-3,NaN,NaN,100,114,NaN,-3,NaN
338,,,,,,,NaN,NaN,,,NaN,,NaN
339,4,114,0,,-3,-3,NaN,NaN,99,114,NaN,-3,NaN
340,,,,,,,NaN,NaN,,,NaN,,NaN
341,5,117,0,,-3,-3,NaN,NaN,97,118,NaN,-3,NaN
342,,,,,,,NaN,NaN,,,NaN,,NaN
343,5,120,0,,-3,-3,NaN,NaN,96,120,NaN,-3,NaN
344,,,,,,,NaN,NaN,,,NaN,,NaN
345,5,120,0,,-3,-3,NaN,NaN,97,120,NaN,-3,NaN
346,,,,,,,NaN,NaN,,,NaN,,NaN
347,5,121,0,,-3,-3,NaN,NaN,97,121,NaN,-3,NaN
348,,,,,,,NaN,NaN,,,NaN,,NaN
349,4,125,0,,-3,-3,NaN,NaN,97,124,NaN,-3,NaN
350,,,,,,,NaN,NaN,,,NaN,,NaN
351,4,125,0,,-3,-3,NaN,NaN,98,125,NaN,-3,NaN
352,,,,,,,NaN,NaN,,,NaN,,NaN
353,4,121,0,,-3,-3,NaN,NaN,98,122,NaN,-3,NaN
354,,,,,,,NaN,NaN,,,NaN,,NaN
355,4,121,0,,-3,-3,NaN,NaN,98,121,NaN,-3,NaN
356,,,,,,,NaN,NaN,,,NaN,,NaN
357,4,122,0,,-3,-3,NaN,NaN,98,122,NaN,-3,NaN
358,,,,,,,NaN,NaN,,,NaN,,NaN
359,4,122,0,,-3,-3,NaN,NaN,98,123,NaN,-3,NaN
360,,,,,,,NaN,NaN,,,NaN,,NaN
361,4,124,0,,-3,-3,NaN,NaN,98,124,NaN,-3,NaN
362,,,,,,,NaN,NaN,,,NaN,,NaN
363,4,124,0,,-3,-3,NaN,NaN,98,125,NaN,-3,NaN
364,,,,,,,NaN,NaN,,,NaN,,NaN
365,4,123,0,,-3,-3,NaN,NaN,96,123,NaN,-3,NaN
366,,,,,,,NaN,NaN,,,NaN,,NaN
367,5,122,0,,-3,-3,NaN,NaN,97,122,NaN,-3,NaN
368,,,,,,,NaN,NaN,,,NaN,,NaN
369,5,123,0,,-2,-2,NaN,NaN,96,123,NaN,-2,NaN
370,,,,,,,NaN,NaN,,,NaN,,NaN
371,5,126,0,,-2,-2,NaN,NaN,96,126,NaN,-2,NaN
372,,,,,,,NaN,NaN,,,NaN,,NaN
373,5,128,0,,-3,-3,NaN,NaN,96,128,NaN,-3,NaN
374,,,,,,,NaN,NaN,,,NaN,,NaN
375,5,134,0,,-3,-3,NaN,NaN,96,130,NaN,-3,NaN
376,,,,,,,NaN,NaN,,,NaN,,NaN
377,5,135,0,,-3,-3,NaN,NaN,96,133,NaN,-3,NaN
378,,,,,,,NaN,NaN,,,NaN,,NaN
379,4,133,0,,-3,-3,NaN,NaN,97,134,NaN,-3,NaN
380,,,,,,,NaN,NaN,,,NaN,,NaN
381,4,133,0,,-3,-3,NaN,NaN,98,133,NaN,-3,NaN
382,,,,,,,NaN,NaN,,,NaN,,NaN
383,4,133,0,,-3,-3,NaN,NaN,99,133,NaN,-3,NaN
384,,,,,,,NaN,NaN,,,NaN,,NaN
385,4,129,0,,-3,-3,NaN,NaN,100,129,NaN,-3,NaN
386,,,,,,,NaN,NaN,,,NaN,,NaN
387,4,121,0,,-3,-3,NaN,NaN,100,124,NaN,-3,NaN
388,,,,,,,NaN,NaN,,,NaN,,NaN
389,4,119,0,,-3,-3,NaN,NaN,99,121,NaN,-3,NaN
390,,,,,,,NaN,NaN,,,NaN,,NaN
391,5,119,0,,-3,-3,NaN,NaN,100,119,NaN,-3,NaN
392,,,,,,,NaN,NaN,,,NaN,,NaN
393,5,121,0,,-3,-3,NaN,NaN,99,121,NaN,-3,NaN
394,,,,,,,NaN,NaN,,,NaN,,NaN
395,5,126,0,,-3,-3,NaN,NaN,99,125,NaN,-3,NaN
396,,,,,,,NaN,NaN,,,NaN,,NaN
397,5,128,0,,-3,-3,NaN,NaN,98,127,NaN,-3,NaN
398,,,,,,,NaN,NaN,,,NaN,,NaN
399,5,126,0,,-3,-3,NaN,NaN,97,127,NaN,-3,NaN
400,,,,,,,NaN,NaN,,,NaN,,NaN
401,5,124,0,,-3,-3,NaN,NaN,97,125,NaN,-3,NaN
402,,,,,,,NaN,NaN,,,NaN,,NaN
403,5,123,0,,-3,-3,NaN,NaN,97,124,NaN,-3,NaN
404,,,,,,,NaN,NaN,,,NaN,,NaN
405,4,123,0,,-3,-3,NaN,NaN,96,124,NaN,-3,NaN
406,,,,,,,NaN,NaN,,,NaN,,NaN
407,4,125,0,,-3,-3,NaN,NaN,96,125,NaN,-3,NaN
408,,,,,,,NaN,NaN,,,NaN,,NaN
409,4,124,0,,-3,-3,NaN,NaN,97,125,NaN,-3,NaN
410,,,,,,,NaN,NaN,,,NaN,,NaN
411,4,123,0,,-3,-3,NaN,NaN,97,123,NaN,-3,NaN
412,,,,,,,NaN,NaN,,,NaN,,NaN
413,4,122,0,,-3,-3,NaN,NaN,97,123,NaN,-3,NaN
414,,,,,,,NaN,NaN,,,NaN,,NaN
415,4,124,0,,-3,-3,NaN,NaN,96,125,NaN,-3,NaN
416,,,,,,,NaN,NaN,,,NaN,,NaN
417,5,126,0,,-3,-3,NaN,NaN,96,126,NaN,-3,NaN
418,,,,,,,NaN,NaN,,,NaN,,NaN
419,5,126,0,,-3,-3,NaN,NaN,97,128,NaN,-3,NaN
420,,,,,,,NaN,NaN,,,NaN,,NaN
421,5,128,0,,-3,-3,NaN,NaN,97,130,NaN,-3,NaN
422,,,,,,,NaN,NaN,,,NaN,,NaN
423,5,130,0,,-3,-3,NaN,NaN,97,130,NaN,-3,NaN
424,,,,,,,NaN,NaN,,,NaN,,NaN
