time,Solar8000/CVP,Solar8000/HR,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/ART_DBP,Solar8000/ART_MBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,SNUADC/ECG_II
4204,,,,,,,NaN,NaN,,,NaN,,NaN
4205,9,84,29,16,46,64,NaN,NaN,100,84,NaN,99,NaN
4206,,,,,,,NaN,NaN,,,NaN,,NaN
4207,9,84,29,16,45,63,NaN,NaN,100,84,NaN,96,NaN
4208,,,,,,,NaN,NaN,,,NaN,,NaN
4209,9,84,29,16,46,63,NaN,NaN,100,84,NaN,97,NaN
4210,,,,,,,NaN,NaN,,,NaN,,NaN
4211,9,84,29,16,46,64,NaN,NaN,100,84,NaN,97,NaN
4212,,,,,,,NaN,NaN,,,NaN,,NaN
4213,10,84,31,16,47,64,NaN,NaN,100,85,NaN,97,NaN
4214,,,,,,,NaN,NaN,,,NaN,,NaN
4215,10,84,31,16,47,64,NaN,NaN,100,85,NaN,98,NaN
4216,,,,,,,NaN,NaN,,,NaN,,NaN
4217,10,85,31,16,46,64,NaN,NaN,100,85,NaN,98,NaN
4218,,,,,,,NaN,NaN,,,NaN,,NaN
4219,10,84,31,16,46,64,NaN,NaN,100,84,NaN,98,NaN
4220,,,,,,,NaN,NaN,,,NaN,,NaN
4221,10,83,32,16,46,64,NaN,NaN,100,83,NaN,97,NaN
4222,,,,,,,NaN,NaN,,,NaN,,NaN
4223,10,82,32,16,47,64,NaN,NaN,100,83,NaN,98,NaN
4224,,,,,,,NaN,NaN,,,NaN,,NaN
4225,10,82,32,16,46,64,NaN,NaN,100,83,NaN,97,NaN
4226,,,,,,,NaN,NaN,,,NaN,,NaN
4227,10,82,30,16,47,64,NaN,NaN,100,83,NaN,99,NaN
4228,,,,,,,NaN,NaN,,,NaN,,NaN
4229,10,82,30,16,46,64,NaN,NaN,100,83,NaN,97,NaN
4230,,,,,,,NaN,NaN,,,NaN,,NaN
4231,10,82,30,16,47,65,NaN,NaN,100,82,NaN,99,NaN
4232,,,,,,,NaN,NaN,,,NaN,,NaN
4233,10,81,30,16,47,64,NaN,NaN,100,82,NaN,98,NaN
4234,,,,,,,NaN,NaN,,,NaN,,NaN
4235,10,81,30,16,47,65,NaN,NaN,100,82,NaN,100,NaN
4236,,,,,,,NaN,NaN,,,NaN,,NaN
4237,10,82,30,16,47,65,NaN,NaN,100,82,NaN,98,NaN
4238,,,,,,,NaN,NaN,,,NaN,,NaN
4239,10,81,30,16,47,65,NaN,NaN,100,82,NaN,99,NaN
4240,,,,,,,NaN,NaN,,,NaN,,NaN
4241,10,81,30,16,46,64,NaN,NaN,100,82,NaN,97,NaN
4242,,,,,,,NaN,NaN,,,NaN,,NaN
4243,10,81,30,16,46,64,NaN,NaN,100,82,NaN,98,NaN
4244,,,,,,,NaN,NaN,,,NaN,,NaN
4245,10,81,30,16,46,64,NaN,NaN,100,81,NaN,97,NaN
4246,,,,,,,NaN,NaN,,,NaN,,NaN
4247,10,80,30,16,46,64,NaN,NaN,100,81,NaN,97,NaN
4248,,,,,,,NaN,NaN,,,NaN,,NaN
4249,10,80,30,16,47,64,NaN,NaN,100,81,NaN,98,NaN
4250,,,,,,,NaN,NaN,,,NaN,,NaN
4251,10,80,30,16,46,64,NaN,NaN,100,81,NaN,98,NaN
4252,,,,,,,NaN,NaN,,,NaN,,NaN
4253,10,81,30,16,47,65,NaN,NaN,100,81,NaN,98,NaN
4254,,,,,,,NaN,NaN,,,NaN,,NaN
4255,10,81,30,16,46,64,NaN,NaN,100,81,NaN,97,NaN
4256,,,,,,,NaN,NaN,,,NaN,,NaN
4257,10,81,30,16,47,65,NaN,NaN,100,81,NaN,99,NaN
4258,,,,,,,NaN,NaN,,,NaN,,NaN
4259,10,81,30,16,46,64,NaN,NaN,100,81,NaN,97,NaN
4260,,,,,,,NaN,NaN,,,NaN,,NaN
4261,10,81,30,16,47,65,NaN,NaN,100,81,NaN,98,NaN
4262,,,,,,,NaN,NaN,,,NaN,,NaN
4263,10,81,30,16,46,64,NaN,NaN,100,81,NaN,97,NaN
4264,,,,,,,NaN,NaN,,,NaN,,NaN
4265,10,81,30,16,47,65,NaN,NaN,100,81,NaN,99,NaN
4266,,,,,,,NaN,NaN,,,NaN,,NaN
4267,10,81,30,16,46,64,NaN,NaN,100,81,NaN,97,NaN
4268,,,,,,,NaN,NaN,,,NaN,,NaN
4269,10,81,30,16,43,64,NaN,NaN,100,81,NaN,98,NaN
4270,,,,,,,NaN,NaN,,,NaN,,NaN
4271,10,81,30,16,42,63,NaN,NaN,100,82,NaN,92,NaN
4272,,,,,,,NaN,NaN,,,NaN,,NaN
4273,10,81,30,16,42,64,NaN,NaN,100,82,NaN,100,NaN
4274,,,,,,,NaN,NaN,,,NaN,,NaN
4275,10,81,30,16,38,63,NaN,NaN,100,82,NaN,98,NaN
4276,,,,,,,NaN,NaN,,,NaN,,NaN
4277,9,81,30,16,40,64,NaN,NaN,100,82,NaN,96,NaN
4278,,,,,,,NaN,NaN,,,NaN,,NaN
4279,9,81,30,16,40,64,NaN,NaN,100,81,NaN,97,NaN
4280,,,,,,,NaN,NaN,,,NaN,,NaN
4281,10,81,30,16,44,64,NaN,NaN,100,81,NaN,96,NaN
4282,,,,,,,NaN,NaN,,,NaN,,NaN
4283,10,80,30,16,46,64,NaN,NaN,100,81,NaN,98,NaN
4284,,,,,,,NaN,NaN,,,NaN,,NaN
4285,10,80,30,16,46,64,NaN,NaN,100,81,NaN,96,NaN
4286,,,,,,,NaN,NaN,,,NaN,,NaN
4287,10,80,30,16,47,64,NaN,NaN,100,81,NaN,99,NaN
4288,,,,,,,NaN,NaN,,,NaN,,NaN
4289,10,80,30,16,46,63,NaN,NaN,100,80,NaN,96,NaN
4290,,,,,,,NaN,NaN,,,NaN,,NaN
4291,10,80,30,16,46,63,NaN,NaN,100,80,NaN,97,NaN
4292,,,,,,,NaN,NaN,,,NaN,,NaN
4293,10,79,31,16,45,63,NaN,NaN,100,80,NaN,95,NaN
4294,,,,,,,NaN,NaN,,,NaN,,NaN
4295,10,80,31,16,46,64,NaN,NaN,100,80,NaN,97,NaN
4296,,,,,,,NaN,NaN,,,NaN,,NaN
4297,10,80,31,16,46,63,NaN,NaN,100,80,NaN,96,NaN
4298,,,,,,,NaN,NaN,,,NaN,,NaN
4299,10,80,30,16,46,64,NaN,NaN,100,80,NaN,97,NaN
4300,,,,,,,NaN,NaN,,,NaN,,NaN
4301,10,80,30,16,46,63,NaN,NaN,100,80,NaN,96,NaN
4302,,,,,,,NaN,NaN,,,NaN,,NaN
4303,10,80,30,16,45,63,NaN,NaN,100,80,NaN,96,NaN
4304,,,,,,,NaN,NaN,,,NaN,,NaN
4305,10,80,30,16,46,63,NaN,NaN,100,80,NaN,96,NaN
4306,,,,,,,NaN,NaN,,,NaN,,NaN
4307,10,80,30,16,46,63,NaN,NaN,100,80,NaN,96,NaN
4308,,,,,,,NaN,NaN,,,NaN,,NaN
4309,10,80,30,16,46,63,NaN,NaN,100,80,NaN,96,NaN
4310,,,,,,,NaN,NaN,,,NaN,,NaN
4311,10,80,30,16,45,63,NaN,NaN,100,81,NaN,95,NaN
4312,,,,,,,NaN,NaN,,,NaN,,NaN
4313,10,80,30,16,46,63,NaN,NaN,100,81,NaN,96,NaN
4314,,,,,,,NaN,NaN,,,NaN,,NaN
4315,10,80,30,16,45,62,NaN,NaN,100,81,NaN,95,NaN
4316,,,,,,,NaN,NaN,,,NaN,,NaN
4317,10,78,30,16,46,63,NaN,NaN,100,81,NaN,96,NaN
4318,,,,,,,NaN,NaN,,,NaN,,NaN
4319,10,78,30,16,45,62,NaN,NaN,100,81,NaN,94,NaN
4320,,,,,,,NaN,NaN,,,NaN,,NaN
4321,10,78,30,16,46,63,NaN,NaN,100,81,NaN,96,NaN
4322,,,,,,,NaN,NaN,,,NaN,,NaN
4323,10,78,30,16,45,62,NaN,NaN,100,81,NaN,94,NaN
4324,,,,,,,NaN,NaN,,,NaN,,NaN
4325,10,81,30,16,46,63,NaN,NaN,100,81,NaN,96,NaN
4326,,,,,,,NaN,NaN,,,NaN,,NaN
4327,10,81,30,16,45,62,NaN,NaN,100,81,NaN,94,NaN
4328,,,,,,,NaN,NaN,,,NaN,,NaN
4329,10,80,30,16,45,62,NaN,NaN,100,81,NaN,95,NaN
4330,,,,,,,NaN,NaN,,,NaN,,NaN
4331,10,80,30,16,45,62,NaN,NaN,100,81,NaN,94,NaN
4332,,,,,,,NaN,NaN,,,NaN,,NaN
4333,10,80,30,16,46,63,NaN,NaN,100,81,NaN,95,NaN
4334,,,,,,,NaN,NaN,,,NaN,,NaN
4335,10,80,30,16,46,62,NaN,NaN,100,81,NaN,95,NaN
4336,,,,,,,NaN,NaN,,,NaN,,NaN
4337,10,80,30,16,45,62,NaN,NaN,100,81,NaN,95,NaN
4338,,,,,,,NaN,NaN,,,NaN,,NaN
4339,10,80,30,16,45,62,NaN,NaN,100,80,NaN,95,NaN
4340,,,,,,,NaN,NaN,,,NaN,,NaN
4341,10,79,30,16,45,62,NaN,NaN,100,79,NaN,94,NaN
4342,,,,,,,NaN,NaN,,,NaN,,NaN
4343,10,79,30,16,46,62,NaN,NaN,100,79,NaN,95,NaN
4344,,,,,,,NaN,NaN,,,NaN,,NaN
4345,10,78,30,16,45,62,NaN,NaN,100,79,NaN,94,NaN
4346,,,,,,,NaN,NaN,,,NaN,,NaN
4347,10,78,30,16,46,62,NaN,NaN,100,79,NaN,95,NaN
4348,,,,,,,NaN,NaN,,,NaN,,NaN
4349,10,79,29,16,46,62,NaN,NaN,100,79,NaN,94,NaN
4350,,,,,,,NaN,NaN,,,NaN,,NaN
4351,10,79,29,16,46,63,NaN,NaN,100,79,NaN,97,NaN
4352,,,,,,,NaN,NaN,,,NaN,,NaN
4353,10,79,29,16,46,63,NaN,NaN,100,80,NaN,95,NaN
4354,,,,,,,NaN,NaN,,,NaN,,NaN
4355,10,79,30,16,46,63,NaN,NaN,100,79,NaN,96,NaN
4356,,,,,,,NaN,NaN,,,NaN,,NaN
4357,10,79,30,16,45,62,NaN,NaN,100,80,NaN,95,NaN
4358,,,,,,,NaN,NaN,,,NaN,,NaN
4359,10,79,30,16,45,62,NaN,NaN,100,79,NaN,96,NaN
4360,,,,,,,NaN,NaN,,,NaN,,NaN
4361,10,85,30,16,45,62,NaN,NaN,100,79,NaN,94,NaN
4362,,,,,,,NaN,NaN,,,NaN,,NaN
4363,10,90,30,16,45,62,NaN,NaN,100,79,NaN,95,NaN
4364,,,,,,,NaN,NaN,,,NaN,,NaN
4365,10,106,30,16,45,62,NaN,NaN,100,80,NaN,94,NaN
4366,,,,,,,NaN,NaN,,,NaN,,NaN
4367,10,91,30,16,45,62,NaN,NaN,100,80,NaN,95,NaN
4368,,,,,,,NaN,NaN,,,NaN,,NaN
4369,10,91,29,16,46,63,NaN,NaN,100,80,NaN,96,NaN
4370,,,,,,,NaN,NaN,,,NaN,,NaN
4371,9,79,29,16,45,62,NaN,NaN,100,80,NaN,95,NaN
4372,,,,,,,NaN,NaN,,,NaN,,NaN
4373,9,80,29,16,45,63,NaN,NaN,100,80,NaN,96,NaN
4374,,,,,,,NaN,NaN,,,NaN,,NaN
4375,9,87,29,16,45,62,NaN,NaN,100,80,NaN,94,NaN
4376,,,,,,,NaN,NaN,,,NaN,,NaN
4377,9,92,30,16,46,63,NaN,NaN,100,80,NaN,95,NaN
4378,,,,,,,NaN,NaN,,,NaN,,NaN
4379,9,91,30,16,45,62,NaN,NaN,100,80,NaN,94,NaN
4380,,,,,,,NaN,NaN,,,NaN,,NaN
4381,9,83,30,16,46,63,NaN,NaN,100,80,NaN,96,NaN
4382,,,,,,,NaN,NaN,,,NaN,,NaN
4383,9,79,30,16,45,62,NaN,NaN,100,80,NaN,95,NaN
4384,,,,,,,NaN,NaN,,,NaN,,NaN
4385,9,80,30,16,46,63,NaN,NaN,100,80,NaN,96,NaN
4386,,,,,,,NaN,NaN,,,NaN,,NaN
4387,10,79,30,16,46,62,NaN,NaN,100,80,NaN,95,NaN
4388,,,,,,,NaN,NaN,,,NaN,,NaN
4389,10,79,30,16,46,63,NaN,NaN,100,80,NaN,96,NaN
4390,,,,,,,NaN,NaN,,,NaN,,NaN
4391,10,79,30,16,45,62,NaN,NaN,100,80,NaN,95,NaN
4392,,,,,,,NaN,NaN,,,NaN,,NaN
4393,10,79,30,16,45,63,NaN,NaN,100,80,NaN,95,NaN
4394,,,,,,,NaN,NaN,,,NaN,,NaN
4395,10,79,30,16,46,62,NaN,NaN,100,80,NaN,95,NaN
4396,,,,,,,NaN,NaN,,,NaN,,NaN
4397,10,79,30,16,46,63,NaN,NaN,100,80,NaN,95,NaN
4398,,,,,,,NaN,NaN,,,NaN,,NaN
4399,10,80,30,16,46,63,NaN,NaN,100,80,NaN,97,NaN
4400,,,,,,,NaN,NaN,,,NaN,,NaN
4401,10,80,30,16,46,63,NaN,NaN,100,80,NaN,96,NaN
4402,,,,,,,NaN,NaN,,,NaN,,NaN
4403,10,80,30,16,46,63,NaN,NaN,100,80,NaN,97,NaN
4404,,,,,,,NaN,NaN,,,NaN,,NaN
4405,10,79,30,16,45,63,NaN,NaN,100,80,NaN,96,NaN
4406,,,,,,,NaN,NaN,,,NaN,,NaN
4407,10,79,30,16,46,63,NaN,NaN,100,79,NaN,97,NaN
4408,,,,,,,NaN,NaN,,,NaN,,NaN
4409,10,78,30,16,45,63,NaN,NaN,100,79,NaN,96,NaN
4410,,,,,,,NaN,NaN,,,NaN,,NaN
4411,10,78,29,16,46,63,NaN,NaN,100,78,NaN,98,NaN
4412,,,,,,,NaN,NaN,,,NaN,,NaN
4413,10,78,29,16,46,63,NaN,NaN,100,78,NaN,96,NaN
4414,,,,,,,NaN,NaN,,,NaN,,NaN
4415,10,78,29,16,46,64,NaN,NaN,100,78,NaN,98,NaN
4416,,,,,,,NaN,NaN,,,NaN,,NaN
4417,10,78,29,16,46,63,NaN,NaN,100,79,NaN,96,NaN
4418,,,,,,,NaN,NaN,,,NaN,,NaN
4419,10,79,29,16,46,64,NaN,NaN,100,79,NaN,98,NaN
4420,,,,,,,NaN,NaN,,,NaN,,NaN
4421,10,79,29,16,46,64,NaN,NaN,100,79,NaN,97,NaN
4422,,,,,,,NaN,NaN,,,NaN,,NaN
4423,10,79,29,16,46,64,NaN,NaN,100,79,NaN,97,NaN
4424,,,,,,,NaN,NaN,,,NaN,,NaN
4425,10,79,29,16,47,64,NaN,NaN,100,79,NaN,97,NaN
4426,,,,,,,NaN,NaN,,,NaN,,NaN
4427,10,79,29,16,46,64,NaN,NaN,100,80,NaN,97,NaN
4428,,,,,,,NaN,NaN,,,NaN,,NaN
4429,10,80,29,16,47,64,NaN,NaN,100,80,NaN,97,NaN
4430,,,,,,,NaN,NaN,,,NaN,,NaN
4431,10,80,29,16,46,64,NaN,NaN,100,80,NaN,97,NaN
4432,,,,,,,NaN,NaN,,,NaN,,NaN
4433,10,80,29,16,47,65,NaN,NaN,100,80,NaN,99,NaN
4434,,,,,,,NaN,NaN,,,NaN,,NaN
4435,10,80,29,16,46,64,NaN,NaN,100,80,NaN,97,NaN
4436,,,,,,,NaN,NaN,,,NaN,,NaN
4437,10,80,29,16,47,65,NaN,NaN,100,80,NaN,99,NaN
4438,,,,,,,NaN,NaN,,,NaN,,NaN
4439,10,80,29,16,46,64,NaN,NaN,100,80,NaN,97,NaN
4440,,,,,,,NaN,NaN,,,NaN,,NaN
4441,10,80,29,16,47,65,NaN,NaN,100,81,NaN,99,NaN
4442,,,,,,,NaN,NaN,,,NaN,,NaN
4443,10,80,29,16,46,64,NaN,NaN,100,81,NaN,97,NaN
4444,,,,,,,NaN,NaN,,,NaN,,NaN
4445,10,80,29,16,47,64,NaN,NaN,100,81,NaN,98,NaN
4446,,,,,,,NaN,NaN,,,NaN,,NaN
4447,10,80,29,16,46,64,NaN,NaN,100,81,NaN,97,NaN
4448,,,,,,,NaN,NaN,,,NaN,,NaN
4449,10,80,29,16,46,64,NaN,NaN,100,80,NaN,98,NaN
4450,,,,,,,NaN,NaN,,,NaN,,NaN
4451,10,80,29,16,47,64,NaN,NaN,100,80,NaN,97,NaN
4452,,,,,,,NaN,NaN,,,NaN,,NaN
4453,10,79,29,16,47,65,NaN,NaN,100,80,NaN,99,NaN
4454,,,,,,,NaN,NaN,,,NaN,,NaN
4455,11,79,29,16,47,64,NaN,NaN,100,79,NaN,98,NaN
4456,,,,,,,NaN,NaN,,,NaN,,NaN
4457,11,79,29,16,47,64,NaN,NaN,100,79,NaN,98,NaN
4458,,,,,,,NaN,NaN,,,NaN,,NaN
4459,11,79,29,16,47,64,NaN,NaN,100,79,NaN,98,NaN
4460,,,,,,,NaN,NaN,,,NaN,,NaN
4461,10,79,29,16,47,64,NaN,NaN,100,79,NaN,97,NaN
4462,,,,,,,NaN,NaN,,,NaN,,NaN
4463,10,79,29,16,47,64,NaN,NaN,100,79,NaN,99,NaN
4464,,,,,,,NaN,NaN,,,NaN,,NaN
4465,10,79,31,16,46,64,NaN,NaN,100,80,NaN,97,NaN
4466,,,,,,,NaN,NaN,,,NaN,,NaN
4467,10,79,31,16,47,64,NaN,NaN,100,80,NaN,99,NaN
4468,,,,,,,NaN,NaN,,,NaN,,NaN
4469,10,79,31,16,46,63,NaN,NaN,100,80,NaN,97,NaN
4470,,,,,,,NaN,NaN,,,NaN,,NaN
4471,10,79,31,16,47,64,NaN,NaN,100,79,NaN,98,NaN
4472,,,,,,,NaN,NaN,,,NaN,,NaN
4473,10,79,29,16,46,63,NaN,NaN,100,80,NaN,97,NaN
4474,,,,,,,NaN,NaN,,,NaN,,NaN
4475,10,79,29,16,47,63,NaN,NaN,100,80,NaN,97,NaN
4476,,,,,,,NaN,NaN,,,NaN,,NaN
4477,10,79,29,16,47,63,NaN,NaN,100,80,NaN,97,NaN
4478,,,,,,,NaN,NaN,,,NaN,,NaN
4479,10,80,29,16,47,64,NaN,NaN,100,80,NaN,97,NaN
4480,,,,,,,NaN,NaN,,,NaN,,NaN
4481,10,80,29,16,46,63,NaN,NaN,100,80,NaN,97,NaN
4482,,,,,,,NaN,NaN,,,NaN,,NaN
4483,10,80,29,16,46,64,NaN,NaN,100,80,NaN,99,NaN
4484,,,,,,,NaN,NaN,,,NaN,,NaN
4485,10,80,29,16,46,63,NaN,NaN,100,80,NaN,97,NaN
4486,,,,,,,NaN,NaN,,,NaN,,NaN
4487,10,84,29,16,47,64,NaN,NaN,100,80,NaN,99,NaN
4488,,,,,,,NaN,NaN,,,NaN,,NaN
4489,10,84,29,16,47,65,NaN,NaN,100,80,NaN,99,NaN
4490,,,,,,,NaN,NaN,,,NaN,,NaN
4491,11,84,29,16,46,64,NaN,NaN,100,80,NaN,97,NaN
4492,,,,,,,NaN,NaN,,,NaN,,NaN
4493,11,85,27,16,46,64,NaN,NaN,100,80,NaN,98,NaN
4494,,,,,,,NaN,NaN,,,NaN,,NaN
4495,10,79,27,16,46,64,NaN,NaN,100,79,NaN,98,NaN
4496,,,,,,,NaN,NaN,,,NaN,,NaN
4497,10,79,27,16,47,65,NaN,NaN,100,79,NaN,100,NaN
4498,,,,,,,NaN,NaN,,,NaN,,NaN
4499,9,78,28,16,46,64,NaN,NaN,100,79,NaN,98,NaN
4500,,,,,,,NaN,NaN,,,NaN,,NaN
4501,9,79,28,16,47,65,NaN,NaN,100,80,NaN,100,NaN
4502,,,,,,,NaN,NaN,,,NaN,,NaN
4503,10,79,28,16,46,64,NaN,NaN,100,80,NaN,98,NaN
4504,,,,,,,NaN,NaN,,,NaN,,NaN
4505,10,79,28,16,47,65,NaN,NaN,100,80,NaN,99,NaN
4506,,,,,,,NaN,NaN,,,NaN,,NaN
4507,9,79,28,16,46,64,NaN,NaN,100,79,NaN,98,NaN
4508,,,,,,,NaN,NaN,,,NaN,,NaN
4509,9,79,28,16,47,65,NaN,NaN,100,79,NaN,99,NaN
4510,,,,,,,NaN,NaN,,,NaN,,NaN
4511,10,79,28,16,47,65,NaN,NaN,100,79,NaN,98,NaN
4512,,,,,,,NaN,NaN,,,NaN,,NaN
4513,10,79,29,16,47,65,NaN,NaN,100,80,NaN,99,NaN
4514,,,,,,,NaN,NaN,,,NaN,,NaN
4515,10,79,29,16,47,65,NaN,NaN,100,80,NaN,99,NaN
4516,,,,,,,NaN,NaN,,,NaN,,NaN
4517,10,79,29,16,47,65,NaN,NaN,100,80,NaN,99,NaN
4518,,,,,,,NaN,NaN,,,NaN,,NaN
4519,10,79,29,16,47,65,NaN,NaN,100,80,NaN,99,NaN
4520,,,,,,,NaN,NaN,,,NaN,,NaN
4521,10,79,29,16,47,65,NaN,NaN,100,80,NaN,99,NaN
4522,,,,,,,NaN,NaN,,,NaN,,NaN
4523,10,79,29,16,47,65,NaN,NaN,100,79,NaN,99,NaN
4524,,,,,,,NaN,NaN,,,NaN,,NaN
4525,10,79,29,16,47,65,NaN,NaN,100,79,NaN,99,NaN
4526,,,,,,,NaN,NaN,,,NaN,,NaN
4527,10,79,29,16,47,66,NaN,NaN,100,79,NaN,100,NaN
4528,,,,,,,NaN,NaN,,,NaN,,NaN
4529,10,79,29,16,47,65,NaN,NaN,100,79,NaN,98,NaN
4530,,,,,,,NaN,NaN,,,NaN,,NaN
4531,10,79,29,16,47,66,NaN,NaN,100,79,NaN,100,NaN
4532,,,,,,,NaN,NaN,,,NaN,,NaN
4533,10,79,29,16,47,65,NaN,NaN,100,79,NaN,98,NaN
4534,,,,,,,NaN,NaN,,,NaN,,NaN
4535,10,79,29,16,47,66,NaN,NaN,100,79,NaN,100,NaN
4536,,,,,,,NaN,NaN,,,NaN,,NaN
4537,10,79,29,16,47,65,NaN,NaN,100,79,NaN,98,NaN
4538,,,,,,,NaN,NaN,,,NaN,,NaN
4539,10,79,29,16,47,66,NaN,NaN,100,80,NaN,100,NaN
4540,,,,,,,NaN,NaN,,,NaN,,NaN
4541,10,79,29,16,47,65,NaN,NaN,100,80,NaN,99,NaN
4542,,,,,,,NaN,NaN,,,NaN,,NaN
4543,10,79,29,16,47,65,NaN,NaN,100,80,NaN,99,NaN
4544,,,,,,,NaN,NaN,,,NaN,,NaN
4545,10,79,29,16,47,65,NaN,NaN,100,79,NaN,98,NaN
4546,,,,,,,NaN,NaN,,,NaN,,NaN
4547,10,79,29,16,47,65,NaN,NaN,100,79,NaN,99,NaN
4548,,,,,,,NaN,NaN,,,NaN,,NaN
4549,10,78,29,16,47,66,NaN,NaN,100,79,NaN,100,NaN
4550,,,,,,,NaN,NaN,,,NaN,,NaN
4551,10,78,29,16,47,66,NaN,NaN,100,79,NaN,100,NaN
4552,,,,,,,NaN,NaN,,,NaN,,NaN
4553,10,78,29,16,47,66,NaN,NaN,100,79,NaN,101,NaN
4554,,,,,,,NaN,NaN,,,NaN,,NaN
4555,10,78,29,16,47,65,NaN,NaN,100,79,NaN,99,NaN
4556,,,,,,,NaN,NaN,,,NaN,,NaN
4557,10,79,29,16,47,66,NaN,NaN,100,79,NaN,100,NaN
4558,,,,,,,NaN,NaN,,,NaN,,NaN
4559,10,78,29,16,47,65,NaN,NaN,100,79,NaN,99,NaN
4560,,,,,,,NaN,NaN,,,NaN,,NaN
4561,10,79,29,16,48,66,NaN,NaN,100,79,NaN,101,NaN
4562,,,,,,,NaN,NaN,,,NaN,,NaN
4563,10,79,29,16,47,66,NaN,NaN,100,79,NaN,100,NaN
4564,,,,,,,NaN,NaN,,,NaN,,NaN
4565,10,79,29,16,47,66,NaN,NaN,100,79,NaN,101,NaN
4566,,,,,,,NaN,NaN,,,NaN,,NaN
4567,10,79,29,16,47,66,NaN,NaN,100,79,NaN,100,NaN
4568,,,,,,,NaN,NaN,,,NaN,,NaN
4569,10,79,29,16,47,66,NaN,NaN,100,79,NaN,101,NaN
4570,,,,,,,NaN,NaN,,,NaN,,NaN
4571,10,78,29,16,47,66,NaN,NaN,100,79,NaN,100,NaN
4572,,,,,,,NaN,NaN,,,NaN,,NaN
4573,10,78,29,16,48,67,NaN,NaN,100,79,NaN,102,NaN
4574,,,,,,,NaN,NaN,,,NaN,,NaN
4575,10,78,29,16,47,66,NaN,NaN,100,79,NaN,100,NaN
4576,,,,,,,NaN,NaN,,,NaN,,NaN
4577,10,78,29,16,47,66,NaN,NaN,100,79,NaN,100,NaN
4578,,,,,,,NaN,NaN,,,NaN,,NaN
4579,10,78,29,16,47,66,NaN,NaN,100,78,NaN,99,NaN
4580,,,,,,,NaN,NaN,,,NaN,,NaN
4581,10,78,29,16,47,66,NaN,NaN,100,78,NaN,100,NaN
4582,,,,,,,NaN,NaN,,,NaN,,NaN
4583,10,78,29,16,47,66,NaN,NaN,100,78,NaN,101,NaN
4584,,,,,,,NaN,NaN,,,NaN,,NaN
4585,10,78,29,16,47,66,NaN,NaN,100,78,NaN,99,NaN
4586,,,,,,,NaN,NaN,,,NaN,,NaN
4587,10,78,29,16,47,66,NaN,NaN,100,79,NaN,101,NaN
4588,,,,,,,NaN,NaN,,,NaN,,NaN
4589,10,78,29,16,47,66,NaN,NaN,100,79,NaN,99,NaN
4590,,,,,,,NaN,NaN,,,NaN,,NaN
4591,10,78,29,16,47,66,NaN,NaN,100,79,NaN,101,NaN
4592,,,,,,,NaN,NaN,,,NaN,,NaN
4593,10,78,30,15,47,66,NaN,NaN,100,78,NaN,100,NaN
4594,,,,,,,NaN,NaN,,,NaN,,NaN
4595,10,78,30,15,48,66,NaN,NaN,100,78,NaN,101,NaN
4596,,,,,,,NaN,NaN,,,NaN,,NaN
4597,10,78,30,15,47,66,NaN,NaN,100,79,NaN,101,NaN
4598,,,,,,,NaN,NaN,,,NaN,,NaN
4599,10,78,30,15,48,66,NaN,NaN,100,79,NaN,101,NaN
4600,,,,,,,NaN,NaN,,,NaN,,NaN
4601,10,78,30,15,48,67,NaN,NaN,100,79,NaN,102,NaN
4602,,,,,,,NaN,NaN,,,NaN,,NaN
4603,10,78,30,15,47,66,NaN,NaN,100,79,NaN,100,NaN
4604,,,,,,,NaN,NaN,,,NaN,,NaN
4605,10,78,30,15,48,67,NaN,NaN,100,79,NaN,101,NaN
4606,,,,,,,NaN,NaN,,,NaN,,NaN
4607,10,78,30,14,47,66,NaN,NaN,100,79,NaN,99,NaN
4608,,,,,,,NaN,NaN,,,NaN,,NaN
4609,10,78,30,14,47,66,NaN,NaN,100,79,NaN,100,NaN
4610,,,,,,,NaN,NaN,,,NaN,,NaN
4611,10,78,30,14,47,66,NaN,NaN,100,79,NaN,100,NaN
4612,,,,,,,NaN,NaN,,,NaN,,NaN
4613,10,78,30,14,47,66,NaN,NaN,100,79,NaN,100,NaN
4614,,,,,,,NaN,NaN,,,NaN,,NaN
4615,10,78,30,13,48,67,NaN,NaN,100,78,NaN,101,NaN
4616,,,,,,,NaN,NaN,,,NaN,,NaN
4617,10,78,30,13,47,66,NaN,NaN,100,79,NaN,100,NaN
4618,,,,,,,NaN,NaN,,,NaN,,NaN
4619,10,78,30,13,48,67,NaN,NaN,100,79,NaN,101,NaN
4620,,,,,,,NaN,NaN,,,NaN,,NaN
4621,10,78,30,13,47,66,NaN,NaN,100,79,NaN,100,NaN
4622,,,,,,,NaN,NaN,,,NaN,,NaN
4623,10,78,30,13,48,67,NaN,NaN,100,78,NaN,101,NaN
4624,,,,,,,NaN,NaN,,,NaN,,NaN
4625,10,78,30,13,47,66,NaN,NaN,100,78,NaN,100,NaN
4626,,,,,,,NaN,NaN,,,NaN,,NaN
4627,10,78,30,13,47,66,NaN,NaN,100,78,NaN,100,NaN
4628,,,,,,,NaN,NaN,,,NaN,,NaN
