time,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/CVP,SNUADC/ECG_V5,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/PLETH_SPO2,SNUADC/ART
21723,,,,NaN,,NaN,,,,NaN,,,NaN
21724,91,91,17,NaN,53,NaN,75,118,18,NaN,35,100,NaN
21725,,,,NaN,,NaN,,,,NaN,,,NaN
21726,91,90,17,NaN,53,NaN,75,116,18,NaN,35,100,NaN
21727,,,,NaN,,NaN,,,,NaN,,,NaN
21728,92,91,17,NaN,55,NaN,76,120,18,NaN,35,100,NaN
21729,,,,NaN,,NaN,,,,NaN,,,NaN
21730,92,92,17,NaN,56,NaN,77,119,18,NaN,35,100,NaN
21731,,,,NaN,,NaN,,,,NaN,,,NaN
21732,92,91,17,NaN,57,NaN,78,120,18,NaN,35,100,NaN
21733,,,,NaN,,NaN,,,,NaN,,,NaN
21734,92,91,18,NaN,59,NaN,80,123,18,NaN,35,100,NaN
21735,,,,NaN,,NaN,,,,NaN,,,NaN
21736,92,92,18,NaN,59,NaN,81,124,18,NaN,36,100,NaN
21737,,,,NaN,,NaN,,,,NaN,,,NaN
21738,94,93,18,NaN,60,NaN,83,125,18,NaN,36,100,NaN
21739,,,,NaN,,NaN,,,,NaN,,,NaN
21740,94,93,18,NaN,61,NaN,83,124,18,NaN,36,100,NaN
21741,,,,NaN,,NaN,,,,NaN,,,NaN
21742,95,94,18,NaN,61,NaN,84,125,18,NaN,36,100,NaN
21743,,,,NaN,,NaN,,,,NaN,,,NaN
21744,95,94,18,NaN,62,NaN,85,127,18,NaN,36,100,NaN
21745,,,,NaN,,NaN,,,,NaN,,,NaN
21746,95,95,18,NaN,62,NaN,85,126,18,NaN,36,100,NaN
21747,,,,NaN,,NaN,,,,NaN,,,NaN
21748,95,95,18,NaN,63,NaN,86,128,18,NaN,36,100,NaN
21749,,,,NaN,,NaN,,,,NaN,,,NaN
21750,96,95,18,NaN,63,NaN,86,127,18,NaN,35,100,NaN
21751,,,,NaN,,NaN,,,,NaN,,,NaN
21752,96,95,18,NaN,64,NaN,87,129,18,NaN,35,100,NaN
21753,,,,NaN,,NaN,,,,NaN,,,NaN
21754,96,95,18,NaN,64,NaN,88,130,18,NaN,35,100,NaN
21755,,,,NaN,,NaN,,,,NaN,,,NaN
21756,96,96,18,NaN,63,NaN,88,128,18,NaN,35,100,NaN
21757,,,,NaN,,NaN,,,,NaN,,,NaN
21758,96,96,18,NaN,63,NaN,87,129,18,NaN,35,100,NaN
21759,,,,NaN,,NaN,,,,NaN,,,NaN
21760,96,95,18,NaN,62,NaN,86,127,18,NaN,35,100,NaN
21761,,,,NaN,,NaN,,,,NaN,,,NaN
21762,96,95,18,NaN,56,NaN,85,126,18,NaN,35,100,NaN
21763,,,,NaN,,NaN,,,,NaN,,,NaN
21764,96,95,18,NaN,61,NaN,85,127,18,NaN,35,100,NaN
21765,,,,NaN,,NaN,,,,NaN,,,NaN
21766,96,95,18,NaN,60,NaN,84,125,18,NaN,35,100,NaN
21767,,,,NaN,,NaN,,,,NaN,,,NaN
21768,96,95,18,NaN,60,NaN,84,127,18,NaN,35,100,NaN
21769,,,,NaN,,NaN,,,,NaN,,,NaN
21770,96,95,18,NaN,60,NaN,84,126,18,NaN,35,100,NaN
21771,,,,NaN,,NaN,,,,NaN,,,NaN
21772,96,95,18,NaN,60,NaN,84,127,18,NaN,35,100,NaN
21773,,,,NaN,,NaN,,,,NaN,,,NaN
21774,96,95,18,NaN,61,NaN,84,128,18,NaN,35,100,NaN
21775,,,,NaN,,NaN,,,,NaN,,,NaN
21776,96,95,18,NaN,60,NaN,84,127,18,NaN,35,100,NaN
21777,,,,NaN,,NaN,,,,NaN,,,NaN
21778,96,96,18,NaN,60,NaN,84,128,18,NaN,36,100,NaN
21779,,,,NaN,,NaN,,,,NaN,,,NaN
21780,96,96,18,NaN,60,NaN,84,126,18,NaN,36,100,NaN
21781,,,,NaN,,NaN,,,,NaN,,,NaN
21782,96,96,18,NaN,60,NaN,84,128,18,NaN,36,100,NaN
21783,,,,NaN,,NaN,,,,NaN,,,NaN
21784,96,96,18,NaN,61,NaN,85,128,18,NaN,35,100,NaN
21785,,,,NaN,,NaN,,,,NaN,,,NaN
21786,96,96,18,NaN,60,NaN,85,127,18,NaN,35,100,NaN
21787,,,,NaN,,NaN,,,,NaN,,,NaN
21788,96,96,18,NaN,61,NaN,85,129,18,NaN,35,100,NaN
21789,,,,NaN,,NaN,,,,NaN,,,NaN
21790,96,96,18,NaN,60,NaN,85,127,18,NaN,35,100,NaN
21791,,,,NaN,,NaN,,,,NaN,,,NaN
21792,96,96,18,NaN,61,NaN,86,129,18,NaN,36,100,NaN
21793,,,,NaN,,NaN,,,,NaN,,,NaN
21794,96,96,18,NaN,62,NaN,86,129,18,NaN,36,100,NaN
21795,,,,NaN,,NaN,,,,NaN,,,NaN
21796,96,96,18,NaN,61,NaN,86,128,18,NaN,36,100,NaN
21797,,,,NaN,,NaN,,,,NaN,,,NaN
21798,96,96,18,NaN,61,NaN,86,130,18,NaN,36,100,NaN
21799,,,,NaN,,NaN,,,,NaN,,,NaN
21800,96,96,18,NaN,61,NaN,86,129,18,NaN,36,100,NaN
21801,,,,NaN,,NaN,,,,NaN,,,NaN
21802,97,96,19,NaN,61,NaN,86,129,18,NaN,36,100,NaN
21803,,,,NaN,,NaN,,,,NaN,,,NaN
21804,97,96,19,NaN,62,NaN,86,130,18,NaN,36,100,NaN
21805,,,,NaN,,NaN,,,,NaN,,,NaN
21806,97,96,19,NaN,61,NaN,86,129,18,NaN,36,100,NaN
21807,,,,NaN,,NaN,,,,NaN,,,NaN
21808,97,96,19,NaN,61,NaN,86,130,18,NaN,36,100,NaN
21809,,,,NaN,,NaN,,,,NaN,,,NaN
21810,97,97,18,NaN,62,NaN,86,129,18,NaN,36,100,NaN
21811,,,,NaN,,NaN,,,,NaN,,,NaN
21812,97,97,18,NaN,61,NaN,86,130,18,NaN,35,100,NaN
21813,,,,NaN,,NaN,,,,NaN,,,NaN
21814,97,97,19,NaN,62,NaN,86,130,18,NaN,35,100,NaN
21815,,,,NaN,,NaN,,,,NaN,,,NaN
21816,97,96,19,NaN,61,NaN,86,129,18,NaN,35,100,NaN
21817,,,,NaN,,NaN,,,,NaN,,,NaN
21818,97,96,19,NaN,61,NaN,86,130,18,NaN,35,100,NaN
21819,,,,NaN,,NaN,,,,NaN,,,NaN
21820,97,96,19,NaN,61,NaN,86,129,18,NaN,35,100,NaN
21821,,,,NaN,,NaN,,,,NaN,,,NaN
21822,97,96,19,NaN,61,NaN,86,130,18,NaN,35,100,NaN
21823,,,,NaN,,NaN,,,,NaN,,,NaN
21824,97,96,19,NaN,61,NaN,86,130,18,NaN,35,100,NaN
21825,,,,NaN,,NaN,,,,NaN,,,NaN
21826,97,96,19,NaN,61,NaN,86,129,18,NaN,35,100,NaN
21827,,,,NaN,,NaN,,,,NaN,,,NaN
21828,97,96,19,NaN,61,NaN,86,130,18,NaN,35,100,NaN
21829,,,,NaN,,NaN,,,,NaN,,,NaN
21830,97,96,19,NaN,61,NaN,85,129,18,NaN,35,100,NaN
21831,,,,NaN,,NaN,,,,NaN,,,NaN
21832,97,96,19,NaN,60,NaN,85,129,18,NaN,35,100,NaN
21833,,,,NaN,,NaN,,,,NaN,,,NaN
21834,97,96,19,NaN,60,NaN,85,128,18,NaN,35,100,NaN
21835,,,,NaN,,NaN,,,,NaN,,,NaN
21836,97,96,19,NaN,59,NaN,84,128,18,NaN,35,100,NaN
21837,,,,NaN,,NaN,,,,NaN,,,NaN
21838,97,96,19,NaN,60,NaN,84,129,18,NaN,35,100,NaN
21839,,,,NaN,,NaN,,,,NaN,,,NaN
21840,97,96,18,NaN,60,NaN,84,128,18,NaN,35,100,NaN
21841,,,,NaN,,NaN,,,,NaN,,,NaN
21842,97,96,18,NaN,60,NaN,84,129,18,NaN,35,100,NaN
21843,,,,NaN,,NaN,,,,NaN,,,NaN
21844,97,96,18,NaN,60,NaN,85,129,18,NaN,35,100,NaN
21845,,,,NaN,,NaN,,,,NaN,,,NaN
21846,97,97,18,NaN,60,NaN,85,129,18,NaN,35,100,NaN
21847,,,,NaN,,NaN,,,,NaN,,,NaN
21848,98,97,18,NaN,60,NaN,85,130,18,NaN,35,100,NaN
21849,,,,NaN,,NaN,,,,NaN,,,NaN
21850,98,97,18,NaN,60,NaN,85,129,18,NaN,35,100,NaN
21851,,,,NaN,,NaN,,,,NaN,,,NaN
21852,98,97,18,NaN,60,NaN,85,129,18,NaN,36,100,NaN
21853,,,,NaN,,NaN,,,,NaN,,,NaN
21854,98,97,18,NaN,60,NaN,85,129,18,NaN,36,100,NaN
21855,,,,NaN,,NaN,,,,NaN,,,NaN
21856,98,97,18,NaN,60,NaN,85,129,18,NaN,36,100,NaN
21857,,,,NaN,,NaN,,,,NaN,,,NaN
21858,98,97,18,NaN,60,NaN,85,130,18,NaN,36,100,NaN
21859,,,,NaN,,NaN,,,,NaN,,,NaN
21860,98,97,18,NaN,60,NaN,84,128,18,NaN,36,100,NaN
21861,,,,NaN,,NaN,,,,NaN,,,NaN
21862,98,97,18,NaN,59,NaN,84,129,18,NaN,36,100,NaN
21863,,,,NaN,,NaN,,,,NaN,,,NaN
21864,98,97,18,NaN,60,NaN,85,129,18,NaN,36,100,NaN
21865,,,,NaN,,NaN,,,,NaN,,,NaN
21866,98,97,19,NaN,59,NaN,84,128,18,NaN,36,100,NaN
21867,,,,NaN,,NaN,,,,NaN,,,NaN
21868,98,97,19,NaN,60,NaN,85,129,18,NaN,36,100,NaN
21869,,,,NaN,,NaN,,,,NaN,,,NaN
21870,98,97,19,NaN,60,NaN,84,129,18,NaN,36,100,NaN
21871,,,,NaN,,NaN,,,,NaN,,,NaN
21872,98,97,19,NaN,59,NaN,84,129,18,NaN,36,100,NaN
21873,,,,NaN,,NaN,,,,NaN,,,NaN
21874,98,97,20,NaN,60,NaN,84,129,18,NaN,36,100,NaN
21875,,,,NaN,,NaN,,,,NaN,,,NaN
21876,98,97,20,NaN,59,NaN,84,128,18,NaN,36,100,NaN
21877,,,,NaN,,NaN,,,,NaN,,,NaN
21878,98,97,20,NaN,59,NaN,84,129,18,NaN,36,100,NaN
21879,,,,NaN,,NaN,,,,NaN,,,NaN
21880,98,97,20,NaN,59,NaN,83,128,18,NaN,36,100,NaN
21881,,,,NaN,,NaN,,,,NaN,,,NaN
21882,98,97,20,NaN,58,NaN,83,128,18,NaN,36,100,NaN
21883,,,,NaN,,NaN,,,,NaN,,,NaN
21884,98,97,20,NaN,59,NaN,83,128,18,NaN,36,100,NaN
21885,,,,NaN,,NaN,,,,NaN,,,NaN
21886,98,97,20,NaN,59,NaN,83,127,18,NaN,35,100,NaN
21887,,,,NaN,,NaN,,,,NaN,,,NaN
21888,98,97,20,NaN,59,NaN,83,129,18,NaN,35,100,NaN
21889,,,,NaN,,NaN,,,,NaN,,,NaN
21890,98,97,20,NaN,59,NaN,83,127,18,NaN,35,100,NaN
21891,,,,NaN,,NaN,,,,NaN,,,NaN
21892,98,97,19,NaN,59,NaN,83,129,18,NaN,35,100,NaN
21893,,,,NaN,,NaN,,,,NaN,,,NaN
21894,98,98,19,NaN,59,NaN,84,130,18,NaN,35,100,NaN
21895,,,,NaN,,NaN,,,,NaN,,,NaN
21896,98,98,19,NaN,59,NaN,84,129,18,NaN,35,100,NaN
21897,,,,NaN,,NaN,,,,NaN,,,NaN
21898,98,97,19,NaN,59,NaN,84,130,18,NaN,35,100,NaN
21899,,,,NaN,,NaN,,,,NaN,,,NaN
21900,98,97,19,NaN,60,NaN,84,129,18,NaN,35,100,NaN
21901,,,,NaN,,NaN,,,,NaN,,,NaN
21902,98,97,19,NaN,60,NaN,84,130,18,NaN,35,100,NaN
21903,,,,NaN,,NaN,,,,NaN,,,NaN
21904,98,97,19,NaN,60,NaN,85,130,18,NaN,35,100,NaN
21905,,,,NaN,,NaN,,,,NaN,,,NaN
21906,98,98,19,NaN,60,NaN,84,129,18,NaN,36,100,NaN
21907,,,,NaN,,NaN,,,,NaN,,,NaN
21908,98,98,19,NaN,54,NaN,84,130,18,NaN,36,100,NaN
21909,,,,NaN,,NaN,,,,NaN,,,NaN
21910,98,98,19,NaN,57,NaN,84,131,18,NaN,36,100,NaN
21911,,,,NaN,,NaN,,,,NaN,,,NaN
21912,98,98,19,NaN,56,NaN,84,130,18,NaN,36,100,NaN
21913,,,,NaN,,NaN,,,,NaN,,,NaN
21914,98,98,19,NaN,59,NaN,84,133,18,NaN,36,100,NaN
21915,,,,NaN,,NaN,,,,NaN,,,NaN
21916,98,98,19,NaN,58,NaN,83,129,18,NaN,36,100,NaN
21917,,,,NaN,,NaN,,,,NaN,,,NaN
21918,98,97,19,NaN,58,NaN,83,130,18,NaN,36,100,NaN
21919,,,,NaN,,NaN,,,,NaN,,,NaN
21920,98,97,19,NaN,58,NaN,83,128,18,NaN,36,100,NaN
21921,,,,NaN,,NaN,,,,NaN,,,NaN
21922,98,97,19,NaN,58,NaN,83,129,18,NaN,36,100,NaN
21923,,,,NaN,,NaN,,,,NaN,,,NaN
21924,98,97,19,NaN,59,NaN,83,130,18,NaN,36,100,NaN
21925,,,,NaN,,NaN,,,,NaN,,,NaN
21926,98,98,19,NaN,58,NaN,83,128,18,NaN,36,100,NaN
21927,,,,NaN,,NaN,,,,NaN,,,NaN
21928,98,97,19,NaN,58,NaN,83,129,18,NaN,36,100,NaN
21929,,,,NaN,,NaN,,,,NaN,,,NaN
21930,98,97,18,NaN,59,NaN,83,129,18,NaN,36,100,NaN
21931,,,,NaN,,NaN,,,,NaN,,,NaN
21932,98,97,18,NaN,59,NaN,84,130,18,NaN,36,100,NaN
21933,,,,NaN,,NaN,,,,NaN,,,NaN
21934,98,97,18,NaN,59,NaN,84,130,18,NaN,36,100,NaN
21935,,,,NaN,,NaN,,,,NaN,,,NaN
21936,98,97,16,NaN,59,NaN,84,130,18,NaN,36,100,NaN
21937,,,,NaN,,NaN,,,,NaN,,,NaN
21938,98,97,17,NaN,59,NaN,84,131,18,NaN,36,100,NaN
21939,,,,NaN,,NaN,,,,NaN,,,NaN
21940,98,97,17,NaN,59,NaN,84,130,18,NaN,36,100,NaN
21941,,,,NaN,,NaN,,,,NaN,,,NaN
21942,98,97,16,NaN,59,NaN,84,131,18,NaN,36,100,NaN
21943,,,,NaN,,NaN,,,,NaN,,,NaN
21944,98,97,16,NaN,59,NaN,84,130,18,NaN,36,100,NaN
21945,,,,NaN,,NaN,,,,NaN,,,NaN
21946,98,98,15,NaN,58,NaN,83,129,18,NaN,36,100,NaN
21947,,,,NaN,,NaN,,,,NaN,,,NaN
21948,98,98,15,NaN,58,NaN,83,131,18,NaN,36,100,NaN
21949,,,,NaN,,NaN,,,,NaN,,,NaN
21950,98,98,15,NaN,58,NaN,83,129,18,NaN,36,100,NaN
21951,,,,NaN,,NaN,,,,NaN,,,NaN
21952,98,98,15,NaN,58,NaN,83,129,18,NaN,36,100,NaN
21953,,,,NaN,,NaN,,,,NaN,,,NaN
21954,98,98,15,NaN,59,NaN,83,130,18,NaN,36,100,NaN
21955,,,,NaN,,NaN,,,,NaN,,,NaN
21956,98,98,15,NaN,58,NaN,83,129,18,NaN,36,100,NaN
21957,,,,NaN,,NaN,,,,NaN,,,NaN
21958,99,98,15,NaN,58,NaN,83,131,18,NaN,36,100,NaN
21959,,,,NaN,,NaN,,,,NaN,,,NaN
21960,98,98,15,NaN,58,NaN,83,129,18,NaN,36,100,NaN
21961,,,,NaN,,NaN,,,,NaN,,,NaN
21962,98,98,15,NaN,57,NaN,83,129,18,NaN,36,100,NaN
21963,,,,NaN,,NaN,,,,NaN,,,NaN
21964,98,98,15,NaN,57,NaN,82,129,18,NaN,36,100,NaN
21965,,,,NaN,,NaN,,,,NaN,,,NaN
21966,98,98,15,NaN,57,NaN,82,129,18,NaN,36,100,NaN
21967,,,,NaN,,NaN,,,,NaN,,,NaN
21968,98,97,15,NaN,57,NaN,82,129,18,NaN,36,100,NaN
21969,,,,NaN,,NaN,,,,NaN,,,NaN
21970,98,97,15,NaN,58,NaN,82,128,18,NaN,36,100,NaN
21971,,,,NaN,,NaN,,,,NaN,,,NaN
21972,97,98,16,NaN,55,NaN,80,124,18,NaN,36,100,NaN
21973,,,,NaN,,NaN,,,,NaN,,,NaN
21974,97,98,16,NaN,57,NaN,80,127,18,NaN,36,100,NaN
21975,,,,NaN,,NaN,,,,NaN,,,NaN
21976,96,97,15,NaN,57,NaN,81,128,18,NaN,36,100,NaN
21977,,,,NaN,,NaN,,,,NaN,,,NaN
21978,96,95,15,NaN,58,NaN,82,129,18,NaN,36,100,NaN
21979,,,,NaN,,NaN,,,,NaN,,,NaN
21980,98,98,15,NaN,58,NaN,82,129,18,NaN,36,100,NaN
21981,,,,NaN,,NaN,,,,NaN,,,NaN
21982,98,98,15,NaN,58,NaN,82,129,18,NaN,36,100,NaN
21983,,,,NaN,,NaN,,,,NaN,,,NaN
21984,98,98,15,NaN,58,NaN,82,129,18,NaN,36,100,NaN
21985,,,,NaN,,NaN,,,,NaN,,,NaN
21986,98,98,15,NaN,57,NaN,82,128,18,NaN,36,100,NaN
21987,,,,NaN,,NaN,,,,NaN,,,NaN
21988,98,97,15,NaN,57,NaN,82,130,18,NaN,36,100,NaN
21989,,,,NaN,,NaN,,,,NaN,,,NaN
21990,97,97,15,NaN,57,NaN,81,127,18,NaN,36,100,NaN
21991,,,,NaN,,NaN,,,,NaN,,,NaN
21992,97,97,15,NaN,57,NaN,81,127,18,NaN,35,100,NaN
21993,,,,NaN,,NaN,,,,NaN,,,NaN
21994,97,97,15,NaN,56,NaN,81,127,18,NaN,35,100,NaN
21995,,,,NaN,,NaN,,,,NaN,,,NaN
21996,98,97,15,NaN,56,NaN,81,127,18,NaN,35,100,NaN
21997,,,,NaN,,NaN,,,,NaN,,,NaN
21998,98,97,15,NaN,56,NaN,81,128,18,NaN,36,100,NaN
21999,,,,NaN,,NaN,,,,NaN,,,NaN
22000,98,97,15,NaN,56,NaN,80,126,18,NaN,36,100,NaN
22001,,,,NaN,,NaN,,,,NaN,,,NaN
22002,98,97,15,NaN,55,NaN,80,127,18,NaN,36,100,NaN
22003,,,,NaN,,NaN,,,,NaN,,,NaN
22004,97,97,15,NaN,49,NaN,73,8,18,NaN,36,100,NaN
22005,,,,NaN,,NaN,,,,NaN,,,NaN
22006,97,97,15,NaN,37,NaN,74,110,18,NaN,36,100,NaN
22007,,,,NaN,,NaN,,,,NaN,,,NaN
22008,97,97,15,NaN,,NaN,74,,18,NaN,36,100,NaN
22009,,,,NaN,,NaN,,,,NaN,,,NaN
22010,97,97,15,NaN,,NaN,179,,18,NaN,36,100,NaN
22011,,,,NaN,,NaN,,,,NaN,,,NaN
22012,97,97,15,NaN,,NaN,179,,18,NaN,35,100,NaN
22013,,,,NaN,,NaN,,,,NaN,,,NaN
22014,97,97,14,NaN,,NaN,208,,18,NaN,35,100,NaN
22015,,,,NaN,,NaN,,,,NaN,,,NaN
22016,97,97,14,NaN,,NaN,208,,18,NaN,35,100,NaN
22017,,,,NaN,,NaN,,,,NaN,,,NaN
22018,98,97,14,NaN,,NaN,212,,18,NaN,35,100,NaN
22019,,,,NaN,,NaN,,,,NaN,,,NaN
22020,98,97,14,NaN,,NaN,212,,18,NaN,36,100,NaN
22021,,,,NaN,,NaN,,,,NaN,,,NaN
22022,98,98,14,NaN,,NaN,212,,18,NaN,36,100,NaN
22023,,,,NaN,,NaN,,,,NaN,,,NaN
22024,98,98,14,NaN,,NaN,231,,18,NaN,36,100,NaN
22025,,,,NaN,,NaN,,,,NaN,,,NaN
22026,99,98,14,NaN,,NaN,231,,18,NaN,36,100,NaN
22027,,,,NaN,,NaN,,,,NaN,,,NaN
22028,99,98,14,NaN,,NaN,234,,18,NaN,36,100,NaN
22029,,,,NaN,,NaN,,,,NaN,,,NaN
22030,99,98,14,NaN,,NaN,234,,18,NaN,36,100,NaN
22031,,,,NaN,,NaN,,,,NaN,,,NaN
22032,99,98,14,NaN,,NaN,235,,18,NaN,36,100,NaN
22033,,,,NaN,,NaN,,,,NaN,,,NaN
22034,99,98,14,NaN,,NaN,235,,18,NaN,35,100,NaN
22035,,,,NaN,,NaN,,,,NaN,,,NaN
22036,99,98,14,NaN,,NaN,235,,18,NaN,35,100,NaN
22037,,,,NaN,,NaN,,,,NaN,,,NaN
22038,99,98,14,NaN,,NaN,240,,18,NaN,35,100,NaN
22039,,,,NaN,,NaN,,,,NaN,,,NaN
22040,99,98,14,NaN,,NaN,240,,18,NaN,35,100,NaN
22041,,,,NaN,,NaN,,,,NaN,,,NaN
22042,99,98,14,NaN,,NaN,241,,18,NaN,35,100,NaN
22043,,,,NaN,,NaN,,,,NaN,,,NaN
22044,99,98,14,NaN,,NaN,241,,18,NaN,35,100,NaN
22045,,,,NaN,,NaN,,,,NaN,,,NaN
22046,99,98,14,NaN,,NaN,240,,18,NaN,35,100,NaN
22047,,,,NaN,,NaN,,,,NaN,,,NaN
22048,98,98,14,NaN,,NaN,240,,18,NaN,35,100,NaN
22049,,,,NaN,,NaN,,,,NaN,,,NaN
22050,99,98,14,NaN,,NaN,240,,18,NaN,35,100,NaN
22051,,,,NaN,,NaN,,,,NaN,,,NaN
22052,99,98,14,NaN,,NaN,240,,18,NaN,35,100,NaN
22053,,,,NaN,,NaN,,,,NaN,,,NaN
22054,99,98,14,NaN,,NaN,137,,19,NaN,35,100,NaN
22055,,,,NaN,,NaN,,,,NaN,,,NaN
22056,99,98,14,NaN,,NaN,100,,19,NaN,35,100,NaN
22057,,,,NaN,,NaN,,,,NaN,,,NaN
22058,99,99,14,NaN,50,NaN,84,120,19,NaN,35,100,NaN
22059,,,,NaN,,NaN,,,,NaN,,,NaN
22060,99,99,14,NaN,49,NaN,77,124,19,NaN,35,100,NaN
22061,,,,NaN,,NaN,,,,NaN,,,NaN
22062,99,99,14,NaN,49,NaN,74,123,19,NaN,35,100,NaN
22063,,,,NaN,,NaN,,,,NaN,,,NaN
22064,99,99,14,NaN,39,NaN,73,142,19,NaN,35,100,NaN
22065,,,,NaN,,NaN,,,,NaN,,,NaN
22066,99,99,14,NaN,,NaN,73,,19,NaN,35,100,NaN
22067,,,,NaN,,NaN,,,,NaN,,,NaN
22068,,99,,NaN,,NaN,,,,NaN,,,NaN
22069,99,,14,NaN,,NaN,76,,19,NaN,35,100,NaN
22070,,,,NaN,,NaN,,,,NaN,,,NaN
22071,99,99,13,NaN,,NaN,73,,19,NaN,35,100,NaN
22072,,,,NaN,,NaN,,,,NaN,,,NaN
22073,99,99,13,NaN,,NaN,73,,19,NaN,35,100,NaN
22074,,,,NaN,,NaN,,,,NaN,,,NaN
22075,99,99,13,NaN,,NaN,70,,19,NaN,35,100,NaN
22076,,,,NaN,,NaN,,,,NaN,,,NaN
22077,99,99,13,NaN,41,NaN,70,115,19,NaN,35,100,NaN
22078,,,,NaN,,NaN,,,,NaN,,,NaN
22079,99,98,13,NaN,,NaN,71,,19,NaN,35,100,NaN
22080,,,,NaN,,NaN,,,,NaN,,,NaN
22081,99,98,13,NaN,,NaN,227,,19,NaN,35,100,NaN
22082,,,,NaN,,NaN,,,,NaN,,,NaN
22083,99,99,13,NaN,,NaN,198,,19,NaN,35,100,NaN
22084,,,,NaN,,NaN,,,,NaN,,,NaN
22085,99,99,13,NaN,,NaN,198,,19,NaN,35,100,NaN
22086,,,,NaN,,NaN,,,,NaN,,,NaN
22087,99,99,13,NaN,,NaN,166,,19,NaN,35,100,NaN
22088,,,,NaN,,NaN,,,,NaN,,,NaN
22089,99,99,13,NaN,,NaN,101,,19,NaN,35,100,NaN
22090,,,,NaN,,NaN,,,,NaN,,,NaN
22091,99,99,13,NaN,,NaN,83,,19,NaN,35,100,NaN
22092,,,,NaN,,NaN,,,,NaN,,,NaN
22093,99,99,14,NaN,,NaN,75,,19,NaN,35,100,NaN
22094,,,,NaN,,NaN,,,,NaN,,,NaN
22095,99,99,14,NaN,,NaN,72,,19,NaN,35,100,NaN
22096,,,,NaN,,NaN,,,,NaN,,,NaN
22097,99,98,13,NaN,49,NaN,71,116,19,NaN,34,100,NaN
22098,,,,NaN,,NaN,,,,NaN,,,NaN
22099,99,98,13,NaN,48,NaN,70,115,19,NaN,34,100,NaN
22100,,,,NaN,,NaN,,,,NaN,,,NaN
22101,99,98,13,NaN,49,NaN,70,117,19,NaN,34,100,NaN
22102,,,,NaN,,NaN,,,,NaN,,,NaN
22103,99,98,13,NaN,49,NaN,69,114,19,NaN,35,100,NaN
22104,,,,NaN,,NaN,,,,NaN,,,NaN
22105,99,98,14,NaN,48,NaN,69,115,19,NaN,35,100,NaN
22106,,,,NaN,,NaN,,,,NaN,,,NaN
22107,99,98,14,NaN,48,NaN,69,117,19,NaN,35,100,NaN
22108,,,,NaN,,NaN,,,,NaN,,,NaN
22109,99,98,13,NaN,48,NaN,69,114,19,NaN,35,100,NaN
22110,,,,NaN,,NaN,,,,NaN,,,NaN
22111,99,98,13,NaN,48,NaN,69,116,19,NaN,35,100,NaN
22112,,,,NaN,,NaN,,,,NaN,,,NaN
22113,99,98,13,NaN,49,NaN,69,116,19,NaN,35,100,NaN
22114,,,,NaN,,NaN,,,,NaN,,,NaN
22115,99,99,14,NaN,48,NaN,69,115,19,NaN,35,100,NaN
22116,,,,NaN,,NaN,,,,NaN,,,NaN
22117,99,98,14,NaN,48,NaN,69,115,19,NaN,35,100,NaN
22118,,,,NaN,,NaN,,,,NaN,,,NaN
22119,99,98,14,NaN,48,NaN,69,115,19,NaN,35,100,NaN
22120,,,,NaN,,NaN,,,,NaN,,,NaN
22121,99,98,14,NaN,48,NaN,69,115,19,NaN,35,100,NaN
22122,,,,NaN,,NaN,,,,NaN,,,NaN
22123,99,98,14,NaN,48,NaN,69,117,19,NaN,35,100,NaN
22124,,,,NaN,,NaN,,,,NaN,,,NaN
22125,99,99,14,NaN,48,NaN,69,115,19,NaN,34,100,NaN
22126,,,,NaN,,NaN,,,,NaN,,,NaN
22127,99,99,14,NaN,48,NaN,69,116,19,NaN,34,100,NaN
22128,,,,NaN,,NaN,,,,NaN,,,NaN
22129,99,99,14,NaN,49,NaN,70,116,19,NaN,34,100,NaN
22130,,,,NaN,,NaN,,,,NaN,,,NaN
22131,99,99,14,NaN,49,NaN,69,114,19,NaN,34,100,NaN
22132,,,,NaN,,NaN,,,,NaN,,,NaN
22133,99,98,14,NaN,48,NaN,70,116,19,NaN,34,100,NaN
22134,,,,NaN,,NaN,,,,NaN,,,NaN
22135,98,98,13,NaN,49,NaN,70,115,19,NaN,34,100,NaN
22136,,,,NaN,,NaN,,,,NaN,,,NaN
22137,98,98,13,NaN,48,NaN,69,114,19,NaN,34,100,NaN
22138,,,,NaN,,NaN,,,,NaN,,,NaN
22139,98,98,14,NaN,48,NaN,69,116,19,NaN,35,100,NaN
22140,,,,NaN,,NaN,,,,NaN,,,NaN
22141,98,98,14,NaN,48,NaN,69,114,19,NaN,35,100,NaN
22142,,,,NaN,,NaN,,,,NaN,,,NaN
22143,98,98,13,NaN,48,NaN,69,115,19,NaN,35,100,NaN
22144,,,,NaN,,NaN,,,,NaN,,,NaN
22145,99,98,13,NaN,48,NaN,69,115,19,NaN,35,100,NaN
22146,,,,NaN,,NaN,,,,NaN,,,NaN
22147,99,98,13,NaN,48,NaN,69,113,19,NaN,35,100,NaN
22148,,,,NaN,,NaN,,,,NaN,,,NaN
22149,99,98,13,NaN,48,NaN,69,115,19,NaN,35,100,NaN
22150,,,,NaN,,NaN,,,,NaN,,,NaN
