time,Solar8000/PLETH_HR,Solar8000/ART_MBP,SNUADC/ART,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ETCO2,SNUADC/CVP,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/PLETH_SPO2
0,,,NaN,NaN,,,,,NaN,,NaN,,
1,,,-498.6846008300781,-4.9562602043151855,,,,,-495.6260070800781,,-4.9562602043151855,,
2,,,-498.6826477050781,-4.956240177154541,,,,,-495.6240234375,,-4.956240177154541,,
3,,,NaN,NaN,,,,,NaN,,NaN,,
4,91,-5,NaN,NaN,97,-32,-6,0,NaN,21,NaN,,97
5,,,NaN,NaN,,,,,NaN,,NaN,,
6,89,-5,NaN,NaN,102,-32,-6,0,NaN,21,NaN,,97
7,,,NaN,NaN,,,,,NaN,,NaN,,
8,93,-3,NaN,NaN,102,-3,-7,0,NaN,-3,NaN,,97
9,,,NaN,NaN,,,,,NaN,,NaN,,
10,101,-3,NaN,NaN,100,-3,-7,0,NaN,-3,NaN,,97
11,,,NaN,NaN,,,,,NaN,,NaN,,
12,103,-3,NaN,NaN,100,-4,-7,0,NaN,-1,NaN,,97
13,,,NaN,NaN,,,,,NaN,,NaN,,
14,101,-3,NaN,NaN,102,-4,-7,0,NaN,-1,NaN,,97
15,,,NaN,NaN,,,,,NaN,,NaN,,
16,98,-3,NaN,NaN,101,-3,-7,0,NaN,-3,NaN,,98
17,,,NaN,NaN,,,,,NaN,,NaN,,
18,99,-3,NaN,NaN,101,-3,-9,0,NaN,-3,NaN,,98
19,,,NaN,NaN,,,,,NaN,,NaN,,
20,95,-3,NaN,NaN,101,-3,-9,0,NaN,-3,NaN,,97
21,,,NaN,NaN,,,,,NaN,,NaN,,
22,95,-3,NaN,NaN,101,-3,-9,0,NaN,-3,NaN,,97
23,,,NaN,NaN,,,,,NaN,,NaN,,
24,96,-4,NaN,NaN,100,-4,-9,0,NaN,-4,NaN,,97
25,,,NaN,NaN,,,,,NaN,,NaN,,
26,100,-4,NaN,NaN,101,-4,-9,0,NaN,-4,NaN,,97
27,,,NaN,NaN,,,,,NaN,,NaN,,
28,101,-4,NaN,NaN,101,-4,-9,,NaN,-4,NaN,,98
29,,,NaN,NaN,,,,,NaN,,NaN,,
30,101,-4,NaN,NaN,100,-4,-9,,NaN,-4,NaN,,98
31,,,NaN,NaN,,,,,NaN,,NaN,,
32,99,0,NaN,NaN,100,0,0,,NaN,0,NaN,,98
33,,,NaN,NaN,,,,,NaN,,NaN,,
34,100,0,NaN,NaN,99,0,0,,NaN,0,NaN,,99
35,,,NaN,NaN,,,,,NaN,,NaN,,
36,100,0,NaN,NaN,104,0,0,,NaN,0,NaN,,99
37,,,NaN,NaN,,,,,NaN,,NaN,,
38,99,0,NaN,NaN,99,0,0,,NaN,0,NaN,,100
39,,,NaN,NaN,,,,,NaN,,NaN,,
40,100,0,NaN,NaN,98,0,0,,NaN,0,NaN,,100
41,,,NaN,NaN,,,,,NaN,,NaN,,
42,99,0,NaN,NaN,99,0,0,,NaN,0,NaN,,100
43,,,NaN,NaN,,,,,NaN,,NaN,,
44,100,0,NaN,NaN,99,0,0,,NaN,0,NaN,,100
45,,,NaN,NaN,,,,,NaN,,NaN,,
46,96,0,NaN,NaN,112,0,0,,NaN,0,NaN,,100
47,,,NaN,NaN,,,,,NaN,,NaN,,
48,95,0,NaN,NaN,112,0,0,,NaN,0,NaN,,100
49,,,NaN,NaN,,,,,NaN,,NaN,,
50,96,0,NaN,NaN,101,0,0,,NaN,0,NaN,,100
51,,,NaN,NaN,,,,,NaN,,NaN,,
52,96,0,NaN,NaN,98,0,0,,NaN,0,NaN,,100
53,,,NaN,NaN,,,,,NaN,,NaN,,
54,97,0,NaN,NaN,94,0,0,,NaN,0,NaN,,100
55,,,NaN,NaN,,,,,NaN,,NaN,,
56,98,0,NaN,NaN,99,0,0,,NaN,0,NaN,,100
57,,,NaN,NaN,,,,,NaN,,NaN,,
58,97,0,NaN,NaN,94,0,0,,NaN,0,NaN,,100
59,,,NaN,NaN,,,,,NaN,,NaN,,
60,96,0,NaN,NaN,99,0,0,,NaN,0,NaN,,100
61,,,NaN,NaN,,,,,NaN,,NaN,,
62,97,0,NaN,NaN,99,-2,0,,NaN,2,NaN,,100
63,,,NaN,NaN,,,,,NaN,,NaN,,
64,96,0,NaN,NaN,113,-2,0,,NaN,2,NaN,,100
65,,,NaN,NaN,,,,,NaN,,NaN,,
66,99,0,NaN,NaN,111,-2,0,,NaN,2,NaN,,100
67,,,NaN,NaN,,,,,NaN,,NaN,,
68,98,0,NaN,NaN,104,0,0,,NaN,0,NaN,,100
69,,,NaN,NaN,,,,,NaN,,NaN,,
70,98,0,NaN,NaN,101,0,1,,NaN,0,NaN,,100
71,,,NaN,NaN,,,,,NaN,,NaN,,
72,95,0,NaN,NaN,113,-2,1,,NaN,1,NaN,,100
73,,,NaN,NaN,,,,,NaN,,NaN,,
74,95,0,NaN,NaN,118,-2,1,,NaN,1,NaN,,100
75,,,NaN,NaN,,,,,NaN,,NaN,,
76,96,0,NaN,NaN,102,-2,1,,NaN,1,NaN,,100
77,,,NaN,NaN,,,,,NaN,,NaN,,
78,94,0,NaN,NaN,98,-2,1,,NaN,1,NaN,,100
79,,,NaN,NaN,,,,,NaN,,NaN,,
80,96,0,NaN,NaN,99,0,1,,NaN,0,NaN,,100
81,,,NaN,NaN,,,,,NaN,,NaN,,
82,98,0,NaN,NaN,98,0,2,,NaN,0,NaN,,100
83,,,NaN,NaN,,,,,NaN,,NaN,,
84,98,0,NaN,NaN,98,0,2,,NaN,0,NaN,,100
85,,,NaN,NaN,,,,,NaN,,NaN,,
86,98,0,NaN,NaN,98,0,2,,NaN,0,NaN,,100
87,,,NaN,NaN,,,,,NaN,,NaN,,
88,96,0,NaN,NaN,97,0,2,,NaN,0,NaN,,100
89,,,NaN,NaN,,,,,NaN,,NaN,,
90,97,0,NaN,NaN,97,0,2,,NaN,0,NaN,,100
91,,,NaN,NaN,,,,,NaN,,NaN,,
92,97,0,NaN,NaN,97,0,2,,NaN,0,NaN,,100
93,,,NaN,NaN,,,,,NaN,,NaN,,
94,99,0,NaN,NaN,97,0,2,,NaN,0,NaN,,100
95,,,NaN,NaN,,,,,NaN,,NaN,,
96,98,0,NaN,NaN,96,0,2,,NaN,0,NaN,,100
97,,,NaN,NaN,,,,,NaN,,NaN,,
98,97,0,NaN,NaN,96,0,2,,NaN,0,NaN,,100
99,,,NaN,NaN,,,,,NaN,,NaN,,
100,97,0,NaN,NaN,96,0,2,,NaN,0,NaN,,100
101,,,NaN,NaN,,,,,NaN,,NaN,,
102,98,0,NaN,NaN,96,0,2,,NaN,0,NaN,,100
103,,,NaN,NaN,,,,,NaN,,NaN,,
104,97,0,NaN,NaN,96,0,2,,NaN,0,NaN,,100
105,,,NaN,NaN,,,,,NaN,,NaN,,
106,97,0,NaN,NaN,96,0,2,,NaN,0,NaN,,100
107,,,NaN,NaN,,,,,NaN,,NaN,,
108,98,0,NaN,NaN,98,0,1,,NaN,0,NaN,,100
109,,,NaN,NaN,,,,,NaN,,NaN,,
110,96,0,NaN,NaN,96,0,1,,NaN,0,NaN,,100
111,,,NaN,NaN,,,,,NaN,,NaN,,
112,97,0,NaN,NaN,96,0,1,,NaN,0,NaN,,100
113,,,NaN,NaN,,,,,NaN,,NaN,,
114,97,0,NaN,NaN,100,0,1,,NaN,0,NaN,,100
115,,,NaN,NaN,,,,,NaN,,NaN,,
116,97,0,NaN,NaN,97,0,1,,NaN,0,NaN,,100
117,,,NaN,NaN,,,,,NaN,,NaN,,
118,96,0,NaN,NaN,95,0,1,,NaN,0,NaN,,100
119,,,NaN,NaN,,,,,NaN,,NaN,,
120,96,0,NaN,NaN,96,0,2,,NaN,0,NaN,,100
121,,,NaN,NaN,,,,,NaN,,NaN,,
122,93,0,NaN,NaN,96,0,2,,NaN,0,NaN,,100
123,,,NaN,NaN,,,,,NaN,,NaN,,
124,96,0,NaN,NaN,96,0,2,,NaN,0,NaN,,100
125,,,NaN,NaN,,,,,NaN,,NaN,,
126,97,0,NaN,NaN,96,0,2,,NaN,0,NaN,,100
127,,,NaN,NaN,,,,,NaN,,NaN,,
128,96,0,NaN,NaN,94,0,2,,NaN,0,NaN,,100
129,,,NaN,NaN,,,,,NaN,,NaN,,
130,95,0,NaN,NaN,95,0,2,,NaN,0,NaN,,100
131,,,NaN,NaN,,,,,NaN,,NaN,,
132,95,0,NaN,NaN,95,0,2,,NaN,0,NaN,,100
133,,,NaN,NaN,,,,,NaN,,NaN,,
134,95,0,NaN,NaN,94,0,2,,NaN,0,NaN,,100
135,,,NaN,NaN,,,,,NaN,,NaN,,
136,94,0,NaN,NaN,94,0,2,,NaN,0,NaN,,100
137,,,NaN,NaN,,,,,NaN,,NaN,,
138,93,0,NaN,NaN,93,0,1,,NaN,0,NaN,,100
139,,,NaN,NaN,,,,,NaN,,NaN,,
140,95,0,NaN,NaN,94,0,1,,NaN,0,NaN,,100
141,,,NaN,NaN,,,,,NaN,,NaN,,
142,93,0,NaN,NaN,92,0,1,,NaN,0,NaN,,100
143,,,NaN,NaN,,,,,NaN,,NaN,,
144,93,0,NaN,NaN,92,0,1,,NaN,0,NaN,,100
145,,,NaN,NaN,,,,,NaN,,NaN,,
146,91,0,NaN,NaN,91,0,1,,NaN,0,NaN,,100
147,,,NaN,NaN,,,,,NaN,,NaN,,
148,88,0,NaN,NaN,90,0,1,,NaN,0,NaN,,100
149,,,NaN,NaN,,,,,NaN,,NaN,,
150,88,0,NaN,NaN,90,0,1,,NaN,0,NaN,,100
151,,,NaN,NaN,,,,,NaN,,NaN,,
152,88,0,NaN,NaN,90,0,1,,NaN,0,NaN,,100
153,,,NaN,NaN,,,,,NaN,,NaN,,
154,91,0,NaN,NaN,89,0,1,,NaN,0,NaN,,100
155,,,NaN,NaN,,,,,NaN,,NaN,,
156,90,0,NaN,NaN,89,0,2,,NaN,0,NaN,,100
157,,,NaN,NaN,,,,,NaN,,NaN,,
158,89,0,NaN,NaN,88,0,2,,NaN,0,NaN,,100
159,,,NaN,NaN,,,,,NaN,,NaN,,
160,88,0,NaN,NaN,88,0,2,,NaN,0,NaN,,100
161,,,NaN,NaN,,,,,NaN,,NaN,,
162,89,0,NaN,NaN,88,0,2,,NaN,0,NaN,,100
163,,,NaN,NaN,,,,,NaN,,NaN,,
164,88,0,NaN,NaN,87,0,2,,NaN,0,NaN,,100
165,,,NaN,NaN,,,,,NaN,,NaN,,
166,88,0,NaN,NaN,87,0,2,,NaN,0,NaN,,100
167,,,NaN,NaN,,,,,NaN,,NaN,,
168,88,0,NaN,NaN,88,0,2,,NaN,0,NaN,,100
169,,,NaN,NaN,,,,,NaN,,NaN,,
170,87,0,NaN,NaN,86,0,2,,NaN,0,NaN,,100
171,,,NaN,NaN,,,,,NaN,,NaN,,
172,87,0,NaN,NaN,87,0,2,,NaN,0,NaN,,100
173,,,NaN,NaN,,,,,NaN,,NaN,,
174,87,0,NaN,NaN,86,0,2,,NaN,0,NaN,,100
175,,,NaN,NaN,,,,,NaN,,NaN,,
176,86,0,NaN,NaN,86,0,2,,NaN,0,NaN,,100
177,,,NaN,NaN,,,,,NaN,,NaN,,
178,86,0,NaN,NaN,85,0,2,,NaN,0,NaN,,100
179,,,NaN,NaN,,,,,NaN,,NaN,,
180,86,0,NaN,NaN,85,-2,1,,NaN,2,NaN,,100
181,,,NaN,NaN,,,,,NaN,,NaN,,
182,86,0,NaN,NaN,85,-2,1,,NaN,2,NaN,,100
183,,,NaN,NaN,,,,,NaN,,NaN,,
184,86,0,NaN,NaN,85,-2,1,,NaN,2,NaN,,100
185,,,NaN,NaN,,,,,NaN,,NaN,,
186,86,0,NaN,NaN,85,0,1,,NaN,0,NaN,,100
187,,,NaN,NaN,,,,,NaN,,NaN,,
188,85,0,NaN,NaN,85,0,1,,NaN,0,NaN,,100
189,,,NaN,NaN,,,,,NaN,,NaN,,
190,86,0,NaN,NaN,83,0,1,,NaN,0,NaN,,100
191,,,NaN,NaN,,,,,NaN,,NaN,,
192,85,0,NaN,NaN,86,0,1,,NaN,0,NaN,,100
193,,,NaN,NaN,,,,,NaN,,NaN,,
194,86,0,NaN,NaN,86,0,2,,NaN,0,NaN,,100
195,,,NaN,NaN,,,,,NaN,,NaN,,
196,87,0,NaN,NaN,92,0,2,,NaN,0,NaN,,100
197,,,NaN,NaN,,,,,NaN,,NaN,,
198,85,0,NaN,NaN,85,0,2,,NaN,0,NaN,,100
199,,,NaN,NaN,,,,,NaN,,NaN,,
200,83,0,NaN,NaN,85,-9,2,,NaN,9,NaN,,100
201,,,NaN,NaN,,,,,NaN,,NaN,,
202,83,0,NaN,NaN,83,-6,1,,NaN,6,NaN,,100
203,,,NaN,NaN,,,,,NaN,,NaN,,
204,79,0,NaN,NaN,85,-6,1,,NaN,6,NaN,,100
205,,,NaN,NaN,,,,,NaN,,NaN,,
206,79,0,NaN,NaN,83,0,1,,NaN,0,NaN,,100
207,,,NaN,NaN,,,,,NaN,,NaN,,
208,81,0,NaN,NaN,84,0,1,,NaN,0,NaN,,100
209,,,NaN,NaN,,,,,NaN,,NaN,,
210,82,0,NaN,NaN,83,-4,1,,NaN,3,NaN,,100
211,,,NaN,NaN,,,,,NaN,,NaN,,
212,84,0,NaN,NaN,90,-4,1,,NaN,3,NaN,,100
213,,,NaN,NaN,,,,,NaN,,NaN,,
214,83,0,NaN,NaN,84,0,1,,NaN,0,NaN,,100
215,,,NaN,NaN,,,,,NaN,,NaN,,
216,81,0,NaN,NaN,82,0,1,,NaN,0,NaN,,100
217,,,NaN,NaN,,,,,NaN,,NaN,,
218,79,0,NaN,NaN,77,0,1,,NaN,0,NaN,,100
219,,,NaN,NaN,,,,,NaN,,NaN,,
220,78,0,NaN,NaN,81,0,1,,NaN,0,NaN,,100
221,,,NaN,NaN,,,,,NaN,,NaN,,
222,80,0,NaN,NaN,82,0,1,,NaN,0,NaN,,100
223,,,NaN,NaN,,,,,NaN,,NaN,,
224,80,0,NaN,NaN,86,0,1,,NaN,0,NaN,,100
225,,,NaN,NaN,,,,,NaN,,NaN,,
226,80,0,NaN,NaN,85,0,1,,NaN,0,NaN,,100
227,,,NaN,NaN,,,,,NaN,,NaN,,
228,78,0,NaN,NaN,82,0,1,,NaN,0,NaN,,100
229,,,NaN,NaN,,,,,NaN,,NaN,,
230,79,0,NaN,NaN,77,0,1,,NaN,0,NaN,,100
231,,,NaN,NaN,,,,,NaN,,NaN,,
232,79,0,NaN,NaN,78,0,1,,NaN,0,NaN,,100
233,,,NaN,NaN,,,,,NaN,,NaN,,
234,80,0,NaN,NaN,81,0,1,,NaN,0,NaN,,100
235,,,NaN,NaN,,,,,NaN,,NaN,,
236,82,1,NaN,NaN,81,1,1,,NaN,1,NaN,,100
237,,,NaN,NaN,,,,,NaN,,NaN,,
238,82,1,NaN,NaN,81,1,1,,NaN,1,NaN,,100
239,,,NaN,NaN,,,,,NaN,,NaN,,
240,81,1,NaN,NaN,81,1,1,,NaN,1,NaN,,100
241,,,NaN,NaN,,,,,NaN,,NaN,,
242,81,1,NaN,NaN,81,1,1,,NaN,1,NaN,,100
243,,,NaN,NaN,,,,,NaN,,NaN,,
244,81,0,NaN,NaN,81,0,2,,NaN,0,NaN,,100
245,,,NaN,NaN,,,,,NaN,,NaN,,
246,81,0,NaN,NaN,81,0,2,,NaN,0,NaN,,100
247,,,NaN,NaN,,,,,NaN,,NaN,,
248,81,0,NaN,NaN,80,0,1,,NaN,0,NaN,,100
249,,,NaN,NaN,,,,,NaN,,NaN,,
250,81,0,NaN,NaN,81,0,1,,NaN,0,NaN,,100
251,,,NaN,NaN,,,,,NaN,,NaN,,
252,81,0,NaN,NaN,80,0,1,,NaN,0,NaN,,100
253,,,NaN,NaN,,,,,NaN,,NaN,,
254,,0,NaN,NaN,80,0,3,,NaN,0,NaN,,
255,,,NaN,NaN,,,,,NaN,,NaN,,
256,,0,NaN,NaN,80,0,3,,NaN,0,NaN,,
257,,,NaN,NaN,,,,,NaN,,NaN,,
258,,0,NaN,NaN,80,0,2,,NaN,0,NaN,,
259,,,NaN,NaN,,,,,NaN,,NaN,,
260,,0,NaN,NaN,80,0,2,,NaN,0,NaN,,
261,,,NaN,NaN,,,,,NaN,,NaN,,
262,,0,NaN,NaN,80,0,2,,NaN,0,NaN,,
263,,,NaN,NaN,,,,,NaN,,NaN,,
264,,1,NaN,NaN,80,1,2,,NaN,1,NaN,,
265,,,NaN,NaN,,,,,NaN,,NaN,,
266,,1,NaN,NaN,80,1,1,,NaN,1,NaN,,
267,,,NaN,NaN,,,,,NaN,,NaN,,
268,79,0,NaN,NaN,80,0,1,,NaN,0,NaN,,100
269,,,NaN,NaN,,,,,NaN,,NaN,,
270,79,0,NaN,NaN,86,0,1,,NaN,0,NaN,,100
271,,,NaN,NaN,,,,,NaN,,NaN,,
272,78,1,NaN,NaN,81,1,1,,NaN,1,NaN,,100
273,,,NaN,NaN,,,,,NaN,,NaN,,
274,79,1,NaN,NaN,81,1,1,,NaN,1,NaN,,100
275,,,NaN,NaN,,,,,NaN,,NaN,,
276,79,1,NaN,NaN,76,1,1,,NaN,1,NaN,,100
277,,,NaN,NaN,,,,,NaN,,NaN,,
278,79,1,NaN,NaN,80,1,1,,NaN,1,NaN,,100
279,,,NaN,NaN,,,,,NaN,,NaN,,
280,79,1,NaN,NaN,80,1,1,,NaN,1,NaN,,100
281,,,NaN,NaN,,,,,NaN,,NaN,,
282,79,1,NaN,NaN,81,1,1,,NaN,1,NaN,,100
283,,,NaN,NaN,,,,,NaN,,NaN,,
284,79,1,NaN,NaN,81,1,1,,NaN,1,NaN,,100
285,,,NaN,NaN,,,,,NaN,,NaN,,
286,79,1,NaN,NaN,81,1,1,,NaN,1,NaN,,100
287,,,NaN,NaN,,,,,NaN,,NaN,,
288,80,-1,NaN,NaN,81,-1,1,,NaN,-1,NaN,,100
289,,,NaN,NaN,,,,,NaN,,NaN,,
290,81,-1,NaN,NaN,81,-1,1,,NaN,-1,NaN,,100
291,,,NaN,NaN,,,,,NaN,,NaN,,
292,81,1,NaN,NaN,83,1,2,,NaN,1,NaN,,100
293,,,NaN,NaN,,,,,NaN,,NaN,,
294,81,1,NaN,NaN,82,1,2,,NaN,1,NaN,,100
295,,,NaN,NaN,,,,,NaN,,NaN,,
296,81,1,NaN,NaN,83,-3,1,,NaN,0,NaN,,100
297,,,NaN,NaN,,,,,NaN,,NaN,,
298,80,1,NaN,NaN,81,-3,1,,NaN,0,NaN,,100
299,,,NaN,NaN,,,,,NaN,,NaN,,
300,80,1,NaN,NaN,83,-3,1,,NaN,0,NaN,,100
301,,,NaN,NaN,,,,,NaN,,NaN,,
302,82,-1,NaN,NaN,82,-1,1,,NaN,-1,NaN,,100
303,,,NaN,NaN,,,,,NaN,,NaN,,
304,83,-1,NaN,NaN,83,-1,1,,NaN,-1,NaN,,100
305,,,NaN,NaN,,,,,NaN,,NaN,,
306,83,-1,NaN,NaN,83,-1,1,,NaN,-1,NaN,,100
307,,,NaN,NaN,,,,,NaN,,NaN,,
308,83,-1,NaN,NaN,82,-1,1,,NaN,-1,NaN,,100
309,,,NaN,NaN,,,,,NaN,,NaN,,
310,83,-1,NaN,NaN,86,-1,1,,NaN,-1,NaN,,100
311,,,NaN,NaN,,,,,NaN,,NaN,,
312,82,-1,NaN,NaN,82,-1,1,,NaN,-1,NaN,,100
313,,,NaN,NaN,,,,,NaN,,NaN,,
314,81,-1,NaN,NaN,82,-1,1,,NaN,-1,NaN,,100
315,,,NaN,NaN,,,,,NaN,,NaN,,
316,81,-1,NaN,NaN,78,-1,1,,NaN,-1,NaN,,100
317,,,NaN,NaN,,,,,NaN,,NaN,,
318,80,1,NaN,NaN,82,1,1,,NaN,1,NaN,,100
319,,,NaN,NaN,,,,,NaN,,NaN,,
320,80,1,NaN,NaN,87,1,1,,NaN,1,NaN,,100
321,,,NaN,NaN,,,,,NaN,,NaN,,
322,80,-1,NaN,NaN,82,-1,2,,NaN,-1,NaN,,100
323,,,NaN,NaN,,,,,NaN,,NaN,,
324,80,-1,NaN,NaN,87,-1,2,,NaN,-1,NaN,,100
325,,,NaN,NaN,,,,,NaN,,NaN,,
326,80,1,NaN,NaN,79,1,2,,NaN,1,NaN,,100
327,,,NaN,NaN,,,,,NaN,,NaN,,
328,80,1,NaN,NaN,86,1,2,,NaN,1,NaN,,100
329,,,NaN,NaN,,,,,NaN,,NaN,,
330,80,-1,NaN,NaN,85,-1,2,,NaN,-1,NaN,,100
331,,,NaN,NaN,,,,,NaN,,NaN,,
332,81,-1,NaN,NaN,91,-1,2,,NaN,-1,NaN,,100
333,,,NaN,NaN,,,,,NaN,,NaN,,
334,82,-1,NaN,NaN,86,-1,1,,NaN,-1,NaN,,100
335,,,NaN,NaN,,,,,NaN,,NaN,,
336,82,-1,NaN,NaN,90,-1,1,,NaN,-1,NaN,,100
337,,,NaN,NaN,,,,,NaN,,NaN,,
338,86,-1,NaN,NaN,89,-1,1,,NaN,-1,NaN,,100
339,,,NaN,NaN,,,,,NaN,,NaN,,
340,85,-1,NaN,NaN,87,-1,1,,NaN,-1,NaN,,100
341,,,NaN,NaN,,,,,NaN,,NaN,,
342,87,-1,NaN,NaN,92,-1,1,,NaN,-1,NaN,,100
343,,,NaN,NaN,,,,,NaN,,NaN,,
344,88,-1,NaN,NaN,97,-3,1,,NaN,1,NaN,,100
345,,,NaN,NaN,,,,,NaN,,NaN,,
346,89,3,NaN,NaN,95,-21,1,,NaN,49,NaN,,100
347,,,NaN,NaN,,,,,NaN,,NaN,,
348,91,17,NaN,NaN,96,2,1,,NaN,24,NaN,,100
349,,,NaN,NaN,,,,,NaN,,NaN,,
350,94,19,NaN,NaN,96,6,1,,NaN,37,NaN,,100
351,,,NaN,NaN,,,,,NaN,,NaN,,
352,96,14,NaN,NaN,96,-20,1,30,NaN,46,NaN,5,100
353,,,NaN,NaN,,,,,NaN,,NaN,,
354,97,6,NaN,NaN,100,,1,30,NaN,,NaN,5,100
355,,,NaN,NaN,,,,,NaN,,NaN,,
356,94,24,NaN,NaN,97,,3,30,NaN,,NaN,5,100
357,,,NaN,NaN,,,,,NaN,,NaN,,
358,94,16,NaN,NaN,98,,3,30,NaN,,NaN,5,100
359,,,NaN,NaN,,,,,NaN,,NaN,,
360,93,16,NaN,NaN,97,,1,37,NaN,,NaN,4,100
361,,,NaN,NaN,,,,,NaN,,NaN,,
362,95,14,NaN,NaN,98,,1,37,NaN,,NaN,4,100
363,,,NaN,NaN,,,,,NaN,,NaN,,
364,98,13,NaN,NaN,98,,1,37,NaN,,NaN,4,100
365,,,NaN,NaN,,,,,NaN,,NaN,,
366,99,44,NaN,NaN,98,,1,37,NaN,,NaN,4,100
367,,,NaN,NaN,,,,,NaN,,NaN,,
368,98,77,NaN,NaN,97,67,1,33,NaN,149,NaN,7,100
369,,,NaN,NaN,,,,,NaN,,NaN,,
370,98,90,NaN,NaN,97,64,1,33,NaN,152,NaN,7,100
371,,,NaN,NaN,,,,,NaN,,NaN,,
372,98,96,NaN,NaN,97,67,1,33,NaN,151,NaN,7,100
373,,,NaN,NaN,,,,,NaN,,NaN,,
374,98,101,NaN,NaN,97,72,1,33,NaN,157,NaN,11,100
375,,,NaN,NaN,,,,,NaN,,NaN,,
376,98,105,NaN,NaN,97,69,1,33,NaN,157,NaN,11,100
377,,,NaN,NaN,,,,,NaN,,NaN,,
378,98,108,NaN,NaN,97,65,1,33,NaN,172,NaN,11,100
379,,,NaN,NaN,,,,,NaN,,NaN,,
380,98,108,NaN,NaN,97,72,1,33,NaN,164,NaN,11,100
381,,,NaN,NaN,,,,,NaN,,NaN,,
382,98,107,NaN,NaN,98,70,1,34,NaN,164,NaN,13,100
383,,,NaN,NaN,,,,,NaN,,NaN,,
384,98,104,NaN,NaN,97,68,1,34,NaN,158,NaN,13,100
385,,,NaN,NaN,,,,,NaN,,NaN,,
386,98,102,NaN,NaN,97,68,1,34,NaN,158,NaN,13,100
387,,,NaN,NaN,,,,,NaN,,NaN,,
388,98,97,NaN,NaN,97,64,1,34,NaN,154,NaN,13,100
389,,,NaN,NaN,,,,,NaN,,NaN,,
390,94,97,NaN,NaN,97,66,1,33,NaN,152,NaN,14,100
391,,,NaN,NaN,,,,,NaN,,NaN,,
392,95,96,NaN,NaN,96,65,1,33,NaN,151,NaN,14,100
393,,,NaN,NaN,,,,,NaN,,NaN,,
394,94,96,NaN,NaN,93,67,1,33,NaN,151,NaN,14,100
395,,,NaN,NaN,,,,,NaN,,NaN,,
396,96,98,NaN,NaN,96,68,1,33,NaN,153,NaN,14,100
397,,,NaN,NaN,,,,,NaN,,NaN,,
398,98,94,NaN,NaN,99,63,1,34,NaN,151,NaN,14,100
399,,,NaN,NaN,,,,,NaN,,NaN,,
400,96,92,NaN,NaN,96,63,1,34,NaN,143,NaN,14,100
401,,,NaN,NaN,,,,,NaN,,NaN,,
402,96,98,NaN,NaN,96,68,1,34,NaN,157,NaN,14,100
403,,,NaN,NaN,,,,,NaN,,NaN,,
404,95,98,NaN,NaN,100,68,1,34,NaN,159,NaN,14,100
405,,,NaN,NaN,,,,,NaN,,NaN,,
406,94,101,NaN,NaN,96,70,1,33,NaN,159,NaN,14,100
407,,,NaN,NaN,,,,,NaN,,NaN,,
408,94,104,NaN,NaN,97,67,1,33,NaN,163,NaN,14,100
409,,,NaN,NaN,,,,,NaN,,NaN,,
410,96,103,NaN,NaN,96,68,1,33,NaN,160,NaN,14,100
411,,,NaN,NaN,,,,,NaN,,NaN,,
412,97,103,NaN,NaN,97,66,1,33,NaN,161,NaN,14,100
413,,,NaN,NaN,,,,,NaN,,NaN,,
414,97,100,NaN,NaN,96,62,1,33,NaN,155,NaN,14,100
415,,,NaN,NaN,,,,,NaN,,NaN,,
416,97,99,NaN,NaN,96,65,1,33,NaN,158,NaN,14,100
417,,,NaN,NaN,,,,,NaN,,NaN,,
418,96,98,NaN,NaN,96,62,1,33,NaN,153,NaN,14,100
419,,,NaN,NaN,,,,,NaN,,NaN,,
420,96,98,NaN,NaN,95,65,1,33,NaN,160,NaN,14,100
421,,,NaN,NaN,,,,,NaN,,NaN,,
422,96,96,NaN,NaN,95,60,1,33,NaN,162,NaN,14,100
423,,,NaN,NaN,,,,,NaN,,NaN,,
424,95,96,NaN,NaN,95,57,1,33,NaN,149,NaN,14,100
425,,,NaN,NaN,,,,,NaN,,NaN,,
426,95,95,NaN,NaN,95,57,1,33,NaN,151,NaN,14,100
427,,,NaN,NaN,,,,,NaN,,NaN,,
428,94,95,NaN,NaN,94,64,1,33,NaN,152,NaN,14,100
429,,,NaN,NaN,,,,,NaN,,NaN,,
430,95,94,NaN,NaN,94,63,1,33,NaN,151,NaN,14,100
431,,,NaN,NaN,,,,,NaN,,NaN,,
432,94,94,NaN,NaN,94,63,1,33,NaN,150,NaN,14,100
433,,,NaN,NaN,,,,,NaN,,NaN,,
434,95,94,NaN,NaN,94,62,1,33,NaN,151,NaN,14,100
435,,,NaN,NaN,,,,,NaN,,NaN,,
436,94,92,NaN,NaN,95,61,1,33,NaN,149,NaN,14,100
437,,,NaN,NaN,,,,,NaN,,NaN,,
438,94,92,NaN,NaN,93,61,1,33,NaN,149,NaN,14,100
439,,,NaN,NaN,,,,,NaN,,NaN,,
440,94,91,NaN,NaN,93,61,1,33,NaN,146,NaN,14,100
441,,,NaN,NaN,,,,,NaN,,NaN,,
442,94,92,NaN,NaN,91,62,1,32,NaN,149,NaN,14,100
443,,,NaN,NaN,,,,,NaN,,NaN,,
444,93,90,NaN,NaN,93,60,1,32,NaN,144,NaN,14,100
445,,,NaN,NaN,,,,,NaN,,NaN,,
