time,Solar8000/PLETH_HR,Solar8000/ART_MBP,SNUADC/ART,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ETCO2,SNUADC/CVP,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/PLETH_SPO2
6121,91,90,NaN,NaN,90,65,12,31,NaN,126,NaN,12,100
6122,,,NaN,NaN,,,,,NaN,,NaN,,
6123,91,92,NaN,NaN,90,67,12,31,NaN,126,NaN,12,100
6124,,,NaN,NaN,,,,,NaN,,NaN,,
6125,92,88,NaN,NaN,90,63,12,31,NaN,123,NaN,12,100
6126,,,NaN,NaN,,,,,NaN,,NaN,,
6127,91,90,NaN,NaN,90,64,11,31,NaN,127,NaN,12,100
6128,,,NaN,NaN,,,,,NaN,,NaN,,
6129,91,88,NaN,NaN,90,63,11,30,NaN,122,NaN,12,100
6130,,,NaN,NaN,,,,,NaN,,NaN,,
6131,91,89,NaN,NaN,88,64,11,30,NaN,125,NaN,12,100
6132,,,NaN,NaN,,,,,NaN,,NaN,,
6133,91,90,NaN,NaN,90,64,11,30,NaN,126,NaN,12,100
6134,,,NaN,NaN,,,,,NaN,,NaN,,
6135,91,90,NaN,NaN,90,64,11,30,NaN,125,NaN,12,100
6136,,,NaN,NaN,,,,,NaN,,NaN,,
6137,91,92,NaN,NaN,90,66,11,30,NaN,129,NaN,12,100
6138,,,NaN,NaN,,,,,NaN,,NaN,,
6139,91,90,NaN,NaN,90,64,11,30,NaN,125,NaN,12,100
6140,,,NaN,NaN,,,,,NaN,,NaN,,
6141,91,91,NaN,NaN,90,65,12,30,NaN,127,NaN,12,100
6142,,,NaN,NaN,,,,,NaN,,NaN,,
6143,91,91,NaN,NaN,90,64,12,30,NaN,128,NaN,12,100
6144,,,NaN,NaN,,,,,NaN,,NaN,,
6145,91,90,NaN,NaN,90,63,12,31,NaN,124,NaN,12,100
6146,,,NaN,NaN,,,,,NaN,,NaN,,
6147,91,91,NaN,NaN,90,65,12,31,NaN,129,NaN,12,100
6148,,,NaN,NaN,,,,,NaN,,NaN,,
6149,91,90,NaN,NaN,90,63,12,31,NaN,124,NaN,12,100
6150,,,NaN,NaN,,,,,NaN,,NaN,,
6151,91,89,NaN,NaN,90,63,12,31,NaN,125,NaN,12,100
6152,,,NaN,NaN,,,,,NaN,,NaN,,
6153,91,89,NaN,NaN,90,63,11,30,NaN,125,NaN,12,100
6154,,,NaN,NaN,,,,,NaN,,NaN,,
6155,91,87,NaN,NaN,90,61,11,30,NaN,123,NaN,12,100
6156,,,NaN,NaN,,,,,NaN,,NaN,,
6157,91,89,NaN,NaN,92,63,11,30,NaN,125,NaN,12,100
6158,,,NaN,NaN,,,,,NaN,,NaN,,
6159,91,87,NaN,NaN,91,61,11,30,NaN,121,NaN,12,100
6160,,,NaN,NaN,,,,,NaN,,NaN,,
6161,91,88,NaN,NaN,91,62,11,30,NaN,123,NaN,12,100
6162,,,NaN,NaN,,,,,NaN,,NaN,,
6163,91,88,NaN,NaN,91,62,11,30,NaN,124,NaN,12,100
6164,,,NaN,NaN,,,,,NaN,,NaN,,
6165,91,86,NaN,NaN,90,60,11,30,NaN,119,NaN,12,100
6166,,,NaN,NaN,,,,,NaN,,NaN,,
6167,90,87,NaN,NaN,90,61,11,30,NaN,122,NaN,12,100
6168,,,NaN,NaN,,,,,NaN,,NaN,,
6169,89,85,NaN,NaN,89,59,11,31,NaN,118,NaN,12,100
6170,,,NaN,NaN,,,,,NaN,,NaN,,
6171,89,84,NaN,NaN,88,59,11,31,NaN,117,NaN,12,100
6172,,,NaN,NaN,,,,,NaN,,NaN,,
6173,89,84,NaN,NaN,88,59,11,31,NaN,117,NaN,12,100
6174,,,NaN,NaN,,,,,NaN,,NaN,,
6175,89,82,NaN,NaN,88,58,11,31,NaN,113,NaN,12,100
6176,,,NaN,NaN,,,,,NaN,,NaN,,
6177,89,84,NaN,NaN,89,61,11,30,NaN,118,NaN,12,100
6178,,,NaN,NaN,,,,,NaN,,NaN,,
6179,89,83,NaN,NaN,89,60,11,30,NaN,114,NaN,12,100
6180,,,NaN,NaN,,,,,NaN,,NaN,,
6181,90,84,NaN,NaN,89,61,11,30,NaN,117,NaN,12,100
6182,,,NaN,NaN,,,,,NaN,,NaN,,
6183,90,85,NaN,NaN,89,61,11,31,NaN,119,NaN,12,100
6184,,,NaN,NaN,,,,,NaN,,NaN,,
6185,90,85,NaN,NaN,90,61,11,31,NaN,117,NaN,12,100
6186,,,NaN,NaN,,,,,NaN,,NaN,,
6187,90,87,NaN,NaN,90,63,11,31,NaN,122,NaN,12,100
6188,,,NaN,NaN,,,,,NaN,,NaN,,
6189,90,86,NaN,NaN,96,61,11,31,NaN,118,NaN,12,100
6190,,,NaN,NaN,,,,,NaN,,NaN,,
6191,91,86,NaN,NaN,115,62,11,31,NaN,120,NaN,12,100
6192,,,NaN,NaN,,,,,NaN,,NaN,,
6193,91,87,NaN,NaN,137,62,11,31,NaN,122,NaN,12,100
6194,,,NaN,NaN,,,,,NaN,,NaN,,
6195,91,86,NaN,NaN,115,61,11,31,NaN,119,NaN,12,100
6196,,,NaN,NaN,,,,,NaN,,NaN,,
6197,91,88,NaN,NaN,111,64,11,31,NaN,123,NaN,12,100
6198,,,NaN,NaN,,,,,NaN,,NaN,,
6199,91,87,NaN,NaN,103,61,12,31,NaN,120,NaN,12,100
6200,,,NaN,NaN,,,,,NaN,,NaN,,
6201,91,88,NaN,NaN,103,63,12,31,NaN,123,NaN,12,100
6202,,,NaN,NaN,,,,,NaN,,NaN,,
6203,91,87,NaN,NaN,90,62,12,31,NaN,121,NaN,12,100
6204,,,NaN,NaN,,,,,NaN,,NaN,,
6205,90,86,NaN,NaN,90,61,11,31,NaN,119,NaN,12,100
6206,,,NaN,NaN,,,,,NaN,,NaN,,
6207,91,87,NaN,NaN,90,62,11,31,NaN,122,NaN,12,100
6208,,,NaN,NaN,,,,,NaN,,NaN,,
6209,91,85,NaN,NaN,90,60,11,31,NaN,115,NaN,12,100
6210,,,NaN,NaN,,,,,NaN,,NaN,,
6211,90,84,NaN,NaN,90,60,11,31,NaN,116,NaN,12,100
6212,,,NaN,NaN,,,,,NaN,,NaN,,
6213,90,82,NaN,NaN,90,58,11,31,NaN,110,NaN,12,100
6214,,,NaN,NaN,,,,,NaN,,NaN,,
6215,90,82,NaN,NaN,91,59,11,31,NaN,113,NaN,12,100
6216,,,NaN,NaN,,,,,NaN,,NaN,,
6217,90,84,NaN,NaN,90,61,10,31,NaN,118,NaN,12,100
6218,,,NaN,NaN,,,,,NaN,,NaN,,
6219,90,83,NaN,NaN,90,60,10,31,NaN,115,NaN,12,100
6220,,,NaN,NaN,,,,,NaN,,NaN,,
6221,89,85,NaN,NaN,89,62,10,31,NaN,120,NaN,12,100
6222,,,NaN,NaN,,,,,NaN,,NaN,,
6223,91,85,NaN,NaN,96,61,10,29,NaN,118,NaN,12,100
6224,,,NaN,NaN,,,,,NaN,,NaN,,
6225,90,85,NaN,NaN,101,61,11,29,NaN,119,NaN,12,100
6226,,,NaN,NaN,,,,,NaN,,NaN,,
6227,91,87,NaN,NaN,100,63,11,29,NaN,123,NaN,12,100
6228,,,NaN,NaN,,,,,NaN,,NaN,,
6229,91,86,NaN,NaN,90,61,11,29,NaN,118,NaN,12,100
6230,,,NaN,NaN,,,,,NaN,,NaN,,
6231,91,87,NaN,NaN,90,63,11,31,NaN,122,NaN,12,100
6232,,,NaN,NaN,,,,,NaN,,NaN,,
6233,91,87,NaN,NaN,90,62,11,31,NaN,120,NaN,12,100
6234,,,NaN,NaN,,,,,NaN,,NaN,,
6235,91,86,NaN,NaN,90,62,11,31,NaN,120,NaN,12,100
6236,,,NaN,NaN,,,,,NaN,,NaN,,
6237,91,88,NaN,NaN,90,63,11,31,NaN,124,NaN,12,100
6238,,,NaN,NaN,,,,,NaN,,NaN,,
6239,91,86,NaN,NaN,90,61,11,31,NaN,119,NaN,12,100
6240,,,NaN,NaN,,,,,NaN,,NaN,,
6241,91,87,NaN,NaN,90,63,11,31,NaN,122,NaN,12,100
6242,,,NaN,NaN,,,,,NaN,,NaN,,
6243,91,87,NaN,NaN,90,62,11,31,NaN,121,NaN,12,100
6244,,,NaN,NaN,,,,,NaN,,NaN,,
6245,91,86,NaN,NaN,90,61,11,31,NaN,119,NaN,12,100
6246,,,NaN,NaN,,,,,NaN,,NaN,,
6247,91,87,NaN,NaN,90,62,10,31,NaN,122,NaN,12,100
6248,,,NaN,NaN,,,,,NaN,,NaN,,
6249,91,84,NaN,NaN,90,59,10,31,NaN,115,NaN,12,100
6250,,,NaN,NaN,,,,,NaN,,NaN,,
6251,91,85,NaN,NaN,90,61,11,31,NaN,118,NaN,12,100
6252,,,NaN,NaN,,,,,NaN,,NaN,,
6253,91,84,NaN,NaN,90,60,11,31,NaN,117,NaN,12,100
6254,,,NaN,NaN,,,,,NaN,,NaN,,
6255,91,83,NaN,NaN,90,59,11,31,NaN,115,NaN,12,100
6256,,,NaN,NaN,,,,,NaN,,NaN,,
6257,91,84,NaN,NaN,90,61,11,31,NaN,119,NaN,12,100
6258,,,NaN,NaN,,,,,NaN,,NaN,,
6259,91,82,NaN,NaN,90,59,11,31,NaN,113,NaN,12,100
6260,,,NaN,NaN,,,,,NaN,,NaN,,
6261,90,83,NaN,NaN,90,61,11,31,NaN,116,NaN,12,100
6262,,,NaN,NaN,,,,,NaN,,NaN,,
6263,91,83,NaN,NaN,90,60,11,31,NaN,116,NaN,12,100
6264,,,NaN,NaN,,,,,NaN,,NaN,,
6265,90,83,NaN,NaN,90,60,11,31,NaN,114,NaN,12,100
6266,,,NaN,NaN,,,,,NaN,,NaN,,
6267,90,85,NaN,NaN,90,62,11,31,NaN,119,NaN,12,100
6268,,,NaN,NaN,,,,,NaN,,NaN,,
6269,91,84,NaN,NaN,90,60,11,31,NaN,115,NaN,12,100
6270,,,NaN,NaN,,,,,NaN,,NaN,,
6271,91,85,NaN,NaN,90,62,11,31,NaN,118,NaN,12,100
6272,,,NaN,NaN,,,,,NaN,,NaN,,
6273,91,85,NaN,NaN,90,61,11,31,NaN,116,NaN,12,100
6274,,,NaN,NaN,,,,,NaN,,NaN,,
6275,91,83,NaN,NaN,91,60,11,31,NaN,114,NaN,12,100
6276,,,NaN,NaN,,,,,NaN,,NaN,,
6277,91,84,NaN,NaN,90,61,11,31,NaN,117,NaN,12,100
6278,,,NaN,NaN,,,,,NaN,,NaN,,
6279,91,82,NaN,NaN,90,59,11,31,NaN,112,NaN,12,100
6280,,,NaN,NaN,,,,,NaN,,NaN,,
6281,90,83,NaN,NaN,90,61,11,31,NaN,115,NaN,12,100
6282,,,NaN,NaN,,,,,NaN,,NaN,,
6283,91,84,NaN,NaN,90,61,11,31,NaN,116,NaN,12,100
6284,,,NaN,NaN,,,,,NaN,,NaN,,
6285,91,83,NaN,NaN,90,61,11,31,NaN,115,NaN,12,100
6286,,,NaN,NaN,,,,,NaN,,NaN,,
6287,91,85,NaN,NaN,90,62,11,31,NaN,119,NaN,12,100
6288,,,NaN,NaN,,,,,NaN,,NaN,,
6289,91,84,NaN,NaN,90,60,11,31,NaN,115,NaN,12,100
6290,,,NaN,NaN,,,,,NaN,,NaN,,
6291,91,85,NaN,NaN,90,62,11,31,NaN,118,NaN,12,100
6292,,,NaN,NaN,,,,,NaN,,NaN,,
6293,91,86,NaN,NaN,90,62,11,30,NaN,120,NaN,12,100
6294,,,NaN,NaN,,,,,NaN,,NaN,,
6295,91,85,NaN,NaN,91,61,11,30,NaN,118,NaN,12,100
6296,,,NaN,NaN,,,,,NaN,,NaN,,
6297,91,87,NaN,NaN,91,63,12,30,NaN,120,NaN,12,100
6298,,,NaN,NaN,,,,,NaN,,NaN,,
6299,91,84,NaN,NaN,91,60,12,30,NaN,115,NaN,12,100
6300,,,NaN,NaN,,,,,NaN,,NaN,,
6301,91,85,NaN,NaN,91,62,12,30,NaN,119,NaN,12,100
6302,,,NaN,NaN,,,,,NaN,,NaN,,
6303,91,84,NaN,NaN,91,60,11,30,NaN,116,NaN,12,100
6304,,,NaN,NaN,,,,,NaN,,NaN,,
6305,91,84,NaN,NaN,91,60,11,30,NaN,116,NaN,12,100
6306,,,NaN,NaN,,,,,NaN,,NaN,,
6307,91,85,NaN,NaN,91,61,11,30,NaN,119,NaN,12,100
6308,,,NaN,NaN,,,,,NaN,,NaN,,
6309,91,83,NaN,NaN,91,60,11,31,NaN,114,NaN,12,100
6310,,,NaN,NaN,,,,,NaN,,NaN,,
6311,91,84,NaN,NaN,90,61,11,31,NaN,117,NaN,12,100
6312,,,NaN,NaN,,,,,NaN,,NaN,,
6313,91,85,NaN,NaN,91,60,11,31,NaN,117,NaN,12,100
6314,,,NaN,NaN,,,,,NaN,,NaN,,
6315,91,84,NaN,NaN,91,61,11,31,NaN,117,NaN,12,100
6316,,,NaN,NaN,,,,,NaN,,NaN,,
6317,91,86,NaN,NaN,91,63,11,30,NaN,121,NaN,12,100
6318,,,NaN,NaN,,,,,NaN,,NaN,,
6319,92,85,NaN,NaN,91,61,11,30,NaN,117,NaN,12,100
6320,,,NaN,NaN,,,,,NaN,,NaN,,
6321,91,86,NaN,NaN,91,62,11,30,NaN,120,NaN,12,100
6322,,,NaN,NaN,,,,,NaN,,NaN,,
6323,92,86,NaN,NaN,91,62,11,30,NaN,120,NaN,12,100
6324,,,NaN,NaN,,,,,NaN,,NaN,,
6325,91,86,NaN,NaN,91,61,11,31,NaN,118,NaN,12,100
6326,,,NaN,NaN,,,,,NaN,,NaN,,
6327,92,87,NaN,NaN,91,63,11,31,NaN,122,NaN,12,100
6328,,,NaN,NaN,,,,,NaN,,NaN,,
6329,92,85,NaN,NaN,91,60,11,31,NaN,117,NaN,12,100
6330,,,NaN,NaN,,,,,NaN,,NaN,,
6331,92,85,NaN,NaN,91,61,11,31,NaN,118,NaN,12,100
6332,,,NaN,NaN,,,,,NaN,,NaN,,
6333,92,85,NaN,NaN,91,60,11,31,NaN,118,NaN,12,100
6334,,,NaN,NaN,,,,,NaN,,NaN,,
6335,91,83,NaN,NaN,94,59,11,31,NaN,115,NaN,12,100
6336,,,NaN,NaN,,,,,NaN,,NaN,,
6337,91,85,NaN,NaN,94,62,10,31,NaN,119,NaN,12,100
6338,,,NaN,NaN,,,,,NaN,,NaN,,
6339,91,83,NaN,NaN,94,59,10,31,NaN,114,NaN,12,100
6340,,,NaN,NaN,,,,,NaN,,NaN,,
6341,91,84,NaN,NaN,94,61,11,31,NaN,116,NaN,12,100
6342,,,NaN,NaN,,,,,NaN,,NaN,,
6343,91,84,NaN,NaN,94,60,11,31,NaN,115,NaN,12,100
6344,,,NaN,NaN,,,,,NaN,,NaN,,
6345,91,83,NaN,NaN,91,60,11,31,NaN,115,NaN,12,100
6346,,,NaN,NaN,,,,,NaN,,NaN,,
6347,91,85,NaN,NaN,91,61,11,31,NaN,118,NaN,12,100
6348,,,NaN,NaN,,,,,NaN,,NaN,,
6349,91,82,NaN,NaN,91,59,11,31,NaN,112,NaN,12,100
6350,,,NaN,NaN,,,,,NaN,,NaN,,
6351,91,84,NaN,NaN,91,61,11,31,NaN,116,NaN,12,100
6352,,,NaN,NaN,,,,,NaN,,NaN,,
6353,91,83,NaN,NaN,90,60,11,31,NaN,114,NaN,12,100
6354,,,NaN,NaN,,,,,NaN,,NaN,,
6355,91,82,NaN,NaN,91,59,11,31,NaN,113,NaN,12,100
6356,,,NaN,NaN,,,,,NaN,,NaN,,
6357,91,84,NaN,NaN,90,61,11,31,NaN,116,NaN,12,100
6358,,,NaN,NaN,,,,,NaN,,NaN,,
6359,91,82,NaN,NaN,91,59,11,31,NaN,111,NaN,12,100
6360,,,NaN,NaN,,,,,NaN,,NaN,,
6361,91,83,NaN,NaN,91,61,10,31,NaN,116,NaN,12,100
6362,,,NaN,NaN,,,,,NaN,,NaN,,
6363,91,84,NaN,NaN,91,60,10,31,NaN,115,NaN,12,100
6364,,,NaN,NaN,,,,,NaN,,NaN,,
6365,91,82,NaN,NaN,91,59,10,31,NaN,113,NaN,12,100
6366,,,NaN,NaN,,,,,NaN,,NaN,,
6367,91,84,NaN,NaN,91,61,11,31,NaN,117,NaN,12,100
6368,,,NaN,NaN,,,,,NaN,,NaN,,
6369,92,82,NaN,NaN,91,58,11,31,NaN,112,NaN,12,100
6370,,,NaN,NaN,,,,,NaN,,NaN,,
6371,91,83,NaN,NaN,91,60,11,31,NaN,115,NaN,12,100
6372,,,NaN,NaN,,,,,NaN,,NaN,,
6373,92,83,NaN,NaN,91,59,11,31,NaN,114,NaN,12,100
6374,,,NaN,NaN,,,,,NaN,,NaN,,
6375,91,81,NaN,NaN,91,59,11,31,NaN,111,NaN,12,100
6376,,,NaN,NaN,,,,,NaN,,NaN,,
6377,92,83,NaN,NaN,91,61,11,31,NaN,116,NaN,12,100
6378,,,NaN,NaN,,,,,NaN,,NaN,,
6379,91,82,NaN,NaN,91,58,11,31,NaN,111,NaN,12,100
6380,,,NaN,NaN,,,,,NaN,,NaN,,
6381,92,82,NaN,NaN,91,60,11,31,NaN,113,NaN,12,100
6382,,,NaN,NaN,,,,,NaN,,NaN,,
6383,92,83,NaN,NaN,91,59,11,31,NaN,114,NaN,12,100
6384,,,NaN,NaN,,,,,NaN,,NaN,,
6385,92,83,NaN,NaN,91,60,11,31,NaN,116,NaN,12,100
6386,,,NaN,NaN,,,,,NaN,,NaN,,
6387,92,85,NaN,NaN,91,61,11,31,NaN,120,NaN,12,100
6388,,,NaN,NaN,,,,,NaN,,NaN,,
6389,92,83,NaN,NaN,91,59,11,31,NaN,113,NaN,12,100
6390,,,NaN,NaN,,,,,NaN,,NaN,,
6391,92,83,NaN,NaN,91,60,11,31,NaN,115,NaN,12,100
6392,,,NaN,NaN,,,,,NaN,,NaN,,
6393,92,82,NaN,NaN,91,59,11,31,NaN,113,NaN,12,100
6394,,,NaN,NaN,,,,,NaN,,NaN,,
6395,92,81,NaN,NaN,91,58,11,31,NaN,111,NaN,12,100
6396,,,NaN,NaN,,,,,NaN,,NaN,,
6397,92,83,NaN,NaN,91,60,11,31,NaN,115,NaN,12,100
6398,,,NaN,NaN,,,,,NaN,,NaN,,
6399,92,82,NaN,NaN,91,59,11,31,NaN,112,NaN,12,100
6400,,,NaN,NaN,,,,,NaN,,NaN,,
6401,92,83,NaN,NaN,91,61,11,31,NaN,116,NaN,12,100
6402,,,NaN,NaN,,,,,NaN,,NaN,,
6403,92,84,NaN,NaN,91,60,11,31,NaN,116,NaN,12,100
6404,,,NaN,NaN,,,,,NaN,,NaN,,
6405,92,83,NaN,NaN,91,60,11,31,NaN,115,NaN,12,100
6406,,,NaN,NaN,,,,,NaN,,NaN,,
6407,92,85,NaN,NaN,91,62,11,31,NaN,119,NaN,12,100
6408,,,NaN,NaN,,,,,NaN,,NaN,,
6409,92,83,NaN,NaN,91,59,11,31,NaN,114,NaN,12,100
6410,,,NaN,NaN,,,,,NaN,,NaN,,
6411,92,84,NaN,NaN,91,60,11,31,NaN,116,NaN,12,100
6412,,,NaN,NaN,,,,,NaN,,NaN,,
6413,92,84,NaN,NaN,91,60,11,31,NaN,117,NaN,12,100
6414,,,NaN,NaN,,,,,NaN,,NaN,,
6415,92,83,NaN,NaN,92,60,11,31,NaN,115,NaN,12,100
6416,,,NaN,NaN,,,,,NaN,,NaN,,
6417,92,86,NaN,NaN,91,64,11,31,NaN,118,NaN,12,100
6418,,,NaN,NaN,,,,,NaN,,NaN,,
6419,92,81,NaN,NaN,92,57,11,31,NaN,114,NaN,12,100
6420,,,NaN,NaN,,,,,NaN,,NaN,,
6421,90,83,NaN,NaN,95,61,11,31,NaN,116,NaN,12,100
6422,,,NaN,NaN,,,,,NaN,,NaN,,
6423,90,84,NaN,NaN,94,60,11,31,NaN,116,NaN,12,100
6424,,,NaN,NaN,,,,,NaN,,NaN,,
6425,90,83,NaN,NaN,92,60,11,31,NaN,114,NaN,12,100
6426,,,NaN,NaN,,,,,NaN,,NaN,,
6427,91,85,NaN,NaN,91,61,11,31,NaN,118,NaN,12,100
6428,,,NaN,NaN,,,,,NaN,,NaN,,
6429,92,83,NaN,NaN,91,59,11,31,NaN,112,NaN,12,100
6430,,,NaN,NaN,,,,,NaN,,NaN,,
6431,92,83,NaN,NaN,91,60,11,31,NaN,115,NaN,12,100
6432,,,NaN,NaN,,,,,NaN,,NaN,,
6433,92,84,NaN,NaN,91,60,11,31,NaN,115,NaN,12,100
6434,,,NaN,NaN,,,,,NaN,,NaN,,
6435,92,83,NaN,NaN,91,59,11,31,NaN,113,NaN,12,100
6436,,,NaN,NaN,,,,,NaN,,NaN,,
6437,92,85,NaN,NaN,92,62,11,31,NaN,119,NaN,12,100
6438,,,NaN,NaN,,,,,NaN,,NaN,,
6439,92,84,NaN,NaN,91,59,12,31,NaN,114,NaN,12,100
6440,,,NaN,NaN,,,,,NaN,,NaN,,
6441,92,84,NaN,NaN,92,61,12,31,NaN,117,NaN,12,100
6442,,,NaN,NaN,,,,,NaN,,NaN,,
6443,92,84,NaN,NaN,92,55,11,31,NaN,117,NaN,12,100
6444,,,NaN,NaN,,,,,NaN,,NaN,,
6445,92,83,NaN,NaN,92,59,11,31,NaN,115,NaN,12,100
6446,,,NaN,NaN,,,,,NaN,,NaN,,
6447,92,85,NaN,NaN,91,61,11,31,NaN,119,NaN,12,100
6448,,,NaN,NaN,,,,,NaN,,NaN,,
6449,92,83,NaN,NaN,92,59,11,31,NaN,113,NaN,12,100
6450,,,NaN,NaN,,,,,NaN,,NaN,,
6451,92,84,NaN,NaN,92,61,11,31,NaN,116,NaN,12,100
6452,,,NaN,NaN,,,,,NaN,,NaN,,
6453,92,84,NaN,NaN,92,60,11,31,NaN,115,NaN,12,100
6454,,,NaN,NaN,,,,,NaN,,NaN,,
6455,92,83,NaN,NaN,91,59,11,31,NaN,113,NaN,12,100
6456,,,NaN,NaN,,,,,NaN,,NaN,,
6457,92,84,NaN,NaN,92,61,11,31,NaN,117,NaN,12,100
6458,,,NaN,NaN,,,,,NaN,,NaN,,
6459,92,82,NaN,NaN,91,59,11,31,NaN,112,NaN,12,100
6460,,,NaN,NaN,,,,,NaN,,NaN,,
6461,92,83,NaN,NaN,91,60,11,31,NaN,114,NaN,12,100
6462,,,NaN,NaN,,,,,NaN,,NaN,,
6463,92,83,NaN,NaN,91,59,11,31,NaN,114,NaN,12,100
6464,,,NaN,NaN,,,,,NaN,,NaN,,
6465,92,82,NaN,NaN,92,59,11,31,NaN,112,NaN,12,100
6466,,,NaN,NaN,,,,,NaN,,NaN,,
6467,92,84,NaN,NaN,91,61,11,31,NaN,117,NaN,12,100
6468,,,NaN,NaN,,,,,NaN,,NaN,,
6469,92,82,NaN,NaN,91,59,11,31,NaN,112,NaN,12,100
6470,,,NaN,NaN,,,,,NaN,,NaN,,
6471,92,83,NaN,NaN,91,60,11,31,NaN,114,NaN,12,100
6472,,,NaN,NaN,,,,,NaN,,NaN,,
6473,92,84,NaN,NaN,91,60,11,31,NaN,117,NaN,12,100
6474,,,NaN,NaN,,,,,NaN,,NaN,,
6475,92,83,NaN,NaN,92,59,11,31,NaN,113,NaN,12,100
6476,,,NaN,NaN,,,,,NaN,,NaN,,
6477,92,80,NaN,NaN,92,54,11,31,NaN,117,NaN,12,100
6478,,,NaN,NaN,,,,,NaN,,NaN,,
6479,92,81,NaN,NaN,97,57,11,31,NaN,114,NaN,12,100
6480,,,NaN,NaN,,,,,NaN,,NaN,,
6481,90,82,NaN,NaN,94,60,11,31,NaN,114,NaN,12,100
6482,,,NaN,NaN,,,,,NaN,,NaN,,
6483,90,82,NaN,NaN,93,59,11,31,NaN,113,NaN,12,100
6484,,,NaN,NaN,,,,,NaN,,NaN,,
6485,90,81,NaN,NaN,90,58,11,31,NaN,111,NaN,12,100
6486,,,NaN,NaN,,,,,NaN,,NaN,,
6487,90,83,NaN,NaN,91,61,11,31,NaN,116,NaN,12,100
6488,,,NaN,NaN,,,,,NaN,,NaN,,
6489,92,82,NaN,NaN,91,59,11,31,NaN,111,NaN,12,100
6490,,,NaN,NaN,,,,,NaN,,NaN,,
6491,92,83,NaN,NaN,91,60,11,31,NaN,113,NaN,12,100
6492,,,NaN,NaN,,,,,NaN,,NaN,,
6493,92,84,NaN,NaN,91,60,11,31,NaN,115,NaN,12,100
6494,,,NaN,NaN,,,,,NaN,,NaN,,
6495,92,82,NaN,NaN,91,59,12,31,NaN,113,NaN,12,100
6496,,,NaN,NaN,,,,,NaN,,NaN,,
6497,92,84,NaN,NaN,91,61,12,31,NaN,116,NaN,12,100
6498,,,NaN,NaN,,,,,NaN,,NaN,,
6499,92,82,NaN,NaN,91,59,12,31,NaN,112,NaN,12,100
6500,,,NaN,NaN,,,,,NaN,,NaN,,
6501,92,83,NaN,NaN,91,61,12,31,NaN,115,NaN,12,100
6502,,,NaN,NaN,,,,,NaN,,NaN,,
6503,92,83,NaN,NaN,91,59,11,31,NaN,113,NaN,12,100
6504,,,NaN,NaN,,,,,NaN,,NaN,,
6505,92,84,NaN,NaN,91,63,11,31,NaN,114,NaN,12,100
6506,,,NaN,NaN,,,,,NaN,,NaN,,
6507,93,82,NaN,NaN,92,60,11,31,NaN,113,NaN,12,100
6508,,,NaN,NaN,,,,,NaN,,NaN,,
6509,93,81,NaN,NaN,91,59,11,31,NaN,110,NaN,12,100
6510,,,NaN,NaN,,,,,NaN,,NaN,,
6511,92,83,NaN,NaN,91,61,11,31,NaN,114,NaN,12,100
6512,,,NaN,NaN,,,,,NaN,,NaN,,
6513,92,83,NaN,NaN,91,60,11,31,NaN,113,NaN,12,100
6514,,,NaN,NaN,,,,,NaN,,NaN,,
6515,92,82,NaN,NaN,91,59,11,30,NaN,112,NaN,12,100
6516,,,NaN,NaN,,,,,NaN,,NaN,,
6517,92,84,NaN,NaN,91,61,11,30,NaN,116,NaN,12,100
6518,,,NaN,NaN,,,,,NaN,,NaN,,
6519,92,82,NaN,NaN,91,59,11,30,NaN,110,NaN,12,100
6520,,,NaN,NaN,,,,,NaN,,NaN,,
6521,92,83,NaN,NaN,91,60,11,30,NaN,114,NaN,12,100
6522,,,NaN,NaN,,,,,NaN,,NaN,,
6523,92,83,NaN,NaN,91,60,11,31,NaN,114,NaN,12,100
6524,,,NaN,NaN,,,,,NaN,,NaN,,
6525,92,82,NaN,NaN,91,59,11,31,NaN,111,NaN,12,100
6526,,,NaN,NaN,,,,,NaN,,NaN,,
6527,92,84,NaN,NaN,91,61,11,31,NaN,116,NaN,12,100
6528,,,NaN,NaN,,,,,NaN,,NaN,,
6529,92,82,NaN,NaN,91,59,11,31,NaN,111,NaN,12,100
6530,,,NaN,NaN,,,,,NaN,,NaN,,
6531,92,82,NaN,NaN,91,60,11,31,NaN,113,NaN,12,100
6532,,,NaN,NaN,,,,,NaN,,NaN,,
6533,92,82,NaN,NaN,91,60,11,31,NaN,113,NaN,12,100
6534,,,NaN,NaN,,,,,NaN,,NaN,,
6535,92,81,NaN,NaN,91,57,11,31,NaN,112,NaN,12,100
6536,,,NaN,NaN,,,,,NaN,,NaN,,
6537,92,83,NaN,NaN,91,59,11,31,NaN,116,NaN,12,100
6538,,,NaN,NaN,,,,,NaN,,NaN,,
6539,92,81,NaN,NaN,91,57,11,31,NaN,109,NaN,12,100
6540,,,NaN,NaN,,,,,NaN,,NaN,,
6541,92,82,NaN,NaN,91,60,11,31,NaN,114,NaN,12,100
6542,,,NaN,NaN,,,,,NaN,,NaN,,
6543,92,83,NaN,NaN,91,59,11,31,NaN,113,NaN,12,100
6544,,,NaN,NaN,,,,,NaN,,NaN,,
6545,92,82,NaN,NaN,91,59,11,31,NaN,111,NaN,12,100
