time,Solar8000/ART_DBP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/ART_SBP,Solar8000/PLETH_HR,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/CVP
2082,,NaN,,,,NaN,,,,,NaN,NaN,
2083,62,NaN,11,80,100,NaN,108,34,184,80,NaN,NaN,6
2084,,NaN,,,,NaN,,,,,NaN,NaN,
2085,63,NaN,11,80,100,NaN,109,34,187,80,NaN,NaN,6
2086,,NaN,,,,NaN,,,,,NaN,NaN,
2087,62,NaN,11,79,100,NaN,108,34,185,80,NaN,NaN,6
2088,,NaN,,,,NaN,,,,,NaN,NaN,
2089,62,NaN,11,79,100,NaN,108,34,185,80,NaN,NaN,6
2090,,NaN,,,,NaN,,,,,NaN,NaN,
2091,62,NaN,11,79,100,NaN,109,34,187,79,NaN,NaN,6
2092,,NaN,,,,NaN,,,,,NaN,NaN,
2093,62,NaN,11,78,100,NaN,108,34,185,79,NaN,NaN,6
2094,,NaN,,,,NaN,,,,,NaN,NaN,
2095,62,NaN,11,78,100,NaN,108,34,185,79,NaN,NaN,6
2096,,NaN,,,,NaN,,,,,NaN,NaN,
2097,61,NaN,11,78,100,NaN,107,33,184,79,NaN,NaN,6
2098,,NaN,,,,NaN,,,,,NaN,NaN,
2099,61,NaN,11,78,100,NaN,107,33,183,78,NaN,NaN,6
2100,,NaN,,,,NaN,,,,,NaN,NaN,
2101,61,NaN,11,77,100,NaN,107,33,184,78,NaN,NaN,6
2102,,NaN,,,,NaN,,,,,NaN,NaN,
2103,61,NaN,11,77,100,NaN,106,33,183,77,NaN,NaN,6
2104,,NaN,,,,NaN,,,,,NaN,NaN,
2105,61,NaN,11,77,100,NaN,106,33,182,77,NaN,NaN,6
2106,,NaN,,,,NaN,,,,,NaN,NaN,
2107,62,NaN,11,77,100,NaN,107,33,186,79,NaN,NaN,6
2108,,NaN,,,,NaN,,,,,NaN,NaN,
2109,62,NaN,11,78,100,NaN,107,33,183,78,NaN,NaN,6
2110,,NaN,,,,NaN,,,,,NaN,NaN,
2111,65,NaN,11,78,100,NaN,109,33,184,78,NaN,NaN,6
2112,,NaN,,,,NaN,,,,,NaN,NaN,
2113,65,NaN,11,78,100,NaN,111,33,185,79,NaN,NaN,6
2114,,NaN,,,,NaN,,,,,NaN,NaN,
2115,66,NaN,11,78,100,NaN,111,33,185,78,NaN,NaN,6
2116,,NaN,,,,NaN,,,,,NaN,NaN,
2117,68,NaN,11,78,100,NaN,113,33,187,79,NaN,NaN,6
2118,,NaN,,,,NaN,,,,,NaN,NaN,
2119,69,NaN,11,78,100,NaN,114,33,188,79,NaN,NaN,6
2120,,NaN,,,,NaN,,,,,NaN,NaN,
2121,69,NaN,11,78,100,NaN,114,33,188,79,NaN,NaN,7
2122,,NaN,,,,NaN,,,,,NaN,NaN,
2123,69,NaN,11,79,100,NaN,116,33,189,79,NaN,NaN,7
2124,,NaN,,,,NaN,,,,,NaN,NaN,
2125,70,NaN,11,80,100,NaN,116,33,188,80,NaN,NaN,7
2126,,NaN,,,,NaN,,,,,NaN,NaN,
2127,69,NaN,11,81,100,NaN,116,33,189,81,NaN,NaN,7
2128,,NaN,,,,NaN,,,,,NaN,NaN,
2129,70,NaN,11,82,100,NaN,117,33,192,83,NaN,NaN,7
2130,,NaN,,,,NaN,,,,,NaN,NaN,
2131,69,NaN,11,83,100,NaN,117,33,190,83,NaN,NaN,7
2132,,NaN,,,,NaN,,,,,NaN,NaN,
2133,67,NaN,11,82,100,NaN,116,33,190,83,NaN,NaN,6
2134,,NaN,,,,NaN,,,,,NaN,NaN,
2135,67,NaN,11,83,100,NaN,115,33,191,84,NaN,NaN,6
2136,,NaN,,,,NaN,,,,,NaN,NaN,
2137,65,NaN,11,84,100,NaN,114,33,189,84,NaN,NaN,6
2138,,NaN,,,,NaN,,,,,NaN,NaN,
2139,65,NaN,11,84,100,NaN,113,33,190,84,NaN,NaN,6
2140,,NaN,,,,NaN,,,,,NaN,NaN,
2141,63,NaN,11,83,100,NaN,111,33,188,82,NaN,NaN,5
2142,,NaN,,,,NaN,,,,,NaN,NaN,
2143,63,NaN,11,82,100,NaN,111,33,187,83,NaN,NaN,5
2144,,NaN,,,,NaN,,,,,NaN,NaN,
2145,63,NaN,11,81,100,NaN,111,33,188,82,NaN,NaN,5
2146,,NaN,,,,NaN,,,,,NaN,NaN,
2147,63,NaN,11,81,100,NaN,110,33,187,81,NaN,NaN,5
2148,,NaN,,,,NaN,,,,,NaN,NaN,
2149,63,NaN,11,80,100,NaN,110,33,187,81,NaN,NaN,5
2150,,NaN,,,,NaN,,,,,NaN,NaN,
2151,63,NaN,11,79,100,NaN,110,33,187,80,NaN,NaN,4
2152,,NaN,,,,NaN,,,,,NaN,NaN,
2153,63,NaN,11,79,100,NaN,109,33,186,79,NaN,NaN,4
2154,,NaN,,,,NaN,,,,,NaN,NaN,
2155,64,NaN,11,79,100,NaN,110,33,186,79,NaN,NaN,5
2156,,NaN,,,,NaN,,,,,NaN,NaN,
2157,64,NaN,11,80,100,NaN,111,33,188,80,NaN,NaN,5
2158,,NaN,,,,NaN,,,,,NaN,NaN,
2159,64,NaN,11,80,100,NaN,111,33,187,80,NaN,NaN,5
2160,,NaN,,,,NaN,,,,,NaN,NaN,
2161,64,NaN,11,80,100,NaN,112,33,189,80,NaN,NaN,5
2162,,NaN,,,,NaN,,,,,NaN,NaN,
2163,63,NaN,11,79,100,NaN,111,33,187,80,NaN,NaN,5
2164,,NaN,,,,NaN,,,,,NaN,NaN,
2165,64,NaN,11,79,100,NaN,111,33,186,80,NaN,NaN,5
2166,,NaN,,,,NaN,,,,,NaN,NaN,
2167,64,NaN,11,79,100,NaN,111,34,188,80,NaN,NaN,5
2168,,NaN,,,,NaN,,,,,NaN,NaN,
2169,64,NaN,11,79,100,NaN,111,34,186,80,NaN,NaN,5
2170,,NaN,,,,NaN,,,,,NaN,NaN,
2171,64,NaN,11,79,100,NaN,111,34,186,80,NaN,NaN,5
2172,,NaN,,,,NaN,,,,,NaN,NaN,
2173,65,NaN,11,81,100,NaN,112,34,186,79,NaN,NaN,5
2174,,NaN,,,,NaN,,,,,NaN,NaN,
2175,67,NaN,11,81,100,NaN,113,33,186,79,NaN,NaN,5
2176,,NaN,,,,NaN,,,,,NaN,NaN,
2177,69,NaN,11,82,98,NaN,115,33,189,81,NaN,NaN,5
2178,,NaN,,,,NaN,,,,,NaN,NaN,
2179,69,NaN,11,83,99,NaN,116,33,189,82,NaN,NaN,5
2180,,NaN,,,,NaN,,,,,NaN,NaN,
2181,69,NaN,11,84,100,NaN,116,33,190,85,NaN,NaN,5
2182,,NaN,,,,NaN,,,,,NaN,NaN,
2183,69,NaN,11,85,100,NaN,117,33,192,86,NaN,NaN,5
2184,,NaN,,,,NaN,,,,,NaN,NaN,
2185,68,NaN,11,86,100,NaN,115,33,189,86,NaN,NaN,5
2186,,NaN,,,,NaN,,,,,NaN,NaN,
2187,68,NaN,11,86,100,NaN,115,33,189,86,NaN,NaN,5
2188,,NaN,,,,NaN,,,,,NaN,NaN,
2189,67,NaN,11,86,100,NaN,115,33,191,86,NaN,NaN,5
2190,,NaN,,,,NaN,,,,,NaN,NaN,
2191,66,NaN,11,86,100,NaN,114,33,188,86,NaN,NaN,5
2192,,NaN,,,,NaN,,,,,NaN,NaN,
2193,66,NaN,11,85,100,NaN,113,33,189,86,NaN,NaN,5
2194,,NaN,,,,NaN,,,,,NaN,NaN,
2195,65,NaN,11,85,100,NaN,113,33,188,86,NaN,NaN,5
2196,,NaN,,,,NaN,,,,,NaN,NaN,
2197,64,NaN,11,85,100,NaN,111,33,186,85,NaN,NaN,5
2198,,NaN,,,,NaN,,,,,NaN,NaN,
2199,65,NaN,11,84,100,NaN,111,33,187,85,NaN,NaN,5
2200,,NaN,,,,NaN,,,,,NaN,NaN,
2201,63,NaN,11,83,100,NaN,111,33,187,84,NaN,NaN,5
2202,,NaN,,,,NaN,,,,,NaN,NaN,
2203,63,NaN,11,83,100,NaN,110,33,185,84,NaN,NaN,5
2204,,NaN,,,,NaN,,,,,NaN,NaN,
2205,63,NaN,11,83,100,NaN,110,33,187,83,NaN,NaN,5
2206,,NaN,,,,NaN,,,,,NaN,NaN,
2207,63,NaN,11,82,100,NaN,110,33,185,83,NaN,NaN,5
2208,,NaN,,,,NaN,,,,,NaN,NaN,
2209,64,NaN,11,82,100,NaN,110,33,184,82,NaN,NaN,5
2210,,NaN,,,,NaN,,,,,NaN,NaN,
2211,64,NaN,11,82,100,NaN,111,33,187,83,NaN,NaN,5
2212,,NaN,,,,NaN,,,,,NaN,NaN,
2213,64,NaN,11,82,100,NaN,111,33,185,83,NaN,NaN,5
2214,,NaN,,,,NaN,,,,,NaN,NaN,
2215,66,NaN,11,83,100,NaN,112,33,187,83,NaN,NaN,5
2216,,NaN,,,,NaN,,,,,NaN,NaN,
2217,65,NaN,11,83,100,NaN,112,33,186,84,NaN,NaN,5
2218,,NaN,,,,NaN,,,,,NaN,NaN,
2219,65,NaN,11,83,100,NaN,112,33,185,84,NaN,NaN,5
2220,,NaN,,,,NaN,,,,,NaN,NaN,
2221,66,NaN,11,84,100,NaN,113,33,187,84,NaN,NaN,5
2222,,NaN,,,,NaN,,,,,NaN,NaN,
2223,65,NaN,11,85,100,NaN,113,33,186,85,NaN,NaN,5
2224,,NaN,,,,NaN,,,,,NaN,NaN,
2225,65,NaN,11,85,100,NaN,112,33,185,85,NaN,NaN,5
2226,,NaN,,,,NaN,,,,,NaN,NaN,
2227,64,NaN,11,85,100,NaN,112,33,186,86,NaN,NaN,5
2228,,NaN,,,,NaN,,,,,NaN,NaN,
2229,64,NaN,11,85,100,NaN,110,33,184,85,NaN,NaN,5
2230,,NaN,,,,NaN,,,,,NaN,NaN,
2231,63,NaN,11,84,100,NaN,110,33,184,85,NaN,NaN,5
2232,,NaN,,,,NaN,,,,,NaN,NaN,
2233,63,NaN,11,84,100,NaN,109,33,185,85,NaN,NaN,5
2234,,NaN,,,,NaN,,,,,NaN,NaN,
2235,62,NaN,11,84,100,NaN,108,33,182,85,NaN,NaN,5
2236,,NaN,,,,NaN,,,,,NaN,NaN,
2237,62,NaN,11,84,100,NaN,108,33,184,84,NaN,NaN,5
2238,,NaN,,,,NaN,,,,,NaN,NaN,
2239,61,NaN,11,83,100,NaN,107,33,183,84,NaN,NaN,5
2240,,NaN,,,,NaN,,,,,NaN,NaN,
2241,61,NaN,11,83,100,NaN,107,33,181,84,NaN,NaN,5
2242,,NaN,,,,NaN,,,,,NaN,NaN,
2243,64,NaN,11,83,100,NaN,108,33,183,84,NaN,NaN,6
2244,,NaN,,,,NaN,,,,,NaN,NaN,
2245,67,NaN,11,83,100,NaN,110,33,183,83,NaN,NaN,6
2246,,NaN,,,,NaN,,,,,NaN,NaN,
2247,63,NaN,11,83,100,NaN,109,33,182,83,NaN,NaN,6
2248,,NaN,,,,NaN,,,,,NaN,NaN,
2249,62,NaN,11,83,100,NaN,107,33,183,83,NaN,NaN,8
2250,,NaN,,,,NaN,,,,,NaN,NaN,
2251,60,NaN,11,82,100,NaN,106,33,181,83,NaN,NaN,8
2252,,NaN,,,,NaN,,,,,NaN,NaN,
2253,60,NaN,11,82,100,NaN,105,33,180,83,NaN,NaN,6
2254,,NaN,,,,NaN,,,,,NaN,NaN,
2255,59,NaN,11,82,100,NaN,105,33,181,83,NaN,NaN,6
2256,,NaN,,,,NaN,,,,,NaN,NaN,
2257,58,NaN,11,82,100,NaN,103,33,179,82,NaN,NaN,6
2258,,NaN,,,,NaN,,,,,NaN,NaN,
2259,59,NaN,11,81,100,NaN,103,33,179,82,NaN,NaN,6
2260,,NaN,,,,NaN,,,,,NaN,NaN,
2261,59,NaN,11,81,100,NaN,103,33,177,81,NaN,NaN,6
2262,,NaN,,,,NaN,,,,,NaN,NaN,
2263,59,NaN,11,81,100,NaN,102,33,175,81,NaN,NaN,6
2264,,NaN,,,,NaN,,,,,NaN,NaN,
2265,59,NaN,11,80,100,NaN,103,33,178,81,NaN,NaN,6
2266,,NaN,,,,NaN,,,,,NaN,NaN,
2267,59,NaN,11,80,100,NaN,102,34,177,81,NaN,NaN,6
2268,,NaN,,,,NaN,,,,,NaN,NaN,
2269,58,NaN,11,80,100,NaN,102,34,176,80,NaN,NaN,5
2270,,NaN,,,,NaN,,,,,NaN,NaN,
2271,60,NaN,11,80,100,NaN,103,34,178,80,NaN,NaN,5
2272,,NaN,,,,NaN,,,,,NaN,NaN,
2273,59,NaN,11,79,100,NaN,103,34,176,80,NaN,NaN,6
2274,,NaN,,,,NaN,,,,,NaN,NaN,
2275,60,NaN,11,79,100,NaN,103,33,176,80,NaN,NaN,6
2276,,NaN,,,,NaN,,,,,NaN,NaN,
2277,59,NaN,11,79,100,NaN,103,33,176,80,NaN,NaN,6
2278,,NaN,,,,NaN,,,,,NaN,NaN,
2279,58,NaN,11,79,100,NaN,102,33,175,79,NaN,NaN,6
2280,,NaN,,,,NaN,,,,,NaN,NaN,
2281,59,NaN,12,78,100,NaN,102,34,176,79,NaN,NaN,6
2282,,NaN,,,,NaN,,,,,NaN,NaN,
2283,57,NaN,12,78,100,NaN,101,34,174,79,NaN,NaN,6
2284,,NaN,,,,NaN,,,,,NaN,NaN,
2285,57,NaN,12,78,100,NaN,100,34,173,78,NaN,NaN,6
2286,,NaN,,,,NaN,,,,,NaN,NaN,
2287,57,NaN,12,78,100,NaN,100,34,174,78,NaN,NaN,5
2288,,NaN,,,,NaN,,,,,NaN,NaN,
2289,56,NaN,11,77,100,NaN,99,34,173,78,NaN,NaN,5
2290,,NaN,,,,NaN,,,,,NaN,NaN,
2291,57,NaN,11,78,100,NaN,100,34,172,78,NaN,NaN,5
2292,,NaN,,,,NaN,,,,,NaN,NaN,
2293,57,NaN,11,78,100,NaN,100,34,173,79,NaN,NaN,5
2294,,NaN,,,,NaN,,,,,NaN,NaN,
2295,57,NaN,11,79,100,NaN,99,33,173,79,NaN,NaN,5
2296,,NaN,,,,NaN,,,,,NaN,NaN,
2297,58,NaN,11,79,100,NaN,100,33,174,79,NaN,NaN,5
2298,,NaN,,,,NaN,,,,,NaN,NaN,
2299,56,NaN,11,79,100,NaN,99,33,173,79,NaN,NaN,5
2300,,NaN,,,,NaN,,,,,NaN,NaN,
2301,57,NaN,11,78,100,NaN,99,33,172,79,NaN,NaN,5
2302,,NaN,,,,NaN,,,,,NaN,NaN,
2303,58,NaN,11,78,100,NaN,99,33,173,79,NaN,NaN,6
2304,,NaN,,,,NaN,,,,,NaN,NaN,
2305,57,NaN,11,78,100,NaN,99,33,172,78,NaN,NaN,6
2306,,NaN,,,,NaN,,,,,NaN,NaN,
2307,56,NaN,11,78,100,NaN,98,33,171,78,NaN,NaN,5
2308,,NaN,,,,NaN,,,,,NaN,NaN,
2309,56,NaN,11,78,100,NaN,99,33,173,78,NaN,NaN,5
2310,,NaN,,,,NaN,,,,,NaN,NaN,
2311,55,NaN,11,78,100,NaN,98,33,170,78,NaN,NaN,5
2312,,NaN,,,,NaN,,,,,NaN,NaN,
2313,56,NaN,11,78,100,NaN,97,33,170,78,NaN,NaN,5
2314,,NaN,,,,NaN,,,,,NaN,NaN,
2315,55,NaN,11,78,100,NaN,97,33,171,78,NaN,NaN,5
2316,,NaN,,,,NaN,,,,,NaN,NaN,
2317,54,NaN,11,77,100,NaN,96,33,169,78,NaN,NaN,5
2318,,NaN,,,,NaN,,,,,NaN,NaN,
2319,55,NaN,11,77,100,NaN,96,33,170,78,NaN,NaN,5
2320,,NaN,,,,NaN,,,,,NaN,NaN,
2321,54,NaN,11,77,100,NaN,95,33,169,78,NaN,NaN,5
2322,,NaN,,,,NaN,,,,,NaN,NaN,
2323,53,NaN,11,77,100,NaN,94,34,166,78,NaN,NaN,5
2324,,NaN,,,,NaN,,,,,NaN,NaN,
2325,54,NaN,11,77,100,NaN,94,34,168,78,NaN,NaN,5
2326,,NaN,,,,NaN,,,,,NaN,NaN,
2327,52,NaN,11,77,100,NaN,93,34,165,77,NaN,NaN,5
2328,,NaN,,,,NaN,,,,,NaN,NaN,
2329,53,NaN,11,77,100,NaN,93,34,165,77,NaN,NaN,4
2330,,NaN,,,,NaN,,,,,NaN,NaN,
2331,53,NaN,11,77,100,NaN,93,33,167,77,NaN,NaN,4
2332,,NaN,,,,NaN,,,,,NaN,NaN,
2333,52,NaN,11,77,100,NaN,92,33,164,78,NaN,NaN,5
2334,,NaN,,,,NaN,,,,,NaN,NaN,
2335,53,NaN,11,77,100,NaN,93,33,165,78,NaN,NaN,5
2336,,NaN,,,,NaN,,,,,NaN,NaN,
2337,53,NaN,11,77,100,NaN,92,33,164,78,NaN,NaN,5
2338,,NaN,,,,NaN,,,,,NaN,NaN,
2339,52,NaN,11,77,100,NaN,91,33,163,77,NaN,NaN,5
2340,,NaN,,,,NaN,,,,,NaN,NaN,
2341,53,NaN,11,76,100,NaN,92,33,164,77,NaN,NaN,5
2342,,NaN,,,,NaN,,,,,NaN,NaN,
2343,52,NaN,11,76,100,NaN,91,33,162,77,NaN,NaN,5
2344,,NaN,,,,NaN,,,,,NaN,NaN,
2345,52,NaN,11,77,100,NaN,91,33,161,77,NaN,NaN,5
2346,,NaN,,,,NaN,,,,,NaN,NaN,
2347,52,NaN,11,77,100,NaN,91,33,163,77,NaN,NaN,4
2348,,NaN,,,,NaN,,,,,NaN,NaN,
2349,51,NaN,11,77,100,NaN,90,33,161,77,NaN,NaN,4
2350,,NaN,,,,NaN,,,,,NaN,NaN,
2351,51,NaN,11,76,100,NaN,90,33,160,77,NaN,NaN,4
2352,,NaN,,,,NaN,,,,,NaN,NaN,
2353,51,NaN,11,76,100,NaN,90,33,161,77,NaN,NaN,4
2354,,NaN,,,,NaN,,,,,NaN,NaN,
2355,50,NaN,11,76,100,NaN,89,33,159,77,NaN,NaN,5
2356,,NaN,,,,NaN,,,,,NaN,NaN,
2357,51,NaN,11,77,100,NaN,89,33,160,77,NaN,NaN,5
2358,,NaN,,,,NaN,,,,,NaN,NaN,
2359,50,NaN,11,77,100,NaN,88,33,159,77,NaN,NaN,5
2360,,NaN,,,,NaN,,,,,NaN,NaN,
2361,49,NaN,11,76,100,NaN,87,33,157,77,NaN,NaN,5
2362,,NaN,,,,NaN,,,,,NaN,NaN,
2363,50,NaN,11,76,100,NaN,87,33,158,77,NaN,NaN,5
2364,,NaN,,,,NaN,,,,,NaN,NaN,
2365,49,NaN,11,76,100,NaN,86,33,156,77,NaN,NaN,5
2366,,NaN,,,,NaN,,,,,NaN,NaN,
2367,49,NaN,11,76,100,NaN,86,33,156,77,NaN,NaN,4
2368,,NaN,,,,NaN,,,,,NaN,NaN,
2369,50,NaN,11,76,100,NaN,87,33,157,77,NaN,NaN,4
2370,,NaN,,,,NaN,,,,,NaN,NaN,
2371,49,NaN,11,76,100,NaN,86,33,155,77,NaN,NaN,4
2372,,NaN,,,,NaN,,,,,NaN,NaN,
2373,50,NaN,11,76,100,NaN,86,33,155,77,NaN,NaN,4
2374,,NaN,,,,NaN,,,,,NaN,NaN,
2375,49,NaN,11,76,100,NaN,86,33,156,77,NaN,NaN,4
2376,,NaN,,,,NaN,,,,,NaN,NaN,
2377,47,NaN,11,76,100,NaN,84,33,153,77,NaN,NaN,4
2378,,NaN,,,,NaN,,,,,NaN,NaN,
2379,49,NaN,11,77,100,NaN,85,33,154,77,NaN,NaN,4
2380,,NaN,,,,NaN,,,,,NaN,NaN,
2381,47,NaN,11,76,100,NaN,84,33,153,77,NaN,NaN,4
2382,,NaN,,,,NaN,,,,,NaN,NaN,
2383,47,NaN,11,76,100,NaN,83,33,151,77,NaN,NaN,4
2384,,NaN,,,,NaN,,,,,NaN,NaN,
2385,48,NaN,11,76,100,NaN,83,33,153,77,NaN,NaN,4
2386,,NaN,,,,NaN,,,,,NaN,NaN,
2387,47,NaN,11,76,100,NaN,82,33,150,77,NaN,NaN,4
2388,,NaN,,,,NaN,,,,,NaN,NaN,
2389,47,NaN,11,76,100,NaN,82,33,150,77,NaN,NaN,4
2390,,NaN,,,,NaN,,,,,NaN,NaN,
2391,47,NaN,11,76,100,NaN,82,33,151,77,NaN,NaN,4
2392,,NaN,,,,NaN,,,,,NaN,NaN,
2393,46,NaN,11,76,100,NaN,81,33,148,77,NaN,NaN,4
2394,,NaN,,,,NaN,,,,,NaN,NaN,
2395,47,NaN,11,77,100,NaN,81,33,149,77,NaN,NaN,4
2396,,NaN,,,,NaN,,,,,NaN,NaN,
2397,47,NaN,11,77,100,NaN,81,33,149,77,NaN,NaN,4
2398,,NaN,,,,NaN,,,,,NaN,NaN,
2399,46,NaN,11,77,100,NaN,80,33,147,77,NaN,NaN,4
2400,,NaN,,,,NaN,,,,,NaN,NaN,
2401,47,NaN,11,77,100,NaN,81,33,149,77,NaN,NaN,4
2402,,NaN,,,,NaN,,,,,NaN,NaN,
2403,46,NaN,11,77,100,NaN,80,33,148,77,NaN,NaN,4
2404,,NaN,,,,NaN,,,,,NaN,NaN,
2405,46,NaN,11,76,100,NaN,80,33,146,77,NaN,NaN,4
2406,,NaN,,,,NaN,,,,,NaN,NaN,
2407,46,NaN,11,76,100,NaN,80,33,148,77,NaN,NaN,3
2408,,NaN,,,,NaN,,,,,NaN,NaN,
2409,46,NaN,11,76,100,NaN,79,33,146,77,NaN,NaN,3
2410,,NaN,,,,NaN,,,,,NaN,NaN,
2411,47,NaN,11,76,100,NaN,79,33,146,77,NaN,NaN,4
2412,,NaN,,,,NaN,,,,,NaN,NaN,
2413,46,NaN,11,76,100,NaN,80,33,147,77,NaN,NaN,4
2414,,NaN,,,,NaN,,,,,NaN,NaN,
2415,46,NaN,11,76,100,NaN,78,33,144,77,NaN,NaN,4
2416,,NaN,,,,NaN,,,,,NaN,NaN,
2417,46,NaN,11,76,100,NaN,79,33,145,77,NaN,NaN,4
2418,,NaN,,,,NaN,,,,,NaN,NaN,
2419,45,NaN,11,76,100,NaN,79,33,145,77,NaN,NaN,4
2420,,NaN,,,,NaN,,,,,NaN,NaN,
2421,45,NaN,11,76,100,NaN,78,33,143,77,NaN,NaN,4
2422,,NaN,,,,NaN,,,,,NaN,NaN,
2423,46,NaN,11,76,100,NaN,79,33,145,77,NaN,NaN,4
2424,,NaN,,,,NaN,,,,,NaN,NaN,
2425,45,NaN,11,76,100,NaN,78,33,143,76,NaN,NaN,4
2426,,NaN,,,,NaN,,,,,NaN,NaN,
2427,45,NaN,11,76,100,NaN,77,33,142,76,NaN,NaN,4
2428,,NaN,,,,NaN,,,,,NaN,NaN,
2429,46,NaN,11,76,100,NaN,78,33,144,76,NaN,NaN,4
2430,,NaN,,,,NaN,,,,,NaN,NaN,
2431,44,NaN,11,75,100,NaN,77,33,141,76,NaN,NaN,4
2432,,NaN,,,,NaN,,,,,NaN,NaN,
2433,46,NaN,11,76,100,NaN,77,33,142,76,NaN,NaN,4
2434,,NaN,,,,NaN,,,,,NaN,NaN,
2435,45,NaN,11,76,100,NaN,77,33,143,76,NaN,NaN,4
2436,,NaN,,,,NaN,,,,,NaN,NaN,
2437,44,NaN,11,76,100,NaN,76,33,140,76,NaN,NaN,4
2438,,NaN,,,,NaN,,,,,NaN,NaN,
2439,45,NaN,11,76,100,NaN,76,33,141,76,NaN,NaN,4
2440,,NaN,,,,NaN,,,,,NaN,NaN,
2441,44,NaN,11,76,100,NaN,76,33,140,77,NaN,NaN,4
2442,,NaN,,,,NaN,,,,,NaN,NaN,
2443,44,NaN,11,76,100,NaN,75,33,139,76,NaN,NaN,4
2444,,NaN,,,,NaN,,,,,NaN,NaN,
2445,44,NaN,11,76,100,NaN,75,33,139,76,NaN,NaN,3
2446,,NaN,,,,NaN,,,,,NaN,NaN,
2447,43,NaN,11,76,100,NaN,75,33,140,74,NaN,NaN,3
2448,,NaN,,,,NaN,,,,,NaN,NaN,
2449,43,NaN,11,76,100,NaN,74,33,138,74,NaN,NaN,4
2450,,NaN,,,,NaN,,,,,NaN,NaN,
2451,44,NaN,11,76,100,NaN,75,33,140,74,NaN,NaN,4
2452,,NaN,,,,NaN,,,,,NaN,NaN,
2453,43,NaN,11,75,100,NaN,74,33,137,74,NaN,NaN,4
2454,,NaN,,,,NaN,,,,,NaN,NaN,
2455,45,NaN,11,76,100,NaN,75,33,139,76,NaN,NaN,4
2456,,NaN,,,,NaN,,,,,NaN,NaN,
2457,44,NaN,11,76,100,NaN,74,33,138,76,NaN,NaN,4
2458,,NaN,,,,NaN,,,,,NaN,NaN,
2459,43,NaN,11,75,100,NaN,73,33,136,76,NaN,NaN,4
2460,,NaN,,,,NaN,,,,,NaN,NaN,
2461,44,NaN,11,75,100,NaN,74,33,138,76,NaN,NaN,4
2462,,NaN,,,,NaN,,,,,NaN,NaN,
2463,43,NaN,11,75,100,NaN,73,33,136,76,NaN,NaN,4
2464,,NaN,,,,NaN,,,,,NaN,NaN,
2465,43,NaN,11,,100,NaN,73,33,135,75,NaN,NaN,3
2466,,NaN,,,,NaN,,,,,NaN,NaN,
2467,45,NaN,11,,100,NaN,75,33,137,76,NaN,NaN,3
2468,,NaN,,,,NaN,,,,,NaN,NaN,
2469,42,NaN,11,,100,NaN,72,33,135,77,NaN,NaN,3
2470,,NaN,,,,NaN,,,,,NaN,NaN,
2471,43,NaN,11,,100,NaN,72,33,134,76,NaN,NaN,4
2472,,NaN,,,,NaN,,,,,NaN,NaN,
2473,43,NaN,11,,100,NaN,73,33,136,76,NaN,NaN,4
2474,,NaN,,,,NaN,,,,,NaN,NaN,
2475,42,NaN,11,,100,NaN,71,33,132,76,NaN,NaN,4
2476,,NaN,,,,NaN,,,,,NaN,NaN,
2477,43,NaN,11,,100,NaN,72,33,133,75,NaN,NaN,4
2478,,NaN,,,,NaN,,,,,NaN,NaN,
2479,42,NaN,11,75,100,NaN,71,33,133,76,NaN,NaN,4
2480,,NaN,,,,NaN,,,,,NaN,NaN,
2481,42,NaN,11,75,100,NaN,71,33,131,75,NaN,NaN,4
2482,,NaN,,,,NaN,,,,,NaN,NaN,
2483,43,NaN,11,75,100,NaN,72,33,134,75,NaN,NaN,4
2484,,NaN,,,,NaN,,,,,NaN,NaN,
2485,42,NaN,11,75,100,NaN,71,33,133,75,NaN,NaN,4
2486,,NaN,,,,NaN,,,,,NaN,NaN,
2487,43,NaN,11,75,100,NaN,71,33,132,75,NaN,NaN,4
2488,,NaN,,,,NaN,,,,,NaN,NaN,
2489,43,NaN,11,75,100,NaN,72,33,134,76,NaN,NaN,4
2490,,NaN,,,,NaN,,,,,NaN,NaN,
2491,42,NaN,11,75,100,NaN,71,33,131,76,NaN,NaN,4
2492,,NaN,,,,NaN,,,,,NaN,NaN,
2493,43,NaN,11,75,100,NaN,71,33,132,76,NaN,NaN,4
2494,,NaN,,,,NaN,,,,,NaN,NaN,
2495,43,NaN,11,75,100,NaN,72,33,134,76,NaN,NaN,4
2496,,NaN,,,,NaN,,,,,NaN,NaN,
2497,42,NaN,11,75,100,NaN,71,33,132,75,NaN,NaN,4
2498,,NaN,,,,NaN,,,,,NaN,NaN,
2499,44,NaN,11,75,100,NaN,72,33,134,75,NaN,NaN,4
2500,,NaN,,,,NaN,,,,,NaN,NaN,
2501,42,NaN,11,75,100,NaN,72,33,134,75,NaN,NaN,4
2502,,NaN,,,,NaN,,,,,NaN,NaN,
2503,42,NaN,11,75,100,NaN,71,33,131,75,NaN,NaN,4
2504,,NaN,,,,NaN,,,,,NaN,NaN,
2505,43,NaN,11,75,100,NaN,72,33,134,75,NaN,NaN,3
2506,,NaN,,,,NaN,,,,,NaN,NaN,
2507,41,NaN,11,75,100,NaN,70,33,131,75,NaN,NaN,3
