time,Solar8000/ART_DBP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/ART_SBP,Solar8000/PLETH_HR,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/CVP
0,,NaN,,,,NaN,,,,,NaN,NaN,
1,,-494.5040283203125,,,,-4.9562602043151855,,,,,-495.6260070800781,-4.9562602043151855,
2,,-494.5020446777344,,,,-4.956240177154541,,,,,-495.6240234375,-4.956240177154541,
3,,NaN,,,,NaN,,,,,NaN,NaN,
4,,NaN,,,,NaN,,,,,NaN,NaN,
5,-5,NaN,,,98,NaN,-5,0,-5,92,NaN,NaN,
6,,NaN,,,,NaN,,,,,NaN,NaN,
7,-5,NaN,,,98,NaN,-5,0,-5,90,NaN,NaN,
8,,NaN,,,,NaN,,,,,NaN,NaN,
9,-5,NaN,,,98,NaN,-5,0,-5,89,NaN,NaN,
10,,NaN,,,,NaN,,,,,NaN,NaN,
11,-5,NaN,,,99,NaN,-5,0,-5,87,NaN,NaN,
12,,NaN,,,,NaN,,,,,NaN,NaN,
13,-5,NaN,,,99,NaN,-5,0,-5,85,NaN,NaN,
14,,NaN,,,,NaN,,,,,NaN,NaN,
15,-3,NaN,,,99,NaN,-3,0,-3,83,NaN,NaN,
16,,NaN,,,,NaN,,,,,NaN,NaN,
17,-3,NaN,,,99,NaN,-3,0,-3,85,NaN,NaN,
18,,NaN,,,,NaN,,,,,NaN,NaN,
19,-5,NaN,,,100,NaN,-5,0,-5,91,NaN,NaN,
20,,NaN,,,,NaN,,,,,NaN,NaN,
21,-5,NaN,,102,100,NaN,-5,0,-5,91,NaN,NaN,
22,,NaN,,,,NaN,,,,,NaN,NaN,
23,-5,NaN,,96,100,NaN,-5,0,-5,92,NaN,NaN,
24,,NaN,,,,NaN,,,,,NaN,NaN,
25,-5,NaN,,90,100,NaN,-5,0,-5,99,NaN,NaN,
26,,NaN,,,,NaN,,,,,NaN,NaN,
27,-5,NaN,,91,100,NaN,-5,0,-5,92,NaN,NaN,
28,,NaN,,,,NaN,,,,,NaN,NaN,
29,-5,NaN,,102,100,NaN,-5,0,-5,110,NaN,NaN,
30,,NaN,,,,NaN,,,,,NaN,NaN,
31,-5,NaN,,126,100,NaN,-5,0,-5,114,NaN,NaN,
32,,NaN,,,,NaN,,,,,NaN,NaN,
33,-5,NaN,,116,100,NaN,-5,0,-5,118,NaN,NaN,
34,,NaN,,,,NaN,,,,,NaN,NaN,
35,-5,NaN,,101,100,NaN,-5,0,-5,116,NaN,NaN,
36,,NaN,,,,NaN,,,,,NaN,NaN,
37,-5,NaN,,83,99,NaN,-5,0,-5,104,NaN,NaN,
38,,NaN,,,,NaN,,,,,NaN,NaN,
39,-3,NaN,,79,99,NaN,-3,0,-3,99,NaN,NaN,
40,,NaN,,,,NaN,,,,,NaN,NaN,
41,-3,NaN,,82,99,NaN,-3,0,-3,87,NaN,NaN,
42,,NaN,,,,NaN,,,,,NaN,NaN,
43,-5,NaN,,83,99,NaN,-5,0,-5,83,NaN,NaN,
44,,NaN,,,,NaN,,,,,NaN,NaN,
45,-5,NaN,,85,99,NaN,-5,0,-5,80,NaN,NaN,
46,,NaN,,,,NaN,,,,,NaN,NaN,
47,-5,NaN,,85,99,NaN,-5,0,-5,80,NaN,NaN,
48,,NaN,,,,NaN,,,,,NaN,NaN,
49,-5,NaN,,90,99,NaN,-5,0,-5,84,NaN,NaN,
50,,NaN,,,,NaN,,,,,NaN,NaN,
51,-5,NaN,,85,99,NaN,-5,0,-5,88,NaN,NaN,
52,,NaN,,,,NaN,,,,,NaN,NaN,
53,-5,NaN,,92,98,NaN,-5,0,-5,86,NaN,NaN,
54,,NaN,,,,NaN,,,,,NaN,NaN,
55,-5,NaN,,92,98,NaN,-5,0,-5,86,NaN,NaN,
56,,NaN,,,,NaN,,,,,NaN,NaN,
57,-5,NaN,,93,98,NaN,-5,0,-5,96,NaN,NaN,
58,,NaN,,,,NaN,,,,,NaN,NaN,
59,-3,NaN,,96,99,NaN,-3,0,-3,103,NaN,NaN,
60,,NaN,,,,NaN,,,,,NaN,NaN,
61,-3,NaN,,102,99,NaN,-3,0,-3,103,NaN,NaN,
62,,NaN,,,,NaN,,,,,NaN,NaN,
63,-5,NaN,,99,98,NaN,-5,0,-5,97,NaN,NaN,
64,,NaN,,,,NaN,,,,,NaN,NaN,
65,-5,NaN,,100,98,NaN,-5,0,-5,94,NaN,NaN,
66,,NaN,,,,NaN,,,,,NaN,NaN,
67,-5,NaN,,99,98,NaN,-5,0,-5,94,NaN,NaN,
68,,NaN,,,,NaN,,,,,NaN,NaN,
69,-5,NaN,,90,98,NaN,-5,0,-5,86,NaN,NaN,
70,,NaN,,,,NaN,,,,,NaN,NaN,
71,-5,NaN,,90,97,NaN,-5,0,-5,81,NaN,NaN,
72,,NaN,,,,NaN,,,,,NaN,NaN,
73,-5,NaN,,92,98,NaN,-5,0,-5,79,NaN,NaN,
74,,NaN,,,,NaN,,,,,NaN,NaN,
75,-6,NaN,,90,99,NaN,-5,0,-4,83,NaN,NaN,
76,,NaN,,,,NaN,,,,,NaN,NaN,
77,-6,NaN,,100,98,NaN,-5,0,-4,92,NaN,NaN,
78,,NaN,,,,NaN,,,,,NaN,NaN,
79,-51,NaN,,102,98,NaN,-15,0,28,92,NaN,NaN,
80,,NaN,,,,NaN,,,,,NaN,NaN,
81,84,NaN,,96,99,NaN,42,0,314,99,NaN,NaN,
82,,NaN,,,,NaN,,,,,NaN,NaN,
83,84,NaN,,86,98,NaN,42,0,314,93,NaN,NaN,
84,,NaN,,,,NaN,,,,,NaN,NaN,
85,,NaN,,96,99,NaN,,0,,100,NaN,NaN,
86,,NaN,,,,NaN,,,,,NaN,NaN,
87,,NaN,,105,99,NaN,,0,,99,NaN,NaN,
88,,NaN,,,,NaN,,,,,NaN,NaN,
89,,NaN,,117,99,NaN,,0,,114,NaN,NaN,
90,,NaN,,,,NaN,,,,,NaN,NaN,
91,,NaN,,116,99,NaN,,0,,114,NaN,NaN,
92,,NaN,,,,NaN,,,,,NaN,NaN,
93,,NaN,,110,99,NaN,,0,,115,NaN,NaN,
94,,NaN,,,,NaN,,,,,NaN,NaN,
95,,NaN,,99,99,NaN,,0,,110,NaN,NaN,
96,,NaN,,,,NaN,,,,,NaN,NaN,
97,,NaN,,92,99,NaN,,0,,110,NaN,NaN,
98,,NaN,,,,NaN,,,,,NaN,NaN,
99,,NaN,,93,99,NaN,,0,,99,NaN,NaN,
100,,NaN,,,,NaN,,,,,NaN,NaN,
101,,NaN,,102,99,NaN,,0,,98,NaN,NaN,
102,,NaN,,,,NaN,,,,,NaN,NaN,
103,,NaN,,105,99,NaN,,0,,96,NaN,NaN,
104,,NaN,,,,NaN,,,,,NaN,NaN,
105,,NaN,,94,98,NaN,,0,,93,NaN,NaN,
106,,NaN,,,,NaN,,,,,NaN,NaN,
107,,NaN,,95,98,NaN,,0,,94,NaN,NaN,
108,,NaN,,,,NaN,,,,,NaN,NaN,
109,,NaN,,96,98,NaN,,0,,94,NaN,NaN,
110,,NaN,,,,NaN,,,,,NaN,NaN,
111,,NaN,,96,98,NaN,,0,,97,NaN,NaN,
112,,NaN,,,,NaN,,,,,NaN,NaN,
113,,NaN,,103,98,NaN,,0,,99,NaN,NaN,
114,,NaN,,,,NaN,,,,,NaN,NaN,
115,,NaN,,97,98,NaN,,0,,99,NaN,NaN,
116,,NaN,,,,NaN,,,,,NaN,NaN,
117,,NaN,,92,97,NaN,,0,,98,NaN,NaN,
118,,NaN,,,,NaN,,,,,NaN,NaN,
119,,NaN,,95,97,NaN,,0,,98,NaN,NaN,
120,,NaN,,,,NaN,,,,,NaN,NaN,
121,,NaN,,108,97,NaN,,0,,106,NaN,NaN,
122,,NaN,,,,NaN,,,,,NaN,NaN,
123,,NaN,,110,97,NaN,,0,,105,NaN,NaN,
124,,NaN,,,,NaN,,,,,NaN,NaN,
125,,NaN,,110,97,NaN,,0,,104,NaN,NaN,
126,,NaN,,,,NaN,,,,,NaN,NaN,
127,,NaN,,95,97,NaN,,0,,102,NaN,NaN,
128,,NaN,,,,NaN,,,,,NaN,NaN,
129,,NaN,,92,97,NaN,,0,,95,NaN,NaN,
130,,NaN,,,,NaN,,,,,NaN,NaN,
131,,NaN,,90,97,NaN,,0,,95,NaN,NaN,
132,,NaN,,,,NaN,,,,,NaN,NaN,
133,,NaN,,93,97,NaN,,0,,89,NaN,NaN,
134,,NaN,,,,NaN,,,,,NaN,NaN,
135,,NaN,,97,97,NaN,,0,,100,NaN,NaN,
136,,NaN,,,,NaN,,,,,NaN,NaN,
137,,NaN,,112,98,NaN,,0,,106,NaN,NaN,
138,,NaN,,,,NaN,,,,,NaN,NaN,
139,,NaN,,109,98,NaN,,0,,111,NaN,NaN,
140,,NaN,,,,NaN,,,,,NaN,NaN,
141,,NaN,,107,98,NaN,,0,,109,NaN,NaN,
142,,NaN,,,,NaN,,,,,NaN,NaN,
143,,NaN,,115,98,NaN,,0,,105,NaN,NaN,
144,,NaN,,,,NaN,,,,,NaN,NaN,
145,,NaN,,109,98,NaN,,0,,101,NaN,NaN,
146,,NaN,,,,NaN,,,,,NaN,NaN,
147,,NaN,,103,99,NaN,,0,,98,NaN,NaN,
148,,NaN,,,,NaN,,,,,NaN,NaN,
149,,NaN,,92,99,NaN,,0,,98,NaN,NaN,
150,,NaN,,,,NaN,,,,,NaN,NaN,
151,,NaN,,101,99,NaN,,0,,99,NaN,NaN,
152,,NaN,,,,NaN,,,,,NaN,NaN,
153,,NaN,,92,99,NaN,,0,,96,NaN,NaN,
154,,NaN,,,,NaN,,,,,NaN,NaN,
155,,NaN,,95,99,NaN,,0,,98,NaN,NaN,
156,,NaN,,,,NaN,,,,,NaN,NaN,
157,,NaN,,99,99,NaN,,0,,102,NaN,NaN,
158,,NaN,,,,NaN,,,,,NaN,NaN,
159,,NaN,,101,99,NaN,,0,,98,NaN,NaN,
160,,NaN,,,,NaN,,,,,NaN,NaN,
161,,NaN,,94,99,NaN,,0,,99,NaN,NaN,
162,,NaN,,,,NaN,,,,,NaN,NaN,
163,,NaN,,104,99,NaN,,0,,97,NaN,NaN,
164,,NaN,,,,NaN,,,,,NaN,NaN,
165,,NaN,,98,98,NaN,,0,,96,NaN,NaN,
166,,NaN,,,,NaN,,,,,NaN,NaN,
167,,NaN,,91,99,NaN,,0,,93,NaN,NaN,
168,,NaN,,,,NaN,,,,,NaN,NaN,
169,,NaN,,96,99,NaN,,0,,93,NaN,NaN,
170,,NaN,,,,NaN,,,,,NaN,NaN,
171,,NaN,,119,99,NaN,,0,,105,NaN,NaN,
172,,NaN,,,,NaN,,,,,NaN,NaN,
173,,NaN,,113,99,NaN,,0,,106,NaN,NaN,
174,,NaN,,,,NaN,,,,,NaN,NaN,
175,,NaN,,106,98,NaN,,0,,117,NaN,NaN,
176,,NaN,,,,NaN,,,,,NaN,NaN,
177,,NaN,,102,99,NaN,,0,,100,NaN,NaN,
178,,NaN,,,,NaN,,,,,NaN,NaN,
179,,NaN,,94,99,NaN,,0,,92,NaN,NaN,
180,,NaN,,,,NaN,,,,,NaN,NaN,
181,,NaN,,94,99,NaN,,0,,98,NaN,NaN,
182,,NaN,,,,NaN,,,,,NaN,NaN,
183,,NaN,,103,99,NaN,,0,,100,NaN,NaN,
184,,NaN,,,,NaN,,,,,NaN,NaN,
185,,NaN,,103,99,NaN,,0,,102,NaN,NaN,
186,,NaN,,,,NaN,,,,,NaN,NaN,
187,,NaN,,92,99,NaN,,0,,98,NaN,NaN,
188,,NaN,,,,NaN,,,,,NaN,NaN,
189,,NaN,,96,99,NaN,,0,,98,NaN,NaN,
190,,NaN,,,,NaN,,,,,NaN,NaN,
191,,NaN,,101,99,NaN,,0,,99,NaN,NaN,
192,,NaN,,,,NaN,,,,,NaN,NaN,
193,,NaN,,121,99,NaN,,0,,108,NaN,NaN,
194,,NaN,,,,NaN,,,,,NaN,NaN,
195,,NaN,,124,98,NaN,,0,,109,NaN,NaN,
196,,NaN,,,,NaN,,,,,NaN,NaN,
197,,NaN,,104,99,NaN,,0,,107,NaN,NaN,
198,,NaN,,,,NaN,,,,,NaN,NaN,
199,,NaN,,104,98,NaN,,0,,105,NaN,NaN,
200,,NaN,,,,NaN,,,,,NaN,NaN,
201,,NaN,,102,98,NaN,,0,,105,NaN,NaN,
202,,NaN,,,,NaN,,,,,NaN,NaN,
203,,NaN,,97,98,NaN,,0,,109,NaN,NaN,
204,,NaN,,,,NaN,,,,,NaN,NaN,
205,,NaN,,105,98,NaN,,0,,110,NaN,NaN,
206,,NaN,,,,NaN,,,,,NaN,NaN,
207,,NaN,,106,98,NaN,,0,,106,NaN,NaN,
208,,NaN,,,,NaN,,,,,NaN,NaN,
209,,NaN,,100,98,NaN,,0,,104,NaN,NaN,
210,,NaN,,,,NaN,,,,,NaN,NaN,
211,,NaN,,90,98,NaN,,0,,105,NaN,NaN,
212,,NaN,,,,NaN,,,,,NaN,NaN,
213,0,NaN,,92,99,NaN,0,0,0,100,NaN,NaN,0
214,,NaN,,,,NaN,,,,,NaN,NaN,
215,0,NaN,,91,99,NaN,0,0,0,97,NaN,NaN,0
216,,NaN,,,,NaN,,,,,NaN,NaN,
217,0,NaN,,88,99,NaN,0,0,0,94,NaN,NaN,0
218,,NaN,,,,NaN,,,,,NaN,NaN,
219,0,NaN,,105,98,NaN,0,0,0,93,NaN,NaN,0
220,,NaN,,,,NaN,,,,,NaN,NaN,
221,-1,NaN,,125,97,NaN,-1,0,-1,94,NaN,NaN,1
222,,NaN,,,,NaN,,,,,NaN,NaN,
223,-12,NaN,,109,97,NaN,-3,0,9,94,NaN,NaN,1
224,,NaN,,,,NaN,,,,,NaN,NaN,
225,-11,NaN,,111,97,NaN,-3,0,7,101,NaN,NaN,1
226,,NaN,,,,NaN,,,,,NaN,NaN,
227,-12,NaN,,99,97,NaN,-3,0,6,103,NaN,NaN,1
228,,NaN,,,,NaN,,,,,NaN,NaN,
229,-6,NaN,,97,97,NaN,-3,0,1,102,NaN,NaN,1
230,,NaN,,,,NaN,,,,,NaN,NaN,
231,-5,NaN,,94,96,NaN,-2,0,1,105,NaN,NaN,1
232,,NaN,,,,NaN,,,,,NaN,NaN,
233,-12,NaN,,94,96,NaN,-2,0,10,105,NaN,NaN,1
234,,NaN,,,,NaN,,,,,NaN,NaN,
235,-12,NaN,,86,96,NaN,-4,0,6,104,NaN,NaN,1
236,,NaN,,,,NaN,,,,,NaN,NaN,
237,-13,NaN,,86,95,NaN,-4,0,4,105,NaN,NaN,1
238,,NaN,,,,NaN,,,,,NaN,NaN,
239,,NaN,,97,94,NaN,-3,0,,105,NaN,NaN,1
240,,NaN,,,,NaN,,,,,NaN,NaN,
241,,NaN,,107,95,NaN,4,0,,102,NaN,NaN,1
242,,NaN,,,,NaN,,,,,NaN,NaN,
243,,NaN,,109,96,NaN,9,0,,99,NaN,NaN,1
244,,NaN,,,,NaN,,,,,NaN,NaN,
245,,NaN,,103,96,NaN,6,0,,90,NaN,NaN,1
246,,NaN,,,,NaN,,,,,NaN,NaN,
247,-40,NaN,,93,96,NaN,-20,0,1,90,NaN,NaN,1
248,,NaN,,,,NaN,,,,,NaN,NaN,
249,-28,NaN,,100,96,NaN,-23,0,-18,90,NaN,NaN,1
250,,NaN,,,,NaN,,,,,NaN,NaN,
251,,NaN,,121,97,NaN,-13,0,,89,NaN,NaN,1
252,,NaN,,,,NaN,,,,,NaN,NaN,
253,,NaN,,103,97,NaN,17,0,,90,NaN,NaN,1
254,,NaN,,,,NaN,,,,,NaN,NaN,
255,,NaN,,93,97,NaN,4,0,,90,NaN,NaN,1
256,,NaN,,,,NaN,,,,,NaN,NaN,
257,,NaN,,87,97,NaN,4,0,,88,NaN,NaN,1
258,,NaN,,,,NaN,,,,,NaN,NaN,
259,,NaN,,88,97,NaN,-4,0,,85,NaN,NaN,1
260,,NaN,,,,NaN,,,,,NaN,NaN,
261,,NaN,,90,97,NaN,-4,0,,84,NaN,NaN,1
262,,NaN,,,,NaN,,,,,NaN,NaN,
263,,NaN,,92,98,NaN,-4,0,,88,NaN,NaN,1
264,,NaN,,,,NaN,,,,,NaN,NaN,
265,,NaN,,101,,NaN,-4,0,,,NaN,NaN,-1
266,,NaN,,,,NaN,,,,,NaN,NaN,
267,-11,NaN,,96,,NaN,-4,0,3,,NaN,NaN,-1
268,,NaN,,,,NaN,,,,,NaN,NaN,
269,-8,NaN,,93,,NaN,-5,0,0,,NaN,NaN,-1
270,,NaN,,,,NaN,,,,,NaN,NaN,
271,-12,NaN,,98,,NaN,-5,0,0,,NaN,NaN,-1
272,,NaN,,,,NaN,,,,,NaN,NaN,
273,-12,NaN,,102,,NaN,-5,0,0,,NaN,NaN,-1
274,,NaN,,,,NaN,,,,,NaN,NaN,
275,-3,NaN,,102,,NaN,-3,0,-3,,NaN,NaN,-1
276,,NaN,,,,NaN,,,,,NaN,NaN,
277,-3,NaN,,124,,NaN,-3,0,-3,,NaN,NaN,-2
278,,NaN,,,,NaN,,,,,NaN,NaN,
279,-5,NaN,,108,98,NaN,-3,0,-2,98,NaN,NaN,-2
280,,NaN,,,,NaN,,,,,NaN,NaN,
281,-6,NaN,,99,98,NaN,-4,0,-2,96,NaN,NaN,-1
282,,NaN,,,,NaN,,,,,NaN,NaN,
283,-30,NaN,,88,98,NaN,-6,0,6,71,NaN,NaN,-1
284,,NaN,,,,NaN,,,,,NaN,NaN,
285,-14,NaN,,91,98,NaN,-5,0,0,101,NaN,NaN,-1
286,,NaN,,,,NaN,,,,,NaN,NaN,
287,-7,NaN,,91,99,NaN,-4,0,-1,99,NaN,NaN,-1
288,,NaN,,,,NaN,,,,,NaN,NaN,
289,-9,NaN,,103,99,NaN,-4,0,1,106,NaN,NaN,-1
290,,NaN,,,,NaN,,,,,NaN,NaN,
291,-8,NaN,,97,99,NaN,-4,0,0,101,NaN,NaN,-1
292,,NaN,,,,NaN,,,,,NaN,NaN,
293,-8,NaN,,94,99,NaN,-4,0,2,102,NaN,NaN,-1
294,,NaN,,,,NaN,,,,,NaN,NaN,
295,-18,NaN,,92,99,NaN,11,0,62,99,NaN,NaN,-1
296,,NaN,,,,NaN,,,,,NaN,NaN,
297,-21,NaN,,108,99,NaN,8,0,31,103,NaN,NaN,-1
298,,NaN,,,,NaN,,,,,NaN,NaN,
299,-21,NaN,,127,99,NaN,8,0,31,115,NaN,NaN,-1
300,,NaN,,,,NaN,,,,,NaN,NaN,
301,-25,NaN,,116,99,NaN,6,0,51,115,NaN,NaN,-1
302,,NaN,,,,NaN,,,,,NaN,NaN,
303,25,NaN,,102,99,NaN,27,0,123,116,NaN,NaN,-1
304,,NaN,,,,NaN,,,,,NaN,NaN,
305,57,NaN,,93,99,NaN,76,0,154,109,NaN,NaN,-1
306,,NaN,,,,NaN,,,,,NaN,NaN,
307,55,NaN,,105,99,NaN,82,0,172,110,NaN,NaN,1
308,,NaN,,,,NaN,,,,,NaN,NaN,
309,60,NaN,,115,99,NaN,89,0,164,108,NaN,NaN,1
310,,NaN,,,,NaN,,,,,NaN,NaN,
311,55,NaN,,105,99,NaN,86,0,172,111,NaN,NaN,1
312,,NaN,,,,NaN,,,,,NaN,NaN,
313,53,NaN,,91,99,NaN,89,0,149,107,NaN,NaN,1
314,,NaN,,,,NaN,,,,,NaN,NaN,
315,54,NaN,,104,99,NaN,87,0,173,119,NaN,NaN,1
316,,NaN,,,,NaN,,,,,NaN,NaN,
317,55,NaN,,119,99,NaN,88,0,169,116,NaN,NaN,1
318,,NaN,,,,NaN,,,,,NaN,NaN,
319,57,NaN,,98,99,NaN,87,0,158,111,NaN,NaN,1
320,,NaN,,,,NaN,,,,,NaN,NaN,
321,53,NaN,,93,99,NaN,86,0,164,109,NaN,NaN,1
322,,NaN,,,,NaN,,,,,NaN,NaN,
323,51,NaN,,88,99,NaN,88,0,159,98,NaN,NaN,1
324,,NaN,,,,NaN,,,,,NaN,NaN,
325,54,NaN,,96,99,NaN,87,0,162,94,NaN,NaN,1
326,,NaN,,,,NaN,,,,,NaN,NaN,
327,62,NaN,,99,99,NaN,91,0,166,92,NaN,NaN,1
328,,NaN,,,,NaN,,,,,NaN,NaN,
329,59,NaN,,102,99,NaN,92,0,166,92,NaN,NaN,0
330,,NaN,,,,NaN,,,,,NaN,NaN,
331,54,NaN,,101,99,NaN,89,0,166,95,NaN,NaN,0
332,,NaN,,,,NaN,,,,,NaN,NaN,
333,62,NaN,,101,99,NaN,89,0,148,93,NaN,NaN,0
334,,NaN,,,,NaN,,,,,NaN,NaN,
335,59,NaN,,112,99,NaN,88,0,159,93,NaN,NaN,0
336,,NaN,,,,NaN,,,,,NaN,NaN,
337,58,NaN,,110,99,NaN,87,0,150,95,NaN,NaN,1
338,,NaN,,,,NaN,,,,,NaN,NaN,
339,65,NaN,,103,99,NaN,91,0,151,101,NaN,NaN,1
340,,NaN,,,,NaN,,,,,NaN,NaN,
341,63,NaN,,96,100,NaN,92,0,157,105,NaN,NaN,1
342,,NaN,,,,NaN,,,,,NaN,NaN,
343,46,NaN,,103,100,NaN,87,0,142,105,NaN,NaN,1
344,,NaN,,,,NaN,,,,,NaN,NaN,
345,55,NaN,,97,99,NaN,88,0,151,105,NaN,NaN,1
346,,NaN,,,,NaN,,,,,NaN,NaN,
347,37,NaN,,96,99,NaN,88,0,176,103,NaN,NaN,1
348,,NaN,,,,NaN,,,,,NaN,NaN,
349,54,NaN,,97,99,NaN,89,0,166,100,NaN,NaN,1
350,,NaN,,,,NaN,,,,,NaN,NaN,
351,60,NaN,,93,99,NaN,90,0,154,101,NaN,NaN,1
352,,NaN,,,,NaN,,,,,NaN,NaN,
353,71,NaN,,91,99,NaN,91,0,130,96,NaN,NaN,1
354,,NaN,,,,NaN,,,,,NaN,NaN,
355,64,NaN,,104,99,NaN,89,,134,96,NaN,NaN,1
356,,NaN,,,,NaN,,,,,NaN,NaN,
357,60,NaN,,96,99,NaN,87,,135,97,NaN,NaN,1
358,,NaN,,,,NaN,,,,,NaN,NaN,
359,64,NaN,,105,99,NaN,89,,136,99,NaN,NaN,-1
360,,NaN,,,,NaN,,,,,NaN,NaN,
361,63,NaN,,102,99,NaN,90,,136,96,NaN,NaN,-1
362,,NaN,,,,NaN,,,,,NaN,NaN,
363,53,NaN,,103,100,NaN,89,,144,102,NaN,NaN,-1
364,,NaN,,,,NaN,,,,,NaN,NaN,
365,63,NaN,,98,100,NaN,96,,141,98,NaN,NaN,-1
366,,NaN,,,,NaN,,,,,NaN,NaN,
367,60,NaN,,99,100,NaN,93,,146,97,NaN,NaN,-1
368,,NaN,,,,NaN,,,,,NaN,NaN,
369,61,NaN,,103,100,NaN,94,,156,96,NaN,NaN,-1
370,,NaN,,,,NaN,,,,,NaN,NaN,
371,,NaN,,108,100,NaN,94,,,103,NaN,NaN,-1
372,,NaN,,,,NaN,,,,,NaN,NaN,
373,,NaN,,108,100,NaN,31,,,109,NaN,NaN,-1
374,,NaN,,,,NaN,,,,,NaN,NaN,
375,,NaN,,103,100,NaN,31,,,109,NaN,NaN,-3
376,,NaN,,,,NaN,,,,,NaN,NaN,
377,,NaN,,90,99,NaN,44,,,114,NaN,NaN,-3
378,,NaN,,,,NaN,,,,,NaN,NaN,
379,,NaN,,86,99,NaN,44,,,112,NaN,NaN,-3
380,,NaN,,,,NaN,,,,,NaN,NaN,
381,,NaN,,98,99,NaN,206,,,103,NaN,NaN,-3
382,,NaN,,,,NaN,,,,,NaN,NaN,
383,,NaN,,103,98,NaN,134,,,107,NaN,NaN,-2
384,,NaN,,,,NaN,,,,,NaN,NaN,
385,,NaN,,104,98,NaN,113,,,107,NaN,NaN,-2
386,,NaN,,,,NaN,,,,,NaN,NaN,
387,,NaN,,104,98,NaN,102,,,106,NaN,NaN,1
388,,NaN,,,,NaN,,,,,NaN,NaN,
389,59,NaN,,94,98,NaN,99,,193,109,NaN,NaN,1
390,,NaN,,,,NaN,,,,,NaN,NaN,
391,63,NaN,,105,99,NaN,102,,184,113,NaN,NaN,1
392,,NaN,,,,NaN,,,,,NaN,NaN,
393,52,NaN,,130,100,NaN,95,,190,106,NaN,NaN,1
394,,NaN,,,,NaN,,,,,NaN,NaN,
395,37,NaN,,110,100,NaN,90,,201,107,NaN,NaN,1
396,,NaN,,,,NaN,,,,,NaN,NaN,
397,44,NaN,,99,100,NaN,88,,169,107,NaN,NaN,1
398,,NaN,,,,NaN,,,,,NaN,NaN,
399,40,NaN,,99,100,NaN,87,,193,101,NaN,NaN,1
400,,NaN,,,,NaN,,,,,NaN,NaN,
401,52,NaN,,95,100,NaN,89,,194,94,NaN,NaN,1
402,,NaN,,,,NaN,,,,,NaN,NaN,
403,57,NaN,,86,100,NaN,91,,187,94,NaN,NaN,1
404,,NaN,,,,NaN,,,,,NaN,NaN,
405,56,NaN,,84,100,NaN,93,,196,91,NaN,NaN,-2
406,,NaN,,,,NaN,,,,,NaN,NaN,
407,58,NaN,,91,100,NaN,93,,201,97,NaN,NaN,-2
408,,NaN,,,,NaN,,,,,NaN,NaN,
409,65,NaN,,97,100,NaN,100,,204,97,NaN,NaN,-2
410,,NaN,,,,NaN,,,,,NaN,NaN,
411,65,NaN,,101,100,NaN,101,,207,103,NaN,NaN,-2
412,,NaN,,,,NaN,,,,,NaN,NaN,
413,57,NaN,,104,100,NaN,98,,197,102,NaN,NaN,-2
414,,NaN,,,,NaN,,,,,NaN,NaN,
415,,NaN,,101,100,NaN,98,,,102,NaN,NaN,-2
416,,NaN,,,,NaN,,,,,NaN,NaN,
417,,NaN,,90,100,NaN,106,,,97,NaN,NaN,-2
418,,NaN,,,,NaN,,,,,NaN,NaN,
419,,NaN,,94,100,NaN,99,,,96,NaN,NaN,-2
420,,NaN,,,,NaN,,,,,NaN,NaN,
421,,NaN,,101,100,NaN,101,,,96,NaN,NaN,-2
422,,NaN,,,,NaN,,,,,NaN,NaN,
423,,NaN,,105,100,NaN,97,,,104,NaN,NaN,-2
424,,NaN,,,,NaN,,,,,NaN,NaN,
425,,NaN,,107,100,NaN,96,,,106,NaN,NaN,-2
426,,NaN,,,,NaN,,,,,NaN,NaN,
427,58,NaN,,109,100,NaN,96,,196,107,NaN,NaN,-2
428,,NaN,,,,NaN,,,,,NaN,NaN,
429,56,NaN,,103,100,NaN,92,,201,105,NaN,NaN,-2
430,,NaN,,,,NaN,,,,,NaN,NaN,
431,54,NaN,,94,100,NaN,91,,191,101,NaN,NaN,-2
432,,NaN,,,,NaN,,,,,NaN,NaN,
433,56,NaN,,93,100,NaN,91,,199,97,NaN,NaN,-2
434,,NaN,,,,NaN,,,,,NaN,NaN,
435,58,NaN,,96,100,NaN,93,,198,94,NaN,NaN,-2
436,,NaN,,,,NaN,,,,,NaN,NaN,
437,62,NaN,,97,100,NaN,97,,204,99,NaN,NaN,-2
438,,NaN,,,,NaN,,,,,NaN,NaN,
439,61,NaN,,103,100,NaN,96,,191,99,NaN,NaN,-2
440,,NaN,,,,NaN,,,,,NaN,NaN,
441,64,NaN,,106,100,NaN,99,,192,113,NaN,NaN,-2
442,,NaN,,,,NaN,,,,,NaN,NaN,
443,56,NaN,,103,100,NaN,91,,196,115,NaN,NaN,-2
444,,NaN,,,,NaN,,,,,NaN,NaN,
445,56,NaN,,106,100,NaN,91,,197,114,NaN,NaN,-2
446,,NaN,,,,NaN,,,,,NaN,NaN,
447,60,NaN,,93,100,NaN,95,,179,112,NaN,NaN,-2
448,,NaN,,,,NaN,,,,,NaN,NaN,
449,54,NaN,,110,100,NaN,87,,192,108,NaN,NaN,-2
450,,NaN,,,,NaN,,,,,NaN,NaN,
